ID,RequiredArenaRating,ArenaBracket,Flags,MinFactionID,MinReputation,RequiredAchievement,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemCount[0],ItemCount[1],ItemCount[2],ItemCount[3],ItemCount[4],CurrencyID[0],CurrencyID[1],CurrencyID[2],CurrencyID[3],CurrencyID[4],CurrencyCount[0],CurrencyCount[1],CurrencyCount[2],CurrencyCount[3],CurrencyCount[4]
8944,0,0,0,0,0,0,224409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9077,0,0,0,0,0,0,226404,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9078,0,0,0,0,0,0,226404,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,0,0,0,0,0,0,226404,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9080,0,0,0,0,0,0,226404,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9081,0,0,0,0,0,0,226404,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9082,0,0,0,0,0,0,226404,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9083,0,0,0,0,0,0,226404,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9084,0,0,0,0,0,0,226404,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,0,0,0,0,0,0,221364,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148,0,0,0,0,0,0,12655,12360,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9149,0,0,0,0,0,0,12655,12360,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,0,0,0,0,0,0,17010,12360,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9151,0,0,0,0,0,0,17011,12360,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9152,0,0,0,0,0,0,227801,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9153,0,0,0,0,0,0,227801,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9154,0,0,0,0,0,0,227801,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9155,0,0,0,0,0,0,227801,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156,0,0,0,0,0,0,227801,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9157,0,0,0,0,0,0,12843,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9158,0,0,0,0,0,0,12843,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9161,0,0,0,0,0,0,12625,12843,12735,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
9162,0,0,0,0,0,0,12843,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9163,0,0,0,0,0,0,11604,12655,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9164,0,0,0,0,0,0,12363,12655,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9167,0,0,0,0,0,0,19057,12843,12735,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
9168,0,0,0,0,0,0,19051,12843,12735,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
9169,0,0,0,0,0,0,19052,12843,12753,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
9170,0,0,0,0,0,0,19058,12843,12753,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
9171,0,0,0,0,0,0,19056,12843,12753,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
9172,0,0,0,0,0,0,19059,12843,12753,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0
9173,0,0,0,0,0,0,20295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9174,0,0,0,0,0,0,20296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9175,0,0,0,0,0,0,19043,12820,21383,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0
9176,0,0,0,0,0,0,19048,12820,21383,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,0
9177,0,0,0,0,0,0,15064,12820,21383,0,0,1,5,30,0,0,0,0,0,0,0,0,0,0,0,0
9178,0,0,0,0,0,0,15065,12820,21383,0,0,1,5,30,0,0,0,0,0,0,0,0,0,0,0,0
9179,0,0,0,0,0,0,19044,12820,21383,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0
9180,0,0,0,0,0,0,15802,12820,21383,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,0
9181,0,0,0,0,0,0,19047,12820,21383,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0
9182,0,0,0,0,0,0,19050,12820,21383,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,0
9183,0,0,0,0,0,0,19049,12820,21383,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0
9185,0,0,0,0,0,0,17015,227801,17010,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0
9186,0,0,0,0,0,0,19170,227801,17010,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0
9187,0,0,0,0,0,0,16979,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9188,0,0,0,0,0,0,19165,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9189,0,0,0,0,0,0,16980,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9190,0,0,0,0,0,0,19156,227801,17011,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0
9191,0,0,0,0,0,0,16983,227801,17011,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9192,0,0,0,0,0,0,19167,227801,17011,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0
9193,0,0,0,0,0,0,16984,227801,17011,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9194,0,0,0,0,0,0,19168,227801,17011,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0
9195,0,0,0,0,0,0,19149,227801,17011,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9196,0,0,0,0,0,0,16989,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9197,0,0,0,0,0,0,16988,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9198,0,0,0,0,0,0,17016,227801,17010,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0
9199,0,0,0,0,0,0,19169,227801,17011,0,0,1,35,2,0,0,0,0,0,0,0,0,0,0,0,0
9200,0,0,0,0,0,0,19157,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9201,0,0,0,0,0,0,19166,227801,17010,0,0,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0
9202,0,0,0,0,0,0,20039,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9203,0,0,0,0,0,0,17014,227801,17010,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0
9204,0,0,0,0,0,0,19164,227801,17011,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9205,0,0,0,0,0,0,19148,227801,17011,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9206,0,0,0,0,0,0,17013,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9207,0,0,0,0,0,0,19162,227801,17010,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9208,0,0,0,0,0,0,16982,227801,17011,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
9234,0,0,0,0,0,0,13325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9235,0,0,0,0,0,0,216570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9236,0,0,0,0,0,0,216492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9240,0,0,0,0,0,0,228323,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9241,0,0,0,0,0,0,228325,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9242,0,0,0,0,0,0,228325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9243,0,0,0,0,0,0,228325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,0,0,0,0,0,0,228325,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9245,0,0,0,0,0,0,13180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
