ID,Tablename,Object_ID,Flags,PushID
270,ACHIEVEMENT,2087,0,101120
271,ACHIEVEMENT,2088,0,101120
272,ACHIEVEMENT,2089,0,101120
273,ACHIEVEMENT,2116,0,101120
274,ACHIEVEMENT,2186,0,101120
275,ACHIEVEMENT,2187,0,101120
276,ACHIEVEMENT,2336,0,101120
277,ACHIEVEMENT,2398,0,101120
278,ACHIEVEMENT,2456,0,101120
279,ACHIEVEMENT,2903,0,101120
280,ACHIEVEMENT,2904,0,101120
281,ACHIEVEMENT,3004,0,101120
282,ACHIEVEMENT,3005,0,101120
283,ACHIEVEMENT,3142,0,101120
284,ACHIEVEMENT,3316,0,101120
285,ACHIEVEMENT,3336,0,101120
286,ACHIEVEMENT,3356,0,101120
287,ACHIEVEMENT,3357,0,101120
288,ACHIEVEMENT,3436,0,101120
289,ACHIEVEMENT,3496,0,101120
290,ACHIEVEMENT,3636,0,101120
291,ACHIEVEMENT,3758,0,101120
292,ACHIEVEMENT,3808,0,101120
293,ACHIEVEMENT,3809,0,101120
294,ACHIEVEMENT,3810,0,101120
295,ACHIEVEMENT,3817,0,101120
296,ACHIEVEMENT,3818,0,101120
297,ACHIEVEMENT,3819,0,101120
298,ACHIEVEMENT,3896,0,101120
299,ACHIEVEMENT,4080,0,101120
300,ACHIEVEMENT,4400,0,101120
301,ACHIEVEMENT,4496,0,101120
302,ACHIEVEMENT,4599,0,101120
303,ACHIEVEMENT,4623,0,101120
304,ACHIEVEMENT,4782,0,101120
305,ACHIEVEMENT,4786,0,101120
306,ACHIEVEMENT,4790,0,101120
307,ACHIEVEMENT,4832,0,101120
308,ACHIEVEMENT,4887,0,101120
309,ACHIEVEMENT,5313,0,101120
310,ACHIEVEMENT,5344,0,101120
311,ACHIEVEMENT,5358,0,101120
312,ACHIEVEMENT,5364,0,101120
313,ACHIEVEMENT,5365,0,101120
314,ACHIEVEMENT,5512,0,101120
315,ACHIEVEMENT,5533,0,101120
316,ACHIEVEMENT,5767,0,101120
317,ACHIEVEMENT,5788,0,101120
318,ACHIEVEMENT,5839,0,101120
319,ACHIEVEMENT,5863,0,101120
320,ACHIEVEMENT,6002,0,101120
321,ACHIEVEMENT,6003,0,101120
322,ACHIEVEMENT,6059,0,101120
323,ACHIEVEMENT,6060,0,101120
324,ACHIEVEMENT,6061,0,101120
325,ACHIEVEMENT,6124,0,101120
326,ACHIEVEMENT,6131,0,101120
327,ACHIEVEMENT,6181,0,101120
328,ACHIEVEMENT,6313,0,101120
329,ACHIEVEMENT,6316,0,101120
330,ACHIEVEMENT,6317,0,101120
331,ACHIEVEMENT,6322,0,101120
332,ACHIEVEMENT,6374,0,101120
333,ACHIEVEMENT,6375,0,101120
334,ACHIEVEMENT,6378,0,101120
335,ACHIEVEMENT,6741,0,101120
336,ACHIEVEMENT,6888,0,101120
337,ACHIEVEMENT,6889,0,101120
338,ACHIEVEMENT,6890,0,101120
339,ACHIEVEMENT,6891,0,101120
340,ACHIEVEMENT,6892,0,101120
341,ACHIEVEMENT,6893,0,101120
342,ACHIEVEMENT,6894,0,101120
343,ACHIEVEMENT,6895,0,101120
344,ACHIEVEMENT,6896,0,101120
345,ACHIEVEMENT,6897,0,101120
346,ACHIEVEMENT,6898,0,101120
347,ACHIEVEMENT,6899,0,101120
348,ACHIEVEMENT,6900,0,101120
349,ACHIEVEMENT,6901,0,101120
350,ACHIEVEMENT,6902,0,101120
351,ACHIEVEMENT,6903,0,101120
352,ACHIEVEMENT,6904,0,101120
353,ACHIEVEMENT,6905,0,101120
354,ACHIEVEMENT,6906,0,101120
355,ACHIEVEMENT,6907,0,101120
356,ACHIEVEMENT,6908,0,101120
357,ACHIEVEMENT,6909,0,101120
358,ACHIEVEMENT,6910,0,101120
359,ACHIEVEMENT,6911,0,101120
360,ACHIEVEMENT,6912,0,101120
361,ACHIEVEMENT,6913,0,101120
362,ACHIEVEMENT,6914,0,101120
363,ACHIEVEMENT,6915,0,101120
364,ACHIEVEMENT,6916,0,101120
365,ACHIEVEMENT,6917,0,101120
366,ACHIEVEMENT,6918,0,101120
367,ACHIEVEMENT,6919,0,101120
368,ACHIEVEMENT,6920,0,101120
369,ACHIEVEMENT,6938,0,101120
370,ACHIEVEMENT,6939,0,101120
371,ACHIEVEMENT,6940,0,101120
372,ACHIEVEMENT,6954,0,101120
373,ACHIEVEMENT,7315,0,101120
374,ACHIEVEMENT,7467,0,101120
375,ACHIEVEMENT,7468,0,101120
376,ACHIEVEMENT,7485,0,101120
377,ACHIEVEMENT,7486,0,101120
378,ACHIEVEMENT,7487,0,101120
379,ACHIEVEMENT,7852,0,101120
380,ACHIEVEMENT,7853,0,101120
381,ACHIEVEMENT,8089,0,101120
382,ACHIEVEMENT,8092,0,101120
383,ACHIEVEMENT,8213,0,101120
384,ACHIEVEMENT,8214,0,101120
385,ACHIEVEMENT,8216,0,101120
386,ACHIEVEMENT,8238,0,101120
387,ACHIEVEMENT,8243,0,101120
388,ACHIEVEMENT,8244,0,101120
389,ACHIEVEMENT,8246,0,101120
390,ACHIEVEMENT,8248,0,101120
391,ACHIEVEMENT,8249,0,101120
392,ACHIEVEMENT,8260,0,101120
393,ACHIEVEMENT,8306,0,101120
394,ACHIEVEMENT,8307,0,101120
395,ACHIEVEMENT,8391,0,101120
396,ACHIEVEMENT,8392,0,101120
397,ACHIEVEMENT,8398,0,101120
398,ACHIEVEMENT,8399,0,101120
399,ACHIEVEMENT,8400,0,101120
400,ACHIEVEMENT,8401,0,101120
401,ACHIEVEMENT,8421,0,101120
402,ACHIEVEMENT,8422,0,101120
403,ACHIEVEMENT,8423,0,101120
404,ACHIEVEMENT,8424,0,101120
405,ACHIEVEMENT,8425,0,101120
406,ACHIEVEMENT,8426,0,101120
407,ACHIEVEMENT,8427,0,101120
408,ACHIEVEMENT,8428,0,101120
409,ACHIEVEMENT,8429,0,101120
410,ACHIEVEMENT,8430,0,101120
411,ACHIEVEMENT,8431,0,101120
412,ACHIEVEMENT,8432,0,101120
413,ACHIEVEMENT,8433,0,101120
414,ACHIEVEMENT,8434,0,101120
415,ACHIEVEMENT,8436,0,101120
416,ACHIEVEMENT,8437,0,101120
417,ACHIEVEMENT,8438,0,101120
418,ACHIEVEMENT,8439,0,101120
419,ACHIEVEMENT,8643,0,101120
420,ACHIEVEMENT,8644,0,101120
421,ACHIEVEMENT,8645,0,101120
422,ACHIEVEMENT,8646,0,101120
423,ACHIEVEMENT,8649,0,101120
424,ACHIEVEMENT,8652,0,101120
425,ACHIEVEMENT,8653,0,101120
426,ACHIEVEMENT,8654,0,101120
427,ACHIEVEMENT,8657,0,101120
428,ACHIEVEMENT,8658,0,101120
429,ACHIEVEMENT,8659,0,101120
430,ACHIEVEMENT,8666,0,101120
431,ACHIEVEMENT,8667,0,101120
432,ACHIEVEMENT,8668,0,101120
433,ACHIEVEMENT,8669,0,101120
434,ACHIEVEMENT,8670,0,101120
435,ACHIEVEMENT,8678,0,101120
436,ACHIEVEMENT,8698,0,101120
437,ACHIEVEMENT,8705,0,101120
438,ACHIEVEMENT,8707,0,101120
439,ACHIEVEMENT,8791,0,101120
440,ACHIEVEMENT,8794,0,101120
441,ACHIEVEMENT,8812,0,101120
442,ACHIEVEMENT,9030,0,101120
443,ACHIEVEMENT,15018,0,101120
444,ACHIEVEMENT,15019,0,101120
445,ACHIEVEMENT,15020,0,101120
446,ACHIEVEMENT,15021,0,101120
447,ACHIEVEMENT,15022,0,101120
448,ACHIEVEMENT,15199,0,101120
449,ACHIEVEMENT,15200,0,101120
450,ACHIEVEMENT,15201,0,101120
451,ACHIEVEMENT,15202,0,101120
452,ACHIEVEMENT,15203,0,101120
453,ACHIEVEMENT,15204,0,101120
454,ACHIEVEMENT,15205,0,101120
455,ACHIEVEMENT,15206,0,101120
456,ACHIEVEMENT,15207,0,101120
457,ACHIEVEMENT,15208,0,101120
458,ACHIEVEMENT,15209,0,101120
459,ACHIEVEMENT,15210,0,101120
460,ACHIEVEMENT,16313,0,101120
461,ACHIEVEMENT,16314,0,101120
462,ACHIEVEMENT,16315,0,101120
463,ACHIEVEMENT,16316,0,101120
464,ACHIEVEMENT,16332,0,101120
465,ACHIEVEMENT,16397,0,101120
466,ACHIEVEMENT,17328,0,101120
467,ACHIEVEMENT,17340,0,101120
468,ACHIEVEMENT,17341,0,101120
469,ACHIEVEMENT,17415,0,101120
470,ACHIEVEMENT,17416,0,101120
471,ACHIEVEMENT,17417,0,101120
472,ACHIEVEMENT,17418,0,101120
473,ACHIEVEMENT,17518,0,101120
474,ACHIEVEMENT,17520,0,101120
475,ACHIEVEMENT,17521,0,101120
476,ACHIEVEMENT,17522,0,101120
477,ACHIEVEMENT,17523,0,101120
478,ACHIEVEMENT,18375,0,101120
479,ACHIEVEMENT,18376,0,101120
480,ACHIEVEMENT,18544,0,101120
481,ACHIEVEMENT,18545,0,101120
482,ACHIEVEMENT,18546,0,101120
483,ACHIEVEMENT,18547,0,101120
484,ACHIEVEMENT,18548,0,101120
485,ACHIEVEMENT,18549,0,101120
486,ACHIEVEMENT,18550,0,101120
487,ACHIEVEMENT,18551,0,101120
488,ACHIEVEMENT,40968,0,101120
489,ACHIEVEMENT,40969,0,101120
490,ACHIEVEMENT,40970,0,101120
491,ACHIEVEMENT,40971,0,101120
492,ACHIEVEMENT,40975,0,101120
493,ACHIEVEMENT,41134,0,101120
494,ACHIEVEMENT,41332,0,101120
495,ACHIEVEMENT,41333,0,101120
496,ACHIEVEMENT,41334,0,101120
497,ACHIEVEMENT,41335,0,101120
498,ACHIEVEMENT,41336,0,101120
499,ACHIEVEMENT,41713,0,101120
500,ACHIEVEMENT,42242,0,101120
501,ACHIEVEMENT,42762,0,101120
502,ACHIEVEMENT,42763,0,101120
503,ACHIEVEMENT,42764,0,101120
504,ACHIEVEMENT,42765,0,101120
505,ACHIEVEMENT,42766,0,101120
506,ACHIEVEMENT,42772,0,101120
507,ACHIEVEMENT,42773,0,101120
508,ACHIEVEMENT,42774,0,101120
509,ACHIEVEMENT,42775,0,101120
510,ACHIEVEMENT,42777,0,101120
511,ACHIEVEMENT,61096,0,101120
512,ACHIEVEMENT,61097,0,101120
513,ACHIEVEMENT,61098,0,101120
514,ACHIEVEMENT,61099,0,101120
515,ACHIEVEMENT,61100,0,101120
516,ACHIEVEMENT,61101,0,101120
517,ACHIEVEMENT,61102,0,101120
518,ACHIEVEMENT,61350,0,101120
519,ACHIEVEMENT,61351,0,101120
520,ACHIEVEMENT,61352,0,101120
521,ACHIEVEMENT,61353,0,101120
522,ACHIEVEMENT,61354,0,101120
523,ACHIEVEMENT,61355,0,101120
524,ACHIEVEMENT,61356,0,101120
525,ACHIEVEMENT,61357,0,101120
526,ACHIEVEMENT,61358,0,101120
527,ACHIEVEMENT,61359,0,101120
528,ACHIEVEMENT,61360,0,101120
529,ACHIEVEMENT,61361,0,101120
530,ACHIEVEMENT,61362,0,101120
531,ACHIEVEMENT,61363,0,101120
532,ACHIEVEMENT,61364,0,101120
533,ACHIEVEMENT,61365,0,101120
534,ACHIEVEMENT,61415,0,101120
535,ACHIEVEMENT,61416,0,101120
536,ACHIEVEMENT,61417,0,101120
537,ACHIEVEMENT,61418,0,101120
538,ACHIEVEMENT,61680,0,101120
539,ACHIEVEMENT,61735,0,101120
540,ACHIEVEMENT,61736,0,101120
541,ACHIEVEMENT,61737,0,101120
542,ACHIEVEMENT,61738,0,101120
543,ACHIEVEMENT,61944,0,101120
544,ACHIEVEMENT,61945,0,101120
545,ACHIEVEMENT,61946,0,101120
546,ACHIEVEMENT,61947,0,101120
547,ACHIEVEMENT,61948,0,101120
548,ACHIEVEMENT,61949,0,101120
549,ACHIEVEMENT,61950,0,101120
550,ACHIEVEMENT,61951,0,101120
551,ACHIEVEMENT,61952,0,101120
552,CRITERIA,111437,0,101120
553,CRITERIA,111438,0,101120
554,CRITERIA,111439,0,101120
555,CRITERIA,111440,0,101120
556,CRITERIA,111441,0,101120
557,CRITERIA,111442,0,101120
558,CRITERIA,111443,0,101120
559,CRITERIA,111444,0,101120
560,CRITERIA,111445,0,101120
561,CRITERIATREE,221317,0,101120
562,CRITERIATREE,221318,0,101120
563,CRITERIATREE,221319,0,101120
564,CRITERIATREE,221320,0,101120
565,CRITERIATREE,221321,0,101120
566,CRITERIATREE,221322,0,101120
567,CRITERIATREE,221323,0,101120
568,CRITERIATREE,221324,0,101120
569,CRITERIATREE,221325,0,101120
570,CRITERIATREE,221326,0,101120
571,CRITERIATREE,221327,0,101120
572,CRITERIATREE,221328,0,101120
573,CRITERIATREE,221329,0,101120
574,CRITERIATREE,221330,0,101120
575,CRITERIATREE,221331,0,101120
576,CRITERIATREE,221332,0,101120
577,CRITERIATREE,221333,0,101120
578,CRITERIATREE,221334,0,101120
579,MAPCHALLENGEMODE,2,0,101120
580,MAPCHALLENGEMODE,56,0,101120
581,MAPCHALLENGEMODE,57,0,101120
582,MAPCHALLENGEMODE,58,0,101120
583,MAPCHALLENGEMODE,59,0,101120
584,MAPCHALLENGEMODE,60,0,101120
585,MAPCHALLENGEMODE,76,0,101120
586,MAPCHALLENGEMODE,77,0,101120
587,MAPCHALLENGEMODE,78,0,101120
588,MODIFIERTREE,426964,0,101120
589,MODIFIERTREE,426965,0,101120
590,ACHIEVEMENT,61735,0,101121
591,ACHIEVEMENT,61736,0,101121
592,ACHIEVEMENT,61737,0,101121
593,ACHIEVEMENT,61738,0,101121
594,MODIFIERTREE,425978,0,101121
595,MODIFIERTREE,425979,0,101121
596,MODIFIERTREE,425980,0,101121
597,MODIFIERTREE,425981,0,101121
598,MODIFIERTREE,425982,0,101121
599,MODIFIERTREE,425983,0,101121
600,MODIFIERTREE,425984,0,101121
601,MODIFIERTREE,425985,0,101121
602,MODIFIERTREE,425986,0,101121
603,MODIFIERTREE,425987,0,101121
604,MODIFIERTREE,425988,0,101121
605,MODIFIERTREE,425989,0,101121
606,PLAYERCONDITION,149252,0,101121
607,PLAYERCONDITION,149255,0,101121
608,PLAYERCONDITION,149256,0,101121
609,PLAYERCONDITION,149257,0,101121
610,CFG_REALMS,4497,0,101140
611,CFG_REALMS,4498,0,101140
612,CFG_REALMS,4499,0,101140
613,CFG_REALMS,4500,0,101140
614,CFG_REALMS,4501,0,101140
615,CFG_REALMS,4502,0,101140
616,CFG_REALMS,4503,0,101140
617,CFG_REALMS,4504,0,101140
618,CFG_REALMS,4505,0,101140
619,CFG_REALMS,4506,0,101140
620,CFG_REALMS,4507,0,101140
621,CFG_REALMS,4508,0,101140
622,CFG_REALMS,4509,0,101140
623,CFG_REALMS,4510,0,101140
624,CFG_REALMS,4511,0,101140
625,CFG_REALMS,4512,0,101140
626,CFG_REALMS,4513,0,101140
627,CFG_REALMS,4514,0,101140
628,CFG_REALMS,4515,0,101140
629,CFG_REALMS,4516,0,101140
630,CFG_REALMS,4517,0,101140
631,CFG_REALMS,4520,0,101140
632,CFG_REALMS,4521,0,101140
633,CFG_REALMS,4522,0,101140
634,CFG_REALMS,4523,0,101140
635,CFG_REALMS,4524,0,101140
636,CFG_REALMS,4525,0,101140
637,CFG_REALMS,4526,0,101140
638,CFG_REALMS,4527,0,101140
639,CFG_REALMS,4528,0,101140
640,CFG_REALMS,4529,0,101140
641,CFG_REALMS,4530,0,101140
642,CFG_REALMS,4531,0,101140
643,CFG_REALMS,4532,0,101140
644,CFG_REALMS,4533,0,101140
645,CFG_REALMS,4534,0,101140
646,CFG_REALMS,4535,0,101140
647,CFG_REALMS,4536,0,101140
648,CFG_REALMS,4537,0,101140
649,CFG_REALMS,4538,0,101140
650,CFG_REALMS,4539,0,101140
651,CFG_REALMS,4674,0,101140
652,CFG_REALMS,4675,0,101140
653,CFG_REALMS,4680,0,101140
654,CFG_REALMS,4685,0,101140
655,CFG_REALMS,4686,0,101140
656,CFG_REALMS,4691,0,101140
657,CFG_REALMS,4707,0,101140
658,CFG_REALMS,4708,0,101140
659,CFG_REALMS,4709,0,101140
660,CFG_REALMS,4710,0,101140
661,CFG_REALMS,4711,0,101140
662,CFG_REALMS,4712,0,101140
663,CFG_REALMS,4767,0,101140
664,CFG_REALMS,4768,0,101140
665,CFG_REALMS,4769,0,101140
666,CFG_REALMS,4770,0,101140
667,CFG_REALMS,4771,0,101140
668,CFG_REALMS,4772,0,101140
669,CFG_REALMS,4773,0,101140
670,CFG_REALMS,4774,0,101140
671,CFG_REALMS,4775,0,101140
672,CFG_REALMS,4776,0,101140
673,CFG_REALMS,4777,0,101140
674,CFG_REALMS,4778,0,101140
675,CFG_REALMS,4779,0,101140
676,CFG_REALMS,4780,0,101140
677,CFG_REALMS,4781,0,101140
678,CFG_REALMS,4782,0,101140
679,CFG_REALMS,4783,0,101140
680,CFG_REALMS,4784,0,101140
681,CFG_REALMS,4785,0,101140
682,CFG_REALMS,4786,0,101140
683,CFG_REALMS,4787,0,101140
684,CFG_REALMS,4788,0,101140
685,CFG_REALMS,4789,0,101140
686,CFG_REALMS,4790,0,101140
687,CFG_REALMS,4791,0,101140
688,CFG_REALMS,4792,0,101140
689,CFG_REALMS,4818,0,101140
690,CFG_REALMS,4819,0,101140
691,CFG_REALMS,4820,0,101140
692,CFG_REALMS,4821,0,101140
693,CFG_REALMS,4822,0,101140
694,CFG_REALMS,4823,0,101140
695,CFG_REALMS,4824,0,101140
696,CFG_REALMS,4825,0,101140
697,CFG_REALMS,4826,0,101140
698,CFG_REALMS,4827,0,101140
699,CFG_REALMS,4828,0,101140
700,CFG_REALMS,4829,0,101140
701,CFG_REALMS,4830,0,101140
702,CFG_REALMS,4831,0,101140
703,CFG_REALMS,4832,0,101140
704,CFG_REALMS,4833,0,101140
705,CFG_REALMS,4834,0,101140
706,CFG_REALMS,4835,0,101140
707,CFG_REALMS,4836,0,101140
708,CFG_REALMS,4837,0,101140
709,CFG_REALMS,4847,0,101140
710,CFG_REALMS,4848,0,101140
711,CFG_REALMS,4849,0,101140
712,CFG_REALMS,4850,0,101140
713,CFG_REALMS,4887,0,101140
714,CFG_REALMS,4888,0,101140
715,CFG_REALMS,4889,0,101140
716,CFG_REALMS,4890,0,101140
717,CFG_REALMS,4891,0,101140
718,CFG_REALMS,4892,0,101140
719,CFG_REALMS,4893,0,101140
720,CFG_REALMS,4894,0,101140
721,CFG_REALMS,4912,0,101140
722,CFG_REALMS,4913,0,101140
723,CFG_REALMS,4914,0,101140
724,CFG_REALMS,4915,0,101140
725,CFG_REALMS,4916,0,101140
726,CFG_REALMS,4917,0,101140
727,CFG_REALMS,4918,0,101140
728,CFG_REALMS,4919,0,101140
729,CFG_REALMS,4920,0,101140
730,CFG_REALMS,4921,0,101140
731,CFG_REALMS,4922,0,101140
732,CFG_REALMS,4923,0,101140
733,CFG_REALMS,4924,0,101140
734,CFG_REALMS,4925,0,101140
735,CFG_REALMS,4926,0,101140
736,CFG_REALMS,4927,0,101140
737,CFG_REALMS,4928,0,101140
738,CFG_REALMS,4929,0,101140
739,CFG_REALMS,4930,0,101140
740,CFG_REALMS,4931,0,101140
741,CFG_REALMS,4934,0,101140
742,CFG_REALMS,4935,0,101140
743,CFG_REALMS,4936,0,101140
744,CFG_REALMS,4937,0,101140
745,CFG_REALMS,4938,0,101140
746,CFG_REALMS,4939,0,101140
747,CFG_REALMS,4940,0,101140
748,CFG_REALMS,4941,0,101140
749,CFG_REALMS,4942,0,101140
750,CFG_REALMS,4943,0,101140
751,CFG_REALMS,4944,0,101140
752,CFG_REALMS,4945,0,101140
753,CFG_REALMS,4946,0,101140
754,CFG_REALMS,4947,0,101140
755,CFG_REALMS,4948,0,101140
756,CFG_REALMS,4949,0,101140
757,CFG_REALMS,4950,0,101140
758,CFG_REALMS,4951,0,101140
759,CFG_REALMS,4952,0,101140
760,CFG_REALMS,4953,0,101140
761,CFG_REALMS,4955,0,101140
762,CFG_REALMS,4956,0,101140
763,CFG_REALMS,4957,0,101140
764,CFG_REALMS,4958,0,101140
765,CFG_REALMS,4959,0,101140
766,CFG_REALMS,4960,0,101140
767,CFG_REALMS,4961,0,101140
768,CFG_REALMS,4962,0,101140
769,CFG_REALMS,4963,0,101140
770,CFG_REALMS,4964,0,101140
771,CFG_REALMS,4965,0,101140
772,CFG_REALMS,4966,0,101140
773,CFG_REALMS,4967,0,101140
774,CFG_REALMS,4968,0,101140
775,CFG_REALMS,4969,0,101140
776,CFG_REALMS,4970,0,101140
777,CFG_REALMS,4972,0,101140
778,CFG_REALMS,4973,0,101140
