DisplayPos[0],DisplayPos[1],ID,ArtifactID,MaxPurchasableRank,Label,Flags,Tier
0.3678807,0.48770088,838,45,3,11,32,0
0.31901282,0.27381688,839,45,1,0,0,0
0.23571672,0.36705756,840,45,1,0,0,0
0.32954535,0.8949622,841,45,3,12,32,0
0.24499358,0.54534274,842,45,3,5,32,0
0.22079767,0.71576786,843,45,3,6,32,0
0.64103246,0.5472423,844,45,3,7,32,0
0.46110243,0.6723731,845,45,1,0,0,0
0.6164379,0.73435783,846,45,3,8,32,0
0.42798835,0.33144298,847,45,3,9,32,0
0.54444623,0.3533926,848,45,3,10,32,0
0.4691366,0.897895,849,45,3,4,32,0
0.7226165,0.21895887,851,17,0,0,18,0
0.5500465,0.60266817,852,17,3,4,32,0
0.31686366,0.92086476,853,17,3,5,32,0
0.6366794,0.3066956,854,17,3,6,32,0
0.46528497,0.8671096,855,17,3,7,32,0
0.68439275,0.5876551,856,17,3,8,32,0
0.5042705,0.4220884,857,17,3,9,32,0
0.29785702,0.75415254,858,17,3,10,32,0
0.4875194,0.5427608,859,17,3,11,32,0
0.39472172,0.65906197,860,17,3,12,32,0
0.3773973,0.80631465,861,17,1,0,0,0
0.459176,0.72372806,862,17,1,0,0,0
0.5849085,0.71298933,863,17,1,0,0,0
0.6466733,0.4580938,864,17,1,1,1,0
0.51716715,0.2997616,865,17,1,2,1,0
0.17989695,0.8513884,866,17,1,3,1,0
0.6544823,0.4357316,868,56,3,4,32,0
0.57748425,0.2924015,869,56,3,5,32,0
0.7715486,0.31895128,870,56,3,6,32,0
0.41826645,0.75878304,871,56,3,12,32,0
0.12161577,0.58693343,872,56,3,7,32,0
0.32606134,0.90759796,873,56,3,8,32,0
0.2843619,0.47819453,874,56,3,11,32,0
0.4288962,0.42579028,875,56,3,9,32,0
0.5135826,0.6042284,876,56,1,0,0,0
0.34735543,0.62982905,877,56,1,0,0,0
0.42517322,0.5587676,878,56,1,1,1,0
0.5500507,0.43052173,879,56,1,2,1,0
0.75585234,0.20789473,880,56,1,0,0,0
0.20920241,0.7916763,881,56,0,0,18,0
0.6827164,0.2922296,882,56,1,3,1,0
0.39382762,0.80841696,883,46,0,0,18,0
0.3304389,0.6774066,884,46,1,0,0,0
0.5030618,0.77613425,885,46,1,0,0,0
0.39263916,0.42517757,886,46,1,1,1,0
0.46264055,0.5308249,887,46,1,2,1,0
0.23625593,0.7524817,888,46,3,4,32,0
0.22374652,0.49645084,889,46,3,11,32,0
0.31660143,0.5436462,890,46,3,5,32,0
0.6644432,0.47537494,891,46,3,6,32,0
0.569114,0.66809636,892,46,3,7,32,0
0.33759156,0.29256052,893,46,3,8,32,0
0.5333173,0.92009693,894,46,3,9,32,0
0.5060281,0.3675507,895,46,3,10,32,0
0.65604216,0.7201118,896,46,3,12,32,0
0.56794715,0.51959234,897,46,1,3,1,0
0.5268588,0.2731271,898,46,1,0,0,0
0.5546071,0.93205684,899,41,0,0,18,0
0.6111772,0.53293794,900,41,1,1,1,0
0.28766504,0.3710887,901,41,1,2,1,0
0.49423757,0.2809581,902,41,1,0,0,0
0.16374911,0.6180993,903,41,1,0,0,0
0.40366712,0.6104924,904,41,1,0,0,0
0.5380688,0.60361737,905,41,3,4,32,0
0.2203795,0.7416858,906,41,3,5,32,0
0.551003,0.40665755,907,41,3,10,32,0
0.44571635,0.69991904,908,41,3,6,32,0
0.41752934,0.36202297,909,41,3,12,32,0
0.35542226,0.79130584,910,41,3,7,32,0
0.23777916,0.5428374,911,41,3,11,32,0
0.43122908,0.8170478,912,41,3,8,32,0
0.5275748,0.72493446,913,41,3,9,32,0
0.5503003,0.3584039,915,39,3,4,32,0
0.12316081,0.8080863,916,39,3,5,32,0
0.50471497,0.49988943,917,39,3,6,32,0
0.37639526,0.51318866,918,39,3,7,32,0
0.4257565,0.3036001,919,39,3,8,32,0
0.22798215,0.7424284,920,39,3,9,32,0
0.08065016,0.6678999,921,39,3,10,32,0
0.6667706,0.4149544,922,39,3,11,32,0
0.14949761,0.3593644,923,39,3,12,32,0
0.30292374,0.643973,924,39,1,0,0,0
0.6627921,0.53596866,925,39,1,0,0,0
0.28135437,0.26698014,926,39,1,0,0,0
0.07716077,0.50468886,927,39,1,0,1,0
0.18254633,0.9266854,928,39,1,0,1,0
0.7577006,0.55047566,929,39,1,0,1,0
0.27714866,0.86963683,930,41,1,3,1,0
0.36878332,0.93479747,931,51,0,0,18,0
0.44651756,0.5828551,932,51,1,1,1,0
0.58639485,0.35679966,933,51,1,2,1,0
0.42595392,0.30182698,934,51,1,3,1,0
0.41905534,0.7012461,935,51,1,0,0,0
0.67503124,0.68469083,936,51,1,0,0,0
0.2270743,0.48026857,937,51,1,0,0,0
0.31014177,0.3548749,938,51,3,4,32,0
0.21037585,0.68518525,939,51,3,11,32,0
0.51666045,0.7165173,940,51,3,5,32,0
0.6718083,0.485718,941,51,3,6,32,0
0.49027422,0.4069629,942,51,3,7,32,0
0.28570113,0.8396246,943,51,3,8,32,0
0.33132243,0.6213256,944,51,3,9,32,0
0.59532803,0.87025,945,51,3,12,32,0
0.46751237,0.9260479,946,51,3,10,32,0
0.5680237,0.52664566,948,57,3,4,32,0
0.35207334,0.82924974,949,57,3,5,32,0
0.4572013,0.51093596,950,57,3,11,32,0
0.4650947,0.40640312,951,57,3,7,32,0
0.2913064,0.30333635,952,57,3,8,32,0
0.17018895,0.31025305,953,57,3,9,32,0
0.26304328,0.7156875,954,57,3,10,32,0
0.17066032,0.48090783,955,57,3,6,32,0
0.36741498,0.65225637,956,57,3,12,32,0
0.46089688,0.6393814,957,57,1,0,0,0
0.39306673,0.28811428,958,57,1,0,0,0
0.16101636,0.6346906,959,57,1,0,0,0
0.31219545,0.45106703,960,57,0,0,18,0
0.2313968,0.3862666,961,57,1,1,1,0
0.46228248,0.77730983,962,57,1,2,1,0
0.26690415,0.64675486,963,48,1,2,1,0
0.54798657,0.51744103,964,48,1,3,1,0
0.47982097,0.91207254,965,48,0,0,18,0
0.366279,0.3851653,966,48,1,1,1,0
0.39266115,0.50964475,967,48,1,0,0,0
0.1380086,0.9264,968,48,1,0,0,0
0.5244194,0.3086402,969,48,3,11,32,0
0.6815099,0.45698476,970,48,3,4,32,0
0.67178756,0.24367282,971,48,3,5,32,0
0.42169392,0.65650064,972,48,3,6,32,0
0.75702983,0.6371474,973,48,1,0,0,0
0.3027348,0.8459057,974,48,3,12,32,0
0.2203303,0.45182166,975,48,3,9,32,0
0.049255386,0.53310204,976,48,3,7,32,0
0.12698705,0.7169554,977,48,3,8,32,0
0.53995794,0.6467937,979,57,1,3,1,0
0.0606339,0.88254386,980,35,1,1,1,0
0.5825087,0.40665737,981,35,1,2,1,0
0.32622734,0.91390646,982,35,1,3,1,0
0.7380371,0.2300162,984,35,0,0,18,0
0.27098283,0.8037594,985,35,1,0,0,0
0.42597473,0.7814899,986,35,1,0,0,0
0.23939584,0.67859787,987,35,1,0,0,0
0.15130657,0.9394743,988,35,3,4,32,0
0.7010485,0.49985206,989,35,3,5,32,0
0.23833294,0.9399718,990,35,3,6,32,0
0.5004932,0.29067108,991,35,3,7,32,0
0.5426255,0.6353538,992,35,3,8,32,0
0.49844974,0.5133133,993,35,3,11,32,0
0.40193585,0.46432745,994,35,3,12,32,0
0.4199592,0.6045119,995,35,3,9,32,0
0.33690077,0.7030085,996,35,3,10,32,0
0.22282773,0.5775532,997,1,1,0,1,0
0.1825213,0.6018219,999,39,0,0,18,0
0.62665194,0.41161337,1000,3,3,4,32,0
0.28863963,0.7780056,1001,3,3,5,32,0
0.32001746,0.6256715,1002,3,3,6,32,0
0.37421772,0.87263334,1003,3,3,7,32,0
0.49941337,0.48644668,1004,3,3,8,32,0
0.7471399,0.4710186,1005,3,3,11,32,0
0.6063658,0.66760504,1006,3,3,9,32,0
0.1508996,0.9000707,1007,3,3,12,32,0
0.18096688,0.76538897,1008,3,3,10,32,0
0.44626597,0.6525212,1010,3,0,0,18,0
0.26931387,0.89836746,1011,3,1,0,0,0
0.6872035,0.58179355,1012,3,1,0,0,0
0.53604674,0.87203664,1013,3,1,0,0,0
0.051762752,0.8710399,1014,3,1,1,1,0
0.7610139,0.3337929,1015,3,1,2,1,0
0.3956319,0.5097017,1016,3,1,3,1,0
0.48327422,0.4570295,1021,73,1,0,2,0
0.44340807,0.66303164,1022,73,3,0,0,0
0.41156676,0.5537357,1023,73,3,0,0,0
0.5291035,0.33283263,1024,73,3,0,0,0
0.5971865,0.22937235,1025,73,3,0,0,0
0.76104486,0.7336593,1026,73,3,0,0,0
0.6097632,0.87411743,1027,73,3,0,0,0
0.3266494,0.16307078,1028,73,1,0,0,0
0.31098533,0.6476349,1029,73,1,0,0,0
0.63897717,0.5818625,1030,73,1,0,0,0
0.7707259,0.06777096,1031,73,0,0,8,0
0.27597484,0.5228029,1032,73,1,0,1,0
0.10184626,0.16306968,1033,73,1,0,1,0
0.15275921,0.903502,1034,59,3,11,32,0
0.35393476,0.2847063,1035,59,3,12,32,0
0.5144206,0.31520987,1036,59,3,4,32,0
0.4047823,0.41810372,1037,59,3,5,32,0
0.19003452,0.64992076,1038,59,3,6,32,0
0.076079436,0.5254744,1039,59,3,7,32,0
0.07788413,0.3096379,1040,59,3,8,32,0
0.5703193,0.44130123,1041,59,3,9,32,0
0.6651507,0.3754531,1042,59,3,10,32,0
0.23780438,0.48584974,1043,59,1,0,0,0
0.19219522,0.28028023,1044,59,1,0,0,0
0.12186467,0.70033425,1045,59,1,0,0,0
0.7530818,0.52969,1046,59,1,1,1,0
0.28221014,0.36981255,1047,59,1,2,1,0
0.23376667,0.8692075,1048,59,1,3,1,0
0.19268401,0.39865533,1049,59,0,0,18,0
0.43974164,0.54973656,1052,44,0,0,18,0
0.72822416,0.29576802,1053,44,1,1,1,0
0.07486893,0.9316045,1054,44,1,2,1,0
0.73751324,0.44911706,1055,44,1,3,1,0
0.53865856,0.31976047,1056,44,1,0,0,0
0.18955714,0.8933522,1057,44,1,0,0,0
0.6298937,0.50658226,1058,44,1,0,0,0
0.6947631,0.6239259,1059,44,3,4,32,0
0.38417843,0.7203007,1060,44,3,5,32,0
0.33702835,0.5091825,1061,44,3,6,32,0
0.6480683,0.3822085,1062,44,3,11,32,0
0.43403897,0.346321,1063,44,3,7,32,0
0.1880148,0.651044,1064,44,3,8,32,0
0.52441627,0.6228608,1065,44,3,9,32,0
0.07397911,0.731367,1066,44,3,12,32,0
0.5241485,0.47217986,1067,44,3,10,32,0
0.6469997,0.8868041,1068,34,0,0,18,0
0.5703174,0.64818,1070,34,3,4,32,0
0.4938849,0.51228607,1071,34,3,5,32,0
0.10778944,0.38196796,1072,34,3,6,32,0
0.35881215,0.7138797,1073,34,3,7,32,0
0.20930496,0.22011685,1074,34,3,8,32,0
0.2583082,0.6774691,1075,34,3,9,32,0
0.46390253,0.8131807,1076,34,3,10,32,0
0.42686373,0.37362102,1077,34,3,11,32,0
0.24038723,0.39425734,1078,34,3,12,32,0
0.33211234,0.3078446,1079,34,1,0,0,0
0.19013812,0.54433984,1080,34,1,0,0,0
0.35701734,0.526199,1081,34,1,0,0,0
0.3005295,0.8678482,1082,34,1,1,1,0
0.5770922,0.43071294,1083,34,1,2,1,0
0.060317557,0.18843837,1084,34,1,3,1,0
0.3058631,0.5974798,1089,74,0,0,0,0
0.20263231,0.7680259,1090,12,3,12,32,0
0.38457534,0.34076083,1091,12,1,0,0,0
0.5974178,0.8911471,1092,12,1,3,1,0
0.5842444,0.27938074,1094,50,3,10,32,0
0.69474924,0.15683252,1095,56,3,10,32,0
0.5159206,0.5751258,1096,60,0,0,18,0
0.21833868,0.85387516,1097,60,1,0,0,0
0.6381937,0.65232503,1098,60,1,1,1,0
0.15039194,0.9323308,1099,60,3,4,32,0
0.27145663,0.9360749,1100,60,3,5,32,0
0.3873526,0.77382165,1101,60,3,6,32,0
0.26613957,0.9204879,1102,42,0,0,18,0
0.29825616,0.6579276,1103,42,3,4,32,0
0.4338991,0.8208361,1104,42,3,5,32,0
0.27940816,0.46688205,1105,42,3,6,32,0
0.5706213,0.81088316,1106,42,3,7,32,0
0.35722423,0.33699355,1107,42,3,8,32,0
0.6775162,0.66864467,1108,42,3,9,32,0
0.538183,0.4112144,1109,42,3,10,32,0
0.386188,0.5305909,1110,42,3,11,32,0
0.516064,0.6406155,1111,42,3,12,32,0
0.43543154,0.4176025,1112,42,1,0,0,0
0.40178442,0.66743046,1113,42,1,0,0,0
0.5961901,0.54806733,1114,42,1,0,0,0
0.48284295,0.300937,1115,42,1,1,1,0
0.678459,0.4625091,1116,42,1,2,1,0
0.61142665,0.3100103,1117,42,1,3,1,0
0.08466938,0.79183203,1118,2,20,0,5,0
0.40982664,0.78284746,1119,16,3,10,32,0
0.35944638,0.591233,1120,49,0,0,18,0
0.34244254,0.47050568,1121,49,3,4,32,0
0.43912172,0.29862186,1122,49,3,5,32,0
0.48303378,0.5472917,1123,49,3,6,32,0
0.23596728,0.60066533,1124,49,3,7,32,0
0.5026353,0.7262488,1125,49,3,8,32,0
0.21239688,0.3555651,1126,49,3,9,32,0
0.5788161,0.5297271,1127,49,3,10,32,0
0.12197319,0.6258134,1128,49,3,11,32,0
0.25436556,0.78743255,1129,49,3,12,32,0
0.14455147,0.4770637,1130,49,1,0,0,0
0.3895073,0.86397475,1131,49,1,0,0,0
0.52080834,0.39406493,1132,49,1,0,0,0
0.12714317,0.8090267,1133,49,1,1,1,0
0.5938594,0.7358805,1134,49,1,2,1,0
0.32190788,0.28903595,1135,49,1,3,1,0
0.41035837,0.53495425,1136,36,0,0,18,0
0.040315695,0.19949977,1137,36,1,1,1,0
0.47666746,0.716577,1138,36,1,2,1,0
0.55626243,0.552051,1139,36,1,3,1,0
0.18217686,0.47698322,1140,36,1,0,0,0
0.5755365,0.7028823,1141,36,1,0,0,0
0.27339077,0.2749406,1142,36,1,0,0,0
0.469057,0.9019923,1143,36,3,4,32,0
0.2746776,0.5963452,1144,36,3,5,32,0
0.37967798,0.353219,1145,36,3,6,32,0
0.66568094,0.78375036,1146,36,3,7,32,0
0.084000565,0.3787379,1147,36,3,8,32,0
0.5244799,0.427783,1148,36,3,11,32,0
0.6668979,0.49667832,1149,36,3,9,32,0
0.16907698,0.19421895,1150,36,3,10,32,0
0.3751173,0.74539423,1151,36,3,12,32,0
0.12525465,0.17599885,1152,1,0,0,8,0
0.12723239,0.7446587,1153,58,0,0,18,0
0.7463634,0.6431641,1154,58,1,1,1,0
0.32385254,0.3179805,1155,58,1,2,1,0
0.40850165,0.41295287,1156,58,1,3,1,0
0.6003301,0.3187747,1157,58,1,0,0,0
0.2711084,0.73409885,1158,58,1,0,0,0
0.11852252,0.5544749,1159,58,1,0,0,0
0.21871188,0.42091122,1160,58,3,11,32,0
0.6371641,0.5149212,1161,58,3,4,32,0
0.2242198,0.5856495,1162,58,3,5,32,0
0.7312284,0.48861504,1163,58,3,6,32,0
0.49229068,0.47320524,1164,58,3,7,32,0
0.36757475,0.5806141,1165,58,3,12,32,0
0.19222349,0.8947645,1166,58,3,8,32,0
0.46950132,0.28467336,1167,58,3,10,32,0
0.04352384,0.695727,1168,58,3,9,32,0
0.37606144,0.4908073,1169,4,1,0,0,0
0.39710402,0.42522913,1170,37,0,0,18,0
0.2460609,0.37988904,1171,37,3,4,32,0
0.5268681,0.76890826,1172,37,3,5,32,0
0.3949259,0.557613,1173,37,3,6,32,0
0.5384852,0.3783853,1174,37,3,7,32,0
0.51937866,0.9238645,1175,37,3,8,32,0
0.26316363,0.93138355,1176,37,3,9,32,0
0.2574633,0.7684365,1177,37,3,10,32,0
0.15266244,0.6999297,1178,37,3,11,32,0
0.63632524,0.707288,1179,37,3,12,32,0
0.16892715,0.51491433,1180,37,1,0,0,0
0.6227758,0.5248794,1181,37,1,0,0,0
0.39196867,0.9298802,1182,37,1,0,0,0
