ID,Duration,FadeIn,FadeOut,FresnelCoefficient,GlowRed,GlowGreen,GlowBlue,GlowAlpha,GlowMultiplier,Flags,InitialDelay,CurveID,Priority,Field_12_1_0_68569_013
346,6,4,0,0.7,0,0.7686275,1,1,1,2,4,106,0,-1
349,0,10,1,2,0.58431375,0,0.72156864,1,1,0,0,0,0,-1
352,0.5,0.1,1,0.5,0.5294118,0.79215693,0.96470594,0,0.3,2,0,0,0,-1
353,0.5,0.1,1,0.5,0.5294118,0.79215693,0.96470594,0,0.3,2,0,106,0,-1
354,0,0,0,1,0.654902,0,1,1,1,0,0,0,0,-1
355,0,0,0,0.75,0.098039225,0,1,1,1,0,0,0,0,-1
356,0,0,0,0.75,0,0.19215688,1,1,1,0,0,0,0,-1
357,0,0,0,0.75,0,0.627451,0.1764706,1,1,0,0,0,0,-1
358,0,0.1,0.3,1,1,0.058823533,0,1,1,0,0,0,0,-1
359,0,1,1,2,0.45098042,0.8313726,0.8000001,1,1,0,0,0,0,-1
360,0,0.5,0.5,1.5,0.60784316,0.35686275,0.6509804,1,1,0,0,0,0,-1
362,0,6,0,1,0.41176474,0.93725497,0.18823531,0.4,10,0,0,0,0,-1
364,0,5,0,1,0.32156864,0.9490197,0.14509805,0.5,10,0,0,4587,0,-1
380,0,0.3,0.3,0.9,0,0.2784314,0.03529412,0.9,2,0,0,0,0,-1
384,0.1,0.1,0.3,1,0.96470594,0.42352945,0.15294118,1,0.5,18,0,4484,2,-1
385,0.1,0.1,0.3,1,0.96470594,0.42352945,0.15294118,1,1,18,1,4485,1,-1
386,0.1,0.1,0.3,1,0.96470594,0.42352945,0.15294118,1,1.5,18,2,4486,0,-1
387,0,1.7,0.3,0.6,1,0.96470594,0.68235296,1,2,0,0,106,0,-1
392,2,1.7,0.3,0.6,1,0.96470594,0.68235296,1,1.2,0,0,0,0,-1
393,0,0.5,0.5,1.5,0.7960785,0.09019608,1,1,1.5,0,0,0,0,-1
395,6,0.5,0,1,0.07058824,0.56078434,0.93725497,1,0.5,0,0,0,0,-1
396,0.4,0.1,0.3,0.6,1,0.96470594,0.68235296,1,1,0,0.15,106,0,-1
401,0.1,0.1,0.5,1,1,0.96470594,0.68235296,1,1.2,0,1.85,0,0,-1
404,6,1,1,1.75,0.59607846,0.98823535,0.30588236,1,2,0,0,0,0,-1
406,5,5,3,0.75,0.14117648,0,0.62352943,0.45,0.65,0,0,0,0,-1
407,0.48,0.48,0.48,0.75,0.14117648,0,0.62352943,0.45,0.65,0,8.75,0,0,-1
411,5,1,1,1,0.6117647,1,0.58431375,1,1,2,0,0,0,-1
412,0,0,0,2,0.5058824,0.95294124,0.9725491,0.05,0.1,0,0,0,0,-1
416,0,0,0,0,1,1,1,0.5,1,0,0,3216,0,-1
417,0,0,0,2,0.24313727,0.14901961,1,0.05,0.1,0,0,0,0,-1
419,1,1,1,3,0.85098046,0.19607845,0.19607845,0.1,0.3,1,0,0,0,-1
421,2,2.5,2.5,0.7,1,0.04705883,0,0.10196079,0.4,0,0,106,0,-1
423,2,2.5,2.5,0.8,0.8588236,0.20392159,0,0.3,0.7,0,0,0,0,-1
425,5,2,2,1,1,0.21568629,0,0.3019608,0.3,0,0,106,0,-1
426,0.5,0.2,3,1,0.28235295,0.9333334,0,0.01,0.2,0,0,0,0,-1
427,0.25,0.05,0.2,0.8,0.68235296,0.24705884,0.9607844,1,2,0,0,106,0,-1
428,3,2,2,2,0.30588236,0.49411768,0,0.03,1,0,0,0,0,-1
429,3,2,2,2,0.34509805,0.47058827,0,0.03,1,0,0,0,0,-1
430,3,2,0.4,0.6,0.5137255,0.85098046,1,1,0.8,16,0,4685,0,-1
431,2,1.8,0.4,0.6,0.5137255,0.85098046,1,1,0.8,16,0,3869,0,-1
433,0,1,0,0,1,0,0,1,1,0,0,0,0,-1
434,0.5,0.1,0.4,0.9,0.29803923,0.13725491,0.53333336,1,1,0,0,0,0,-1
435,0.1,0,0.35,0.6,0.5137255,0.85098046,1,1,1.2,0,0,106,0,-1
436,3,1,1,1,1,0.93725497,0.34901962,0.25,1,0,0,0,0,-1
444,0,0,0,1,0.003921569,0,0.38823533,1,0.1,1,0,106,0,-1
448,0,2,2,1,0.41176474,0.654902,0,0.3019608,0.3,0,0.3,106,0,-1
449,0,1,3,1,0.98823535,1,0.7137255,0.2,1,0,0,0,0,-1
454,0,0.5,0.5,1.5,0.8470589,0.19215688,1,1,1.5,0,0,0,0,-1
455,0,0,0,0,0.003921569,0,0.3529412,0.5,0.3,0,0,0,0,-1
457,0,1,1,0.3,1,0,0,1,1,0,0,0,0,-1
459,0,2,2,1,1,0.21960786,0,0.5019608,0.5,0,0,106,0,-1
460,0,0.2,0.5,0.85,0.11764707,0.21176472,0.8745099,1,1,0,0,106,2,-1
462,0,2,0,0.6,0.5137255,0.85098046,1,1,0.8,0,0,0,0,-1
463,0.1,0,0.35,0.6,0.5137255,0.85098046,1,1,1.2,0,0,0,0,-1
484,0,1,1,0.8,1,0.20000002,0,1,1,0,0,0,0,-1
488,0,0.5,0.5,0.9,1,0.49411768,0,1,1,0,0,3326,0,-1
490,0,0.5,0.5,0.9,1,1,1,0.2,0.2,0,0,3333,0,-1
492,0,0.5,0.5,0.8,1,0.6156863,0,0.2,0.2,0,0,3335,0,-1
494,0,0.5,0.5,0.6,1,0.6313726,0,0.3,0.3,0,0,3340,0,-1
507,0,0.5,0.5,19,0.8941177,0.2509804,0,0.2,0.2,0,0,3375,0,-1
509,0,0.5,0.5,0.9,1,0.2901961,0,0.3,0.3,0,0,3377,0,-1
510,0,0.5,0.5,0.9,1,0.2901961,0,0.3,0.3,0,0,0,0,-1
511,0,0.5,0.5,0.5,1,0.25490198,0,0.3,3,0,0,3381,0,-1
512,1,0.5,0.5,0.5,1,0.25490198,0,0.5019608,0.5,0,0,106,0,-1
527,0,0,0,0,1,1,1,1,1,0,0,3416,3,-1
529,0,1,1,0.8,0.9294118,0.07058824,0.07058824,1,1,0,0,3422,3,-1
530,0,1,1,0.8,0.9294118,0.07058824,0.07058824,1,1,0,0,0,3,-1
531,0,1,1,0,0.3019608,0.91372555,0.13725491,1,1,0,0,3426,2,-1
537,0,0.5,0.5,0.9,0.5568628,0,1,0.3019608,0.3,0,0,106,0,-1
540,1,0.5,0.5,0.9,0.4039216,0,0.65882355,0.5,0.5,0,0,0,0,-1
547,0,1,1,1,0,1,0.1137255,1,1,0,0,106,0,-1
548,0,1,1,1.5,1,0.28235295,0,0.5,0.4,1,0,0,0,-1
551,0,0.5,0.5,1,0.43921572,0.15294118,0.15294118,0.5,1,0,0,0,0,-1
559,0,0.5,1,0.7,0.34117648,0.14509805,0.5568628,1,0.6,0,0,106,0,-1
561,0,0,0,2,0.5647059,0,0.6392157,1,1,0,0,0,0,-1
562,0,2,0,0.9,1,0.9333334,0.5137255,0.5,1,0,0,0,0,-1
566,10000,2,0,0.5,0.9921569,1,0.7372549,0.5,1,0,0,0,0,-1
568,1.5,1,1,0.8,0.20784315,0.6039216,0,0.3019608,0.3,0,0,106,0,-1
569,1.3,1,1,0.9,0.27058825,0.5882353,0,1,1,0,0,0,0,-1
570,0.4,0.1,0.3,0.6,1,0.96470594,0.68235296,1,1,0,0.15,0,0,-1
576,0,1,3,1,0.2901961,0.12941177,0.33333334,0.2,1,0,0,0,0,-1
577,0,1,3,1,0.2901961,0.12941177,0.33333334,0.2,1,0,0,0,0,-1
590,0,0,0,0,1,1,1,1,1,0,0,0,0,-1
596,0.1,0.1,0.3,1,0.2627451,0.91372555,0.30980393,1,0.5,2,0,0,0,-1
598,0,0,0,1.5,0.9215687,0.93725497,0.39607847,0.2,1,0,0,0,0,-1
599,0.15,0.05,0.35,0.7,1,0.50980395,0,1,2,0,0.12,106,0,-1
600,2,1.3,0.22,0.6,0.5137255,0.85098046,1,1,0.8,16,0,4853,0,-1
607,1,0.3,2,0.6,0.68235296,0.24705884,0.9607844,1,2,0,0,4501,0,-1
608,0,0,0,1,0.8431373,0.86274517,0.29803923,1,1,0,0,0,0,-1
609,0.15,0.05,0.3,0.6,0.5137255,0.85098046,1,1,1.3,8,0.12,4488,1,-1
610,0,0,0,1,0.58431375,0.7058824,0.5176471,1,0.25,0,0,0,0,-1
611,0,0,0,0.2,1,0.96470594,0.70980394,1,1.3,0,0,0,0,-1
612,0,0,0,1,0.5529412,0.69411767,0.13725491,1,1,0,0,0,0,-1
613,0,0.1,0.1,1,0.23137257,0.77647066,0.6039216,1,3,0,0,106,19,-1
614,2.75,3.25,3.25,0.7,0.9843138,0.04705883,0,0.1,0.4,0,0,0,0,-1
615,2,2.5,2.5,0.8,0.8588236,0.20392159,0,0.3,0.7,0,0,0,0,-1
622,0,3,0.3,0.4,1,0.96470594,0.68235296,1,2,0,0,3864,0,-1
639,0.5,0,0.5,1,0.40784317,0.67058825,0,1,1,0,0,0,0,-1
640,0.4,0.1,0.3,0.6,1,0.96470594,0.68235296,1,1,0,0.15,0,0,-1
643,0,0,0,0,0.86274517,0.94117653,0.25882354,1,1,0,0,0,0,-1
645,2.2,0,2,0.5,1,0.39607847,0,1,1,0,0,0,0,-1
646,0.4,0.2,0.15,0.8,1,0.96470594,0.68235296,1,0.7,0,0,3947,0,-1
647,0,3,0.3,0.4,1,0.96470594,0.68235296,1,2,0,0,3864,0,-1
648,2,2,0.2,0.8,0.9803922,1,0.75294125,1,2,16,0,106,0,-1
651,0.1,0.05,0.35,1,0.32941177,0.80392164,0.32941177,1,1,0,0,0,3,-1
652,0,0.8,0.6,0.6,0.5137255,0.85098046,1,1,0.8,0,0,106,0,-1
653,0.2,0.1,1,0.7,0.5294118,0.79215693,0.96470594,1,0.7,2,0,0,0,-1
654,0,0.3,0.3,0.7,0.6392157,0.07058824,0.69411767,1,0.6,0,0,0,0,-1
655,7,4,0.3,0.7,1,0.96470594,0.68235296,1,1,16,3,3864,0,-1
695,4.5,4.2,0.3,1,0.9921569,0.38823533,0.058823533,1,1.5,16,0,4494,0,-1
696,0,1,2,0.5,1,1,1,1,1,0,0,0,0,-1
697,0,0,0,0,0.003921569,0,0.38823533,0.5,0.3,0,0,4609,0,-1
706,1,0.2,1,1,0.5294118,0.73333335,0,0.20000002,0.2,0,0,4560,0,-1
711,0,0,0,0,0.82745105,0.8078432,0.13725491,0.1,0.1,0,0,0,0,-1
725,2,0.5,0.5,0.5,0.48627454,0.69411767,0,0.3019608,0.3,0,0,4910,0,-1
733,0,0.5,0.5,1,0.3529412,0.79215693,0,0.3,0.3,0,0,0,0,-1
734,0.3,0.05,0.05,1,0,0.6156863,1,1,1,2,0,4479,0,-1
735,1.5,1,0.4,0.8,0,1,0.15294118,1,0.8,16,0,106,0,-1
737,0.1,0.1,0.3,1,0.96470594,0.42352945,0.15294118,1,2,18,3,4487,0,-1
744,0,0,0,0,0.29803923,1,0,0.2,1,0,0,4551,0,-1
754,4.5,4.2,0.3,1,0.9921569,0.38823533,0.058823533,1,1.5,0,0,4494,0,-1
774,0,0,0,0,1,1,1,1,1,0,0,4642,0,-1
780,1.7,1.4,0.2,0.8,0.003921569,0.8000001,0.1254902,1,0.8,16,0,4684,0,-1
781,1.5,1.3,0.3,0.6,0.5137255,0.85098046,1,1,0.8,16,0,3869,0,-1
809,0,0.5,1,0.7,0.34117648,0.14509805,0.5568628,1,0.6,0,0,4788,0,-1
818,0,0.5,0.5,0.8,0.93725497,0.19607845,0,0.4,0.4,0,0,4830,0,-1
819,3,2,0.4,0.6,0.5137255,0.85098046,1,1,0.8,16,0,4685,0,-1
820,2,1.8,0.4,0.6,0.5137255,0.85098046,1,1,0.8,16,0,3869,0,-1
821,2,1.3,0.22,0.6,0.5137255,0.85098046,1,1,0.8,16,0,4853,0,-1
822,1.5,1.3,0.3,0.6,0.5137255,0.85098046,1,1,0.8,16,0,3869,0,-1
842,0.25,0.05,0.2,0.8,1,1,0.7372549,1,2,0,0,106,0,-1
856,0.3,0.1,0.4,0.8,0.93725497,0.62352943,0.09411766,1,1,0,0,4953,3,-1
857,0.3,0.1,0.4,0.8,0.627451,0.09411766,0.93725497,1,1,0,0,4953,3,-1
858,2,0.5,0.5,0.6,0.6156863,1,0.98823535,0.3,0.2,0,0,4954,0,-1
861,2,2.5,2.5,0.8,0.8588236,0.20392159,0,0.3,0.7,0,0,4957,0,-1
864,0,1,3,1,0.6901961,0.9490197,0.9176471,0.2,1,0,0,106,0,-1
872,1.5,0,1.5,1.4,0.21568629,0.7607844,0.79215693,0.4,1,0,0,106,0,-1
873,0,1,1,1,0.20392159,0.21960786,0.93725497,0.25,1,0,0,106,0,-1
892,0,0,2,1,0,0.40784317,1,0.5,1.5,0,0,106,0,-1
893,0,3,0.5,0.7,0.26666668,0.79215693,1,1,1,0,0,106,0,-1
898,0,0.8,0.6,0.6,0.5137255,0.85098046,1,1,0.8,0,0,106,0,-1
899,3,0.25,0,0.8,0.9725491,0.21960786,0.12941177,0.6,1,0,7,106,0,-1
900,0.75,0,0.25,0.4,1,0.30588236,0.30588236,0,0.7,0,0,106,0,-1
901,0,0,0,0,0,0,0,0.3,1,0,0,106,0,-1
903,0,0,0.75,0.7,0.79215693,0.65882355,1,0.40000004,0.6,0,0,106,0,-1
907,0,0.8,0.6,0.6,0.5137255,0.85098046,1,1,0.8,0,0,106,0,-1
908,0,0.5,0.5,0.5,0,0.81568635,0.9333334,1,1,0,0,106,2,-1
913,0.4,0.25,0.25,0,1,0.30588236,0.30588236,0,0.75,0,2,106,0,-1
914,0,0.4,0.4,0.4,0.26666668,0.7725491,1,0.3019608,0.3,0,0,106,0,-1
915,0,0.5,0.5,0.4,0,0.34117648,0.5568628,0.3,0.3,0,0,106,0,-1
916,6,0.5,0,1,0.93725497,0.07058824,0.13333334,1,0.5,0,0,106,0,-1
917,6,0.5,0,1,0.93725497,0.07058824,0.12156864,1,0.5,0,0,106,0,-1
