ID,Type,Field_9_0_1_33978_001,TransitionSkyBox,AmbienceID,SoundAmbienceID,EffectType,EffectTextureFileDataID,WindSettingsID,Scale,Volatility,TwinkleIntensity,FallModifier,RotationalSpeed,ParticulateFileDataID,VolumeEdgeFadeStart,OverrideColor,OverrideColorIntensity,OverrideCount,OverrideOpacity,VolumeFlags,LightningID,Intensity[0],Intensity[1],EffectColor[0],EffectColor[1],EffectColor[2]
289,4,1,1,0,0,0,0,23,1,0,0,1,0,0,0,0,0,0.9,0.6,190,0,0.6,0,1,1,1
393,1,0,1,0,1723,0,0,11,1,0,0,1,0,0,0,0,0,0,0,56,0,0.5,0,1,1,1
394,1,0,1,0,1854,0,0,13,1,0,0,1,0,0,0,9078663,0,0,0.6,63,0,0.5,0,1,1,1
397,4,1,1,0,1716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
399,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
403,1,0,0.1,0,1852,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
404,1,0,1,0,1852,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
405,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.65,60,0,0.05,0.2,1,1,1
406,2,1,1,8536,1338,0,0,1,1,0,0,1,0,0,0,0,0,0.7,0.8,60,0,0.1,0.2,1,1,1
407,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80,0,1,0,1,1,1
408,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1493221120,1,1,2,123,0,0.2,0.3,1,1,1
410,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,-6958096,1,0,0,265,0,1,0,1,1,1
411,2,1,1,8536,1338,0,0,124,1,0,0,1,0,0,0,0,0,0.7,0,56,0,0.3,0,1,1,1
412,2,1,1,8536,1338,0,0,124,1,0,0,1,0,0,0,0,0,0.8,0,58,0,0.8,0.9,1,1,1
413,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,256,0,1,0,1,1,1
418,1,0,1,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,0.6,60,0,0.5,0,1,1,1
425,4,0,1,0,1714,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
426,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
427,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3554292,0,0,0,56,0,1,0,1,1,1
429,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,324,0,1,1,1,1,1
433,4,1,1,0,1716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80,0,1,0,1,1,1
434,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,0.6,0,1,1,1
435,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,256,0,1,0,1,1,1
438,4,1,1,0,2299,0,0,11,1,0,0,1,0,0,0,0,0,0,0,56,0,0.2,0.5,1,1,1
439,0,1,1,0,2331,0,0,0,1,0,0,1,0,0,0,0,0,0,0,312,0,1,0,1,1,1
440,3,0,1,0,2304,0,0,13,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
441,3,0,1,0,2301,0,0,13,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
442,1,0,1,0,1867,0,0,0,1,0,0,1,0,0,0,68109,0.7,0,0,313,0,0.6,1,1,1,1
443,4,0,1,0,2300,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6,56,0,0.6,0,1,1,1
444,4,0,1,0,2298,0,0,13,1,0,0,1,0,0,0,16645629,0,0,0,56,0,1,0,1,1,1
445,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
446,4,1,1,0,2305,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,0.5,1,1,1,1
447,4,1,1,0,2306,0,0,0,1,0,0,1,0,0,0,0,0,0,0,568,0,0.5,1,1,1,1
451,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,0.5,1,1,1,1
452,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
453,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6,56,0,1,1,1,1,1
454,4,0,1,0,2342,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
455,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
456,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,0.2,0.6,1,1,1
457,1,0,1,0,1723,0,0,11,1,0,0,1,0,0,0,0,0,0,0.75,572,0,0.8,0,1,1,1
458,1,0,1,0,1863,0,0,13,1,0,0,1,0,0,0,0,0,0,0,568,0,1,0,1,1,1
459,1,0,1,0,1854,0,0,13,1,0,0,1,0,0,0,0,0,0,0.6,572,0,0.5,0,1,1,1
462,4,0,1,0,2400,0,0,0,1,0,0,1,0,0,0,-1935893348,0,0,0,60,0,1,0,1,1,1
463,0,1,1,0,0,0,0,126,1,0,0,1,0,0,0,0,0,0,0,256,0,0,0,1,1,1
464,2,1,1,8536,1338,0,0,0,1,0,0,1,0,0,0,0,0,0.8,0,66,0,0.8,0.9,1,1,1
465,4,1,1,0,0,0,0,11,1,0,0,0.5,0.6,0,0,-11043768,1.5,0,0,25,0,1,0,0.41176474,0.50980395,0.41960788
466,4,0,1,192886,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
467,4,1,1,0,0,0,0,18,3,5,1,0.7,0.2,0,0,0,0,0,0,56,0,1,0,1,1,1
469,1,0,1,0,1723,0,0,0,1,0,0,1,0,0,0,0,0,0,0.85,68,0,1,0,1,1,1
471,3,0,1,200600,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9,0.9,190,0,1,0,1,1,1
472,1,0,1,0,2540,0,0,13,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
473,3,0,1,217269,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6,0.8,190,0,0.5,0,0.9686275,0.6901961,0.38431376
474,3,0,0.25,8557,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.85,190,0,0.75,0,1,1,1
475,4,2,1,0,0,0,0,129,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
476,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1499533519,1,1,2,123,0,1,1,1,1,1
478,4,1,1,0,2564,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80,0,1,0,1,1,1
479,4,2,1,0,1716,0,0,0,1,0,0,1,0,0,0,3583,0,0,0,56,0,1,0,1,1,1
480,2,0,1,0,1722,0,0,13,1,0,0,1,0,0,0,0,0,0.8,0,58,0,0.9,1,1,1,1
481,4,0,1,200600,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9,0.9,190,0,1,0,1,1,1
483,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,322,0,1,0,1,1,1
484,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,0,0.5,1,1,1,1
485,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,0,0.5,1,1,1,1
486,4,0,1,0,0,0,0,11,3,5,1,0.7,0.2,0,0,0,0,0,0,248,0,1,0,1,1,1
487,4,1,1,0,2614,0,0,0,0.75,0,0,0.25,0.2,0,0,0,0,0,0,24,0,1,0,0.69803923,0.37647063,0.12156864
488,4,1,1,0,0,0,0,11,3,5,1,0.7,0.2,0,0,2490112,0.5,0,0,249,0,1,0,1,1,1
489,4,1,1,0,1716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,0,1,0,1,1,1
490,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,0,1,0,1,1,1
491,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,1,0,1,1,1
493,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,0,1,0,1,1,1
495,1,0,1,0,1863,0,0,130,1,0,0,1,0,0,0,0,0,0,0,88,0,1,1,1,1,1
497,1,0,1,0,1852,0,0,0,1,0,0,1,0,0,0,1900601,1,0,0,249,0,1,0,1,1,1
500,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,-1493172225,1,1,2,64,0,1,1,1,1,1
501,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1493172225,1,1,2,64,0,1,1,1,1,1
502,0,0,1,0,0,0,0,14,1,0,0,1,0,0,0,0,0,0,0,256,0,1,0,1,1,1
503,4,0,1,0,2819,0,0,17,1,0,0,1,0,0,0,16777215,0,0,0,56,0,1,0,1,1,1
505,4,0,1,200600,2883,0,0,0,1,0,0,1,0,0,0,0,0,0.9,0.9,190,0,1,0,1,1,1
506,1,0,1,0,1863,0,0,13,1,0,0,1,0,0,3,0,0,0.3,0.85,60,0,0.75,0,1,1,1
507,0,0,1,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,256,0,0,0,1,1,1
509,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80,0,0,1,1,1,1
512,1,1,1,0,1854,0,0,0,1,0,0,1,0,0,0,0,0,0,0.75,60,0,1,1,1,1,1
514,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,0,1,0,1,1,1
516,4,1,1,0,2970,0,0,0,1,0,0,1,0,0,0,-2147483648,0,1,1,568,0,1,0,1,1,1
517,4,1,1,0,2971,0,0,0,1,0,0,1,0,0,0,-2147483648,0,1,1,568,0,1,0,1,1,1
518,4,1,1,0,2970,0,0,0,1,0,0,1,0,0,0,-2147483648,0,1,1,120,0,1,0,1,1,1
520,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,56,0,0.5,0.5,1,1,1
522,4,1,1,0,2971,0,0,0,1,0,0,1,0,0,0,-2147483648,0,1,1,568,0,0.25,0,1,1,1
533,1,0,1,0,1866,0,0,0,1,0,0,1,0,0,0,7947709,0,0,0.7,60,0,1,0,1,1,1
536,4,0,1,0,1408,0,0,0,1,0,0,1,0,0,0,7947709,0,0,0.7,60,0,1,0,1,1,1
537,4,0,1,0,2162,0,0,0,1,0,0,1,0,0,0,7947709,0,0,0.7,60,0,1,0,1,1,1
561,1,1,1,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0.7,60,0,0.1,0.2,1,1,1
562,1,0,0.3,0,1867,0,0,11,1,0,0,1,0,0,0,0,0,0,0.75,60,0,0.4,0,1,1,1
563,1,0,0.5,0,1854,0,0,0,1,0,0,1,0,0,0,68109,0.7,0,0,312,0,0.6,1,1,1,1
564,1,0,0.2,0,574,0,0,0,1,0,0,1,0,0,0,68109,0.7,0,0,312,0,0.2,0.5,1,1,1
