ID,Pos[0],Pos[1],Pos[2],SequenceID,TimeIndex,TransportID
42763,2E-06,-2E-06,-59.846,162,13833,4170
42764,2E-06,-2E-06,-61.244316,164,15000,4170
42765,2E-06,-2E-06,-61.244316,162,20000,4170
42766,0,0,-59.833206,162,21333,4170
42767,0,0,-56.73523,162,22233,4170
42768,0,0,-5.24749,162,28133,4170
42769,0,0,-1.585038,162,28800,4170
42770,0,0,0,162,30033,4170
42771,0,0,0,164,0,4171
42772,0,0,0,162,5000,4171
42773,0,0,1.201138,162,5900,4171
42774,0,0,4.690253,162,6667,4171
42775,0,3E-06,32.550922,162,10567,4171
42776,0,3E-06,53.467518,162,13100,4171
42777,0,3E-06,59.584812,162,14067,4171
42778,0,3E-06,61.498127,164,15000,4171
42779,0,3E-06,61.498127,162,20000,4171
42780,0,3E-06,59.549297,162,21000,4171
42781,0,3E-06,54.27323,162,21800,4171
42782,0,3E-06,29.10911,162,25267,4171
42783,0,0,8.591193,162,27933,4171
42784,0,0,1.968553,162,28967,4171
42785,0,0,0,162,30000,4171
43472,0,0,0,164,0,80023
43473,0,0,0,162,6667,80023
43474,-3E-06,0,-98.747856,162,11000,80023
43475,0.00651,0,-99.67161,162,11233,80023
43476,0.004442,0,-99.971954,162,11400,80023
43477,0.002892,0,-100.07994,164,11600,80023
43478,-3E-06,0,-100.06109,164,11667,80023
43479,-3E-06,0,-100.08206,164,11700,80023
43480,-3E-06,0,-100.08206,164,21667,80023
43481,-3E-06,0,-100.08968,162,21767,80023
43482,-3E-06,0,-99.6677,162,21900,80023
43483,0,0,-1.180162,162,26333,80023
43484,1.7E-05,3E-06,-0.328159,162,26467,80023
43485,0,0,-0.043593,162,26600,80023
43486,0,0,0,162,26667,80023
43487,0,0,0,0,0,80022
43488,0,0,0,0,6600,80022
43489,-0.004069,0.003554,-0.797146,0,6833,80022
43490,0,0,-3.62975,0,7000,80022
43491,0,0,-12.079661,0,7233,80022
43492,0,0,-11.731557,0,7333,80022
43493,0,0,-12.079661,0,7433,80022
43494,0,0,-11.918691,0,7500,80022
43495,0,0,-12.079661,0,7600,80022
43496,0,0,-12.079661,0,25667,80022
43497,0,0,-12.024594,0,25867,80022
43498,0,0,-11.767453,0,26000,80022
43499,0,0,-0.28282,0,26567,80022
43500,0,0,-0.041307,0,26633,80022
43501,0,0,0,0,26667,80022
58505,0,0,0,0,0,184330
58506,0,0,0.007865,0,4333,184330
58507,0,0,0.015802,0,4367,184330
58508,0,0,0.03938,0,4400,184330
58509,0,0,0.078476,0,4433,184330
58510,0,0,0.132954,0,4467,184330
58511,0,0,0.202677,0,4500,184330
58512,0,0,0.287522,0,4533,184330
58513,0,0,0.387353,0,4567,184330
58514,0,0,0.502033,0,4600,184330
58515,0,0,0.631447,0,4633,184330
58516,0,0,0.77545,0,4667,184330
58517,0,0,0.933914,0,4700,184330
58518,0,0,1.106709,0,4733,184330
58519,0,0,1.293697,0,4767,184330
58520,0,0,1.494757,0,4800,184330
58521,0,0,1.709744,0,4833,184330
58522,0,0,1.938545,0,4867,184330
58523,0,0,2.181014,0,4900,184330
58524,0,0,2.437021,0,4933,184330
58525,0,0,2.706446,0,4967,184330
58526,0,0,2.989143,0,5000,184330
58527,0,0,3.284983,0,5033,184330
58528,0,0,3.593844,0,5067,184330
58529,0,0,3.915589,0,5100,184330
58530,0,0,4.250081,0,5133,184330
58531,0,0,4.597198,0,5167,184330
58532,0,0,4.956802,0,5200,184330
58533,0,0,5.328766,0,5233,184330
58534,0,0,5.712951,0,5267,184330
58535,0,0,6.109236,0,5300,184330
58536,0,0,6.517484,0,5333,184330
58537,0,0,6.937556,0,5367,184330
58538,0,0,7.369341,0,5400,184330
58539,0,0,7.812684,0,5433,184330
58540,0,0,8.267472,0,5467,184330
58541,0,0,8.733561,0,5500,184330
58542,0,0,9.210828,0,5533,184330
58543,0,0,9.699135,0,5567,184330
58544,0,0,10.198346,0,5600,184330
58545,0,0,10.708348,0,5633,184330
58546,0,0,11.228996,0,5667,184330
58547,0,0,11.760159,0,5700,184330
58548,0,0,12.301717,0,5733,184330
58549,0,0,12.853516,0,5767,184330
58550,0,0,13.41545,0,5800,184330
58551,0,0,13.987367,0,5833,184330
58552,0,0,14.569144,0,5867,184330
58553,0,0,15.160653,0,5900,184330
58554,0,0,15.761758,0,5933,184330
58555,0,0,16.372326,0,5967,184330
58556,0,0,16.99223,0,6000,184330
58557,0,0,17.621332,0,6033,184330
58558,0,0,18.25951,0,6067,184330
58559,0,0,18.906628,0,6100,184330
58560,0,0,19.56255,0,6133,184330
58561,0,0,20.227152,0,6167,184330
58562,0,0,20.900297,0,6200,184330
58563,0,0,21.581858,0,6233,184330
58564,0,0,22.2717,0,6267,184330
58565,0,0,22.969692,0,6300,184330
58566,0,0,23.675707,0,6333,184330
58567,0,0,24.389606,0,6367,184330
58568,0,0,25.111261,0,6400,184330
58569,0,0,25.840542,0,6433,184330
58570,0,0,26.577316,0,6467,184330
58571,0,0,27.321455,0,6500,184330
58572,0,0,28.072823,0,6533,184330
58573,0,0,28.831285,0,6567,184330
58574,0,0,29.596724,0,6600,184330
58575,0,0,30.368992,0,6633,184330
58576,0,0,31.147966,0,6667,184330
58577,0,0,32.725502,0,6733,184330
58578,0,0,34.32828,0,6800,184330
58579,0,0,35.95525,0,6867,184330
58580,0,0,37.60535,0,6933,184330
58581,0,0,39.277542,0,7000,184330
58582,0,0,40.970764,0,7067,184330
58583,0,0,42.683975,0,7133,184330
58584,0,0,44.41611,0,7200,184330
58585,0,0,46.166126,0,7267,184330
58586,0,0,47.932972,0,7333,184330
58587,0,0,49.71559,0,7400,184330
58588,0,0,51.512928,0,7467,184330
58589,0,0,54.234253,0,7567,184330
58590,0,0,56.982788,0,7667,184330
58591,0,0,59.754986,0,7767,184330
58592,0,0,62.547295,0,7867,184330
58593,0,0,66.295525,0,8000,184330
58594,0,0,70.0648,0,8133,184330
58595,0,0,79.524765,0,8467,184330
58596,0,0,84.24324,0,8633,184330
58597,0,0,87.99752,0,8767,184330
58598,0,0,90.79574,0,8867,184330
58599,0,0,93.57503,0,8967,184330
58600,0,0,96.331825,0,9067,184330
58601,0,0,99.0626,0,9167,184330
58602,0,0,100.86691,0,9233,184330
58603,0,0,102.65701,0,9300,184330
58604,0,0,104.43187,0,9367,184330
58605,0,0,106.19041,0,9433,184330
58606,0,0,107.93162,0,9500,184330
58607,0,0,109.65441,0,9567,184330
58608,0,0,111.35775,0,9633,184330
58609,0,0,113.04057,0,9700,184330
58610,0,0,114.70184,0,9767,184330
58611,0,0,116.34049,0,9833,184330
58612,0,0,117.9555,0,9900,184330
58613,0,0,119.54576,0,9967,184330
58614,0,0,121.11027,0,10033,184330
58615,0,0,121.88253,0,10067,184330
58616,0,0,122.64796,0,10100,184330
58617,0,0,123.40643,0,10133,184330
58618,0,0,124.15778,0,10167,184330
58619,0,0,124.90191,0,10200,184330
58620,0,0,125.63867,0,10233,184330
58621,0,0,126.36795,0,10267,184330
58622,0,0,127.08958,0,10300,184330
58623,0,0,127.80348,0,10333,184330
58624,0,0,128.50949,0,10367,184330
58625,0,0,129.20747,0,10400,184330
58626,0,0,129.8973,0,10433,184330
58627,0,0,130.57886,0,10467,184330
58628,0,0,131.252,0,10500,184330
58629,0,0,131.91658,0,10533,184330
58630,0,0,132.5725,0,10567,184330
58631,0,0,133.2196,0,10600,184330
58632,0,0,133.85777,0,10633,184330
58633,0,0,134.48688,0,10667,184330
58634,0,0,135.10677,0,10700,184330
58635,0,0,135.71733,0,10733,184330
58636,0,0,136.31842,0,10767,184330
58637,0,0,136.90991,0,10800,184330
58638,0,0,137.49168,0,10833,184330
58639,0,0,138.0636,0,10867,184330
58640,0,0,138.62552,0,10900,184330
58641,0,0,139.17732,0,10933,184330
58642,0,0,139.71884,0,10967,184330
58643,0,0,140.25,0,11000,184330
58644,0,0,140.77063,0,11033,184330
58645,0,0,141.28062,0,11067,184330
58646,0,0,141.77983,0,11100,184330
58647,0,0,142.26813,0,11133,184330
58648,0,0,142.74538,0,11167,184330
58649,0,0,143.21146,0,11200,184330
58650,0,0,143.66621,0,11233,184330
58651,0,0,144.10957,0,11267,184330
58652,0,0,144.54134,0,11300,184330
58653,0,0,144.9614,0,11333,184330
58654,0,0,145.36963,0,11367,184330
58655,0,0,145.7659,0,11400,184330
58656,0,0,146.15009,0,11433,184330
58657,0,0,146.52202,0,11467,184330
58658,0,0,146.8816,0,11500,184330
58659,0,0,147.22871,0,11533,184330
58660,0,0,147.5632,0,11567,184330
58661,0,0,147.88493,0,11600,184330
58662,0,0,148.19377,0,11633,184330
58663,0,0,148.48961,0,11667,184330
58664,0,0,148.77228,0,11700,184330
58665,0,0,149.0417,0,11733,184330
58666,0,0,149.29768,0,11767,184330
58667,0,0,149.54015,0,11800,184330
58668,0,0,149.76892,0,11833,184330
58669,0,0,149.98389,0,11867,184330
58670,0,0,150.18495,0,11900,184330
58671,0,0,150.37192,0,11933,184330
58672,0,0,150.5447,0,11967,184330
58673,0,0,150.70316,0,12000,184330
58674,0,0,150.84714,0,12033,184330
58675,0,0,150.97652,0,12067,184330
58676,0,0,151.09119,0,12100,184330
58677,0,0,151.19101,0,12133,184330
58678,0,0,151.27583,0,12167,184330
58679,0,0,151.34554,0,12200,184330
58680,0,0,151.4,0,12233,184330
58681,0,0,151.43909,0,12267,184330
58682,0,0,151.46265,0,12300,184330
58683,0,0,151.47057,0,12333,184330
58684,0,0,151.47844,0,18000,184330
58685,0,0,151.46815,0,18033,184330
58686,0,0,151.43747,0,18067,184330
58687,0,0,151.38657,0,18100,184330
58688,0,0,151.31564,0,18133,184330
58689,0,0,151.2249,0,18167,184330
58690,0,0,151.11453,0,18200,184330
58691,0,0,150.98473,0,18233,184330
58692,0,0,150.8357,0,18267,184330
58693,0,0,150.6676,0,18300,184330
58694,0,0,150.4807,0,18333,184330
58695,0,0,150.27512,0,18367,184330
58696,0,0,150.0511,0,18400,184330
58697,0,0,149.80884,0,18433,184330
58698,0,0,149.54851,0,18467,184330
58699,0,0,149.27031,0,18500,184330
58700,0,0,148.97446,0,18533,184330
58701,0,0,148.66113,0,18567,184330
58702,0,0,148.33055,0,18600,184330
58703,0,0,147.98286,0,18633,184330
58704,0,0,147.61835,0,18667,184330
58705,0,0,147.2371,0,18700,184330
58706,0,0,146.83939,0,18733,184330
58707,0,0,146.42537,0,18767,184330
58708,0,0,145.99529,0,18800,184330
58709,0,0,145.54927,0,18833,184330
58710,0,0,145.08759,0,18867,184330
58711,0,0,144.61037,0,18900,184330
58712,0,0,144.11787,0,18933,184330
58713,0,0,143.61023,0,18967,184330
58714,0,0,143.08769,0,19000,184330
58715,0,0,142.55043,0,19033,184330
58716,0,0,141.99864,0,19067,184330
58717,0,0,141.43253,0,19100,184330
58718,0,0,140.85226,0,19133,184330
58719,0,0,140.25809,0,19167,184330
58720,0,0,139.65016,0,19200,184330
58721,0,0,139.0287,0,19233,184330
58722,0,0,138.39389,0,19267,184330
58723,0,0,137.74594,0,19300,184330
58724,0,0,137.08504,0,19333,184330
58725,0,0,136.41135,0,19367,184330
58726,0,0,135.72513,0,19400,184330
58727,0,0,135.02654,0,19433,184330
58728,0,0,134.31577,0,19467,184330
58729,0,0,133.59303,0,19500,184330
58730,0,0,132.85852,0,19533,184330
58731,0,0,132.11243,0,19567,184330
58732,0,0,131.35495,0,19600,184330
58733,0,0,130.58629,0,19633,184330
58734,0,0,129.80664,0,19667,184330
58735,0,0,129.01619,0,19700,184330
58736,0,0,128.21515,0,19733,184330
58737,0,0,127.4037,0,19767,184330
58738,0,0,126.58203,0,19800,184330
58739,0,0,125.75038,0,19833,184330
58740,0,0,124.90891,0,19867,184330
58741,0,0,124.05781,0,19900,184330
58742,0,0,123.1973,0,19933,184330
58743,0,0,122.32755,0,19967,184330
58744,0,0,121.44878,0,20000,184330
58745,0,0,120.56119,0,20033,184330
58746,0,0,119.66495,0,20067,184330
58747,0,0,118.76027,0,20100,184330
58748,0,0,117.84736,0,20133,184330
58749,0,0,116.92639,0,20167,184330
58750,0,0,115.99757,0,20200,184330
58751,0,0,115.06109,0,20233,184330
58752,0,0,114.11717,0,20267,184330
58753,0,0,113.16599,0,20300,184330
58754,0,0,112.20773,0,20333,184330
58755,0,0,111.24259,0,20367,184330
58756,0,0,109.29251,0,20433,184330
58757,0,0,107.31731,0,20500,184330
58758,0,0,105.31856,0,20567,184330
58759,0,0,103.29782,0,20633,184330
58760,0,0,101.25666,0,20700,184330
58761,0,0,99.19667,0,20767,184330
58762,0,0,97.1194,0,20833,184330
58763,0,0,95.02642,0,20900,184330
58764,0,0,92.91932,0,20967,184330
58765,0,0,89.73559,0,21067,184330
58766,0,0,86.52889,0,21167,184330
58767,0,0,82.22672,0,21300,184330
58768,0,0,70.3363,0,21667,184330
58769,0,0,66.028175,0,21800,184330
58770,0,0,62.81494,0,21900,184330
58771,0,0,59.622883,0,22000,184330
58772,0,0,56.45732,0,22100,184330
58773,0,0,54.364265,0,22167,184330
58774,0,0,52.286915,0,22233,184330
58775,0,0,50.226826,0,22300,184330
58776,0,0,48.185577,0,22367,184330
58777,0,0,46.164738,0,22433,184330
58778,0,0,44.16587,0,22500,184330
58779,0,0,42.19055,0,22567,184330
58780,0,0,40.240353,0,22633,184330
58781,0,0,39.27516,0,22667,184330
58782,0,0,38.31684,0,22700,184330
58783,0,0,37.36558,0,22733,184330
58784,0,0,36.42159,0,22767,184330
58785,0,0,35.485046,0,22800,184330
58786,0,0,34.55616,0,22833,184330
58787,0,0,33.63512,0,22867,184330
58788,0,0,32.722134,0,22900,184330
58789,0,0,31.817387,0,22933,184330
58790,0,0,30.921076,0,22967,184330
58791,0,0,30.0334,0,23000,184330
58792,0,0,29.154554,0,23033,184330
58793,0,0,28.284742,0,23067,184330
58794,0,0,27.424147,0,23100,184330
58795,0,0,26.572977,0,23133,184330
58796,0,0,25.731422,0,23167,184330
58797,0,0,24.899677,0,23200,184330
58798,0,0,24.07794,0,23233,184330
58799,0,0,23.266413,0,23267,184330
58800,0,0,22.465288,0,23300,184330
58801,0,0,21.674759,0,23333,184330
58802,0,0,20.89502,0,23367,184330
58803,0,0,20.126278,0,23400,184330
58804,0,0,19.368721,0,23433,184330
58805,0,0,18.622545,0,23467,184330
58806,0,0,17.887949,0,23500,184330
58807,0,0,17.16513,0,23533,184330
58808,0,0,16.454287,0,23567,184330
58809,0,0,15.755607,0,23600,184330
58810,0,0,15.069294,0,23633,184330
58811,0,0,14.395542,0,23667,184330
58812,0,0,13.734552,0,23700,184330
58813,0,0,13.086512,0,23733,184330
58814,0,0,12.451621,0,23767,184330
58815,0,0,11.830075,0,23800,184330
58816,0,0,11.222077,0,23833,184330
58817,0,0,10.627812,0,23867,184330
58818,0,0,10.047489,0,23900,184330
58819,0,0,9.481296,0,23933,184330
58820,0,0,8.929432,0,23967,184330
58821,0,0,8.392094,0,24000,184330
58822,0,0,7.869474,0,24033,184330
58823,0,0,7.361775,0,24067,184330
58824,0,0,6.869184,0,24100,184330
58825,0,0,6.391909,0,24133,184330
58826,0,0,5.930137,0,24167,184330
58827,0,0,5.484069,0,24200,184330
58828,0,0,5.053902,0,24233,184330
58829,0,0,4.639834,0,24267,184330
58830,0,0,4.242054,0,24300,184330
58831,0,0,3.860763,0,24333,184330
58832,0,0,3.496155,0,24367,184330
58833,0,0,3.148423,0,24400,184330
58834,0,0,2.817779,0,24433,184330
58835,0,0,2.504408,0,24467,184330
58836,0,0,2.208503,0,24500,184330
58837,0,0,1.930268,0,24533,184330
58838,0,0,1.669896,0,24567,184330
58839,0,0,1.427581,0,24600,184330
58840,0,0,1.203525,0,24633,184330
58841,0,0,0.997922,0,24667,184330
58842,0,0,0.810966,0,24700,184330
58843,0,0,0.64286,0,24733,184330
58844,0,0,0.493788,0,24767,184330
58845,0,0,0.363962,0,24800,184330
58846,0,0,0.253566,0,24833,184330
58847,0,0,0.162804,0,24867,184330
58848,0,0,0.091869,0,24900,184330
58849,0,0,0.040956,0,24933,184330
58850,0,0,0.010265,0,24967,184330
58851,0,0,0,0,25000,184330
74259,0,0,0,164,0,186219
74260,0,0,0,162,5000,186219
74261,0,0,1.201145,162,5900,186219
74262,0,0,4.690253,162,6667,186219
74263,7E-06,2E-06,245.16887,162,13100,186219
74264,7E-06,2E-06,251.28613,162,14067,186219
74265,7E-06,2E-06,253.19946,164,15000,186219
74266,7E-06,2E-06,253.19946,162,20000,186219
74267,7E-06,2E-06,251.25063,162,21000,186219
74268,7E-06,2E-06,245.97458,162,21800,186219
74269,0,0,8.5912,162,27933,186219
74270,0,0,1.96856,162,28967,186219
74271,0,0,0,162,30000,186219
92579,0,0,0,164,0,47297
92580,0,0,0,162,5000,47297
92581,-6E-06,0,-1.754781,162,6100,47297
92582,-1.5E-05,-1E-06,-5.176656,162,6933,47297
92583,-7E-06,1E-06,-66.789375,162,12867,47297
92584,-7E-06,1E-06,-69.82408,162,13833,47297
92585,-7E-06,1E-06,-71.2224,164,15000,47297
92586,-7E-06,1E-06,-71.2224,162,20000,47297
92587,0,0,-69.81129,162,21333,47297
92588,0,0,-66.71331,162,22233,47297
92589,0,0,-5.247484,162,28133,47297
92590,0,0,-1.585036,162,28800,47297
92591,0,0,0,162,30033,47297
92592,0,0,0,164,0,47296
92593,0,0,0,162,5000,47296
92594,0,0,1.201138,162,5900,47296
92595,0,0,4.690253,162,6667,47296
92596,7E-06,1E-06,37.673847,162,10567,47296
92597,7E-06,1E-06,63.4456,162,13100,47296
92598,7E-06,1E-06,69.56289,162,14067,47296
92599,7E-06,1E-06,71.47621,164,15000,47296
92600,7E-06,1E-06,71.47621,162,20000,47296
92601,7E-06,1E-06,69.52738,162,21000,47296
92602,7E-06,1E-06,64.25132,162,21800,47296
92603,7E-06,1E-06,34.232037,162,25267,47296
92604,0,0,8.591193,162,27933,47296
92605,0,0,1.968553,162,28967,47296
92606,0,0,0,162,30000,47296
92607,0,0,0,164,0,11898
92608,0,0,0,162,5000,11898
92609,-3E-06,1E-06,-1.754788,162,6100,11898
92610,-6E-06,3E-06,-5.176656,162,6867,11898
92611,-7E-06,2E-06,-124.86685,162,12867,11898
92612,-7E-06,2E-06,-127.90156,162,13833,11898
92613,-7E-06,2E-06,-129.29988,164,15000,11898
92614,-7E-06,2E-06,-129.29988,162,20000,11898
92615,-4E-06,0,-127.88876,162,21333,11898
92616,-4E-06,0,-124.79079,162,22233,11898
92617,0,0,-5.247491,162,28133,11898
92618,0,0,-1.585036,162,28800,11898
92619,-4E-06,0,-0.108609,162,29900,11898
92620,0,0,0,162,30000,11898
92621,0,0,0,164,0,11899
92622,0,0,0,162,5000,11899
92623,0,0,1.201138,162,5900,11899
92624,0,0,4.690253,162,6667,11899
92625,5E-06,0,121.52307,162,13100,11899
92626,5E-06,0,127.64036,162,14067,11899
92627,5E-06,0,129.55368,164,15000,11899
92628,5E-06,0,129.55368,162,20000,11899
92629,5E-06,0,127.60484,162,21000,11899
92630,5E-06,0,122.32879,162,21800,11899
92631,0,0,8.591193,162,27933,11899
92632,0,0,1.968553,162,28967,11899
92633,0,0,0,162,30000,11899
127203,0,0,0,0,0,183177
127204,0,0,0,0,5000,183177
127205,0.110541,0,0,0,5167,183177
127206,0.386841,0,0,0,5333,183177
127207,1.326063,0,0,0,5667,183177
127208,2.320028,0,0,0,6000,183177
127209,3.285685,0,0,0,6333,183177
127210,3.600233,0,0,0,6500,183177
127211,3.719672,0,0,0,6667,183177
127212,3.719672,0,0,0,7000,183177
127213,3.719672,0,0.411086,0,7267,183177
127214,3.719672,0,1.621722,0,7533,183177
127215,3.719672,0,5.996635,0,8000,183177
127216,3.719672,0,15.975917,0,8667,183177
127217,3.719672,0,58.399746,0,10700,183177
127218,3.719672,0,101.79984,0,12667,183177
127219,3.719672,0,112.78365,0,13333,183177
127220,3.719672,0,117.04932,0,13667,183177
127221,3.719672,0,120.34562,0,14000,183177
127222,3.719672,0,122.30059,0,14333,183177
127223,3.719672,0,122.94338,0,14500,183177
127224,3.719672,0,123.22609,0,14667,183177
127225,3.719672,0,123.22609,0,15000,183177
127226,3.456665,-0.02233,123.22627,0,15167,183177
127227,2.859809,-0.072883,123.22658,0,15333,183177
127228,1.783,-0.16466,123.22709,0,15500,183177
127229,0.37443,-0.282344,123.2278,0,15667,183177
127230,-7.207831,-0.905666,123.23324,0,16333,183177
127231,-9.0727,-1.057883,123.23469,0,16500,183177
127232,-11.344055,-1.236149,123.23728,0,16733,183177
127233,-13.483873,-1.369704,123.24034,0,17000,183177
127234,-15.516893,-1.483732,123.24417,0,17333,183177
127235,-16.22368,-1.528914,123.24607,0,17500,183177
127236,-16.71953,-1.551146,123.24794,0,17667,183177
127237,-17.02189,-1.561022,123.2495,0,17833,183177
127238,-17.166103,-1.564618,123.25047,0,18000,183177
127239,-17.237501,-1.565399,123.25105,0,18167,183177
127240,-17.25936,-1.564878,123.25131,0,18333,183177
127241,-17.25936,-1.564878,123.25131,0,23333,183177
127242,-17.178724,-1.557732,123.25085,0,23500,183177
127243,-16.967834,-1.544428,123.25004,0,23667,183177
127244,-16.649414,-1.527928,123.24909,0,23833,183177
127245,-16.159973,-1.502585,123.24789,0,24000,183177
127246,-14.738349,-1.417615,123.24494,0,24333,183177
127247,-12.762383,-1.275961,123.24166,0,24667,183177
127248,-9.575847,-1.056235,123.23795,0,25067,183177
127249,-3.40431,-0.579642,123.2324,0,25667,183177
127250,0.049764,-0.306989,123.22942,0,26000,183177
127251,1.504395,-0.18674,123.22813,0,26167,183177
127252,2.724528,-0.0812,123.22698,0,26333,183177
127253,3.489204,-0.021413,123.22633,0,26500,183177
127254,3.641981,-0.007996,123.22618,0,26567,183177
127255,3.683187,-0.00364,123.22613,0,26600,183177
127256,3.709771,-0.001154,123.22611,0,26633,183177
127257,3.719672,0,123.22609,0,26667,183177
127258,3.719672,0,123.22609,0,27033,183177
127259,3.719672,0,122.88908,0,27333,183177
127260,3.719672,0,121.27832,0,27667,183177
127261,3.719672,0,118.11301,0,28000,183177
127262,3.719672,0,107.97662,0,28667,183177
127263,3.719672,0,66.04899,0,30667,183177
127264,3.719672,0,35.52608,0,32000,183177
127265,3.719672,0,21.36998,0,32667,183177
127266,3.719672,0,15.301717,0,33000,183177
127267,3.719672,0,10.189599,0,33333,183177
127268,3.719672,0,5.857331,0,33667,183177
127269,3.719672,0,2.577812,0,34000,183177
127270,3.719672,0,1.451714,0,34167,183177
127271,3.719672,0,0.601158,0,34333,183177
127272,3.719672,0,0.139465,0,34500,183177
127273,3.719672,0,0,0,34667,183177
127274,3.719672,0,0,0,35000,183177
127275,3.715101,0,0,0,35033,183177
127276,3.684204,0,0,0,35100,183177
127277,3.615519,0,0,0,35167,183177
127278,3.322116,0,0,0,35333,183177
127279,2.871799,0,0,0,35500,183177
127280,0.721517,0,0,0,36167,183177
127281,0.378472,0,0,0,36300,183177
127282,0.307292,0,0,0,36333,183177
127283,0.19047,0,0,0,36400,183177
127284,0.07388,0,0,0,36500,183177
127285,0.025296,0,0,0,36567,183177
127286,0.005141,0,0,0,36633,183177
127287,0,0,0,0,36667,183177
135919,0,0,0,0,0,188360
135920,-1.152693,11.272027,0.404721,0,400,188360
135921,-2.304084,22.531141,-0.270186,0,800,188360
135922,-3.360033,32.856987,-0.798698,0,1167,188360
135923,-3.464769,33.795574,-0.824546,0,1200,188360
135924,-4.760959,45.05724,-1.034682,0,1600,188360
135925,-5.841007,54.44103,-1.255115,0,1933,188360
135926,-5.949015,55.379448,-1.268721,0,1967,188360
135927,-7.893507,72.27382,-1.076679,0,2567,188360
135928,-8.000977,73.21224,-1.060452,0,2600,188360
135929,-13.089543,119.1572,1.500475,0,4233,188360
135930,-13.204051,120.09258,1.568212,0,4267,188360
135931,-18.01597,158.41754,4.515059,0,5633,188360
135932,-18.128275,159.35162,4.59945,0,5667,188360
135933,-20.023325,177.06783,6.793375,0,6300,188360
135934,-20.122717,177.99696,6.932488,0,6333,188360
135935,-21.314589,189.13937,8.657701,0,6733,188360
135936,-22.79261,202.95686,11.442006,0,7233,188360
135937,-26.185558,235.20654,17.92353,0,8400,188360
135938,-26.292812,236.12381,18.122217,0,8433,188360
135939,-29.721413,261.6332,24.237495,0,9367,188360
135940,-29.837152,262.5396,24.477177,0,9400,188360
135941,-31.506762,276.08893,28.283377,0,9900,188360
135942,-31.619593,277.02036,28.306074,0,9933,188360
135943,-34.334373,299.52313,27.632381,0,10733,188360
135944,-36.846905,328.65228,25.880629,0,11767,188360
135945,-36.928043,329.593,25.847836,0,11800,188360
135946,-38.226757,344.6497,25.471231,0,12333,188360
135947,-38.3215,345.58957,25.475336,0,12367,188360
135948,-39.22002,354.04443,25.605543,0,12667,188360
135949,-39.318485,354.98285,25.646418,0,12700,188360
135950,-40.675285,368.10358,26.634516,0,13167,188360
135951,-40.77212,369.03995,26.71304,0,13200,188360
135952,-42.506683,385.79996,29.021353,0,13800,188360
135953,-42.602425,386.72507,29.18497,0,13833,188360
135954,-43.936523,399.6157,31.835188,0,14300,188360
135955,-44.024265,400.53482,32.034927,0,14333,188360
135956,-45.407345,417.93658,36.222282,0,14967,188360
135957,-45.479923,418.84976,36.453297,0,15000,188360
135958,-46.058647,426.13123,38.39721,0,15267,188360
135959,-46.420246,430.68082,39.616535,0,15433,188360
135960,-47.0572,438.69485,42.387527,0,15733,188360
135961,-48.069447,449.2921,46.28921,0,16133,188360
