ID,RaceID,SexID,VariationID,GeosetID,Showscalp,VariationType,GeosetType,ColorIndex,CustomGeoFileDataID,HdCustomGeoFileDataID
129,5,0,2,3,0,3,0,-1,0,0
130,5,0,3,4,0,3,0,-1,0,0
131,5,0,4,5,0,3,0,-1,0,0
132,5,0,5,6,0,3,0,-1,0,0
133,5,0,6,7,0,3,0,-1,0,0
134,5,0,7,8,0,3,0,-1,0,0
135,5,0,8,9,0,3,0,-1,0,0
136,5,0,9,10,0,3,0,-1,0,0
138,5,1,0,2,0,3,0,-1,0,0
139,5,1,1,3,0,3,0,-1,0,0
140,5,1,2,4,0,3,0,-1,0,0
141,5,1,3,5,0,3,0,-1,0,0
142,5,1,4,6,0,3,0,-1,0,0
143,5,1,5,7,0,3,0,-1,0,0
144,5,1,6,8,0,3,0,-1,0,0
145,5,1,7,9,0,3,0,-1,0,0
146,5,1,8,10,0,3,0,-1,0,0
147,5,1,9,11,0,3,0,-1,0,0
148,7,0,0,1,1,3,0,-1,0,0
149,7,0,1,2,0,3,0,-1,0,0
150,7,0,2,3,0,3,0,-1,0,0
151,7,0,3,4,0,3,0,-1,0,0
152,7,0,4,5,0,3,0,-1,0,0
153,7,0,5,6,0,3,0,-1,0,0
154,7,0,6,7,0,3,0,-1,0,0
159,7,1,0,2,0,3,0,-1,0,0
160,7,1,1,3,0,3,0,-1,0,0
161,7,1,2,4,0,3,0,-1,0,0
162,7,1,3,5,0,3,0,-1,0,0
163,7,1,4,6,0,3,0,-1,0,0
164,7,1,5,7,0,3,0,-1,0,0
165,7,1,6,8,0,3,0,-1,0,0
169,8,0,1,2,0,3,0,-1,0,0
170,8,0,2,3,0,3,0,-1,0,0
172,8,0,4,5,0,3,0,-1,0,0
173,8,0,5,6,0,3,0,-1,0,0
176,8,1,0,2,0,3,0,-1,0,0
177,8,1,1,3,0,3,0,-1,0,0
178,8,1,3,5,0,3,0,-1,0,0
179,8,1,2,4,0,3,0,-1,0,0
180,8,1,4,6,0,3,0,-1,0,0
181,8,0,3,4,0,3,0,-1,0,0
201,6,1,5,7,0,3,0,-1,0,0
202,6,1,6,8,0,3,0,-1,0,0
221,8,0,0,1,0,3,0,-1,0,0
241,9,0,0,1,0,3,0,-1,0,0
242,9,0,1,2,1,3,0,-1,0,0
243,9,0,0,1,0,3,0,-1,0,0
244,9,0,1,2,1,3,0,-1,0,0
246,10,0,0,2,0,3,0,-1,0,0
247,14,0,0,1,0,3,0,-1,0,0
248,11,0,0,2,0,3,0,-1,0,0
249,11,1,0,2,0,3,0,-1,0,0
250,10,1,1,3,0,3,0,-1,0,0
251,10,1,2,4,0,3,0,-1,0,0
252,10,0,2,4,0,3,0,-1,0,0
253,10,0,1,3,0,3,0,-1,0,0
254,11,0,1,3,0,3,0,-1,0,0
256,10,0,3,5,0,3,0,-1,0,0
257,10,0,4,6,0,3,0,-1,0,0
258,10,0,5,7,0,3,0,-1,0,0
259,10,0,6,8,0,3,0,-1,0,0
260,10,0,7,9,0,3,0,-1,0,0
261,10,0,8,10,0,3,0,-1,0,0
262,10,0,9,11,0,3,0,-1,0,0
263,10,0,10,12,0,3,0,-1,0,0
264,12,0,0,2,0,3,0,-1,0,0
265,12,1,0,2,0,3,0,-1,0,0
266,11,1,1,3,0,3,0,-1,0,0
267,11,1,2,4,0,3,0,-1,0,0
268,11,1,3,5,0,3,0,-1,0,0
269,11,1,4,6,0,3,0,-1,0,0
270,11,1,5,7,0,3,0,-1,0,0
271,11,1,6,8,0,3,0,-1,0,0
272,11,1,7,9,0,3,0,-1,0,0
273,11,1,8,10,0,3,0,-1,0,0
274,11,1,9,11,0,3,0,-1,0,0
275,11,1,10,12,0,3,0,-1,0,0
276,11,0,2,4,0,3,0,-1,0,0
277,11,0,3,5,0,3,0,-1,0,0
278,11,0,4,6,0,3,0,-1,0,0
279,11,0,5,7,0,3,0,-1,0,0
280,11,0,6,8,0,3,0,-1,0,0
281,11,0,7,9,0,3,0,-1,0,0
282,10,1,3,5,0,3,0,-1,0,0
283,10,1,4,6,0,3,0,-1,0,0
284,10,1,5,7,0,3,0,-1,0,0
285,10,1,6,8,0,3,0,-1,0,0
286,10,1,7,9,0,3,0,-1,0,0
287,10,1,8,10,0,3,0,-1,0,0
288,10,1,9,11,0,3,0,-1,0,0
289,10,1,10,12,0,3,0,-1,0,0
290,10,1,11,13,0,3,0,-1,0,0
291,10,1,12,14,0,3,0,-1,0,0
292,10,1,13,15,0,3,0,-1,0,0
293,10,1,14,16,0,3,0,-1,0,0
294,13,0,0,0,0,3,0,-1,0,0
295,13,1,0,0,0,3,0,-1,0,0
297,14,1,0,0,0,3,0,-1,0,0
298,15,0,0,0,0,3,0,-1,0,0
299,15,1,0,0,0,3,0,-1,0,0
301,14,0,1,2,0,3,0,-1,0,0
302,14,0,2,3,0,3,0,-1,0,0
303,10,1,0,2,0,3,0,-1,0,0
304,16,0,2,3,0,3,0,-1,0,0
305,16,1,0,0,0,3,0,-1,0,0
306,17,0,6,7,1,3,0,-1,0,0
307,17,1,0,0,0,3,0,-1,0,0
312,8,0,0,0,0,3,0,-1,0,0
313,8,0,0,0,0,3,0,-1,0,0
314,16,0,0,0,0,3,0,-1,0,0
315,16,0,1,2,0,3,0,-1,0,0
316,16,0,3,4,0,3,0,-1,0,0
317,16,0,4,5,0,3,0,-1,0,0
318,16,0,5,6,0,3,0,-1,0,0
319,18,0,0,0,0,3,0,-1,0,0
320,18,1,0,0,0,3,0,-1,0,0
321,18,0,1,2,0,3,0,-1,0,0
322,18,0,2,3,0,3,0,-1,0,0
323,18,0,3,4,0,3,0,-1,0,0
324,18,0,4,5,0,3,0,-1,0,0
325,18,0,5,6,0,3,0,-1,0,0
327,17,0,0,1,0,3,0,-1,0,0
328,17,0,2,3,1,3,0,-1,0,0
329,17,0,3,4,1,3,0,-1,0,0
330,17,0,4,5,1,3,0,-1,0,0
331,17,0,1,2,1,3,0,-1,0,0
332,17,0,5,6,1,3,0,-1,0,0
333,19,0,0,1,1,3,0,-1,0,0
334,19,1,0,0,0,3,0,-1,0,0
335,10,1,15,17,0,3,0,-1,0,0
336,10,1,16,18,0,3,0,-1,0,0
337,10,1,17,19,0,3,0,-1,0,0
338,10,1,18,20,0,3,0,-1,0,0
339,10,1,19,21,0,3,0,-1,0,0
340,10,0,11,13,0,3,0,-1,0,0
341,10,0,12,14,0,3,0,-1,0,0
342,10,0,13,15,0,3,0,-1,0,0
343,10,0,14,16,0,3,0,-1,0,0
344,10,0,15,17,0,3,0,-1,0,0
345,11,1,11,13,0,3,0,-1,0,0
346,11,1,12,14,0,3,0,-1,0,0
347,11,1,13,15,0,3,0,-1,0,0
348,11,1,14,16,0,3,0,-1,0,0
349,11,1,15,17,0,3,0,-1,0,0
350,11,0,8,0,1,3,0,-1,0,0
351,11,0,9,10,0,3,0,-1,0,0
352,11,0,11,12,0,3,0,-1,0,0
353,11,0,12,13,0,3,0,-1,0,0
354,11,0,13,14,0,3,0,-1,0,0
355,3,1,14,16,0,3,0,-1,0,0
356,3,1,15,17,0,3,0,-1,0,0
357,3,1,16,18,0,3,0,-1,0,0
358,3,1,17,19,0,3,0,-1,0,0
359,3,1,18,20,0,3,0,-1,0,0
360,3,0,11,12,0,3,0,-1,0,0
361,3,0,12,13,0,3,0,-1,0,0
362,3,0,13,14,0,3,0,-1,0,0
363,3,0,14,15,0,3,0,-1,0,0
364,3,0,15,16,0,3,0,-1,0,0
365,7,1,7,9,0,3,0,-1,0,0
366,7,1,8,10,0,3,0,-1,0,0
367,7,1,9,11,0,3,0,-1,0,0
368,7,1,10,12,0,3,0,-1,0,0
369,7,1,11,13,0,3,0,-1,0,0
370,7,0,7,8,0,3,0,-1,0,0
371,7,0,8,9,0,3,0,-1,0,0
372,7,0,9,10,0,3,0,-1,0,0
373,7,0,10,11,0,3,0,-1,0,0
374,7,0,11,12,0,3,0,-1,0,0
375,1,1,19,21,0,3,0,-1,0,0
376,1,1,20,22,0,3,0,-1,0,0
377,1,1,21,23,0,3,0,-1,0,0
378,1,1,22,24,0,3,0,-1,0,0
379,1,1,23,25,0,3,0,-1,0,0
380,1,0,12,13,0,3,0,-1,0,0
381,1,0,13,14,0,3,0,-1,0,0
382,1,0,14,15,0,3,0,-1,0,0
383,1,0,15,16,0,3,0,-1,0,0
384,1,0,16,17,0,3,0,-1,0,0
385,4,1,7,9,0,3,0,-1,0,0
386,4,1,8,10,0,3,0,-1,0,0
387,4,1,9,11,0,3,0,-1,0,0
388,4,1,10,12,0,3,0,-1,0,0
389,4,1,11,13,0,3,0,-1,0,0
390,4,0,7,9,0,3,0,-1,0,0
391,4,0,8,10,0,3,0,-1,0,0
392,4,0,9,11,0,3,0,-1,0,0
393,4,0,10,12,0,3,0,-1,0,0
394,4,0,11,13,0,3,0,-1,0,0
395,2,1,7,0,1,3,0,-1,0,0
396,2,1,9,10,0,3,0,-1,0,0
397,2,1,10,11,0,3,0,-1,0,0
398,2,1,11,12,0,3,0,-1,0,0
399,2,1,12,13,0,3,0,-1,0,0
400,2,0,7,8,0,3,0,-1,0,0
401,2,0,8,9,0,3,0,-1,0,0
402,2,0,9,10,0,3,0,-1,0,0
403,2,0,10,11,0,3,0,-1,0,0
404,2,0,11,12,0,3,0,-1,0,0
405,6,1,7,9,0,3,0,-1,0,0
406,6,1,8,10,0,3,0,-1,0,0
407,6,1,9,11,0,3,0,-1,0,0
408,6,1,10,12,0,3,0,-1,0,0
409,6,1,11,13,0,3,0,-1,0,0
410,6,0,8,10,0,3,0,-1,0,0
411,6,0,9,11,0,3,0,-1,0,0
412,6,0,10,12,0,3,0,-1,0,0
413,6,0,11,13,0,3,0,-1,0,0
414,6,0,12,14,0,3,0,-1,0,0
415,8,1,5,7,1,3,0,-1,0,0
416,8,1,6,8,0,3,0,-1,0,0
417,8,1,7,9,1,3,0,-1,0,0
418,8,1,8,10,0,3,0,-1,0,0
419,8,1,9,11,1,3,0,-1,0,0
420,8,0,6,7,0,3,0,-1,0,0
421,8,0,7,8,1,3,0,-1,0,0
422,8,0,8,9,1,3,0,-1,0,0
423,8,0,9,10,1,3,0,-1,0,0
424,5,1,10,12,0,3,0,-1,0,0
425,5,1,11,13,0,3,0,-1,0,0
426,5,1,12,14,0,3,0,-1,0,0
427,5,1,13,15,0,3,0,-1,0,0
428,5,1,14,16,0,3,0,-1,0,0
429,5,0,10,11,0,3,0,-1,0,0
430,5,0,11,12,0,3,0,-1,0,0
431,5,0,12,13,0,3,0,-1,0,0
432,5,0,13,14,0,3,0,-1,0,0
433,5,0,14,15,0,3,0,-1,0,0
435,20,0,0,0,0,3,0,-1,0,0
436,20,1,0,0,0,3,0,-1,0,0
438,21,1,0,0,0,3,0,-1,0,0
439,21,0,0,0,0,3,0,-1,0,0
440,21,0,1,2,0,3,0,-1,0,0
441,21,0,2,3,0,3,0,-1,0,0
442,21,0,3,4,0,3,0,-1,0,0
443,21,0,4,5,0,3,0,-1,0,0
444,21,0,5,6,0,3,0,-1,0,0
445,2,1,8,9,0,3,0,-1,0,0
446,11,0,10,11,0,3,0,-1,0,0
