ID,DifficultyID,CumulativeAura,ProcCategoryRecovery,ProcChance,ProcCharges,SpellProcsPerMinuteID,ProcTypeMask[0],ProcTypeMask[1],SpellID
115838,0,0,0,101,0,0,0,0,443
115839,0,0,0,101,0,0,0,0,444
115840,0,0,0,101,0,0,0,0,445
115841,0,0,0,100,0,0,-2146819416,0,339
115848,0,0,0,101,0,0,0,0,550
115850,0,0,0,100,0,0,0,0,594
115852,0,0,0,101,0,0,0,0,6089
115853,0,0,0,101,0,0,0,0,6094
115854,0,0,0,101,0,0,0,0,203
115855,0,0,0,101,0,0,0,0,204
115856,0,0,0,101,0,0,0,0,31817
115857,0,0,0,101,0,0,0,0,458
115858,0,0,0,101,0,0,0,0,15
115859,0,0,0,101,0,0,0,0,16
115860,0,0,0,101,0,0,0,0,18
115863,0,0,0,101,0,0,0,0,77
115864,0,0,0,101,0,0,0,0,437
115865,0,0,0,101,0,0,0,0,408
115866,0,0,0,101,1,0,40,0,409
115867,0,0,0,101,2,0,40,0,410
115868,0,0,0,101,3,0,40,0,411
115873,0,0,0,101,0,0,0,0,522
115875,0,0,0,101,0,0,0,0,457
115878,0,0,0,101,0,0,0,0,81
115879,0,0,0,101,0,0,0,0,84
115882,0,0,0,101,0,0,0,0,33
115884,0,0,0,101,0,0,0,0,454
115885,0,0,0,101,0,0,0,0,455
115886,0,0,0,101,0,0,0,0,456
115887,0,0,0,100,0,0,-2146819416,0,122
115890,0,0,0,101,0,0,0,0,507
115893,0,0,0,101,0,0,0,0,302
115894,0,0,0,101,0,0,0,0,438
115895,0,0,0,101,0,0,0,0,439
115896,0,0,0,101,0,0,0,0,440
115897,0,0,0,101,0,0,0,0,441
115898,0,0,0,101,0,0,0,0,442
115899,0,0,0,101,0,0,0,0,31
115901,0,0,0,100,20,0,680,0,602
115902,0,0,0,101,0,0,0,0,606
115915,0,0,0,101,0,0,0,0,1140
115920,0,0,0,101,0,0,0,0,470
115921,0,0,0,101,0,0,0,0,471
115922,0,0,0,101,0,0,0,0,472
115928,0,0,0,101,0,0,0,0,850
115930,0,0,0,101,0,0,0,0,853
115932,0,0,0,101,0,0,0,0,855
115938,0,0,0,101,0,0,0,0,58
115939,0,0,0,101,0,0,0,0,59
115940,0,0,0,101,0,0,0,0,60
115941,0,0,0,101,0,0,0,0,61
115945,0,0,0,101,0,0,0,0,1096
115953,0,0,0,101,0,0,0,0,711
115955,0,0,0,101,0,0,0,0,650
115958,0,0,0,101,0,0,0,0,924
115959,0,0,0,101,0,0,0,0,926
115961,0,0,0,101,0,0,0,0,823
115972,0,0,0,101,0,0,0,0,819
115973,0,0,0,101,0,0,0,0,820
115982,0,0,0,101,0,0,0,0,804
115989,0,0,0,101,0,0,0,0,877
115992,0,0,0,100,0,0,1,0,821
115993,0,0,0,101,0,0,0,0,822
115994,0,0,0,101,0,0,0,0,833
115995,0,0,0,101,0,0,0,0,783
115997,0,0,0,101,0,0,0,0,789
115999,0,0,0,101,0,0,0,0,701
116002,0,0,0,101,0,0,0,0,794
116010,0,0,0,101,0,0,0,0,932
116014,0,0,0,101,0,0,0,0,785
116016,0,0,0,101,0,0,0,0,1037
116018,0,0,0,101,0,0,0,0,661
116024,0,0,0,101,0,0,0,0,830
116025,0,0,0,101,0,0,0,0,831
116026,0,0,0,101,0,0,0,0,806
116027,0,0,0,101,0,0,0,0,812
116028,0,0,0,101,0,0,0,0,813
116030,0,0,0,101,0,0,0,0,657
116036,0,0,0,101,0,0,0,0,867
116038,0,0,0,101,0,0,0,0,745
116039,0,0,0,101,0,0,0,0,746
116042,0,0,0,101,0,0,0,0,935
116043,0,0,0,101,0,0,0,0,936
116048,0,0,0,101,0,0,0,0,799
116049,0,0,0,101,0,0,0,0,800
116051,0,0,0,101,0,0,0,0,430
116052,0,0,0,101,0,0,0,0,431
116053,0,0,0,101,0,0,0,0,432
116055,0,0,0,101,0,0,0,0,5683
116057,0,0,0,101,0,0,0,0,530
116060,0,0,0,101,0,0,0,0,533
116061,0,0,0,101,0,0,0,0,534
116068,0,0,0,101,0,0,0,0,802
116070,0,0,0,101,0,0,0,0,1003
116074,0,0,0,101,0,0,0,0,605
116075,0,0,0,101,0,0,0,0,574
116085,0,0,0,101,0,0,0,0,837
116091,0,0,0,101,0,0,0,0,952
116094,0,0,0,101,0,0,0,0,1138
116100,0,0,0,101,0,0,0,0,427
116104,0,0,0,101,0,0,0,0,1714
116108,0,0,0,101,0,0,0,0,842
116120,0,0,0,101,0,0,0,0,690
116122,0,0,0,101,0,0,0,0,692
116125,0,0,0,101,0,0,0,0,1398
116128,0,0,0,100,20,0,680,0,588
116131,0,15,0,101,0,0,0,0,1010
116132,0,0,0,101,0,0,0,0,816
116133,0,0,0,101,0,0,0,0,817
116141,0,0,0,101,0,0,0,0,355
116144,0,0,0,101,0,0,40,0,379
116145,0,0,0,101,0,0,0,0,674
116146,0,0,0,101,0,0,0,0,676
116147,0,0,0,101,0,0,0,0,731
116149,0,3,0,101,0,0,0,0,26025
116150,0,0,0,101,0,0,0,0,567
116151,0,0,0,101,0,0,0,0,568
116153,0,0,0,101,0,0,0,0,834
116154,0,0,0,101,0,0,0,0,748
116155,0,0,0,101,0,0,0,0,749
116160,0,0,0,101,0,0,0,0,871
116171,0,0,0,101,0,0,0,0,751
116172,0,0,0,101,0,0,0,0,752
116173,0,0,0,101,0,0,0,0,753
116181,0,0,0,101,3,0,40,0,863
116182,0,0,0,101,0,0,0,0,864
116183,0,0,0,100,0,0,-2146819416,0,865
116186,0,5,0,101,0,0,0,0,27891
116188,0,0,0,101,0,0,0,0,474
116191,0,0,0,101,0,0,0,0,1809
116192,0,0,0,101,0,0,0,0,1810
116197,0,0,0,101,0,0,0,0,1483
116199,0,0,0,101,0,0,0,0,766
116206,0,0,0,101,0,0,0,0,827
116208,0,0,0,101,0,0,0,0,829
116210,0,0,0,101,0,0,0,0,476
116215,0,0,0,101,0,0,0,0,1484
116222,0,0,0,101,0,0,0,0,967
116224,0,0,0,101,0,0,0,0,31770
116227,0,0,3500,100,3,0,139944,0,905
116231,0,0,3500,100,3,0,139944,0,324
116242,0,0,0,101,0,0,0,0,720
116246,0,0,0,101,0,0,0,0,910
116250,0,0,0,101,0,0,0,0,1020
116251,0,0,0,101,0,0,0,0,205
116252,0,0,0,101,0,0,0,0,227
116253,0,0,0,101,0,0,0,0,264
116255,0,0,0,101,0,0,0,0,266
116256,0,0,0,101,0,0,0,0,269
116257,0,0,0,101,0,0,0,0,271
116262,0,0,0,101,0,0,0,0,1112
116272,0,0,0,101,0,0,0,0,1735
116280,0,0,0,101,0,0,0,0,1901
116281,0,0,0,101,0,0,0,0,1902
116282,0,0,0,101,0,0,0,0,1904
116283,0,0,0,101,0,0,0,0,1905
116288,0,0,0,101,0,0,0,0,1933
116299,0,0,0,101,0,0,0,0,1981
116300,0,0,0,101,0,0,0,0,2001
116311,0,0,0,101,0,0,0,0,2567
116318,0,0,0,101,0,0,0,0,1900
116335,0,0,0,101,0,0,0,0,27537
116336,0,0,0,101,0,0,0,0,1825
116338,0,0,0,101,0,0,0,0,27546
116339,0,0,0,101,0,0,0,0,27547
116340,0,0,0,101,0,0,0,0,27548
116346,0,0,0,101,0,0,0,0,1885
116347,0,0,0,101,0,0,0,0,1886
116348,0,0,0,101,0,0,0,0,1887
116359,0,0,0,100,0,0,1,0,1456
116361,0,0,0,101,0,0,0,0,27555
116362,0,0,0,101,0,0,0,0,27560
116363,0,0,20000,5,0,0,131072,0,27561
116364,0,0,0,101,0,0,0,0,1776
116367,0,0,0,101,0,0,0,0,2110
116370,0,0,0,101,0,0,0,0,1826
116376,0,0,0,101,0,0,0,0,29231
116389,0,0,0,101,0,0,0,0,1631
116394,0,0,0,101,0,0,0,0,1997
116395,0,0,0,101,0,0,0,0,1998
116396,0,0,0,101,0,0,0,0,2000
116400,0,0,0,101,0,0,0,0,2002
116407,0,0,0,101,0,0,0,0,1940
116409,0,0,0,101,0,0,0,0,1942
116413,0,0,0,100,0,0,2,0,2689
116416,0,0,0,101,0,0,0,0,1161
116418,0,0,0,101,0,0,0,0,1516
116419,0,0,0,101,0,0,0,0,1522
116420,0,0,0,101,0,0,0,0,1523
116426,0,0,0,101,0,0,0,0,895
116428,0,0,0,101,0,0,0,0,27565
116430,0,0,0,101,0,0,0,0,1084
116441,0,0,0,101,0,0,0,0,3045
116448,0,0,0,101,0,0,0,0,897
116449,0,0,0,101,0,0,0,0,898
116457,0,0,0,101,0,0,0,0,2797
116467,0,0,0,101,0,0,0,0,2599
116472,0,0,0,101,0,0,0,0,1698
116475,0,0,0,101,0,0,0,0,1050
116480,0,0,0,101,0,0,0,0,653
116486,0,0,0,101,1,0,40,0,2564
116487,0,0,0,101,0,0,0,0,2598
116495,0,0,0,101,0,0,0,0,1199
116501,0,0,0,101,0,0,0,0,655
116503,0,0,0,101,0,0,0,0,768
116515,0,0,0,101,0,0,0,0,2584
116520,0,0,0,101,0,0,0,0,1524
116521,0,0,0,101,0,0,0,0,1896
116522,0,0,0,101,0,0,0,0,3050
116523,0,0,0,101,0,0,0,0,3052
116524,0,0,0,101,0,0,0,0,3053
116526,0,0,0,101,0,0,0,0,770
116529,0,0,0,101,0,0,0,0,849
116538,0,0,0,101,0,0,0,0,1647
116543,0,0,0,101,0,0,0,0,1323
116545,0,0,0,101,0,0,0,0,2600
116547,0,0,0,101,0,0,0,0,1881
116550,0,0,0,101,0,0,0,0,1013
116558,0,0,0,100,0,0,-2146819416,0,1062
116562,0,0,0,101,0,0,0,0,2597
116567,0,0,0,101,0,0,0,0,3042
116583,0,0,0,101,0,0,0,0,2313
116588,0,0,0,101,0,0,0,0,1408
116589,0,0,0,101,0,0,0,0,1409
116591,0,0,0,101,0,0,0,0,1561
116592,0,0,0,101,0,0,0,0,2117
116597,0,0,0,101,0,0,0,0,1932
116598,0,0,0,101,0,0,0,0,3069
116604,0,0,0,101,0,0,0,0,1330
116608,0,0,0,101,0,0,0,0,2023
116609,0,0,0,101,0,0,0,0,2024
116610,0,0,0,100,2,0,680,0,2565
116612,0,0,0,101,0,0,0,0,1894
116615,0,0,0,101,0,0,0,0,1650
116616,0,0,0,101,0,0,0,0,14330
116619,0,0,0,40,0,0,20,0,3029
116622,0,0,0,101,0,0,0,0,1399
116631,0,0,0,101,0,0,0,0,1895
116640,0,0,0,101,0,0,0,0,25755
116646,0,0,0,101,0,0,0,0,1936
116649,0,0,0,100,0,0,1,0,1455
116652,0,0,0,101,0,0,0,0,1731
116662,0,0,0,101,0,0,0,0,1732
116664,0,0,0,101,0,0,0,0,1159
116665,0,0,0,101,0,0,0,0,1160
116668,0,0,0,101,0,0,0,0,1364
116675,0,0,0,101,0,0,0,0,1141
116682,0,0,0,101,0,0,0,0,1361
116683,0,0,0,101,0,0,0,0,1319
116684,0,0,0,101,0,0,0,0,1320
116687,0,0,0,101,0,0,0,0,1365
116688,0,0,0,101,0,0,0,0,1366
116696,0,0,0,101,0,0,0,0,1302
116701,0,5,0,101,0,0,0,0,7386
116704,0,0,0,101,0,0,0,0,1213
116713,0,0,0,35,0,0,20,0,742
116718,0,0,0,101,0,0,0,0,1479
116723,0,0,0,101,0,0,0,0,1217
116729,0,0,0,101,0,0,0,0,1193
116735,0,0,0,101,0,0,0,0,7389
116739,0,0,0,101,0,0,0,0,1066
116742,0,0,0,101,0,0,0,0,1233
116746,0,0,0,101,0,0,0,0,1419
116757,0,5,0,101,0,0,0,0,2819
116759,0,0,0,101,0,0,0,0,973
116760,0,0,3500,100,6,0,172712,0,974
116767,0,0,0,101,0,0,0,0,1070
116774,0,0,0,101,0,0,0,0,1557
116776,0,0,0,101,0,0,0,0,1349
116780,0,0,0,101,0,0,0,0,1177
116785,0,0,0,101,0,0,0,0,1116
116787,0,0,0,101,0,0,0,0,1544
116788,0,0,0,101,0,0,0,0,1545
116794,0,0,0,101,0,0,0,0,7392
116796,0,0,0,101,0,0,0,0,1353
116800,0,0,0,101,0,0,0,0,1114
116806,0,0,0,101,0,0,0,0,1711
116811,0,0,0,101,0,0,0,0,775
116824,0,0,0,101,0,0,0,0,1525
116825,0,0,0,101,0,0,0,0,1526
116826,0,0,0,101,0,0,0,0,1536
116833,0,0,0,101,0,0,0,0,776
116834,0,0,0,101,0,0,0,0,778
116836,0,0,0,101,0,0,0,0,2094
116837,0,0,0,100,0,0,139964,0,2095
116838,0,0,0,101,0,0,0,0,1130
116840,0,0,0,101,0,0,0,0,1132
116842,0,0,0,101,0,0,0,0,1527
116843,0,0,0,101,0,0,0,0,1528
116849,0,0,0,101,0,0,0,0,950
116850,0,0,0,101,0,0,0,0,1582
116854,0,0,0,101,0,0,0,0,1179
116855,0,0,0,101,0,0,0,0,1180
116856,0,0,0,100,0,0,1,0,1181
116862,0,0,0,101,0,0,0,0,1246
116863,0,0,0,101,0,0,0,0,1247
116876,0,0,0,101,0,0,0,0,1306
116877,0,0,0,101,0,0,0,0,1307
116878,0,0,0,101,0,0,0,0,1308
116880,0,0,0,101,0,0,0,0,1581
116884,0,0,0,101,0,0,0,0,1248
116895,0,0,0,101,0,0,0,0,1817
116898,0,0,0,101,0,0,0,0,1101
116899,0,0,0,101,0,0,0,0,1056
116911,0,0,0,101,0,0,0,0,1385
116916,0,0,0,101,0,0,0,0,900
116927,0,0,0,101,0,0,0,0,1321
116928,0,0,0,101,0,0,0,0,1322
116932,0,0,0,101,0,0,0,0,1777
116935,0,0,0,101,0,0,0,0,1632
116937,0,0,0,101,0,0,0,0,902
116938,0,0,0,101,0,0,0,0,1982
116939,0,0,0,101,0,0,0,0,1983
116940,0,0,0,101,0,0,0,0,1984
116943,0,0,0,101,0,0,0,0,1450
116944,0,0,0,101,0,0,0,0,1451
116945,0,0,0,101,0,0,0,0,1452
116946,0,0,0,101,0,0,0,0,1453
116950,0,0,0,101,0,0,0,0,2602
116956,0,0,0,101,0,0,0,0,1633
116957,0,0,0,101,0,0,0,0,1634
116962,0,0,0,101,0,0,0,0,1426
116969,0,0,0,101,0,0,0,0,1135
116972,0,0,0,101,0,0,0,0,1663
116973,0,0,0,101,0,0,0,0,1664
116974,0,0,0,101,0,0,0,0,1665
116978,0,0,0,101,0,0,0,0,1105
116979,0,0,0,101,0,0,0,0,1640
116983,0,0,0,101,0,0,0,0,1223
116987,0,0,0,101,0,0,0,0,999
116997,0,0,0,101,0,0,0,0,1121
116998,0,0,0,101,0,0,0,0,1362
117000,0,0,0,101,0,0,0,0,1574
117012,0,0,0,101,0,0,0,0,1318
117013,0,0,0,100,0,0,-2146819416,0,1513
117016,0,0,0,101,0,0,0,0,1775
117020,0,0,0,101,0,0,0,0,1098
117021,0,0,0,101,0,0,0,0,968
117032,0,0,0,101,0,0,0,0,994
117041,0,0,0,101,0,0,0,0,2004
117042,0,0,0,100,0,0,0,0,970
117043,0,0,0,101,0,0,0,0,739
117044,0,0,0,101,0,0,0,0,1403
117045,0,0,0,101,0,0,0,0,1262
117046,0,0,0,101,0,0,0,0,1263
117047,0,0,0,101,0,0,0,0,1264
117051,0,0,0,101,0,0,0,0,1312
117052,0,0,0,101,0,0,0,0,1313
117053,0,0,0,101,0,0,0,0,1314
117059,0,0,0,101,0,0,0,0,1604
117073,0,0,0,0,1,0,2,0,1120
117075,0,0,0,101,0,0,0,0,2834
117081,0,0,0,101,0,0,0,0,3594
117082,0,0,0,101,0,0,0,0,3595
117084,0,0,0,101,0,0,0,0,2836
117093,0,0,0,101,0,0,0,0,2723
117094,0,0,0,101,0,0,0,0,2724
117095,0,0,0,101,0,0,0,0,3011
117105,0,0,0,101,0,0,0,0,4350
117106,0,0,0,101,0,0,0,0,3823
117115,0,0,10000,10,0,0,20,0,3582
117117,0,0,0,101,0,0,0,0,2871
117119,0,0,0,101,0,0,0,0,3145
117120,0,0,0,101,0,0,0,0,3146
117123,0,0,0,101,0,0,0,0,2703
117124,0,0,0,101,0,0,0,0,3007
117126,0,0,0,100,0,0,-2146819416,0,2878
117127,0,0,0,101,0,0,0,0,2665
117128,0,0,0,101,0,0,0,0,3018
117129,0,0,0,101,0,0,0,0,3019
117130,0,0,0,101,3,0,40,0,2354
117135,0,0,0,101,0,0,0,0,1848
117136,0,0,0,101,0,0,0,0,1849
117150,0,0,0,10,0,0,40,0,3284
117152,0,0,0,101,0,0,0,0,9259
117163,0,0,0,101,0,0,0,0,9591
117165,0,0,0,101,0,0,0,0,3514
117167,0,0,0,101,0,0,0,0,2857
117173,0,0,0,101,0,0,0,0,2123
117175,0,0,0,101,0,0,0,0,3816
117176,0,0,0,101,0,0,0,0,3817
117177,0,0,0,101,0,0,0,0,3818
117179,0,0,0,101,0,0,0,0,3122
117181,0,0,0,101,0,0,0,0,3267
117182,0,0,0,101,0,0,0,0,2869
117186,0,0,0,101,0,0,0,0,2683
117191,0,0,0,101,0,0,0,0,2445
117193,0,0,0,101,0,0,0,0,2981
117194,0,0,0,101,0,0,0,0,2982
117203,0,0,0,101,0,0,0,0,2725
117204,0,0,0,101,0,0,0,0,3973
117205,0,0,0,101,0,0,0,0,3006
117206,0,0,0,101,0,0,0,0,3815
117208,0,0,0,101,0,0,0,0,3560
117224,0,0,0,101,2,0,40,0,2353
117225,0,0,0,101,0,0,0,0,2976
117228,0,0,0,101,0,0,0,0,1185
117229,0,0,0,101,0,0,0,0,31605
117230,0,0,0,101,0,0,0,0,1186
117234,0,0,0,101,0,0,0,0,3108
117235,0,0,0,101,0,0,0,0,3109
117239,0,0,0,101,0,0,0,0,3359
117240,0,0,0,101,0,0,0,0,3360
117241,0,0,0,101,0,0,0,0,3361
117250,0,0,0,101,0,0,0,0,3106
117252,0,0,0,101,0,0,0,0,1332
117256,0,0,0,101,0,0,0,0,1602
117257,0,0,0,101,0,0,0,0,1568
117265,0,0,0,101,0,0,0,0,2140
117268,0,0,0,101,0,0,0,0,3362
117271,0,0,0,25,0,0,40,0,3338
117272,0,0,0,101,0,0,0,0,3107
117279,0,0,0,101,0,0,0,0,1124
117282,0,0,0,101,0,0,0,0,1558
117283,0,0,0,101,0,0,0,0,1559
117286,0,0,0,101,0,0,0,0,2630
117289,0,0,0,101,0,0,0,0,2147
117290,0,0,0,101,0,0,0,0,2148
117291,0,0,0,101,0,0,0,0,2446
117296,0,0,0,101,0,0,0,0,2705
117300,0,0,0,101,0,0,0,0,2977
117304,0,0,0,101,0,0,0,0,1560
117305,0,0,0,101,0,0,1,0,1126
117306,0,0,0,101,0,0,0,0,1509
117308,0,0,0,101,0,0,0,0,3043
117313,0,0,0,101,0,0,0,0,2635
117316,0,0,0,101,0,0,0,0,2684
117319,0,0,0,101,0,0,0,0,3023
117324,0,0,0,101,0,0,0,0,3363
117327,0,0,0,100,0,0,40,0,2652
117328,0,0,0,101,0,0,0,0,2653
117330,0,0,0,101,0,0,0,0,2816
117331,0,0,0,101,0,0,0,0,2817
117332,0,5,0,101,0,0,0,0,2818
117333,0,0,0,101,0,0,0,0,3124
117335,0,0,0,101,0,0,0,0,3143
117336,0,0,0,101,0,0,0,0,9260
117342,0,0,0,101,0,0,0,0,3129
117344,0,0,0,101,0,0,0,0,3131
117347,0,0,0,101,0,0,0,0,2975
117352,0,0,0,101,0,0,0,0,2381
117354,0,0,0,101,0,0,0,0,3127
117355,0,0,0,101,0,0,0,0,2516
117361,0,0,0,101,0,0,0,0,2838
117362,0,0,0,101,0,0,0,0,2840
117363,0,0,0,101,0,0,0,0,3355
117364,0,3,0,101,0,0,0,0,3356
117368,0,0,0,101,0,0,0,0,3339
117372,0,0,0,101,0,0,0,0,2470
117373,0,0,0,101,0,0,0,0,2473
117374,0,0,0,101,0,0,0,0,2706
117385,0,0,0,101,0,0,0,0,3337
117386,0,0,0,100,0,0,-2146819416,0,2479
117388,0,0,0,101,0,0,0,0,2620
117389,0,0,0,101,0,0,0,0,2927
117390,0,0,0,101,0,0,0,0,2928
117391,0,0,0,101,0,0,0,0,9261
117392,0,0,0,101,1,0,40,0,2351
117399,0,0,0,101,0,0,0,0,2841
117401,0,0,0,101,0,0,0,0,3591
117405,0,0,0,101,0,0,0,0,3237
117406,0,0,0,101,0,0,0,0,3238
117410,0,0,0,101,0,0,0,0,2621
117412,0,0,0,101,0,0,0,0,2704
117414,0,0,0,101,0,0,0,0,3974
117416,0,0,0,20,0,0,40,0,4161
117424,0,0,0,101,0,0,0,0,28769
117434,0,0,0,101,0,0,0,0,2868
117438,0,0,0,101,0,0,0,0,2923
117445,0,5,0,101,0,0,0,0,2537
117449,0,0,0,101,0,0,0,0,1893
117450,0,0,0,101,0,0,0,0,1818
117455,0,0,0,101,0,0,0,0,2916
117456,0,0,0,101,0,0,0,0,2850
117457,0,0,0,101,0,0,0,0,2626
117458,0,0,0,101,0,0,0,0,2627
117459,0,0,0,101,0,0,0,0,2628
117463,0,0,0,101,0,0,0,0,3017
117468,0,0,0,101,0,0,0,0,2469
117469,0,0,0,101,0,0,0,0,3933
117474,0,0,0,101,0,0,0,0,2686
117478,0,0,0,101,0,0,0,0,12044
117479,0,100,0,101,0,0,0,0,2766
117480,0,0,0,100,0,0,0,0,2767
117484,0,0,0,101,0,0,0,0,2674
117486,0,0,0,101,0,0,0,0,2676
117487,0,0,0,101,0,0,0,0,2859
117492,0,0,0,101,0,0,0,0,1918
117503,0,0,0,101,0,0,0,0,2769
117508,0,0,0,101,0,0,0,0,1920
117509,0,0,0,101,0,0,0,0,1921
117510,0,0,0,101,0,0,0,0,3033
117511,0,0,0,101,0,0,0,0,1985
117512,0,0,0,101,0,0,0,0,1988
117513,0,0,0,30,0,0,0,0,2823
117518,0,0,0,101,0,0,0,0,2690
117519,0,0,0,101,0,0,0,0,2678
117520,0,0,0,101,0,0,0,0,1948
117535,0,0,0,101,0,0,0,0,2826
117536,0,0,0,100,0,0,1,0,1183
117537,0,0,0,101,0,0,0,0,1989
117541,0,0,0,101,0,0,0,0,1749
117542,0,20,0,101,0,0,0,0,1834
117544,0,0,0,101,0,0,0,0,2692
117547,0,0,0,101,0,0,0,0,1992
117548,0,0,0,101,0,0,0,0,1993
117549,0,0,0,101,0,0,0,0,1994
117557,0,0,0,101,0,0,0,0,1990
117558,0,0,0,101,0,0,0,0,2425
117559,0,0,0,101,0,0,0,0,2426
117560,0,0,0,101,0,0,0,0,2949
117561,0,0,0,101,0,0,0,0,2950
117562,0,0,0,101,0,0,0,0,2951
117571,0,0,0,101,0,0,0,0,2786
117573,0,0,0,100,0,0,1,0,1182
117581,0,0,0,101,0,0,0,0,1946
117584,0,0,0,101,0,0,0,0,3087
117586,0,0,0,101,0,0,0,0,2456
117587,0,0,0,101,0,0,0,0,2457
117588,0,0,0,101,0,0,0,0,2708
117597,0,0,0,101,0,0,0,0,2400
117612,0,0,0,101,0,0,0,0,3086
117616,0,0,0,101,0,0,0,0,2569
117635,0,0,0,101,0,0,0,0,2434
117636,0,0,0,101,0,0,0,0,2435
117646,0,0,0,101,0,0,0,0,2647
117647,0,0,0,101,0,0,0,0,2772
117654,0,0,0,101,0,0,0,0,2827
117655,0,0,0,101,0,0,0,0,2828
117656,0,0,0,101,0,0,0,0,2829
117657,0,0,0,101,0,0,0,0,2830
117658,0,0,0,101,0,0,0,0,2436
117659,0,0,0,101,0,0,0,0,2442
117660,0,0,0,101,0,0,0,0,2443
117661,0,0,0,101,0,0,0,0,2444
117662,0,0,0,101,0,0,0,0,1852
117663,0,0,0,101,0,0,0,0,3774
117664,0,0,0,101,0,0,0,0,3776
117666,0,0,0,101,0,0,0,0,2650
117668,0,0,0,101,0,0,0,0,2732
117669,0,0,0,101,0,0,0,0,2733
117672,0,0,0,101,0,0,0,0,2660
117683,0,0,0,101,0,0,0,0,3779
117684,0,0,0,101,0,0,0,0,2629
117689,0,0,0,101,0,0,0,0,2452
117690,0,0,0,101,0,0,0,0,2453
117691,0,0,0,101,0,0,0,0,2454
117700,0,0,0,30,0,0,20,0,2880
117701,0,0,0,101,0,0,0,0,2455
117705,0,0,0,101,0,0,0,0,1739
