ID,OrderIndex,Field_11_1_7_60520_002,ConditionType,ConditionValue1,ConditionValue2,ConditionValue3,AssistedCombatStepID
2240,3,0,9,768,0,0,562
2249,0,0,0,0,0,0,564
2250,1,0,14,0,0,0,564
2251,2,0,2,0,0,0,564
2252,3,0,3,5,0,0,564
2253,4,0,9,768,0,0,564
2254,5,0,15,405233,0,0,564
2255,6,0,12,3,10,0,564
2263,0,0,0,0,0,0,566
2264,1,0,14,0,0,0,566
2265,2,0,2,0,0,0,566
2266,3,0,3,5,0,0,566
2267,4,0,9,768,0,0,566
2268,5,0,12,3,10,0,566
2269,0,0,0,0,0,0,567
2270,1,0,14,0,0,0,567
2271,2,0,2,0,0,0,567
2273,3,0,9,768,0,0,567
2274,0,0,0,0,0,0,568
2275,1,0,14,0,0,0,568
2276,2,0,2,0,0,0,568
2278,3,0,9,768,0,0,568
2279,4,0,15,155722,0,0,568
2286,0,0,0,0,0,0,570
2287,1,0,14,0,0,0,570
2288,2,0,2,0,0,0,570
2289,3,0,15,164812,0,0,570
2294,0,0,0,0,0,0,572
2295,1,0,14,0,0,0,572
2296,2,0,2,0,0,0,572
2297,3,0,15,164815,0,0,572
2302,0,0,0,0,0,0,574
2303,1,0,14,0,0,0,574
2304,2,0,2,0,0,0,574
2305,3,0,11,3,10,0,574
2306,0,0,0,0,0,0,575
2307,1,0,14,0,0,0,575
2308,2,0,2,0,0,0,575
2309,0,0,0,0,0,0,576
2310,1,0,14,0,0,0,576
2311,2,0,2,0,0,0,576
2518,3,0,15,388539,0,0,301
2527,4,0,10,388539,0,0,303
2646,6,0,10,1943,0,0,29
2647,7,0,10,2818,0,0,29
2858,0,0,0,0,0,0,696
2859,1,0,14,0,0,0,696
2860,2,0,2,0,0,0,696
2861,0,0,0,0,0,0,697
2862,1,0,14,0,0,0,697
2863,2,0,2,0,0,0,697
2864,3,0,11,3,10,0,697
2865,4,0,15,146739,0,0,697
2866,5,0,16,445465,0,0,697
2874,0,0,0,0,0,0,699
2875,1,0,14,0,0,0,699
2876,2,0,2,0,0,0,699
2877,3,0,11,3,10,0,699
2878,4,0,15,445474,0,0,699
2879,5,0,9,445465,0,0,699
2887,0,0,0,0,0,0,701
2888,1,0,14,0,0,0,701
2889,2,0,2,0,0,0,701
2890,3,0,15,146739,0,0,701
2891,4,0,16,445465,0,0,701
2898,0,0,0,0,0,0,703
2899,1,0,14,0,0,0,703
2900,2,0,2,0,0,0,703
2901,3,0,15,445474,0,0,703
2902,4,0,9,445465,0,0,703
2939,0,0,0,0,0,0,711
2940,1,0,14,0,0,0,711
2941,2,0,2,0,0,0,711
2942,3,0,33,50,0,0,711
2943,0,0,0,0,0,0,712
2944,1,0,14,0,0,0,712
2945,2,0,2,0,0,0,712
2946,3,0,15,980,0,0,712
2951,0,0,0,0,0,0,714
2952,1,0,14,0,0,0,714
2953,2,0,2,0,0,0,714
2957,0,0,0,0,0,0,716
2958,1,0,14,0,0,0,716
2959,2,0,2,0,0,0,716
2960,0,0,0,0,0,0,717
2961,1,0,14,0,0,0,717
2962,2,0,2,0,0,0,717
2963,0,0,0,0,0,0,718
2964,1,0,14,0,0,0,718
2965,2,0,2,0,0,0,718
2966,3,0,50,2,40,0,718
2967,0,0,0,0,0,0,719
2968,1,0,14,0,0,0,719
2969,2,0,2,0,0,0,719
2970,3,0,9,387079,0,0,719
2971,0,0,0,0,0,0,722
2972,1,0,14,0,0,0,722
2973,2,0,2,0,0,0,722
2974,0,0,0,0,0,0,723
2975,1,0,14,0,0,0,723
2976,2,0,2,0,0,0,723
2977,0,0,0,0,0,0,724
2978,1,0,14,0,0,0,724
2979,2,0,2,0,0,0,724
2980,3,0,9,384088,0,0,724
2981,0,0,0,0,0,0,725
2982,1,0,14,0,0,0,725
2983,2,0,2,0,0,0,725
2984,3,0,9,384088,0,0,725
2985,0,0,0,0,0,0,726
2986,1,0,14,0,0,0,726
2987,2,0,2,0,0,0,726
2988,3,0,11,3,10,0,726
2989,0,0,0,0,0,0,727
2990,1,0,14,0,0,0,727
2991,2,0,2,0,0,0,727
2992,3,0,11,3,10,0,727
2993,0,0,0,0,0,0,728
2994,1,0,14,0,0,0,728
2995,2,0,2,0,0,0,728
2996,0,0,0,0,0,0,729
2997,1,0,14,0,0,0,729
2998,2,0,2,0,0,0,729
2999,0,0,0,0,0,0,730
3000,1,0,14,0,0,0,730
3001,2,0,2,0,0,0,730
3002,3,0,16,191634,0,0,730
3003,0,0,0,0,0,0,731
3004,1,0,14,0,0,0,731
3005,2,0,2,0,0,0,731
3006,0,0,0,0,0,0,732
3007,1,0,14,0,0,0,732
3008,2,0,2,0,0,0,732
3009,0,0,0,0,0,0,733
3010,1,0,14,0,0,0,733
3011,2,0,2,0,0,0,733
3012,3,0,9,454015,0,0,733
3013,0,0,0,0,0,0,734
3014,1,0,14,0,0,0,734
3015,2,0,2,0,0,0,734
3016,0,0,0,0,0,0,735
3017,1,0,14,0,0,0,735
3018,2,0,2,0,0,0,735
3019,3,0,10,188389,0,0,735
3020,0,0,0,0,0,0,736
3021,1,0,14,0,0,0,736
3022,2,0,2,0,0,0,736
3023,3,0,9,191634,0,0,736
3024,4,0,11,3,10,0,736
3025,0,0,0,0,0,0,737
3026,1,0,14,0,0,0,737
3027,2,0,2,0,0,0,737
3028,3,0,9,191634,0,0,737
3029,0,0,9,462818,0,0,738
3030,1,0,0,0,0,0,738
3031,2,0,14,0,0,0,738
3032,3,0,2,0,0,0,738
3033,0,0,9,210714,0,0,739
3034,1,0,0,0,0,0,739
3035,2,0,14,0,0,0,739
3036,3,0,2,0,0,0,739
3037,0,0,0,0,0,0,740
3038,1,0,14,0,0,0,740
3039,2,0,2,0,0,0,740
3040,3,0,15,188389,0,0,740
3045,0,0,0,0,0,0,742
3046,1,0,14,0,0,0,742
3047,2,0,2,0,0,0,742
3049,0,0,0,0,0,0,743
3050,1,0,14,0,0,0,743
3051,2,0,2,0,0,0,743
3052,3,0,11,3,10,0,743
3053,0,0,0,0,0,0,744
3054,1,0,14,0,0,0,744
3055,2,0,2,0,0,0,744
3372,0,0,0,0,0,0,829
3373,1,0,14,0,0,0,829
3374,2,0,2,0,0,0,829
3375,0,0,0,0,0,0,830
3376,1,0,14,0,0,0,830
3377,2,0,2,0,0,0,830
3378,3,0,11,3,10,0,830
3379,0,0,0,0,0,0,831
3380,1,0,14,0,0,0,831
3381,2,0,2,0,0,0,831
3382,3,0,11,3,10,0,831
3383,0,0,0,0,0,0,832
3384,1,0,14,0,0,0,832
3385,2,0,2,0,0,0,832
3386,0,0,0,0,0,0,833
3387,1,0,14,0,0,0,833
3388,2,0,2,0,0,0,833
3389,3,0,15,445474,0,0,833
3390,4,0,9,445465,0,0,833
3397,1,0,14,0,0,0,835
3398,2,0,2,0,0,0,835
3399,3,0,15,157736,0,0,835
3409,0,0,0,0,0,0,838
3410,1,0,14,0,0,0,838
3411,2,0,2,0,0,0,838
3412,0,0,0,0,0,0,839
3413,1,0,14,0,0,0,839
3414,2,0,2,0,0,0,839
3415,0,0,0,0,0,0,840
3416,1,0,14,0,0,0,840
3417,2,0,2,0,0,0,840
3418,3,0,16,117828,0,0,840
3423,0,0,0,0,0,0,842
3424,1,0,14,0,0,0,842
3425,2,0,2,0,0,0,842
3426,0,0,0,0,0,0,843
3427,1,0,14,0,0,0,843
3428,2,0,2,0,0,0,843
3429,0,0,0,0,0,0,844
3430,1,0,14,0,0,0,844
3431,2,0,2,0,0,0,844
3433,0,0,0,0,0,0,845
3434,1,0,14,0,0,0,845
3435,2,0,2,0,0,0,845
3437,0,0,16,232698,0,0,846
3438,1,0,16,194249,0,0,846
3439,0,0,0,0,0,0,847
3440,1,0,14,0,0,0,847
3441,2,0,2,0,0,0,847
3442,3,0,9,453109,0,0,847
3446,0,0,0,0,0,0,849
3447,1,0,14,0,0,0,849
3448,2,0,2,0,0,0,849
3449,0,0,0,0,0,0,850
3450,1,0,14,0,0,0,850
3451,2,0,2,0,0,0,850
3452,0,0,0,0,0,0,851
3453,1,0,14,0,0,0,851
3454,2,0,2,0,0,0,851
3455,3,0,15,34914,0,0,851
3460,0,0,0,0,0,0,853
3461,1,0,14,0,0,0,853
3462,2,0,2,0,0,0,853
3463,3,0,15,589,0,0,853
3464,4,0,16,238558,0,0,853
3470,2,0,0,0,0,0,846
3471,3,0,14,0,0,0,846
3472,4,0,2,0,0,0,846
3473,0,0,0,0,0,0,858
3474,1,0,14,0,0,0,858
3475,2,0,2,0,0,0,858
3476,3,0,54,391401,4,0,858
3797,0,0,0,0,0,0,967
3798,1,0,14,0,0,0,967
3799,2,0,2,0,0,0,967
3800,3,0,9,1218125,0,0,967
3801,4,0,54,344179,5,0,967
3802,0,0,0,0,0,0,968
3803,1,0,14,0,0,0,968
3804,2,0,2,0,0,0,968
3805,3,0,15,188389,0,0,968
3810,0,0,0,0,0,0,970
3811,1,0,14,0,0,0,970
3812,2,0,2,0,0,0,970
3813,3,0,11,3,10,0,970
3816,0,0,0,0,0,0,971
3817,1,0,14,0,0,0,971
3818,2,0,2,0,0,0,971
3819,0,0,0,0,0,0,972
3820,1,0,14,0,0,0,972
3821,2,0,2,0,0,0,972
3822,0,0,9,454015,0,0,973
3823,1,0,0,0,0,0,973
3824,2,0,14,0,0,0,973
3825,3,0,2,0,0,0,973
3826,4,0,54,344179,5,0,973
3827,0,0,0,0,0,0,974
3828,1,0,14,0,0,0,974
3829,2,0,2,0,0,0,974
3830,3,0,3,5,0,0,974
3831,0,0,0,0,0,0,975
3832,1,0,14,0,0,0,975
3833,2,0,2,0,0,0,975
3834,3,0,54,344179,5,0,975
3835,4,0,11,3,10,0,975
3836,0,0,0,0,0,0,976
3837,1,0,14,0,0,0,976
3838,2,0,2,0,0,0,976
3839,3,0,54,344179,5,0,976
3840,0,0,0,0,0,0,977
3841,1,0,14,0,0,0,977
3842,2,0,2,0,0,0,977
3843,3,0,54,344179,5,0,977
3844,0,0,0,0,0,0,978
3845,1,0,14,0,0,0,978
3846,2,0,2,0,0,0,978
3847,3,0,10,188389,0,0,978
3848,0,0,0,0,0,0,979
3849,1,0,14,0,0,0,979
3850,2,0,2,0,0,0,979
3851,3,0,12,3,10,0,979
3852,0,0,0,0,0,0,980
3853,1,0,14,0,0,0,980
3854,2,0,2,0,0,0,980
3856,0,0,0,0,0,0,981
3857,1,0,14,0,0,0,981
3858,2,0,2,0,0,0,981
3859,3,0,9,466469,0,0,981
3861,0,0,9,334196,0,0,982
3862,1,0,0,0,0,0,982
3863,2,0,14,0,0,0,982
3864,3,0,2,0,0,0,982
3865,0,0,9,445034,0,0,983
3866,1,0,0,0,0,0,983
3867,2,0,14,0,0,0,983
3868,3,0,2,0,0,0,983
3870,0,0,0,0,0,0,984
3871,1,0,14,0,0,0,984
3872,2,0,2,0,0,0,984
3874,0,0,0,0,0,0,985
3875,1,0,14,0,0,0,985
3876,2,0,2,0,0,0,985
3878,0,0,0,0,0,0,986
3879,1,0,14,0,0,0,986
3880,2,0,2,0,0,0,986
3881,0,0,0,0,0,0,987
3882,1,0,14,0,0,0,987
3883,2,0,2,0,0,0,987
4147,0,0,0,0,0,0,1062
4148,1,0,14,0,0,0,1062
4149,2,0,2,0,0,0,1062
4150,0,0,0,0,0,0,1063
4151,1,0,14,0,0,0,1063
4152,2,0,2,0,0,0,1063
4153,3,0,9,450404,0,0,1063
4154,0,0,0,0,0,0,1064
4155,1,0,14,0,0,0,1064
4156,2,0,2,0,0,0,1064
4157,0,0,0,0,0,0,1065
4158,1,0,14,0,0,0,1065
4159,2,0,2,0,0,0,1065
4160,3,0,15,335467,0,0,1065
4161,0,0,0,0,0,0,1066
4162,1,0,14,0,0,0,1066
4163,2,0,2,0,0,0,1066
4164,0,0,0,0,0,0,1067
4165,1,0,14,0,0,0,1067
4166,2,0,2,0,0,0,1067
4167,3,0,9,392507,0,0,1067
4168,0,0,0,0,0,0,1068
4169,1,0,14,0,0,0,1068
4170,2,0,2,0,0,0,1068
4172,0,0,0,0,0,0,1069
4173,1,0,14,0,0,0,1069
4174,2,0,2,0,0,0,1069
4509,0,0,0,0,0,0,1155
4510,1,0,14,0,0,0,1155
4511,2,0,2,0,0,0,1155
4512,3,0,11,3,10,0,1155
4513,0,0,0,0,0,0,1156
4514,1,0,14,0,0,0,1156
4515,2,0,2,0,0,0,1156
4516,0,0,0,0,0,0,1157
4517,1,0,14,0,0,0,1157
4518,2,0,2,0,0,0,1157
4519,0,0,0,0,0,0,1158
4520,1,0,14,0,0,0,1158
4521,2,0,2,0,0,0,1158
4522,0,0,0,0,0,0,1159
4523,1,0,14,0,0,0,1159
4524,2,0,2,0,0,0,1159
4525,3,0,10,228358,0,0,1159
4526,0,0,0,0,0,0,1160
4527,1,0,14,0,0,0,1160
4528,2,0,2,0,0,0,1160
4529,3,0,15,228358,0,0,1160
4530,0,0,0,0,0,0,1161
4531,1,0,14,0,0,0,1161
4532,2,0,2,0,0,0,1161
4533,3,0,10,228358,0,0,1161
4534,0,0,0,0,0,0,1162
4535,1,0,14,0,0,0,1162
4536,2,0,2,0,0,0,1162
4537,0,0,0,0,0,0,1163
4538,1,0,14,0,0,0,1163
4539,2,0,2,0,0,0,1163
4540,3,0,9,44544,0,0,1163
4541,0,0,0,0,0,0,1164
4542,1,0,14,0,0,0,1164
4543,2,0,2,0,0,0,1164
4544,3,0,10,228358,0,0,1164
4545,0,0,0,0,0,0,1165
4546,1,0,14,0,0,0,1165
4547,2,0,2,0,0,0,1165
4549,0,0,0,0,0,0,1166
4550,1,0,14,0,0,0,1166
4551,2,0,2,0,0,0,1166
4552,3,0,15,434765,0,0,1166
4554,0,0,0,0,0,0,1167
4555,1,0,14,0,0,0,1167
4556,2,0,2,0,0,0,1167
4557,3,0,9,441416,0,0,1167
4559,0,0,0,0,0,0,1168
4560,1,0,14,0,0,0,1168
4561,2,0,2,0,0,0,1168
4562,3,0,9,469172,0,0,1168
4564,0,0,0,0,0,0,1169
4565,1,0,14,0,0,0,1169
4566,2,0,2,0,0,0,1169
4567,0,0,3,6,0,0,1170
4569,1,0,16,188290,0,0,1170
4570,2,0,0,0,0,0,1170
4571,3,0,14,0,0,0,1170
4572,4,0,2,0,0,0,1170
4574,0,0,0,0,0,0,1171
4575,1,0,14,0,0,0,1171
4576,2,0,2,0,0,0,1171
4577,3,0,8,35,0,0,1171
4578,0,0,3,10,0,0,1172
4579,1,0,0,0,0,0,1172
4580,2,0,14,0,0,0,1172
4581,3,0,2,0,0,0,1172
4583,0,0,0,0,0,0,1173
4584,1,0,14,0,0,0,1173
4585,2,0,2,0,0,0,1173
4586,3,0,31,800,0,0,1173
4588,0,0,0,0,0,0,1174
4589,1,0,14,0,0,0,1174
4590,2,0,2,0,0,0,1174
4592,0,0,0,0,0,0,1175
4593,1,0,14,0,0,0,1175
4596,0,0,0,0,0,0,1176
4597,1,0,14,0,0,0,1176
4598,2,0,2,0,0,0,1176
4599,3,0,9,433899,0,0,1176
4601,0,0,0,0,0,0,1177
