ID,SrcAnimID,DstAnimID,ConditionalFlags,ParentAnimReplacementSetID
1569,91,732,0,220
1570,4,622,0,221
1571,5,622,0,221
1572,0,618,0,221
1573,4,119,0,222
1574,5,223,0,222
1575,0,120,0,222
1576,25,48,0,223
1577,0,48,0,223
1578,0,148,0,224
1580,148,0,0,224
1581,16,39,0,225
1582,143,622,0,221
1583,1,150,0,226
1584,1,148,0,227
1590,94,5,0,228
1591,1,150,0,229
1592,6,151,0,229
1593,42,40,0,230
1594,45,40,0,230
1595,41,40,0,230
1596,43,40,0,230
1597,44,40,0,230
1598,524,40,0,230
1599,530,40,0,230
1600,526,40,0,230
1601,25,48,0,231
1602,0,48,0,231
1603,135,193,0,231
1604,270,193,0,231
1605,272,193,0,231
1606,273,193,0,231
1607,524,193,0,231
1608,234,193,0,231
1609,372,193,0,231
1610,274,193,0,231
1612,322,193,0,231
1613,321,193,0,231
1614,135,193,0,232
1615,270,193,0,232
1616,272,193,0,232
1617,273,193,0,232
1618,524,193,0,232
1619,234,193,0,232
1620,372,193,0,232
1621,274,193,0,232
1622,322,193,0,232
1623,321,193,0,232
1624,107,54,0,233
1625,48,110,0,234
1626,91,484,0,235
1627,43,93,0,236
1628,44,92,0,236
1629,524,5,0,236
1630,526,4,0,236
1631,530,143,0,236
1632,1,15,0,237
1633,6,15,0,237
1634,8,15,0,237
1635,143,624,0,197
1636,8,0,0,238
1637,1,201,0,239
1638,6,202,0,239
1639,1,0,0,240
1640,1,0,0,241
1641,6,0,0,241
1642,0,213,0,242
1643,0,214,0,243
1644,42,4,0,244
1645,135,4,0,244
1646,4,126,0,245
1647,5,126,0,245
1648,143,126,0,245
1649,13,126,0,245
1650,40,126,0,245
1651,0,126,0,245
1652,4,620,0,197
1653,5,622,0,246
1654,38,638,0,246
1655,39,642,0,246
1656,37,640,0,246
1657,187,644,0,246
1658,143,624,0,246
1659,4,620,0,246
1660,0,618,0,246
1662,104,0,0,248
1663,69,636,0,249
1668,1,131,0,250
1670,12,193,0,219
1671,94,130,0,252
1672,143,5,0,253
1675,42,48,0,256
1676,135,0,0,256
1677,193,48,0,256
1678,5,193,0,256
1679,1,159,0,257
1680,37,130,0,258
1681,40,41,0,258
1682,39,181,0,258
1683,38,215,0,259
1684,0,25,0,260
1685,94,118,0,261
1686,0,69,0,262
1687,742,69,0,262
1688,94,130,0,263
1689,91,26,0,264
1690,18,58,0,265
1692,14,243,0,219
1693,190,193,0,219
1694,8,193,0,219
1695,135,193,0,219
1698,87,59,0,268
1699,38,4,0,269
1700,39,4,0,269
1701,187,4,0,269
1702,37,4,0,269
1703,25,52,0,270
1704,0,52,0,270
1705,135,193,0,270
1706,270,193,0,270
1707,272,193,0,270
1708,273,193,0,270
1709,524,193,0,270
1710,234,193,0,270
1711,372,193,0,270
1712,274,193,0,270
1713,322,193,0,270
1714,321,193,0,270
1716,127,202,0,271
1720,225,0,0,275
1721,17,482,0,276
1724,26,476,0,276
1725,1,131,0,277
1726,6,132,0,277
1727,193,40,0,278
1728,37,41,0,279
1729,40,41,0,279
1730,94,5,0,280
1731,5,143,0,281
1732,0,5,0,282
1733,4,153,0,283
1734,4,5,0,284
1735,4,154,0,285
1736,26,25,0,286
1737,37,38,0,287
1738,39,9,0,287
1739,38,4,0,287
1740,10,154,0,288
1741,0,5,0,288
1744,508,17,0,289
1745,510,87,0,289
1746,55,734,0,289
1747,117,59,0,268
1748,4,193,0,290
1749,13,193,0,290
1750,1,360,0,290
1751,6,361,0,290
1752,5,193,0,290
1753,93,193,0,290
1754,92,193,0,290
1755,97,146,0,291
1756,94,16,0,292
1757,0,25,0,293
1758,39,181,0,293
1759,4,119,0,294
1760,0,120,0,294
1761,42,193,0,295
1762,135,193,0,295
1763,271,193,0,295
1764,193,0,0,296
1765,39,115,0,297
1766,530,234,0,298
1767,524,234,0,298
1768,44,234,0,298
1769,43,234,0,298
1770,42,234,0,298
1771,464,193,0,299
1772,135,193,0,299
1774,458,193,0,299
1775,460,193,0,299
1776,5,143,0,300
1777,234,143,0,300
1778,135,143,0,300
1780,121,1,0,301
1781,0,158,0,302
1782,9,502,0,303
1783,225,20,0,301
1784,42,4,0,304
1785,135,4,0,304
1786,41,0,0,304
1787,229,0,0,304
1788,193,0,0,304
1789,225,14,0,289
1790,21,23,0,289
1791,512,23,0,289
1792,20,23,0,289
1793,514,26,0,289
1794,25,26,0,289
1795,90,89,0,289
1796,516,57,0,289
1797,118,57,0,289
1798,474,14,0,289
1825,0,48,0,305
1826,5,4,0,289
1827,5,153,0,306
1828,5,666,0,307
1830,5,666,0,308
1831,143,666,0,308
1832,40,648,20,309
1833,0,0,8,309
1834,0,618,20,309
1835,38,638,20,309
1836,39,116,32,309
1837,39,642,20,309
1838,187,644,20,309
1839,37,640,20,309
1840,5,622,20,309
1841,11,630,20,309
1842,12,632,20,309
1843,143,624,20,309
1844,4,620,20,309
1845,13,634,20,309
1846,17,16,0,309
1847,85,16,0,309
1848,18,16,0,309
1849,19,16,0,309
1850,86,16,0,309
1851,26,120,4,309
1852,27,120,4,309
1853,28,120,4,309
1854,26,25,0,309
1856,27,25,0,309
1857,28,25,0,309
1858,58,118,0,309
1859,174,17,0,309
1860,172,87,0,309
1861,39,464,0,310
1862,42,143,0,311
1863,135,143,0,311
1864,1,0,0,312
1865,18,510,0,313
1866,0,158,0,314
1868,158,0,0,314
1870,39,181,0,315
1871,16,10,0,316
1872,16,214,0,317
1873,127,224,0,318
1874,5,666,0,319
1875,143,666,0,319
1876,187,666,0,319
1882,4,143,0,320
1883,37,154,0,320
1885,40,143,0,320
1886,39,143,0,320
1887,13,143,0,320
1888,0,143,0,320
1889,0,25,0,321
1890,16,692,0,322
1891,117,692,0,322
1892,20,696,0,322
1893,25,698,0,322
1894,118,700,0,322
1895,53,722,0,322
1896,124,726,0,322
1897,125,728,0,322
1898,54,724,0,322
1899,672,692,0,322
1901,674,692,0,322
1903,171,118,0,309
1904,119,4,0,324
1905,223,5,0,324
1906,120,0,0,324
1907,732,0,0,324
1908,682,16,0,324
1909,684,16,0,324
1910,686,20,0,324
1911,688,25,0,324
1912,690,181,0,324
1913,692,16,0,324
1914,726,124,0,324
1915,728,125,0,324
1916,718,51,0,324
1917,720,52,0,324
1918,698,25,0,324
1919,722,53,0,324
1920,724,54,0,324
1921,672,16,0,324
1922,674,16,0,324
1923,774,17,0,324
1924,676,20,0,324
1925,678,25,0,324
1926,680,181,0,324
1927,670,213,0,324
1928,736,213,0,324
1929,666,5,0,324
1930,668,39,0,324
1931,664,37,0,324
1932,662,181,0,324
1933,716,124,0,324
1934,173,212,0,309
1935,37,41,0,325
1939,178,57,0,309
1940,176,126,0,309
1941,94,55,0,309
1942,170,88,0,309
1943,89,618,0,309
1980,16,19,0,330
1981,117,19,0,330
1982,466,201,0,331
1983,1,201,0,331
1984,468,202,0,331
1985,472,202,0,331
1986,6,202,0,331
1988,0,29,0,333
1991,38,41,0,336
1993,37,41,0,336
1994,1,201,0,337
1995,6,202,0,337
1996,0,115,69,338
1997,0,26,2,338
1998,37,38,0,339
1999,37,10,0,340
2000,4,5,0,341
2003,143,624,0,343
2005,25,28,0,330
2006,1,153,0,344
2007,0,158,0,345
2008,1,213,0,345
2010,1,148,0,346
2011,5,154,0,347
2012,143,154,0,347
2013,28,25,0,347
2014,4,154,0,347
2015,0,25,0,347
2025,0,28,2,348
2026,245,282,0,349
2027,229,0,0,350
2028,41,0,0,350
2029,193,0,0,350
2030,4,193,0,351
2031,5,213,0,352
2032,13,213,0,352
2033,5,624,0,343
2034,986,988,0,353
2035,980,988,0,353
2039,0,158,0,354
2040,1,159,0,354
2041,145,0,0,354
2042,0,158,0,355
2043,145,0,0,355
2044,1,159,0,355
2045,5,4,0,356
2046,38,193,0,356
2048,39,463,0,356
2049,37,193,0,356
2050,986,896,0,357
2055,26,28,0,358
2056,25,28,0,358
2057,0,28,0,358
2058,123,124,0,359
2064,986,860,0,361
2075,986,896,0,362
2082,986,940,0,363
2089,5,990,640,364
2090,1036,990,640,364
2091,39,181,0,365
2092,51,828,0,366
2093,53,830,0,366
2094,124,868,0,366
2095,52,862,0,366
2096,54,866,0,366
2097,125,866,0,366
2099,16,87,0,367
2102,18,19,0,368
2103,27,28,0,368
2104,17,87,0,367
2105,986,860,0,369
2112,51,828,0,370
2113,52,862,0,370
2114,53,830,0,371
2115,124,868,0,371
2116,54,866,0,371
2117,125,866,0,371
2118,986,860,0,372
2119,4,213,0,352
2120,143,213,0,352
2124,1,150,0,376
2125,6,151,0,376
2126,0,702,0,377
2127,38,702,0,378
2128,39,114,0,378
2129,1,148,0,379
2130,6,149,0,379
2131,5,524,0,380
2132,143,530,0,380
2133,16,9,0,381
2134,25,51,0,382
2135,254,280,0,382
2136,0,48,0,383
2137,27,30,8,384
2138,18,22,0,384
2140,58,24,0,384
2141,40,648,0,385
2142,0,618,0,385
2143,38,638,0,385
2144,39,642,0,385
2145,187,644,0,385
2146,37,640,0,385
2147,5,622,0,385
2148,11,630,0,385
2149,12,632,0,385
2150,94,636,0,385
2151,143,624,0,385
2152,4,620,0,385
2153,13,634,0,385
2154,57,824,0,447
2155,58,810,0,443
2156,1082,852,0,444
2157,812,58,0,445
2158,58,826,0,446
2159,812,58,0,448
2160,812,58,0,449
2161,1082,852,0,450
2163,812,58,0,452
2164,1080,58,0,453
2165,1080,58,0,454
2166,1082,852,0,455
2167,1082,852,0,456
2168,812,58,0,457
2169,58,812,0,458
2170,812,58,0,459
2171,812,58,0,460
2172,1102,822,0,461
2173,1082,854,0,462
2174,58,812,0,463
2175,812,58,0,464
2177,58,812,0,466
2178,19,18,168,467
2179,812,58,0,468
2180,1082,852,0,465
2189,1102,822,0,455
2191,1102,822,0,456
2201,58,812,0,451
2203,1082,852,0,452
2205,1082,852,0,453
2209,1082,852,0,457
2225,812,58,0,467
2227,1082,852,0,468
2230,1082,852,0,448
2233,5,4,0,381
2234,93,4,0,381
2235,92,4,0,381
2236,143,4,0,381
2237,1036,187,64,364
2238,37,1054,0,364
2239,37,1006,0,470
2240,38,856,0,470
2241,39,858,0,470
2243,17,1014,0,471
2244,87,1018,0,471
2245,16,17,0,472
2246,510,87,0,472
2247,117,87,0,472
2248,508,17,0,472
2249,25,26,0,472
2250,514,26,0,472
2251,254,255,0,472
2252,515,255,0,472
2255,0,604,0,474
2256,4,592,0,474
2257,11,596,0,474
2258,12,598,0,474
2259,60,778,0,474
2260,67,780,0,474
2261,0,28,0,475
2262,0,28,2,476
2264,1066,962,0,477
2267,1066,962,0,478
2270,1066,968,0,479
2273,1066,962,0,480
2276,1066,962,0,481
2279,1066,964,0,482
2280,1066,964,0,483
2281,1066,966,0,484
2284,962,964,0,483
2285,87,88,0,483
2287,968,964,0,482
2288,966,964,0,482
2289,962,964,0,482
2291,1066,964,0,485
2292,968,964,0,485
2293,962,964,0,485
2294,1066,962,0,486
2297,962,966,0,487
2298,964,966,0,487
2299,968,966,0,487
2300,1066,1078,0,488
2301,1066,962,0,489
2304,9,28,2,476
2306,87,59,0,488
2307,88,59,0,488
2308,88,87,0,482
2309,87,510,0,485
2310,88,510,0,485
2313,117,59,0,488
2315,0,26,0,490
2316,17,1014,0,487
2317,87,1018,0,487
2318,38,9,0,491
2319,87,17,0,492
2320,40,1040,0,493
2321,127,145,0,494
2322,1,146,0,494
2323,6,159,0,494
2325,245,16,0,495
2326,143,1040,0,496
2327,40,1040,0,496
2328,1082,852,0,443
2330,57,824,0,464
2331,1082,852,0,463
2332,812,58,0,447
2333,57,824,0,460
2334,57,824,0,459
2335,1102,822,0,444
2336,1082,854,0,446
2337,57,824,0,445
2340,1,96,0,497
2341,6,97,0,497
2342,5,223,512,498
2343,4,119,512,498
2344,0,120,512,498
2348,4,119,0,499
2349,5,223,0,499
2350,143,223,0,499
2351,187,119,0,499
2352,40,1040,0,500
2353,0,149,0,501
2354,1,146,0,501
2355,145,148,0,501
2356,6,147,0,501
2357,463,193,0,502
2358,135,193,0,502
2359,271,193,0,502
2360,0,25,0,503
2361,45,193,0,504
2362,41,193,0,504
2363,524,193,0,504
2364,526,193,0,504
2365,42,193,0,504
2366,5,193,0,504
2367,4,193,0,504
2368,143,193,0,504
2369,200,193,0,504
2370,39,193,0,504
2371,187,193,0,504
2372,40,193,0,504
2373,135,193,0,504
2375,990,1040,0,496
2376,1012,1040,0,496
2385,0,215,0,505
2386,0,158,0,506
2387,145,0,0,506
2388,1,159,0,506
2389,0,158,0,507
2390,145,0,0,507
2391,1,159,0,507
2392,127,0,0,507
2393,26,27,65,508
2394,26,110,65,509
2395,26,28,65,510
2396,26,25,65,511
2397,224,146,0,512
2398,1,148,0,512
2399,6,149,0,512
2400,145,146,0,512
2401,43,193,0,513
2402,44,193,0,513
2403,524,193,0,513
2404,526,193,0,513
2405,530,193,0,513
2406,26,109,65,514
2407,0,1076,512,515
2408,5,1076,512,515
2411,0,158,0,518
2412,1,159,0,518
2414,4,193,0,519
2415,135,193,0,519
2416,1082,852,0,466
2417,57,824,0,458
2419,0,193,0,521
2420,5,193,0,521
2421,4,193,0,521
2422,143,193,0,521
2444,229,0,0,528
2445,42,193,0,529
2446,135,193,0,529
2447,271,193,0,529
2448,542,193,0,529
2449,193,40,0,530
2450,5,0,0,531
2451,143,0,0,531
2452,213,153,0,532
2453,135,4,0,533
2454,41,0,0,533
2455,270,0,0,533
2456,38,5,0,534
2457,37,5,0,534
2458,39,5,0,534
2459,187,5,0,534
2460,19,17,2,535
2461,19,16,2,535
2462,19,19,2,535
2463,0,25,0,536
2464,5,1040,0,496
2465,1082,852,0,449
2466,0,28,0,537
2469,0,25,0,538
2470,6,154,0,539
2471,1,154,0,539
2472,135,41,0,540
2473,40,41,0,541
2474,193,0,0,533
2475,5,42,0,542
2476,458,459,0,543
2479,1082,852,0,447
2486,1082,852,0,464
2491,1082,854,0,445
2493,1082,852,0,451
2496,1082,852,0,454
2498,1082,852,0,458
2501,1082,852,0,459
2502,1082,852,0,460
2503,0,111,0,544
2504,4,213,0,545
2505,229,40,0,546
2506,0,40,0,546
2508,0,97,0,547
2509,4,119,0,547
2510,5,223,0,547
2511,5,229,0,548
2512,4,229,0,548
2513,143,229,0,548
2514,218,217,0,549
2515,0,42,0,550
2517,0,100,1,551
2518,16,19,0,552
2519,27,28,0,553
2520,18,19,0,553
2524,986,874,0,554
2525,1098,514,0,484
2526,1096,508,0,484
2528,1098,29,0,479
2529,1096,46,0,479
2530,1100,508,0,479
2531,1098,836,0,480
2532,1096,840,0,480
2533,1100,510,0,480
2534,1098,48,0,486
2535,1096,49,0,486
2536,1100,510,0,486
2537,1098,26,0,481
2538,1096,85,0,481
2539,1098,26,0,477
2540,1096,17,0,477
2541,1100,88,0,483
2542,510,59,0,488
2543,1100,59,0,488
2544,1100,87,0,482
2545,1100,510,0,485
2546,1098,27,0,478
2547,1096,18,0,478
2548,1100,510,0,478
2549,1098,28,0,489
2550,1096,19,0,489
2551,1100,510,0,489
2552,1098,1026,0,487
2553,1096,1014,0,487
2554,1100,1018,0,487
2561,980,940,0,363
2562,980,896,0,362
2563,980,860,0,369
2564,980,860,0,372
2565,980,860,0,361
2566,980,896,0,357
2568,0,874,0,554
2569,25,874,0,554
2570,13,874,0,554
2571,11,874,0,554
2572,12,874,0,554
2573,51,876,0,554
2574,52,876,0,554
2575,39,874,0,554
2576,187,874,0,554
2577,38,5,0,555
2578,37,5,0,555
2579,39,5,0,555
2580,187,5,0,555
2581,38,5,0,556
2582,37,5,0,556
2583,39,5,0,556
2584,187,5,0,556
2585,40,5,0,556
2586,532,193,0,557
2587,536,193,0,557
2588,538,193,0,557
2589,544,193,0,557
2590,542,135,0,557
2591,546,193,0,557
2592,22,23,0,558
2593,27,28,0,558
2594,18,19,0,558
2595,251,252,0,558
2596,256,257,0,558
2597,247,248,0,558
2598,245,16,128,559
2599,1,150,0,560
2600,17,1014,0,561
2601,87,1018,0,561
2602,508,1014,0,561
2603,510,1018,0,561
2604,514,1026,0,561
2605,26,1026,0,561
2606,5,990,0,561
2607,143,1012,0,561
2608,5,874,0,554
2609,980,874,0,554
2610,114,115,0,562
2611,74,55,0,562
2612,14,215,0,562
2614,73,221,0,562
2615,67,220,0,562
2616,0,147,0,563
2617,9,26,0,562
2618,10,26,0,562
2619,1002,181,0,536
2620,548,135,0,562
2621,556,135,0,562
2622,552,135,0,562
2623,554,135,0,562
2624,550,193,0,562
2625,16,17,0,562
2626,814,181,0,536
2627,123,0,0,564
2628,50,84,0,564
2629,188,84,0,564
2630,189,0,0,564
2632,0,229,0,565
2633,988,874,0,554
2634,53,882,0,554
2636,124,890,0,554
2637,868,882,0,554
2638,16,87,8,566
2639,1002,734,0,567
2640,814,181,0,567
2641,27,476,0,568
2642,18,482,0,568
2644,1086,476,0,568
2645,508,16,0,569
2646,510,117,0,569
2647,0,229,0,570
2648,4,233,0,570
2649,5,234,0,570
2650,93,322,0,570
2651,92,321,0,570
2652,13,242,0,570
2653,190,419,0,570
2654,38,5,0,571
2655,37,5,0,571
2656,39,0,0,571
2657,187,5,0,571
2658,40,5,0,571
2659,40,38,0,572
2660,17,19,0,573
2661,126,17,0,574
2662,38,193,0,575
2663,0,443,0,576
2664,124,444,0,576
2665,125,445,0,576
2666,51,446,0,576
2667,52,447,0,576
2668,53,448,0,576
2669,54,449,0,576
2676,25,26,0,583
2677,16,17,0,583
2678,1,153,0,584
2679,1,153,0,585
2680,0,148,0,585
2682,1,153,0,586
2683,127,0,0,586
2684,0,158,0,587
2685,1,159,0,587
2686,0,5,0,588
2688,1102,822,0,447
2689,1102,824,0,464
2690,1082,852,0,467
2691,1102,824,0,445
2692,1102,824,0,458
2693,1102,824,0,459
2694,1102,824,0,460
2695,0,163,0,589
2696,135,163,0,589
2697,143,4,0,590
2698,5,4,0,590
2699,38,4,0,590
2700,39,4,0,590
2701,187,4,0,590
2702,37,4,0,590
2703,93,4,0,590
2704,92,4,0,590
2705,0,14,0,593
2706,0,158,0,594
2707,1,159,0,594
2716,0,194,0,612
2717,0,474,0,613
2756,1098,25,0,618
2757,1096,16,0,618
2758,1100,117,0,618
2763,1126,21,0,477
2764,1126,22,0,478
2765,1126,22,0,479
2766,1126,21,0,480
2767,1126,21,0,481
2768,22,21,0,482
2769,22,21,0,483
2770,23,21,0,482
2771,512,22,0,482
2772,20,22,0,482
2773,23,21,0,483
2774,512,22,0,483
2775,20,22,0,483
2776,1126,512,0,484
2777,22,21,0,485
2778,23,21,0,485
2779,1126,21,0,486
2780,1126,1068,0,487
2781,22,21,0,488
2782,23,21,0,488
2783,1126,23,0,489
2784,512,24,0,488
2785,20,24,0,488
2786,1,6,0,621
2787,466,6,0,621
2788,467,6,0,621
2789,13,534,0,622
2790,0,532,0,622
2791,93,536,0,622
2792,92,538,0,622
2793,4,544,0,622
2794,5,540,0,622
2795,21,1134,0,623
2796,57,1136,0,623
2805,0,27,0,626
2808,130,94,0,629
2809,1096,16,0,630
2812,245,16,0,630
2813,442,213,0,631
2820,0,225,0,632
2822,0,216,0,633
2823,0,548,0,635
2824,5,556,0,635
2825,93,552,0,635
2826,92,554,0,635
2827,13,562,0,635
2828,1096,245,0,635
2829,1098,254,0,635
2830,54,283,0,635
2831,14,243,0,635
2835,193,422,0,635
2836,127,148,0,636
2837,1,146,0,636
2838,6,147,0,636
2840,145,219,0,638
2841,229,220,0,638
2842,201,221,0,638
2843,127,219,0,638
2844,1,221,0,638
2845,532,220,0,638
2847,58,826,0,444
2848,223,119,0,639
2851,119,135,0,640
2852,120,229,0,640
2853,223,234,0,640
2854,1102,822,0,467
2855,1282,109,0,479
2856,1282,110,0,486
2857,1282,842,0,480
2859,119,526,1,641
2860,120,0,1,641
2861,223,526,1,641
2862,0,193,2,642
2864,87,1132,0,623
2865,17,1130,0,623
2866,26,1128,0,623
2867,5,0,0,643
2868,118,16,0,644
2876,0,214,1,645
2877,1102,822,0,443
2879,1082,852,0,461
2880,1102,822,0,448
2883,1102,822,0,449
2884,1102,822,0,468
2886,0,1154,0,647
2887,4,1160,0,647
2888,13,1162,0,647
2889,11,1156,0,647
2890,12,1158,0,647
2891,145,148,0,648
2892,0,149,0,648
2893,1,150,0,648
2894,4,1150,0,649
2895,4,1284,0,650
2896,0,918,0,651
2897,26,918,0,651
2898,27,918,0,651
2899,0,896,0,652
2900,26,896,0,652
2901,27,896,0,652
2902,0,940,0,653
2903,26,940,0,653
2904,27,940,0,653
2905,0,860,0,654
2906,26,860,0,654
2907,27,860,0,654
2908,0,988,0,655
2909,26,988,0,655
2910,27,988,0,655
2911,0,874,0,656
2912,26,874,0,656
2913,27,874,0,656
2914,0,1210,0,650
2916,4,1216,0,658
2917,0,1214,0,658
2918,5,1218,0,658
2919,0,29,0,659
2920,514,29,0,659
2921,508,46,0,659
2922,117,29,0,659
2923,0,1,0,660
2924,110,580,0,661
2925,106,578,0,661
2926,49,582,0,661
2927,48,576,0,661
2930,4,1150,0,662
2931,0,1208,0,662
2932,4,1150,0,663
2933,0,1212,0,663
2936,0,1276,65,665
2937,0,1274,65,666
2938,0,1286,65,667
2939,4,1286,65,667
2940,0,1210,65,668
2941,4,1284,65,668
2942,4,1216,0,669
2943,5,1216,0,669
2944,4,526,0,670
2945,5,524,0,670
2946,0,1154,0,671
2947,4,1160,0,671
2948,13,1162,0,671
2949,11,1156,0,671
2950,12,1158,0,671
2951,5,1160,0,671
2952,9,1164,0,671
2954,532,0,0,672
2955,41,0,0,672
