ID,Name,RaceID,Sex,NameType
118,Firebrand,4,0,0
119,Flameseeker,4,0,0
120,Gholbine,4,0,0
121,Hellbourne,4,0,0
122,Larodar,4,0,0
123,Malorne,4,0,0
124,Dagda,4,0,0
125,Darkweaver,4,0,0
126,Bandalar,4,0,0
127,Bloodwrath,4,0,0
128,Califax,4,0,0
129,Centrius,4,0,0
130,Anubris,4,0,0
131,Ashroot,4,0,0
132,Dazlith,4,0,0
133,Nandieb,4,0,0
134,Stormrage,4,0,0
135,Malfurion,4,0,0
136,Illidan,4,0,0
137,Terrorblade,4,0,0
138,Thornhand,4,0,0
139,Kardol,4,0,0
140,Treeguard,4,0,0
141,Dezarden,4,0,0
142,Stareye,4,0,0
143,Desdel,4,0,0
144,Staghelm,4,0,0
145,Ferun,4,0,0
146,Ravencrest,4,0,0
147,Oakshield,4,0,0
148,Marden,4,0,0
149,Oghma,4,0,0
150,Ragerunner,4,0,0
151,Wrathbringer,4,0,0
152,Shadowsong,4,0,0
153,Sindweller,4,0,0
154,Lara,7,1,0
155,Ped,7,1,0
157,Gidget,7,1,0
158,Sandy,7,1,0
159,Selma,7,1,0
160,Faye,7,1,0
161,Donna,7,1,0
162,Nellie,7,1,0
163,Sandra,7,1,0
164,Margie,7,1,0
165,Penelope,7,1,0
166,Dora,7,1,0
167,Jenny,7,1,0
168,Squeak,7,1,0
169,Pip,7,1,0
170,Buns,7,1,0
171,Happy,7,1,0
172,Pepper,7,1,0
174,Madge,7,1,0
175,Ben,7,0,0
176,Lor,7,0,0
177,Kevin,7,0,0
178,Andy,7,0,0
179,Parg,7,0,0
180,Blayne,7,0,0
181,Fred,7,0,0
182,Phil,7,0,0
183,Tink,7,0,0
184,Grubber,7,0,0
185,Flange,7,0,0
186,Rocket,7,0,0
187,Driver,7,0,0
188,Torque,7,0,0
189,Wrench,7,0,0
190,Gasket,7,0,0
191,Screwdinger,7,0,0
192,Socket,7,0,0
193,Flathead,7,0,0
194,Hammer,7,0,0
195,Agamand,1,0,0
196,Andromath,1,0,0
197,Antonidas,1,0,0
198,Fordred,1,0,0
199,Nielas,1,0,0
200,Nielas,1,0,0
201,Arius,1,0,0
202,Arugal,1,0,0
203,Sten,1,0,0
204,Ballador,1,0,0
205,Barthilas,1,0,0
206,Aedelas,1,0,0
207,Conjurus,1,0,0
208,Rex,1,0,0
209,Danath,1,0,0
210,Saidin,1,0,0
211,Dalar,1,0,0
212,Alonsus,1,0,0
213,Tenn,1,0,0
214,Tirion,1,0,0
215,Taelan,1,0,0
216,Gavinrad,1,0,0
217,Granis,1,0,0
218,Genn,1,0,0
219,Nandis,1,0,0
220,Geros,1,0,0
221,Jorn,1,0,0
222,Khadgar,1,0,0
223,Landazar,1,0,0
224,Shal,1,0,0
225,Anduin,1,0,0
226,Doril,1,0,0
227,Marn,1,0,0
228,Malak,1,0,0
229,Manadar,1,0,0
230,Medivh,1,0,0
231,Arthas,1,0,0
232,Terenas,1,0,0
233,Morlune,1,0,0
234,Moroes,1,0,0
235,Daelin,1,0,0
236,Rhonin,1,0,0
237,Sage,1,0,0
238,Duncan,1,0,0
239,Manos,1,0,0
240,Peril,1,0,0
241,Aran,1,0,0
242,Thoras,1,0,0
243,Turalyon,1,0,0
244,Uther,1,0,0
245,Varien,1,0,0
246,Llane,1,0,0
247,Zann,1,0,0
248,Draka,2,1,0
249,Garona,2,1,0
250,Nekra,2,1,0
251,Gara,2,1,0
252,Theg,2,1,0
253,Markas,2,1,0
254,Sendra,2,1,0
255,Sergra,2,1,0
256,Gaine,2,1,0
257,Dala,2,1,0
258,Morisha,2,1,0
259,Galvania,2,1,0
260,Titania,2,1,0
261,Jenka,2,1,0
262,Ragos,2,1,0
263,Mirsha,2,1,0
264,Misha,2,1,0
265,Korvis,2,1,0
266,Mandiss,2,1,0
267,Germana,2,1,0
268,Akinos,2,0,0
269,Arashicage,2,0,0
270,Baelgun,2,0,0
271,Bale,2,0,0
272,Blackhand,2,0,0
273,Kargath,2,0,0
274,Broxxigar,2,0,0
275,Chogall,2,0,0
276,Clawhand,2,0,0
277,Magis,2,0,0
278,Kazil,2,0,0
279,Daisho,2,0,0
280,Kilrogg,2,0,0
281,Dentarg,2,0,0
282,Orgrim,2,0,0
283,Doomroar,2,0,0
284,Naz,2,0,0
285,Drekthar,2,0,0
286,Durotan,2,0,0
287,Eitrigg,2,0,0
288,Fenrisar,2,0,0
289,Fenris,2,0,0
290,Foerend,2,0,0
291,Gathras,2,0,0
292,Gardal,2,0,0
293,Gorr,2,0,0
294,Guldan,2,0,0
295,Negal,2,0,0
296,Grom,2,0,0
297,Irontusk,2,0,0
298,Kajind,2,0,0
299,Kalthar,2,0,0
300,Kazragore,2,0,0
301,Kigami,2,0,0
302,Maim,2,0,0
303,Mazuru,2,0,0
304,Mikasa,2,0,0
305,Nazgrel,2,0,0
306,Nikoro,2,0,0
307,Zess,2,0,0
308,Rend,2,0,0
309,Rexxar,2,0,0
310,Samuro,2,0,0
311,Nekros,2,0,0
312,Tagar,2,0,0
313,Thrall,2,0,0
314,Thundrax,2,0,0
315,Tojara,2,0,0
316,Uglaz,2,0,0
317,Kag,2,0,0
318,Warmaul,2,0,0
319,Borr,2,0,0
320,Pand,2,0,0
321,Kagar,2,0,0
322,Wolfsong,2,0,0
323,Morg,2,0,0
324,Yozshura,2,0,0
325,Zuluhed,2,0,0
326,Zargil,2,0,0
327,Moga,6,1,0
328,Misha,6,1,0
329,Barada,6,1,0
330,Braga,6,1,0
331,Paila,6,1,0
332,Rosha,6,1,0
333,Buldress,6,1,0
334,Amaya,6,1,0
335,Amber,6,1,0
336,Steress,6,1,0
337,Jinga,6,1,0
338,Bandwe,6,1,0
339,Porash,6,1,0
340,Ishne,6,1,0
341,Daldieb,6,1,0
342,Bogorah,6,1,0
343,Padwar,6,1,0
344,Loraine,6,1,0
345,Fawnee,6,1,0
346,Mara,6,1,0
347,Cairne,6,0,0
348,Grok,6,0,0
349,Tigor,6,0,0
350,Kam,6,0,0
351,Durn,6,0,0
352,Malar,6,0,0
353,Taur,6,0,0
354,Kel,6,0,0
355,Mull,6,0,0
356,Marn,6,0,0
357,Tam,6,0,0
358,Mokos,6,0,0
359,Apach,6,0,0
360,Grumm,6,0,0
361,Forgren,6,0,0
362,Malgren,6,0,0
363,Dornek,6,0,0
364,Bandal,6,0,0
365,Karass,6,0,0
366,Mesha,6,0,0
367,Baine,6,0,0
368,Zora,8,1,0
369,Zuel,8,1,0
370,Malia,8,1,0
371,Rainda,8,1,0
372,Parax,8,1,0
373,Mandi,8,1,0
374,Clypsa,8,1,0
375,Cassiopea,8,1,0
376,Hectae,8,1,0
377,Zurah,8,1,0
378,Debria,8,1,0
379,Jezpala,8,1,0
380,Mariz,8,1,0
381,Khandia,8,1,0
382,Branda,8,1,0
383,Lortunda,8,1,0
384,Zumwa,8,1,0
385,Zeeria,8,1,0
386,Daylis,8,1,0
387,Alar,8,0,0
388,Heartkiller,8,0,0
389,MalJin,8,0,0
390,ZulAraj,8,0,0
391,ZebGoro,8,0,0
392,Zuljin,8,0,0
393,ZulSorah,8,0,0
394,Zul,8,0,0
395,Tazzdingo,8,0,0
396,Rathalas,8,0,0
397,Zing,8,0,0
398,Tazz,8,0,0
399,Zingiss,8,0,0
400,Tobah,8,0,0
401,Dessak,8,0,0
402,Gishah,8,0,0
403,Zebrah,8,0,0
404,Nezzak,8,0,0
405,Zero,8,0,0
406,Bishina,8,0,0
407,Reave,8,0,0
408,Janice,5,1,0
409,Morganna,5,1,0
410,Melanie,5,1,0
411,Janice,5,1,0
412,Gertrude,5,1,0
413,Scylla,5,1,0
414,Maleficent,5,1,0
415,Andora,5,1,0
416,Selevis,5,1,0
417,Alexandra,5,1,0
418,Katherine,5,1,0
419,Mary,5,1,0
420,Joan,5,1,0
421,Sersi,5,1,0
422,Valeria,5,1,0
423,Sanguinia,5,1,0
424,Serena,5,1,0
425,Kathris,5,1,0
426,Jada,5,1,0
427,Jamalah,5,1,0
428,Nord,5,1,0
429,Thalissia,5,1,0
430,Calis,5,0,0
431,ChoNammoth,5,0,0
432,Coldreaver,5,0,0
433,Corpsemonger,5,0,0
434,Defacarr,5,0,0
435,Din,5,0,0
436,Kalinaj,5,0,0
437,KelThuzad,5,0,0
438,Miasmus,5,0,0
439,Morbent,5,0,0
440,Nerzhul,5,0,0
441,Ordin,5,0,0
442,Putridius,5,0,0
443,Rage,5,0,0
444,Rak,5,0,0
445,Ras,5,0,0
446,Ras,5,0,0
447,Rotgut,5,0,0
448,Teron,5,0,0
449,Venim,5,0,0
450,Aegwynn,1,1,0
451,Taretha,1,1,0
452,Calia,1,1,0
454,Maevis,1,1,0
455,Alexis,1,1,0
456,Ariandra,1,1,0
457,Kassandra,1,1,0
458,Wilhelmina,1,1,0
459,Gloriana,1,1,0
460,Sarah,1,1,0
461,Samantha,1,1,0
462,Kitiara,1,1,0
463,April,1,1,0
464,Jorune,1,1,0
465,Brunhilde,1,1,0
466,Sithaya,1,1,0
467,Andra,1,1,0
468,Amora,1,1,0
469,Dierdre,1,1,0
470,Sandris,1,1,0
1026,Aibhlin,3,1,0
1027,Aideen,3,1,0
1028,Aigneis,3,1,0
1029,Ailbhe,3,1,0
1030,Ailis,3,1,0
1031,Aimil,3,1,0
1032,Aine,3,1,0
1033,Airleas,3,1,0
1034,Aislinn,3,1,0
1035,Aoibheann,3,1,0
1036,Aoife,3,1,0
1037,Aselman,3,1,0
1038,Barabell,3,1,0
1039,Bebhinn,3,1,0
1040,Beitris,3,1,0
1041,Bevin,3,1,0
1042,Brenna,3,1,0
1043,Bridie,3,1,0
1044,Bronagh,3,1,0
1045,Carling,3,1,0
1046,Casidhe,3,1,0
1047,Catriona,3,1,0
1048,Ciara,3,1,0
1049,Cliodhna,3,1,0
1050,Danann,3,1,0
1051,Doireann,3,1,0
1052,Doreen,3,1,0
1053,Eanna,3,1,0
1054,Eithne,3,1,0
1055,Erlina,3,1,0
1056,Fidelma,3,1,0
1057,Franna,3,1,0
1058,Ghleanna,3,1,0
1059,Glennis,3,1,0
1060,Glynis,3,1,0
1061,Ita,3,1,0
1062,Keely,3,1,0
1063,Leitis,3,1,0
1064,Lesley,3,1,0
1065,Maeve,3,1,0
1066,Mairi,3,1,0
1067,Morag,3,1,0
1068,Muirinn,3,1,0
1069,Niamh,3,1,0
1070,Nuala,3,1,0
1071,Nuallan,3,1,0
1072,Onora,3,1,0
1073,Orla,3,1,0
1074,Peigi,3,1,0
1075,Rathnait,3,1,0
1076,Ros,3,1,0
1077,Saibh,3,1,0
1078,Saoirse,3,1,0
1079,Seana,3,1,0
1080,Sheila,3,1,0
1081,Siofra,3,1,0
1082,Siusan,3,1,0
1083,Sive,3,1,0
1084,Sorcha,3,1,0
1085,Treasa,3,1,0
1086,Adair,3,0,0
1087,Ahearn,3,0,0
1088,Alroy,3,0,0
1089,Angus,3,0,0
1090,Argyll,3,0,0
1091,Arlen,3,0,0
1092,Baird,3,0,0
1093,Balfour,3,0,0
1094,Beagan,3,0,0
1095,Brae,3,0,0
1096,Brom,3,0,0
1097,Cailen,3,0,0
1098,Camden,3,0,0
1099,Cathal,3,0,0
1100,Colm,3,0,0
1101,Cormac,3,0,0
1102,Damian,3,0,0
1103,Darragh,3,0,0
1104,Dempsey,3,0,0
1105,Dermot,3,0,0
1106,Donagh,3,0,0
1107,Donoghue,3,0,0
1108,Dunstan,3,0,0
1109,Eamonn,3,0,0
1110,Edan,3,0,0
1111,Eoghan,3,0,0
1112,Ewan,3,0,0
1113,Fagin,3,0,0
1114,Finbar,3,0,0
1115,Fionn,3,0,0
1116,Flann,3,0,0
1117,Flannan,3,0,0
1118,Galloway,3,0,0
1119,Glyndon,3,0,0
1120,Hagen,3,0,0
1121,Jarlath,3,0,0
1122,Jaryn,3,0,0
1123,Keefe,3,0,0
1124,Keenan,3,0,0
1125,Kieran,3,0,0
1126,Kincaid,3,0,0
1127,Lochlainn,3,0,0
1128,Lorcan,3,0,0
1129,Loughlin,3,0,0
1130,Mackay,3,0,0
1131,Mannix,3,0,0
1132,Milo,3,0,0
1133,Moray,3,0,0
1134,Nessan,3,0,0
1135,Nolan,3,0,0
1136,Oran,3,0,0
1137,Padraic,3,0,0
1138,Rafferty,3,0,0
1139,Rory,3,0,0
1140,Ross,3,0,0
1141,Ruairc,3,0,0
1142,Tadhg,3,0,0
1143,Tiernan,3,0,0
1144,Turlough,3,0,0
1145,Ultan,3,0,0
1146,Abby,7,1,0
1147,Ada,7,1,0
1148,Aggy,7,1,0
1149,Ali,7,1,0
1150,Amy,7,1,0
1151,Ashley,7,1,0
1152,Augie,7,1,0
1153,Babs,7,1,0
1154,Beb,7,1,0
1155,Bell,7,1,0
1156,Bree,7,1,0
1157,Carol,7,1,0
1158,Cathy,7,1,0
1159,Cindy,7,1,0
1160,Clem,7,1,0
1161,Clo,7,1,0
1162,Connie,7,1,0
1163,Cordy,7,1,0
1164,Cris,7,1,0
1165,Daph,7,1,0
1166,Denise,7,1,0
1167,Dicey,7,1,0
1168,Dodie,7,1,0
1169,Ellen,7,1,0
1170,Emily,7,1,0
1171,Erin,7,1,0
1172,Etty,7,1,0
1173,Eva,7,1,0
1174,Frances,7,1,0
1175,Gail,7,1,0
1176,Ibby,7,1,0
1177,Janet,7,1,0
1178,Jean,7,1,0
1179,Jill,7,1,0
1180,Judy,7,1,0
1181,Kimmy,7,1,0
1182,Kip,7,1,0
1183,Kit,7,1,0
1184,Lexi,7,1,0
1185,Lori,7,1,0
1186,Lottie,7,1,0
1187,Lucy,7,1,0
1188,Maria,7,1,0
1189,Meg,7,1,0
1190,Milly,7,1,0
1191,Nancy,7,1,0
1192,Nettie,7,1,0
1193,Polly,7,1,0
1194,Rilly,7,1,0
1195,Rita,7,1,0
1196,Sally,7,1,0
1197,Sherry,7,1,0
1198,Shirley,7,1,0
1199,Silla,7,1,0
1200,Tibby,7,1,0
1201,Tick,7,1,0
1202,Trina,7,1,0
1203,Trixie,7,1,0
1204,Trudy,7,1,0
1205,Wanda,7,1,0
1206,Wendy,7,1,0
1207,Abner,7,0,0
1208,Addison,7,0,0
1209,Addle,7,0,0
1210,Ado,7,0,0
1211,Albert,7,0,0
1212,Alfie,7,0,0
1213,Bart,7,0,0
1214,Basillus,7,0,0
1215,Boetius,7,0,0
1216,Cal,7,0,0
1217,Chester,7,0,0
1218,Chet,7,0,0
1219,Cleatus,7,0,0
1220,Corky,7,0,0
1221,Delbert,7,0,0
1222,Denzil,7,0,0
1223,Donald,7,0,0
1224,Dunk,7,0,0
1225,Edwin,7,0,0
1226,Gimix,7,0,0
1227,Gus,7,0,0
1228,Hamilton,7,0,0
1229,Henry,7,0,0
1230,Herbert,7,0,0
1231,Iggy,7,0,0
1232,Ike,7,0,0
1233,Jarvis,7,0,0
1234,Jatsz,7,0,0
1235,Jayhugh,7,0,0
1236,Kelly,7,0,0
1237,Lem,7,0,0
1238,Leon,7,0,0
1239,Leonard,7,0,0
1240,Levi,7,0,0
1241,Lonzo,7,0,0
1242,Lum,7,0,0
1243,Manny,7,0,0
1244,Marvin,7,0,0
1245,Mickle,7,0,0
1246,Monty,7,0,0
1247,Mortimer,7,0,0
1248,Neville,7,0,0
1249,Norbert,7,0,0
1250,Oscar,7,0,0
1251,Pierce,7,0,0
1252,Ronald,7,0,0
1253,Rudy,7,0,0
1254,Scooter,7,0,0
1255,Seymour,7,0,0
1256,Sheldon,7,0,0
1257,Sprong,7,0,0
1258,Sylvester,7,0,0
1259,Tick,7,0,0
1260,Tock,7,0,0
1261,Twiddle,7,0,0
1262,Waldo,7,0,0
1263,Wesley,7,0,0
1264,Wilbur,7,0,0
1265,Winston,7,0,0
1266,Yap,7,0,0
1267,Adelaide,1,1,0
1268,Alice,1,1,0
1269,Amaria,1,1,0
1270,Amelia,1,1,0
1271,Avelina,1,1,0
1272,Barbara,1,1,0
1273,Beatrix,1,1,0
1274,Betta,1,1,0
1275,Brigit,1,1,0
1276,Calli,1,1,0
1277,Candis,1,1,0
1278,Carolyn,1,1,0
1279,Catherine,1,1,0
1280,Catin,1,1,0
1281,Christiana,1,1,0
1282,Christine,1,1,0
1283,Cicely,1,1,0
1284,Constance,1,1,0
1285,Cristina,1,1,0
1286,Dagny,1,1,0
1287,Danielle,1,1,0
1288,Darcy,1,1,0
1289,Desiree,1,1,0
1290,Felicity,1,1,0
1291,Florencia,1,1,0
1292,Giliana,1,1,0
1293,Gladys,1,1,0
1294,Grace,1,1,0
1295,Heloise,1,1,0
1296,Honor,1,1,0
1297,Hope,1,1,0
1298,Jane,1,1,0
1299,Joy,1,1,0
1300,Kaisa,1,1,0
1301,Kamilla,1,1,0
1302,Kimberly,1,1,0
1303,Lia,1,1,0
1304,Lois,1,1,0
1305,Lola,1,1,0
1306,Lucille,1,1,0
1307,Margery,1,1,0
1308,Marilyn,1,1,0
1309,Marlena,1,1,0
1310,Meghan,1,1,0
1311,Mercy,1,1,0
1312,Mirabell,1,1,0
1313,Naomi,1,1,0
1314,Pamela,1,1,0
1315,Peggy,1,1,0
1316,Prudence,1,1,0
1317,Reyna,1,1,0
1318,Rhoda,1,1,0
1319,Sabeline,1,1,0
1320,Theda,1,1,0
1321,Thelma,1,1,0
1322,Theresa,1,1,0
1323,Tiffany,1,1,0
1324,Tina,1,1,0
1325,Tracy,1,1,0
1326,Verity,1,1,0
1327,Aimery,1,0,0
1328,Alex,1,0,0
1329,Alonso,1,0,0
1330,Ander,1,0,0
1331,Anselm,1,0,0
1332,Apollo,1,0,0
1333,Arlan,1,0,0
1334,Benedict,1,0,0
1335,Berenger,1,0,0
1336,Bertren,1,0,0
1337,Bruce,1,0,0
1338,Carl,1,0,0
1339,Carlin,1,0,0
1340,Carter,1,0,0
1341,Cedric,1,0,0
1342,Clement,1,0,0
1343,Clinton,1,0,0
1344,Daniel,1,0,0
1345,Darren,1,0,0
1346,Derek,1,0,0
1347,Eric,1,0,0
1348,Errol,1,0,0
1349,Everard,1,0,0
1350,Garth,1,0,0
1351,Geoff,1,0,0
1352,Graham,1,0,0
1353,Gregory,1,0,0
1354,Guillaume,1,0,0
1355,Hadrian,1,0,0
1356,Halian,1,0,0
1357,Harold,1,0,0
1358,Isaac,1,0,0
1359,Jack,1,0,0
1360,Jacob,1,0,0
1361,Jed,1,0,0
1362,Jeff,1,0,0
1363,Jeremiah,1,0,0
1364,Jessie,1,0,0
1365,Jethro,1,0,0
1366,Johan,1,0,0
1367,Judd,1,0,0
1368,Leroy,1,0,0
1369,Mitchell,1,0,0
1370,Paul,1,0,0
1371,Raiford,1,0,0
1372,Reese,1,0,0
1373,Regis,1,0,0
1374,Reid,1,0,0
1375,Robert,1,0,0
1376,Rodney,1,0,0
1377,Taylor,1,0,0
1378,Thibault,1,0,0
1379,Todd,1,0,0
1380,Walter,1,0,0
1381,Warin,1,0,0
1382,Warren,1,0,0
1383,Wayne,1,0,0
1384,Wymon,1,0,0
1385,Xander,1,0,0
1386,Yves,1,0,0
1387,Adelle,4,1,0
1388,Adila,4,1,0
1389,Adonia,4,1,0
1390,Ailin,4,1,0
1391,Alissandre,4,1,0
1392,Amaluria,4,1,0
1393,Amynta,4,1,0
1394,Annalore,4,1,0
1395,Aria,4,1,0
1396,Arlana,4,1,0
1397,Aurora,4,1,0
1398,Ava,4,1,0
1399,Belinna,4,1,0
1400,Brinna,4,1,0
1401,Carina,4,1,0
1402,Catalin,4,1,0
1403,Celeste,4,1,0
1404,Celeyna,4,1,0
1405,Chantal,4,1,0
1406,Cybelle,4,1,0
1407,Dahlia,4,1,0
1408,Dara,4,1,0
1409,Deana,4,1,0
1410,Deiene,4,1,0
1411,Dinah,4,1,0
1412,Edelinn,4,1,0
1413,Eilise,4,1,0
1414,Eily,4,1,0
1415,Elessaria,4,1,0
1416,Eliaine,4,1,0
1417,Elyse,4,1,0
1418,Erlina,4,1,0
1419,Erramun,4,1,0
1420,Esther,4,1,0
1421,Fala,4,1,0
1422,Feorin,4,1,0
1423,Finola,4,1,0
1424,Florianne,4,1,0
1425,Floris,4,1,0
1426,Ivy,4,1,0
1427,Janna,4,1,0
1428,Jasmine,4,1,0
1429,Kayla,4,1,0
1430,Laurel,4,1,0
1431,Leta,4,1,0
1432,Lillianore,4,1,0
1433,Lirria,4,1,0
1434,Luciellen,4,1,0
1435,Melody,4,1,0
1436,Nycteris,4,1,0
1437,Opal,4,1,0
1438,Phoebe,4,1,0
1439,Rae,4,1,0
1440,Rochelle,4,1,0
1441,Rosamond,4,1,0
1442,Rowena,4,1,0
1443,Selwynn,4,1,0
1444,Sylennia,4,1,0
1445,Tamar,4,1,0
1446,Vesta,4,1,0
1447,Alaric,4,0,0
1448,Alu-manor,4,0,0
1449,Andelarian,4,0,0
1450,Andonis,4,0,0
1451,Andreas,4,0,0
1452,Aren,4,0,0
1453,Bastian,4,0,0
1454,Berend,4,0,0
1455,Bohemil,4,0,0
1456,Bren,4,0,0
1457,Bynis,4,0,0
1458,Cailian,4,0,0
1459,Cassian,4,0,0
1460,Ciaran,4,0,0
1461,Darannar,4,0,0
1462,Dorian,4,0,0
1463,Ecthis,4,0,0
1464,Edanis,4,0,0
1465,Erimm,4,0,0
1466,Erroman,4,0,0
1467,Evan,4,0,0
1468,Fabian,4,0,0
1469,Falar,4,0,0
1470,Fanathor,4,0,0
1471,Fedor,4,0,0
1472,Felan-Anor,4,0,0
1473,Feoras,4,0,0
1474,Flavienn,4,0,0
1475,Flinn,4,0,0
1476,Galen,4,0,0
1477,Galkuris,4,0,0
1478,Galthis,4,0,0
1479,Halador,4,0,0
1480,Halcyon,4,0,0
1481,Imlys,4,0,0
1482,Imrahil,4,0,0
1483,Jalidor,4,0,0
1484,Jaspion,4,0,0
1485,Keltis,4,0,0
1486,Kuranor,4,0,0
1487,Lumiar,4,0,0
1488,Lumin,4,0,0
1489,Manarian,4,0,0
1490,Mavellian,4,0,0
1491,Melanir,4,0,0
1492,Myrlidd,4,0,0
1493,Nevian,4,0,0
1494,Noctris,4,0,0
1495,Odion,4,0,0
1496,Pashiran,4,0,0
1497,Pirugan,4,0,0
1498,Rishladir,4,0,0
1499,Sylvane,4,0,0
1500,Tular,4,0,0
1501,Ullric,4,0,0
1502,Voldis,4,0,0
1503,Wrann,4,0,0
1504,Agata,2,1,0
1505,Agna,2,1,0
1506,Akana,2,1,0
1507,Akheena,2,1,0
1508,Anga,2,1,0
1509,Asako,2,1,0
1510,Atsuko,2,1,0
1511,Aya,2,1,0
1512,Boka,2,1,0
1513,Chantu,2,1,0
1514,Cora,2,1,0
1515,Damah,2,1,0
1516,Doba,2,1,0
1517,Doska,2,1,0
1518,Duka,2,1,0
1519,Eghala,2,1,0
1520,Elka,2,1,0
1521,Eta,2,1,0
1522,Garuka,2,1,0
1523,Ghana,2,1,0
1524,Gisa,2,1,0
1525,Gruta,2,1,0
1526,Hedda,2,1,0
1527,Hilar,2,1,0
1528,Iria,2,1,0
1529,Junna,2,1,0
1530,Kaia,2,1,0
1531,Kama,2,1,0
1532,Kasa,2,1,0
1533,Kaya,2,1,0
1534,Loka,2,1,0
1535,Luka,2,1,0
1536,Machiko,2,1,0
1537,Magda,2,1,0
1538,Maiko,2,1,0
1539,Maja,2,1,0
1540,Makha,2,1,0
1541,Moka,2,1,0
1542,Mugallah,2,1,0
1543,Nagisa,2,1,0
1544,Nanaka,2,1,0
1545,Nayu,2,1,0
1546,Nodoka,2,1,0
1547,Onela,2,1,0
1548,Palka,2,1,0
1549,Rana,2,1,0
1550,Rela,2,1,0
1551,Roka,2,1,0
1552,Saaya,2,1,0
1553,Sana,2,1,0
1554,Tabitha,2,1,0
1555,Tamao,2,1,0
1556,Tamsin,2,1,0
1557,Tanya,2,1,0
1558,Teruna,2,1,0
1559,Tetsumi,2,1,0
1560,Tokimi,2,1,0
1561,Yatsumi,2,1,0
1562,Yukari,2,1,0
1563,Asato,2,0,0
1564,Asuya,2,0,0
1565,Azuma,2,0,0
1566,Baku,2,0,0
1567,Chuugo,2,0,0
1568,Dahr,2,0,0
1569,Dai,2,0,0
1570,Daichi,2,0,0
1571,Dugan,2,0,0
1572,Dugrum,2,0,0
1573,Emok,2,0,0
1574,Engo,2,0,0
1575,Fukashi,2,0,0
1576,Fusao,2,0,0
1577,Goragon,2,0,0
1578,Gor-Ka,2,0,0
1579,Gulmore,2,0,0
1580,Gunga,2,0,0
1581,Gyousei,2,0,0
1582,Hakuba,2,0,0
1583,Iku,2,0,0
1584,Ishin,2,0,0
1585,Jungo,2,0,0
1586,Kagha,2,0,0
1587,Koichi,2,0,0
1588,Kotorr,2,0,0
1589,Lurp,2,0,0
1590,Makh,2,0,0
1591,Mogramar,2,0,0
