ID,PerksVendorCategoryID,Field_10_0_5_47118_002,ItemID,Field_10_0_5_47118_004,CreatureDisplayInfoID,Cost,UiModelSceneID,UiGroupInfo
223,2,0,54811,0,0,900,633,1
224,3,0,190607,0,0,750,640,2
225,1,0,190846,10,0,500,634,2
227,1,0,190434,0,0,75,583,2
228,1,0,190855,0,0,100,588,1
229,1,0,190856,0,0,100,584,2
230,8,0,202167,0,0,100,583,1
231,8,0,202170,0,0,100,583,1
232,1,0,190876,0,0,250,686,2
233,3,0,49665,10,0,650,0,2
234,8,0,201229,10,0,750,642,2
235,1,0,190438,0,0,225,625,2
236,1,0,190898,0,0,175,0,2
237,1,0,190842,0,0,175,628,2
238,8,0,190540,0,0,500,583,1
239,8,0,200909,10,0,750,0,2
240,1,0,190441,0,0,200,671,2
241,8,0,201230,10,0,750,642,2
242,1,0,190431,0,0,50,624,2
243,1,0,190443,0,0,150,584,2
244,1,0,190427,9,0,75,0,2
245,1,0,190447,10,0,550,734,1
246,1,0,190444,9,0,225,0,2
247,1,0,190439,0,0,150,634,2
248,1,0,190433,0,0,50,642,1
249,3,0,68385,10,0,650,0,2
250,1,0,190546,0,0,75,624,2
251,1,0,190545,0,0,50,624,2
252,1,0,190557,0,0,175,634,2
253,1,0,190578,0,0,500,634,2
254,1,0,190559,0,0,225,0,2
255,1,0,190558,0,0,225,0,2
256,1,0,190562,0,0,500,621,2
257,1,0,190543,0,0,75,583,2
258,2,0,190169,0,111363,750,936,2
259,1,0,190560,10,0,600,621,2
260,8,0,190576,0,0,100,583,1
261,8,0,190725,0,0,600,642,2
262,8,0,190577,0,0,100,583,1
263,1,0,190561,0,0,450,0,2
264,8,0,200915,10,0,750,642,2
265,8,0,200917,10,0,750,0,2
266,8,0,202179,0,0,100,583,1
267,8,0,202178,0,0,100,583,1
268,1,0,202248,0,0,400,624,2
269,3,0,190176,10,0,650,712,2
270,1,0,190715,0,0,0,0,2
271,1,0,190669,0,0,0,0,2
272,1,0,190670,0,0,100,584,2
273,1,0,190671,0,0,100,642,2
274,1,0,190672,0,0,50,0,2
275,1,0,190674,0,0,75,584,2
276,1,0,190675,0,0,0,0,2
277,3,0,190604,0,0,600,690,1
279,1,0,190686,0,0,0,0,2
280,1,0,190687,0,0,0,0,2
281,1,0,190688,0,0,0,0,2
282,1,0,190689,0,0,525,624,1
283,1,0,190690,0,0,450,624,1
284,1,0,190691,0,0,0,0,2
285,1,0,190692,0,0,0,0,2
286,1,0,190693,0,0,250,0,1
287,1,0,190696,0,0,50,583,2
288,1,0,190698,0,0,50,624,2
289,1,0,190699,0,0,50,624,2
292,1,0,190712,0,0,250,0,1
293,1,0,190713,0,0,0,0,2
294,1,0,190714,0,0,0,0,2
295,8,0,190165,0,0,850,0,2
296,2,0,190767,0,0,800,0,2
297,1,0,190428,0,0,50,583,2
299,1,0,190442,0,0,0,0,2
300,1,0,190445,0,0,300,624,2
301,1,0,190446,0,0,0,0,2
302,1,0,190147,0,0,500,613,2
303,2,0,191094,0,0,900,0,2
304,8,0,190528,0,0,100,583,2
305,8,0,190529,9,0,100,583,2
306,8,0,190575,0,0,850,0,2
307,1,0,190819,0,0,250,613,2
308,1,0,190820,0,0,450,624,2
309,1,0,190821,0,0,500,634,1
310,1,0,190822,0,0,450,625,2
311,1,0,190824,0,0,225,625,2
312,1,0,190869,9,0,150,642,2
313,1,0,190870,0,0,50,686,1
314,1,0,190871,0,0,50,686,1
316,1,0,190831,0,0,50,624,2
317,1,0,190832,0,0,75,625,2
318,1,0,190833,0,0,50,625,1
319,1,0,190873,0,0,300,625,2
322,1,0,190887,0,0,50,583,2
323,1,0,190889,0,0,0,0,2
324,1,0,190843,0,0,150,686,2
325,1,0,190844,0,0,200,621,2
326,1,0,190890,0,0,50,624,2
327,1,0,190891,0,0,0,0,2
328,1,0,190892,0,0,50,0,1
329,1,0,190893,0,0,50,583,2
330,1,0,190895,0,0,200,624,2
331,1,0,190899,0,0,175,0,4
332,1,0,190900,0,0,0,0,2
333,1,0,190902,0,0,0,0,2
334,1,0,190903,0,0,0,0,2
335,1,0,190908,0,0,0,0,2
336,8,0,190920,0,0,850,0,2
337,8,0,190921,0,0,100,583,1
338,8,0,190922,0,0,100,583,1
339,8,0,190923,0,0,650,642,2
340,8,0,190924,0,0,900,0,2
341,3,0,190925,10,0,350,0,2
342,1,0,190800,0,0,125,642,2
343,1,0,190801,0,0,125,642,2
344,1,0,190802,0,0,50,583,2
345,1,0,190804,0,0,75,624,2
346,1,0,190805,0,0,75,624,2
347,1,0,190807,0,0,50,642,2
348,1,0,190808,0,0,50,583,2
349,1,0,190812,0,0,225,621,2
350,1,0,190847,0,0,400,624,2
351,1,0,190848,0,0,0,0,2
352,1,0,190849,0,0,100,624,2
353,8,0,190850,0,0,100,583,1
354,8,0,190851,0,0,100,583,1
355,1,0,190854,0,0,400,584,1
356,1,0,190813,0,0,150,624,2
357,1,0,190814,0,0,200,624,1
358,1,0,190816,0,0,0,0,2
359,1,0,190817,0,0,150,686,2
360,1,0,190818,0,0,225,626,2
361,1,0,190857,0,0,100,583,1
362,1,0,190859,0,0,75,634,2
363,1,0,190860,0,0,60,634,2
364,8,0,201000,0,0,750,0,2
365,8,0,201001,0,0,750,0,2
366,8,0,200910,0,0,750,0,2
367,8,0,200918,0,0,750,0,2
368,8,0,200924,0,0,750,0,2
369,8,0,200925,0,0,650,0,2
370,1,0,190829,0,0,50,583,2
396,1,0,202311,0,0,100,0,2
428,3,0,54847,0,0,650,685,2
429,3,0,49343,10,0,750,683,2
430,2,0,206027,0,0,650,684,2
431,2,0,206156,10,112642,800,682,2
434,2,0,76755,10,0,900,687,2
438,2,0,210919,10,0,600,684,1
445,2,0,118515,0,61363,900,0,1
446,2,0,206976,0,113276,800,693,1
447,1,0,95474,10,0,400,0,2
449,2,0,207821,0,0,650,701,2
450,1,0,190909,0,0,400,624,1
451,1,0,190910,0,0,400,686,1
452,1,0,207957,0,0,400,686,2
453,1,0,207959,10,0,400,624,2
454,3,0,207962,10,0,650,700,1
455,2,0,207963,10,0,650,698,1
456,2,0,207964,10,0,650,699,1
457,1,0,208039,0,0,100,0,1
458,1,0,208040,0,0,100,0,2
462,3,0,208045,10,0,650,702,2
463,8,0,206332,0,0,100,583,1
464,8,0,206321,0,0,100,583,1
465,1,0,97213,0,0,400,0,2
466,1,0,95475,0,0,400,0,2
467,8,0,208176,10,0,450,714,5
468,8,0,208179,10,0,500,624,6
469,8,0,208177,0,0,500,703,5
470,8,0,208178,0,0,500,584,7
471,1,0,208147,0,0,150,0,1
472,1,0,208148,0,0,150,0,2
473,5,4,206268,0,0,500,705,1
479,8,0,208400,10,0,450,0,7
480,8,0,208405,0,0,450,0,6
481,1,0,208423,9,0,500,704,1
482,5,7,206347,0,0,10,825,2
486,8,0,208672,10,0,450,642,8
487,8,0,208673,0,0,500,624,8
488,8,0,208674,10,0,450,642,9
489,8,0,208675,0,0,500,686,9
490,8,0,208669,10,0,450,642,10
491,8,0,208671,0,0,500,624,10
492,8,0,208663,10,0,450,642,11
493,8,0,208665,10,0,450,642,12
494,8,0,208668,0,0,500,624,13
495,8,0,208666,0,0,500,625,12
496,8,0,208667,10,0,450,642,13
497,8,0,208664,0,0,500,624,11
498,2,0,208598,10,0,999,0,2
499,8,0,206341,0,0,100,583,1
500,8,0,206330,0,0,100,583,1
501,1,0,190803,0,0,150,0,2
502,1,0,190806,0,0,50,0,2
503,1,0,190710,0,0,225,584,1
504,3,0,49693,10,0,650,709,2
505,1,0,208763,0,0,500,0,2
506,8,0,206331,0,0,100,583,2
507,8,0,206342,0,0,100,583,2
508,1,0,190830,0,0,50,0,2
509,2,0,137615,10,0,700,711,2
510,2,0,137576,10,0,700,711,2
511,1,0,208786,0,0,200,0,1
512,8,0,208700,0,0,500,0,14
513,8,0,208730,0,0,500,0,15
514,8,0,208728,0,0,500,0,16
515,8,0,208725,9,0,450,0,17
516,8,0,208699,10,0,450,0,14
517,8,0,208727,10,0,450,0,16
518,8,0,208726,0,0,500,0,17
519,8,0,208729,10,0,450,0,15
520,5,5,32542,0,0,350,730,2
521,5,6,45063,0,0,425,731,2
522,8,0,208943,0,0,999,0,2
523,1,0,210265,10,0,500,634,2
529,1,0,210843,0,0,600,624,2
530,1,0,210844,0,0,100,642,1
531,1,0,210846,0,0,100,642,2
532,1,0,210869,0,0,200,0,1
533,3,0,210870,10,0,600,729,2
534,8,0,210883,0,0,550,642,2
540,1,0,210866,0,0,200,0,1
541,1,0,210865,0,0,200,0,1
542,1,0,210867,0,0,200,0,2
543,1,0,210868,0,0,200,0,2
544,1,0,210857,0,0,100,642,2
547,1,0,211001,0,0,100,588,2
548,1,0,210999,0,0,100,588,2
549,1,0,211002,10,0,100,588,2
550,1,0,211064,0,0,450,624,2
551,1,0,211070,0,0,50,0,2
552,1,0,211071,0,0,50,0,2
553,1,0,211069,0,0,50,0,2
554,1,0,211068,0,0,50,0,2
555,2,0,211074,0,0,800,0,2
556,1,0,211066,0,0,100,642,2
557,3,0,193429,0,0,600,732,2
558,1,0,211072,0,0,500,671,2
559,1,0,211098,0,0,400,686,2
560,8,0,211122,10,0,850,0,2
562,1,0,211129,0,0,100,0,2
563,1,0,211130,0,0,225,0,2
564,1,0,211137,9,0,500,583,2
565,1,0,211158,0,0,400,686,2
566,1,0,211267,0,0,100,642,2
567,1,0,211268,0,0,225,625,2
569,8,0,211257,0,0,400,0,1
570,1,0,211258,0,0,200,0,2
572,2,0,37719,0,0,550,562,1
573,2,0,76889,10,0,650,699,2
574,2,0,76902,10,0,650,698,2
575,1,0,212369,0,0,250,583,2
576,2,0,212227,0,0,750,745,2
577,1,0,212373,0,0,150,642,2
578,1,0,212372,0,0,100,0,2
579,1,0,210858,0,0,100,642,2
580,1,0,212374,0,0,100,642,2
581,8,0,212220,0,0,750,0,2
582,1,0,212375,0,0,300,613,2
583,1,0,212376,0,0,300,613,2
584,1,0,212378,0,0,200,624,2
585,1,0,212377,0,0,200,624,2
586,1,0,212380,0,0,250,634,2
587,1,0,212379,0,0,250,634,2
588,1,0,212381,0,0,200,686,2
589,1,0,212382,0,0,250,621,2
590,5,0,212523,0,0,200,0,2
591,1,0,212545,0,0,250,0,2
592,1,0,212555,0,0,200,0,2
593,1,0,212556,10,0,200,0,2
594,8,0,206333,0,0,100,583,2
595,8,0,206322,0,0,100,583,2
596,1,0,212542,0,0,100,0,2
597,1,0,212543,0,0,150,642,2
598,1,0,210861,0,0,100,642,2
599,1,0,210852,0,0,100,642,2
600,1,0,212544,0,0,100,642,2
601,1,0,212530,10,0,200,686,2
602,1,0,212572,10,0,75,0,2
603,1,0,212573,0,0,75,0,2
604,1,0,212574,10,0,75,0,2
605,8,0,210078,10,0,800,642,1
606,1,0,212576,0,0,150,734,2
607,8,0,212577,0,0,500,624,2
608,2,0,212630,11,0,750,832,2
609,3,0,211432,0,0,350,0,2
610,3,0,212700,0,0,250,746,2
611,3,0,212722,0,0,250,746,2
612,1,0,212790,0,0,175,584,2
613,5,0,212500,0,0,200,0,1
614,1,0,212708,10,0,150,642,2
615,1,0,212709,0,0,50,0,2
616,1,0,212710,0,0,50,0,2
617,1,0,212714,10,0,200,642,2
618,1,0,212718,10,0,300,0,2
619,1,0,212789,0,0,150,734,2
620,1,0,210860,0,0,100,642,2
621,1,0,212788,0,0,150,642,2
622,1,0,212787,0,0,100,0,2
623,8,0,206337,0,0,100,583,2
624,8,0,206326,0,0,100,583,2
625,1,0,212621,0,0,75,0,2
626,1,0,212616,10,0,75,0,2
627,1,0,212785,0,0,225,0,2
628,2,0,212920,0,0,500,562,2
629,3,0,210409,0,0,999,747,2
630,1,0,212988,0,0,50,0,2
631,1,0,212990,0,0,100,642,2
632,1,0,213078,0,0,250,583,2
633,8,0,212940,10,0,500,642,2
634,8,0,213084,0,0,300,642,2
635,1,0,212613,10,0,225,583,2
636,1,0,210855,0,0,100,642,2
637,1,0,212623,0,0,75,0,2
638,1,0,212628,0,0,75,0,1
639,1,0,213062,0,0,300,624,2
640,1,0,213065,0,0,300,624,2
641,1,0,213075,0,0,300,613,2
642,1,0,213068,0,0,300,734,2
643,1,0,213071,0,0,300,634,2
644,1,0,213106,0,0,275,621,2
645,1,0,213107,0,0,275,621,2
646,1,0,213393,0,0,200,0,2
647,1,0,213394,0,0,250,0,2
648,8,0,206325,0,0,100,583,2
649,8,0,206336,0,0,100,583,2
650,1,0,213395,0,0,100,0,1
651,1,0,213396,0,0,100,642,2
652,2,0,192766,0,0,600,748,2
656,1,0,190203,0,0,50,624,2
657,1,0,190685,0,0,200,624,2
658,1,0,190430,0,0,50,624,2
659,1,0,190874,0,0,200,624,2
660,1,0,190875,0,0,150,624,2
661,2,0,54069,0,0,800,0,2
664,3,0,217043,0,0,400,828,2
665,2,0,54860,0,0,100,829,3
666,2,0,160589,10,0,800,0,4
667,1,0,217372,0,0,175,0,2
668,8,0,217381,0,0,650,642,4
669,5,8,218112,0,0,200,830,2
695,8,0,220759,0,0,400,0,2
696,8,0,220755,0,0,400,0,2
697,8,0,220762,0,0,400,0,2
698,5,0,220692,0,0,350,0,2
699,5,0,212524,0,0,200,0,2
700,1,0,221525,0,0,200,0,2
701,1,0,221526,0,0,150,0,2
702,1,0,221527,0,0,40,0,2
703,1,0,221528,0,0,40,0,2
704,1,0,221529,0,0,220,0,2
705,8,0,221542,10,0,650,642,2
706,1,0,212614,0,0,75,0,2
707,1,0,212619,0,0,75,0,2
708,1,0,210863,0,0,100,642,2
709,1,0,221794,0,0,100,642,2
710,1,0,221809,0,0,60,0,2
711,1,0,221810,0,0,60,0,2
712,1,0,220357,0,0,330,671,2
713,2,0,221814,0,0,700,0,2
714,1,0,221829,0,0,200,0,2
715,1,0,221830,0,0,150,0,2
716,1,0,221831,0,0,40,0,2
717,1,0,221832,0,0,40,0,2
718,1,0,221833,0,0,60,0,2
719,1,0,221834,0,0,220,0,2
720,8,0,222961,0,0,650,642,2
721,8,0,223004,0,0,650,0,2
722,3,0,223145,0,0,500,640,2
723,2,0,23720,0,0,700,902,2
724,1,0,223191,0,0,100,734,2
725,1,0,223190,0,0,125,624,2
726,1,0,223189,0,0,125,621,2
727,1,0,223188,0,0,80,624,2
728,1,0,223187,0,0,80,686,2
729,1,0,223185,0,0,80,624,2
730,1,0,223184,10,0,200,634,2
731,1,0,223179,0,0,125,624,2
732,1,0,223176,0,0,125,628,2
733,1,0,223170,0,0,100,642,2
734,1,0,223166,15,0,300,583,2
735,1,0,223165,0,0,225,0,2
736,1,0,212624,0,0,75,0,2
737,1,0,210853,0,0,100,642,2
738,8,0,206338,0,0,100,583,2
739,8,0,206327,0,0,100,583,2
740,8,0,223244,15,0,800,0,2
741,1,0,223230,10,0,220,0,2
742,1,0,223231,0,0,130,0,2
743,1,0,223232,0,0,80,0,2
744,1,0,223233,0,0,60,0,2
745,1,0,223234,0,0,80,0,2
746,1,0,223235,0,0,60,0,2
747,1,0,223236,0,0,60,0,2
748,1,0,223252,0,0,160,583,2
749,1,0,223257,0,0,10,0,2
750,1,0,213161,0,0,180,613,2
751,2,0,223284,0,0,800,867,2
752,2,0,223285,0,0,800,867,2
753,3,0,206174,0,0,500,910,2
754,3,0,223339,0,0,350,0,2
755,1,0,212611,0,0,225,583,2
756,1,0,212612,0,0,225,583,2
757,1,0,223409,10,0,225,583,2
758,1,0,212617,0,0,75,0,2
759,1,0,212627,0,0,75,0,2
760,1,0,210849,0,0,100,642,2
761,1,0,223410,0,0,150,624,2
762,1,0,223412,10,0,150,590,2
763,1,0,223414,0,0,180,625,2
764,1,0,223422,0,0,130,671,2
765,1,0,223425,0,0,50,624,2
766,1,0,223429,0,0,60,634,2
767,1,0,223433,0,0,100,584,2
768,1,0,223411,0,0,150,624,2
769,1,0,223413,0,0,150,590,2
770,1,0,223415,10,0,180,625,2
771,1,0,223423,0,0,130,671,2
772,1,0,223426,0,0,50,624,2
773,1,0,223430,0,0,60,634,2
774,1,0,223434,0,0,100,584,2
775,8,0,223418,0,0,500,0,2
776,8,0,223421,0,0,500,0,2
777,2,0,223449,10,0,600,745,2
778,2,0,223469,10,0,600,745,2
779,3,0,223474,0,0,300,683,2
780,1,0,225974,0,0,80,0,2
781,1,0,225994,0,0,50,634,2
782,1,0,225978,0,0,150,590,2
783,1,0,225993,0,0,150,671,2
784,1,0,225980,0,0,100,624,2
785,1,0,225979,0,0,100,624,2
786,1,0,225977,0,0,100,642,2
787,1,0,225976,0,0,100,0,2
788,1,0,225992,10,0,150,624,2
789,1,0,225983,10,0,150,671,2
790,1,0,225982,10,0,160,634,2
791,1,0,225991,10,0,150,624,2
792,1,0,225990,10,0,175,625,2
793,1,0,225975,0,0,250,583,2
794,1,0,217376,0,0,175,0,2
795,1,0,210854,0,0,100,642,2
796,1,0,212622,0,0,75,0,2
797,8,0,226017,11,0,750,0,2
798,2,0,226041,0,0,600,901,2
799,2,0,226040,0,0,600,901,2
800,3,0,226104,0,0,330,0,2
801,1,0,226105,0,0,40,0,2
802,1,0,226106,0,0,40,0,2
803,5,0,212525,0,0,200,0,2
804,1,0,210848,0,0,100,642,2
805,1,0,210862,0,0,100,642,2
806,8,0,206335,0,0,100,583,2
807,8,0,206324,0,0,100,583,2
808,1,0,212620,0,0,75,0,2
809,1,0,212615,0,0,75,0,2
810,1,0,226366,0,0,100,0,2
811,1,0,226367,0,0,40,0,2
812,1,0,226368,0,0,40,0,2
813,1,0,226369,0,0,100,642,2
814,1,0,226370,0,0,150,734,2
815,1,0,226381,0,0,100,613,2
816,1,0,226382,0,0,100,613,2
817,1,0,226384,0,0,50,624,2
818,1,0,226383,0,0,50,624,2
819,1,0,226386,0,0,75,584,2
820,1,0,226389,0,0,0,624,2
821,1,0,226390,0,0,100,624,2
822,1,0,226387,0,0,100,625,2
823,1,0,226388,0,0,100,625,2
824,1,0,226428,10,0,250,628,2
825,8,0,226429,10,0,800,0,2
826,2,0,187674,0,0,600,909,2
827,2,0,226506,0,0,750,0,2
828,3,0,205148,0,0,200,0,2
829,1,0,209053,0,0,300,686,2
