Pos[0],Pos[1],Pos[2],ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
-58.2847,-979.064,53.4992,721,0,0,0,0,0,40.22,54.47,40.58,5.829,1,0,277,0
-2366.7,-345.983,-1.29313,722,1,0,0,0,30,0,0,0,0,0,0,278,0
-405.311,-2645.29,111.972,742,1,0,0,0,30,0,0,0,0,0,0,279,0
-1051.44,-3653.81,31.1352,743,1,0,0,0,30,0,0,0,0,0,0,280,0
-842.076,-472.462,-34.0656,762,48,0,0,0,10,0,0,0,0,0,0,281,0
-3752.81,-851.558,10.1153,802,0,0,0,0,20,0,0,0,0,0,0,282,0
-3668.34,-823.839,9.89915,803,0,0,0,0,12,0,0,0,0,0,0,283,0
-234.444,319.127,-47.5885,822,70,0,0,0,20,0,0,0,0,0,0,284,0
341.42,-4684.7,30.9493,843,1,0,0,0,30,0,0,0,0,0,0,285,0
-10487.3,-3256.87,39.8964,844,0,0,0,0,30,0,0,0,0,0,0,286,0
-14457,496.45,39.1392,862,0,0,0,0,28,0,0,0,0,0,0,287,0
-213.72,370.607,-35.3887,882,70,0,0,0,10,0,0,0,0,0,0,288,0
-6606.48,-3762.19,266.91,902,0,0,0,0,12,0,0,0,0,0,0,289,0
1182.88,840.538,8.88165,922,209,0,0,0,0,50,50,25,0,1,0,290,0
-6790.88,-2891.95,8.88639,924,1,0,0,0,0,4.636,10.59,25,0,1,0,291,0
-4950.65,-1625.14,-3.0157,942,1,0,0,0,25,0,0,0,0,0,0,292,0
-4950.74,-1595.14,-3.0157,943,1,0,0,0,25,0,0,0,0,0,0,293,0
-4950.65,-1567.1,-3.0157,944,1,0,0,0,25,0,0,0,0,0,0,294,0
1909.27,1015.11,11.5155,962,209,0,0,0,10,0,0,0,0,0,0,295,0
898.482,922.688,126.788,1022,1,0,0,0,35,0,0,0,0,0,0,296,0
-7065.11,-3857.41,8.9294,1023,1,0,0,0,20,0,0,0,0,0,0,297,0
-4463.41,2241.23,30.6336,1024,1,0,0,0,0,38.96,64.94,15,0,1,0,298,0
357.22,-2106.09,121.839,1042,0,0,0,0,60,0,0,0,0,0,0,299,0
29.2427,-22.1812,10.5272,1064,249,0,0,0,30,0,0,0,0,0,0,300,0
-12412.7,237.255,1.17941,1103,0,0,0,0,1.8,0,0,0,0,0,0,303,0
-337.346,-5.24644,-152.851,1104,90,0,0,0,1.8,0,0,0,0,0,0,304,0
-377.056,44.05,-156.483,1105,90,0,0,0,15,0,0,0,0,0,0,305,0
-8561.54,823.383,106.519,1125,0,0,0,0,3,0,0,0,0,0,0,306,0
-295.639,-3460.68,193.884,1205,0,0,0,0,14,0,0,0,0,0,0,307,0
-496.854,42.6929,-91.1318,1306,109,0,0,0,25,0,0,0,0,0,0,309,0
-467.521,95.3083,-105,1326,109,0,0,0,7,0,0,0,0,0,0,310,0
4260.73,-6273.64,90.2289,1387,1,0,0,0,20,0,0,0,0,0,0,311,0
4277.58,-6296,95.5764,1388,1,0,0,0,20,0,0,0,0,0,0,312,0
-11185.1,-2834.63,116.474,1446,0,0,0,0,2,0,0,0,0,0,0,313,0
1811.05,700.976,15.294,1447,209,0,0,0,30,20,20,20,0,0,0,314,0
-7176.63,-937.667,170.206,1466,0,0,0,0,13,0,0,0,0,0,0,315,0
-7474.9844,-1322.0938,302.93622,1468,0,0,0,0,0,16,15,10,3.28,1,0,316,0
73.5083,-215.044,52.3869,1470,229,0,0,0,10,0,0,0,0,0,0,317,0
456.969,48.368,-65.2753,1472,230,0,0,0,12,0,0,0,0,0,0,318,0
-7921.14,-2604.18,223.346,1506,0,0,0,0,8,0,0,0,0,0,0,319,0
596.432,-188.498,-50,1526,230,0,0,0,8,0,0,0,0,0,0,320,0
376.106,-191.242,-70.5449,1590,230,0,0,0,10,0,0,0,0,0,0,322,0
-6730.68,-2481.08,280.472,1606,0,0,0,0,14.5,0,0,0,0,0,0,323,0
3122.2,2324.64,-129.32,1626,269,0,0,0,70,0,0,0,0,0,0,324,0
-78.5819,-401.395,38.9428,1628,229,0,0,0,20,0,0,0,0,0,0,325,0
-907.865,-3534.24,83.7878,1646,0,0,0,0,30,0,0,0,0,0,0,326,0
-3464.71,-4120.93,17.0987,1667,1,0,0,0,9,0,0,0,0,0,0,328,0
319.974,-215.185,-77.9542,1686,230,0,0,0,10,0,0,0,0,0,0,329,0
-7286.01,-2125.06,-272.114,1726,1,0,0,0,12,0,0,0,0,0,0,330,0
-7208.42,-2027.09,-271.74,1727,1,0,0,0,12,0,0,0,0,0,0,331,0
-7170.02,-1852.79,-272.988,1728,1,0,0,0,12,0,0,0,0,0,0,332,0
-7395.19,-1735.68,-279.763,1729,1,0,0,0,12,0,0,0,0,0,0,333,0
-7449.9,-2111.57,-271.766,1730,1,0,0,0,12,0,0,0,0,0,0,334,0
-7463.35,-1957.64,-272.532,1731,1,0,0,0,12,0,0,0,0,0,0,335,0
-7509.58,-1946.56,-270.537,1732,1,0,0,0,12,0,0,0,0,0,0,336,0
-7516.87,-1829.76,-272.647,1733,1,0,0,0,12,0,0,0,0,0,0,337,0
-7594.12,-1771.62,-273.612,1734,1,0,0,0,12,0,0,0,0,0,0,338,0
-7748.9,-1721.14,-271.909,1735,1,0,0,0,12,0,0,0,0,0,0,339,0
-7768.61,-1957.63,-272.126,1736,1,0,0,0,12,0,0,0,0,0,0,340,0
-7612.56,-1930.87,-271.828,1737,1,0,0,0,12,0,0,0,0,0,0,341,0
-7952.2,-1792.01,-272.893,1738,1,0,0,0,12,0,0,0,0,0,0,342,0
-7895.29,-1623.62,-269.707,1739,1,0,0,0,12,0,0,0,0,0,0,343,0
-7874.18,-1806.3,-271.459,1740,1,0,0,0,12,0,0,0,0,0,0,344,0
411.617,-201.646,-65.1446,1746,230,0,0,0,10,0,0,0,0,0,0,345,0
-7308.7134,-2001.4731,-272.4505,1766,1,0,0,0,12,0,0,0,0,0,0,346,0
690.518,-280.052,-43.1969,1786,230,0,0,0,7,0,0,0,0,0,0,347,0
471.142,-9.34378,-69.7993,1826,230,0,0,0,10,0,0,0,0,0,0,349,0
1380.15,-554.604,-89.643,1827,230,0,0,0,20,0,0,0,0,0,0,350,0
497.399,13.2319,-70.1372,1828,230,0,0,0,10,0,0,0,0,0,0,351,0
6818.56,-391.735,40.123,1906,1,0,0,0,50,0,0,0,0,0,0,352,0
845.911,-317.369,-50.2868,1926,230,0,0,0,10,0,0,0,0,0,0,353,0
70.8611,-409.014,64.3477,1946,229,0,0,0,10,0,0,0,0,0,0,354,0
4988.97,547.002,5.37929,1966,1,0,0,0,11,0,0,0,0,0,0,355,0
91.0854,-408.374,64.3477,1986,229,0,0,0,10,0,0,0,0,0,0,356,0
109.608,-415.698,64.3477,1987,229,0,0,0,10,0.3333,0.3333,0.3333,0,0,0,357,0
153.763,-419.833,110.472,2026,229,0,0,0,20,0,0,0,0,0,0,358,0
102.43,-319.167,65.4635,2046,229,0,0,0,10,0,0,0,0,0,0,359,0
75.2622,-547.679,110.928,2066,229,0,0,0,30,0,0,0,0,0,0,360,0
26.4583,-522.471,110.943,2067,229,0,0,0,15,0,0,0,0,0,0,361,0
25.9285,-299.325,24.1095,2068,229,0,0,0,0,20,20,20,0,1,0,362,0
76.027,10.5043,-4.29659,2166,369,0,0,0,0,9.417,19,20.64,0,1,0,364,0
80.1633,2490.88,-1.85693,2171,369,0,0,0,10,0,0,0,0,0,0,365,0
-8350.8,506.665,89.0422,2173,0,0,0,0,0,16,16,16,0.6599,1,0,366,0
-4840.26,-1330.46,508.172,2175,0,0,0,0,10,0,0,0,0,0,0,367,0
3673.6,-3633.87,139.943,2187,329,0,0,0,5,0,0,0,0,0,0,368,0
5483.9,-749.881,334.621,2206,1,0,0,0,30,0,0,0,0,0,0,369,0
5552.09,-683.813,335.25,2207,1,0,0,0,25,0,0,0,0,0,0,370,0
5587.02,-784.025,335.822,2208,1,0,0,0,23,0,0,0,0,0,0,371,0
3665.11,-3164.96,127.224,2209,329,0,0,0,10,0,0,0,0,0,0,372,0
3663.95,-3164.27,127.361,2210,329,0,0,0,10,0,0,0,0,0,0,373,0
6107.62,-4181.6,852.322,2211,1,0,0,0,2,0,0,0,0,0,0,374,0
5893.32,-4054.83,596.322,2213,1,0,0,0,2,0,0,0,0,0,0,375,0
3392.46,-3389.2,143.073,2216,0,0,0,0,0,22.83,20,34.69,0,1,0,377,0
3392.56,-3369,142.802,2217,0,0,0,0,0,27.94,20,35.19,0,1,0,378,0
3584.78,-3632.05,142.118,2221,329,0,0,0,10,9.778,17.94,27.92,0,0,0,379,0
2.58019,-0.013587,-13.3668,2226,389,0,0,0,0,30.69,12.19,25.56,0,1,0,380,0
1818.4,-4427.26,-10.4478,2230,1,0,0,0,0,21.69,11.83,21.22,0.576,1,0,381,0
245.587,1251.99,210.145,2266,1,0,0,0,40,0,0,0,0,0,0,382,0
-1596.16,3145.26,61.3618,2267,1,0,0,0,0,30.03,30.03,30.03,0,1,0,383,0
6687.99,-4670.07,723.891,2287,1,0,0,0,20,0,0,0,0,0,0,384,0
5018.91,-4563.94,851.75,2327,1,0,0,0,50,0,0,0,0,0,0,386,0
-9897.21,-3725.09,24.6671,2387,0,0,0,0,15,0,0,0,0,0,0,390,0
-287.071,2175.64,36.8861,2406,33,0,0,0,0,98.86,185.6,80.58,2.88,1,0,391,0
-315.991,2179.63,91.7542,2407,33,0,0,0,0,36.06,182.8,212.6,2.897,1,0,392,0
-232.372,2077.1,68.1177,2408,33,0,0,0,0,44.67,123.2,43.31,4.311,1,0,393,0
-255.273,2035.76,114.437,2409,33,0,0,0,0,59.69,228.5,169.4,4.328,1,0,394,0
-167.092,2104.22,73.4497,2410,33,0,0,0,0,53,114.7,17.08,6.021,1,0,395,0
-179.729,2079.37,42.6945,2411,33,0,0,0,0,19.03,162.1,187.1,6.091,1,0,396,0
97.432,-176.274,127.866,2412,0,0,0,0,0,10.56,16.5,22.17,5.253,1,0,397,0
544.83,-1079.95,109.494,2413,0,0,0,0,0,12.17,19.06,12.06,3.822,1,0,398,0
-7474.01,-1286.34,431.304,2426,469,0,0,0,0,181.8,234.7,63.94,5.323,1,0,399,0
-7375.32,-1240.14,494.28,2427,469,0,0,0,0,53.86,189.9,77.06,0.733,1,0,400,0
-7568.4,-1375.66,468.508,2428,469,0,0,0,0,225.3,75.97,132.2,5.341,1,0,401,0
-7412.97,-1371.59,413.426,2429,469,0,0,0,0,243.3,72.94,245.9,3.787,1,0,402,0
6207.5,-152.833,79.8185,2486,1,0,0,0,15,0,0,0,0,0,0,405,0
215.194,71.157,30.1276,2530,450,0,0,0,0,10,10,10,3.595,1,0,407,0
-0.358041,-1.97986,-0.255884,2534,449,0,0,0,0,7.306,3.833,6.194,0,1,0,408,0
332.866,94.3108,92.2221,2547,289,0,0,0,0,8.194,38.44,60.42,0,1,0,409,0
322.884,112.137,98.6726,2548,289,0,0,0,0,11.25,37.44,44.03,0.8029,1,0,410,0
325.184,75.6181,93.8744,2549,289,0,0,0,0,9.694,31.42,54.17,5.236,1,0,411,0
1282.05,-2548.73,85.3994,2567,0,0,0,0,0,10.56,13.03,21.67,0.4712,1,0,412,0
182.265,126.45,143.707,2568,289,0,0,0,0,12.33,8.889,16.39,0,1,0,413,0
-1510.09,-715.864,48.8774,2606,30,0,0,0,0,9.556,14.06,16.17,0.7225,1,0,414,0
946.833,-500.092,94.9295,2608,30,0,0,0,0,8.667,18.31,24.31,1.134,1,0,415,0
2343.57,-2569,118.827,2610,1,0,0,0,30,0,0,0,0,0,0,416,0
2841.81,-1544.52,190.516,2647,0,0,0,0,7,0,0,0,0,0,0,417,0
2964.56,-2712.89,98.7446,2706,0,0,0,0,10,0.3333,0.3333,0.3333,0,0,0,420,0
2980.1,-2720.92,99.9337,2707,0,0,0,0,10,0.2778,0.2778,0.2778,0,0,0,421,0
-8821.36,633.297,94.0758,2746,0,0,0,0,15,0.2778,0.2778,0.2778,0,0,0,422,0
-9050.87,445.458,93.0558,2786,0,0,0,0,1,0,0,0,0,0,0,423,0
-4768.61,-3752.11,53.4317,2848,1,0,0,0,16,0,0,0,0,0,0,424,0
1097.99,-466.494,-96.0719,2886,230,0,0,0,20,0,0,0,0,0,0,426,0
1115.22,-462.959,-95.0148,2890,409,0,0,0,20,0,0,0,0,0,0,427,0
1999.15,-1121.28,97.3537,2926,1,0,0,0,9,0,0,0,0,0,0,428,0
2.00575,402.673,101.012,2946,1,0,0,0,45,0,0,0,0,0,0,429,0
40.9673,-1490.37,174.516,3066,0,0,0,0,8,0,0,0,0,0,0,434,0
-30.0533,-1576.5,194.453,3106,0,0,0,0,5,0,0,0,0,0,0,435,0
756.878,-633.96,-32.8191,3126,349,0,0,0,0,15.94,26.44,44.14,1.641,1,0,436,0
1005.02,-460.539,-43.2507,3131,349,0,0,0,0,10.14,31.42,23.42,0.01745,1,0,437,0
-1484.07,2617.57,75.7144,3133,1,0,0,0,0,24.69,15.78,35.19,4.538,1,0,438,0
-1181.98,2861.95,85.2581,3134,1,0,0,0,0,31.69,17.33,34.19,3.211,1,0,439,0
-7180.94,441.137,26.5449,3146,1,0,0,0,10,0.2778,0.2778,0.2778,0,0,0,440,0
-3759.69,934.929,161.025,3183,1,0,0,0,0,9.389,12.78,19.67,0,1,0,441,0
-3981.2,793.726,161.009,3184,1,0,0,0,0,10.31,5.972,20.22,0,1,0,442,0
-4028.21,123.966,31,3185,1,0,0,0,0,9.833,4.583,15.69,0.4712,1,0,443,0
-3822.63,1249.92,160.27,3186,1,0,0,0,0,8.194,9.083,18.36,0,1,0,444,0
-3757.75,1249.2,160.269,3187,1,0,0,0,0,7.861,10.33,18.69,0,1,0,445,0
-3519.95,1089.93,161.065,3189,1,0,0,0,0,9.861,11.86,23.22,0,1,0,446,0
-55.9658,159.867,-3.46206,3190,429,0,0,0,0,7.222,10.08,19.56,0,1,0,447,0
24.5609,159.45,-3.46677,3191,429,0,0,0,0,7.694,9.694,21.61,0,1,0,448,0
255.249,-9.05606,-2.58737,3193,429,0,0,0,0,8.333,8.583,20.72,0,1,0,449,0
37.4499,-154.822,-2.71201,3194,429,0,0,0,0,8.917,9.167,19.44,0,1,0,450,0
-202.664,-314.876,-2.72353,3195,429,0,0,0,0,9.806,10.17,17.44,0,1,0,451,0
4.31119,-837.085,-33.0405,3196,429,0,0,0,0,6.167,11.44,22.94,0,1,0,452,0
194.351,-240.821,-25.6307,3197,429,0,0,0,0,12.86,8.333,25.33,1.117,1,0,453,0
-767.073,-358.703,68.658,3326,30,0,0,0,5,5.028,5.028,5.028,1.466,0,0,455,0
-1221.35,-352.877,57.7212,3327,30,0,0,0,5,5,5,5,0,0,0,456,0
-1305.24,-268.868,92.0223,3328,30,0,0,0,5,5,5,5,0,0,0,457,0
213.923,-373.737,56.3891,3329,30,0,0,0,5,0.3333,0.3333,0.3333,0,0,0,458,0
326.26987,-503.78906,71.14377,3330,30,0,0,0,4,0.3333,0.3333,0.3333,0,0,0,459,0
683.107,-129.846,63.5983,3331,30,0,0,0,5,0.3333,0.3333,0.3333,0,0,0,460,0
2832.07,-1540.48,190.165,3366,0,0,0,0,7,0,0,0,0,0,0,461,0
2843.4,-1553.26,190.721,3367,0,0,0,0,7,0,0,0,0,0,0,462,0
580.754,487.506,29.4641,3506,429,0,0,0,8,17,17,17,0,0,0,464,0
580.657,475.885,29.4641,3507,429,0,0,0,8,0,0,0,0,0,0,465,0
592.507,486.31,29.4641,3508,429,0,0,0,8,0,0,0,0,0,0,466,0
591.92,476.404,29.4641,3509,429,0,0,0,8,0,0,0,0,0,0,467,0
-7510.87,-1035.87,182.952,3528,0,0,0,0,0,3.833,0.3611,2.056,0.7156,1,0,469,0
-7512.16,-1034.78,177.208,3529,0,0,0,0,4,0,0,0,0,0,0,470,0
-8536.18,452.165,104.917,3530,0,0,0,0,10,0.3333,0.3333,0.3333,0,0,0,471,0
9933.94,2500.98,1317.82,3546,1,0,0,0,12,0,0,0,0,0,0,473,0
1642.1,239.843,62.5916,3547,0,0,0,0,13,0,0,0,0,0,0,474,0
-4754.56,-3313.8,313.564,3548,0,0,0,0,14,0,0,0,0,0,0,475,0
1253.79,-2227.52,92.248,3549,1,0,0,0,15,0,0,0,0,0,0,476,0
-959.299,-3759.21,4.98619,3550,1,0,0,0,10,0,0,0,0,0,0,477,0
-998.183,-3822.07,5.2954,3551,1,0,0,0,10,0,0,0,0,0,0,478,0
-11413.6,1954.91,14.2409,3552,0,0,0,0,22,0,0,0,0,0,0,479,0
6221.84,-1152.75,383.231,3586,1,0,0,0,4,0,0,0,0,0,0,481,0
6221.89,-1153,383.272,3587,1,0,0,0,5,0,0,0,0,0,0,482,0
-7514.81,-1033.12,163.806,3606,0,0,0,0,10,0,0,0,0,0,0,483,0
-7529.1,-1007.19,408.565,3626,469,0,0,0,10,0,0,0,0,0,0,484,0
1532.0667,1151.6667,373.975,3649,489,0,0,0,10,0,0,0,0,0,0,487,0
1422.33,-1855.33,135.775,3650,1,0,0,0,0,6.583,4.833,6.944,3.037,1,0,488,0
1034.19,-2087.74,123.372,3654,1,0,0,0,0,5.972,9.333,18.31,1.588,1,0,489,0
1449.7667,1470.5667,342.625,3686,489,0,0,0,4,0.3333,0.3333,0.3333,0,0,0,492,0
1005.2667,1447.2667,335.893,3687,489,0,0,0,4,0.3333,0.3333,0.3333,0,0,0,493,0
-622.142,-4582.14,21,3690,0,0,0,0,0,27.39,27.17,21.64,3.194,1,0,494,0
1316.9667,1550.9677,313.234,3706,489,0,0,0,4,0.2778,0.2778,0.2778,0,0,0,495,0
1319.7667,1378.6667,314.753,3707,489,0,0,0,4,0.2778,0.2778,0.2778,0,0,0,496,0
1112.64,1351.11,316.619,3708,489,0,0,0,4,0.2778,0.2778,0.2778,0,0,0,497,0
1140.0667,1560.7667,306.824,3709,489,0,0,0,4,0,0,0,0,0,0,498,0
178.729,-474.412,120.565,3726,229,0,0,0,0,3.806,7.917,7.889,0,1,0,499,0
-7676.11,-1109.71,399.123,3728,469,0,0,0,0,2.472,8.694,5.083,3.752,1,0,500,0
-29.5547,-374.503,59.3562,3746,36,0,0,0,6,0,0,0,0,0,0,501,0
-108.563,160.915,-79.7911,3766,43,0,0,0,9,0,0,0,0,0,0,502,0
-7663.4,-1218.37,287.788,3847,0,0,0,0,3,0,0,0,0,0,0,506,0
1185.45,1184.71,-56.3633,3866,529,0,0,0,4,0,0,0,0,0,0,507,0
817.939,842.369,-56.5406,3867,529,0,0,0,4,0,0,0,0,0,0,508,0
809.0077,1185.2775,11.921605,3868,529,0,0,0,4,0,0,0,0,0,0,509,0
1147.01,816.854,-98.399,3869,529,0,0,0,5,0,0,0,0,0,0,510,0
989.852,1009.16,-42.6033,3870,529,0,0,0,4,0,0,0,0,0,0,511,0
-12432.8,205.169,2.36515,3886,0,0,0,0,18,0,0,0,0,0,0,516,0
-11594.1,-1621.37,47.1446,3926,309,0,0,0,15,0,0,0,0,0,0,517,0
-11917,-1221,97.5616,3930,309,0,0,0,10,0,0,0,0,0,0,519,0
1394.36,1303.64,-8.02586,3948,529,0,0,0,0,7.306,16.89,17.64,0.3665,1,0,521,0
627.192,699.957,-11.9921,3949,529,0,0,0,0,7.889,14.22,17.28,3.334,1,0,522,0
-1189.27,-2532.19,22.705,3953,0,0,0,0,0,7.5,13.5,17.31,0.03491,1,0,523,0
