ID,TraitNodeGroupID,TraitNodeID,Index
251899,11370,104982,15
251900,11370,104981,16
251901,11371,105013,1
251902,11371,105012,2
251903,11371,105011,3
251905,11371,105008,5
251906,11371,105009,6
251907,11371,105007,7
251908,11371,105006,8
251909,11371,105005,9
251910,11371,105004,10
251911,11371,105003,11
251912,11371,105002,12
251913,11371,105001,13
251914,11371,105000,14
251915,11371,104999,15
251916,11371,104998,16
251917,11371,104997,17
251918,11372,104960,1
251919,11372,104976,2
251920,11372,104975,3
251921,11372,104974,4
251922,11372,104973,5
251923,11372,104972,6
251925,11372,104970,8
251926,11372,104969,9
251927,11372,104968,10
251928,11372,104967,11
251929,11372,104966,12
251930,11372,104965,13
251931,11372,104964,14
251932,11372,104963,15
251933,11372,104962,16
251934,11372,104961,17
251936,11374,104982,1
251937,11375,104985,1
251939,11375,104983,3
251940,11376,104988,1
251943,11377,104991,1
251946,11378,104994,1
251947,11378,104993,2
251948,11378,104992,3
251949,11379,104997,1
251950,11380,104998,1
251951,11381,105001,1
251952,11381,105000,2
251953,11381,104999,3
251954,11382,105004,1
251955,11382,105003,2
251956,11382,105002,3
251957,11383,105007,1
251958,11383,105006,2
251959,11383,105005,3
251961,11384,105008,2
251962,11384,105009,3
251963,11385,104961,1
251964,11386,104962,1
251965,11387,104965,1
251966,11387,104964,2
251967,11387,104963,3
251968,11388,104968,1
251969,11388,104967,2
251970,11388,104966,3
251972,11389,104970,2
251973,11389,104969,3
251974,11390,104975,1
251975,11390,104974,2
251976,11390,104973,3
251977,11390,104972,4
252393,11480,105320,1
252394,11481,105321,1
252395,11482,105323,1
252398,11483,105325,2
252400,11484,105330,1
252403,11484,105327,4
252404,11485,105333,1
252406,11485,105331,3
252407,11486,105335,1
252408,11486,105334,2
252409,11486,105333,3
252410,11486,105332,4
252411,11486,105331,5
252412,11486,105330,6
252413,11486,105329,7
252415,11486,105327,9
252417,11486,105325,11
252418,11486,105324,12
252419,11486,105323,13
252421,11486,105321,15
252422,11486,105320,16
252644,11536,105626,1
252649,11538,105629,3
252651,11539,105634,2
252653,11539,105632,4
252654,11540,105638,1
252655,11540,105637,2
252656,11540,105636,3
252659,11541,105638,3
252660,11541,105637,4
252661,11541,105636,5
252663,11541,105634,7
252664,11541,105633,8
252665,11541,105632,9
252667,11541,105630,11
252668,11541,105629,12
252669,11541,105628,13
252670,11541,105627,14
252671,11541,105626,15
252672,11541,105625,16
252728,11553,105692,1
252731,11555,105694,2
252732,11556,105698,1
252735,11557,105702,1
252736,11557,105701,2
252738,11557,105699,4
252739,11558,105705,1
252740,11558,105704,2
252741,11558,105703,3
252742,11559,105707,1
252743,11559,105706,2
252744,11559,105705,3
252745,11559,105704,4
252746,11559,105703,5
252747,11559,105702,6
252748,11559,105701,7
252749,11559,105699,8
252750,11559,105700,9
252751,11559,105698,10
252752,11559,105697,11
252753,11559,105696,12
252755,11559,105694,14
252756,11559,105693,15
252757,11559,105692,16
252761,11562,105746,2
252762,11562,105745,3
252767,11564,105754,1
252771,11565,105757,2
252774,11566,105724,1
252775,11567,105726,1
252778,11568,105728,2
252779,11568,105727,3
252780,11569,105733,1
252783,11569,108100,4
252784,11570,105736,1
252785,11570,105735,2
252787,11571,105719,1
252788,11571,105738,2
252789,11571,105737,3
252790,11572,105761,1
252791,11572,105760,2
252794,11572,105757,5
252795,11572,105756,6
252796,11572,105755,7
252797,11572,105754,8
252798,11572,105753,9
252799,11572,105752,10
252800,11572,105751,11
252801,11572,105750,12
252802,11572,105749,13
252803,11572,105748,14
252804,11572,105747,15
252805,11572,105746,16
252806,11572,105745,17
252808,11572,105743,19
252810,11573,105741,2
252811,11573,105740,3
252812,11573,105719,4
252813,11573,105738,5
252814,11573,105737,6
252815,11573,105736,7
252816,11573,105735,8
252818,11573,105733,11
252819,11573,105732,10
252823,11573,105728,15
252824,11573,105727,16
252825,11573,105726,17
252827,11573,105724,19
252828,11574,105712,1
252829,11575,105710,1
252832,11577,105715,1
252833,11577,105714,2
252834,11577,105713,3
252836,11578,105717,2
252837,11578,105716,3
252838,11579,105721,1
252839,11579,105720,2
252840,11579,105739,3
252842,11580,105723,2
252843,11580,105722,3
252844,11580,105721,4
252845,11580,105720,5
252846,11580,105739,6
252848,11580,105717,8
252849,11580,105716,9
252850,11580,105715,10
252851,11580,105714,11
252852,11580,105713,12
252853,11580,105712,13
252854,11580,105711,14
252855,11580,105710,15
252856,11580,105709,16
252857,11581,105812,1
252858,11582,105812,1
252859,11582,105815,2
252860,11582,105814,3
252861,11582,105813,4
252862,11582,105811,5
252863,11582,105810,6
252864,11582,105809,7
252865,11582,105808,8
252866,11582,105807,9
252867,11582,105806,10
252868,11582,105805,11
252869,11582,105804,12
252870,11582,105803,13
252871,11582,105802,14
252872,11582,105801,15
252873,11582,105800,16
252874,11582,105799,17
252875,11582,105798,18
252876,11583,105798,1
252877,11584,105799,1
252878,11585,105801,1
252879,11585,105800,2
252880,11586,105805,1
252881,11586,105804,2
252882,11586,105803,3
252883,11586,105802,4
252884,11587,105808,1
252885,11587,105807,2
252886,11587,105806,3
252887,11581,105811,2
252888,11581,105810,3
252889,11581,105809,4
252890,11588,105781,1
252891,11589,105782,1
252892,11590,105784,1
252893,11590,105783,2
252894,11591,105788,1
252895,11591,105787,2
252896,11591,105786,3
252897,11591,105785,4
252898,11592,105791,1
252899,11592,105790,2
252900,11592,105789,3
252901,11593,105794,1
252902,11593,105793,2
252903,11593,105792,3
252904,11594,105797,1
252905,11594,105796,2
252906,11594,105795,3
252907,11594,105794,4
252908,11594,105793,5
252909,11594,105792,6
252910,11594,105791,7
252911,11594,105790,8
252912,11594,105789,9
252913,11594,105788,10
252914,11594,105787,11
252915,11594,105786,12
252916,11594,105785,13
252917,11594,105784,14
252918,11594,105783,15
252919,11594,105782,16
252920,11594,105781,17
252921,11595,105762,1
252922,11596,105763,1
252923,11597,105766,1
252924,11597,105765,2
252925,11597,105764,3
252926,11598,105770,1
252927,11598,105769,2
252928,11598,105768,3
252930,11599,105773,1
252931,11599,105772,2
252932,11599,105771,3
252933,11600,105777,1
252934,11600,105776,2
252935,11600,105775,3
252936,11600,105774,4
252937,11601,105780,1
252938,11601,105779,2
252939,11601,105778,3
252940,11601,105777,4
252941,11601,105776,5
252942,11601,105775,6
252943,11601,105774,7
252944,11601,105773,8
252945,11601,105772,9
252946,11601,105771,10
252947,11601,105770,11
252948,11601,105769,12
252949,11601,105768,13
252950,11601,105767,14
252951,11601,105766,15
252952,11601,105765,16
252953,11601,105764,17
252954,11601,105763,18
252955,11601,105762,19
252960,11605,105841,1
252962,11605,105839,3
252963,11605,105838,4
252964,11606,105844,1
252965,11606,105843,2
252966,11606,105842,3
252967,11607,105848,1
252969,11607,105846,3
252970,11607,105845,4
252971,11608,105850,1
252972,11608,105849,2
252973,11608,105848,3
252975,11608,105846,5
252976,11608,105845,6
252977,11608,105844,7
252978,11608,105843,8
252979,11608,105842,9
252980,11608,105841,10
252981,11608,105840,11
252982,11608,105839,12
252983,11608,105838,13
252984,11608,105837,14
252985,11608,105836,15
252986,11608,105835,16
252987,11608,105834,17
252988,11609,105851,1
252989,11610,105852,1
252990,11611,105855,1
252991,11611,105854,2
252992,11611,105853,3
252993,11612,105859,1
252994,11612,105858,2
252995,11612,105857,3
252996,11612,105856,4
252997,11613,105862,1
252998,11613,105861,2
252999,11613,105860,3
253000,11614,105864,1
253001,11614,105863,2
253002,11615,105867,1
253003,11615,105866,2
253004,11615,105865,3
253005,11615,105864,4
253006,11615,105863,5
253007,11615,105862,6
253008,11615,105861,7
253009,11615,105860,8
253010,11615,105859,9
253011,11615,105858,10
253012,11615,105857,11
253013,11615,105856,12
253014,11615,105855,13
253015,11615,105854,14
253016,11615,105853,15
253017,11615,105852,16
253018,11615,105851,17
253019,11616,105817,1
253020,11617,105818,1
253022,11618,105819,2
253024,11619,105823,2
253026,11619,105821,4
253027,11620,105828,1
253028,11620,105827,2
253029,11620,105826,3
253030,11620,105825,4
253031,11621,105831,1
253032,11621,105830,2
253033,11621,105829,3
253034,11622,105833,1
253035,11622,105832,2
253036,11622,105831,3
253037,11622,105830,4
253038,11622,105829,5
253039,11622,105828,6
253040,11622,105827,7
253041,11622,105826,8
253042,11622,105825,9
253043,11622,105824,10
253044,11622,105823,11
253046,11622,105821,13
253047,11622,105820,14
253048,11622,105819,15
253049,11622,105818,16
253050,11622,105817,17
253051,11623,105909,1
253052,11624,105910,1
253053,11625,105912,1
253054,11625,105911,2
253056,11626,105914,2
253057,11626,105913,3
253058,11627,105919,1
253059,11627,105918,2
253060,11627,105917,3
253061,11627,105916,4
253062,11628,105923,1
253063,11628,105922,2
253065,11628,105920,4
253066,11629,105925,1
253067,11629,105924,2
253068,11629,105923,3
253069,11629,105922,4
253070,11629,105921,5
253071,11629,105920,6
253072,11629,105919,7
253073,11629,105918,8
253074,11629,105917,9
253075,11629,105916,10
253077,11629,105914,12
253078,11629,105913,13
253079,11629,105912,14
253080,11629,105911,15
253081,11629,105910,16
253082,11629,105909,17
253083,11630,105890,1
253084,11631,105891,1
253085,11632,105894,1
253086,11632,105893,2
253087,11632,105892,3
253088,11633,105897,1
253089,11633,105896,2
253090,11633,105895,3
253091,11634,105901,1
253092,11634,105900,2
253093,11634,105898,3
253095,11635,105904,1
253096,11635,105903,2
253097,11635,105902,3
253098,11636,105908,1
253099,11636,105907,2
253100,11636,105906,3
253101,11636,105905,4
253102,11636,105904,5
253103,11636,105903,6
253104,11636,105902,7
253105,11636,105901,8
253106,11636,105900,9
253107,11636,105898,10
253108,11636,105899,11
253109,11636,105897,12
253110,11636,105896,13
253111,11636,105895,14
253112,11636,105894,15
253113,11636,105893,16
253114,11636,105892,17
253115,11636,105891,18
253116,11636,105890,19
253117,11637,105889,1
253118,11637,105888,2
253119,11637,105885,3
253120,11637,105887,4
253121,11637,105886,5
253122,11637,105884,6
253123,11637,105883,7
253124,11637,105882,8
253125,11637,105881,9
253126,11637,105879,10
253127,11637,105880,11
253128,11637,105878,12
253129,11637,105877,13
253130,11637,105876,14
253131,11637,105875,15
253132,11637,105874,16
253133,11638,105874,1
253134,11639,105875,1
253135,11640,105878,1
253136,11640,105877,2
253137,11640,105876,3
253138,11641,105882,1
253140,11641,105879,3
253141,11641,105880,4
253142,11642,105884,1
253143,11642,105883,2
253144,11643,105885,1
253145,11643,105887,2
253146,11643,105886,3
253147,11644,105941,1
253148,11645,105942,1
253150,11646,105945,2
253151,11646,105944,3
253153,11647,105949,1
253154,11647,105948,2
253155,11647,105947,3
253157,11648,105951,2
253158,11648,105950,3
253159,11649,105955,1
253160,11649,105954,2
253162,11650,105958,1
253163,11650,105957,2
253164,11650,105956,3
253165,11650,105955,4
253166,11650,105954,5
253168,11650,105952,7
253169,11650,105951,8
253170,11650,105950,9
253171,11650,105949,10
253172,11650,105948,11
253173,11650,105947,12
253175,11650,105945,14
253176,11650,105944,15
253178,11650,105942,17
253179,11650,105941,18
253180,11651,105977,1
253181,11652,105978,1
253182,11652,105928,2
253183,11653,105929,1
253184,11653,105927,2
253185,11653,105926,3
253186,11654,105933,1
253187,11654,105932,2
253188,11654,105931,3
253189,11654,105930,4
253190,11655,105936,1
253191,11655,105935,2
253192,11655,105934,3
253193,11656,105938,1
253196,11657,105939,2
253197,11657,105938,3
253198,11657,105937,4
253199,11657,105936,5
253200,11657,105935,6
253201,11657,105934,7
253202,11657,105933,8
253203,11657,105932,9
253204,11657,105931,10
253205,11657,105930,11
253206,11657,105929,12
253207,11657,105927,13
253208,11657,105926,14
253209,11657,105978,15
253210,11657,105928,16
253211,11657,105977,17
253213,11659,105978,1
253214,11659,105928,2
253215,11660,105929,1
253216,11660,105927,2
253217,11660,105926,3
253218,11661,105933,1
253219,11661,105932,2
253220,11661,105931,3
253222,11662,105936,1
253223,11662,105935,2
253224,11662,105934,3
253226,11663,105937,2
253227,11664,105959,1
253228,11665,105961,1
253230,11666,105964,1
253231,11666,105965,2
253232,11666,105963,3
253233,11666,105962,4
253234,11667,105968,1
253235,11667,105967,2
253236,11667,105966,3
253237,11668,105970,1
253238,11668,105971,2
253239,11668,105969,3
253240,11669,105974,1
253241,11669,105973,2
253242,11669,105972,3
253243,11670,105976,1
253244,11670,105975,2
253245,11670,105974,3
253246,11670,105973,4
253247,11670,105972,5
253248,11670,105970,6
253249,11670,105971,7
253250,11670,105969,8
253251,11670,105968,9
253252,11670,105967,10
253253,11670,105966,11
253254,11670,105964,12
253255,11670,105965,13
253256,11670,105963,14
253257,11670,105962,15
253258,11670,105961,16
253260,11670,105959,18
255562,11649,105952,3
255626,11573,108100,14
260619,11482,105324,3
260750,12440,110291,1
260751,12440,110290,2
260752,12440,110293,3
260753,12440,110292,4
260754,12440,110289,5
260755,12440,110286,6
260757,12440,110284,8
260762,12441,110293,1
260763,12441,110292,2
260764,12441,110289,3
260765,12441,110286,4
260767,12442,110284,2
260775,12445,110303,1
260776,12445,110305,2
260777,12445,110298,3
260778,12445,110304,4
260781,12446,110300,3
260786,12449,110296,1
260787,12449,110301,2
260788,12449,110303,3
260789,12449,110305,4
260790,12449,110298,5
260791,12449,110304,6
260794,12449,110300,9
260799,12450,110318,1
260800,12450,110315,2
260801,12450,110313,3
260802,12450,110314,4
260803,12450,110319,5
260804,12450,110316,6
260805,12450,110309,7
260811,12451,110309,1
260815,12453,110314,1
260816,12453,110319,2
260817,12453,110316,3
261195,11646,110524,4
261196,11650,110524,19
261554,11599,105767,4
261560,11327,104929,4
261565,11328,110844,17
261572,11361,104767,4
261573,11622,110851,18
261574,11607,110852,5
261575,11608,110852,18
261576,11608,110853,19
261577,11352,104745,4
261578,11353,104743,4
261579,11367,104738,4
261580,11369,104734,4
261581,11617,110854,2
261582,11622,110854,19
261583,11615,110855,18
261584,11650,110858,20
261588,11668,110856,4
261589,11670,110856,19
261590,11645,110858,2
261591,11370,110859,17
261592,11374,110859,2
261593,11370,110860,18
261595,11370,110861,19
261597,11373,104984,3
261598,11375,104981,4
261599,11375,110860,5
261600,11376,110861,2
261601,11376,104989,3
261602,11377,104986,5
261603,11377,104987,6
261604,11378,104990,4
261618,11578,105759,4
261619,11580,105718,17
261620,11580,105759,18
261622,11576,105709,3
261627,11570,105732,4
261628,11561,105750,2
261629,11562,105748,4
261631,11563,105752,5
261632,11563,105747,6
261633,11564,105755,4
261634,11565,105753,3
261635,11565,105749,4
261636,11565,105751,5
261637,11560,110866,2
261638,11563,105743,7
261639,11572,110866,20
261640,11561,110867,3
261641,11572,110867,21
261642,11564,110868,5
261643,11572,110868,22
261644,11371,110870,18
261645,11384,110870,4
261646,11484,110871,5
261647,11485,105334,4
261648,11485,105335,5
261649,11486,105639,17
261650,11486,110871,18
261651,11482,110872,4
261652,11483,105329,3
261653,11483,110873,4
261654,11486,110873,19
261655,11486,110872,20
261656,11535,105628,2
261657,11538,105633,4
261658,11539,110874,5
261659,11541,110874,17
261660,11539,110875,6
261661,11541,110875,18
261662,11626,110876,4
261663,11629,110876,18
261664,11538,110878,5
261665,11541,110878,19
261666,11537,105625,3
261667,12481,110879,3
261668,11541,110879,20
261669,11556,105700,3
261670,11557,105696,5
261671,11554,110882,2
261673,11555,105693,3
261675,11559,110882,17
261677,11559,110880,19
261679,11554,110880,3
261681,11555,105697,4
261684,12482,105628,1
261685,11635,105899,4
268072,11332,110844,3
268077,11618,105824,3
268078,11619,105820,5
268086,11657,105953,19
268087,11658,105930,2
268088,11661,105977,4
268090,11567,105730,2
268091,11569,105740,5
268092,11573,105730,20
268093,11573,105708,21
268094,11573,113398,22
268095,11580,105742,20
268096,11657,110857,20
268098,11662,105953,4
268099,11663,110857,3
268100,11576,105711,5
268101,11576,105718,6
268102,11355,104755,5
268115,12700,104923,1
268116,12700,104924,2
268117,12700,104925,3
268118,12700,104931,4
268119,12700,104927,5
268120,12700,104929,6
268121,12701,104923,1
268122,12701,104924,2
268123,12702,104923,1
268124,12702,104924,2
268125,12702,104925,3
268126,12702,104931,4
268127,12702,104927,5
268128,12702,104929,6
268129,12702,104926,7
268130,12702,104928,8
268132,12703,104923,1
268133,12703,104924,2
268134,12703,104925,3
268135,12703,104931,4
268136,12703,104927,5
268137,12703,104929,6
268138,12703,104926,7
268139,12703,104928,8
268141,12703,104930,10
268142,12703,104932,11
268143,12703,104933,12
268144,12703,110844,13
268145,12703,104934,14
268146,12703,104935,15
268147,12704,104923,1
268148,12704,104924,2
268149,12704,104925,3
268150,12704,104931,4
268151,12704,104927,5
268152,12704,104929,6
268153,12704,104926,7
268154,12704,104928,8
268156,12704,104930,10
268157,12704,104932,11
268158,12704,104933,12
268159,12705,104938,1
268160,12705,104939,2
268161,12705,104943,3
268162,12705,104940,4
268163,12705,104941,5
268164,12705,104942,6
268165,12705,104948,7
268166,12705,104944,8
268167,12705,104946,9
268168,12705,104945,10
268169,12705,104949,11
268170,12705,104952,12
268171,12705,104947,13
268172,12705,104950,14
268173,12705,104955,15
268174,12705,104951,16
268175,12706,104938,1
268176,12706,104939,2
268177,12706,104943,3
268178,12706,104940,4
268179,12706,104941,5
268180,12706,104942,6
268181,12706,104948,7
268182,12706,104944,8
268183,12706,104946,9
268184,12706,104945,10
268185,12706,104949,11
268186,12706,104952,12
268187,12706,104947,13
268188,12707,104938,1
268189,12707,104939,2
268190,12707,104943,3
268191,12707,104940,4
268192,12707,104941,5
268193,12707,104942,6
268194,12707,104948,7
268195,12707,104944,8
268196,12707,104946,9
268197,12708,104938,1
268198,12708,104939,2
268199,12708,104943,3
268200,12708,104940,4
268201,12708,104941,5
268202,12708,104942,6
268203,12709,104938,1
268204,12709,104939,2
268205,11343,104951,3
268206,11346,104943,4
268207,12710,104957,1
268208,12710,104958,2
268209,12710,104922,3
268210,12710,104920,4
268211,12710,104919,5
268212,12710,104917,6
268213,12710,104916,7
268214,12710,104918,8
268215,12710,104915,9
268216,12710,104914,10
268217,12710,104912,11
268218,12710,104921,12
268219,12710,104911,13
268220,12710,104909,14
268221,12711,104957,1
268222,12711,104958,2
268223,12711,104922,3
268224,12711,104920,4
268225,12711,104919,5
268226,12711,104917,6
268227,12711,104916,7
268228,12711,104918,8
268229,12711,104915,9
268230,12711,104914,10
268231,12711,104912,11
268232,12712,104957,1
268233,12712,104958,2
268234,12712,104922,3
268235,12712,104920,4
268236,12712,104919,5
268237,12712,104917,6
268238,12712,104916,7
268239,12712,104918,8
268240,12713,104957,1
268241,12713,104958,2
268242,12713,104922,3
268243,12713,104920,4
268244,12713,104919,5
268245,12714,104957,1
268246,12714,104958,2
268247,12715,104960,1
268248,12715,104976,2
268249,12715,104975,3
268250,12715,104974,4
268251,12715,104973,5
268252,12715,104972,6
268253,12715,104970,7
268254,12715,104969,8
268255,12715,104968,9
268256,12715,104967,10
268257,12715,104966,11
268258,12715,104965,12
268259,12715,104964,13
268260,12715,104963,14
268261,12716,104960,1
268262,12716,104976,2
268263,12716,104975,3
268264,12716,104974,4
268265,12716,104973,5
268266,12716,104972,6
268267,12716,104970,7
268268,12716,104969,8
268269,12716,104968,9
268270,12716,104967,10
268271,12716,104966,11
268272,12717,104960,1
268273,12717,104976,2
268274,12717,104975,3
268275,12717,104974,4
268276,12717,104973,5
268277,12717,104972,6
268278,12717,104970,7
268279,12717,104969,8
268280,12718,104960,1
268281,12718,104976,2
268282,12718,104975,3
268283,12718,104974,4
268284,12718,104973,5
268285,12718,104972,6
268286,12719,104960,1
268287,12719,104976,2
268288,12720,105013,1
268289,12720,105012,2
268290,12720,105011,3
268291,12720,110870,4
268292,12720,105009,5
268293,12720,105008,6
268294,12720,105005,7
268295,12720,105006,8
268296,12720,105007,9
268297,12720,105004,10
268298,12720,105002,11
268299,12720,104999,12
268300,12720,105001,13
268301,12720,105000,14
268302,12721,105013,1
268303,12721,105012,2
268304,12721,105011,3
268305,12721,110870,4
268306,12721,105009,5
268307,12721,105008,6
268308,12721,105005,7
268309,12721,105006,8
268310,12721,105007,9
268311,12721,105004,10
268312,12721,105002,11
268313,12722,105013,1
268314,12722,105012,2
268315,12722,105011,3
268316,12722,110870,4
268317,12722,105009,5
268318,12722,105008,6
268319,12722,105005,7
268320,12722,105006,8
268321,12722,105007,9
268322,12723,105013,1
268323,12723,105012,2
268324,12723,105011,3
268325,12723,110870,4
268326,12723,105009,5
268327,12723,105008,6
268328,12724,105013,1
268329,12724,105012,2
268330,12724,105011,3
268331,12725,104996,1
268332,12725,104995,2
268333,12725,104994,3
268334,12725,104993,4
268335,12725,104992,5
268336,12725,104990,6
268337,12725,104991,7
268338,12725,104987,8
268339,12725,104986,9
268340,12725,104988,10
268341,12725,110861,11
268342,12725,104989,12
268343,12725,104983,13
268344,12725,104985,14
268345,12725,110860,15
268346,12725,104981,16
268347,12726,104996,1
268348,12726,104995,2
268349,12726,104994,3
268350,12726,104993,4
268351,12726,104992,5
268352,12726,104990,6
268353,12726,104991,7
268354,12726,104987,8
268355,12726,104986,9
268356,12726,104988,10
268357,12726,110861,11
268358,12726,104989,12
268359,12727,104996,1
268360,12727,104995,2
268361,12727,104994,3
268362,12727,104993,4
268363,12727,104992,5
268364,12727,104990,6
268365,12727,104991,7
268366,12727,104987,8
268367,12727,104986,9
268368,12728,104996,1
268369,12728,104995,2
268370,12728,104994,3
268371,12728,104993,4
268372,12728,104992,5
268373,12728,104990,6
268374,12729,104996,1
268375,12729,104995,2
268376,12730,105815,1
268377,12730,105814,2
268378,12730,105813,3
268379,12730,105812,4
268380,12730,105811,5
268381,12730,105810,6
268382,12730,105809,7
268383,12730,105808,8
268384,12730,105807,9
268385,12730,105806,10
268386,12730,105805,11
268387,12730,105804,12
268388,12730,105803,13
268389,12730,105802,14
268390,12730,105801,15
268391,12730,105800,16
268392,12731,105815,1
268393,12731,105814,2
268394,12731,105813,3
268395,12731,105812,4
268396,12731,105811,5
268397,12731,105810,6
268398,12731,105809,7
268399,12731,105808,8
268400,12731,105807,9
268401,12731,105806,10
268402,12731,105805,11
268403,12731,105804,12
268404,12731,105803,13
268405,12731,105802,14
268406,12732,105815,1
268407,12732,105814,2
268408,12732,105813,3
268409,12732,105812,4
268410,12732,105811,5
268411,12732,105810,6
268412,12732,105809,7
268413,12732,105808,8
268414,12732,105807,9
268415,12732,105806,10
268416,12733,105815,1
268417,12733,105814,2
268418,12733,105813,3
268419,12733,105812,4
268420,12733,105811,5
268421,12733,105810,6
268422,12733,105809,7
268423,12734,105815,1
268424,12734,105814,2
268425,12734,105813,3
268426,12735,105797,1
268427,12735,105796,2
268428,12735,105795,3
268429,12735,105794,4
268430,12735,105793,5
268431,12735,105792,6
268432,12735,105789,7
268433,12735,105791,8
268434,12735,105790,9
268435,12735,105788,10
268436,12735,105787,11
268437,12735,105786,12
268438,12735,105785,13
268439,12735,105784,14
268440,12735,105783,15
268441,12736,105797,1
268442,12736,105796,2
268443,12736,105795,3
268444,12736,105794,4
268445,12736,105793,5
268446,12736,105792,6
268447,12736,105789,7
268448,12736,105791,8
268449,12736,105790,9
268450,12736,105788,10
268451,12736,105787,11
268452,12736,105786,12
268453,12736,105785,13
268454,12737,105797,1
268455,12737,105796,2
268456,12737,105795,3
268457,12737,105794,4
268458,12737,105793,5
268459,12737,105792,6
268460,12737,105789,7
268461,12737,105791,8
268462,12737,105790,9
268463,12738,105797,1
268464,12738,105796,2
268465,12738,105795,3
268466,12738,105794,4
268467,12738,105793,5
