ID,SkillID,ClassMask,Flags,Availability,MinLevel,SkillTierID,RaceMasks[0],RaceMasks[1]
2104,2494,-1,0,0,0,336,-1,-1
2108,2499,-1,0,0,0,338,-1,-1
2109,2500,-1,0,0,0,333,-1,-1
2110,2501,-1,0,0,0,333,-1,-1
2111,2502,-1,0,0,0,335,-1,-1
2112,2503,-1,0,0,0,335,-1,-1
2113,2504,-1,0,0,0,335,-1,-1
2114,2505,-1,0,0,0,335,-1,-1
2115,2506,-1,0,0,0,336,-1,-1
2116,2507,-1,0,0,0,338,-1,-1
2117,2508,-1,0,0,0,333,-1,-1
2118,2509,-1,0,0,0,333,-1,-1
2119,2510,-1,0,0,0,335,-1,-1
2120,2511,-1,0,0,0,335,-1,-1
2121,2512,-1,0,0,0,335,-1,-1
2122,2513,-1,0,0,0,335,-1,-1
2123,2514,-1,0,0,0,336,-1,-1
2124,2517,-1,0,0,0,338,-1,-1
2125,2518,-1,0,0,0,333,-1,-1
2126,2519,-1,0,0,0,333,-1,-1
2127,2520,-1,0,0,0,335,-1,-1
2128,2521,-1,0,0,0,335,-1,-1
2129,2522,-1,0,0,0,335,-1,-1
2130,2523,-1,0,0,0,335,-1,-1
2131,2524,-1,0,0,0,336,-1,-1
2132,2525,-1,0,0,0,338,-1,-1
2133,2526,-1,0,0,0,333,-1,-1
2134,2527,-1,0,0,0,333,-1,-1
2135,2528,-1,0,0,0,335,-1,-1
2136,2529,-1,0,0,0,335,-1,-1
2137,2530,-1,0,0,0,335,-1,-1
2138,2531,-1,0,0,0,335,-1,-1
2139,2532,-1,0,0,0,336,-1,-1
2140,2533,-1,0,0,0,338,-1,-1
2141,2534,-1,0,0,0,333,-1,-1
2142,2535,-1,0,0,0,333,-1,-1
2143,2536,-1,0,0,0,335,-1,-1
2144,2537,-1,0,0,0,335,-1,-1
2145,2538,-1,0,0,0,335,-1,-1
2146,2539,-1,0,0,0,335,-1,-1
2147,2540,-1,0,0,0,336,-1,-1
2148,2541,-1,0,0,0,338,-1,-1
2149,2542,-1,0,0,0,333,-1,-1
2150,2543,-1,0,0,0,333,-1,-1
2151,2544,-1,0,0,0,335,-1,-1
2152,2545,-1,0,0,0,335,-1,-1
2153,2546,-1,0,0,0,335,-1,-1
2154,2547,-1,0,0,0,335,-1,-1
2155,2548,-1,0,0,0,336,-1,-1
2156,2549,-1,0,0,0,338,-1,-1
2157,2550,-1,0,0,0,333,-1,-1
2158,2551,-1,0,0,0,333,-1,-1
2159,2552,-1,0,0,0,335,-1,-1
2160,2553,-1,0,0,0,335,-1,-1
2161,2554,-1,0,0,0,335,-1,-1
2162,2555,-1,0,0,0,335,-1,-1
2163,2556,-1,0,0,0,336,-1,-1
2164,2557,-1,0,0,0,338,-1,-1
2165,2558,-1,0,0,0,333,-1,-1
2166,2559,-1,0,0,0,333,-1,-1
2167,2560,-1,0,0,0,335,-1,-1
2168,2561,-1,0,0,0,335,-1,-1
2169,2562,-1,0,0,0,335,-1,-1
2170,2563,-1,0,0,0,335,-1,-1
2171,2564,-1,0,0,0,336,-1,-1
2172,2565,-1,0,0,0,338,-1,-1
2173,2566,-1,0,0,0,333,-1,-1
2174,2567,-1,0,0,0,333,-1,-1
2175,2568,-1,0,0,0,335,-1,-1
2176,2569,-1,0,0,0,335,-1,-1
2177,2570,-1,0,0,0,335,-1,-1
2178,2571,-1,0,0,0,335,-1,-1
2179,2572,-1,0,0,0,336,-1,-1
2194,2585,-1,16384,0,0,338,-1,-1
2195,2586,-1,16384,0,0,333,-1,-1
2196,2587,-1,16384,0,0,333,-1,-1
2197,2588,-1,16384,0,0,335,-1,-1
2198,2589,-1,16384,0,0,335,-1,-1
2199,2590,-1,16384,0,0,335,-1,-1
2200,2591,-1,16384,0,0,335,-1,-1
2201,2592,-1,16384,0,0,336,-1,-1
2205,2597,16383,33938,1,0,0,2048,0
2206,2598,-1,33938,1,0,0,8192,0
2312,2720,-1,0,0,0,41,-1,-1
2313,2721,16383,33938,1,0,0,1073741824,0
2315,2723,16383,33938,1,0,0,-2147483648,0
2325,2727,16383,0,1,0,0,-1,-1
2326,2730,-1,1072,0,0,0,-1,-1
2327,2731,-1,1040,0,0,0,-1,-1
2328,2732,-1,1040,0,0,0,-1,-1
2330,2733,-1,1040,0,0,0,-1,-1
2331,2734,-1,0,0,0,0,-1,-1
2338,2750,-1,0,0,0,473,-1,-1
2339,2751,-1,0,0,1,472,-1,-1
2340,2752,-1,0,0,0,335,-1,-1
2341,2753,-1,0,0,0,480,-1,-1
2342,2754,-1,16384,0,0,474,-1,-1
2343,2755,-1,0,0,0,333,-1,-1
2344,2756,-1,0,0,0,333,-1,-1
2345,2757,-1,0,0,0,481,-1,-1
2346,2758,-1,0,0,0,333,-1,-1
2347,2759,-1,0,0,0,482,-1,-1
2348,2760,-1,0,0,0,478,-1,-1
2349,2761,-1,0,0,0,478,-1,-1
2350,2762,-1,0,0,0,478,-1,-1
2359,2773,16383,33938,1,0,0,2048,0
2360,2774,16383,33938,1,0,0,16384,0
2361,2775,16383,33938,1,0,0,4096,0
2362,2776,-1,128,1,0,0,4096,0
2363,2776,-1,160,0,0,21,60829439,0
2364,2777,-1,0,0,0,41,-1,-1
2376,2787,-1,0,0,0,41,-1,-1
2382,2791,-1,0,0,0,41,-1,-1
2398,2808,16383,33810,1,0,0,98304,0
2399,2810,4096,1048,1,0,0,-1,-1
2400,2811,-1,0,0,0,41,-1,-1
2402,2816,8192,1050,1,0,0,-1,-1
2403,2817,-1,144,1,1,0,-1,-1
2406,138,-1,128,1,0,0,0,3
2407,2819,-1,0,0,0,41,-1,-1
2408,2819,-1,0,0,0,0,-1,-1
2409,2819,-1,0,0,0,41,-1,-1
2411,2821,-1,0,0,0,41,-1,-1
2412,2822,-1,0,0,1,333,-1,-1
2414,2823,-1,0,0,0,333,-1,-1
2415,2824,-1,0,0,0,333,-1,-1
2416,2825,-1,0,0,1,333,-1,-1
2417,2826,-1,16384,0,0,333,-1,-1
2418,2827,-1,0,0,0,333,-1,-1
2419,2828,-1,0,0,0,333,-1,-1
2420,2829,-1,0,0,0,333,-1,-1
2421,2830,-1,0,0,0,333,-1,-1
2422,2831,-1,0,0,0,333,-1,-1
2423,2832,-1,0,0,0,333,-1,-1
2424,2833,-1,0,0,0,333,-1,-1
2425,2834,-1,0,0,0,333,-1,-1
2426,138,-1,128,1,0,0,98304,0
2437,2847,-1,0,0,0,41,-1,-1
2444,2855,-1,128,0,0,507,-1,-1
2456,2870,-1,0,0,0,41,-1,-1
2457,2871,-1,0,0,0,333,-1,-1
2458,2872,-1,0,0,0,333,-1,-1
2459,2873,-1,0,0,0,333,-1,-1
2460,2874,-1,0,0,0,333,-1,-1
2461,2875,-1,0,0,0,333,-1,-1
2462,2876,-1,16384,0,0,336,-1,-1
2463,2877,-1,0,0,0,333,-1,-1
2464,2878,-1,0,0,0,333,-1,-1
2465,2879,-1,0,0,0,333,-1,-1
2466,2880,-1,0,0,0,333,-1,-1
2467,2881,-1,0,0,0,333,-1,-1
2468,2882,-1,0,0,0,333,-1,-1
2470,2883,-1,0,0,0,333,-1,-1
2471,2884,-1,128,0,0,518,-1,-1
2473,2886,-1,0,0,0,41,-1,-1
2475,98,8192,176,0,0,0,-1,-1
2477,2895,16383,33938,1,0,0,393216,0
2480,2902,16383,0,1,0,0,-1,-1
2481,140,-1,128,1,0,0,393216,0
2484,2906,-1,0,0,0,333,-1,-1
2485,2907,-1,0,0,0,333,-1,-1
2486,2908,-1,0,0,0,333,-1,-1
2487,2909,-1,0,0,0,333,-1,-1
2488,2910,-1,0,0,0,333,-1,-1
2489,2911,-1,16384,0,0,336,-1,-1
2490,2912,-1,0,0,0,333,-1,-1
2491,2913,-1,0,0,0,333,-1,-1
2492,2914,-1,0,0,0,333,-1,-1
2493,2915,-1,0,0,0,333,-1,-1
2494,2916,-1,0,0,0,333,-1,-1
2495,2917,-1,0,0,0,333,-1,-1
2496,2918,-1,0,0,0,333,-1,-1
2501,2929,16384,1050,1,0,0,-1,-1
2503,2930,-1,0,1,0,0,1572864,0
2524,2950,-1,0,0,0,41,-1,-1
2528,171,0,0,0,0,0,0,0
2529,171,-1,0,0,0,41,-1,-1
2530,171,-1,0,0,0,41,-1,-1
2531,2984,-1,0,0,0,41,-1,-1
2537,2987,-1,128,1,0,0,1572864,0
