ID,SoundKitID,EventIndex,GameObjectDisplayInfoID
1504,10966,7,5651
1505,10965,6,5652
1506,10966,7,5652
1508,13285,0,5692
1509,13287,1,5692
1510,13286,3,5692
1511,1277,1,5743
1512,1278,3,5743
1513,1277,1,5744
1514,1278,3,5744
1515,10965,6,5771
1516,10966,7,5771
1517,10965,6,5773
1518,10966,7,5773
1519,8152,0,5812
1520,8153,0,5813
1521,8153,0,5814
1522,8153,0,5815
1523,8156,0,5871
1524,8155,0,5872
1525,8155,0,5873
1526,8194,1,5931
1527,8195,6,5931
1528,25527,1,6011
1529,10965,6,6251
1530,10966,7,6251
1531,10965,6,6252
1532,10966,7,6252
1533,10965,6,6253
1534,10966,7,6253
1535,10965,6,6254
1536,10966,7,6254
1537,10965,6,6271
1538,10966,7,6271
1539,8437,6,6291
1540,8439,6,6352
1541,15177,1,6353
1542,15178,3,6353
1543,15177,1,6354
1544,15177,3,6354
1545,24423,0,6385
1546,24424,2,6385
1547,8453,0,6392
1548,12150,1,6422
1549,12151,2,6422
1550,12151,5,6422
1551,8753,1,6424
1552,8752,3,6424
1553,8476,6,6429
1554,8477,0,6431
1555,8480,0,6432
1556,8478,6,6432
1557,8479,7,6432
1558,8570,0,6471
1559,8570,1,6471
1560,9058,2,6476
1561,8527,6,6483
1562,8526,8,6483
1563,8548,1,6486
1564,8547,3,6486
1565,8549,6,6486
1566,8560,6,6489
1567,8560,6,6490
1568,8509,1,6502
1569,8510,3,6502
1570,8569,6,6509
1571,8569,6,6510
1572,8569,6,6511
1573,13338,1,6512
1574,8569,6,6515
1575,8569,6,6516
1576,8569,6,6517
1577,8569,6,6518
1578,8569,6,6519
1579,8569,6,6520
1580,8569,6,6521
1581,8569,6,6522
1582,8569,6,6523
1583,8569,6,6524
1584,8664,6,6543
1585,8666,6,6544
1586,8665,9,6544
1587,8945,1,6625
1588,8946,3,6625
1589,9040,1,6626
1590,9041,3,6626
1591,8945,1,6627
1592,8946,3,6627
1593,8945,1,6628
1594,8946,3,6628
1595,8945,1,6629
1596,8946,3,6629
1597,8945,1,6630
1598,8946,3,6630
1599,8945,1,6631
1600,8946,3,6631
1601,8945,1,6632
1602,8946,3,6632
1603,8945,1,6633
1604,8946,3,6633
1605,8702,0,6659
1606,8732,1,6672
1607,8741,3,6672
1608,8731,1,6673
1609,8736,3,6673
1610,8730,1,6674
1611,8737,3,6674
1612,8733,1,6675
1613,8740,3,6675
1614,8734,1,6676
1615,8739,3,6676
1616,8735,1,6677
1617,8738,3,6677
1618,8782,0,6678
1619,8933,1,6678
1620,8932,4,6678
1621,8930,6,6678
1622,8931,7,6678
1623,8784,1,6687
1624,8783,2,6689
1625,8934,2,6691
1626,8937,2,6692
1627,8935,2,6693
1628,8936,2,6694
1629,8857,1,6695
1630,13925,0,6696
1631,13926,2,6696
1632,10959,1,6702
1633,10960,3,6702
1634,10959,4,6702
1635,8974,6,6747
1636,9057,1,6749
1637,3244,6,6754
1638,9020,7,6754
1639,9021,8,6754
1640,3244,6,6755
1641,9020,7,6755
1642,9021,8,6755
1643,3244,6,6756
1644,9020,7,6756
1645,9021,8,6756
1646,8979,1,6773
1647,8980,3,6773
1648,3244,6,6786
1649,9020,7,6786
1650,9021,8,6786
1651,9152,0,6804
1652,9141,1,6850
1653,9114,1,6855
1654,9113,3,6855
1655,13337,1,6859
1656,13336,1,6860
1657,9113,3,6864
1658,9114,4,6864
1659,9400,1,6865
1660,9401,3,6865
1661,9402,4,6865
1662,9153,6,6869
1663,9119,1,6885
1664,9121,1,6887
1665,12116,1,6891
1666,12118,3,6891
1667,12116,1,6892
1668,12118,3,6892
1669,12117,3,6893
1670,12117,4,6893
1671,12117,3,6894
1672,12117,4,6894
1673,4816,1,6899
1674,4816,6,6899
1675,12117,3,6908
1676,12117,4,6908
1677,12117,3,6909
1678,12117,4,6909
1679,10938,0,6913
1680,9869,2,6955
1681,9869,2,6956
1682,9988,6,6965
1683,9870,7,6965
1684,9989,8,6965
1685,9829,2,7013
1686,10927,1,7014
1687,10928,3,7014
1688,10001,0,7017
1689,10017,3,7027
1690,10016,4,7027
1691,10023,1,7031
1692,10024,3,7031
1693,10023,4,7031
1694,10023,1,7032
1695,10024,3,7032
1696,10023,4,7032
1697,10834,1,7033
1698,10835,3,7033
1699,10834,4,7033
1700,9988,6,7066
1701,9870,7,7066
1702,9989,8,7066
1703,9988,6,7067
1704,9870,7,7067
1705,9989,8,7067
1706,9988,6,7068
1707,9870,7,7068
1708,9989,8,7068
1709,10929,0,7076
1710,10963,1,7076
1711,11577,6,7076
1712,10711,1,7090
1713,10712,3,7090
1714,10645,1,7093
1715,10644,3,7093
1716,10603,1,7113
1717,10604,3,7113
1718,10648,1,7115
1719,10650,3,7115
1720,10697,1,7121
1721,10696,6,7121
1722,10646,1,7125
1723,10647,1,7126
1724,10651,0,7130
1725,10652,1,7130
1726,10653,3,7130
1727,10654,0,7131
1728,10655,1,7131
1729,10656,3,7131
1730,10655,4,7131
1731,10692,1,7136
1732,10833,2,7138
1733,10684,0,7139
1734,10685,1,7139
1735,10685,4,7139
1736,10917,0,7145
1737,9869,2,7146
1738,10832,4,7147
1739,11734,6,7147
1740,10713,2,7148
1741,10713,2,7149
1742,10740,2,7150
1743,10814,4,7150
1744,10836,1,7154
1745,10837,3,7154
1746,10836,4,7154
1747,10688,1,7155
1748,10689,1,7156
1749,10690,1,7157
1750,10945,0,7159
1751,10964,1,7159
1752,10777,0,7168
1753,10779,1,7168
1754,10778,3,7168
1755,8973,0,7181
1756,8973,1,7181
1757,8973,2,7181
1758,8973,3,7181
1759,8973,4,7181
1760,8973,5,7181
1761,8973,6,7181
1762,8973,7,7181
1763,8973,8,7181
1764,8973,9,7181
1765,10841,1,7183
1766,10842,3,7183
1767,10780,4,7188
1768,10780,6,7188
1769,10751,1,7190
1770,10751,4,7190
1771,3381,2,7191
1772,10844,1,7196
1773,10844,1,7197
1774,11576,7,7206
1775,10931,0,7213
1776,10930,1,7213
1777,10911,0,7216
1778,10912,1,7216
1779,10913,3,7216
1780,10914,0,7235
1781,10915,1,7235
1782,10916,3,7235
1783,10780,1,7247
1784,10780,4,7247
1785,10962,4,7248
1786,10922,0,7256
1787,10922,1,7256
1788,10922,2,7256
1789,10922,4,7256
1790,10944,0,7271
1791,10967,2,7271
1792,10950,0,7274
1793,11546,6,7297
1794,10975,1,7319
1795,10976,3,7319
1796,10997,1,7320
1797,10998,3,7320
1798,11732,1,7342
1799,11733,3,7342
1800,11556,2,7359
1801,11554,6,7359
1802,11553,7,7359
1803,11678,6,7364
1804,11687,6,7365
1805,11680,6,7366
1806,11681,6,7367
1807,11682,6,7369
1808,11683,6,7371
1809,11680,6,7373
1810,11685,6,7375
1811,11739,1,7377
1812,11661,6,7379
1813,11671,6,7385
1814,11675,1,7388
1815,11735,1,7390
1816,11736,3,7390
1817,11712,6,7392
1818,11713,7,7392
1819,11745,6,7393
1820,11744,6,7394
1821,12109,0,7407
1822,12109,1,7407
1823,12109,2,7407
1824,12109,1,7408
1825,12109,3,7408
1826,12109,1,7409
1827,12109,3,7409
1828,12109,1,7410
1829,12109,3,7410
1830,12109,1,7411
1831,12109,3,7411
1832,11977,1,7421
1833,11978,3,7421
1834,11979,1,7422
1835,11980,3,7422
1836,10933,1,7427
1837,10932,3,7427
1838,12256,1,7437
1839,12256,6,7437
1840,11894,1,7469
1841,11895,3,7469
1842,11894,4,7469
1843,12614,0,7473
1844,12712,1,7480
1845,12711,3,7480
1846,12709,1,7482
1847,12708,3,7482
1848,12710,1,7502
1849,11989,1,7510
1850,11990,3,7510
1851,10935,1,7515
1852,10934,3,7515
1853,12742,1,7529
1854,12743,6,7529
1855,12113,0,7530
1856,12114,1,7530
1857,12112,3,7530
1858,12115,0,7531
1859,12111,1,7531
1860,12110,3,7531
1861,12152,2,7532
1862,12818,0,7631
1863,12820,1,7631
1864,12821,2,7631
1865,12819,3,7631
1866,12297,1,7651
1867,12294,1,7652
1868,12223,1,7653
1869,12224,3,7653
1870,12766,0,7658
1871,12767,4,7658
1872,12252,4,7666
1873,12300,1,7703
1874,12299,1,7704
1875,12336,3,7704
1876,12751,1,7712
1877,12749,3,7712
1878,12750,4,7712
1879,12647,1,7717
1880,13306,1,7760
1881,12706,0,7800
1882,12707,2,7800
1883,12793,1,7803
1884,12793,4,7803
1885,12805,1,7805
1886,12806,3,7805
1887,12805,4,7805
1888,12809,1,7831
1889,12810,3,7831
1890,10936,4,7834
1891,12668,0,7840
1892,12669,1,7840
1893,12667,2,7840
1894,12758,3,7840
1895,12703,1,7846
1896,12704,3,7846
1897,13291,2,7868
1898,12787,1,7869
1899,12788,3,7869
1900,12811,1,7870
1901,12812,3,7870
1902,12814,1,7876
1903,12815,3,7876
1904,15374,1,7946
1905,15374,4,7946
1906,13289,0,7972
1907,13290,1,7972
1908,13288,3,7972
1909,11989,1,8005
1910,11990,3,8005
1911,13280,1,8043
1912,13296,1,8050
1913,13295,2,8050
1914,13297,4,8050
1915,13146,1,8068
1916,13147,4,8068
1917,13148,6,8068
1918,13299,0,8081
1919,13300,1,8081
1920,13301,2,8081
1921,13298,3,8081
1922,15374,1,8082
1923,15374,4,8082
1924,13066,0,8093
1925,13140,2,8093
1926,13984,1,8103
1927,13983,3,8103
1928,13099,0,8107
1929,13100,1,8107
1930,13101,2,8107
1931,13098,3,8107
1932,13981,1,8112
1933,13982,3,8112
1934,74726,0,8121
1935,13979,1,8121
1936,13980,3,8121
1937,15200,0,8122
1938,15201,2,8122
1939,15199,3,8122
1940,15200,6,8122
1941,15179,1,8129
1942,13572,1,8156
1943,13573,3,8156
1944,73159,1,8157
1945,73160,3,8157
1946,13142,0,8177
1947,13144,1,8177
1948,13281,2,8177
1949,13143,3,8177
1950,15169,1,8188
1951,15190,2,8196
1952,12714,1,8235
1953,12713,3,8235
1954,13976,1,8265
1955,13975,3,8265
1956,13976,1,8266
1957,13975,3,8266
1958,15221,1,8293
1959,15222,3,8293
1960,15220,1,8294
1961,15219,3,8294
1962,15030,1,8308
1963,15029,3,8308
1964,15325,1,8313
1965,15027,6,8385
1966,15033,1,8390
1967,15031,1,8412
1968,15032,3,8412
1969,15174,1,8502
1970,15175,3,8502
1971,15186,1,8504
1972,15185,2,8504
1973,15184,3,8504
1974,15233,1,8569
1975,15188,3,8569
1976,15189,1,8570
1977,15223,0,8571
1978,15218,1,8571
1979,15224,2,8571
1980,15332,0,8627
1981,15317,1,8627
1982,15311,3,8627
1983,15316,1,8628
1984,15311,3,8628
1985,15315,1,8630
1986,15311,3,8630
1987,15335,0,8632
1988,15336,1,8632
1989,15334,2,8632
1990,15337,3,8632
1991,15887,1,8641
1992,15322,3,8641
1993,15323,4,8641
1994,15325,1,8680
1995,15374,1,8684
1996,15318,1,8685
1997,15311,3,8685
1998,15890,0,8686
1999,15314,1,8686
2000,15890,2,8686
2001,15311,3,8686
2002,15890,6,8686
2003,15313,1,8691
2004,15312,3,8691
2005,16010,1,8997
2006,16009,3,8997
2007,16347,1,9023
2008,16346,3,9023
2009,16348,1,9028
2010,16349,3,9028
2011,16007,1,9035
2012,16006,3,9035
2013,16012,1,9044
2014,16011,3,9044
2015,15177,1,9062
2016,15178,3,9062
2017,9031,1,9063
2018,9032,3,9063
2019,16016,1,9064
2020,16014,2,9064
2021,16015,1,9065
2022,16013,2,9065
2023,1277,1,9069
2024,1278,3,9069
2025,16352,4,9075
2026,16010,1,9087
2027,16009,3,9087
2028,16352,4,9092
2029,16401,1,9124
2030,16400,3,9124
2031,17934,0,9132
2032,17935,1,9132
2033,17933,3,9132
2034,16408,1,9172
2035,16409,3,9172
2036,16501,1,9173
2037,16502,3,9173
2038,16504,1,9174
2039,16505,3,9174
2040,16576,1,9175
2041,16545,0,9194
2042,16547,1,9194
2043,16545,2,9194
2044,16546,3,9194
2045,17262,1,9214
2046,17261,3,9214
2047,17179,1,9227
2048,16499,1,9233
2049,16500,3,9233
2050,17177,1,9237
2051,17178,3,9237
2052,16574,1,9280
2053,16575,3,9280
2054,16577,1,9281
2055,16578,3,9281
2056,17184,0,9295
2057,17185,1,9295
2058,17183,2,9295
2059,17186,3,9295
2060,17790,1,9305
2061,17789,3,9305
2062,17788,1,9306
2063,25573,2,9639
2064,7334,1,9968
2065,7334,3,9968
2066,25325,4,10126
2067,25325,4,10168
2068,23686,1,10215
2069,23685,3,10215
2070,23682,1,10263
2071,23681,3,10263
2072,39531,1,10265
2073,1277,1,10313
2074,1278,7,10313
2075,16574,1,10314
2076,16575,7,10314
2077,28951,1,10315
2078,28950,3,10315
2079,28951,1,10316
2080,28950,3,10316
2081,36607,1,10317
2082,36608,3,10317
2083,11989,1,10497
2084,11990,3,10497
2085,25095,4,10550
2086,25095,0,10555
2087,25095,1,10555
2088,25095,2,10555
2089,25095,3,10555
2090,25095,4,10555
2091,25095,5,10555
2092,25095,6,10555
2093,25095,7,10555
2094,25095,8,10555
2095,25095,9,10555
2096,25308,2,10579
2097,8052,1,10580
2098,8052,3,10580
2099,25280,4,10591
2100,25340,4,10606
2101,25309,2,10637
2102,25309,6,10645
2103,25304,0,10684
2104,25305,1,10684
2105,25307,2,10684
2106,25306,3,10684
2107,18188,3,10691
2108,12151,4,10726
2109,25569,1,10735
2110,616,1,10769
2111,617,3,10769
2112,25523,1,10785
2113,25524,3,10785
2114,25595,2,10791
2115,25522,0,10794
2116,25522,1,10794
2117,25522,2,10794
2118,25522,3,10794
2119,30023,1,10820
2120,25599,4,10850
2121,30025,1,10875
2122,29234,1,10876
2123,25600,4,10878
2124,25600,4,10879
2125,25569,1,10882
2126,25678,1,10887
2127,25678,2,10887
2128,25684,4,10887
2129,3355,6,10948
2130,23200,1,10994
2131,25595,2,10994
2132,23200,1,10995
2133,25595,2,10995
2134,23200,1,10996
2135,25595,2,10996
2136,42228,1,11007
2137,42229,2,11007
2138,42230,3,11007
2139,26881,1,11014
2140,26880,3,11014
2141,25305,1,11020
2142,25306,3,11020
2143,28099,1,11041
2144,28098,3,11041
2145,4654,4,11042
2146,34495,1,11111
2147,34495,1,11113
2148,34495,1,11114
2149,34495,1,11216
2150,34495,1,11217
2151,34495,1,11218
2152,27128,1,11272
2153,27127,3,11272
2154,26879,1,11281
2155,26878,3,11281
2156,28411,2,11318
2157,32679,1,11323
2158,32680,3,11323
2159,26881,1,11324
2160,26880,3,11324
2161,26910,1,11367
2162,26912,4,11388
2163,26908,1,11421
2164,26909,3,11421
2165,30037,1,11459
2166,15190,1,11469
2167,15190,2,11469
2168,15191,1,11471
2169,15191,2,11471
2170,29229,1,11506
2171,27011,1,11512
2172,27012,3,11512
2173,27013,1,11513
2174,27014,3,11513
2175,27203,1,11517
2176,27005,1,11538
2177,27006,3,11538
2178,27007,1,11539
2179,27008,3,11539
2180,27009,1,11540
2181,27010,3,11540
2182,29950,1,11554
2183,29949,2,11554
2184,29948,3,11554
2185,28725,1,11558
2186,30020,1,11559
2187,28727,1,11569
2188,28726,3,11569
2189,29226,1,11579
2190,29225,3,11579
2191,30020,1,11590
2192,30020,3,11590
2193,27015,1,11634
2194,27016,3,11634
2195,29954,1,11638
2196,31688,1,11639
2197,30249,3,11639
2198,31688,1,11640
2199,31686,3,11640
2200,31688,1,11641
2201,30254,3,11641
2202,31688,1,11642
2203,30251,3,11642
2204,28728,1,11643
2205,28729,3,11643
2206,31104,1,11664
2207,28485,1,11667
2208,28904,3,11667
2209,30050,1,11696
2210,30050,2,11696
2211,29956,1,11726
2212,31108,1,11731
2213,31107,3,11731
2214,29954,1,11753
2215,28992,1,11809
2216,30040,3,11809
2217,31109,1,11839
2218,27005,1,11866
2219,28100,3,11866
2220,28947,1,11879
2221,28946,3,11879
2222,30258,1,11884
2223,28969,3,11884
2224,31105,1,11889
2225,29964,1,11891
2226,28993,1,11896
2227,30039,3,11896
2228,28994,1,11897
2229,30038,3,11897
2230,28949,1,11920
2231,29228,1,12015
2232,29227,3,12015
2233,18800,1,12041
2234,18800,3,12041
2235,31106,1,12042
2236,33020,0,12098
2237,18041,1,12098
2238,33020,2,12098
2239,18041,3,12098
2240,33608,1,12099
2241,33609,2,12099
2242,31694,1,12107
2243,31693,3,12107
2244,32134,0,12108
2245,31736,1,12108
2246,31735,2,12108
2247,31737,3,12108
2248,36265,1,12111
2249,36264,3,12111
2250,32719,1,12140
2251,32720,3,12140
2252,3355,6,12161
2253,28945,1,12180
2254,28945,3,12180
2255,33365,1,12271
2256,33365,3,12271
2257,33590,1,12422
2258,33772,3,12422
2259,18039,0,12427
2260,18038,3,12427
2261,39574,1,12438
2262,39573,3,12438
2263,37828,1,12441
2264,37829,3,12441
2265,28990,1,12444
2266,28990,1,12445
2267,28990,1,12446
2268,28990,1,12447
2269,32085,0,12475
2270,28949,1,12476
2271,28951,1,12602
2272,28950,3,12602
2273,28951,1,12603
2274,28950,3,12603
2275,28951,1,12604
2276,28950,3,12604
2277,32467,1,12632
2278,31733,2,12697
2279,32644,1,12703
2280,32643,3,12703
2281,28990,1,12770
2282,28990,6,12770
2283,32032,1,12812
2284,32033,2,12812
2285,32034,3,12812
2286,26881,1,12821
2287,26880,3,12821
2288,28947,1,12838
2289,28946,3,12838
2290,28949,1,13068
2291,30006,1,13350
2292,30005,3,13350
2293,35187,1,13495
2294,35188,3,13495
2295,36359,1,13560
2296,36360,3,13560
2297,36262,1,13564
2298,36261,3,13564
2299,36275,1,13579
2300,36274,3,13579
2301,35249,1,13580
2302,35250,3,13580
2303,35191,1,13581
2304,35192,3,13581
2305,35190,1,13586
2306,36287,1,13589
2307,36288,3,13589
2308,36174,4,13589
2309,36287,1,13590
2310,36288,3,13590
2311,36174,4,13590
2312,36287,1,13591
2313,36288,3,13591
2314,36174,4,13591
2315,36287,1,13592
2316,36288,3,13592
2317,36174,4,13592
2318,36263,1,13593
2319,35187,1,13594
2320,35189,2,13594
2321,35188,3,13594
2322,36275,1,13600
2323,36274,3,13600
2324,36271,1,13601
2325,36265,1,13607
2326,36264,3,13607
2327,36272,1,13609
2328,36273,3,13609
2329,36270,1,13615
2330,36289,1,13617
2331,36290,3,13617
2332,36272,1,13621
2333,36273,3,13621
2334,25305,1,13635
2335,16575,3,13635
2336,17177,1,13644
2337,17178,3,13644
2338,36615,1,13676
2339,36616,3,13676
2340,36613,1,13679
2341,36614,3,13679
2342,27005,1,13703
2343,36615,1,13710
2344,36616,3,13710
2345,37541,1,13775
2346,37542,3,13775
2347,37546,1,13793
2348,37547,3,13793
2349,37498,1,13797
2350,37499,3,13797
2351,38249,1,13800
2352,37901,1,13909
2353,37902,3,13909
2354,49125,1,13911
2355,49127,3,13911
2356,37888,1,13937
2357,37889,3,13937
2358,37545,1,13956
2359,39133,3,13972
2360,4785,1,14031
2361,38345,2,14062
2362,39163,3,14062
2363,39262,1,14121
2364,39671,3,14121
2365,40382,1,14190
2366,40382,2,14190
2367,40383,3,14190
2368,37890,1,14204
2369,37891,3,14204
2370,40703,1,14212
2371,40704,3,14212
2372,39645,1,14240
2373,39646,3,14240
2374,40334,1,14643
2375,40333,3,14643
2376,40976,3,15046
2377,41093,1,15449
2378,41094,3,15449
2379,43110,1,15568
2380,43111,3,15568
2381,40926,1,15766
2382,40925,3,15766
2383,41079,1,15876
2384,41080,3,15876
2385,41240,1,15878
2386,41241,3,15878
2387,41259,1,15890
2388,41258,3,15890
2389,41054,1,15904
2390,41177,1,15972
2391,41179,1,15973
2392,41178,1,15974
2393,41176,1,15975
2394,41095,1,16083
2395,41096,3,16083
2396,41180,1,16087
2397,41181,3,16087
2398,41395,1,16167
2399,41396,3,16167
2400,41397,1,16168
2401,41398,3,16168
2402,47182,1,16293
2403,47184,3,16293
2404,41399,1,16351
2405,41400,3,16351
2406,47898,1,16743
2407,47650,2,16743
2408,47899,3,16743
2409,42313,1,16848
2410,42856,1,16972
2411,42857,3,16972
2412,42662,1,17075
2413,42663,3,17075
2414,42440,1,17297
2415,42441,3,17297
2416,42459,1,17665
2417,42460,3,17665
2418,43314,1,17727
2419,43315,3,17727
2420,41399,1,17915
2421,41400,3,17915
2422,3355,6,18332
2423,43158,1,18979
2424,43159,3,18979
2425,43465,1,19487
2426,43302,1,19571
2427,43303,3,19571
2428,43304,1,19572
2429,43305,3,19572
2430,43306,1,19574
2431,43307,3,19574
2432,41089,1,21735
2433,41090,3,21735
2434,42923,1,21786
2435,42924,3,21786
2436,43465,1,21874
2437,43465,1,22456
2438,41091,1,22474
2439,41092,3,22474
2440,47707,1,22602
2441,47708,3,22602
2442,40382,1,22990
2443,40383,3,22990
2444,1400,6,23046
2445,1400,6,23047
2446,43171,1,23104
2447,43170,3,23104
2448,43168,1,23105
2449,43169,3,23105
2450,47709,1,23136
2451,47710,3,23136
2452,47546,1,23395
2453,47547,3,23395
2454,47701,1,23772
2455,47698,1,23773
2456,47702,1,23774
2457,47697,1,23775
2458,47699,1,23776
2459,47700,1,23777
2460,49318,1,24542
2461,51431,1,25496
2462,51432,3,25496
2463,42678,3,25790
2464,51073,1,25872
2465,50899,0,26055
2466,50899,3,26055
2467,3355,6,26170
2468,3355,6,26171
2498,55766,0,27285
2499,55768,4,27285
2500,55769,5,27285
2501,56621,1,27635
2502,56622,3,27635
2503,55758,0,27638
2504,55759,1,27638
2505,55760,2,27638
2506,55762,3,27638
2507,53940,0,27726
2508,55714,1,27726
2509,55713,3,27726
2510,53890,1,28603
2512,55744,1,28635
2513,55745,3,28635
2514,55743,4,28635
2515,54217,1,28888
2516,54218,3,28888
2517,54233,1,29268
2518,54234,3,29268
2519,54233,1,29327
2520,54234,3,29327
2521,54141,1,30111
2522,54142,3,30111
2547,57615,1,27445
2548,57617,2,27445
2549,57616,3,27445
2550,57615,1,27446
2551,57617,2,27446
2552,57616,3,27446
2553,57615,1,27447
2554,57617,2,27447
2555,57616,3,27447
2556,57615,1,27448
2557,57617,2,27448
2558,57616,3,27448
2559,54231,0,29382
2560,54233,1,29382
2561,54232,2,29382
2562,54234,3,29382
2563,57613,1,30007
2565,57614,3,30007
2566,56632,4,30007
2661,57619,2,27632
2662,57842,1,28949
2663,57843,3,28949
