ID,TraitTreeID,Flags
11621,1114,0
11622,1114,0
11623,1116,0
11624,1116,0
11625,1116,0
11626,1116,0
11627,1116,0
11628,1116,0
11629,1116,0
11630,1116,0
11631,1116,0
11632,1116,0
11633,1116,0
11634,1116,0
11635,1116,0
11636,1116,0
11637,1116,0
11638,1116,0
11639,1116,0
11640,1116,0
11641,1116,0
11642,1116,0
11643,1116,0
11644,1117,0
11645,1117,0
11646,1117,0
11647,1117,0
11648,1117,0
11649,1117,0
11650,1117,0
11651,1117,0
11652,1117,0
11653,1117,0
11654,1117,0
11655,1117,0
11656,1117,0
11657,1117,0
11658,1117,0
11659,1117,0
11660,1117,0
11661,1117,0
11662,1117,0
11663,1117,0
11664,1117,0
11665,1117,0
11666,1117,0
11667,1117,0
11668,1117,0
11669,1117,0
11670,1117,0
11671,1118,0
11672,1118,0
11673,1118,0
11674,1118,0
11675,1118,0
11676,1118,0
11677,1118,0
11678,1118,0
11679,1118,0
11680,1118,0
11681,1118,0
11682,1118,0
11683,1118,0
11684,1118,0
11685,1118,0
12440,1187,0
12441,1187,0
12442,1187,0
12443,1187,0
12444,1187,0
12445,1188,0
12446,1188,0
12447,1188,0
12448,1188,0
12449,1188,0
12450,1189,0
12451,1189,0
12452,1189,0
12453,1189,0
12454,1189,0
12481,1100,0
12482,1100,0
12700,1089,0
12701,1089,0
12702,1089,0
12703,1089,0
12704,1089,0
12705,1089,0
12706,1089,0
12707,1089,0
12708,1089,0
12709,1089,0
12710,1089,0
12711,1089,0
12712,1089,0
12713,1089,0
12714,1089,0
12715,1091,0
12716,1091,0
12717,1091,0
12718,1091,0
12719,1091,0
12720,1091,0
12721,1091,0
12722,1091,0
12723,1091,0
12724,1091,0
12725,1091,0
12726,1091,0
12727,1091,0
12728,1091,0
12729,1091,0
12730,1112,0
12731,1112,0
12732,1112,0
12733,1112,0
12734,1112,0
12735,1112,0
12736,1112,0
12737,1112,0
12738,1112,0
12739,1112,0
12740,1112,0
12741,1112,0
12742,1112,0
12743,1112,0
12744,1112,0
12745,1100,0
12746,1100,0
12747,1100,0
12748,1100,0
12749,1100,0
12750,1100,0
12751,1100,0
12752,1100,0
12753,1100,0
12754,1100,0
12755,1100,0
12756,1100,0
12757,1100,0
12758,1100,0
12759,1100,0
12760,1114,0
12761,1114,0
12762,1114,0
12763,1114,0
12764,1114,0
12765,1114,0
12766,1114,0
12767,1114,0
12768,1114,0
12769,1114,0
12770,1114,0
12771,1114,0
12772,1114,0
12773,1114,0
12774,1114,0
12775,1111,0
12776,1111,0
12777,1111,0
12778,1111,0
12779,1111,0
12780,1111,0
12781,1111,0
12782,1111,0
12783,1111,0
12784,1111,0
12785,1111,0
12786,1111,0
12787,1111,0
12788,1111,0
12789,1111,0
12790,1082,0
12791,1082,0
12792,1082,0
12793,1082,0
12794,1082,0
12795,1082,0
12796,1082,0
12797,1082,0
12798,1082,0
12799,1082,0
12800,1082,0
12801,1082,0
12802,1082,0
12803,1082,0
12804,1082,0
12805,1116,0
12806,1116,0
12807,1116,0
12808,1116,0
12809,1116,0
12810,1116,0
12811,1116,0
12812,1116,0
12813,1116,0
12814,1116,0
12815,1116,0
12816,1116,0
12817,1116,0
12818,1116,0
12819,1116,0
12820,1117,0
12821,1117,0
12822,1117,0
12823,1117,0
12824,1117,0
12825,1117,0
12826,1117,0
12827,1117,0
12828,1117,0
12829,1117,0
12830,1117,0
12831,1117,0
12832,1117,0
12833,1117,0
12834,1117,0
12835,1117,0
