ID,TraitDefinitionID,MaxRanks,NodeEntryType,TraitSubTreeID
36199,36336,1,8,0
36200,36337,1,8,0
36201,36338,1,8,0
36202,36339,1,8,0
36203,36340,30,7,0
36204,36341,1,9,0
36205,36342,1,9,0
36206,36343,1,9,0
36207,36344,1,9,0
36208,36345,1,9,0
36209,36346,1,9,0
36210,36347,1,9,0
36211,36348,1,9,0
36212,36349,1,9,0
36213,36350,1,9,0
36214,36351,1,9,0
36256,36393,1,8,0
36257,36394,1,8,0
36258,36395,1,8,0
36259,36396,1,8,0
36260,36397,1,8,0
36261,36398,20,7,0
36262,36399,1,8,0
36263,36400,1,8,0
36264,36401,1,8,0
36265,36402,1,8,0
36266,36403,1,8,0
36267,36404,20,7,0
36268,36405,1,8,0
36269,36406,1,8,0
36270,36407,1,8,0
36271,36408,1,8,0
36272,36409,1,8,0
36273,36410,20,7,0
36274,36411,1,8,0
36275,36412,1,8,0
36276,36413,1,8,0
36277,36414,1,8,0
36278,36415,1,8,0
36279,36416,20,7,0
36280,36417,1,8,0
36281,36418,1,8,0
36282,36419,1,8,0
36283,36420,1,8,0
36284,36421,1,8,0
36285,36422,1,8,0
36286,36423,1,8,0
36287,36424,30,7,0
36288,36425,1,8,0
36289,36426,1,8,0
36290,36427,1,8,0
36291,36428,1,8,0
36292,36429,1,8,0
36293,36430,20,7,0
36294,36431,1,8,0
36295,36432,1,8,0
36296,36433,1,8,0
36297,36434,1,8,0
36298,36435,1,8,0
36299,36436,20,7,0
36300,36437,1,8,0
36301,36438,1,8,0
36302,36439,1,8,0
36303,36440,1,8,0
36304,36441,1,8,0
36305,36442,20,7,0
36306,36443,1,8,0
36307,36444,1,8,0
36308,36445,1,8,0
36309,36446,1,8,0
36310,36447,1,8,0
36311,36448,20,7,0
36312,36449,1,8,0
36313,36450,1,8,0
36314,36451,1,8,0
36315,36452,1,8,0
36316,36453,1,8,0
36317,36454,1,8,0
36318,36455,1,8,0
36319,36456,30,7,0
36320,36457,1,8,0
36321,36458,1,8,0
36322,36459,1,8,0
36323,36460,1,8,0
36324,36461,1,8,0
36325,36462,1,8,0
36326,36463,1,8,0
36327,36464,30,7,0
36328,36465,1,9,0
36329,36466,1,9,0
36330,36467,1,9,0
36331,36468,1,9,0
36332,36469,1,9,0
36333,36470,1,9,0
36334,36471,1,9,0
36335,36472,1,9,0
36336,36473,1,9,0
36337,36474,1,9,0
36338,36475,1,9,0
36373,36510,1,8,0
36374,36511,1,8,0
36375,36512,1,8,0
36376,36513,1,8,0
36377,36514,1,8,0
36378,36515,1,8,0
36379,36516,1,8,0
36380,36517,1,8,0
36381,36518,1,8,0
36382,36519,1,8,0
36383,36520,45,7,0
36384,36521,1,8,0
36385,36522,1,8,0
36386,36523,1,8,0
36387,36524,1,8,0
36388,36525,1,8,0
36389,36526,1,8,0
36390,36527,1,8,0
36391,36528,30,7,0
36392,36529,1,8,0
36393,36530,1,8,0
36394,36531,1,8,0
36395,36532,1,8,0
36396,36533,1,8,0
36397,36534,1,8,0
36398,36535,25,7,0
36399,36536,1,8,0
36400,36537,1,8,0
36401,36538,1,8,0
36402,36539,1,8,0
36403,36540,1,8,0
36404,36541,1,8,0
36405,36542,1,8,0
36406,36543,30,7,0
36407,36544,1,9,0
36408,36545,1,9,0
36409,36546,1,9,0
36410,36547,1,9,0
36411,36548,1,8,0
36412,36549,1,8,0
36413,36550,1,8,0
36414,36551,1,8,0
36415,36552,1,8,0
36416,36553,1,8,0
36417,36554,1,8,0
36418,36555,1,8,0
36419,36556,1,8,0
36420,36557,40,7,0
36421,36558,1,8,0
36422,36559,1,8,0
36423,36560,1,8,0
36424,36561,1,8,0
36425,36562,1,8,0
36426,36563,1,8,0
36427,36564,1,8,0
36428,36565,1,8,0
36429,36566,1,8,0
36430,36567,40,7,0
36431,36568,1,8,0
36432,36569,1,8,0
36433,36570,1,8,0
36434,36571,1,8,0
36435,36572,1,8,0
36436,36573,1,8,0
36437,36574,1,8,0
36438,36575,1,8,0
36439,36576,1,8,0
36440,36577,40,7,0
36441,36578,1,8,0
36442,36579,1,8,0
36443,36580,1,8,0
36444,36581,1,8,0
36445,36582,1,8,0
36446,36583,1,8,0
36447,36584,1,8,0
36448,36585,1,8,0
36449,36586,1,8,0
36450,36587,40,7,0
36451,36588,1,8,0
36452,36589,1,8,0
36453,36590,1,8,0
36454,36591,1,8,0
36455,36592,1,8,0
36456,36593,1,8,0
36457,36594,1,8,0
36458,36595,1,8,0
36459,36596,1,8,0
36460,36597,40,7,0
36461,36598,1,9,0
36462,36599,1,9,0
36463,36600,1,9,0
36464,36601,1,9,0
36465,36602,1,9,0
36466,36603,1,8,0
36467,36604,1,8,0
36468,36605,1,8,0
36469,36606,1,8,0
36470,36607,1,8,0
36471,36608,1,8,0
36472,36609,1,8,0
36473,36610,1,8,0
36474,36611,1,8,0
36475,36612,1,8,0
36476,36613,1,8,0
36477,36614,30,7,0
36478,36615,1,9,0
36479,36616,1,8,0
36480,36617,1,8,0
36481,36618,1,8,0
36482,36619,1,8,0
36483,36620,1,8,0
36484,36621,1,8,0
36485,36622,1,8,0
36486,36623,30,7,0
36487,36624,1,8,0
36488,36625,1,8,0
36489,36626,1,8,0
36490,36627,1,8,0
36491,36628,1,8,0
36492,36629,1,8,0
36493,36630,1,8,0
36494,36631,30,7,0
36495,36632,1,8,0
36496,36633,1,8,0
36497,36634,1,8,0
36498,36635,1,8,0
36499,36636,1,8,0
36500,36637,1,8,0
36501,36638,1,8,0
36502,36639,30,7,0
36503,36640,1,8,0
36504,36641,1,8,0
36505,36642,1,8,0
36506,36643,1,8,0
36507,36644,1,8,0
36508,36645,1,8,0
36509,36646,1,8,0
36510,36647,30,7,0
36511,36648,1,8,0
36512,36649,1,8,0
36513,36650,1,8,0
36514,36651,1,8,0
36515,36652,1,8,0
36516,36653,1,8,0
36517,36654,1,8,0
36518,36655,30,7,0
36519,36656,1,8,0
36520,36657,1,8,0
36521,36658,1,8,0
36522,36659,1,8,0
36523,36660,1,8,0
36524,36661,1,8,0
36525,36662,1,8,0
36526,36663,30,7,0
36527,36664,1,8,0
36528,36665,1,8,0
36529,36666,1,8,0
36530,36667,1,8,0
36531,36668,1,8,0
36532,36669,1,8,0
36533,36670,1,8,0
36534,36671,30,7,0
36535,36672,1,9,0
36536,36673,1,9,0
36537,36674,1,9,0
36538,36675,1,9,0
36539,36676,1,9,0
36540,36677,1,9,0
36541,36678,1,9,0
40789,40926,1,8,0
40790,40927,1,8,0
40791,40928,1,8,0
40792,40929,1,8,0
40793,40930,1,8,0
40794,40931,1,8,0
40795,40932,25,7,0
40796,40933,1,8,0
40797,40934,1,8,0
40798,40935,1,8,0
40799,40936,1,8,0
40800,40937,1,8,0
40801,40938,1,8,0
40802,40939,25,7,0
40803,40940,1,8,0
40804,40941,1,8,0
40805,40942,1,8,0
40806,40943,1,8,0
40807,40944,1,8,0
40808,40945,1,8,0
40809,40946,25,7,0
40810,40947,1,8,0
40811,40948,1,8,0
40812,40949,1,8,0
40813,40950,1,8,0
40814,40951,1,8,0
40815,40952,1,8,0
40816,40953,1,8,0
40817,40954,1,8,0
40818,40955,35,7,0
40819,40956,1,9,0
40820,40957,1,9,0
40821,40958,1,9,0
40822,40959,1,9,0
40823,40960,1,8,0
40824,40961,1,8,0
40825,40962,1,8,0
40826,40963,1,8,0
40827,40964,1,8,0
40828,40965,1,8,0
40829,40966,25,7,0
40830,40967,1,8,0
40831,40968,1,8,0
40832,40969,1,8,0
40833,40970,1,8,0
40834,40971,1,8,0
40835,40972,1,8,0
40836,40973,25,7,0
40837,40974,1,8,0
40838,40975,1,8,0
40839,40976,1,8,0
40840,40977,1,8,0
40841,40978,1,8,0
40842,40979,1,8,0
40843,40980,1,8,0
40844,40981,30,7,0
40845,40982,1,8,0
40846,40983,1,8,0
40847,40984,1,8,0
40848,40985,1,8,0
40849,40986,1,8,0
40850,40987,1,8,0
40851,40988,1,8,0
40852,40989,30,7,0
40853,40990,1,8,0
40854,40991,1,8,0
40855,40992,1,8,0
40856,40993,1,8,0
40857,40994,1,8,0
40858,40995,1,8,0
40859,40996,1,8,0
40860,40997,30,7,0
40861,40998,1,9,0
40862,40999,1,9,0
40863,41000,1,9,0
40864,41001,1,9,0
40865,41002,1,9,0
45581,47307,1,8,0
45582,47308,1,8,0
45583,47309,1,8,0
45584,47310,1,8,0
45585,47311,1,8,0
45586,47312,1,8,0
45587,47313,1,8,0
45588,47314,1,8,0
45589,47315,1,8,0
45590,47316,40,7,0
45591,47317,1,8,0
45592,47318,1,8,0
45593,47319,1,8,0
45594,47320,1,8,0
45595,47321,1,8,0
45596,47322,1,8,0
45597,47323,1,8,0
45598,47324,1,8,0
45599,47325,1,8,0
45600,47326,40,7,0
45601,47327,1,8,0
45602,47328,1,8,0
45603,47329,1,8,0
45604,47330,1,8,0
45605,47331,1,8,0
45606,47332,1,8,0
45607,47333,1,8,0
45608,47334,1,8,0
45609,47335,1,8,0
45610,47336,40,7,0
45611,47337,1,9,0
45612,47338,1,9,0
45613,47339,1,9,0
45614,47340,1,8,0
45615,47341,1,8,0
45616,47342,1,8,0
45617,47343,1,8,0
45618,47344,1,8,0
45619,47345,1,8,0
45620,47346,1,8,0
45621,47347,1,8,0
45622,47348,1,8,0
45623,47349,40,7,0
45624,47350,1,8,0
45625,47351,1,8,0
45626,47352,1,8,0
45627,47353,1,8,0
45628,47354,1,8,0
45629,47355,1,8,0
45630,47356,1,8,0
45631,47357,1,8,0
45632,47358,1,8,0
45633,47359,40,7,0
45634,47360,1,8,0
45635,47361,1,8,0
45636,47362,1,8,0
45637,47363,1,8,0
45638,47364,1,8,0
45639,47365,1,8,0
45640,47366,1,8,0
45641,47367,1,8,0
45642,47368,1,8,0
45643,47369,40,7,0
45644,47370,1,8,0
45645,47371,1,8,0
45646,47372,1,8,0
45647,47373,1,8,0
45648,47374,1,8,0
45649,47375,1,8,0
45650,47376,1,8,0
45651,47377,1,8,0
45652,47378,1,8,0
45653,47379,40,7,0
45654,47380,1,9,0
45655,47381,1,9,0
45656,47382,1,9,0
45657,47383,1,9,0
45658,47384,1,8,0
45659,47385,1,8,0
45660,47386,1,8,0
45661,47387,1,8,0
45662,47388,1,8,0
45663,47389,1,8,0
45664,47390,1,8,0
45665,47391,1,8,0
45666,47392,1,8,0
45667,47393,40,7,0
45668,47394,1,8,0
45669,47395,1,8,0
45670,47396,1,8,0
45671,47397,1,8,0
45672,47398,1,8,0
45673,47399,1,8,0
45674,47400,1,8,0
45675,47401,1,8,0
45676,47402,1,8,0
45677,47403,40,7,0
45678,47404,1,8,0
45679,47405,1,8,0
45680,47406,1,8,0
45681,47407,1,8,0
45682,47408,1,8,0
45683,47409,1,8,0
45684,47410,1,8,0
45685,47411,1,8,0
45686,47412,1,8,0
45687,47413,40,7,0
45688,47414,1,9,0
45689,47415,1,9,0
45690,47416,1,9,0
45734,47460,1,8,0
45735,47461,1,8,0
45736,47462,1,8,0
45737,47463,1,8,0
45738,47464,1,8,0
45739,47465,20,7,0
45740,47466,1,8,0
45741,47467,1,8,0
45742,47468,1,8,0
45743,47469,1,8,0
45744,47470,1,8,0
45745,47471,20,7,0
45746,47472,1,8,0
45747,47473,1,8,0
45748,47474,1,8,0
45749,47475,1,8,0
45750,47476,1,8,0
45751,47477,1,8,0
45752,47478,1,8,0
45753,47479,30,7,0
45754,47480,1,8,0
45755,47481,1,8,0
45756,47482,1,8,0
45757,47483,1,8,0
45758,47484,1,8,0
45759,47485,1,8,0
45760,47486,1,8,0
45761,47487,30,7,0
45762,47488,1,8,0
45763,47489,1,8,0
45764,47490,1,8,0
45765,47491,1,8,0
45766,47492,1,8,0
45767,47493,1,8,0
45768,47494,1,8,0
45769,47495,1,8,0
45770,47496,1,8,0
45771,47497,40,7,0
45772,47498,1,9,0
45773,47499,1,9,0
45774,47500,1,9,0
45775,47501,1,9,0
45776,47502,1,9,0
45777,47503,1,8,0
45778,47504,1,8,0
45779,47505,1,8,0
45780,47506,1,8,0
45781,47507,1,8,0
45782,47508,20,7,0
45783,47509,1,8,0
45784,47510,1,8,0
45785,47511,1,8,0
45786,47512,1,8,0
45787,47513,1,8,0
45788,47514,20,7,0
45789,47515,1,8,0
45790,47516,1,8,0
45791,47517,1,8,0
45792,47518,1,8,0
45793,47519,1,8,0
45794,47520,1,8,0
45795,47521,1,8,0
45796,47522,30,7,0
45797,47523,1,8,0
45798,47524,1,8,0
45799,47525,1,8,0
45800,47526,1,8,0
45801,47527,1,8,0
45802,47528,1,8,0
45803,47529,1,8,0
45804,47530,30,7,0
45805,47531,1,8,0
45806,47532,1,8,0
45807,47533,1,8,0
45808,47534,1,8,0
45809,47535,1,8,0
45810,47536,1,8,0
45811,47537,1,8,0
45812,47538,30,7,0
45813,47539,1,8,0
45814,47540,1,8,0
45815,47541,1,8,0
45816,47542,1,8,0
45817,47543,1,8,0
45818,47544,20,7,0
45819,47545,1,8,0
45820,47546,1,8,0
45821,47547,1,8,0
45822,47548,1,8,0
45823,47549,1,8,0
45824,47550,1,8,0
45825,47551,1,8,0
45826,47552,30,7,0
45827,47553,1,8,0
45828,47554,1,8,0
45829,47555,1,8,0
45830,47556,1,8,0
45831,47557,1,8,0
45832,47558,1,8,0
45833,47559,1,8,0
45834,47560,30,7,0
45835,47561,1,9,0
45836,47562,1,9,0
45837,47563,1,9,0
45838,47564,1,9,0
45839,47565,1,9,0
45840,47566,1,9,0
45841,47567,1,9,0
45842,47568,1,9,0
51721,55446,1,8,0
51722,55447,1,8,0
51723,55448,1,8,0
51724,55449,1,8,0
51725,55450,1,8,0
51726,55451,1,8,0
51727,55452,1,8,0
51728,55453,30,7,0
51729,55454,1,8,0
51730,55455,1,8,0
51731,55456,1,8,0
51732,55457,1,8,0
51733,55458,1,8,0
51734,55459,1,8,0
51735,55460,1,8,0
51736,55461,30,7,0
51737,55462,1,8,0
51738,55463,1,8,0
51739,55464,1,8,0
51740,55465,1,8,0
51741,55466,1,8,0
51742,55467,1,8,0
51743,55468,1,8,0
51744,55469,1,8,0
51745,55470,1,8,0
51746,55471,1,8,0
51747,55472,1,8,0
51748,55473,50,7,0
51749,55474,1,8,0
51750,55475,1,8,0
51751,55476,1,8,0
51752,55477,1,8,0
51753,55478,1,8,0
51754,55479,1,8,0
51755,55480,30,7,0
51756,55481,1,9,0
51757,55482,1,9,0
51758,55483,1,9,0
51759,55484,1,9,0
51760,55485,1,8,0
51761,55486,1,8,0
51762,55487,1,8,0
51763,55488,1,8,0
51764,55489,1,8,0
51765,55490,1,8,0
51766,55491,1,8,0
51767,55492,30,7,0
51768,55493,1,8,0
51769,55494,1,8,0
51770,55495,1,8,0
51771,55496,1,8,0
51772,55497,1,8,0
51773,55498,20,7,0
51774,55499,1,8,0
51775,55500,1,8,0
51776,55501,1,8,0
51777,55502,1,8,0
51778,55503,1,8,0
51779,55504,1,8,0
51780,55505,1,8,0
51781,55506,30,7,0
51782,55507,1,8,0
51783,55508,1,8,0
51784,55509,1,8,0
51785,55510,1,8,0
51786,55511,1,8,0
51787,55512,1,8,0
51788,55513,1,8,0
51789,55514,30,7,0
51790,55515,1,9,0
51791,55516,1,9,0
51792,55517,1,9,0
51793,55518,1,9,0
51794,55519,1,8,0
51795,55520,1,8,0
51796,55521,1,8,0
51797,55522,1,8,0
51798,55523,1,8,0
51799,55524,20,7,0
51800,55525,1,8,0
51801,55526,1,8,0
51802,55527,1,8,0
51803,55528,1,8,0
51804,55529,1,8,0
51805,55530,1,8,0
51806,55531,1,8,0
51807,55532,30,7,0
51808,55533,1,8,0
51809,55534,1,8,0
51810,55535,1,8,0
51811,55536,1,8,0
51812,55537,1,8,0
51813,55538,20,7,0
51814,55539,1,8,0
51815,55540,1,8,0
51816,55541,1,8,0
51817,55542,1,8,0
51818,55543,1,8,0
51819,55544,1,8,0
51820,55545,1,8,0
51821,55546,30,7,0
51822,55547,1,8,0
51823,55548,1,8,0
51824,55549,1,8,0
51825,55550,1,8,0
51826,55551,1,8,0
51827,55552,1,8,0
51828,55553,1,8,0
51829,55554,30,7,0
51830,55555,1,9,0
51831,55556,1,9,0
51832,55557,1,9,0
51833,55558,1,9,0
51834,55559,1,9,0
51924,55649,1,8,0
51925,55650,1,8,0
51926,55651,1,8,0
51927,55652,10,7,0
51928,55653,1,8,0
51929,55654,1,8,0
51930,55655,1,8,0
51931,55656,10,7,0
51932,55657,1,8,0
51933,55658,1,8,0
51934,55659,1,8,0
51935,55660,10,7,0
51936,55661,1,8,0
51937,55662,1,8,0
51938,55663,1,8,0
51939,55664,1,8,0
51940,55665,1,8,0
51941,55666,1,8,0
51942,55667,1,8,0
51943,55668,1,8,0
51944,55669,1,8,0
51945,55670,40,7,0
51946,55671,1,8,0
51947,55672,1,8,0
51948,55673,1,8,0
51949,55674,10,7,0
