ID,SpellID,Field_11_1_5_59571_001,CooldownSetSpellID
10126,254471,0,19407
10127,254472,0,19407
10128,254473,0,19407
10129,254474,0,19407
10130,276111,0,19407
10131,276112,0,19407
10132,294133,0,19407
10133,363608,0,19407
10134,453804,0,19407
10147,431698,0,64313
10182,386486,1,64697
10207,334783,0,65150
10668,339,0,67601
10676,444661,0,40889
11129,1238904,0,30502
11169,1219480,0,13374
11239,370901,0,70130
11271,1249753,0,70297
11282,1249754,0,70297
11283,1249756,0,70297
11284,1249757,0,70297
11285,1249758,0,70297
11286,1249759,0,70297
11287,1249762,0,70297
11288,1249763,0,70297
11289,1249764,0,70297
11290,1249765,0,70297
11291,1249766,0,70297
11386,374585,1,70763
11392,377591,0,70764
11393,1235261,1,70765
11394,194879,0,70766
11395,454886,0,70803
11396,454871,0,70804
11424,1235391,0,27925
11490,1249625,0,71137
11533,1250987,0,70297
11587,449538,0,71356
11588,391882,0,71357
11589,449646,0,71358
11590,391876,0,71359
11609,50322,0,71403
11633,393903,0,71458
11657,441585,0,71512
11681,441817,0,71566
11682,441825,0,71567
11683,441685,1,71568
12113,1242998,1,73542
12259,1245577,0,74394
12274,1242223,0,69057
12292,1214933,0,42743
12293,1214934,0,42743
12294,1214935,0,42743
12340,114255,0,74802
12412,121557,0,75150
12437,193065,0,75253
12448,65081,0,75303
12490,458650,0,75504
12501,114214,0,75554
12512,390978,0,75604
12523,453112,0,75654
12534,454002,0,75704
12555,111759,0,75805
12556,45242,0,75806
12567,289655,0,75856
12568,408558,0,75857
12581,410183,0,75910
12888,121557,0,76934
12889,65081,0,76935
12890,458650,0,76938
12891,114214,0,76939
12892,390978,0,76940
12893,111759,0,76941
12894,45242,0,76942
12895,408558,0,76943
12897,410183,0,76945
12918,198069,0,77095
12920,421453,0,77097
12921,390692,0,77098
12922,373183,0,77099
12925,449887,0,77101
12926,355897,0,77102
12927,355898,0,77102
12928,197871,0,77103
12929,290793,0,77104
12930,355897,0,77105
12931,355898,0,77105
12979,260881,0,77358
12980,378076,0,77359
12982,381684,0,77362
12983,188616,0,77363
12995,355634,0,77370
13086,462488,0,77963
13087,383235,0,77965
13088,77762,0,77966
13089,457387,0,77968
13090,456369,0,77969
13091,204330,0,77971
13145,52437,0,78319
13190,52437,0,78775
13195,335082,0,78817
13215,446918,0,78985
13220,458689,0,79027
13225,456120,0,79069
13230,435615,0,79111
13231,437152,0,79112
13240,441387,0,79161
13249,446918,0,79210
13250,458689,0,79211
13251,456120,0,79212
13257,386029,0,79257
13263,202602,0,79302
13269,52437,0,79347
13275,386397,0,79392
13281,441387,0,79437
13282,435615,0,79438
13283,437152,0,79439
13380,260881,0,79870
13381,378076,0,79871
13383,260881,0,79873
13384,381684,0,79874
13385,188616,0,79875
13387,355634,0,79882
13447,260734,0,80074
13476,191877,0,80164
13484,454376,0,80174
13485,454025,0,80175
13486,468226,0,80176
13487,455089,0,80177
13488,454394,0,80178
13617,382294,0,80538
13809,449314,0,81306
13906,383811,0,81633
13943,382294,0,80820
13970,449322,0,81415
14012,382294,0,80872
14068,190446,0,82090
14086,455122,0,82148
14145,260881,0,82364
14146,378076,0,82365
14148,260881,0,82367
14149,381684,0,82368
14150,188616,0,82369
14160,454025,0,82400
14161,468226,0,82401
14162,455089,0,82402
14163,454394,0,82403
14164,456369,0,82408
14176,410681,0,82615
14177,344179,0,82616
14178,1260880,0,82617
14179,215785,0,82618
14182,466772,1,82621
14184,382889,0,82623
14185,187878,0,82624
14187,198300,0,82626
14188,384451,0,82627
14189,1218125,0,82628
14228,231390,0,83049
14232,118922,0,83087
14243,231390,0,83125
14244,118922,0,83126
14266,118922,0,83243
14269,231390,0,83245
14287,194594,0,83323
14288,407405,0,83324
14289,204090,0,83325
14324,472640,0,83453
14334,472743,0,83496
14369,1258338,0,83630
14387,260249,0,83681
14411,260242,0,35941
14590,383328,0,84561
14926,326733,0,85121
14944,407065,0,85162
15140,377103,0,85992
15141,377101,0,85992
15147,1230916,0,86027
15153,1230306,0,86062
15161,59052,0,86099
15169,1229310,0,86136
15198,194879,0,86281
15213,377253,0,86354
15221,211805,0,86391
15236,441416,0,27650
15257,374585,0,86538
15311,433925,1,86710
15326,390260,0,86761
15565,1249093,0,41569
15622,1248971,0,41569
15682,393903,0,88307
15684,343648,0,88348
15685,394049,1,88349
15686,394050,1,88350
15688,433832,0,88358
15689,428735,0,88364
15690,455801,0,88365
15691,429438,1,88366
15692,429474,1,88367
15694,1240285,0,88516
15914,370454,0,89674
15924,376850,0,89877
15929,405874,0,89958
16013,450569,0,90077
16014,450569,0,90078
16015,450569,0,90079
16016,394110,0,90080
16017,450832,0,90081
16019,414143,0,90083
16020,124275,0,90064
16021,124274,0,90064
16022,124273,0,90064
16023,386963,0,90062
16024,393515,0,90061
16026,195630,0,90059
16027,1241109,0,90063
16038,378412,0,90182
16040,432502,1,90184
16041,432496,1,90185
16042,432607,1,90186
16044,280375,0,90188
16047,433019,0,90191
16048,460822,0,90192
16049,431536,0,90193
16050,433671,0,90194
16051,433674,0,90195
16052,372152,0,90196
16055,400734,0,90198
16056,213708,0,90199
16058,213680,0,90201
16060,441817,0,90203
16061,441825,0,90204
16062,441686,1,90205
16063,441701,1,90206
16064,1256579,0,90210
16065,403265,0,90169
16066,403264,0,90169
16068,431991,0,90213
16069,410263,0,90214
16071,431872,0,90217
16072,1232310,0,90221
16073,1238495,0,90222
16075,1227338,0,90273
16079,1214937,0,42743
16082,400745,0,90509
16089,374748,0,90602
16090,273947,0,90603
16091,219788,0,90604
16092,391527,0,90605
16093,81141,0,90606
16095,460499,0,90609
16096,116888,0,90610
16097,454871,0,90611
16098,374585,0,90612
16099,207203,0,90613
16100,194879,0,90614
16101,274009,0,90615
16103,463730,1,9125
16111,386478,1,90689
16112,1261724,0,90704
16120,448604,0,90821
16121,448604,0,90831
16123,1263363,1,90851
16124,1263382,1,90852
16125,370901,0,90870
16127,1262766,0,91099
16128,1263939,0,91100
16131,1256308,0,91115
16132,1256322,0,91116
16133,453239,0,91117
16134,453314,0,91118
16135,1242974,0,91122
16136,1264680,0,91734
16137,1265931,0,91740
16138,1264297,0,30829
16139,1264297,0,31411
16141,155722,0,71314
16142,421976,0,91851
16143,457129,0,91852
16144,146739,0,91902
16146,391356,0,91904
16147,155722,0,91905
16150,97463,0,91939
16152,97463,0,91951
16154,97463,0,91985
16159,442688,0,90484
16160,442695,0,90489
16161,452416,0,90490
16162,162264,0,92001
16164,1227062,1,90455
16165,442695,0,90463
16167,452550,0,90499
16168,120954,0,92332
16169,120954,0,92322
16172,157319,0,23563
16173,118291,0,24093
16180,110960,0,92783
16185,221883,0,29351
16186,221885,0,29351
16187,221886,0,29351
16188,221887,0,29351
16189,254471,0,29351
16190,254472,0,29351
16191,254473,0,29351
16192,254474,0,29351
16193,276111,0,29351
16194,276112,0,29351
16195,294133,0,29351
16196,363608,0,29351
16197,453804,0,29351
16198,221883,0,92823
16199,221885,0,92823
16200,221886,0,92823
16201,221887,0,92823
16202,254471,0,92823
16203,254472,0,92823
16204,254473,0,92823
16205,254474,0,92823
16206,276111,0,92823
16207,276112,0,92823
16208,294133,0,92823
16209,363608,0,92823
16210,453804,0,92823
16211,221883,0,12412
16212,221885,0,12412
16213,221886,0,12412
16214,221887,0,12412
16215,254471,0,12412
16216,254472,0,12412
16217,254473,0,12412
16218,254474,0,12412
16219,276111,0,12412
16220,276112,0,12412
16221,294133,0,12412
16222,363608,0,12412
16223,453804,0,12412
16224,221883,0,92833
16225,221885,0,92833
16226,221886,0,92833
16227,221887,0,92833
16228,254471,0,92833
16229,254472,0,92833
16230,254473,0,92833
16231,254474,0,92833
16232,276111,0,92833
16233,276112,0,92833
16234,294133,0,92833
16235,363608,0,92833
16236,453804,0,92833
16237,221883,0,92840
16238,221885,0,92840
16239,221886,0,92840
16240,221887,0,92840
16241,254471,0,92840
16242,254472,0,92840
16243,254473,0,92840
16244,254474,0,92840
16245,276111,0,92840
16246,276112,0,92840
16247,294133,0,92840
16248,363608,0,92840
16249,453804,0,92840
16252,185422,0,92865
16259,288853,0,92923
16260,121153,0,90220
16261,1248971,0,92973
16264,271896,0,93054
16265,195627,0,93055
16267,203123,0,93103
16268,102359,0,93161
16269,1263962,1,93164
16270,1244553,0,93216
16271,391722,0,93219
16272,58180,0,93221
16273,1263890,0,93222
16274,232559,1,93223
16275,236021,0,93224
16276,61391,0,93383
16277,61391,0,93388
16278,102359,0,93389
16279,164815,0,88314
16280,164812,0,88334
16281,164812,0,93500
16282,164815,0,93501
16283,202347,1,93550
16284,1263250,0,93551
16285,430589,0,93552
16286,410559,0,93553
16287,232559,1,93554
16288,439531,1,93602
16289,439891,0,93603
16291,1221389,0,93744
16292,1242759,0,93868
16293,357209,0,93909
16294,357209,0,93910
16295,370562,0,93911
16296,378464,0,94033
16299,431654,0,94036
16309,357209,0,94104
16310,357209,0,94105
16311,409560,0,94106
16312,431620,0,94109
16313,434473,0,94110
16314,441172,0,94111
16315,459574,0,94155
16316,1259171,0,94196
16319,411288,0,89958
16320,1265871,0,94352
16321,1266165,0,94353
16322,441248,0,94354
16323,415516,0,94355
16324,378464,0,94356
16327,1267089,0,94737
16328,1270453,0,94820
16329,1259491,0,95319
16330,378078,0,95405
16340,459731,0,96351
16341,321538,0,96352
16342,466991,0,96353
16343,468572,0,96354
16344,378770,0,96355
16345,459808,0,96356
16346,459808,0,96357
16347,468572,0,96358
16348,466991,0,96359
16349,269576,0,96403
16350,466872,0,96404
16351,1215057,0,96404
16352,1253601,0,96404
16353,1266960,0,96404
16354,1264946,0,96405
16355,1253836,0,96406
16356,451447,0,96407
16357,1253750,0,96408
16358,259388,0,8178
16359,1253750,0,96442
16360,1253836,0,96443
16361,1264946,0,96444
16362,451447,0,96445
16363,1253171,0,96447
16364,1252741,0,96448
16365,1253138,0,96449
16366,1252947,0,96450
16367,1268673,0,96484
16368,1268673,0,96485
16369,1268673,0,96486
16370,1253601,0,96488
16373,184662,0,96973
16374,407480,0,19389
16375,316440,0,97469
16376,1261051,0,97641
16377,1261189,0,97699
16378,386633,0,97757
16380,1269349,0,98139
16381,1265399,0,98252
16382,1265403,0,98350
16383,1265560,0,98407
16384,1265600,0,98464
16385,1269394,1,98583
16386,454376,0,99340
16387,210824,0,6650
16388,269651,0,100030
16389,394195,0,100031
16390,461531,0,100032
16391,394195,0,100033
16392,461531,0,100034
16393,394195,0,100035
16394,461531,0,100036
16395,12654,0,100037
16397,1246965,0,100100
16398,453113,0,100170
16399,390978,0,100171
16400,114214,0,100172
16401,65081,0,100174
16402,193065,0,100175
16403,121557,0,100176
16404,114255,0,100179
16405,454002,0,100181
16406,1246965,0,100182
16407,408558,0,100167
16408,1250385,0,100280
16409,1250385,0,100331
16412,1258508,0,100571
16413,1267208,0,100573
16414,467745,0,100574
16415,442396,0,100575
16416,1258508,0,100778
16417,117526,0,100572
16418,117526,0,100777
16419,1267208,0,101038
16422,442396,0,100774
16423,467745,0,100775
16424,1267208,0,100776
16425,1258508,0,101036
16426,1272462,0,101818
16427,1266619,0,101819
16428,1266616,0,101820
16429,389847,0,101821
16430,1241532,0,101822
16431,453263,0,101849
16432,221527,0,101875
16433,1244235,0,101901
16434,1239524,0,101902
16435,1239525,0,101903
16436,1266696,0,101904
16437,213405,0,102008
16439,191587,1,102373
16441,1240996,1,102622
16442,1241786,0,102685
16443,1241077,0,102748
16444,390271,0,102811
16445,392490,1,102874
16446,374557,0,102937
16447,391568,0,103000
16448,145629,0,103071
16449,377588,0,103283
16450,1241569,0,103354
16451,1268917,0,103425
16452,454824,0,103496
16453,1241521,0,103573
16454,391568,0,103620
16455,51714,1,103756
16456,1245654,0,103800
16457,55095,1,103847
16458,1233152,1,103988
16459,454824,0,104126
16460,392490,0,104267
16461,374557,0,104314
16462,273977,0,104406
16463,454787,1,104453
16464,458169,0,104593
16465,145629,0,104640
16466,1265630,0,99984
16467,1265639,0,100029
16470,434765,0,104864
16471,11327,0,104957
16472,443404,0,105062
16473,1230273,0,105181
16476,444633,1,105667
16477,444826,1,105983
16478,444826,1,106098
16479,444633,1,106099
16480,111759,1,100169
16481,354896,0,106493
16482,198222,0,106538
16483,198688,0,106540
16486,388539,0,106901
16487,262115,0,107091
16488,45182,0,107200
16489,394119,0,107245
16490,470671,0,107290
16491,393971,0,107291
16492,388539,0,107399
16493,262115,0,107400
16494,385042,0,107401
16495,1265406,0,107402
16496,388539,0,107521
16497,262115,0,107522
16499,391401,1,107786
16500,453850,1,107943
16501,391092,0,108207
16502,373213,0,108260
16503,393919,0,108313
16504,449887,0,108476
16505,451210,0,108528
16506,381628,0,108676
16507,394021,0,108677
16508,256148,0,108722
16509,1250331,0,108723
16510,1250272,0,108724
16511,394080,0,108725
16512,1248775,0,108726
16513,457115,0,108727
16514,457273,0,108728
16515,457167,0,108729
16517,1249093,0,92973
16519,383346,0,109208
16520,461867,0,109251
16521,197277,0,109294
16522,387178,0,109337
16525,1253174,0,109571
16526,432629,0,109713
16527,453848,0,109763
16528,439841,0,110049
16529,382538,0,110138
16530,433671,0,110223
16531,114404,1,110273
16532,1271383,1,110320
16534,114404,1,110393
16535,403695,1,110436
16536,54149,0,110483
16537,431380,0,110614
16538,431414,0,110657
16539,188389,0,33015
16540,1266735,0,110822
16541,408458,0,111050
16542,402916,0,111051
16543,406086,0,111053
16544,431752,0,111054
16545,446334,0,111169
16546,199824,0,111361
16547,1270828,0,111483
16548,386770,0,111486
16549,394255,0,111486
16550,427296,0,111574
16551,450552,0,111875
16552,1258862,0,112144
16553,3600,1,112146
16554,118905,1,112371
16555,470532,0,112545
16556,11327,0,112602
16557,305485,1,112684
16558,378080,1,112945
16559,188389,0,113083
16560,1233452,0,6650
16561,31589,0,113127
16562,363405,0,113128
16563,236299,0,113129
16565,224125,1,113358
16566,224127,1,113359
16567,188389,1,113506
16569,363405,0,113678
16570,31589,0,113679
16571,386770,0,113686
16572,394255,0,113686
16573,1270828,0,113689
16574,82691,0,113691
16575,394119,0,113416
16576,45182,0,113748
16577,470671,0,113749
16578,393971,0,113750
16579,198688,0,114392
16580,355634,0,114614
16581,1257350,0,114660
16582,197209,0,114939
16583,363405,0,113850
16584,31589,0,113851
16585,386770,0,113858
16586,394255,0,113858
16587,1270828,0,113861
16588,82691,0,113863
16589,438443,0,114757
16590,1259614,0,115108
16591,386270,0,115109
16592,455144,0,115110
16593,1259486,0,115111
16596,450342,0,115158
16599,378080,1,115718
16600,305485,1,115720
16601,118905,1,115721
16602,3600,1,115722
16603,1258862,0,115724
16604,1263263,0,115888
16605,389823,0,116140
16606,209754,0,115113
16607,198027,0,115114
16608,441224,0,115115
16609,357209,1,116433
16610,441326,0,90341
16611,355689,0,1742
16612,355689,0,116539
16613,110960,0,111661
16614,370889,0,116924
16615,116095,0,115536
16616,32612,0,111661
16617,32612,0,92783
16618,32612,0,4331
16619,110960,0,4331
16620,361500,0,117299
16621,444017,0,117300
16622,372245,0,117417
16623,371807,0,117418
16624,441201,0,117804
16625,441172,0,117805
16626,434473,0,117855
16627,1271783,0,118020
16628,1271799,0,118020
16629,132168,0,118151
16630,259867,0,118152
16631,435203,0,118340
16632,449609,0,118447
16633,132168,0,118696
16634,132169,0,118697
16635,435203,0,118698
16636,132168,0,118918
16637,259867,0,118919
16638,435203,0,118920
16639,1251059,0,119649
16640,1258862,0,119985
16641,378080,1,120082
16642,115203,0,120692
16643,393565,0,120693
16644,116768,0,120762
16645,1250554,0,120797
16646,275335,0,120862
16647,385954,0,120863
16648,1292071,1,120864
16649,116095,0,120899
16650,449609,0,120900
16651,450552,0,120901
16652,450342,0,120902
16653,451298,0,120999
16654,129914,0,121034
16655,12975,0,121097
16657,431752,0,121219
16659,122470,0,121325
16660,451021,0,122360
16661,392883,0,122407
16662,394112,0,122454
16663,394112,0,122504
16664,1247730,0,122569
16665,1277009,0,122628
16667,164815,0,90587
16668,155722,0,90576
16671,357209,0,123619
16673,55078,1,124146
16674,391568,0,124295
16678,392490,1,125581
16679,374557,0,125682
16680,454824,0,125834
16682,445474,0,126023
16683,1261992,0,126656
16684,1260251,0,19391
16685,445474,0,91902
16689,370969,0,126058
16694,1261124,0,128053
16695,258883,0,128087
16696,391191,0,128195
16702,1260264,0,128510
16703,390181,0,128585
16704,390155,0,128652
16705,390195,0,128719
16706,1214887,0,126761
16708,1277558,0,129090
16709,453239,0,129124
16710,444929,0,40888
16711,442624,0,129324
16712,442715,0,129448
16713,442788,0,129531
16714,1260279,0,9957
16716,263648,0,11361
16717,442715,0,11529
16719,442442,0,11528
16720,387506,0,130470
16721,442442,0,129324
16722,442435,0,130563
16723,1245633,0,130897
16724,442788,0,130938
16726,387108,0,131072
16727,391234,0,131145
16729,430014,0,92734
16730,247456,0,131577
16731,326863,0,131686
16733,1265857,0,131878
16734,1265751,0,132034
16736,1245089,0,132299
16737,1256301,0,132336
16738,1256302,0,132336
16739,1256322,0,132481
16741,1256667,0,132590
16743,1264087,0,133046
16744,445474,0,133441
16746,1244788,0,133583
16747,205148,0,133631
16748,1244941,0,133679
16749,1271748,1,133729
16750,1271802,1,133730
16751,1271802,1,133777
16752,1271748,1,133780
16753,391481,0,133836
16754,1263861,1,134057
16756,374776,1,134511
16757,460551,0,135102
16758,1271802,1,135275
16759,1271748,1,135276
16761,343173,0,135936
16764,441224,0,136493
16765,457129,0,136690
16766,1248775,0,136887
16767,457273,0,137035
16768,457167,0,137183
16769,457115,0,137331
16770,1261870,0,137451
16771,164815,0,137447
16772,1277038,1,137575
16773,469882,0,137762
16774,197277,1,137825
16777,345209,0,137441
16778,451177,0,137445
16779,155722,0,137448
16780,155722,0,138407
16781,1270065,1,137444
16782,196733,0,138601
16783,123725,0,138602
16784,1277983,0,138669
16785,1278009,1,138803
16788,450763,0,139364
16789,1252217,0,139506
16790,1271383,1,139564
16792,1271436,1,139622
16793,1239002,1,139680
16794,1239091,1,139681
16795,1246042,0,139682
16796,198034,1,139740
16797,1268810,1,139855
16798,1269179,1,139856
16800,1269300,1,140055
16801,1263346,0,140204
16802,1263353,0,140279
16803,1270990,0,140502
16804,258920,0,92000
16805,1251407,0,141029
16808,427912,0,92000
16809,427913,0,92000
16810,427914,0,92000
16811,427915,0,92000
16812,1278914,0,141471
16813,1279347,0,141535
16814,1254252,1,141686
16815,188389,0,142075
16819,118323,0,79875
16820,164812,0,143884
16821,164815,0,143951
16822,155722,0,144018
16823,77761,0,144156
16824,106898,0,144156
16828,319454,0,145067
16829,429474,0,145206
16830,429438,0,145206
16831,1253725,0,145613
16832,81700,0,4106
16834,1254851,0,35692
16836,205473,1,100049
16837,1280172,0,25015
16838,200174,0,146798
16839,451235,0,146799
16840,1280172,0,146866
16841,123040,0,146867
16842,451235,0,146868
16843,1273155,1,147646
16844,1275630,0,147646
16845,1280134,0,147714
16846,431698,0,147946
16847,1242747,0,147775
16848,1226662,0,148597
16852,192090,0,137440
16853,164812,0,137439
16854,443176,0,89388
16855,1279437,0,149749
16856,1276720,0,149810
16857,1256576,0,149879
16858,207640,0,150529
16860,381755,0,150925
16861,1252415,0,82624
16862,414273,0,29268
16863,1260670,0,151504
16866,1270476,0,150078
16867,207771,0,151710
16868,1261870,0,151908
16869,1261872,0,151908
16870,274838,0,151908
16871,1261872,0,152137
16872,191034,0,152137
16873,1261872,0,152304
16874,274838,0,152304
16877,434765,0,51696
16878,387350,0,89155
16879,1223797,1,117477
16882,49206,0,27922
16883,49206,0,154204
16885,434159,0,153930
16886,410305,0,155151
16887,434153,1,155414
16888,433899,1,155484
16889,207203,0,155976
16890,433899,0,157116
16891,434153,0,157177
16892,433981,0,157238
16893,458478,1,157299
16894,461130,0,157360
16895,440739,1,157421
16896,443404,1,157542
16897,434765,1,157723
16898,440290,1,157784
16899,440289,1,157785
16902,445584,1,159033
16903,1238904,0,12650
16904,1260565,0,151504
16905,442749,0,159467
16907,1272850,0,159996
16908,1248705,0,160331
16910,458964,0,154602
16911,389714,0,160573
16912,389714,0,160638
16913,389714,0,160699
16914,1258134,1,160761
16915,386730,0,160866
16918,1262887,0,161249
16919,44544,1,161380
16920,270232,1,161446
16921,1247778,1,161517
16922,48107,0,161645
16923,1246023,0,160450
16924,108843,1,161773
16925,48108,1,161645
16926,453268,0,161901
16927,1246032,1,161902
16928,1260277,1,161903
16930,445584,1,162171
16931,1270731,1,162172
16932,1270843,1,162239
16933,1270846,1,162240
16935,1244157,1,162445
16936,383704,1,162518
16937,202147,1,162591
16938,458245,1,162592
16939,208086,0,162665
16940,445836,1,162738
16941,447513,1,162811
16942,445584,1,163096
16943,1270731,1,163097
16944,458245,1,163100
16945,202147,1,163101
16946,445836,1,163102
16947,1270843,1,163466
16948,1270846,1,163467
16949,458245,1,163470
16950,202147,1,163471
16951,447513,1,163472
16952,1244157,1,163891
16955,1264618,0,164535
16956,157736,0,164597
16957,445474,0,164597
16958,117679,0,8729
16959,53365,1,90617
16960,53365,1,86579
16962,51460,1,165363
16963,101568,1,165514
16964,101568,1,165656
16968,441686,1,165885
16972,207744,0,151710
16973,1270547,1,150129
16974,207693,1,166902
16975,209426,0,11354
16976,209426,1,167273
16977,1265768,0,133046
16978,1265759,0,132034
16980,204598,0,20900
16981,204598,0,168150
16982,207685,0,11349
16983,204843,0,11349
16984,204490,0,11362
16985,204490,0,168208
16986,207685,0,168209
16987,204843,0,168210
16989,209426,1,168619
16990,212800,0,90248
16991,471877,1,169029
16992,471877,1,169100
16993,375802,0,56777
16994,1271144,0,169608
16995,1271092,0,169655
16996,441416,1,169910
16997,356608,0,170027
16998,343312,0,170120
16999,347462,0,170213
17000,390145,0,170352
17001,433925,1,170469
17002,1264407,1,170540
17004,438588,0,1753
17005,406971,0,94291
17006,408005,0,170949
17007,1252613,0,171053
17009,130616,0,171418
17010,130616,0,172168
17011,130616,0,172228
17012,449609,0,172363
17013,1260251,0,52094
17014,198034,0,68547
17016,454351,0,19405
17022,466772,0,12821
17023,453405,1,82404
17024,453409,1,82405
17025,453406,1,82406
17026,444995,1,174832
17029,1262830,1,175622
17031,470466,1,175821
17032,53390,0,175914
17033,432816,0,9472
17034,432795,0,9426
17035,432794,0,9426
17036,428524,0,9426
17037,432815,0,9472
17038,431944,0,9472
17039,432816,0,18822
17040,432815,0,18822
17041,431944,0,18822
17042,432795,0,18823
17043,432794,0,18823
17044,428524,0,18823
17045,59628,0,92852
17046,59628,0,93050
17047,59628,0,92877
17048,454351,0,68661
17049,437121,1,176947
17050,437121,1,177097
17051,1246032,0,177235
17057,390192,0,178477
17058,428361,0,178477
17059,428362,0,178477
17060,428363,0,178477
17061,428364,0,178477
17062,370840,0,88830
17063,390148,0,89108
17064,431991,0,89575
17065,431872,0,89435
17066,377102,0,89015
17068,205180,0,179878
17069,32612,0,113855
17070,110960,0,113855
17071,32612,0,5682
17072,110960,0,5682
17073,110960,0,4929
17074,32612,0,4929
17075,1277549,0,180201
17080,207349,0,27922
17083,1276610,0,181090
17085,1276623,0,181089
17086,461242,0,181696
17087,1270990,0,159366
17090,1288945,1,182891
17091,1288950,1,182955
17092,209261,0,183197
17093,158185,0,183448
17094,158185,0,183589
17095,158185,0,183839
17096,102547,0,90534
17097,102547,0,184269
17098,73920,0,33227
17099,456366,0,33227
17102,393903,0,185076
17103,441602,0,185077
17106,1256301,1,91113
17107,1256302,1,91114
17108,274838,0,137451
17113,408383,0,187976
17114,1266308,0,188035
17115,20271,1,188095
17116,24275,0,188095
17118,410256,0,189224
17120,1252613,0,190614
17121,223819,0,190742
17123,443112,0,190866
17124,443112,0,191014
17126,1265389,0,92983
17127,1271975,1,191342
17128,432180,0,191573
17129,432180,0,191674
17130,439891,0,192074
17131,439531,1,192292
17133,428866,1,192363
17134,439888,1,192644
17135,400126,0,192855
17136,393903,0,192996
