ID,OrderIndex,ManaCost,ManaCostPerLevel,ManaPerSecond,PowerDisplayID,AltPowerBarID,PowerCostPct,PowerCostMaxPct,PowerPctPerSecond,PowerType,RequiredAuraSpellID,OptionalCost,SpellID
169234,0,10,0,0,0,0,0,0,0,0,0,0,27
169235,0,15,0,0,0,0,0,0,0,3,0,0,101
169237,0,0,0,0,0,0,9,0,0,0,0,0,491
169246,0,0,0,0,0,0,12,0,0,0,0,0,635
169256,0,0,0,0,0,0,3,0,0,0,0,0,642
169261,0,210,0,0,0,0,0,0,0,0,0,0,89
169268,0,0,0,0,0,0,22,0,0,0,0,0,589
169274,0,60,0,0,0,0,0,0,0,3,0,0,53
169279,0,0,0,0,0,0,15,0,0,0,0,0,603
169282,0,5,0,0,0,0,0,0,0,0,0,0,111
169290,0,0,0,0,0,0,12,0,0,0,0,0,689
169301,0,0,0,0,0,0,7,0,0,0,0,0,339
169306,0,0,0,0,0,0,30,0,0,0,0,0,724
169307,0,0,0,0,0,0,26,0,0,0,0,0,596
169308,0,100,0,0,0,0,0,0,0,0,0,0,550
169318,0,10,0,0,0,0,0,0,0,0,0,0,15
169320,0,10,0,0,0,0,0,0,0,0,0,0,18
169325,0,25,0,0,0,0,0,0,0,3,0,0,408
169329,0,0,0,0,0,0,26,0,0,0,0,0,421
169337,0,300,0,0,0,0,0,0,0,1,0,0,78
169341,0,0,0,0,0,0,0,0,0,1,0,0,100
169343,0,0,0,0,0,0,6,0,0,0,0,0,453
169347,0,0,0,0,0,0,7,0,0,0,0,0,122
169362,0,240,0,0,0,0,0,0,0,0,0,0,606
169376,0,0,0,0,0,0,35,0,0,2,0,0,982
169383,0,0,0,0,0,0,16,0,0,0,0,0,527
169384,0,0,0,0,0,0,16,0,0,0,0,0,528
169387,0,0,0,0,0,0,68,0,0,0,0,0,693
169390,0,0,0,0,0,0,3,0,0,0,0,0,853
169398,0,10,0,0,0,0,0,0,0,0,0,0,58
169402,0,14,0,0,0,0,0,0,0,0,0,0,65
169403,0,0,0,0,0,0,16,0,0,0,0,0,66
169411,0,0,0,0,0,0,80,0,0,0,0,0,697
169412,0,0,0,0,0,0,12,0,0,0,0,0,698
169414,0,150,0,0,0,0,0,0,0,1,0,0,779
169435,0,0,0,0,0,0,0,0,0,2,0,0,781
169438,0,0,0,0,0,0,10,0,0,0,0,0,686
169455,0,0,0,0,0,0,8,0,0,0,0,0,783
169458,0,60,0,0,0,0,0,0,0,0,0,0,700
169466,0,100,0,0,0,0,0,0,0,1,0,0,772
169474,0,260,0,0,0,0,0,0,0,0,0,0,785
169504,0,45,0,0,0,0,0,0,0,3,0,0,703
169534,0,0,0,0,0,0,12,0,0,0,0,0,605
169564,0,0,0,0,0,0,4,0,0,0,0,0,1714
169570,0,300,0,0,0,0,0,0,0,1,0,0,845
169571,0,0,0,0,0,0,10,0,0,0,0,0,857
169581,0,0,0,0,0,0,80,0,0,0,0,0,691
169582,0,17,0,0,0,0,0,0,0,0,0,0,692
169600,0,0,0,0,0,0,8,0,0,0,0,0,348
169601,0,0,0,0,0,0,0,0,0,1,0,0,355
169603,0,0,0,0,0,0,14,0,0,0,0,0,370
169606,0,150,0,0,0,0,0,0,0,1,0,0,676
169608,0,0,0,0,0,0,30,0,0,0,0,0,879
169612,0,0,0,0,0,0,80,0,0,0,0,0,712
169617,0,0,0,0,0,0,75,0,0,0,0,0,759
169620,0,0,0,0,0,0,0,0,0,1,0,0,871
169669,0,0,0,0,0,0,8,0,0,0,0,0,475
169683,0,0,0,0,0,0,6,0,0,0,0,0,1044
169685,0,0,0,0,0,0,80,0,0,0,0,0,713
169692,0,0,0,0,0,0,9,0,0,0,0,0,331
169695,0,0,0,0,0,0,10,0,0,0,0,0,1490
169717,0,7,1,0,0,0,0,0,0,0,0,0,271
169746,0,0,0,0,0,0,80,0,0,0,0,0,1122
169772,0,0,0,0,0,0,27,0,0,0,0,0,2060
169773,0,0,0,0,0,0,28,0,0,0,0,0,2061
169794,0,0,0,0,0,0,0,0,0,-2,0,0,1454
169809,0,25,0,0,0,0,0,0,0,2,0,0,1978
169820,0,15,0,0,0,0,0,0,0,3,0,0,1766
169824,0,45,0,0,0,0,0,0,0,3,0,0,1776
169851,0,0,0,0,0,0,24,0,0,0,0,0,2062
169876,0,50,0,0,0,0,0,0,0,1,0,0,1161
169877,0,0,0,0,0,0,0,0,0,2,0,0,1462
169878,0,0,0,0,0,0,0,0,0,2,0,0,1516
169882,0,0,0,0,0,0,20,0,0,0,0,0,774
169888,0,100,0,0,0,0,0,0,0,0,0,0,27565
169889,0,40,0,0,0,0,0,0,0,3,0,0,1082
169901,0,0,0,0,0,0,0,0,0,2,0,0,3045
169935,0,28,0,0,0,0,0,0,0,0,0,0,1050
169941,0,0,0,0,0,0,26,0,0,0,0,0,1459
169948,0,90,0,0,0,0,0,0,0,0,0,0,1090
169963,0,0,0,0,0,0,5,0,0,0,0,0,768
169986,0,0,0,0,0,0,8,0,0,0,0,0,770
170004,0,35,0,0,0,0,0,0,0,3,0,0,2098
170015,0,60,0,0,0,0,0,0,0,3,0,0,1329
170020,0,0,0,0,0,0,20,0,0,0,0,0,1064
170070,0,100,0,0,0,0,0,0,0,1,0,0,2565
170093,0,0,0,0,0,0,15,0,0,0,0,0,1449
170099,0,250,0,0,0,0,0,0,0,1,0,0,1680
170110,0,30,0,0,0,0,0,0,0,3,0,0,1725
170125,0,100,0,0,0,0,0,0,0,1,0,0,1160
170161,0,150,0,0,0,0,0,0,0,1,0,0,7386
170171,0,0,0,0,0,0,32,0,0,0,0,0,740
170199,0,0,0,0,0,0,8,0,0,0,0,0,1066
170220,0,0,0,0,0,0,19,0,0,0,0,0,974
170242,0,0,0,0,0,0,3,0,0,0,0,0,1706
170267,0,0,0,0,0,0,22,0,0,0,0,0,1535
170272,0,0,0,0,0,0,0,0,0,2,0,0,1499
170296,0,15,0,0,0,0,0,0,0,3,0,0,2094
170298,0,0,0,0,0,0,0,0,0,6,0,0,1130
170384,0,150,0,0,0,0,0,0,0,1,0,0,1464
170424,0,0,0,0,0,0,60,0,0,0,0,0,2006
170425,0,0,0,0,0,0,0,0,0,2,0,0,1494
170428,0,0,0,0,0,0,0,0,0,1,0,0,1134
170468,0,0,0,0,0,0,0,0,0,1,0,0,1609
170473,0,25,0,0,0,0,0,0,0,2,0,0,1513
170477,0,0,0,0,0,0,6,0,0,0,0,0,1022
170479,0,0,0,0,0,0,6,0,0,0,0,0,1038
170480,0,0,0,0,0,0,27,0,0,0,0,0,1098
170526,0,100,0,0,0,0,0,0,0,1,0,0,1715
170532,0,0,0,0,0,0,0,0,0,2,0,0,1543
170533,0,0,0,0,0,0,14,0,0,0,0,0,1120
170536,0,0,0,0,0,0,6,0,0,0,0,0,2908
170538,0,0,0,0,0,0,11,0,0,0,0,0,2912
170555,0,0,0,0,0,0,0,0,0,2,0,0,3011
170577,0,100,0,0,0,0,0,0,0,0,0,0,2871
170597,0,0,0,0,0,0,0,0,0,3,0,0,1850
170600,0,0,0,0,0,0,25,0,0,0,0,0,2944
170623,0,90,4,0,0,0,0,0,0,0,0,0,9591
170626,0,0,0,0,0,0,30,0,0,0,0,0,2120
170634,0,0,0,0,0,0,23,0,0,0,0,0,2894
170655,0,0,0,0,0,0,0,0,0,3,0,0,2983
170677,0,0,0,0,0,0,9,0,0,0,0,0,2855
170694,0,100,0,0,0,0,0,0,0,0,0,0,3108
170695,0,75,0,0,0,0,0,0,0,0,0,0,3109
170724,0,0,0,0,0,0,9,0,0,0,0,0,2139
170763,0,0,0,0,0,0,0,0,0,2,0,0,2973
170765,0,0,0,0,0,0,24,0,0,0,0,0,1126
170789,0,25,0,0,0,0,0,0,0,2,0,0,3044
170806,0,0,0,0,0,0,0,0,0,2,0,0,2974
170879,0,45,0,0,0,0,0,0,0,3,0,0,1752
170887,0,40,0,0,0,0,0,0,0,2,0,0,2643
170893,0,0,0,0,0,0,11,0,0,0,0,0,3738
170906,0,40,0,0,0,0,0,0,0,0,0,0,2607
170917,0,79,0,0,0,0,0,0,0,0,0,0,2626
170923,0,10,0,0,0,0,0,0,0,0,0,0,3017
170983,0,0,0,0,0,0,17,0,0,0,0,0,2782
170994,0,0,0,0,0,0,26,0,0,0,0,0,2825
171026,0,0,0,0,0,0,72,0,0,0,0,0,2008
171027,0,0,0,0,0,0,6,0,0,0,0,0,2645
171045,0,0,0,0,0,0,64,0,0,0,0,0,1949
171047,0,0,0,0,0,0,0,0,0,1,0,0,2457
171102,0,25,0,0,0,0,0,0,0,3,0,0,1943
171106,0,68,0,0,0,0,0,0,0,0,0,0,2647
171125,0,0,0,0,0,0,0,0,0,2,0,0,2649
171154,0,0,0,0,0,0,0,0,0,2,0,0,1515
171170,0,0,0,0,0,0,0,0,0,3,0,0,1856
171174,0,0,0,0,0,0,5,0,0,0,0,0,2484
171199,0,0,0,0,0,0,7,0,0,0,0,0,2637
171221,0,0,0,0,0,0,3,0,0,0,0,0,2096
171228,0,135,0,0,0,0,0,0,0,0,0,0,2608
171229,0,260,0,0,0,0,0,0,0,0,0,0,2610
171233,0,0,0,0,0,0,8,0,0,0,0,0,2948
171238,0,0,0,0,0,0,9,0,0,0,0,0,2050
171277,0,0,0,0,0,0,21,0,0,0,0,0,2136
171283,0,0,0,0,0,0,0,0,0,2,0,0,1742
171295,0,0,0,0,0,0,20,0,0,0,0,0,2812
171301,0,35,0,0,0,0,0,0,0,3,0,0,1822
171315,0,40,0,0,0,0,0,0,0,3,0,0,1833
171323,0,0,0,0,0,0,12,0,0,0,0,0,1953
171340,0,8,0,0,0,0,0,0,0,0,0,0,3742
171357,0,50,0,0,0,0,0,0,0,0,0,0,3655
171482,0,45,0,0,0,0,0,0,0,0,0,0,2882
171534,0,0,0,0,0,0,8,0,0,0,0,0,3561
171666,0,50,0,0,0,0,0,0,0,0,0,0,3657
171667,0,50,0,0,0,0,0,0,0,0,0,0,3658
171671,0,1,0,0,0,0,0,0,0,0,0,0,3205
171672,0,1,0,0,0,0,0,0,0,0,0,0,3206
171673,0,1,0,0,0,0,0,0,0,0,0,0,3207
171679,0,90,0,0,0,0,0,0,0,0,0,0,3443
171701,0,75,0,0,0,0,0,0,0,0,0,0,3652
171733,0,0,0,0,0,0,8,0,0,0,0,0,3562
171734,0,0,0,0,0,0,8,0,0,0,0,0,3563
171738,0,0,0,0,0,0,5,0,0,0,0,0,3599
171792,0,0,0,0,0,0,2,0,0,0,0,0,3110
171814,0,100,0,0,0,0,0,0,0,1,0,0,3411
171822,0,35,0,0,0,0,0,0,0,2,0,0,3674
171848,0,29,0,0,0,0,0,0,0,0,0,0,3332
171898,0,0,0,0,0,0,0,0,0,1,0,0,2458
171929,0,0,0,0,0,0,8,0,0,0,0,0,3565
171936,0,0,0,0,0,0,8,0,0,0,0,0,3566
171937,0,0,0,0,0,0,8,0,0,0,0,0,3567
172037,0,80,0,0,0,0,0,0,0,0,0,0,2606
172055,0,8,0,0,0,0,0,0,0,0,0,0,3121
172234,0,100,0,0,0,0,0,0,0,1,0,0,5308
172272,0,0,0,0,0,0,40,0,0,0,0,0,5504
172291,0,0,0,0,0,0,14,0,0,0,0,0,4987
172348,0,32,5,0,0,0,0,0,0,0,0,0,5108
172359,0,50,0,0,0,0,0,0,0,0,0,0,5110
172417,0,0,0,0,0,0,30,0,0,0,0,0,5185
172757,0,0,0,0,0,0,1,0,0,0,0,0,3716
172827,0,120,0,0,0,0,0,0,0,0,0,0,4971
172830,0,0,0,0,0,0,0,0,0,2,0,0,5116
172840,0,50,0,0,0,0,0,0,0,0,0,0,5252
172898,0,0,0,0,0,0,0,0,0,2,0,0,5384
172903,0,40,0,0,0,0,0,0,0,3,0,0,5221
172911,0,0,0,0,0,0,0,0,0,1,0,0,5696
172912,0,0,0,0,0,0,2,0,0,0,0,0,5697
172978,0,0,0,0,0,0,0,0,0,3,0,0,5967
173044,0,0,0,0,0,0,0,0,0,1,0,0,25744
173058,0,0,0,0,0,0,0,0,0,1,0,0,6268
173094,0,0,0,0,0,0,0,0,0,1,0,0,5708
173098,0,0,0,0,0,0,8,0,0,0,0,0,5484
173100,0,30,3,0,0,0,0,0,0,0,0,0,5605
173115,0,0,0,0,0,0,6,0,0,0,0,0,5730
173185,0,80,0,0,0,0,0,0,0,0,0,0,6274
173225,0,0,0,0,0,0,0,0,0,2,0,0,5118
173227,0,0,0,0,0,0,0,0,0,3,0,0,5515
173255,0,0,0,0,0,0,0,0,0,3,0,0,5225
173290,0,45,0,0,0,0,0,0,0,0,0,0,9488
173294,0,0,0,0,0,0,3,0,0,0,0,0,5394
173342,0,0,0,0,0,0,0,0,0,3,0,0,5215
173360,0,0,0,0,0,0,0,0,0,3,0,0,5217
173397,0,0,0,0,0,0,0,0,0,1,0,0,5229
173424,0,75,0,0,0,0,0,0,0,0,0,0,9739
173431,0,0,0,0,0,0,9,0,0,0,0,0,5176
173452,0,150,0,0,0,0,0,0,0,1,0,0,5209
173454,0,100,0,0,0,0,0,0,0,1,0,0,5211
173460,0,30,0,0,0,0,0,0,0,0,0,0,6490
173481,0,10,2,0,0,0,0,0,0,0,0,0,6742
173564,0,9,0,0,0,0,0,0,0,0,0,0,5759
173575,0,25,0,0,0,0,0,0,0,3,0,0,5171
173604,0,0,0,0,0,0,0,0,0,1,0,0,6713
173608,0,2,0,0,0,0,0,0,0,0,0,0,5259
173613,0,25,0,0,0,0,0,0,0,0,0,0,6949
173716,0,30,0,0,0,0,0,0,0,0,0,0,6726
173730,0,0,0,0,0,0,6,0,0,0,0,0,6940
173763,0,19,0,0,0,0,0,0,0,0,0,0,6728
173780,0,0,0,0,0,0,5,0,0,0,0,0,5487
173782,0,25,0,0,0,0,0,0,0,0,0,0,6305
173805,0,98,0,0,0,0,0,0,0,0,0,0,5276
173806,0,0,0,0,0,0,0,0,0,3,0,0,5277
173833,0,0,0,0,0,0,12,0,0,0,0,0,5782
173876,0,20,0,0,0,0,0,0,0,-2,0,0,6115
173924,0,250,0,0,0,0,0,0,0,1,0,0,5246
174028,0,0,0,0,0,0,53,0,0,0,0,0,6201
174029,0,0,0,0,0,0,8,0,0,0,0,0,5570
174033,0,0,0,0,0,0,0,0,0,2,0,0,5256
174037,0,0,0,0,0,0,0,0,0,2,0,0,6197
174073,0,0,0,0,0,0,57,0,0,0,0,0,5740
174138,0,0,0,0,0,0,12,0,0,0,0,0,5676
174161,0,45,0,0,0,0,0,0,0,0,0,0,7108
174163,0,75,0,0,0,0,0,0,0,0,0,0,9734
174170,0,60,0,0,0,0,0,0,0,3,0,0,6785
174178,0,0,0,0,0,0,0,0,0,1,0,0,7381
174197,0,35,0,0,0,0,0,0,0,3,0,0,6770
174206,0,0,0,0,0,0,3,0,0,0,0,0,6346
174217,0,0,0,0,0,0,0,0,0,1,0,0,7342
174228,0,180,0,0,0,0,0,0,0,0,0,0,6146
174244,0,50,0,0,0,0,0,0,0,1,0,0,6572
174268,0,0,0,0,0,0,0,0,0,3,0,0,6434
174281,0,50,0,0,0,0,0,0,0,1,0,0,7384
174283,0,60,0,0,0,0,0,0,0,0,0,0,6535
174295,0,75,0,0,0,0,0,0,0,0,0,0,7121
174348,0,0,0,0,0,0,0,0,0,2,0,0,6979
174349,0,0,0,0,0,0,0,0,0,2,0,0,6980
174388,0,215,0,0,0,0,0,0,0,0,0,0,12039
174406,0,0,0,0,0,0,0,0,0,1,0,0,7137
174413,0,100,0,0,0,0,0,0,0,1,0,0,6552
174415,0,0,0,0,0,0,23,0,0,0,0,0,6789
174422,0,0,0,0,0,0,0,0,0,1,0,0,6544
174460,0,50,0,0,0,0,0,0,0,0,0,0,6487
174484,0,50,0,0,0,0,0,0,0,0,0,0,6905
174491,0,100,0,0,0,0,0,0,0,0,0,0,6358
174529,0,90,0,0,0,0,0,0,0,0,0,0,11921
174533,0,0,0,0,0,0,0,0,0,-2,0,0,9733
174537,0,0,0,0,0,0,0,0,0,1,0,0,6673
174548,0,0,0,0,0,0,0,0,0,3,0,0,7159
174588,0,70,0,0,0,0,0,0,0,0,0,0,8552
174594,0,15,2,0,0,0,0,0,0,0,0,0,6950
174606,0,30,0,0,0,0,0,0,0,0,0,0,6724
174609,0,200,0,0,0,0,0,0,0,1,0,0,6343
174626,0,0,0,0,0,0,12,0,0,0,0,0,6229
174631,0,0,0,0,0,0,4,0,0,0,0,0,5675
174643,0,0,0,0,0,0,0,0,0,1,0,0,6795
174673,0,0,0,0,0,0,9,0,0,0,0,0,6353
174681,0,153,0,0,0,0,0,0,0,0,0,0,6725
174705,0,0,0,0,0,0,0,0,0,1,0,0,6507
174714,0,0,0,0,0,0,0,0,0,1,0,0,7165
174722,0,50,0,0,0,0,0,0,0,0,0,0,7101
174725,0,66,0,0,0,0,0,0,0,0,0,0,5862
174743,0,0,0,0,0,0,0,0,0,1,0,0,6748
174768,0,15,0,0,0,0,0,0,0,0,0,0,6960
174774,0,40,2,0,0,0,0,0,0,0,0,0,14517
174779,0,0,0,0,0,0,0,0,0,1,0,0,7145
174811,0,0,0,0,0,0,0,0,0,1,0,0,7922
174840,0,0,0,0,0,0,64,0,0,0,0,0,7328
174844,0,60,0,0,0,0,0,0,0,0,0,0,7933
174880,0,100,0,0,0,0,0,0,0,0,0,0,7870
174904,0,0,0,0,0,0,0,0,0,1,0,0,25999
174908,0,0,0,0,0,0,0,0,0,-2,0,0,9736
174917,0,0,0,0,0,0,0,0,0,1,0,0,7366
174946,0,20,0,0,0,0,0,0,0,3,0,0,5938
174949,0,300,0,0,0,0,0,0,0,1,0,0,6807
174959,0,40,0,0,0,0,0,0,0,0,0,0,7588
174992,0,5,5,0,0,0,0,0,0,0,0,0,8362
174999,0,0,0,0,0,0,0,0,0,1,0,0,8374
175002,0,40,0,0,0,0,0,0,0,0,0,0,8361
175016,0,150,0,0,0,0,0,0,0,0,0,0,8435
175020,0,30,0,0,0,0,0,0,0,0,0,0,7645
175034,0,160,0,0,0,0,0,0,0,0,0,0,8000
175051,0,0,0,0,0,0,8,0,0,0,0,0,8017
175078,0,75,0,0,0,0,0,0,0,0,0,0,7621
175091,0,0,0,0,0,0,27,0,0,0,0,0,8004
175191,0,0,0,0,0,0,0,0,0,1,0,0,7394
175208,0,0,0,0,0,0,6,0,0,0,0,0,8024
175211,0,200,0,0,0,0,0,0,0,0,0,0,851
175229,0,0,0,0,0,0,0,0,0,1,0,0,7092
175233,0,10,2,0,0,0,0,0,0,0,0,0,7290
175243,0,30,0,0,0,0,0,0,0,3,0,0,1079
175287,0,0,0,0,0,0,0,0,0,1,0,0,6927
175289,0,60,0,0,0,0,0,0,0,0,0,0,7960
175297,0,180,9,0,0,0,0,0,0,-2,0,0,7154
175331,0,75,0,0,0,0,0,0,0,0,0,0,7803
175338,0,0,0,0,0,0,0,0,0,1,0,0,6922
175345,0,500,0,0,0,0,0,0,0,0,0,0,7855
175401,0,90,0,0,0,0,0,0,0,0,0,0,9053
175417,0,160,0,0,0,0,0,0,0,0,0,0,9081
175436,0,100,0,0,0,0,0,0,0,0,0,0,8809
175439,0,200,0,0,0,0,0,0,0,0,0,0,2609
175441,0,60,0,0,0,0,0,0,0,3,0,0,8676
175451,0,0,0,0,0,0,0,0,0,1,0,0,8255
175472,0,185,0,0,0,0,0,0,0,0,0,0,8788
175477,0,0,0,0,0,0,11,0,0,0,0,0,8512
175490,0,0,0,0,0,0,14,0,0,0,0,0,8129
175494,0,0,0,0,0,0,0,0,0,1,0,0,8242
175515,0,90,0,0,0,0,0,0,0,0,0,0,8598
175522,0,300,0,0,0,0,0,0,0,0,0,0,7739
175534,0,0,0,0,0,0,10,0,0,0,0,0,980
175546,0,150,0,0,0,0,0,0,0,0,0,0,8292
175566,0,0,0,0,0,0,7,0,0,0,0,0,8232
175567,0,185,0,0,0,0,0,0,0,0,0,0,9552
175574,0,0,0,0,0,0,0,0,0,1,0,0,7160
175575,0,0,0,0,0,0,10,0,0,0,0,0,8075
175607,0,75,0,0,0,0,0,0,0,0,0,0,8140
175611,0,100,0,0,0,0,0,0,0,0,0,0,8293
175651,0,0,0,0,0,0,0,0,0,3,0,0,8646
175655,0,0,0,0,0,0,6,0,0,0,0,0,8033
175656,0,10,0,0,0,0,0,0,0,0,0,0,7288
175706,0,95,0,0,0,0,0,0,0,0,0,0,8376
175710,0,90,0,0,0,0,0,0,0,0,0,0,26006
175717,0,0,0,0,0,0,0,0,0,1,0,0,6921
175760,0,85,0,0,0,0,0,0,0,0,0,0,8262
175785,0,0,0,0,0,0,3,0,0,0,0,0,6196
175802,0,0,0,0,0,0,18,0,0,0,0,0,8056
175839,0,8,8,0,0,0,0,0,0,0,0,0,8364
175840,0,0,0,0,0,0,0,0,0,1,0,0,8379
175848,0,0,0,0,0,0,18,0,0,0,0,0,8190
175868,0,25,0,0,0,0,0,0,0,3,0,0,8647
175892,0,110,0,0,0,0,0,0,0,0,0,0,8211
175949,0,30,0,0,0,0,0,0,0,0,0,0,8277
175958,0,175,0,0,0,0,0,0,0,0,0,0,8264
175992,0,0,0,0,0,0,15,0,0,0,0,0,8122
175994,0,0,0,0,0,0,10,0,0,0,0,0,8071
175998,0,0,0,0,0,0,18,0,0,0,0,0,8042
176025,0,0,0,0,0,0,17,0,0,0,0,0,8050
176027,0,30,0,0,0,0,0,0,0,0,0,0,8988
176033,0,40,2,0,0,0,0,0,0,0,0,0,14518
176049,0,100,0,0,0,0,0,0,0,0,0,0,8272
176113,0,135,0,0,0,0,0,0,0,0,0,0,15605
176128,0,0,0,0,0,0,35,0,0,0,0,0,8936
176140,0,10,2,0,0,0,0,0,0,0,0,0,9373
176166,0,450,0,0,0,0,0,0,0,0,0,0,8812
176191,0,0,0,0,0,0,9,0,0,0,0,0,9484
176197,0,0,0,0,0,0,0,0,0,1,0,0,8260
176233,0,0,0,0,0,0,5,0,0,0,0,0,8177
176239,0,90,4,0,0,0,0,0,0,0,0,0,9654
176259,0,0,0,0,0,0,11,0,0,0,0,0,14914
176271,0,65,0,0,0,0,0,0,0,0,0,0,7948
176288,0,60,0,0,0,0,0,0,0,0,0,0,8040
176293,0,150,0,0,0,0,0,0,0,0,0,0,8246
176312,0,0,0,0,0,0,0,0,0,1,0,0,1719
176316,0,40,0,0,0,0,0,0,0,0,0,0,9456
176325,0,90,0,0,0,0,0,0,0,0,0,0,9532
176359,0,330,0,0,0,0,0,0,0,0,0,0,9433
176373,0,0,0,0,0,0,0,0,0,1,0,0,8347
176374,0,30,0,0,0,0,0,0,0,0,0,0,8348
176394,0,60,0,0,0,0,0,0,0,0,0,0,8736
176395,0,0,0,0,0,0,2,0,0,0,0,0,131
176398,0,0,0,0,0,0,9,0,0,0,0,0,8921
176410,0,10,0,0,0,0,0,0,0,3,0,0,8627
176421,0,0,0,0,0,0,8,0,0,0,0,0,710
176425,0,153,0,0,0,0,0,0,0,0,0,0,9435
176441,0,100,0,0,0,0,0,0,0,0,0,0,8994
176480,0,0,0,0,0,0,0,0,0,1,0,0,10021
176496,0,90,0,0,0,0,0,0,0,0,0,0,9672
176503,0,180,0,0,0,0,0,0,0,0,0,0,8398
176504,0,80,0,0,0,0,0,0,0,0,0,0,8399
176576,0,20,0,0,0,0,0,0,0,3,0,0,8998
176590,0,0,0,0,0,0,8,0,0,0,0,0,8184
176617,0,0,0,0,0,0,34,0,0,0,0,0,17
176649,0,0,0,0,0,0,2,0,0,0,0,0,8143
176653,0,65,5,0,0,0,0,0,0,0,0,0,9616
176669,0,90,4,0,0,0,0,0,0,0,0,0,9771
176671,0,0,0,0,0,0,11,0,0,0,0,0,8227
176674,0,90,0,0,0,0,0,0,0,0,0,0,9613
176687,0,0,0,0,0,0,0,0,0,1,0,0,9632
176722,0,153,0,0,0,0,0,0,0,0,0,0,8814
176730,0,0,0,0,0,0,17,0,0,0,0,0,8092
176731,0,0,0,0,0,0,0,0,0,3,0,0,8818
176751,0,100,0,0,0,0,0,0,0,1,0,0,13491
176827,0,0,0,0,0,0,7,0,0,0,0,0,11113
176847,0,0,0,0,0,0,0,0,0,1,0,0,9128
176855,0,0,0,0,0,0,0,0,0,1,0,0,8989
176859,0,40,0,25,0,0,0,0,0,-2,0,0,10260
176879,0,225,0,0,0,0,0,0,0,0,0,0,7808
176932,0,75,0,0,0,0,0,0,0,0,0,0,9438
177016,0,0,0,0,0,0,0,0,0,3,0,0,10576
177022,0,100,0,0,0,0,0,0,0,0,0,0,11647
177024,0,320,0,0,0,0,0,0,0,0,0,0,11433
177052,0,0,0,0,0,0,25,0,0,0,0,0,120
177070,0,0,0,0,0,0,10,0,0,0,0,0,10165
177091,0,0,0,0,0,0,0,0,0,3,0,0,9007
177112,0,0,0,0,0,0,0,0,0,1,0,0,9080
177160,0,10,5,0,0,0,0,0,0,0,0,0,12544
177179,0,0,0,0,0,0,0,0,0,1,0,0,10967
177182,0,0,0,0,0,0,100,0,0,0,0,0,8176
177183,0,0,0,0,0,0,100,0,0,0,0,0,8722
177258,0,0,0,0,0,0,18,0,0,0,0,0,10059
177259,0,0,0,0,0,0,16,0,0,0,0,0,10060
177315,0,0,0,0,0,0,0,0,0,1,0,0,10968
177364,0,50,0,0,0,0,0,0,0,3,0,0,9005
177370,0,220,0,0,0,0,0,0,0,0,0,0,9481
177381,0,0,0,0,0,0,10,0,0,0,0,0,10166
177385,0,115,0,0,0,0,0,0,0,0,0,0,9915
177406,0,560,0,0,0,0,0,0,0,0,0,0,11895
177418,0,0,0,0,0,0,0,0,0,1,0,0,11977
177426,0,55,0,0,0,0,0,0,0,0,0,0,11962
