ID,JournalEncounterID,ItemID,FactionMask,Flags,DifficultyMask,DisplaySeasonID,WorldStateExpressionID
9174,97,63438,-1,2,2,0,0
9175,97,6319,-1,2,1,0,0
9176,97,63439,-1,2,2,0,0
9177,98,6320,-1,2,1,0,0
9178,98,63448,-1,2,2,0,0
9179,98,63449,-1,2,2,0,0
9180,98,63445,-1,2,2,0,0
9181,98,63446,-1,2,2,0,0
9182,98,3191,-1,2,1,0,0
9183,98,63447,-1,2,2,0,0
9184,99,6642,-1,2,1,0,0
9185,99,6341,-1,2,1,0,0
9186,99,63450,-1,2,2,0,0
9187,99,1292,-1,2,1,0,0
9188,99,63452,-1,2,2,0,0
9189,99,63453,-1,2,2,0,0
9190,99,3230,-1,2,1,0,0
9191,99,63454,-1,2,2,0,0
9192,99,63455,-1,2,2,0,0
9193,100,63456,-1,2,2,0,0
9194,100,6641,-1,2,1,0,0
9195,100,63457,-1,2,2,0,0
9196,100,63458,-1,2,2,0,0
9197,100,63459,-1,2,2,0,0
9198,100,3748,-1,2,1,0,0
9200,100,63461,-1,2,2,0,0
9201,100,63462,-1,2,2,0,0
9202,100,63463,-1,2,2,0,0
9203,100,63464,-1,2,2,0,0
9204,100,63465,-1,2,2,0,0
9205,100,6220,-1,2,1,0,0
9206,100,6318,-1,2,1,0,0
9329,111,63043,-1,2,3,0,0
9378,115,63040,-1,2,3,0,0
9591,139,60416,-1,2,15,0,0
9592,139,60673,-1,0,-1,0,0
9593,139,60419,-1,2,15,0,0
9594,139,60421,-1,2,15,0,0
9595,139,60424,-1,2,15,0,0
9596,139,60426,-1,2,15,0,0
9597,139,60429,-1,2,15,0,0
9598,139,60431,-1,2,15,0,0
9599,139,60434,-1,2,15,0,0
9600,139,60436,-1,2,15,0,0
9601,139,60439,-1,2,15,0,0
9602,139,60441,-1,2,15,0,0
9603,139,60443,-1,2,15,0,0
9604,139,60445,-1,2,15,0,0
9605,139,60448,-1,2,15,0,0
9606,139,60450,-1,2,15,0,0
9607,139,60453,-1,2,15,0,0
9608,139,60455,-1,2,15,0,0
9609,139,60459,-1,2,15,0,0
9610,139,60461,-1,2,15,0,0
9611,139,60463,-1,2,15,0,0
9612,139,60465,-1,2,15,0,0
9613,139,60468,-1,2,15,0,0
9614,139,60470,-1,2,15,0,0
9615,139,60473,-1,2,15,0,0
9616,139,60475,-1,2,15,0,0
9617,139,60478,-1,2,15,0,0
9618,139,60480,-1,2,15,0,0
9619,139,60245,-1,2,15,0,0
9620,139,60247,-1,2,15,0,0
9621,139,60248,-1,2,15,0,0
9622,139,60505,-1,2,15,0,0
9623,139,60250,-1,2,15,0,0
9624,139,60508,-1,2,15,0,0
9625,139,60509,-1,2,15,0,0
9626,139,60255,-1,2,15,0,0
9627,139,60513,-1,2,15,0,0
9628,139,60257,-1,2,15,0,0
9629,139,61026,-1,0,-1,0,0
9630,139,60516,-1,2,15,0,0
9631,139,60261,-1,2,15,0,0
9632,139,61031,-1,0,-1,0,0
9633,139,60776,-1,0,-1,0,0
9634,139,61032,-1,0,-1,0,0
9635,139,61033,-1,0,-1,0,0
9636,139,60521,-1,2,15,0,0
9637,139,60778,-1,0,-1,0,0
9638,139,60779,-1,0,-1,0,0
9639,139,60783,-1,0,-1,0,0
9640,139,60786,-1,0,-1,0,0
9641,139,60787,-1,0,-1,0,0
9642,139,60275,-1,2,15,0,0
9643,139,60788,-1,0,-1,0,0
9644,139,60533,-1,2,15,0,0
9645,139,60534,-1,2,15,0,0
9646,139,60278,-1,2,15,0,0
9647,139,61047,-1,0,-1,0,0
9648,139,60536,-1,2,15,0,0
9649,139,60280,-1,2,15,0,0
9650,139,60794,-2,0,-1,0,0
9651,139,60539,-1,2,15,0,0
9652,139,60283,-1,2,15,0,0
9653,139,60540,-1,2,15,0,0
9654,139,60285,-1,2,15,0,0
9655,139,60799,-2,0,-1,0,0
9656,139,60800,-2,0,-1,0,0
9657,139,60288,-1,2,15,0,0
9658,139,60801,-3,0,-1,0,0
9659,139,60290,-1,2,15,0,0
9660,139,60806,-3,0,-1,0,0
9661,139,60807,-3,0,-1,0,0
9662,139,60554,-1,2,15,0,0
9663,139,60298,-1,2,15,0,0
9664,139,60555,-1,2,15,0,0
9665,139,60300,-1,2,15,0,0
9666,139,60557,-1,2,15,0,0
9667,139,60305,-1,2,15,0,0
9668,139,60307,-1,2,15,0,0
9669,139,60564,-1,2,15,0,0
9670,139,60310,-1,2,15,0,0
9671,139,60567,-1,2,15,0,0
9672,139,60312,-1,2,15,0,0
9673,139,60314,-1,2,15,0,0
9674,139,60316,-1,2,15,0,0
9675,139,60319,-1,2,15,0,0
9676,139,60321,-1,2,15,0,0
9677,139,60324,-1,2,15,0,0
9678,139,60580,-1,2,15,0,0
9679,139,60581,-1,2,15,0,0
9680,139,60326,-1,2,15,0,0
9681,139,60583,-1,2,15,0,0
9682,139,60330,-1,2,15,0,0
9683,139,60586,-1,2,15,0,0
9684,139,60587,-1,2,15,0,0
9685,139,60332,-1,2,15,0,0
9686,139,60589,-1,2,15,0,0
9687,139,60593,-1,2,15,0,0
9688,139,60340,-1,2,15,0,0
9689,139,60342,-1,2,15,0,0
9690,139,60345,-1,2,15,0,0
9691,139,60602,-1,2,15,0,0
9692,139,60347,-1,2,15,0,0
9693,139,60604,-1,2,15,0,0
9694,139,60350,-1,2,15,0,0
9695,139,60607,-1,2,15,0,0
9696,139,60352,-1,2,15,0,0
9697,139,60355,-1,2,15,0,0
9698,139,60612,-1,2,15,0,0
9699,139,60613,-1,2,15,0,0
9700,139,60357,-1,2,15,0,0
9701,139,60361,-1,2,15,0,0
9702,139,60363,-1,2,15,0,0
9703,139,60626,-1,2,15,0,0
9704,139,60628,-1,2,15,0,0
9705,139,60630,-1,2,15,0,0
9706,139,60634,-1,2,15,0,0
9707,139,60636,-1,2,15,0,0
9708,139,60637,-1,2,15,0,0
9709,139,60645,-1,0,-1,0,0
9710,139,60647,-1,0,-1,0,0
9711,139,60649,-1,0,-1,0,0
9712,139,60650,-1,0,-1,0,0
9713,139,60651,-1,0,-1,0,0
9714,139,60658,-1,0,-1,0,0
9715,139,60659,-1,0,-1,0,0
9716,139,60661,-1,0,-1,0,0
9717,139,60662,-1,0,-1,0,0
9718,139,60664,-1,0,-1,0,0
9719,139,60409,-1,2,15,0,0
9720,139,60411,-1,2,15,0,0
9721,139,60668,-1,0,-1,0,0
9722,139,60669,-1,0,-1,0,0
9723,139,60414,-1,2,15,0,0
9724,139,60670,-1,0,-1,0,0
9725,140,70400,-1,0,-1,0,0
9726,140,70401,-1,0,-1,0,0
9727,140,70402,-1,0,-1,0,0
9728,140,70403,-1,0,-1,0,0
9729,140,70404,-1,0,-1,0,0
9730,140,70942,-1,2,15,0,0
9731,140,70943,-1,2,15,0,0
9732,140,70947,-1,2,15,0,0
9733,140,70949,-1,2,15,0,0
9734,140,70952,-1,2,15,0,0
9735,140,70953,-1,2,15,0,0
9736,140,70245,-1,2,15,0,0
9737,140,70247,-1,2,15,0,0
9738,140,71271,-1,2,15,0,0
9739,140,71273,-1,2,15,0,0
9740,140,70250,-1,2,15,0,0
9741,140,71276,-1,2,15,0,0
9742,140,70252,-1,2,15,0,0
9743,140,71278,-1,2,15,0,0
9744,140,70255,-1,2,15,0,0
9745,140,71281,-1,2,15,0,0
9746,140,70257,-1,2,15,0,0
9747,140,71283,-1,2,15,0,0
9748,140,70260,-1,2,15,0,0
9749,140,70262,-1,2,15,0,0
9750,140,71286,-1,2,15,0,0
9751,140,71288,-1,2,15,0,0
9752,140,70265,-1,2,15,0,0
9753,140,70267,-1,2,15,0,0
9754,140,71292,-1,2,15,0,0
9755,140,71294,-1,2,15,0,0
9756,140,70270,-1,2,15,0,0
9757,140,70272,-1,2,15,0,0
9758,140,71297,-1,2,15,0,0
9759,140,71299,-1,2,15,0,0
9760,140,70275,-1,2,15,0,0
9761,140,70277,-1,2,15,0,0
9762,140,71302,-1,2,15,0,0
9763,140,71046,-1,2,15,0,0
9764,140,70279,-1,2,15,0,0
9765,140,71048,-1,2,15,0,0
9766,140,71304,-1,2,15,0,0
9767,140,70281,-1,2,15,0,0
9768,140,71050,-1,2,15,0,0
9769,140,71052,-1,2,15,0,0
9770,140,70284,-1,2,15,0,0
9771,140,70286,-1,2,15,0,0
9772,140,70289,-1,2,15,0,0
9773,140,71059,-1,2,15,0,0
9774,140,70291,-1,2,15,0,0
9775,140,71061,-1,2,15,0,0
9776,140,70295,-1,2,15,0,0
9777,140,71064,-1,2,15,0,0
9778,140,70297,-1,2,15,0,0
9779,140,71066,-1,2,15,0,0
9780,140,70299,-1,2,15,0,0
9781,140,71069,-1,2,15,0,0
9782,140,70301,-1,2,15,0,0
9783,140,71071,-1,2,15,0,0
9784,140,70304,-1,2,15,0,0
9785,140,70306,-1,2,15,0,0
9786,140,70309,-1,2,15,0,0
9787,140,70311,-1,2,15,0,0
9788,140,70314,-1,2,15,0,0
9789,140,70316,-1,2,15,0,0
9790,140,70319,-1,2,15,0,0
9791,140,70320,-1,2,15,0,0
9792,140,70321,-1,2,15,0,0
9793,140,70322,-1,2,15,0,0
9794,140,70323,-1,2,15,0,0
9795,140,71092,-1,2,15,0,0
9796,140,70324,-1,2,15,0,0
9797,140,70325,-1,2,15,0,0
9798,140,71094,-1,2,15,0,0
9799,140,70326,-1,2,15,0,0
9800,140,70327,-1,2,15,0,0
9801,140,70328,-1,2,15,0,0
9802,140,71097,-1,2,15,0,0
9803,140,70329,-1,2,15,0,0
9804,140,70330,-1,2,15,0,0
9805,140,71099,-1,2,15,0,0
9806,140,70331,-1,2,15,0,0
9807,140,70332,-1,2,15,0,0
9808,140,70333,-1,2,15,0,0
9809,140,71102,-1,2,15,0,0
9810,140,70334,-1,2,15,0,0
9811,140,70335,-1,2,15,0,0
9812,140,71104,-1,2,15,0,0
9813,140,70336,-1,2,15,0,0
9814,140,70337,-1,2,15,0,0
9815,140,70338,-1,2,15,0,0
9816,140,71107,-1,2,15,0,0
9817,140,70339,-1,2,15,0,0
9818,140,70340,-1,2,15,0,0
9819,140,71109,-1,2,15,0,0
9820,140,70341,-1,2,15,0,0
9821,140,70342,-1,2,15,0,0
9822,140,70343,-1,2,15,0,0
9823,140,70344,-1,2,15,0,0
9824,140,70345,-1,2,15,0,0
9825,140,70346,-1,2,15,0,0
9826,140,70347,-1,2,15,0,0
9827,140,70348,-1,2,15,0,0
9828,140,70349,-1,2,15,0,0
9829,140,70350,-1,2,15,0,0
9830,140,70351,-1,2,15,0,0
9831,140,70352,-1,2,15,0,0
9832,140,70354,-1,2,15,0,0
9833,140,70356,-1,2,15,0,0
9834,140,70358,-1,2,15,0,0
9835,140,70359,-1,2,15,0,0
9836,140,70360,-1,2,15,0,0
9837,140,70361,-1,2,15,0,0
9838,140,70362,-1,2,15,0,0
9839,140,70363,-1,2,15,0,0
9840,140,70364,-1,2,15,0,0
9841,140,70365,-1,2,15,0,0
9842,140,70366,-1,2,15,0,0
9843,140,70367,-1,2,15,0,0
9844,140,70368,-1,2,15,0,0
9845,140,70369,-1,2,15,0,0
9846,140,70370,-1,2,15,0,0
9847,140,70371,-1,2,15,0,0
9848,140,70372,-1,2,15,0,0
9849,140,70373,-1,2,15,0,0
9850,140,70374,-1,2,15,0,0
9851,140,70375,-1,2,15,0,0
9852,140,70376,-1,2,15,0,0
9853,140,70377,-1,2,15,0,0
9854,140,70378,-1,2,15,0,0
9855,140,70379,-1,2,15,0,0
9856,140,70380,-1,2,15,0,0
9857,140,70381,-1,2,15,0,0
9858,140,70382,-1,2,15,0,0
9859,140,70383,-1,2,15,0,0
9860,140,70384,-1,2,15,0,0
9861,140,70385,-1,2,15,0,0
9862,140,70386,-1,2,15,0,0
9863,140,70387,-1,2,15,0,0
9864,140,70388,-1,2,15,0,0
9865,140,70389,-1,2,15,0,0
9866,140,70390,-2,0,-1,0,0
9867,140,70391,-2,0,-1,0,0
9868,140,70392,-2,0,-1,0,0
9869,140,70393,-3,0,-1,0,0
9870,140,70394,-3,0,-1,0,0
9871,140,70395,-3,0,-1,0,0
9872,140,70396,-1,0,-1,0,0
9873,140,70397,-1,0,-1,0,0
9874,140,70398,-1,0,-1,0,0
9875,140,70399,-1,0,-1,0,0
9876,154,63488,-1,2,3,0,0
9877,154,65376,-1,2,12,0,0
9878,154,63489,-1,2,3,0,0
9879,154,65377,-1,2,12,0,0
9880,154,63490,-1,2,3,0,0
9881,154,63491,-1,2,3,0,0
9882,154,63492,-1,2,3,0,0
9883,154,63493,-1,2,3,0,0
9884,154,63494,-1,2,3,0,0
9885,154,63495,-1,2,3,0,0
9886,154,63496,-1,2,3,0,0
9887,154,63497,-1,2,3,0,0
9888,154,63498,-1,2,3,0,0
9889,154,65367,-1,2,12,0,0
9890,154,65368,-1,2,12,0,0
9891,154,65369,-1,2,12,0,0
9892,154,65370,-1,2,12,0,0
9893,154,65371,-1,2,12,0,0
9894,154,65372,-1,2,12,0,0
9895,154,65373,-1,2,12,0,0
9896,154,65374,-1,2,12,0,0
9897,154,65375,-1,2,12,0,0
9898,155,65088,-1,2,12,0,0
9899,155,65089,-1,2,12,0,0
9900,155,63041,-1,0,-1,0,0
9901,155,63682,-1,2,3,0,0
9902,155,69827,-1,2,3,0,0
9903,155,63683,-1,2,3,0,0
9904,155,69828,-1,2,3,0,0
9905,155,63684,-1,2,3,0,0
9906,155,69829,-1,2,3,0,0
9907,155,69830,-1,2,3,0,0
9908,155,69831,-1,2,3,0,0
9909,155,69833,-1,2,3,0,0
9910,155,69834,-1,2,3,0,0
9911,155,69835,-1,2,3,0,0
9912,155,63499,-1,2,3,0,0
9913,155,63500,-1,2,3,0,0
9914,155,63501,-1,2,3,0,0
9915,155,63502,-1,2,3,0,0
9916,155,63503,-1,2,3,0,0
9917,155,63504,-1,2,3,0,0
9918,155,63505,-1,2,3,0,0
9919,155,63506,-1,2,3,0,0
9920,155,63507,-1,2,3,0,0
9921,155,68127,-1,2,3,0,0
9922,155,68128,-1,2,3,0,0
9923,155,68129,-1,2,3,0,0
9924,155,68130,-1,2,12,0,0
9925,155,65378,-1,2,12,0,0
9926,155,68131,-1,2,12,0,0
9927,155,65379,-1,2,12,0,0
9928,155,68132,-1,2,12,0,0
9929,155,65380,-1,2,12,0,0
9930,155,65381,-1,2,12,0,0
9931,155,65382,-1,2,12,0,0
9932,155,65383,-1,2,12,0,0
9933,155,65384,-1,2,12,0,0
9934,155,65000,-1,2,12,0,0
9935,155,65385,-1,2,12,0,0
9936,155,65001,-1,2,12,0,0
9937,155,65386,-1,2,12,0,0
9938,155,65002,-1,2,12,0,0
9939,155,69878,-1,2,12,0,0
9940,155,66998,-1,2,12,0,0
9941,155,69879,-1,2,12,0,0
9942,155,69880,-1,2,12,0,0
9943,155,69881,-1,2,12,0,0
9944,155,64314,-1,2,3,0,0
9945,155,69882,-1,2,12,0,0
9946,155,64315,-1,2,3,0,0
9947,155,69883,-1,2,12,0,0
9948,155,64316,-1,2,3,0,0
9949,155,69884,-1,2,12,0,0
9950,155,69885,-1,2,12,0,0
9951,155,65087,-1,2,12,0,0
9952,156,67424,-1,2,12,0,0
9953,156,67425,-1,2,12,0,0
9954,156,59469,-1,2,3,0,0
9955,156,65133,-1,2,12,0,0
9956,156,59470,-1,2,3,0,0
9957,156,65134,-1,2,12,0,0
9958,156,59471,-1,2,3,0,0
9959,156,65135,-1,2,12,0,0
9960,156,65136,-1,2,12,0,0
9961,156,59472,-1,2,3,0,0
9962,156,65137,-1,2,12,0,0
9963,156,59473,-1,2,3,0,0
9964,156,65138,-1,2,12,0,0
9965,156,59474,-1,2,3,0,0
9966,156,59475,-1,2,3,0,0
9967,156,65139,-1,2,12,0,0
9968,156,65140,-1,2,12,0,0
9969,156,59476,-1,2,3,0,0
9970,156,65141,-1,2,12,0,0
9971,156,65142,-1,2,12,0,0
9972,156,65143,-1,2,12,0,0
9973,156,65144,-1,2,12,0,0
9974,156,59481,-1,2,3,0,0
9975,156,59482,-1,2,3,0,0
9976,156,59483,-1,2,3,0,0
9977,156,59484,-1,2,3,0,0
9978,156,67423,-1,2,12,0,0
9979,157,65091,-1,2,12,0,0
9980,157,65092,-1,2,12,0,0
9981,157,65093,-1,2,12,0,0
9982,157,65094,-1,2,12,0,0
9983,157,65095,-1,2,12,0,0
9984,157,65096,-1,2,12,0,0
9985,157,63531,-1,2,3,0,0
9986,157,63532,-1,2,3,0,0
9987,157,63533,-1,2,3,0,0
9988,157,63534,-1,2,3,0,0
9989,157,63535,-1,2,3,0,0
9990,157,63536,-1,2,3,0,0
9991,157,65105,-1,2,12,0,0
9992,157,65106,-1,2,12,0,0
9993,157,65107,-1,2,12,0,0
9994,157,65108,-1,2,12,0,0
9995,157,65109,-1,2,12,0,0
9996,157,59512,-1,2,3,0,0
9997,157,65112,-1,2,12,0,0
9998,157,59515,-1,2,3,0,0
9999,157,59516,-1,2,3,0,0
10000,157,59517,-1,2,3,0,0
10001,157,59518,-1,2,3,0,0
10002,157,59519,-1,2,3,0,0
10003,158,65120,-1,2,12,0,0
10004,158,65121,-1,2,12,0,0
10005,158,65122,-1,2,12,0,0
10006,158,59502,-1,2,3,0,0
10007,158,59503,-1,2,3,0,0
10008,158,59504,-1,2,3,0,0
10009,158,59505,-1,2,3,0,0
10010,158,59506,-1,2,3,0,0
10011,158,59507,-1,2,3,0,0
10012,158,59508,-1,2,3,0,0
10013,158,59509,-1,2,3,0,0
10014,158,65110,-1,2,12,0,0
10015,158,59510,-1,2,3,0,0
10016,158,65111,-1,2,12,0,0
10017,158,59511,-1,2,3,0,0
10018,158,65113,-1,2,12,0,0
10019,158,59513,-1,2,3,0,0
10020,158,59514,-1,2,3,0,0
10021,158,65114,-1,2,12,0,0
10022,158,65115,-1,2,12,0,0
10023,158,65116,-1,2,12,0,0
10024,158,65117,-1,2,12,0,0
10025,158,65118,-1,2,12,0,0
10026,158,65119,-1,2,12,0,0
10027,167,63680,-1,2,3,0,0
10028,167,65088,-1,2,12,0,0
10029,167,65089,-1,2,12,0,0
10030,167,59330,-1,2,3,0,0
10031,167,59490,-1,2,3,0,0
10032,167,65090,-1,2,12,0,0
10033,167,65123,-1,2,12,0,0
10034,167,65124,-1,2,12,0,0
10035,167,65125,-1,2,12,0,0
10036,167,65126,-1,2,12,0,0
10037,167,59494,-1,2,3,0,0
10038,167,65127,-1,2,12,0,0
10039,167,59495,-1,2,3,0,0
10040,167,65128,-1,2,12,0,0
10041,167,65129,-1,2,12,0,0
10042,167,59497,-1,2,3,0,0
10043,167,59498,-1,2,3,0,0
10044,167,65130,-1,2,12,0,0
10045,167,59499,-1,2,3,0,0
10046,167,65131,-1,2,12,0,0
10047,167,59500,-1,2,3,0,0
10048,167,65132,-1,2,12,0,0
10049,167,59501,-1,2,3,0,0
10050,167,68600,-1,2,12,0,0
10051,167,65145,-1,2,12,0,0
10052,167,64314,-1,2,3,0,0
10053,167,64315,-1,2,3,0,0
10054,167,64316,-1,2,3,0,0
10055,167,59485,-1,2,3,0,0
10056,167,59486,-1,2,3,0,0
10057,167,59487,-1,2,3,0,0
10058,167,65087,-1,2,12,0,0
10059,168,60226,-1,2,12,0,0
10060,168,60227,-1,2,12,0,0
10061,168,60228,-1,2,12,0,0
10062,168,60229,-1,2,12,0,0
10063,168,60230,-1,2,12,0,0
10064,168,60231,-1,2,12,0,0
10065,168,60232,-1,2,12,0,0
10066,168,60233,-1,2,12,0,0
10067,168,60234,-1,2,12,0,0
10068,168,60235,-1,2,12,0,0
10069,168,60236,-1,2,12,0,0
10070,168,60237,-1,2,12,0,0
10071,168,60238,-1,2,12,0,0
10072,169,65004,-1,2,12,0,0
10073,169,59117,-1,2,3,0,0
10074,169,59118,-1,2,3,0,0
10075,169,59119,-1,2,3,0,0
10076,169,59216,-1,2,3,0,0
10077,169,59120,-1,2,3,0,0
10078,169,59217,-1,2,3,0,0
10079,169,59121,-1,2,3,0,0
10080,169,59218,-1,2,3,0,0
10081,169,59122,-1,2,3,0,0
10082,169,59219,-1,2,3,0,0
10083,169,65076,-1,2,12,0,0
10084,169,59220,-1,2,3,0,0
10085,169,63540,-1,2,3,0,0
10086,169,65077,-1,2,12,0,0
10087,169,65078,-1,2,12,0,0
10088,169,65079,-1,2,12,0,0
10089,169,65080,-1,2,12,0,0
10090,169,65081,-1,2,12,0,0
10091,169,65082,-1,2,12,0,0
10092,169,65083,-1,2,12,0,0
10093,169,65084,-1,2,12,0,0
10094,169,65085,-1,2,12,0,0
10095,169,65086,-1,2,12,0,0
10096,170,59328,-1,2,3,0,0
10097,170,59329,-1,2,3,0,0
10098,170,59331,-1,2,3,0,0
10099,170,59492,-1,2,3,0,0
10100,170,59332,-1,2,3,0,0
10101,170,59333,-1,2,3,0,0
10102,170,59334,-1,2,3,0,0
10103,170,59335,-1,2,3,0,0
10104,170,59336,-1,2,3,0,0
10105,170,59340,-1,2,3,0,0
10106,170,59341,-1,2,3,0,0
10107,170,65007,-1,2,12,0,0
10108,170,65041,-1,2,12,0,0
10109,170,65042,-1,2,12,0,0
10110,170,65044,-1,2,12,0,0
10111,170,65045,-1,2,12,0,0
10112,170,65046,-1,2,12,0,0
10113,170,65047,-1,2,12,0,0
10114,170,65048,-1,2,12,0,0
10115,170,65049,-1,2,12,0,0
10116,170,65050,-1,2,12,0,0
10117,170,65051,-1,2,12,0,0
10118,170,59452,-1,2,3,0,0
10119,170,65020,-1,2,12,0,0
10120,171,65056,-1,2,12,0,0
10121,171,65058,-1,2,12,0,0
10122,171,65059,-1,2,12,0,0
10123,171,65060,-1,2,12,0,0
10124,171,65061,-1,2,12,0,0
10126,171,65062,-1,2,12,0,0
10129,171,65063,-1,2,12,0,0
10130,171,65066,-1,2,12,0,0
10131,171,59312,-1,2,3,0,0
10132,171,59315,-1,2,3,0,0
10133,171,59316,-1,2,3,0,0
10134,171,59317,-1,2,3,0,0
10135,171,59318,-1,2,3,0,0
10136,171,59319,-1,2,3,0,0
10137,171,59320,-1,2,3,0,0
10138,171,59322,-1,2,3,0,0
10139,171,59324,-1,2,3,0,0
10140,171,65052,-1,2,12,0,0
10141,171,59325,-1,2,3,0,0
10142,171,65053,-1,2,12,0,0
10143,171,59326,-1,2,3,0,0
10144,171,65054,-1,2,12,0,0
10145,171,59327,-1,2,3,0,0
10146,171,65055,-1,2,12,0,0
10147,172,59233,-1,2,3,0,0
10148,172,59234,-1,2,3,0,0
10149,172,65028,-1,2,12,0,0
10150,172,65064,-1,2,12,0,0
10151,172,65065,-1,2,12,0,0
10152,172,65067,-1,2,12,0,0
10153,172,65068,-1,2,12,0,0
10154,172,65069,-1,2,12,0,0
10155,172,65070,-1,2,12,0,0
10156,172,59310,-1,2,3,0,0
10157,172,59311,-1,2,3,0,0
10158,172,65071,-1,2,12,0,0
10159,172,65072,-1,2,12,0,0
10160,172,59313,-1,2,3,0,0
10161,172,65073,-1,2,12,0,0
10162,172,59314,-1,2,3,0,0
10163,172,65075,-1,2,12,0,0
10164,172,59221,-1,2,3,0,0
10165,172,59223,-1,2,3,0,0
10166,172,59224,-1,2,3,0,0
10167,172,59225,-1,2,3,0,0
10168,172,59355,-1,2,3,0,0
10169,172,59451,-1,2,3,0,0
10170,172,65021,-1,2,12,0,0
10171,173,67426,-1,2,12,0,0
10172,173,67427,-1,2,12,0,0
10173,173,67428,-1,2,12,0,0
10174,173,65029,-1,2,12,0,0
10175,173,65030,-1,2,12,0,0
10176,173,65031,-1,2,12,0,0
10177,173,65032,-1,2,12,0,0
10178,173,65033,-1,2,12,0,0
10179,173,65034,-1,2,12,0,0
10180,173,65035,-1,2,12,0,0
10181,173,65036,-1,2,12,0,0
10182,173,65037,-1,2,12,0,0
10183,173,59342,-1,2,3,0,0
10184,173,65038,-1,2,12,0,0
10185,173,59343,-1,2,3,0,0
10186,173,65039,-1,2,12,0,0
10187,173,65040,-1,2,12,0,0
10188,173,59344,-1,2,3,0,0
10189,173,59346,-1,2,3,0,0
10190,173,59347,-1,2,3,0,0
10191,173,59348,-1,2,3,0,0
10192,173,59349,-1,2,3,0,0
10193,173,59350,-1,2,3,0,0
10194,173,59351,-1,2,3,0,0
10195,173,59352,-1,2,3,0,0
10196,173,59353,-1,2,3,0,0
10197,173,59354,-1,2,3,0,0
10198,174,65024,-1,2,12,0,0
10199,174,59457,-1,2,3,0,0
10200,174,65025,-1,2,12,0,0
10201,174,65057,-1,2,12,0,0
10202,174,63682,-1,2,3,0,0
10203,174,65026,-1,2,12,0,0
10204,174,63683,-1,2,3,0,0
10205,174,59459,-1,2,3,0,0
10206,174,65027,-1,2,12,0,0
10207,174,63684,-1,2,3,0,0
10208,174,65000,-1,2,12,0,0
10209,174,65001,-1,2,12,0,0
10210,174,59337,-1,2,3,0,0
10211,174,65002,-1,2,12,0,0
10212,174,65003,-1,2,12,0,0
10213,174,59441,-1,2,3,0,0
10214,174,59442,-1,2,3,0,0
10215,174,65074,-1,2,12,0,0
10216,174,59443,-1,2,3,0,0
10217,174,65043,-1,2,12,0,0
10218,174,59444,-1,2,3,0,0
10219,174,59222,-1,2,3,0,0
10220,174,59321,-1,2,3,0,0
10221,174,65017,-1,2,12,0,0
10222,174,59450,-1,2,3,0,0
10223,174,65018,-1,2,12,0,0
10224,174,65019,-1,2,12,0,0
10225,174,59356,-1,2,3,0,0
10226,174,59454,-1,2,3,0,0
