ID,Pos[0],Pos[1],PointOrder,ZoneLightID
454,2337.6638,-3418.1797,16,63
455,2553.5369,-3182.6816,17,63
456,2749.785,-3121.4988,18,63
457,2996.8267,-3116.881,19,63
458,3001.4446,-3006.0586,20,63
459,2895.2395,-2973.7354,21,63
460,2701.3003,-2946.0298,22,63
461,2599.713,-2539.681,23,63
462,1694.4539,-1578.5859,24,63
463,472.804,-991.8852,25,63
464,-799.1719,-1303.9532,26,63
465,-1638.873,-2005.2056,27,63
466,-1842.8164,-4472.9385,28,63
467,-1369.2755,-7126.069,29,63
468,431.31866,-7574.1353,30,63
469,3088.3386,-7031.8174,31,63
470,3575.22,-3446.2917,1,64
471,3429.9495,-3383.114,2,64
472,3272.975,-3269.5625,3,64
473,3203.2666,-3165.9023,4,64
474,3005.8062,-3123.8518,5,64
475,2740.27,-3119.6304,6,64
476,2550.3638,-3183.2288,7,64
477,2337.1375,-3416.4414,8,64
478,2242.0325,-3604.947,9,64
479,2171.4163,-3893.1987,10,64
480,2176.0334,-4145.419,11,64
481,2305.8628,-4381.733,12,64
482,2413.164,-4526.4873,13,64
483,2437.7444,-4663.895,14,64
484,2379.3484,-4809.581,15,64
485,2083.8462,-4988.8516,16,64
486,1974.4679,-5327.105,17,64
487,2173.9128,-5603.5815,18,64
488,2288.3489,-5776.9014,19,64
489,2428.3496,-6137.9595,20,64
490,2703.6091,-6229.147,21,64
491,3082.4165,-6050.905,22,64
492,3566.845,-5670.16,23,64
493,3677.6458,-5378.935,24,64
494,3763.1416,-5119.5454,25,64
495,3704.8855,-5002.7285,26,64
496,3652.5989,-4803.3555,27,64
497,3549.635,-4686.143,28,64
498,3499.6816,-4517.904,29,64
499,3522.3665,-4376.3984,30,64
500,3604.988,-4278.455,31,64
501,3655.0474,-4157.103,32,64
502,3660.4817,-3968.6892,33,64
503,3644.88,-3708.751,34,64
504,3688.8293,-3582.279,35,64
505,10800.864,-292.51938,1,65
506,11083.922,1602.5391,2,65
507,9829.383,4468.9814,3,65
508,8192.457,6228.3535,4,65
509,6829.7334,5321.941,5,65
510,6951.432,5251.268,6,65
511,6941.8286,5172.328,7,65
512,6811.88,5100.903,8,65
513,6819.0825,4539.667,9,65
514,6806.5825,4310.603,10,65
515,6711.197,4140.312,11,65
516,6363.06,3670.997,12,65
517,6199.1353,3580.9536,13,65
518,5984.417,3373.1616,14,65
519,5538.818,3359.309,15,65
520,5534.2,3068.3997,16,65
521,5598.8467,3063.782,17,65
522,5603.464,2735.9324,18,65
523,5478.7886,2636.6538,19,65
524,5453.3916,2440.4055,20,65
525,5374.8926,2234.922,21,65
526,5231.747,2135.6433,22,65
527,5065.513,2087.1587,23,65
528,5026.932,1999.5664,24,65
529,4900.1914,1903.8108,25,65
530,4902.4243,1788.4645,26,65
531,4832.8237,1787.3981,27,65
532,4833.4243,1657.3588,28,65
533,4926.649,1634.5688,29,65
534,5047.363,1498.6978,30,65
535,5137.058,1478.7388,31,65
536,5243.079,1240.0157,32,65
537,5355.6304,1164.5498,33,65
538,5365.3296,1074.3905,34,65
539,5425.639,1077.2875,35,65
540,5508.8037,1274.4606,36,65
541,5584.0854,1341.3958,37,65
542,5700.4336,1418.7605,38,65
543,5903.6084,1423.3782,39,65
544,6002.887,1343.7245,40,65
545,6132.18,1290.6218,41,65
546,6160.2476,1134.9758,42,65
547,6319.284,901.7072,43,65
548,6326.6875,800.72723,44,65
549,6235.8975,793.3752,45,65
550,6235.151,572.4589,46,65
551,6106.2656,462.36557,47,65
552,6108.983,344.19125,48,65
553,5967.399,268.72992,49,65
554,5951.645,128.62195,50,65
555,5946.2812,-196.19035,51,65
556,6090.989,-195.46135,52,65
557,6209.1455,-110.46136,53,65
558,6293.8247,-97.0337,54,65
559,6400.437,-3.9527063,55,65
560,6572.8506,232.27396,56,65
561,6798.349,237.40994,57,65
562,7115.906,418.65057,58,65
563,7461.3457,437.91324,59,65
564,7481.143,540.4852,60,65
565,9069.089,535.6438,61,65
566,5987.909,3373.6013,1,66
567,6192.2886,3570.7258,2,66
568,6366.4336,3676.2349,3,66
569,6601.5234,3983.1575,4,66
570,6715.803,4139.8843,5,66
571,6807.227,4316.2017,6,66
572,6817.0225,4557.8223,7,66
573,6810.492,5103.1006,8,66
574,6944.363,5161.8735,9,66
575,6950.893,5250.0317,10,66
576,6826.818,5324.734,11,66
577,8191.646,6226.308,12,66
578,6087.534,9000.339,13,66
579,4688.712,6499.2275,14,66
580,4675.0913,6004.279,15,66
581,4727.333,5955.302,16,66
582,4724.069,5681.0303,17,66
583,4629.3794,5498.1826,18,66
584,4626.114,4943.1084,19,66
585,4567.3423,4933.313,20,66
586,4560.8115,4711.2837,21,66
587,4517.244,4671.542,22,66
588,4521.862,4631.964,23,66
589,4564.0767,4613.3296,24,66
590,4583.8315,4264.752,25,66
591,4677.9404,4128.4224,26,66
592,4825.1514,3978.24,27,66
593,4954.3765,3884.3433,28,66
594,5179.5635,3690.5793,29,66
595,5346.194,3481.843,30,66
596,5543.6743,3357.8079,31,66
597,9062.05,537.9526,1,67
598,7478.212,544.8789,2,67
599,7462.0493,438.67392,3,67
600,7122.6562,415.5859,4,67
601,6799.424,235.49927,5,67
602,6573.1616,230.88162,6,67
603,6402.3013,-2.5627065,7,67
604,6294.6504,-96.13303,8,67
605,6206.2666,-110.00203,9,67
606,6092.485,-194.28902,10,67
607,5939.454,-195.45935,11,67
608,5738.4253,-187.83936,12,67
609,5676.277,-300.758,13,67
610,5677.7983,-901.81494,14,67
611,5719.357,-1007.6038,15,67
612,5765.853,-1081.3496,16,67
613,5763.612,-1199.2229,17,67
614,5929.0054,-1205.193,18,67
615,5942.858,-1533.0428,19,67
616,6058.2983,-1533.0428,20,67
617,6088.313,-1646.1742,21,67
618,6106.783,-1886.2896,22,67
619,6303.0312,-1909.3778,23,67
620,6303.0312,-2124.0962,24,67
621,6469.265,-2101.0083,25,67
622,6566.235,-2276.477,26,67
623,6501.5884,-2368.829,27,67
624,6506.206,-2641.2678,28,67
625,6635.4985,-2673.591,29,67
626,6635.4985,-4026.5496,30,67
627,7129.5825,-4038.0933,31,67
628,7136.509,-4264.356,32,67
629,9055.123,-4278.2085,33,67
630,10117.964,-2667.0608,34,67
631,10790.598,-311.2976,35,67
632,5477.2046,2632.636,1,68
633,5605.501,2736.776,2,68
634,5603.4644,3063.782,3,68
635,5538.818,3068.3997,4,68
636,5543.436,3361.6177,5,68
637,5349.496,3486.2925,6,68
638,5178.645,3691.7766,7,68
639,4947.7646,3888.0247,8,68
640,4818.4717,3984.994,9,68
641,4677.635,4130.4487,10,68
642,4586.14,4263.3994,11,68
643,4361.57,4260.5703,12,68
644,4270.87,4195.1714,13,68
645,4240.8555,3734.9392,14,68
646,4215.759,3267.0396,15,68
647,4092.264,3188.9124,16,68
648,4071.0403,3098.305,17,68
649,4050.9856,2898.9392,18,68
650,4038.621,2606.0894,19,68
651,4103.692,2588.9434,20,68
652,4110.222,2451.8074,21,68
653,4263.6836,2298.3457,22,68
654,4263.6836,2157.9446,23,68
655,4227.767,2046.9302,24,68
656,4182.055,2033.8694,25,68
657,4208.1763,1798.7794,26,68
658,4276.744,1730.2118,27,68
659,4544.486,1733.4768,28,68
660,4613.0537,1798.7794,29,68
661,4833.7983,1789.5441,30,68
662,4903.6226,1787.9031,31,68
663,4904.143,1899.4506,32,68
664,5032.508,2002.8538,33,68
665,5057.961,2086.243,34,68
666,5218.7847,2133.6875,35,68
667,5374.227,2229.7004,36,68
668,5454.8413,2435.324,37,68
669,9052.687,-4283.141,1,69
670,7133.605,-4262.1978,2,69
671,7133.5205,-4035.5557,3,69
672,6634.175,-4028.629,4,69
673,6634.175,-2667.931,5,69
674,6500.304,-2645.0747,6,69
675,6500.304,-2364.2727,7,69
676,6560.9893,-2279.9395,8,69
677,6467.653,-2103.0618,9,69
678,6299.806,-2125.1936,10,69
679,6300.762,-1906.5256,11,69
680,6102.9136,-1889.3229,12,69
681,6085.7954,-1640.5042,13,69
682,6062.7754,-1534.9276,14,69
683,5938.7,-1531.6626,15,69
684,5928.905,-1201.8833,16,69
685,5760.3057,-1199.5746,17,69
686,5710.14,-1231.2697,18,69
687,5524.0273,-1231.2697,19,69
688,5497.9062,-1201.8833,20,69
689,5396.687,-1201.8833,21,69
690,5285.6724,-1100.664,22,69
691,5034.2563,-1097.3989,23,69
692,5034.2563,-1394.5266,24,69
693,4861.204,-1440.2386,25,69
694,4734.82,-1338.6232,26,69
695,4660.3457,-1369.8462,27,69
696,4689.488,-1472.0876,28,69
697,4773.968,-1614.4205,29,69
698,4707.7427,-1645.9423,30,69
699,4679.9067,-1845.1158,31,69
700,4662.977,-2375.0254,32,69
701,4574.954,-2378.32,33,69
702,4541.22,-2481.818,34,69
703,4459.5923,-2514.4695,35,69
704,4440.001,-2716.9082,36,69
705,4443.2666,-2906.2864,37,69
706,4459.5923,-3190.3535,38,69
707,4524.8945,-3213.209,39,69
708,4694.682,-3484.2158,40,69
709,4844.8784,-3732.366,41,69
710,4939.5674,-3751.9575,42,69
711,4988.5444,-3833.5852,43,69
712,5017.9307,-4163.3647,44,69
713,5138.7407,-4277.6445,45,69
714,5142.0063,-4431.106,46,69
715,5239.96,-4571.507,47,69
716,5461.9897,-4581.303,48,69
717,5530.5576,-4633.5444,49,69
718,5528.249,-4828.927,50,69
719,5914.0273,-6072.097,51,69
720,7772.077,-5445.6694,52,69
721,5738.2173,-187.7587,1,70
722,5939.454,-195.45935,2,70
723,5951.5024,132.37495,3,70
724,5965.0645,269.68427,4,70
725,6105.6104,341.1936,5,70
726,6105.6016,466.76822,6,70
727,6236.04,576.1809,7,70
728,6234.7695,795.8802,8,70
729,6330.3765,798.4246,9,70
730,6321.197,901.4272,10,70
731,6161.8804,1132.6672,11,70
732,6131.026,1289.4675,12,70
733,5998.2695,1352.9598,13,70
734,5902.454,1424.5325,14,70
735,5702.7427,1417.6062,15,70
736,5583.8057,1342.7485,16,70
737,5580.4497,1339.6927,17,70
738,5508.8037,1274.4606,18,70
739,5477.6343,1199.4242,19,70
740,5425.6865,1074.7489,20,70
741,5363.349,1071.2859,21,70
742,5139.395,928.1402,22,70
743,5079.366,761.90625,23,70
744,5079.366,544.8789,24,70
745,5208.659,461.76187,25,70
746,5190.189,78.50095,26,70
747,5023.955,-217.02568,27,70
748,5023.955,-217.02568,28,70
749,4853.1035,-434.053,29,70
750,4839.251,-951.2249,30,70
751,5037.808,-1098.9883,31,70
752,5282.541,-1103.6056,32,70
753,5402.5986,-1200.5753,33,70
754,5494.9507,-1200.5753,34,70
755,5536.5093,-1232.8986,35,70
756,5711.978,-1228.2809,36,70
757,5760.3467,-1197.5906,37,70
758,5762.4834,-1071.3223,38,70
759,5715.9307,-999.1926,39,70
760,5674.6445,-899.60596,40,70
761,5677.314,-301.01266,41,70
1068,1422.2019,-6166.979,1,139
1069,1259.7435,-5997.527,2,139
1070,985.4996,-5981.625,3,139
1071,73.58984,-6100.546,5,139
1072,-400.1467,-6313.2476,6,139
1073,-895.586,-6286.25,7,139
1074,-1382.0284,-6371.375,8,139
1075,-2056.5,-6139.5146,9,139
1076,-2375.464,-5962.707,10,139
1077,-1824.82,-4489.32,11,139
1078,-1252.51,-4107.79,12,139
1079,-729.432,-4003.1702,13,139
1080,39.7987,-3732.3997,14,139
1081,938.26,-3769.3198,15,139
1082,1418.26,-3849.3198,16,139
1083,1855.1802,-3781.63,17,139
1084,2316.72,-3849.3198,18,139
1085,2482.88,-4169.32,19,139
1086,2575.18,-4581.63,20,139
1087,2550.57,-5012.4,21,139
1088,2384.41,-5412.4,22,139
1089,2107.49,-5787.79,23,139
1090,1756.58,-3881.7102,1,140
1091,2302.22,-4060.1702,2,140
1092,2347.35,-4484.79,3,140
1093,2539.15,-4761.71,4,140
1094,2519.66,-4923.76,5,140
1095,2415.04,-5034.53,6,140
1096,2304.27,-5385.3,7,140
1097,2304.27,-5385.3,8,140
1098,2220.17,-5467.35,9,140
1099,1897.0901,-4974.02,10,140
1100,1732.99,-4615.04,11,140
1101,1415.1711,-4526.6226,12,140
1102,1380.2913,-4149.6543,13,140
1103,1658.12,-3943.25,14,140
1104,1359.2854,-6116.812,1,141
1105,2106.22,-5784.33,2,141
1106,2385.2,-5413.05,3,141
1107,2531.18,-5005.87,4,141
1108,2555.45,-4580.23,5,141
1109,2483.66,-4169.29,6,141
1110,2313.4,-3848.6104,7,141
1111,1669.9801,-3808.9502,8,141
1112,1847.0798,-3657.1497,9,141
1113,2281.27,-3579.2102,10,141
1114,2852.2102,-3741.26,11,141
1115,3073.06,-3936.13,12,141
1116,3281.08,-3997.4097,13,141
1117,3846.4602,-3894.97,14,141
1118,4312.04,-4674.59,15,141
1119,4758.57,-5184.52,16,141
1120,5120.48,-5435.33,17,141
1121,5333.82,-6067.13,18,141
1122,5407.66,-7306.1,19,141
1123,5136.89,-8266.1,20,141
1124,3865.1003,-8766.62,21,141
1125,2593.3,-8594.31,22,141
1126,1584.07,-7823.03,23,141
1127,1329.71,-7232.26,24,141
1128,1737.44,-3743.5903,1,142
1129,1474.87,-3329.23,2,142
1130,1259.49,-2471.79,3,142
1131,1195.9,-1940.51,4,142
1132,1366.16,-1273.85,5,142
1133,1567.18,-861.538,6,142
1134,1817.44,-410.256,7,142
1135,1682.05,356.923,8,142
1136,2225.64,806.154,9,142
1137,2859.49,1095.39,10,142
1138,2957.95,2221.54,11,142
1139,3610.26,2910.77,12,142
1140,4767.18,2289.23,13,142
1141,4391.8,1372.3102,14,142
1142,4293.33,664.616,15,142
1143,4213.33,-147.692,16,142
1144,3850.26,-529.23,17,142
1145,3573.33,-713.846,18,142
1146,3345.64,-1070.77,19,142
1147,3616.41,-1304.61,20,142
1148,3626.67,-1776.41,21,142
1149,3407.18,-2853.33,22,142
1150,3513.85,-3417.44,23,142
1151,3874.8704,-3891.28,24,142
1152,3238.98,-3993.8503,25,142
1153,2845.13,-3751.79,26,142
1154,2285.13,-3583.59,27,142
1163,1753.5525,-2619.193,1,145
1164,1597.6549,-2393.552,2,145
1165,1581.2449,-2151.5005,3,145
1166,1306.373,-1880.7311,4,145
1167,990.47546,-2024.3209,5,145
1168,834.57825,-1876.6289,6,145
1169,953.55255,-1113.5519,7,145
1170,1466.3735,-674.5774,8,145
1171,1958.6808,-719.70544,9,145
1172,2159.7065,-1240.7313,10,145
1173,2807.9114,-1199.7057,11,145
1174,3173.0398,-1367.9108,12,145
1175,3127.9114,-1810.9879,13,145
1176,2963.809,-2204.834,14,145
1177,2721.7576,-2385.347,15,145
1178,2377.142,-2446.8853,16,145
1179,2094.0657,-2664.3213,17,145
1180,1762.9293,-2610.623,1,146
1181,1701.3907,-2850.1104,2,146
1182,1541.9037,-2957.8025,3,146
1183,1471.6471,-3077.8025,4,146
1184,1273.6985,-3095.7515,5,146
1185,1042.9293,-3120.8796,6,146
1186,938.3138,-2928.059,7,146
1187,862.41644,-2454.213,8,146
1188,984.46765,-2010.623,9,146
1189,1310.6216,-1861.9052,10,146
1190,1609.083,-2135.7512,11,146
1191,1610.1088,-2391.136,12,146
1192,-9829.61,-2812.31,1,147
1193,-10617.3,-3335.39,2,147
1194,-11805,-3193.85,3,147
1195,-12641.9,-2246.16,4,147
1196,-12598.8,473.845,5,147
1197,-11909.6,1673.85,6,147
1198,-10925,2012.3102,7,147
1199,-10241.9,1544.61,8,147
1200,-9804.99,935.38403,9,147
1201,-9152.68,890.255,10,147
1202,-8670.63,830.768,11,147
1203,-8399.86,1122.05,12,147
1204,-8161.9097,843.076,14,147
1205,-8297.3,233.845,15,147
1206,-8155.76,-203.078,16,147
1207,-8346.53,-843.078,17,147
1208,-8401.91,-1766.15,18,147
1209,-8814.22,-1901.5399,19,147
1210,-9343.45,-1963.0798,20,147
1211,-9608.07,-2332.31,21,147
1363,-727.913,-4010.8403,1,153
1364,-1232.53,-4119.56,2,153
1365,-1798.68,-4509.31,3,153
1366,-2262.27,-4503.15,4,153
1367,-2535.09,-4156.48,5,153
1368,-2368.94,-3729.8198,6,153
1369,-2377.14,-3391.36,7,153
1370,-2225.35,-3044.69,8,153
1371,-2701.25,-2605.72,9,153
1372,-3255.09,-2523.66,10,153
1373,-3689.9602,-2492.9,11,153
1374,-4510.48,-2613.92,12,153
1375,-4789.45,-3032.38,13,153
1376,-5084.84,-3065.2,14,153
1377,-5125.86,-2792.38,15,153
1378,-4871.5,-2244.69,16,153
1379,-4615.571,-1835.6339,17,153
1380,-4589.4683,-1528.79,18,153
1381,-4465.725,-1247.1731,19,153
1382,-4069.4502,-1048.79,20,153
1383,-3600.6843,-608.5843,23,153
1384,-3614.9758,-866.1339,24,153
1385,-3353.55,-1120.59,25,153
1386,-3049.9602,-1399.5602,26,153
1387,-2442.79,-1555.46,27,153
1388,-2046.89,-1454.95,28,153
1389,-1546.37,-1186.2301,29,153
1390,-1056.12,-1276.4801,30,153
1391,-748.426,-1227.25,31,153
1392,-364.836,-747.254,32,153
1393,-20.2209,-960.588,33,153
1394,199.266,-1202.64,34,153
1395,463.882,-864.177,35,153
1396,1030.04,-847.767,36,153
1397,1542.86,-864.177,37,153
1398,1224.91,-1932.9,38,153
1399,1275.16,-2470.33,39,153
1400,1504.91,-3318.54,40,153
1401,1772.6,-3790.3298,41,153
1402,1463.88,-3865.2002,42,153
1403,950.035,-3795.4602,43,153
1404,59.779102,-3746.23,44,153
1421,-5817.43,-7440,1,155
1422,-6106.66,-6412.31,2,155
1423,-6131.28,-5113.85,3,155
1424,-5568.5713,-4464.2227,8,155
1425,-5442.509,-4776.1636,9,155
1426,-5242.3394,-5015.0728,10,155
1427,-4721.696,-4774.7925,14,155
1428,-4492.948,-4671.9634,16,155
1429,-4411.8384,-4648.8413,17,155
1430,-4070.8862,-4382.305,20,155
1431,-3987.2666,-4274.4253,21,155
1432,-3970.6284,-4206.0938,22,155
1433,-3780.6829,-4134.807,25,155
1434,-3659.49,-4134.36,26,155
1435,-3507.69,-4086.1497,27,155
1436,-3332.9465,-3682.433,28,155
1437,-3091.2195,-3599.9797,29,155
1438,-2927.1597,-3406.8782,30,155
1439,-2796.2136,-3322.4338,31,155
1440,-2563.2212,-3373.3713,32,155
1441,-2437.8179,-3700.1672,33,155
1442,-2098.518,-4259.2603,35,155
1443,-1635.0961,-4707.189,36,155
1444,-1518.073,-6059.315,39,155
1445,-1860.51,-6775.38,40,155
1446,-2518.97,-7520,41,155
1447,-3355.9,-7969.23,42,155
1448,-4752.82,-8055.3896,43,155
1449,4790.7,-5091.45,1,156
1450,4372.69,-4599.98,2,156
1451,3846.1497,-3891.51,3,156
1452,3517.95,-3412.54,4,156
1453,3408.2,-2853.56,5,156
1454,3542.56,-2178.69,6,156
1455,4065.64,-2353.57,7,156
1456,4381.54,-1639.2,8,156
1457,4763.08,-1302.79,9,156
1458,5157.95,-1120.2301,10,156
1459,5420.51,-1277.15,11,156
1460,5653.33,-1979.7201,12,156
1461,5847.143,-2457.4165,13,156
1462,5899.4907,-2976.64,14,156
1463,5948.72,-3333.56,15,156
1464,5876.9204,-3782.79,16,156
1465,5671.79,-4008.4302,17,156
1466,5374.36,-4065.8704,18,156
1467,5124.1,-4096.64,19,156
1468,5064.61,-4428.95,20,156
1469,4973.84,-5044.4,21,156
1470,-928.9453,866.24835,1,157
1471,-1107.69,683.076,2,157
1472,-1224.8987,698.6112,3,157
1473,-1366.84,740.512,4,157
1474,-1485.13,574.356,5,157
1475,-1710.3853,317.52942,6,157
1476,-2174.7341,223.7398,7,157
1477,-2539.2979,279.20325,8,157
1478,-2888.2,828.715,9,157
1479,-3138.4602,1456.41,10,157
1480,-3130.26,2235.9,11,157
1481,-2884.1,2691.28,12,157
1482,-2543.59,3023.59,13,157
1483,-2043.0798,3261.54,14,157
1484,-785.64,3222.56,15,157
1485,-239.999,2910.77,16,157
1486,-301.53702,2547.69,17,157
1487,-539.486,2246.15,18,157
1488,-660.512,1903.5901,19,157
1489,-766.495,1602.7301,20,157
1490,-780.17,1480.34,21,157
1491,-886.837,1360,22,157
1492,-905.299,1237.61,23,157
1493,-845.811,1015.38,24,157
1494,1583.59,661.882,1,158
1495,1513.85,485.47104,2,158
1496,1313.6521,201.57721,4,158
1497,806.1551,38.2919,7,158
1498,557.95,444.446,9,158
1499,418.463,540.856,10,158
1500,12.3088,554.189,11,158
1501,-365.127,481.369,12,158
1502,-510.768,537.779,13,158
1503,-634.871,652.651,14,158
1504,-853.332,1015.73,15,158
1505,-911.79407,1237.27,16,158
1506,-894.358,1363.42,17,158
1507,-785.64,1478.29,18,158
1508,-774.358,1605.47,19,158
1509,-660.512,1910.0901,20,158
1510,-551.794,2255.73,21,158
1511,-313.845,2553.16,22,158
1512,-252.30702,2905.98,23,158
1513,927.18097,3558.29,24,158
1514,2139.49,3344.9602,25,158
1515,2512.82,2499.83,26,158
1516,1835.9,2694.7,27,158
1517,1526.15,2407.52,28,158
1518,1456.41,1872.14,29,158
1519,1530.26,1342.91,30,158
1520,1612.3102,1022.91,31,158
1521,-3628.72,-673.846,1,159
1522,-3574.36,-136.411,2,159
1523,-3427.69,366.153,3,159
1524,-2847.18,463.589,4,159
1525,-2322.05,455.384,5,159
1526,-2016.4099,499.48697,6,159
1527,-1790.77,460.512,7,159
1528,-1605.13,583.589,8,159
1529,-1234.87,650.256,9,159
1530,-758.975,627.692,10,159
1531,-573.334,522.051,11,159
1532,-242.052,480,12,159
1533,-246.154,233.84601,13,159
1534,-327.18,-32.8209,14,159
1535,-348.718,-397.949,15,159
1536,-341.539,-726.154,16,159
1537,-743.59,-1228.72,17,159
1538,-1047.18,-1286.15,18,159
1539,-1549.74,-1192.82,19,159
1540,-2046.15,-1473.85,20,159
1541,-2436.92,-1572.3102,21,159
1542,-3049.23,-1403.08,22,159
1543,-3351.8,-1121.03,23,159
1544,-3642.05,-870.77,24,159
1553,-328.206,-1974.6998,1,162
1554,-900.513,-1525.47,2,162
1555,-1185.64,-1367.52,3,162
1556,-1357.95,-1283.42,4,162
1557,-1448.21,-1113.16,5,162
1558,-2075.9,-763.077,6,162
1559,-2753.1218,-160.6817,7,162
1560,-2834.677,11.0153,8,162
1561,-2525.625,384.45605,9,162
1562,-2166.15,272.82,10,162
1563,-1718.9801,365.128,11,162
