ID,TraitDefinitionID,EffectIndex,OperationType,CurveID
17918,101331,0,0,56943
17920,101336,0,0,56950
17921,101336,1,0,56949
17922,101336,2,0,56948
17923,101336,3,0,56947
17924,101336,4,0,56946
17925,101336,5,0,56945
19055,105515,0,0,58119
19056,105515,1,0,58118
19057,105516,0,0,58117
19058,105516,1,0,58116
19059,105529,0,0,58130
19060,105529,1,0,58129
19061,105530,1,0,58121
19062,105530,2,0,58120
19063,105530,0,0,58131
19064,105531,0,0,58135
19065,105532,0,0,58136
19066,105534,0,0,58132
19067,105535,0,0,58134
19068,105535,2,0,58133
19069,105549,0,0,58144
19070,105556,0,0,58148
19071,105557,0,0,58147
19072,105557,1,0,58146
19073,105558,0,0,58142
19074,105558,1,0,58126
19075,105558,2,0,58125
19076,105560,0,0,58141
19077,105561,0,0,58140
19078,105563,0,0,58143
19079,105565,0,0,58145
19081,105576,1,0,58127
19082,105576,0,0,58139
19084,105584,0,0,58161
19085,105584,1,0,58160
19086,105586,2,0,58156
19087,105594,0,0,58149
19088,105595,0,0,58157
19089,105598,0,0,58151
19090,105600,0,0,58154
19091,105600,1,0,58153
19092,105600,2,0,58152
19093,105603,0,0,58158
19094,105607,0,0,58150
19095,105608,0,0,58159
19096,105609,1,0,58114
19097,105609,0,0,58115
19098,105609,2,0,58113
19099,105621,0,0,58171
19100,105627,0,0,58162
19101,105633,0,0,58169
19102,105636,0,0,58138
19103,105637,0,0,58163
19104,105638,0,0,58168
19105,105640,0,0,58172
19106,105641,0,0,58167
19107,105644,0,0,58165
19108,105644,1,0,58164
19109,105646,1,0,58173
19110,105647,0,0,58166
19111,105648,0,0,58170
19112,105651,0,0,58174
19113,105651,1,0,58137
19114,105655,0,0,58187
19115,105657,1,0,58175
19116,105658,0,0,58182
19117,105661,0,0,58185
19118,105661,1,0,58184
19119,105664,0,0,58188
19120,105668,0,0,58177
19121,105668,1,0,58176
19122,105669,0,0,58183
19123,105672,0,0,58189
19124,105672,1,0,58124
19127,105673,0,0,58180
19128,105673,1,0,58179
19129,105676,0,0,58178
19130,105681,1,0,58186
19131,105682,0,0,58181
19268,106374,0,0,58410
19269,106387,0,0,58411
19270,106389,0,0,58412
19271,106393,0,0,58413
19272,106395,0,0,58414
19274,106404,2,0,58416
19275,106404,0,0,58417
19276,106414,1,0,58419
19277,106414,2,0,58418
19279,106423,1,0,58422
19280,106423,0,0,58421
19281,106448,0,0,58423
19286,106471,4,0,58431
19287,106471,0,0,58430
19288,106471,3,0,58429
19289,106471,1,0,58432
19290,106471,2,0,58428
19291,106502,0,0,58433
19292,106519,0,0,58434
19293,106527,0,0,58435
19294,106531,0,0,58436
19295,106535,0,0,58437
19296,106545,1,0,58438
19297,106545,0,0,58439
19371,106806,0,0,58572
19372,106806,0,0,58571
19373,106806,1,0,58570
19390,106858,0,0,58589
19391,106860,0,0,58591
19392,106860,2,0,58590
19393,106861,0,0,58592
19394,106863,1,0,58594
19395,106863,0,0,58593
19396,106865,1,0,58596
19397,106865,0,0,58595
19398,106881,0,0,58598
19399,106881,1,0,58597
19400,106884,0,0,58599
19401,106891,1,0,58601
19402,106891,0,0,58600
19403,106893,0,0,58602
19404,106898,2,0,58604
19405,106898,1,0,58603
19406,106904,0,0,58605
19410,106922,1,0,58609
19413,106935,1,0,58612
19414,106935,0,0,58611
19417,106940,0,0,58616
19418,106945,1,0,58617
19422,106969,1,0,58621
19423,106978,0,0,58622
19424,106983,1,0,58627
19425,106983,0,0,58626
19426,106983,2,0,58625
19427,106983,4,0,58624
19428,106983,3,0,58623
19429,106985,2,0,58628
19430,106985,1,0,58630
19431,106985,0,0,58629
19432,106991,0,0,58631
19433,106994,3,0,58635
19434,106994,1,0,58634
19435,106994,0,0,58633
19436,106994,2,0,58632
19437,106996,0,0,58636
19438,107001,0,0,58638
19439,107001,1,0,58637
19440,107004,2,0,58640
19441,107004,1,0,58639
19442,107005,0,0,58641
19561,107442,1,0,58787
19563,107451,0,0,58789
19564,107454,0,0,58790
19576,107572,0,0,58802
19581,107602,1,0,58808
19582,107602,0,0,58807
19587,107614,0,0,58813
19588,107617,0,0,58814
19589,107622,1,0,58815
19689,108122,0,0,58928
19690,108122,1,0,58929
19691,108126,0,0,58930
19692,108129,0,0,58931
19694,108133,0,0,58934
19695,108133,1,0,58933
19696,108143,0,0,58935
19698,108160,0,1,58937
19700,108178,0,1,58939
19701,108184,0,1,58940
19703,108190,0,1,58943
19704,108190,1,0,58942
19707,108208,0,0,58946
19708,108215,0,0,58947
19709,108218,0,0,58948
19710,108220,0,0,58949
19711,108228,0,0,58951
19712,108231,0,0,58950
19713,108239,0,1,58952
19714,108242,0,0,58953
19715,108251,0,1,58954
19716,108253,0,1,58955
19717,108259,0,1,58956
19718,108260,0,1,58957
19719,108261,0,1,58958
19720,108263,0,1,58959
19721,108269,0,1,58960
19727,108297,1,0,58967
19728,108297,0,0,58966
19729,108308,1,0,58970
19730,108308,2,0,58969
19731,108308,0,0,58968
19804,108688,0,0,59064
19805,108689,0,0,59050
19806,108691,0,0,59065
19807,108698,0,0,59066
19810,108702,1,0,59069
19811,108704,0,0,59070
19812,108708,0,0,59072
19813,108708,1,0,59071
19814,108714,0,0,59073
19815,108716,1,0,59074
19816,108716,0,0,59075
19817,108733,0,0,59076
19818,108734,1,0,59077
19819,108740,0,0,59078
19820,108743,0,0,59080
19822,108745,0,0,59081
19823,108746,0,0,59082
19824,108749,0,0,59083
19825,108752,0,0,59085
19826,108752,1,0,59084
19827,108753,0,0,59086
19828,108755,0,0,59087
19829,108767,0,0,59088
19830,108769,0,0,59089
19831,108775,0,0,59090
19833,108789,0,0,59091
19834,108794,0,0,59092
19841,108807,1,0,59095
19842,108807,2,0,59060
19844,108821,0,0,59063
19845,108821,1,0,59062
19846,108823,0,0,59097
19847,108828,0,0,59098
19848,108831,1,0,59061
19849,108831,0,0,59099
19850,108834,1,0,59100
19851,108834,0,0,59101
19852,108838,1,0,59102
19853,108838,0,0,59103
19854,108841,0,0,59104
19855,108852,0,0,59107
19856,108852,1,0,59106
19857,108852,2,0,59105
19858,108866,0,0,59059
19859,108866,2,0,59057
19860,108866,1,0,59058
19861,108866,3,0,59056
19862,108866,4,0,59055
20008,106435,0,0,59253
20009,106491,0,0,59254
20983,107449,0,0,60382
21002,106935,2,0,60403
21052,114837,1,0,60463
21058,114853,0,0,60469
21059,114858,0,1,60470
21060,105668,2,0,60474
21061,107618,0,0,60481
21375,105531,1,0,60850
21442,106427,0,0,60917
21446,108133,2,0,60948
21448,85156,0,0,60989
21449,85156,1,0,60988
21451,108834,2,1,61067
21453,107594,0,0,61069
21489,117113,1,1,61124
21490,117114,1,1,61125
21491,117140,1,1,61130
21492,117140,0,1,61129
21493,117176,0,1,61132
21494,117176,1,1,61131
21495,117214,1,1,61134
21496,117214,2,1,61133
21497,117214,0,1,61135
21498,117217,0,1,61137
21499,117217,1,1,61136
21500,117229,1,1,61138
21501,117229,0,1,61139
21502,117238,1,1,61140
21503,117241,1,1,61142
21504,117241,0,1,61141
21505,117250,0,1,61143
21506,117253,0,1,61145
21507,117253,1,1,61144
21508,117278,0,1,61146
21509,117291,2,1,61126
21510,117291,0,1,61128
21511,117291,1,1,61127
21512,117297,1,1,61147
21513,117297,0,1,61148
21514,117301,0,1,61150
21515,117301,1,1,61149
21516,117314,0,1,61152
21517,117314,1,1,61151
21520,117322,0,1,61156
21521,117322,1,1,61155
21522,117326,0,1,61157
21559,117514,0,0,61194
21564,117544,2,0,61199
21566,117558,0,0,61201
21568,117568,0,0,61203
21571,117586,0,0,61206
21573,117599,0,0,61208
21575,117613,0,0,61210
21580,117625,1,0,61216
21581,117625,0,0,61217
21582,117625,2,0,61215
21584,117645,0,0,61220
21585,117645,1,0,61219
21586,117648,1,0,61221
21591,117665,0,0,61226
21592,117670,0,0,61227
21593,117673,0,0,61228
21594,117683,0,0,61229
21635,117877,0,0,61270
21636,117882,0,0,61271
21640,117897,0,0,61275
21641,117902,0,0,61276
21642,117904,0,0,61277
21648,117919,1,0,61283
21649,117919,0,0,61284
21650,117921,0,0,61285
21659,117960,0,0,61294
21660,117962,1,0,61295
21662,92663,1,0,61310
21869,108308,3,0,61656
21870,92601,1,0,61657
21871,108215,1,0,61670
21872,108228,1,0,61669
21874,106485,0,0,61688
21875,101336,6,0,56945
21876,101336,7,0,56945
21877,101336,8,0,56945
21878,101336,9,0,56945
21879,101336,10,0,56945
21880,101336,11,0,56945
21888,106512,0,0,62007
21889,105576,2,0,62019
21891,108233,0,0,62116
21892,108698,1,0,62247
21895,92680,1,0,62345
21896,85191,2,0,62350
21897,85191,3,0,62349
21898,85191,4,0,62348
21899,92701,1,0,62356
21900,92701,2,0,62355
21901,106535,1,0,62357
21903,101286,3,0,56937
21946,108755,1,0,62588
21954,114845,0,1,62640
21955,114868,0,0,62641
21965,108231,1,0,58950
21966,101325,1,0,62956
21971,106996,1,0,63118
21972,106940,2,0,63127
21986,107520,0,0,63307
21987,107533,0,0,63306
21991,105621,1,0,63343
21999,107438,0,0,63359
22000,107474,0,0,63358
22001,107614,1,0,63357
22002,107617,1,0,63356
22003,108733,1,1,63375
22147,120245,3,0,63524
22148,120245,0,0,63523
22149,120245,4,1,63522
22150,120245,1,1,63521
22151,120245,2,1,63520
22152,120246,1,1,63525
22153,120246,2,0,63527
22154,120246,0,0,63526
22155,120249,3,0,63554
22156,120249,0,0,63553
22157,120249,4,1,63552
22158,120249,1,1,63551
22159,120249,2,1,63550
22160,120250,1,1,63555
22161,120250,2,0,63557
22162,120250,0,0,63556
22163,106491,1,0,63566
22164,107455,0,0,63567
22165,120254,3,0,63573
22166,120254,0,0,63572
22167,120254,4,1,63571
22168,120254,1,1,63570
22169,120254,2,1,63569
22170,120255,1,1,63574
22171,120255,2,0,63576
22172,120255,0,0,63575
22194,107474,1,0,63950
22197,108815,0,0,64182
22198,108815,1,0,64181
22202,120473,3,0,64445
22203,120473,0,0,64444
22204,120473,4,1,64443
22205,120473,1,1,64442
22206,120473,2,1,64441
22207,120474,1,1,64446
22208,120474,2,0,64448
22209,120474,0,0,64447
22210,96531,1,0,64440
22211,96566,1,1,64449
22212,108789,1,0,64463
22214,108794,1,0,64505
22216,120041,0,1,64686
22217,120041,1,1,64685
22218,120041,2,1,64684
22223,107520,1,0,64742
22224,107520,3,0,64748
22229,120562,0,0,64796
22230,120563,0,0,64797
22231,120570,0,0,64798
22232,120572,0,0,64799
22237,120590,0,0,64804
22239,120592,0,0,64806
22240,120600,0,0,64808
22241,120600,1,0,64807
22242,120603,0,0,64809
22243,120612,0,1,64812
22244,120612,1,1,64811
22245,120612,2,1,64810
22246,120615,0,0,64813
22248,120623,0,0,64815
22250,120631,0,0,64817
22256,120653,0,0,64823
22257,120674,0,0,64825
22258,120674,1,0,64824
22259,120676,0,0,64826
22260,120682,0,1,64827
22261,120529,0,0,64830
22264,120529,1,0,65129
22266,108220,1,0,58949
22268,120526,0,0,65281
22270,106996,2,0,65351
22276,120527,0,0,65695
22277,117877,1,0,61270
22285,120900,0,0,68482
22286,120909,0,0,68483
22287,120910,0,0,68484
22288,120913,0,0,68485
22289,120915,0,0,68486
22290,120917,0,0,68487
22291,120932,1,0,68479
22292,120932,0,0,68480
22293,120935,0,0,68489
22294,120935,1,0,68488
22295,120938,0,1,68490
22296,120941,0,1,68481
22297,120946,0,0,68492
22298,120946,1,0,68491
22299,120951,0,0,68494
22300,120951,1,0,68493
22301,120952,0,0,68495
22302,120953,0,0,68496
22303,120959,0,0,68497
22304,120965,0,0,68498
22305,120966,0,0,68499
22306,120969,0,0,68500
22307,120971,0,-1,68504
22308,120971,2,0,68502
22309,120971,1,0,68503
22310,120971,3,0,68501
22311,120972,0,0,68506
22312,120972,1,0,68505
22313,120974,0,0,68508
22314,120974,1,0,68507
22315,120977,0,0,68509
22316,120979,1,0,68510
22317,120979,0,0,68511
22318,120981,0,0,68512
22319,120982,0,0,68513
22320,120983,0,0,68516
22321,120983,2,0,68514
22322,120983,1,0,68515
22323,120990,0,0,68518
22324,120990,1,0,68517
22325,120992,0,0,68520
22326,120992,1,0,68519
22327,120994,0,0,68521
22328,120996,0,0,68522
22329,121000,0,0,68523
22330,121004,0,0,68524
22331,121007,2,0,68526
22332,121007,0,0,68527
22333,121007,3,0,68525
22334,121013,1,0,68528
22335,121013,0,-1,68529
22336,121019,0,0,68534
22337,121019,1,1,68533
22338,121019,2,1,68532
22339,121019,4,1,68530
22340,121019,3,0,68531
22341,121022,0,0,68537
22342,121022,1,1,68536
22343,121022,2,0,68535
22344,121027,1,0,68539
22345,121027,2,0,68538
22346,121027,0,0,68540
22347,121029,0,0,68541
22348,121031,0,-1,68544
22349,121031,1,0,68543
22350,121031,2,0,68542
22351,121034,0,-1,68548
22352,121034,1,0,68547
22353,121034,2,0,68546
22354,121034,3,0,68545
22355,121036,0,0,68549
22356,121041,0,0,68550
22357,121044,0,0,68552
22358,121044,1,0,68551
22359,121047,0,0,68553
22360,121049,0,0,68555
22361,121049,1,0,68554
22362,121050,0,-1,68557
22363,121050,1,0,68556
22364,121054,0,1,68559
22365,121054,1,1,68558
22366,121059,0,1,68560
22367,121063,0,0,68561
22368,121064,0,0,68562
22369,121067,0,0,68564
22370,121067,1,0,68563
22371,121070,1,0,68565
22372,121070,0,0,68566
22373,96519,0,1,68570
22377,121076,1,0,68576
22378,121077,1,0,68577
22382,85290,0,0,68749
22383,85290,1,0,68748
22389,114858,1,1,68962
22422,121899,0,1,68999
22423,121899,1,1,68998
22424,121899,2,1,68997
22425,121902,0,1,69000
22426,121915,0,1,69003
22427,121915,1,1,69002
22428,121915,2,1,69001
22429,121926,0,1,69005
22430,121926,1,1,69004
22431,121927,0,1,69007
22432,121927,1,1,69006
22433,121935,1,1,69008
22434,121938,1,1,69009
22435,121943,1,1,69010
22436,121949,0,1,69011
22437,121959,0,1,69013
22438,121959,1,1,69012
22439,121974,0,1,69014
22440,121980,0,1,69016
22441,121980,1,1,69015
22442,121989,0,1,69018
22443,121989,1,1,69017
22444,121999,0,1,69020
22445,121999,1,1,69019
22446,122006,0,1,69022
22447,122006,1,1,69021
22448,122016,0,1,69024
22449,122016,1,1,69023
22450,122025,0,1,69026
22451,122025,1,1,69025
22452,122028,0,1,69028
22453,122028,1,1,69027
22459,108743,1,0,69279
22460,108743,2,0,69278
22462,117656,0,0,69540
22463,117656,1,0,69539
22467,121044,3,0,70320
22468,96465,3,0,70322
22469,85191,6,0,62350
22470,85191,7,0,62350
22472,117670,1,0,70436
22474,114837,2,1,70980
22475,122766,0,0,71010
22476,117941,0,0,71011
22477,117954,1,0,71013
22478,117954,0,0,71014
22479,117954,2,0,71012
22480,122769,0,0,71021
22481,117867,1,0,71023
22482,117867,0,0,71024
22483,117867,2,0,71022
22484,117852,0,0,71060
22485,117852,1,0,71059
22486,117929,0,0,71058
22487,117929,1,0,71057
22488,117929,2,0,71056
22489,117217,2,1,61136
22490,117645,2,0,71206
22492,122922,0,0,73226
22496,122913,0,0,73259
22497,122912,0,0,73264
22498,122912,1,0,73263
22502,123707,0,0,73431
22504,117204,0,1,73531
22505,117205,0,1,73532
22506,117248,0,1,73530
22582,120550,0,1,74351
22583,120580,1,1,74349
22584,120580,2,1,74348
22585,120580,0,1,74350
22586,108129,1,0,75099
22587,128632,2,0,75425
22588,128632,3,0,75424
22589,128632,0,0,75427
22590,128632,1,0,75426
22591,128633,0,0,75429
22592,128633,1,0,75428
22593,106502,1,0,75702
22594,106512,1,0,75701
22595,106527,1,0,75703
22597,114858,2,1,75750
22598,108316,0,1,75778
22599,128712,0,0,75808
22600,128725,0,0,75809
22601,128725,1,0,75810
22603,96563,1,0,76045
22604,96563,2,0,76044
22605,96564,0,1,76040
22608,96569,0,1,76041
22615,129603,0,1,76095
22616,129603,2,1,76093
22617,129603,1,1,76094
22618,129621,0,1,76092
22619,120465,2,0,76096
22621,117217,3,1,76111
22622,117217,4,1,76110
22623,120028,1,0,76117
22625,107511,3,0,76118
22626,129686,0,0,76126
22627,129686,1,0,76125
22628,129694,0,0,76127
22629,129710,0,0,76128
22630,129730,0,0,76129
22632,129734,0,0,76132
22633,129734,2,0,76131
22634,129746,0,0,76133
22635,129749,0,0,76134
22636,129774,0,0,76135
22637,129787,0,0,76137
22638,129787,1,0,76136
22639,129802,1,0,76139
22640,129802,0,0,76138
22641,129809,0,0,76140
22642,129814,0,0,76142
22643,129814,1,0,76141
22644,129821,0,0,76144
22645,129821,1,0,76143
22646,129828,4,0,76145
22647,129828,1,0,76149
22648,129828,3,0,76148
22649,129828,0,0,76147
22650,129828,2,0,76146
22653,129850,0,0,76153
22654,129850,1,0,76152
22655,129858,0,0,76154
22656,129947,0,0,76243
22657,129947,1,0,76245
22659,96551,1,1,76376
22660,96551,2,1,76375
22661,96551,3,1,76374
22662,96551,4,1,76373
22668,128626,0,0,76784
22669,130444,0,0,76804
22670,128627,0,0,76805
22671,117581,1,0,76845
22672,117581,2,0,76843
22673,117581,0,0,76844
22675,129621,1,1,77148
22679,101184,1,0,77368
22680,101210,0,0,77369
22681,85228,1,1,77414
22682,101290,0,0,77417
22683,106985,3,0,77440
22717,131168,0,1,77716
22718,131213,0,1,77717
22719,131230,0,0,77718
22720,131236,0,1,77719
22721,131247,0,1,77720
22722,131252,0,1,77721
22723,131256,0,1,77722
22724,131286,1,1,77723
22725,131286,0,1,77724
22726,131299,0,0,77725
22727,108823,1,0,77766
22728,131147,0,1,77771
22729,131167,0,1,77773
22730,131175,0,1,77772
22731,131219,0,1,77809
22732,96433,1,1,77849
22733,96433,2,0,77848
22734,96434,0,0,77847
22735,96434,1,1,77846
22736,129954,0,1,77923
22737,120586,0,1,77957
22738,131346,0,1,78010
22739,131359,1,0,78012
22740,131359,0,0,78011
22741,131286,3,1,77723
22746,120465,1,0,78120
22755,131564,0,0,78129
22756,131602,0,1,78131
22757,131602,1,1,78130
22758,131602,3,1,78130
22763,131147,2,1,78135
22833,131962,2,0,78249
22834,131962,0,0,78248
22835,131962,1,0,78250
22836,131978,0,0,78251
22837,131979,0,0,78253
22838,131979,1,0,78252
22839,131988,0,0,78254
22840,131992,0,0,78256
22841,131992,1,0,78255
22842,131999,1,0,78258
22843,131999,2,0,78257
22844,132006,0,0,78260
22845,132006,1,0,78259
22846,132007,0,0,78261
22847,132009,0,0,78263
22848,132009,2,0,78262
22849,132017,0,0,78265
22850,132017,1,0,78264
22851,132039,0,0,78267
22852,132039,1,0,78266
22853,132047,2,0,78269
22854,132047,0,0,78268
22855,132067,0,0,78270
22856,132069,0,0,78274
22857,132069,1,0,78273
22858,132069,2,0,78272
22859,132069,4,0,78271
22860,132070,3,0,78276
22861,132070,4,0,78275
22862,132073,0,0,78278
22863,132073,1,0,78277
22864,132082,0,0,78281
22865,132082,1,0,78280
22866,132082,2,0,78279
22867,132086,0,0,78283
22868,132086,1,0,78282
22869,132089,0,0,78285
22870,132089,1,0,78284
22871,132092,1,0,78286
22872,132096,0,0,78287
22873,132097,1,0,78288
22874,132107,0,0,78291
22875,132107,1,0,78290
22876,132107,2,0,78289
22877,132116,1,0,78293
22878,132116,2,0,78292
22879,132117,0,0,78294
22880,132124,1,0,78297
22881,132124,2,0,78296
22882,132124,3,0,78295
22883,132124,0,0,78298
22884,132125,0,0,78302
22885,132125,1,0,78301
22886,132125,2,0,78300
22887,132125,3,0,78299
22888,132137,0,0,78303
22889,132141,0,0,78304
22890,132145,1,0,78305
22891,132153,0,0,78307
22892,132153,1,0,78306
22893,132162,0,0,78312
22894,132162,1,0,78311
22895,132162,2,0,78310
22896,132162,3,0,78309
22897,132162,4,0,78308
22974,132480,0,0,78407
22975,106914,0,0,78406
22982,101337,3,0,78480
22983,101337,2,1,78481
22984,101337,1,0,78482
22985,132584,3,0,78487
22986,132584,2,1,78486
22987,132584,1,0,78485
