ID,GarrEncounterID,GarrEncounterSetID,OrderIndex,BoardIndex,GarrMissionID
643,391,0,1,-1,348
644,400,0,2,-1,348
645,393,0,0,-1,349
646,394,0,1,-1,349
647,401,0,2,-1,349
648,402,0,0,-1,350
649,389,0,1,-1,350
650,403,0,2,-1,350
651,392,0,0,-1,351
652,390,0,1,-1,351
653,394,0,2,-1,351
654,403,0,0,-1,352
655,401,0,1,-1,352
656,400,0,2,-1,352
657,388,0,0,-1,353
658,383,0,1,-1,353
659,396,0,2,-1,353
660,385,0,0,-1,354
661,387,0,1,-1,354
662,398,0,2,-1,354
663,384,0,0,-1,355
664,389,0,1,-1,355
665,399,0,2,-1,355
666,386,0,0,-1,356
667,397,0,1,-1,356
668,387,0,2,-1,356
669,399,0,0,-1,357
670,398,0,1,-1,357
671,396,0,2,-1,357
672,404,0,0,-1,358
673,405,0,0,-1,359
677,406,0,0,-1,360
678,291,0,1,-1,360
679,220,0,2,-1,360
683,407,0,0,-1,361
684,408,0,1,-1,361
685,409,0,2,-1,361
686,410,0,0,-1,362
687,411,0,1,-1,362
688,412,0,2,-1,362
689,410,0,0,-1,363
690,411,0,1,-1,363
691,412,0,2,-1,363
693,413,0,0,-1,364
694,414,0,0,-1,365
695,415,0,1,-1,365
697,416,0,0,-1,186
698,417,0,0,-1,366
699,418,0,0,-1,367
700,419,0,0,-1,368
701,420,0,0,-1,369
702,421,0,0,-1,370
703,422,0,0,-1,371
704,423,0,0,-1,372
705,424,0,0,-1,373
706,425,0,0,-1,374
707,426,0,0,-1,375
708,427,0,0,-1,376
709,428,0,0,-1,377
710,429,0,0,-1,390
711,298,0,0,-1,389
712,430,0,0,-1,383
714,432,0,0,-1,394
716,131,0,0,-1,378
719,436,0,0,-1,400
720,103,0,0,-1,388
721,150,0,0,-1,384
722,89,0,0,-1,380
723,437,0,0,-1,397
724,107,0,0,-1,396
725,62,0,0,-1,386
726,95,0,0,-1,393
727,215,0,0,-1,391
728,301,0,0,-1,387
729,440,0,0,-1,379
731,442,0,0,-1,398
732,443,0,0,-1,392
733,444,0,0,-1,382
734,445,0,0,-1,381
735,446,0,0,-1,403
736,447,0,1,-1,403
737,448,0,2,-1,403
738,449,0,0,-1,404
739,450,0,1,-1,404
740,451,0,2,-1,404
741,452,0,0,-1,405
742,453,0,1,-1,405
743,454,0,2,-1,405
744,455,0,0,-1,406
745,456,0,1,-1,406
746,457,0,2,-1,406
747,458,0,0,-1,407
748,459,0,1,-1,407
749,460,0,2,-1,407
750,461,0,0,-1,408
751,462,0,1,-1,408
752,463,0,2,-1,408
753,464,0,0,-1,409
754,465,0,1,-1,409
755,466,0,2,-1,409
756,467,0,0,-1,410
757,468,0,1,-1,410
758,469,0,2,-1,410
759,470,0,0,-1,411
760,471,0,1,-1,411
761,472,0,2,-1,411
762,473,0,0,-1,412
763,474,0,1,-1,412
764,475,0,2,-1,412
765,476,0,0,-1,413
766,477,0,1,-1,413
767,478,0,2,-1,413
768,67,0,0,-1,385
769,164,0,1,-1,380
771,80,0,1,-1,154
772,436,0,1,-1,160
773,64,0,1,-1,166
774,197,0,1,-1,169
775,189,0,2,-1,209
780,482,0,0,-1,415
781,483,0,0,-1,416
782,484,0,0,-1,417
784,485,0,0,-1,418
786,486,0,0,-1,419
787,487,0,1,-1,418
789,481,0,0,-1,414
790,488,0,0,-1,421
791,489,0,0,-1,422
792,490,0,0,-1,423
793,491,0,0,-1,424
794,492,0,0,-1,425
795,493,0,0,-1,426
796,494,0,1,-1,426
797,495,0,2,-1,426
801,496,0,0,-1,427
802,497,0,1,-1,427
803,498,0,2,-1,427
804,499,0,0,-1,428
805,500,0,1,-1,428
806,501,0,2,-1,428
807,502,0,0,-1,429
808,503,0,1,-1,429
809,504,0,2,-1,429
810,505,0,0,-1,430
811,298,0,0,-1,432
812,211,0,1,-1,432
813,96,0,0,-1,433
814,175,0,1,-1,433
815,376,0,0,-1,434
817,187,0,0,-1,435
818,130,0,1,-1,435
819,185,0,0,-1,436
820,77,0,1,-1,436
821,207,0,2,-1,436
822,65,0,0,-1,437
823,220,0,1,-1,437
824,165,0,2,-1,437
825,179,0,1,-1,434
826,441,0,2,-1,434
827,298,0,0,-1,438
828,211,0,1,-1,438
829,96,0,0,-1,439
830,175,0,1,-1,439
831,376,0,0,-1,440
832,179,0,1,-1,440
833,441,0,2,-1,440
834,187,0,0,-1,441
835,130,0,1,-1,441
836,185,0,0,-1,442
837,77,0,1,-1,442
838,207,0,2,-1,442
839,65,0,0,-1,443
840,220,0,1,-1,443
841,165,0,2,-1,443
845,299,0,0,-1,444
847,294,0,0,-1,445
849,506,0,1,-1,445
850,133,0,0,-1,395
851,134,0,1,-1,395
852,183,0,0,-1,401
853,177,0,1,-1,401
854,496,0,0,-1,446
855,497,0,1,-1,446
856,498,0,2,-1,446
857,499,0,0,-1,447
858,500,0,1,-1,447
859,501,0,2,-1,447
860,502,0,0,-1,448
861,503,0,1,-1,448
862,504,0,2,-1,448
863,505,0,0,-1,449
864,496,0,0,-1,450
865,497,0,1,-1,450
866,498,0,2,-1,450
867,499,0,0,-1,451
868,500,0,1,-1,451
869,501,0,2,-1,451
870,502,0,0,-1,452
871,503,0,1,-1,452
872,504,0,2,-1,452
873,505,0,0,-1,453
874,496,0,0,-1,454
875,497,0,1,-1,454
876,498,0,2,-1,454
877,499,0,0,-1,455
878,500,0,1,-1,455
879,501,0,2,-1,455
880,502,0,0,-1,456
881,503,0,1,-1,456
882,504,0,2,-1,456
883,505,0,0,-1,457
885,94,0,1,-1,391
887,179,0,0,-1,399
888,120,0,1,-1,396
891,444,0,1,-1,381
892,138,0,1,-1,392
893,191,0,2,-1,392
894,165,0,1,-1,384
895,164,0,2,-1,384
896,507,0,0,-1,402
897,508,0,1,-1,402
900,509,0,0,-1,91
901,510,0,0,-1,7
904,83,0,0,-1,459
905,83,0,0,-1,460
907,76,0,0,-1,462
908,94,0,0,-1,463
909,70,0,1,-1,463
910,165,0,0,-1,464
912,90,0,1,-1,464
913,119,0,0,-1,465
914,119,0,0,-1,466
915,202,0,0,-1,467
917,185,0,0,-1,468
918,155,0,0,-1,469
919,449,0,0,-1,470
920,131,0,0,-1,471
921,187,0,0,-1,472
923,191,0,0,-1,473
924,138,0,1,-1,473
925,511,0,0,-1,474
928,216,0,0,-1,475
929,96,0,1,-1,475
930,103,0,0,-1,477
931,220,0,1,-1,477
932,219,0,2,-1,477
933,176,0,0,-1,478
934,507,0,1,-1,478
937,78,0,0,-1,479
938,77,0,1,-1,479
939,146,0,0,-1,476
940,175,0,1,-1,476
941,209,0,0,-1,461
942,173,0,0,-1,458
943,512,0,1,-1,458
944,174,0,0,-1,480
945,217,0,1,-1,480
946,303,0,2,-1,480
961,175,0,0,-1,481
962,113,0,1,-1,481
963,437,0,0,-1,483
964,61,0,1,-1,483
965,135,0,0,-1,485
966,318,0,1,-1,485
967,433,0,0,-1,489
968,200,0,1,-1,489
969,95,0,0,-1,487
970,162,0,1,-1,487
971,513,0,0,-1,491
973,516,0,0,-1,482
974,515,0,1,-1,482
975,222,0,0,-1,484
976,372,0,1,-1,484
977,373,0,2,-1,484
978,436,0,0,-1,486
979,203,0,1,-1,486
980,416,0,2,-1,486
981,517,0,0,-1,490
982,201,0,1,-1,490
983,133,0,0,-1,488
984,122,0,1,-1,488
985,80,0,2,-1,488
986,199,0,0,-1,492
987,201,0,1,-1,492
988,200,0,2,-1,492
989,518,0,0,-1,493
990,519,0,0,-1,494
991,72,0,1,-1,398
992,70,0,0,-1,495
993,216,0,1,-1,495
994,520,0,2,-1,495
995,521,0,1,-1,394
996,68,0,2,-1,394
997,182,0,0,-1,496
998,516,0,1,-1,496
999,222,0,0,-1,497
1000,372,0,1,-1,497
1001,373,0,2,-1,497
1002,70,0,0,-1,498
1003,71,0,1,-1,498
1004,520,0,0,-1,499
1005,216,0,1,-1,499
1006,522,0,2,-1,499
1007,508,0,0,-1,500
1008,434,0,1,-1,500
1009,314,0,1,-1,444
1010,178,0,2,-1,395
1011,516,0,2,-1,401
1012,85,0,2,-1,396
1013,523,0,2,-1,381
1014,78,0,2,-1,445
1015,326,0,2,-1,391
1016,72,0,1,-1,399
1017,524,0,1,-1,379
1018,72,0,1,-1,397
1019,525,0,0,-1,503
1020,369,0,0,-1,504
1024,530,0,0,-1,509
1025,529,0,0,-1,508
1026,528,0,1,-1,508
1027,523,0,2,-1,508
1037,544,0,0,-1,515
1038,548,0,1,-1,515
1039,546,0,2,-1,515
1058,529,0,0,-1,529
1061,553,0,0,-1,530
1062,554,0,1,-1,530
1063,555,0,2,-1,530
1070,556,0,0,-1,532
1071,557,0,0,-1,531
1072,558,0,1,-1,531
1080,626,0,0,-1,594
1086,552,0,0,-1,627
1103,632,0,0,-1,637
1121,544,0,0,-1,524
1122,598,0,1,-1,524
1123,544,0,0,-1,533
1124,578,0,1,-1,533
1125,578,0,0,-1,534
1128,618,0,0,-1,644
1129,591,0,1,-1,644
1131,618,0,0,-1,562
1132,591,0,1,-1,562
1134,618,0,0,-1,643
1135,591,0,1,-1,643
1138,618,0,0,-1,642
1139,591,0,1,-1,642
1143,594,0,1,-1,534
1148,544,0,0,-1,536
1149,578,0,1,-1,536
1150,544,0,0,-1,537
1151,622,0,1,-1,537
1152,622,0,2,-1,537
1153,626,0,0,-1,538
1156,576,0,0,-1,539
1158,626,0,0,-1,540
1162,575,0,0,-1,542
1165,544,0,0,-1,544
1166,569,0,1,-1,544
1167,570,0,2,-1,544
1168,544,0,0,-1,545
1171,580,0,0,-1,547
1174,544,0,0,-1,548
1175,624,0,1,-1,548
1176,569,0,2,-1,548
1177,544,0,0,-1,549
1179,544,0,0,-1,550
1180,544,0,0,-1,551
1182,544,0,0,-1,552
1183,598,0,1,-1,552
1184,544,0,0,-1,553
1186,581,0,0,-1,554
1188,585,0,0,-1,555
1190,544,0,0,-1,556
1191,575,0,1,-1,556
1198,608,0,1,-1,540
1199,636,0,0,-1,628
1206,635,0,0,-1,640
1207,638,0,1,-1,640
1208,636,0,0,-1,641
1209,637,0,1,-1,641
1210,636,0,0,-1,631
1211,635,0,1,-1,631
1214,637,0,0,-1,632
1215,531,0,0,-1,645
1217,639,0,0,-1,646
1219,640,0,1,-1,646
1220,642,0,1,-1,637
1226,529,0,0,-1,591
1227,770,0,0,-1,590
1233,660,0,0,-1,612
1235,529,0,0,-1,602
1237,655,0,0,-1,608
1238,795,0,1,-1,608
1240,661,0,0,-1,600
1241,660,0,0,-1,610
1243,647,0,0,-1,604
1245,788,0,0,-1,606
1246,799,0,1,-1,606
1248,660,0,0,-1,598
1250,647,0,0,-1,609
1251,529,0,0,-1,601
1253,657,0,0,-1,605
1254,791,0,1,-1,605
1257,655,0,0,-1,613
1258,800,0,1,-1,613
1259,529,0,0,-1,611
1260,660,0,1,-1,611
1261,529,0,0,-1,603
1262,771,0,1,-1,603
1263,799,0,0,-1,607
1264,809,0,1,-1,607
1265,529,0,0,-1,599
1267,626,0,0,-1,595
1268,800,0,1,-1,595
1269,626,0,0,-1,596
1271,543,0,0,-1,528
1273,775,0,0,-1,566
1274,543,0,0,-1,567
1277,626,0,0,-1,572
1278,626,0,0,-1,571
1279,626,0,0,-1,570
1280,543,0,0,-1,587
1285,823,0,0,-1,582
1294,817,0,1,-1,582
1296,688,0,0,-1,576
1297,689,0,0,-1,588
1299,674,0,0,-1,580
1301,679,0,0,-1,584
1302,830,0,1,-1,584
1303,689,0,0,-1,574
1304,688,0,0,-1,585
1305,543,0,0,-1,577
1307,822,0,0,-1,581
1308,813,0,1,-1,581
1312,543,0,0,-1,579
1313,774,0,1,-1,579
1314,823,0,0,-1,583
1315,831,0,1,-1,583
1316,543,0,0,-1,575
1318,822,0,1,-1,570
1319,831,0,1,-1,571
1322,543,0,0,-1,525
1325,596,0,0,-1,557
1328,584,0,0,-1,558
1329,579,0,1,-1,558
1330,529,0,0,-1,559
1331,604,0,1,-1,559
1332,600,0,0,-1,560
1333,607,0,1,-1,560
1335,543,0,0,-1,561
1336,568,0,1,-1,561
1337,626,0,0,-1,563
1338,600,0,1,-1,563
1339,565,0,2,-1,563
1340,626,0,0,-1,564
1341,618,0,1,-1,564
1342,591,0,2,-1,564
1343,626,0,0,-1,565
1344,600,0,1,-1,565
1345,621,0,2,-1,565
1346,544,0,0,-1,647
1347,618,0,1,-1,647
1356,626,0,0,-1,617
1359,626,0,0,-1,620
1362,626,0,0,-1,621
1365,626,0,0,-1,614
1366,610,0,1,-1,614
1367,600,0,2,-1,614
1368,698,0,0,-1,648
1369,699,0,1,-1,648
1380,581,0,2,-1,536
1388,581,0,2,-1,552
1389,597,0,1,-1,553
1391,583,0,0,-1,615
1394,626,0,0,-1,618
1397,544,0,0,-1,622
1400,575,0,2,-1,647
1401,544,0,0,-1,619
1402,581,0,1,-1,619
1404,552,0,0,-1,653
1405,552,0,0,-1,654
1406,552,0,0,-1,655
1407,552,0,0,-1,656
1408,552,0,0,-1,657
1409,552,0,0,-1,658
1414,642,0,0,-1,516
1415,544,0,0,-1,616
1416,642,0,0,-1,639
1417,632,0,1,-1,639
1421,636,0,0,-1,659
1423,636,0,0,-1,660
1424,637,0,1,-1,660
1425,636,0,0,-1,661
1426,637,0,1,-1,661
1427,637,0,0,-1,662
1428,636,0,0,-1,527
1439,702,0,0,-1,526
1440,703,0,0,-1,630
1441,626,0,1,-1,659
1442,551,0,0,-1,629
1466,704,0,0,-1,663
1467,705,0,1,-1,663
1468,707,0,0,-1,664
1469,706,0,1,-1,664
1470,708,0,0,-1,665
1471,709,0,0,-1,666
1472,710,0,0,-1,667
1473,711,0,1,-1,667
1474,543,0,0,-1,649
1479,717,0,0,-1,668
1480,718,0,0,-1,669
1481,719,0,1,-1,669
1482,720,0,0,-1,670
1483,721,0,1,-1,670
1484,722,0,0,-1,671
1485,723,0,1,-1,671
1486,724,0,0,-1,672
1487,725,0,1,-1,672
1488,726,0,0,-1,673
1489,727,0,1,-1,673
1490,728,0,0,-1,674
1491,729,0,1,-1,674
1492,730,0,0,-1,675
1493,731,0,1,-1,675
1494,732,0,0,-1,676
1495,733,0,1,-1,676
1496,734,0,0,-1,677
1497,735,0,1,-1,677
1503,740,0,0,-1,680
1504,741,0,1,-1,680
1505,742,0,2,-1,680
1506,743,0,0,-1,678
1507,744,0,1,-1,678
1508,745,0,2,-1,678
1509,746,0,0,-1,679
1510,747,0,1,-1,679
1511,748,0,2,-1,679
1512,749,0,0,-1,681
1513,750,0,1,-1,681
1514,751,0,2,-1,681
1515,752,0,0,-1,682
1516,753,0,1,-1,682
1517,754,0,2,-1,682
1518,755,0,0,-1,683
1519,756,0,1,-1,683
1520,757,0,2,-1,683
1521,758,0,0,-1,684
1522,759,0,1,-1,684
1523,760,0,2,-1,684
1524,761,0,0,-1,685
1525,762,0,1,-1,685
1526,763,0,2,-1,685
1527,764,0,0,-1,687
1528,765,0,1,-1,687
1529,766,0,2,-1,687
1530,767,0,0,-1,686
1531,768,0,1,-1,686
1532,769,0,2,-1,686
1536,596,0,0,-1,689
1545,686,0,0,-1,692
1547,676,0,1,-1,692
1548,664,0,0,-1,693
1549,649,0,1,-1,693
1569,568,0,0,-1,690
1570,544,0,0,-1,691
1571,576,0,1,-1,691
1572,582,0,1,-1,690
1573,597,0,2,-1,691
1574,570,0,0,-1,688
1576,602,0,1,-1,689
1579,663,0,0,-1,517
1582,543,0,0,-1,519
1584,693,0,1,-1,519
1587,562,0,0,-1,651
1588,584,0,0,-1,520
1590,622,0,0,-1,518
1591,622,0,0,-1,652
1597,603,0,0,-1,698
1598,595,0,1,-1,698
1600,601,0,0,-1,699
1601,595,0,1,-1,699
1603,580,0,0,-1,694
1604,586,0,1,-1,694
1605,607,0,0,-1,695
1608,606,0,0,-1,696
1610,544,0,0,-1,697
1611,584,0,1,-1,697
1612,594,0,2,-1,697
1613,657,0,1,-1,594
1615,552,0,0,-1,623
1616,678,0,0,-1,624
1617,626,0,1,-1,624
1618,561,0,0,-1,625
1619,684,0,0,-1,626
1620,572,0,0,-1,701
1621,569,0,1,-1,701
1623,545,0,0,-1,702
1624,606,0,1,-1,702
