ID,OrderIndex,FactionIndex,GarrAbilityID,GarrFollowerID
894,0,1,152,134
895,0,1,105,135
896,0,1,104,135
897,0,1,160,135
898,0,1,162,135
899,0,1,159,135
900,0,1,105,136
901,0,1,104,136
902,0,1,160,136
903,0,1,162,136
904,0,1,161,136
905,0,1,105,137
906,0,1,104,137
907,0,1,160,137
908,0,1,159,137
909,0,1,161,137
910,0,1,106,138
911,0,1,158,138
912,0,1,157,138
913,0,1,154,138
914,0,1,155,138
915,0,1,106,139
916,0,1,158,139
917,0,1,157,139
918,0,1,156,139
919,0,1,154,139
920,0,1,106,140
921,0,1,154,140
922,0,1,153,140
923,0,1,107,140
924,0,1,155,140
925,0,1,176,141
926,0,1,179,141
927,0,1,181,141
928,0,1,178,141
929,0,1,180,141
930,0,1,179,142
931,0,1,181,142
932,0,1,174,142
933,0,1,178,142
934,0,1,177,142
935,0,1,179,143
936,0,1,181,143
937,0,1,175,143
938,0,1,180,143
939,0,1,177,143
940,0,1,120,144
941,0,1,102,144
942,0,1,121,144
943,0,1,122,144
944,0,1,100,144
945,0,1,120,145
946,0,1,102,145
947,0,1,121,145
948,0,1,68,148
949,0,1,6,145
950,0,1,120,146
951,0,1,102,146
952,0,1,121,146
953,0,1,100,146
954,0,1,6,146
955,0,1,122,145
956,0,1,45,147
957,0,1,47,147
958,0,1,48,147
959,0,1,8,147
960,0,1,49,147
961,0,1,7,147
962,0,1,46,147
963,0,1,44,147
964,0,1,9,147
965,0,1,71,148
966,0,1,73,148
967,0,1,72,148
968,0,1,69,148
969,0,1,70,148
970,0,1,66,148
971,0,1,64,148
972,0,1,75,148
973,0,1,63,148
974,0,1,65,148
975,0,1,67,148
976,0,1,74,148
977,0,1,39,149
978,0,1,4,149
979,0,1,38,149
980,0,1,41,149
981,0,1,36,149
982,0,1,117,15
983,0,1,40,149
984,0,1,37,149
985,0,1,61,150
986,0,1,62,150
987,0,1,52,150
988,0,1,114,15
989,0,1,116,15
990,0,1,118,15
991,0,1,115,15
992,0,1,43,149
993,0,1,42,149
994,0,1,60,150
995,0,1,59,150
996,0,1,58,150
997,0,1,53,150
999,0,1,57,150
1000,0,1,56,150
1001,0,1,55,150
1002,0,1,54,150
1003,0,1,29,151
1004,0,1,30,151
1005,0,1,78,151
1006,0,1,77,151
1007,0,1,76,151
1010,0,1,62,170
1013,0,1,121,168
1018,0,1,222,151
1019,0,1,160,195
1022,0,1,122,171
1026,0,1,231,207
1028,0,1,231,216
1032,0,1,231,218
1035,0,1,231,219
1036,0,1,231,193
1052,0,1,123,207
1057,0,0,106,219
1058,0,1,106,219
1080,0,0,166,453
1081,0,1,105,453
1082,0,0,61,454
1083,0,0,62,454
1084,0,0,52,454
1085,0,0,60,454
1086,0,0,59,454
1087,0,0,58,454
1088,0,0,53,454
1089,0,0,57,454
1090,0,0,56,454
1091,0,0,55,454
1092,0,0,54,454
1093,0,1,61,454
1094,0,1,62,454
1095,0,1,52,454
1096,0,1,60,454
1097,0,1,59,454
1098,0,1,58,454
1099,0,1,53,454
1100,0,1,57,454
1101,0,1,56,454
1102,0,1,55,454
1103,0,1,54,454
1120,0,0,120,224
1125,0,0,177,460
1129,0,0,106,458
1130,0,1,128,458
1131,0,0,120,225
1132,0,1,120,225
1133,0,1,120,224
1137,0,1,177,460
1140,0,0,5,216
1142,0,0,156,185
1147,0,0,100,34
1150,0,0,167,183
1152,0,0,116,204
1153,0,0,177,207
1154,0,0,121,459
1155,0,1,11,459
1160,0,0,148,463
1162,0,1,148,463
1163,0,1,115,216
1166,0,1,161,153
1168,0,0,107,186
1170,0,1,157,183
1171,0,1,126,179
1172,0,0,122,179
1173,0,0,103,180
1175,0,1,163,211
1177,0,0,137,462
1178,0,1,137,462
1179,0,0,154,184
1180,0,1,11,180
1183,0,0,100,193
1184,0,1,100,193
1185,0,0,157,159
1186,0,0,172,455
1187,0,1,172,455
1190,0,0,105,182
1191,0,1,160,182
1192,0,0,11,205
1193,0,1,11,205
1198,0,0,62,453
1199,0,1,62,453
1200,0,0,55,179
1202,0,1,55,183
1204,0,1,60,182
1205,0,0,159,153
1206,0,0,53,180
1207,0,1,53,180
1208,0,0,60,153
1210,0,0,59,34
1246,0,0,56,208
1247,0,1,56,208
1248,0,0,58,204
1249,0,1,58,204
1252,0,0,124,177
1253,0,1,124,177
1256,0,0,104,212
1257,0,1,104,212
1258,0,0,148,218
1259,0,1,148,218
1260,0,0,108,217
1261,0,1,108,217
1262,0,0,61,171
1263,0,1,61,171
1264,0,1,54,153
1265,0,0,54,182
1266,0,0,52,157
1267,0,1,52,157
1268,0,1,166,159
1273,0,0,167,202
1274,0,1,167,202
1275,0,1,125,186
1276,0,1,102,184
1277,0,1,108,34
1278,0,0,140,176
1279,0,1,140,176
1280,0,1,102,157
1281,0,1,6,155
1282,0,0,160,192
1283,0,1,160,192
1284,0,1,57,192
1289,0,0,201,189
1290,0,1,201,189
1291,0,0,114,209
1292,0,1,114,209
1293,0,0,171,190
1294,0,1,171,190
1295,0,0,160,170
1296,0,1,160,170
1297,0,0,130,178
1298,0,1,130,178
1301,0,0,248,465
1302,0,1,248,465
1326,0,1,47,466
1337,0,0,47,466
1338,0,0,256,465
1339,0,1,256,465
1340,0,1,145,467
1341,0,0,145,467
1346,0,0,244,474
1347,0,1,244,474
1348,0,0,263,473
1349,0,1,263,473
1350,0,0,264,472
1351,0,1,264,472
1352,0,0,261,471
1353,0,1,261,471
1354,0,0,262,470
1355,0,1,262,470
1356,0,0,260,469
1370,0,0,303,468
1371,0,1,303,468
1372,0,0,260,482
1374,0,0,260,483
1376,0,0,260,484
1378,0,0,262,485
1379,0,1,262,485
1380,0,0,262,486
1381,0,1,262,486
1382,0,0,262,487
1383,0,1,262,487
1384,0,0,264,488
1385,0,1,264,488
1386,0,0,264,489
1387,0,1,264,489
1388,0,0,264,490
1389,0,1,264,490
1390,0,0,263,491
1391,0,1,263,491
1392,0,0,263,492
1393,0,1,263,492
1394,0,0,263,493
1395,0,1,263,493
1396,0,0,261,494
1397,0,1,261,494
1398,0,0,261,495
1399,0,1,261,495
1400,0,0,261,496
1401,0,1,261,496
1466,0,0,264,500
1467,0,1,264,500
1470,0,0,264,501
1471,0,1,264,501
1474,0,0,264,502
1475,0,1,264,502
1478,0,0,264,503
1479,0,1,264,503
1482,0,0,264,504
1483,0,1,264,504
1486,0,0,264,505
1487,0,1,264,505
1490,0,0,263,506
1491,0,1,263,506
1494,0,0,263,507
1495,0,1,263,507
1498,0,0,263,508
1499,0,1,263,508
1502,0,0,263,509
1503,0,1,263,509
1506,0,0,263,510
1507,0,1,263,510
1510,0,0,263,511
1511,0,1,263,511
1514,0,0,262,512
1515,0,1,262,512
1518,0,0,262,513
1519,0,1,262,513
1522,0,0,262,514
1523,0,1,262,514
1526,0,0,262,515
1527,0,1,262,515
1530,0,0,262,516
1531,0,1,262,516
1534,0,0,262,517
1535,0,1,262,517
1538,0,0,261,518
1539,0,1,261,518
1542,0,0,261,519
1543,0,1,261,519
1546,0,0,261,520
1547,0,1,261,520
1550,0,0,261,521
1551,0,1,261,521
1554,0,0,261,522
1555,0,1,261,522
1558,0,0,261,523
1559,0,1,261,523
1562,0,0,260,524
1566,0,0,260,525
1570,0,0,260,526
1574,0,0,260,527
1578,0,0,260,528
1582,0,0,260,529
1586,0,0,264,530
1587,0,1,264,530
1588,0,0,264,531
1589,0,1,264,531
1590,0,0,264,532
1591,0,1,264,532
1592,0,0,264,533
1593,0,1,264,533
1594,0,0,264,534
1595,0,1,264,534
1596,0,0,264,535
1597,0,1,264,535
1598,0,0,264,536
1599,0,1,264,536
1600,0,0,264,537
1601,0,1,264,537
1602,0,0,264,538
1603,0,1,264,538
1604,0,0,264,539
1605,0,1,264,539
1606,0,0,262,540
1607,0,1,262,540
1608,0,0,262,541
1609,0,1,262,541
1610,0,0,262,542
1611,0,1,262,542
1612,0,0,262,543
1613,0,1,262,543
1614,0,0,262,544
1615,0,1,262,544
1616,0,0,262,545
1617,0,1,262,545
1618,0,0,262,546
1619,0,1,262,546
1620,0,0,262,547
1621,0,1,262,547
1622,0,0,262,548
1623,0,1,262,548
1624,0,0,262,549
1625,0,1,262,549
1626,0,0,261,550
1627,0,1,261,550
1628,0,0,261,551
1629,0,1,261,551
1630,0,0,261,552
1631,0,1,261,552
1632,0,0,261,553
1633,0,1,261,553
1634,0,0,261,554
1635,0,1,261,554
1636,0,0,261,555
1637,0,1,261,555
1638,0,0,261,556
1639,0,1,261,556
1640,0,0,261,557
1641,0,1,261,557
1642,0,0,261,558
1643,0,1,261,558
1644,0,0,261,559
1645,0,1,261,559
1646,0,0,263,560
1647,0,1,263,560
1648,0,0,263,561
1649,0,1,263,561
1650,0,0,263,562
1651,0,1,263,562
1652,0,0,263,563
1653,0,1,263,563
1654,0,0,263,564
1655,0,1,263,564
1656,0,0,263,565
1657,0,1,263,565
1658,0,0,263,566
1659,0,1,263,566
1660,0,0,263,567
1661,0,1,263,567
1662,0,0,263,568
1663,0,1,263,568
1664,0,0,263,569
1665,0,1,263,569
1666,0,0,260,570
1668,0,0,260,571
1670,0,0,260,572
1672,0,0,260,573
1674,0,0,260,574
1676,0,0,260,575
1678,0,0,260,576
1680,0,0,260,577
1682,0,0,260,578
1684,0,0,260,579
1686,0,0,315,559
1687,0,1,315,559
1688,0,0,315,569
1689,0,1,315,569
1690,0,1,323,469
1691,0,1,323,482
1692,0,1,323,483
1693,0,1,323,484
1694,0,1,323,524
1695,0,1,323,525
1696,0,1,323,526
1697,0,1,323,527
1698,0,1,323,528
1699,0,1,323,529
1700,0,1,323,570
1701,0,1,323,571
1702,0,1,323,572
1703,0,1,323,573
1704,0,1,323,574
1705,0,1,323,575
1706,0,1,323,576
1707,0,1,323,577
1708,0,1,323,578
1709,0,1,323,579
1710,0,0,324,580
1711,0,1,324,580
1714,0,0,326,582
1715,0,1,326,582
1716,0,0,314,581
1717,0,1,314,581
1718,0,0,263,583
1719,0,1,263,583
1720,0,0,327,583
1721,0,1,327,583
1722,0,0,272,491
1723,0,1,272,491
1848,0,0,331,608
1849,0,1,331,608
1852,0,0,333,611
1853,0,1,333,611
1856,0,0,331,613
1857,0,1,331,613
1860,0,0,331,615
1861,0,1,331,615
1864,0,0,335,596
1865,0,1,335,596
1866,0,0,336,588
1867,0,1,336,588
1868,0,0,334,602
1869,0,1,334,602
1870,0,0,334,603
1871,0,1,334,603
1872,0,0,335,605
1873,0,1,335,605
1876,0,0,336,606
1877,0,1,336,606
1878,0,0,335,607
1879,0,1,335,607
1880,0,0,344,587
1881,0,1,344,587
1882,0,0,344,585
1883,0,1,344,585
1884,0,0,338,621
1885,0,1,338,621
1890,0,0,339,619
1891,0,1,339,619
1892,0,0,337,620
1893,0,1,337,620
1894,0,0,339,617
1895,0,1,339,617
1896,0,0,339,589
1897,0,1,339,589
1898,0,0,338,616
1899,0,1,338,616
1900,0,0,350,592
1901,0,1,350,592
1906,0,0,342,480
1907,0,1,342,480
1908,0,0,341,478
1909,0,1,341,478
2084,0,0,334,604
2085,0,1,334,604
2091,1,0,417,596
2092,1,1,417,596
2095,1,0,412,588
2096,1,1,412,588
2097,2,0,394,588
2098,2,1,394,588
2099,1,0,416,602
2100,1,1,416,602
2101,2,0,418,602
2102,2,1,418,602
2103,1,0,417,603
2104,1,1,417,603
2105,2,0,419,603
2106,2,1,419,603
2107,1,0,412,605
2108,1,1,412,605
2109,2,0,420,605
2110,2,1,420,605
2111,1,0,412,604
2112,2,0,408,604
2113,1,1,412,604
2114,2,1,408,604
2115,1,0,417,606
2116,2,0,423,606
2117,1,1,417,606
2118,2,1,423,606
2119,1,0,416,607
2120,2,0,422,607
2121,1,1,416,607
2122,2,1,422,607
2123,0,0,410,475
2124,0,1,410,475
2193,0,0,335,701
2194,0,1,335,701
2195,0,0,336,702
2196,0,1,336,702
2197,0,0,334,703
2198,0,1,334,703
2199,1,0,749,703
2200,1,1,749,703
2201,1,0,749,702
2202,1,1,749,702
2203,1,0,749,701
2204,1,1,749,701
2231,0,0,355,639
2232,0,1,355,639
2233,0,0,356,640
2234,0,1,356,640
2235,0,0,356,641
2236,0,1,356,641
2237,0,0,357,642
2238,0,1,357,642
2239,0,0,355,644
2240,0,1,355,644
2241,0,0,357,645
2242,0,1,357,645
2243,0,0,356,643
2244,0,1,356,643
2245,0,0,355,646
2246,0,1,355,646
2247,1,0,443,608
2248,1,1,443,608
2251,1,0,442,611
2252,1,1,442,611
2259,1,0,441,615
2260,1,1,441,615
2271,0,0,358,499
2272,0,1,358,499
2273,0,0,358,721
2274,0,1,358,721
2277,0,0,358,595
2278,0,1,358,595
2279,0,0,358,498
2280,0,1,358,498
2281,1,0,469,639
2282,1,1,469,639
2283,1,0,468,640
2284,1,1,468,640
2285,1,0,470,641
2286,1,1,470,641
2287,1,0,468,642
2288,1,1,468,642
2289,1,0,470,644
2290,1,1,470,644
2291,1,0,469,645
2292,1,1,469,645
2293,1,0,469,643
2294,1,1,469,643
2295,1,0,468,646
2296,1,1,468,646
2309,1,0,440,616
2310,1,1,440,616
2311,1,0,438,589
2312,1,1,438,589
2313,1,0,439,617
2314,1,1,439,617
2315,1,0,438,620
2316,1,1,438,620
2317,1,0,440,619
2318,1,1,440,619
2327,0,0,486,649
2328,0,1,486,649
2329,0,0,487,648
2330,0,1,487,648
2331,0,0,486,727
2332,0,1,486,727
2333,0,0,486,728
2334,0,1,486,728
2335,0,0,487,729
2336,0,1,487,729
2343,2,0,488,589
2344,2,1,488,589
2347,2,0,490,617
2348,2,1,490,617
2349,2,0,491,620
2350,2,1,491,620
2351,2,0,492,619
2352,2,1,492,619
2377,0,0,486,734
2378,0,1,486,734
2387,0,0,486,735
2388,0,1,486,735
2389,1,0,497,735
2390,1,1,497,735
2391,0,0,486,736
2392,0,1,486,736
2393,1,0,497,736
2394,1,1,497,736
2395,0,0,486,737
2396,0,1,486,737
2397,1,0,497,737
2398,1,1,497,737
2399,0,0,486,738
2400,0,1,486,738
2401,1,0,497,738
2402,1,1,497,738
2407,0,0,487,740
2408,0,1,487,740
2409,0,0,487,741
2410,0,1,487,741
2411,0,0,359,594
2412,0,1,359,594
2414,0,0,337,618
2415,0,1,337,618
2416,0,0,338,590
2417,0,1,338,590
2418,1,0,439,618
2419,2,0,489,618
2420,1,1,439,618
2421,2,1,489,618
2422,0,0,345,709
2423,0,1,345,709
2424,0,0,344,708
2425,0,1,344,708
2426,0,0,343,711
2427,0,1,343,711
2428,0,0,345,710
2429,0,1,345,710
2430,0,0,343,714
2431,0,1,343,714
2432,0,0,344,712
2433,0,1,344,712
2434,0,0,344,713
2435,0,1,344,713
2436,0,0,343,715
2437,0,1,343,715
2438,1,0,452,709
2439,1,1,452,709
2442,1,0,450,708
2443,1,1,450,708
2444,1,0,451,711
2445,1,1,451,711
2446,1,0,450,710
2447,1,1,450,710
2448,1,0,452,714
2449,1,1,452,714
2450,1,0,452,712
2451,1,1,452,712
2452,1,0,451,713
2453,1,1,451,713
2454,1,0,450,715
2455,1,1,450,715
2456,2,0,502,713
2457,2,1,502,713
2458,2,0,503,708
2459,2,1,503,708
2460,2,0,504,712
2461,2,1,504,712
2462,2,0,505,710
2463,2,1,505,710
2464,2,0,506,714
2465,2,1,506,714
2466,2,0,507,711
2467,2,1,507,711
2468,2,0,508,715
2469,2,1,508,715
2476,2,0,512,611
2477,2,1,512,611
2482,2,0,514,615
2483,2,1,514,615
2530,0,0,364,593
2531,0,1,364,593
2532,0,0,365,742
2533,0,1,365,742
2534,0,0,364,744
2535,0,1,364,744
2536,0,0,366,743
2537,0,1,366,743
2538,0,0,366,746
2539,0,1,366,746
2540,0,0,365,748
2541,0,1,365,748
2542,0,0,365,745
2543,0,1,365,745
2548,1,0,449,742
2549,1,1,449,742
2550,1,0,447,593
2551,1,1,447,593
2554,1,0,448,743
2555,1,1,448,743
2568,2,0,516,742
2569,2,1,516,742
2570,0,0,517,671
2571,0,1,517,671
2574,0,0,519,672
2575,0,1,519,672
2578,0,0,521,683
2579,0,1,521,683
2582,0,0,522,750
2583,0,1,522,750
2592,2,0,525,743
2593,2,1,525,743
2616,0,0,535,685
2617,0,1,535,685
2622,0,0,332,612
2623,0,1,332,612
2630,0,0,333,609
2631,0,1,333,609
2632,0,0,332,610
2633,0,1,332,610
2634,0,0,332,614
2635,0,1,332,614
2636,1,0,442,614
2637,1,1,442,614
2638,2,0,509,614
2639,2,1,509,614
2640,1,0,443,610
2641,1,1,443,610
2644,1,0,441,609
2645,1,1,441,609
2646,2,0,510,609
2647,2,1,510,609
2648,1,0,441,612
2649,1,1,441,612
2650,2,0,513,612
2651,2,1,513,612
2653,1,1,442,613
2654,1,0,442,613
2655,2,0,515,613
2656,2,1,515,613
2657,0,0,340,755
2658,0,1,340,755
2661,0,0,340,757
2662,0,1,340,757
2663,0,0,341,758
2664,0,1,341,758
2667,1,0,439,590
2668,1,1,439,590
2669,2,0,494,590
2670,2,1,494,590
2671,1,0,438,621
2672,1,1,438,621
2673,2,0,493,621
2674,2,1,493,621
2681,1,0,448,744
2682,1,1,448,744
2683,2,0,524,744
2684,2,1,524,744
2685,1,0,449,746
2686,1,1,449,746
2687,2,0,530,746
2688,2,1,530,746
2689,1,0,447,748
2690,1,1,447,748
2691,2,0,528,748
2692,2,1,528,748
2693,1,0,448,745
2694,1,1,448,745
2695,2,0,529,745
2696,2,1,529,745
2697,0,0,364,747
2698,0,1,364,747
2703,1,0,449,747
2704,2,0,526,747
2705,1,1,449,747
2706,2,1,526,747
2707,2,0,537,640
2708,2,1,537,640
2709,0,0,798,733
2710,0,1,798,733
2711,1,0,799,733
2712,1,1,799,733
2713,2,0,800,733
2714,2,1,800,733
2715,2,0,539,641
2716,2,1,539,641
2717,2,0,540,642
2718,2,1,540,642
2719,2,0,541,644
2720,2,1,541,644
2721,2,0,542,643
2722,2,1,542,643
2723,2,0,543,646
2724,2,1,543,646
2727,0,0,487,764
2728,0,1,487,764
2729,0,0,487,765
2730,0,1,487,765
2731,0,0,487,766
2732,0,1,487,766
2733,0,0,487,767
2734,0,1,487,767
2735,1,0,485,767
2736,1,1,485,767
2737,1,0,485,766
2738,1,1,485,766
2739,1,0,485,765
2740,1,1,485,765
2741,1,0,485,764
2742,1,1,485,764
2743,0,0,348,717
2744,0,1,348,717
2745,1,0,465,717
2746,1,1,465,717
2749,0,0,347,726
2750,0,1,347,726
2751,1,0,466,726
2752,1,1,466,726
2753,2,0,544,726
2754,2,1,544,726
2755,0,0,346,716
2756,0,1,346,716
2757,1,0,466,716
2758,1,1,466,716
2761,0,0,347,723
2762,0,1,347,723
2763,1,0,467,723
2764,1,1,467,723
2765,2,0,546,723
2766,2,1,546,723
2767,0,0,346,724
2768,0,1,346,724
2769,1,0,465,724
2770,1,1,465,724
2771,2,0,547,724
2772,2,1,547,724
2773,0,0,347,725
2774,0,1,347,725
2775,1,0,465,725
2776,1,1,465,725
2777,2,0,548,725
2778,2,1,548,725
