ID,ItemLevel
19613,65
19614,60
19615,60
19616,68
19617,65
19618,60
19619,60
19620,68
19621,65
19642,1
19682,65
19683,65
19684,65
19685,65
19686,65
19687,65
19688,65
19689,65
19690,65
19691,65
19692,65
19693,65
19694,65
19695,65
19696,55
19725,1
19812,61
19822,65
19823,61
19824,61
19825,65
19826,61
19827,61
19828,65
19829,61
19830,61
19831,68
19832,61
19833,61
19834,65
19835,61
19836,61
19838,65
19839,61
19840,61
19841,68
19842,61
19843,61
19845,61
19846,61
19848,61
19849,61
19858,1
19880,1
19931,1
19932,1
19951,65
19952,65
19953,65
19954,65
19955,65
19956,65
19957,65
19958,65
19959,65
19974,1
19998,65
19999,65
20002,60
20004,58
20007,50
20008,57
20033,65
20034,65
20039,70
20074,35
20256,1
20295,60
20296,56
20371,20
20380,68
20393,1
20402,60
20416,1
20418,1
20419,1
20420,1
20432,1
20433,1
20435,1
20436,1
20447,1
20448,1
20449,1
20450,1
20452,55
20454,1
20455,1
20456,1
20476,62
20477,62
20478,62
20479,62
20480,62
20481,62
20487,75
20488,75
20537,63
20538,63
20539,63
20549,63
20550,63
20551,63
20558,1
20559,1
20560,1
20575,20
20744,15
20745,30
20746,40
20747,50
20748,55
20749,55
20750,50
20844,60
20949,1
21023,55
21042,1
21072,20
21106,1
21107,1
21109,1
21111,1
21136,1
21154,1
21158,60
21160,60
21161,60
21171,1
21174,1
21175,60
21196,60
21197,65
21198,70
21199,75
21200,80
21201,60
21202,65
21203,70
21204,75
21205,80
21206,60
21207,65
21208,70
21209,75
21210,80
21212,40
21217,55
21277,60
21278,62
21340,52
21341,57
21342,60
21392,70
21393,65
21394,67
21395,70
21396,65
21397,67
21398,70
21399,65
21400,67
21401,70
21402,65
21403,67
21404,70
21405,65
21406,67
21407,70
21408,65
21409,67
21410,70
21411,65
21412,67
21413,70
21414,65
21415,67
21416,70
21417,65
21418,67
21519,1
21536,1
21542,1
21546,50
21557,1
21558,1
21559,1
21560,1
21561,1
21562,1
21569,1
21570,1
21571,1
21574,1
21575,1
21576,1
21577,1
21578,1
21589,1
21590,1
21591,1
21592,1
21593,1
21595,1
21711,55
21714,1
21716,1
21717,1
21718,1
21719,1
21720,1
21816,1
21817,1
21818,1
21819,1
21820,1
21821,1
21822,1
21823,1
21946,1
21975,1
21979,1
21980,1
21981,1
21983,1
21984,1
21986,1
22046,1
22047,1
22048,1
22049,1
22050,1
22051,1
22052,1
22056,1
22114,20
22115,1
22131,1
22132,1
22133,1
22134,1
22135,1
22136,1
22154,1
22155,1
22156,1
22157,1
22158,1
22159,1
22160,1
22161,1
22162,1
22163,1
22164,1
22165,1
22166,1
22167,1
22168,1
22169,1
22170,1
22171,1
22172,1
22178,1
22191,72
22194,70
22195,68
22196,72
22197,68
22198,70
22246,45
22248,55
22249,65
22251,55
22252,65
22260,1
22262,1
22263,1
22283,1
22284,1
22285,1
22286,1
22287,1
22288,1
22289,1
22290,1
22291,1
22292,1
22293,1
22294,1
22295,1
22296,1
22297,1
22298,1
22299,1
22300,1
22383,64
22384,63
22385,60
22484,1
22652,80
22654,80
22655,80
22658,80
22660,70
22661,80
22662,80
22663,80
22664,80
22665,80
22666,80
22669,80
22670,80
22671,80
22719,60
22727,60
22728,55
22754,1
22756,70
22757,70
22758,70
22759,70
22760,70
22761,70
22762,70
22763,70
22764,70
22822,1
22895,65
23024,1
23179,1
23180,1
23181,1
23182,1
23183,1
23184,1
23194,60
23195,60
23196,60
23211,1
23227,1
23683,55
23684,60
23705,1
23709,1
23710,1
23712,1
23713,1
23714,20
23716,1
23720,20
34085,1
34086,1
34087,1
49715,1
184938,60
190307,1
190308,1
190309,1
191204,1
191249,1
191480,60
202316,20
203746,10
203747,10
203749,10
203750,1
203990,1
204635,1
204688,1
204689,1
204690,1
204703,1
204716,1
204864,10
205022,1
205182,1
205183,1
205215,1
205364,1
205683,1
205685,1
205864,1
205905,10
205932,10
206032,1
206157,1
206170,1
206175,1
206345,1
206386,1
206466,1
206963,1
206966,1
207110,1
207972,10
208034,1
208086,1
208183,10
208220,1
208223,1
208605,1
208687,10
208701,10
208739,1
208741,10
208744,10
208750,10
208753,10
208760,1
208766,1
208799,10
208848,1
209057,1
209819,1
209840,25
209852,25
210015,25
210026,1
210137,25
210147,1
210209,1
210252,25
210499,20
210500,20
210708,25
210773,30
210781,30
210794,30
210795,30
211272,1
211365,10
211367,10
211422,25
211423,30
211427,1
211490,25
211502,30
211531,25
211691,25
211779,1
211839,25
211840,25
211841,25
211845,25
211848,25
212347,1
213036,1
213094,40
213116,40
213119,40
213125,40
213128,40
213168,40
213169,40
213170,40
213369,40
213372,40
213376,40
213379,40
213383,40
213390,45
213447,1
213448,1
213449,1
213450,1
213558,1
213737,1
215111,45
215114,45
215115,45
215127,40
215161,45
215162,40
215166,45
215167,45
215168,40
215365,30
215366,30
215381,45
215382,45
215465,1
216570,40
216618,1
216636,1
216645,1
216880,40
216891,1
216892,1
216941,35
217245,41
217246,41
217247,41
217248,39
217250,38
217252,37
217253,35
217255,35
217256,34
217257,33
217259,44
217261,43
217263,39
217265,34
217267,32
217268,42
217270,41
217273,41
217275,40
217277,40
217279,38
217281,36
217283,35
217285,34
217287,35
217308,40
217337,40
217338,40
217339,40
217345,60
217346,60
217347,60
217398,38
217497,42
217718,1
217719,1
219448,40
219759,25
219770,40
219771,50
219772,50
219776,25
219778,25
219803,25
219924,40
219925,40
219926,40
219928,50
219937,50
219938,50
219957,50
219958,50
219959,50
220351,1
220525,1
220606,60
220618,50
220738,55
220739,55
220740,55
220741,55
220742,55
220743,55
220744,55
220745,55
220747,55
220748,55
220749,55
220750,55
220751,55
220791,50
220792,15
220914,1
221008,50
221009,50
221010,50
221020,50
221024,60
221025,55
221026,55
221027,55
221028,50
221199,1
221272,1
221280,1
221289,1
221299,1
221313,50
221347,1
221348,1
221349,1
221356,1
221357,1
221358,1
221364,50
221365,50
221366,50
221428,50
221545,43
221976,40
222952,60
223526,55
224893,50
225675,1
225688,60
225691,60
225740,60
225938,60
225939,60
225940,60
225941,60
225943,1
226374,54
226546,1
227286,1
227658,60
227683,80
227684,67
227730,60
227797,60
227844,60
227845,70
227847,65
227848,65
227849,70
227850,70
227851,65
227852,65
227853,65
227854,62
227855,55
227857,63
227860,63
227861,63
227863,62
227864,58
227865,65
227866,63
227867,60
227868,65
227869,62
227870,59
227871,65
227872,61
227873,59
227874,60
227875,57
227876,65
227877,54
227878,56
227879,52
227880,60
227881,63
227882,62
227883,62
227884,65
227885,62
227886,69
227887,70
227921,60
228125,70
228143,71
228144,50
228175,60
228176,65
228230,70
228323,50
228324,50
228325,50
228332,75
228334,75
228335,75
228476,62
228695,1
228697,1
228978,60
228980,50
228994,62
229909,79
229910,79
230008,77
230903,71
230908,71
230947,71
230948,71
231280,65
231281,65
231282,65
231283,65
231284,65
231285,65
231286,65
231287,65
231288,65
231298,10
231316,65
231317,68
231318,65
231319,65
231320,65
231321,68
231322,65
231323,65
231324,65
231325,65
231326,65
231327,68
231328,65
231329,68
231330,65
231331,65
231332,65
231333,68
231334,65
231335,65
231336,65
231337,68
231338,65
231339,65
231340,65
231341,68
231342,65
231343,65
231346,65
231347,65
231348,68
231349,65
231350,65
231351,65
231352,65
231353,68
231382,70
231386,79
231732,71
231778,65
231789,1
231792,1
231793,71
231794,71
231795,71
231796,71
231797,1
231798,1
231799,1
232077,77
232414,79
232433,70
232436,55
232438,45
232611,55
233490,75
233491,75
233492,79
233791,60
233793,79
233795,79
233796,75
233797,75
233798,75
233801,75
233802,60
233803,60
233804,79
233808,79
233813,79
233826,79
233833,79
233837,79
233956,73
233958,73
233959,73
233960,73
233962,70
233964,70
233965,70
233966,70
233967,70
233968,70
233969,70
233977,70
233984,70
233985,70
233986,70
233987,70
233988,75
233990,80
233991,80
233992,80
233993,80
233994,80
233995,70
233996,60
234000,79
234001,79
234002,79
234003,60
234004,60
234005,60
234009,60
234086,75
234288,75
234290,75
234292,75
234294,75
234296,75
234298,75
234300,75
234302,75
234304,75
234306,75
234308,75
234310,75
234312,75
234315,75
234317,75
234319,75
234321,75
234324,80
234428,75
234434,75
234444,60
234459,75
234460,75
234468,79
234469,79
234474,79
234475,79
234476,79
234477,79
234478,79
234479,79
234480,79
234482,80
234484,80
234485,80
234487,80
234819,71
235040,75
235044,71
235142,60
235143,60
235275,1
235276,1
235277,1
235278,1
235529,70
235788,1
236690,80
236692,80
236693,80
236694,80
236695,80
236696,80
236697,80
236698,80
236699,80
236700,80
236701,80
236702,80
236703,80
236704,80
236705,80
236706,80
236871,80
237020,1
237023,1
237196,1
237230,1
238264,86
238265,86
238266,86
238267,86
238268,86
238269,86
238270,86
238271,86
238272,86
238273,86
238274,86
238275,86
238276,86
238277,86
238278,86
238279,86
238280,86
238281,86
238282,86
238283,86
238284,86
238285,86
238286,86
238287,86
238288,86
238289,86
238290,86
238291,86
238292,86
238293,86
238294,86
238295,86
238637,65
238638,65
238639,65
238640,65
238641,65
238642,65
238734,1
238735,1
238736,1
238737,1
238781,54
238925,60
238926,60
238945,1
239005,1
239060,96
239117,90
239147,1
239148,1
240837,100
240846,1
240936,60
241191,80
241195,80
241201,80
241650,70
241653,60
241657,60
242361,80
242435,88
243065,1
246948,45
247239,13
247240,22
247241,31
247242,45
247754,5
247755,5
247786,5
247789,6
249144,42
249232,54
249234,48
249237,60
249385,60
249392,30
249393,30
249394,30
249395,30
249396,25
249397,25
249398,25
249409,25
249410,25
249430,45
249431,60
249432,45
249441,45
249442,45
249443,45
249453,50
249454,50
249455,50
249456,50
249469,55
249470,55
249473,55
249726,55
249865,5
249866,15
249867,25
249868,35
249869,45
249870,55
249871,5
249872,15
249873,25
249874,35
249875,45
249876,55
250065,45
250066,55
250067,55
250068,55
250069,55
250070,55
250071,55
250072,55
250073,35
250074,35
250075,55
250076,45
250077,15
250078,35
250079,10
250080,15
250081,55
250326,1
250327,45
250328,55
250329,55
250330,5
250331,25
250332,45
250333,55
250334,45
250335,55
250336,55
250337,55
250338,55
250339,5
250340,25
250341,55
250342,25
250343,55
250344,5
250345,25
250346,45
250347,55
250348,55
250349,45
250350,55
250351,55
250353,25
250354,45
250482,15
250483,25
250484,26
250485,26
250486,27
250487,30
250488,20
250489,20
250490,20
250491,20
250492,20
250493,25
250494,25
250495,25
250496,25
250497,25
250498,30
250499,30
250500,30
250501,30
250502,30
250503,22
250504,22
250505,22
250506,22
250507,22
250508,20
250509,20
250510,20
250511,20
250512,20
250513,17
250514,17
250515,17
250516,17
250517,17
250518,27
250519,27
250520,27
250521,27
250522,27
250523,30
250524,30
250525,30
250526,30
250527,30
250528,25
250529,25
250530,25
250531,25
250532,25
250533,34
250534,35
250535,37
250536,38
250537,40
250538,40
250539,40
250540,45
250541,45
250542,45
250543,48
250544,49
250545,49
250546,45
250547,45
250548,45
250549,45
250550,45
250551,55
250552,55
250553,55
250554,55
250555,55
250556,35
250557,35
250558,35
250559,35
250560,35
250561,52
250562,52
250563,52
250564,52
250565,52
250566,40
250567,40
250568,40
250569,40
250570,40
250571,55
250572,55
250573,55
250574,55
250575,55
250576,47
250577,47
250578,47
250579,47
250580,47
250581,50
250582,50
250583,50
250584,50
250585,50
250586,52
250587,52
250588,54
250589,57
250590,57
250591,59
250592,59
250593,60
250594,61
250595,62
250596,63
250597,63
250598,61
250599,61
250600,61
250601,61
250602,21
250603,25
250604,31
250605,37
250606,38
250607,41
250608,43
250609,45
250610,45
250611,47
250612,48
250613,55
250614,55
250615,57
250616,59
250617,63
250618,63
250619,63
250620,15
250621,15
250932,45
250933,5
250934,5
250935,55
250936,55
250937,5
250938,25
250939,45
250940,55
250941,45
250942,55
250943,55
250944,55
250945,55
250946,5
250947,25
250948,55
250949,25
250950,55
250951,5
250952,25
250953,45
250954,55
250955,55
251290,60
251291,60
251525,10
251692,60
251693,60
251694,60
251695,60
251696,60
251697,60
251698,60
251699,60
251700,60
251701,60
251702,60
251703,60
251704,60
251705,60
251706,60
251707,60
251708,60
251709,60
251710,60
251711,60
251712,60
251713,60
251714,60
251715,60
251716,1
251717,1
251718,1
252424,15
252425,15
252426,15
252427,15
252428,17
252429,17
252430,17
252431,17
252432,17
252433,17
252434,20
252435,20
252436,15
252437,15
252438,15
252439,22
252440,22
252441,22
252442,22
252443,22
252444,22
252445,25
252446,25
252447,25
252448,25
252449,27
252450,27
252451,27
252452,30
252453,30
252454,30
252455,30
252456,30
252457,30
252458,30
252459,35
252460,35
252461,35
252462,40
252463,40
252464,40
252465,45
252466,45
252467,52
252468,52
252469,52
252470,52
252471,52
252472,52
252473,55
252474,55
252475,55
252476,55
252477,55
252478,56
252479,57
252480,58
252481,59
252482,61
252483,61
252484,61
252485,61
252486,61
252487,50
252488,50
252489,50
252490,20
252491,20
252492,20
252493,20
252494,20
252495,20
252496,20
252497,20
252498,20
252499,20
252500,25
252501,25
252502,25
252503,25
252504,25
252505,25
252506,25
252507,25
252508,27
252509,27
252510,27
252511,27
252512,30
252513,30
252514,30
252515,30
252516,30
252517,30
252518,30
252519,30
252520,35
252521,35
252522,35
252523,35
252524,40
252525,40
252526,40
252527,40
252528,40
252529,40
252530,40
252531,45
252532,45
252533,45
252534,47
252535,47
252536,47
252537,47
252538,47
252539,50
252540,50
252541,50
252542,50
252543,50
252544,52
252545,53
252546,53
252547,55
252548,55
252549,55
252550,55
252551,55
252552,56
252553,57
252554,57
252555,58
252556,59
252557,59
252558,60
252559,60
252560,61
252561,61
252562,45
252563,45
252564,45
252565,45
252566,47
252567,47
252568,47
252569,47
252570,50
252571,50
252572,50
252573,50
252574,51
252575,51
252576,52
252577,52
252578,52
252579,52
252580,53
252581,53
252582,55
252583,55
252584,55
252585,55
252586,55
252587,55
252588,55
252589,55
252590,55
252591,55
252592,56
252593,56
252594,56
252595,56
252596,56
252597,57
252598,57
252599,59
252600,59
252601,61
252602,61
252603,61
252604,61
252605,61
252606,61
252673,1
252683,60
253664,5
253667,15
253885,15
253887,15
253889,17
253891,17
253893,17
253895,17
253897,17
253899,17
253901,20
253903,20
253905,20
253907,20
253909,20
253911,20
253913,20
253915,20
253917,20
253919,20
253921,20
253923,20
253925,22
253927,22
253929,22
253931,22
253933,22
253935,22
253937,25
253939,25
253941,25
253943,25
253945,25
253947,25
253949,25
253951,25
253953,25
253955,25
253957,25
253959,25
253961,27
253963,27
253965,27
253967,27
253969,27
253971,27
253973,25
253975,30
253977,30
253979,30
253981,30
253983,30
253985,30
253987,30
253989,30
253991,30
253993,30
253995,30
253997,30
253999,35
254001,35
254003,35
254005,35
254007,35
