ID,Component,Color,FileDataID,EmblemID
24583,3,11,180489,2
24584,4,11,180488,2
24585,3,12,180491,2
24586,4,12,180490,2
24587,3,13,180493,2
24588,4,13,180492,2
24589,3,14,180495,2
24590,4,14,180494,2
24591,3,15,180497,2
24592,4,15,180496,2
24593,3,16,180499,2
24594,4,16,180498,2
24595,3,0,180501,3
24596,4,0,180500,3
24597,3,1,180503,3
24598,4,1,180502,3
24599,3,2,180505,3
24600,4,2,180504,3
24601,3,3,180507,3
24602,4,3,180506,3
24603,3,4,180509,3
24604,4,4,180508,3
24605,3,5,180511,3
24606,4,5,180510,3
24607,3,6,180513,3
24608,4,6,180512,3
24609,3,7,180515,3
24610,4,7,180514,3
24611,3,8,180517,3
24612,4,8,180516,3
24613,3,9,180519,3
24614,4,9,180518,3
24615,3,10,180521,3
24616,4,10,180520,3
24617,3,11,180523,3
24618,4,11,180522,3
24619,3,12,180525,3
24620,4,12,180524,3
24621,3,13,180527,3
24622,4,13,180526,3
24623,3,14,180529,3
24624,4,14,180528,3
24625,3,15,180531,3
24626,4,15,180530,3
24627,3,16,180533,3
24628,4,16,180532,3
24629,3,0,180535,4
24630,4,0,180534,4
24631,3,1,180537,4
24632,4,1,180536,4
24633,3,2,180539,4
24634,4,2,180538,4
24635,3,3,180541,4
24636,4,3,180540,4
24637,3,4,180543,4
24638,4,4,180542,4
24639,3,5,180545,4
24640,4,5,180544,4
24641,3,6,180547,4
24642,4,6,180546,4
24643,3,7,180549,4
24644,4,7,180548,4
24645,3,8,180551,4
24646,4,8,180550,4
24647,3,9,180553,4
24648,4,9,180552,4
24649,3,10,180555,4
24650,4,10,180554,4
24651,3,11,180557,4
24652,4,11,180556,4
24653,3,12,180559,4
24654,4,12,180558,4
24655,3,13,180561,4
24656,4,13,180560,4
24657,3,14,180563,4
24658,4,14,180562,4
24659,3,15,180565,4
24660,4,15,180564,4
24661,3,16,180567,4
24662,4,16,180566,4
24663,3,0,180569,5
24664,4,0,180568,5
24665,3,1,180571,5
24666,4,1,180570,5
24667,3,2,180573,5
24668,4,2,180572,5
24669,3,3,180575,5
24670,4,3,180574,5
24671,3,4,180577,5
24672,4,4,180576,5
24673,3,5,180579,5
24674,4,5,180578,5
24675,3,6,180581,5
24676,4,6,180580,5
24677,3,7,180583,5
24678,4,7,180582,5
24679,3,8,180585,5
24680,4,8,180584,5
24681,3,9,180587,5
24682,4,9,180586,5
24683,3,10,180589,5
24684,4,10,180588,5
24685,3,11,180591,5
24686,4,11,180590,5
24687,3,12,180593,5
24688,4,12,180592,5
24689,3,13,180595,5
24690,4,13,180594,5
24691,3,14,180597,5
24692,4,14,180596,5
24693,3,15,180599,5
24694,4,15,180598,5
24695,3,16,180601,5
24696,4,16,180600,5
24697,3,0,180603,6
24698,4,0,180602,6
24699,3,1,180605,6
24700,4,1,180604,6
24701,3,2,180607,6
24702,4,2,180606,6
24703,3,3,180609,6
24704,4,3,180608,6
24705,3,4,180611,6
24706,4,4,180610,6
24707,3,5,180613,6
24708,4,5,180612,6
24709,3,6,180615,6
24710,4,6,180614,6
24711,3,7,180617,6
24712,4,7,180616,6
24713,3,8,180619,6
24714,4,8,180618,6
24715,3,9,180621,6
24716,4,9,180620,6
24717,3,10,180623,6
24718,4,10,180622,6
24719,3,11,180625,6
24720,4,11,180624,6
24721,3,12,180627,6
24722,4,12,180626,6
24723,3,13,180629,6
24724,4,13,180628,6
24725,3,14,180631,6
24726,4,14,180630,6
24727,3,15,180633,6
24728,4,15,180632,6
24729,3,16,180635,6
24730,4,16,180634,6
24731,3,0,180637,7
24732,4,0,180636,7
24733,3,1,180639,7
24734,4,1,180638,7
24735,3,2,180641,7
24736,4,2,180640,7
24737,3,3,180643,7
24738,4,3,180642,7
24739,3,4,180645,7
24740,4,4,180644,7
24741,3,5,180647,7
24742,4,5,180646,7
24743,3,6,180649,7
24744,4,6,180648,7
24745,3,7,180651,7
24746,4,7,180650,7
24747,3,8,180653,7
24748,4,8,180652,7
24749,3,9,180655,7
24750,4,9,180654,7
24751,3,10,180657,7
24752,4,10,180656,7
24753,3,11,180659,7
24754,4,11,180658,7
24755,3,12,180661,7
24756,4,12,180660,7
24757,3,13,180663,7
24758,4,13,180662,7
24759,3,14,180665,7
24760,4,14,180664,7
24761,3,15,180667,7
24762,4,15,180666,7
24763,3,16,180669,7
24764,4,16,180668,7
24765,3,0,180671,8
24766,4,0,180670,8
24767,3,1,180673,8
24768,4,1,180672,8
24769,3,2,180675,8
24770,4,2,180674,8
24771,3,3,180677,8
24772,4,3,180676,8
24773,3,4,180679,8
24774,4,4,180678,8
24775,3,5,180681,8
24776,4,5,180680,8
24777,3,6,180683,8
24778,4,6,180682,8
24779,3,7,180685,8
24780,4,7,180684,8
24781,3,8,180687,8
24782,4,8,180686,8
24783,3,9,180689,8
24784,4,9,180688,8
24785,3,10,180691,8
24786,4,10,180690,8
24787,3,11,180693,8
24788,4,11,180692,8
24789,3,12,180695,8
24790,4,12,180694,8
24791,3,13,180697,8
24792,4,13,180696,8
24793,3,14,180699,8
24794,4,14,180698,8
24795,3,15,180701,8
24796,4,15,180700,8
24797,3,16,180703,8
24798,4,16,180702,8
24799,3,0,180705,9
24800,4,0,180704,9
24801,3,1,180707,9
24802,4,1,180706,9
24803,3,2,180709,9
24804,4,2,180708,9
24805,3,3,180711,9
24806,4,3,180710,9
24807,3,4,180713,9
24808,4,4,180712,9
24809,3,5,180715,9
24810,4,5,180714,9
24811,3,6,180717,9
24812,4,6,180716,9
24813,3,7,180719,9
24814,4,7,180718,9
24815,3,8,180721,9
24816,4,8,180720,9
24817,3,9,180723,9
24818,4,9,180722,9
24819,3,10,180725,9
24820,4,10,180724,9
24821,3,11,180727,9
24822,4,11,180726,9
24823,3,12,180729,9
24824,4,12,180728,9
24825,3,13,180731,9
24826,4,13,180730,9
24827,3,14,180733,9
24828,4,14,180732,9
24829,3,15,180735,9
24830,4,15,180734,9
24831,3,16,180737,9
24832,4,16,180736,9
24833,3,0,181079,10
24834,4,0,181078,10
24835,3,1,181081,10
24836,4,1,181080,10
24837,3,2,181083,10
24838,4,2,181082,10
24839,3,3,181085,10
24840,4,3,181084,10
24841,3,4,181087,10
24842,4,4,181086,10
24843,3,5,181089,10
24844,4,5,181088,10
24845,3,6,181091,10
24846,4,6,181090,10
24847,3,7,181093,10
24848,4,7,181092,10
24849,3,8,181095,10
24850,4,8,181094,10
24851,3,9,181097,10
24852,4,9,181096,10
24853,3,10,181099,10
24854,4,10,181098,10
24855,3,11,181101,10
24856,4,11,181100,10
24857,3,12,181103,10
24858,4,12,181102,10
24859,3,13,181105,10
24860,4,13,181104,10
24861,3,14,181107,10
24862,4,14,181106,10
24863,3,15,181109,10
24864,4,15,181108,10
24865,3,16,181111,10
24866,4,16,181110,10
24867,3,0,181453,11
24868,4,0,181452,11
24869,3,1,181455,11
24870,4,1,181454,11
24871,3,2,181457,11
24872,4,2,181456,11
24873,3,3,181459,11
24874,4,3,181458,11
24875,3,4,181461,11
24876,4,4,181460,11
24877,3,5,181463,11
24878,4,5,181462,11
24879,3,6,181465,11
24880,4,6,181464,11
24881,3,7,181467,11
24882,4,7,181466,11
24883,3,8,181469,11
24884,4,8,181468,11
24885,3,9,181471,11
24886,4,9,181470,11
24887,3,10,181473,11
24888,4,10,181472,11
24889,3,11,181475,11
24890,4,11,181474,11
24891,3,12,181477,11
24892,4,12,181476,11
24893,3,13,181479,11
24894,4,13,181478,11
24895,3,14,181481,11
24896,4,14,181480,11
24897,3,15,181483,11
24898,4,15,181482,11
24899,3,16,181485,11
24900,4,16,181484,11
24901,3,0,181827,12
24902,4,0,181826,12
24903,3,1,181829,12
24904,4,1,181828,12
24905,3,2,181831,12
24906,4,2,181830,12
24907,3,3,181833,12
24908,4,3,181832,12
24909,3,4,181835,12
24910,4,4,181834,12
24911,3,5,181837,12
24912,4,5,181836,12
24913,3,6,181839,12
24914,4,6,181838,12
24915,3,7,181841,12
24916,4,7,181840,12
24917,3,8,181843,12
24918,4,8,181842,12
24919,3,9,181845,12
24920,4,9,181844,12
24921,3,10,181847,12
24922,4,10,181846,12
24923,3,11,181849,12
24924,4,11,181848,12
24925,3,12,181851,12
24926,4,12,181850,12
24927,3,13,181853,12
24928,4,13,181852,12
24929,3,14,181855,12
24930,4,14,181854,12
24931,3,15,181857,12
24932,4,15,181856,12
24933,3,16,181859,12
24934,4,16,181858,12
24935,3,0,182201,13
24936,4,0,182200,13
24937,3,1,182203,13
24938,4,1,182202,13
24939,3,2,182205,13
24940,4,2,182204,13
24941,3,3,182207,13
24942,4,3,182206,13
24943,3,4,182209,13
24944,4,4,182208,13
24945,3,5,182211,13
24946,4,5,182210,13
24947,3,6,182213,13
24948,4,6,182212,13
24949,3,7,182215,13
24950,4,7,182214,13
24951,3,8,182217,13
24952,4,8,182216,13
24953,3,9,182219,13
24954,4,9,182218,13
24955,3,10,182221,13
24956,4,10,182220,13
24957,3,11,182223,13
24958,4,11,182222,13
24959,3,12,182225,13
24960,4,12,182224,13
24961,3,13,182227,13
24962,4,13,182226,13
24963,3,14,182229,13
24964,4,14,182228,13
24965,3,15,182231,13
24966,4,15,182230,13
24967,3,16,182233,13
24968,4,16,182232,13
24969,3,0,182575,14
24970,4,0,182574,14
24971,3,1,182577,14
24972,4,1,182576,14
24973,3,2,182579,14
24974,4,2,182578,14
24975,3,3,182581,14
24976,4,3,182580,14
24977,3,4,182583,14
24978,4,4,182582,14
24979,3,5,182585,14
24980,4,5,182584,14
24981,3,6,182587,14
24982,4,6,182586,14
24983,3,7,182589,14
24984,4,7,182588,14
24985,3,8,182591,14
24986,4,8,182590,14
24987,3,9,182593,14
24988,4,9,182592,14
24989,3,10,182595,14
24990,4,10,182594,14
24991,3,11,182597,14
24992,4,11,182596,14
24993,3,12,182599,14
24994,4,12,182598,14
24995,3,13,182601,14
24996,4,13,182600,14
24997,3,14,182603,14
24998,4,14,182602,14
24999,3,15,182605,14
25000,4,15,182604,14
25001,3,16,182607,14
25002,4,16,182606,14
25003,3,0,182949,15
25004,4,0,182948,15
25005,3,1,182951,15
25006,4,1,182950,15
25007,3,2,182953,15
25008,4,2,182952,15
25009,3,3,182955,15
25010,4,3,182954,15
25011,3,4,182957,15
25012,4,4,182956,15
25013,3,5,182959,15
25014,4,5,182958,15
25015,3,6,182961,15
25016,4,6,182960,15
25017,3,7,182963,15
25018,4,7,182962,15
25019,3,8,182965,15
25020,4,8,182964,15
25021,3,9,182967,15
25022,4,9,182966,15
25023,3,10,182969,15
25024,4,10,182968,15
25025,3,11,182971,15
25026,4,11,182970,15
25027,3,12,182973,15
25028,4,12,182972,15
25029,3,13,182975,15
25030,4,13,182974,15
25031,3,14,182977,15
25032,4,14,182976,15
25033,3,15,182979,15
25034,4,15,182978,15
25035,3,16,182981,15
25036,4,16,182980,15
25037,3,0,183323,16
25038,4,0,183322,16
25039,3,1,183325,16
25040,4,1,183324,16
25041,3,2,183327,16
25042,4,2,183326,16
25043,3,3,183329,16
25044,4,3,183328,16
25045,3,4,183331,16
25046,4,4,183330,16
25047,3,5,183333,16
25048,4,5,183332,16
25049,3,6,183335,16
25050,4,6,183334,16
25051,3,7,183337,16
25052,4,7,183336,16
25053,3,8,183339,16
25054,4,8,183338,16
25055,3,9,183341,16
25056,4,9,183340,16
25057,3,10,183343,16
25058,4,10,183342,16
25059,3,11,183345,16
25060,4,11,183344,16
25061,3,12,183347,16
25062,4,12,183346,16
25063,3,13,183349,16
25064,4,13,183348,16
25065,3,14,183351,16
25066,4,14,183350,16
25067,3,15,183353,16
25068,4,15,183352,16
25069,3,16,183355,16
25070,4,16,183354,16
25071,3,0,183357,17
25072,4,0,183356,17
25073,3,1,183359,17
25074,4,1,183358,17
25075,3,2,183361,17
25076,4,2,183360,17
25077,3,3,183363,17
25078,4,3,183362,17
25079,3,4,183365,17
25080,4,4,183364,17
25081,3,5,183367,17
25082,4,5,183366,17
25083,3,6,183369,17
25084,4,6,183368,17
25085,3,7,183371,17
25086,4,7,183370,17
25087,3,8,183373,17
25088,4,8,183372,17
25089,3,9,183375,17
25090,4,9,183374,17
25091,3,10,183377,17
25092,4,10,183376,17
25093,3,11,183379,17
25094,4,11,183378,17
25095,3,12,183381,17
25096,4,12,183380,17
25097,3,13,183383,17
25098,4,13,183382,17
25099,3,14,183385,17
25100,4,14,183384,17
25101,3,15,183387,17
25102,4,15,183386,17
25103,3,16,183389,17
25104,4,16,183388,17
25105,3,0,183391,18
25106,4,0,183390,18
25107,3,1,183393,18
25108,4,1,183392,18
25109,3,2,183395,18
25110,4,2,183394,18
25111,3,3,183397,18
25112,4,3,183396,18
25113,3,4,183399,18
25114,4,4,183398,18
25115,3,5,183401,18
25116,4,5,183400,18
25117,3,6,183403,18
25118,4,6,183402,18
25119,3,7,183405,18
25120,4,7,183404,18
25121,3,8,183407,18
25122,4,8,183406,18
25123,3,9,183409,18
25124,4,9,183408,18
25125,3,10,183411,18
25126,4,10,183410,18
25127,3,11,183413,18
25128,4,11,183412,18
25129,3,12,183415,18
25130,4,12,183414,18
25131,3,13,183417,18
25132,4,13,183416,18
25133,3,14,183419,18
25134,4,14,183418,18
25135,3,15,183421,18
25136,4,15,183420,18
25137,3,16,183423,18
25138,4,16,183422,18
25139,3,0,183425,19
25140,4,0,183424,19
25141,3,1,183427,19
25142,4,1,183426,19
25143,3,2,183429,19
25144,4,2,183428,19
25145,3,3,183431,19
25146,4,3,183430,19
25147,3,4,183433,19
25148,4,4,183432,19
25149,3,5,183435,19
25150,4,5,183434,19
25151,3,6,183437,19
25152,4,6,183436,19
25153,3,7,183439,19
25154,4,7,183438,19
25155,3,8,183441,19
25156,4,8,183440,19
25157,3,9,183443,19
25158,4,9,183442,19
25159,3,10,183445,19
25160,4,10,183444,19
25161,3,11,183447,19
25162,4,11,183446,19
25163,3,12,183449,19
25164,4,12,183448,19
25165,3,13,183451,19
25166,4,13,183450,19
25167,3,14,183453,19
25168,4,14,183452,19
25169,3,15,183455,19
25170,4,15,183454,19
25171,3,16,183457,19
25172,4,16,183456,19
25173,3,0,183459,20
25174,4,0,183458,20
25175,3,1,183461,20
25176,4,1,183460,20
25177,3,2,183463,20
25178,4,2,183462,20
25179,3,3,183465,20
25180,4,3,183464,20
25181,3,4,183467,20
25182,4,4,183466,20
25183,3,5,183469,20
25184,4,5,183468,20
25185,3,6,183471,20
25186,4,6,183470,20
25187,3,7,183473,20
25188,4,7,183472,20
25189,3,8,183475,20
25190,4,8,183474,20
25191,3,9,183477,20
25192,4,9,183476,20
25193,3,10,183479,20
25194,4,10,183478,20
25195,3,11,183481,20
25196,4,11,183480,20
25197,3,12,183483,20
25198,4,12,183482,20
25199,3,13,183485,20
25200,4,13,183484,20
25201,3,14,183487,20
25202,4,14,183486,20
25203,3,15,183489,20
25204,4,15,183488,20
25205,3,16,183491,20
25206,4,16,183490,20
25207,3,0,183493,21
25208,4,0,183492,21
25209,3,1,183495,21
25210,4,1,183494,21
25211,3,2,183497,21
25212,4,2,183496,21
25213,3,3,183499,21
25214,4,3,183498,21
25215,3,4,183501,21
25216,4,4,183500,21
25217,3,5,183503,21
25218,4,5,183502,21
25219,3,6,183505,21
25220,4,6,183504,21
25221,3,7,183507,21
25222,4,7,183506,21
25223,3,8,183509,21
25224,4,8,183508,21
25225,3,9,183511,21
25226,4,9,183510,21
25227,3,10,183513,21
25228,4,10,183512,21
25229,3,11,183515,21
25230,4,11,183514,21
25231,3,12,183517,21
25232,4,12,183516,21
25233,3,13,183519,21
25234,4,13,183518,21
25235,3,14,183521,21
25236,4,14,183520,21
25237,3,15,183523,21
25238,4,15,183522,21
25239,3,16,183525,21
25240,4,16,183524,21
25241,3,0,183527,22
25242,4,0,183526,22
25243,3,1,183529,22
25244,4,1,183528,22
25245,3,2,183531,22
25246,4,2,183530,22
25247,3,3,183533,22
25248,4,3,183532,22
25249,3,4,183535,22
25250,4,4,183534,22
25251,3,5,183537,22
25252,4,5,183536,22
25253,3,6,183539,22
25254,4,6,183538,22
25255,3,7,183541,22
25256,4,7,183540,22
25257,3,8,183543,22
25258,4,8,183542,22
25259,3,9,183545,22
25260,4,9,183544,22
25261,3,10,183547,22
25262,4,10,183546,22
25263,3,11,183549,22
25264,4,11,183548,22
25265,3,12,183551,22
25266,4,12,183550,22
25267,3,13,183553,22
25268,4,13,183552,22
25269,3,14,183555,22
25270,4,14,183554,22
25271,3,15,183557,22
25272,4,15,183556,22
25273,3,16,183559,22
25274,4,16,183558,22
25275,3,0,183561,23
25276,4,0,183560,23
25277,3,1,183563,23
25278,4,1,183562,23
25279,3,2,183565,23
25280,4,2,183564,23
25281,3,3,183567,23
25282,4,3,183566,23
25283,3,4,183569,23
25284,4,4,183568,23
25285,3,5,183571,23
25286,4,5,183570,23
25287,3,6,183573,23
25288,4,6,183572,23
25289,3,7,183575,23
25290,4,7,183574,23
25291,3,8,183577,23
25292,4,8,183576,23
25293,3,9,183579,23
25294,4,9,183578,23
25295,3,10,183581,23
25296,4,10,183580,23
25297,3,11,183583,23
25298,4,11,183582,23
25299,3,12,183585,23
25300,4,12,183584,23
25301,3,13,183587,23
25302,4,13,183586,23
25303,3,14,183589,23
25304,4,14,183588,23
25305,3,15,183591,23
25306,4,15,183590,23
25307,3,16,183593,23
25308,4,16,183592,23
25309,3,0,183595,24
25310,4,0,183594,24
25311,3,1,183597,24
25312,4,1,183596,24
25313,3,2,183599,24
25314,4,2,183598,24
25315,3,3,183601,24
25316,4,3,183600,24
25317,3,4,183603,24
25318,4,4,183602,24
25319,3,5,183605,24
25320,4,5,183604,24
25321,3,6,183607,24
25322,4,6,183606,24
25323,3,7,183609,24
25324,4,7,183608,24
25325,3,8,183611,24
25326,4,8,183610,24
25327,3,9,183613,24
25328,4,9,183612,24
25329,3,10,183615,24
25330,4,10,183614,24
25331,3,11,183617,24
25332,4,11,183616,24
25333,3,12,183619,24
25334,4,12,183618,24
25335,3,13,183621,24
25336,4,13,183620,24
25337,3,14,183623,24
25338,4,14,183622,24
25339,3,15,183625,24
25340,4,15,183624,24
25341,3,16,183627,24
25342,4,16,183626,24
25343,3,0,183629,25
25344,4,0,183628,25
25345,3,1,183631,25
25346,4,1,183630,25
25347,3,2,183633,25
25348,4,2,183632,25
25349,3,3,183635,25
25350,4,3,183634,25
25351,3,4,183637,25
25352,4,4,183636,25
25353,3,5,183639,25
25354,4,5,183638,25
25355,3,6,183641,25
25356,4,6,183640,25
25357,3,7,183643,25
25358,4,7,183642,25
25359,3,8,183645,25
25360,4,8,183644,25
25361,3,9,183647,25
25362,4,9,183646,25
25363,3,10,183649,25
25364,4,10,183648,25
25365,3,11,183651,25
25366,4,11,183650,25
25367,3,12,183653,25
25368,4,12,183652,25
25369,3,13,183655,25
25370,4,13,183654,25
25371,3,14,183657,25
25372,4,14,183656,25
25373,3,15,183659,25
25374,4,15,183658,25
25375,3,16,183661,25
25376,4,16,183660,25
25377,3,0,183663,26
25378,4,0,183662,26
25379,3,1,183665,26
25380,4,1,183664,26
25381,3,2,183667,26
25382,4,2,183666,26
25383,3,3,183669,26
25384,4,3,183668,26
25385,3,4,183671,26
25386,4,4,183670,26
25387,3,5,183673,26
25388,4,5,183672,26
25389,3,6,183675,26
25390,4,6,183674,26
25391,3,7,183677,26
25392,4,7,183676,26
25393,3,8,183679,26
25394,4,8,183678,26
25395,3,9,183681,26
25396,4,9,183680,26
25397,3,10,183683,26
25398,4,10,183682,26
25399,3,11,183685,26
25400,4,11,183684,26
25401,3,12,183687,26
25402,4,12,183686,26
25403,3,13,183689,26
25404,4,13,183688,26
25405,3,14,183691,26
25406,4,14,183690,26
25407,3,15,183693,26
25408,4,15,183692,26
25409,3,16,183695,26
25410,4,16,183694,26
25411,3,0,183697,27
25412,4,0,183696,27
25413,3,1,183699,27
25414,4,1,183698,27
25415,3,2,183701,27
25416,4,2,183700,27
25417,3,3,183703,27
25418,4,3,183702,27
25419,3,4,183705,27
25420,4,4,183704,27
25421,3,5,183707,27
25422,4,5,183706,27
25423,3,6,183709,27
25424,4,6,183708,27
25425,3,7,183711,27
25426,4,7,183710,27
25427,3,8,183713,27
25428,4,8,183712,27
25429,3,9,183715,27
25430,4,9,183714,27
25431,3,10,183717,27
25432,4,10,183716,27
25433,3,11,183719,27
25434,4,11,183718,27
25435,3,12,183721,27
25436,4,12,183720,27
25437,3,13,183723,27
25438,4,13,183722,27
25439,3,14,183725,27
25440,4,14,183724,27
25441,3,15,183727,27
25442,4,15,183726,27
25443,3,16,183729,27
25444,4,16,183728,27
25445,3,0,183731,28
25446,4,0,183730,28
25447,3,1,183733,28
25448,4,1,183732,28
25449,3,2,183735,28
25450,4,2,183734,28
25451,3,3,183737,28
25452,4,3,183736,28
25453,3,4,183739,28
25454,4,4,183738,28
25455,3,5,183741,28
25456,4,5,183740,28
25457,3,6,183743,28
25458,4,6,183742,28
25459,3,7,183745,28
25460,4,7,183744,28
25461,3,8,183747,28
25462,4,8,183746,28
25463,3,9,183749,28
25464,4,9,183748,28
25465,3,10,183751,28
25466,4,10,183750,28
25467,3,11,183753,28
25468,4,11,183752,28
25469,3,12,183755,28
25470,4,12,183754,28
25471,3,13,183757,28
25472,4,13,183756,28
25473,3,14,183759,28
25474,4,14,183758,28
25475,3,15,183761,28
25476,4,15,183760,28
25477,3,16,183763,28
25478,4,16,183762,28
25479,3,0,183765,29
25480,4,0,183764,29
25481,3,1,183767,29
25482,4,1,183766,29
25483,3,2,183769,29
25484,4,2,183768,29
25485,3,3,183771,29
25486,4,3,183770,29
25487,3,4,183773,29
25488,4,4,183772,29
25489,3,5,183775,29
25490,4,5,183774,29
25491,3,6,183777,29
25492,4,6,183776,29
25493,3,7,183779,29
25494,4,7,183778,29
25495,3,8,183781,29
25496,4,8,183780,29
25497,3,9,183783,29
25498,4,9,183782,29
25499,3,10,183785,29
25500,4,10,183784,29
25501,3,11,183787,29
25502,4,11,183786,29
25503,3,12,183789,29
25504,4,12,183788,29
25505,3,13,183791,29
25506,4,13,183790,29
25507,3,14,183793,29
25508,4,14,183792,29
25509,3,15,183795,29
25510,4,15,183794,29
25511,3,16,183797,29
25512,4,16,183796,29
25513,3,0,183799,30
25514,4,0,183798,30
25515,3,1,183801,30
25516,4,1,183800,30
25517,3,2,183803,30
25518,4,2,183802,30
25519,3,3,183805,30
25520,4,3,183804,30
25521,3,4,183807,30
25522,4,4,183806,30
25523,3,5,183809,30
25524,4,5,183808,30
25525,3,6,183811,30
25526,4,6,183810,30
25527,3,7,183813,30
25528,4,7,183812,30
25529,3,8,183815,30
25530,4,8,183814,30
25531,3,9,183817,30
25532,4,9,183816,30
25533,3,10,183819,30
25534,4,10,183818,30
25535,3,11,183821,30
25536,4,11,183820,30
25537,3,12,183823,30
25538,4,12,183822,30
25539,3,13,183825,30
25540,4,13,183824,30
25541,3,14,183827,30
25542,4,14,183826,30
25543,3,15,183829,30
25544,4,15,183828,30
25545,3,16,183831,30
25546,4,16,183830,30
25547,3,0,183833,31
25548,4,0,183832,31
25549,3,1,183835,31
25550,4,1,183834,31
25551,3,2,183837,31
25552,4,2,183836,31
25553,3,3,183839,31
25554,4,3,183838,31
25555,3,4,183841,31
25556,4,4,183840,31
25557,3,5,183843,31
25558,4,5,183842,31
25559,3,6,183845,31
25560,4,6,183844,31
25561,3,7,183847,31
25562,4,7,183846,31
25563,3,8,183849,31
25564,4,8,183848,31
25565,3,9,183851,31
25566,4,9,183850,31
25567,3,10,183853,31
25568,4,10,183852,31
25569,3,11,183855,31
25570,4,11,183854,31
25571,3,12,183857,31
25572,4,12,183856,31
25573,3,13,183859,31
25574,4,13,183858,31
25575,3,14,183861,31
25576,4,14,183860,31
25577,3,15,183863,31
25578,4,15,183862,31
25579,3,16,183865,31
25580,4,16,183864,31
25581,3,0,183867,32
25582,4,0,183866,32
25583,3,1,183869,32
25584,4,1,183868,32
25585,3,2,183871,32
25586,4,2,183870,32
25587,3,3,183873,32
25588,4,3,183872,32
25589,3,4,183875,32
25590,4,4,183874,32
25591,3,5,183877,32
25592,4,5,183876,32
25593,3,6,183879,32
25594,4,6,183878,32
25595,3,7,183881,32
25596,4,7,183880,32
25597,3,8,183883,32
25598,4,8,183882,32
25599,3,9,183885,32
25600,4,9,183884,32
25601,3,10,183887,32
25602,4,10,183886,32
25603,3,11,183889,32
25604,4,11,183888,32
25605,3,12,183891,32
25606,4,12,183890,32
25607,3,13,183893,32
25608,4,13,183892,32
25609,3,14,183895,32
25610,4,14,183894,32
25611,3,15,183897,32
25612,4,15,183896,32
25613,3,16,183899,32
25614,4,16,183898,32
25615,3,0,183901,33
25616,4,0,183900,33
25617,3,1,183903,33
25618,4,1,183902,33
25619,3,2,183905,33
25620,4,2,183904,33
25621,3,3,183907,33
25622,4,3,183906,33
25623,3,4,183909,33
25624,4,4,183908,33
25625,3,5,183911,33
25626,4,5,183910,33
25627,3,6,183913,33
25628,4,6,183912,33
25629,3,7,183915,33
25630,4,7,183914,33
25631,3,8,183917,33
25632,4,8,183916,33
25633,3,9,183919,33
25634,4,9,183918,33
25635,3,10,183921,33
25636,4,10,183920,33
25637,3,11,183923,33
25638,4,11,183922,33
25639,3,12,183925,33
25640,4,12,183924,33
25641,3,13,183927,33
25642,4,13,183926,33
25643,3,14,183929,33
25644,4,14,183928,33
25645,3,15,183931,33
25646,4,15,183930,33
25647,3,16,183933,33
25648,4,16,183932,33
25649,3,0,183935,34
25650,4,0,183934,34
25651,3,1,183937,34
25652,4,1,183936,34
25653,3,2,183939,34
25654,4,2,183938,34
25655,3,3,183941,34
