ID,MapID,Type,SplineType,Red,Green,Blue,Alpha,Flags
22105,870,7,3,0,0,0,0,0
22106,870,7,3,0,0,0,0,0
22107,870,7,3,0,0,0,0,0
22108,870,7,3,0,0,0,0,0
22109,870,7,3,0,0,0,0,0
22110,870,7,3,0,0,0,0,0
22111,860,7,3,0,0,0,0,0
22112,860,7,3,0,0,0,0,0
22113,860,7,3,0,0,0,0,0
22114,860,7,3,0,0,0,0,0
22115,860,7,3,0,0,0,0,0
25848,1655,7,3,255,22,0,255,2
26279,1643,7,3,255,150,0,255,2
26280,1643,7,3,255,136,0,255,2
26283,1643,7,3,255,142,0,255,2
26284,1643,7,3,255,185,0,255,2
26737,1864,7,3,255,255,0,255,2
26738,1864,7,3,255,0,255,255,2
26896,1643,7,3,255,255,0,255,2
26906,1643,7,3,255,255,0,255,2
27136,1643,7,3,255,255,0,255,0
27137,1643,7,3,255,255,0,255,0
27138,1643,7,3,255,255,0,255,2
27968,2070,7,3,255,255,0,255,2
27969,2070,7,3,255,255,0,255,0
27993,2070,7,3,255,255,0,255,2
28000,2070,7,3,255,255,0,255,2
30240,1584,7,3,255,255,0,255,2
36730,2162,7,3,255,255,0,255,2
36735,2162,7,3,255,255,0,255,2
36767,2162,7,3,255,255,0,255,2
36768,2162,7,3,255,255,0,255,2
36769,2162,7,3,255,255,0,255,2
36770,2162,7,3,255,255,0,255,2
36771,2162,7,3,255,255,0,255,2
36772,2162,7,3,255,255,0,255,2
36773,2162,7,3,255,255,0,255,2
36774,2162,7,3,255,255,0,255,2
36775,2162,7,3,255,255,0,255,2
36810,2162,7,3,255,255,0,255,2
36813,2162,7,3,255,255,0,255,2
36814,2162,7,3,255,255,0,255,2
36815,2162,7,3,255,255,0,255,2
36816,2162,7,3,255,255,0,255,2
36817,2162,7,3,255,255,0,255,2
36818,2162,7,3,255,255,0,255,2
36819,2162,7,3,255,255,0,255,2
36820,2162,7,3,255,255,0,255,2
36821,2162,7,3,255,255,0,255,2
36822,2162,7,3,255,255,0,255,2
36823,2162,7,3,255,255,0,255,2
36825,2162,7,3,255,255,0,255,2
36827,2162,7,3,255,255,0,255,2
36830,2162,7,3,255,255,0,255,2
36831,2162,7,3,255,255,0,255,2
37370,2162,7,3,255,255,0,255,2
37371,2162,7,3,255,255,0,255,2
40136,2481,7,3,255,255,0,255,2
40139,2481,7,3,255,255,0,255,2
40140,2481,7,3,255,255,0,255,2
40141,2481,7,3,255,255,0,255,2
40142,2481,7,3,255,255,0,255,2
40143,2481,7,3,255,255,0,255,2
40145,2481,7,3,255,255,0,255,2
40146,2481,7,3,255,255,0,255,2
40147,2481,7,3,255,255,0,255,2
40148,2481,7,3,255,255,0,255,2
40149,2481,7,3,255,255,0,255,2
40176,2481,7,3,255,255,0,255,2
40179,2481,7,3,255,255,0,255,2
40203,2481,7,3,255,255,0,255,2
40279,2509,7,3,255,255,0,255,2
40280,2509,7,3,255,255,0,255,2
40281,2509,7,3,255,255,0,255,2
40282,2509,7,3,255,255,0,255,2
40283,2509,7,3,255,255,0,255,2
40287,2509,7,3,255,255,0,255,2
40288,2509,7,3,255,255,0,255,2
40289,2509,7,3,255,255,0,255,2
40290,2509,7,3,255,255,0,255,2
40291,2509,7,3,255,255,0,255,2
40292,2509,7,3,255,255,0,255,2
40293,2509,7,3,255,255,0,255,2
40294,2509,7,3,255,255,0,255,2
40295,2509,7,3,255,255,0,255,2
40297,2509,7,3,255,255,0,255,2
40298,2509,7,3,255,255,0,255,2
40299,2509,7,3,255,255,0,255,2
40300,2509,7,3,255,255,0,255,2
40301,2509,7,3,255,255,0,255,2
40302,2509,7,3,255,255,0,255,2
40303,2509,7,3,255,255,0,255,2
50226,2549,7,3,255,255,0,255,2
50239,2549,7,3,255,255,0,255,2
50240,2549,7,3,255,255,0,255,2
50241,2549,7,3,255,255,0,255,0
50242,2549,7,3,255,255,0,255,2
