ID,ChrRaceID,Gender,InventoryType,Variation,UiCameraID
107,22,0,9,0,315
108,22,0,10,0,316
109,22,0,6,0,317
110,22,0,7,0,318
111,22,0,8,0,319
112,22,1,1,0,320
113,22,1,3,0,321
114,22,1,16,0,322
115,22,1,5,0,324
116,22,1,4,0,324
117,22,1,19,0,325
118,22,1,9,0,326
119,22,1,10,0,327
120,22,1,6,0,328
121,22,1,7,0,329
122,22,1,8,0,330
123,11,0,1,0,331
124,11,0,3,0,332
125,11,0,16,0,333
126,11,0,5,0,677
127,11,0,4,0,335
128,11,0,19,0,336
129,11,0,9,0,337
130,11,0,10,0,338
131,11,0,6,0,339
132,11,0,7,0,340
133,11,0,8,0,341
134,11,1,1,0,342
135,11,1,3,0,343
136,11,1,16,0,345
137,11,1,5,0,348
138,11,1,4,0,348
139,11,1,19,0,349
140,11,1,9,0,350
141,11,1,10,0,352
142,11,1,6,0,355
143,11,1,7,0,356
144,11,1,8,0,358
145,3,0,1,0,363
146,3,0,3,0,364
147,3,0,16,0,365
148,3,0,5,0,367
149,3,0,4,0,367
150,3,0,19,0,368
151,3,0,9,0,369
152,3,0,10,0,370
153,3,0,6,0,371
154,3,0,7,0,372
155,3,0,8,0,373
156,3,1,1,0,374
157,3,1,3,0,375
158,3,1,16,0,376
159,3,1,5,0,378
160,3,1,4,0,378
161,3,1,19,0,379
162,3,1,9,0,380
163,3,1,10,0,381
164,3,1,6,0,382
165,3,1,7,0,383
166,3,1,8,0,384
167,7,0,1,0,385
168,7,0,3,0,386
169,7,0,16,0,387
170,7,0,5,0,390
171,7,0,4,0,390
172,7,0,19,0,393
173,7,0,9,0,394
174,7,0,10,0,395
175,7,0,6,0,396
176,7,0,7,0,397
177,7,0,8,0,398
178,7,1,1,0,399
179,7,1,3,0,400
180,7,1,16,0,401
181,7,1,5,0,403
182,7,1,4,0,403
183,7,1,19,0,404
184,7,1,9,0,405
185,7,1,10,0,406
186,7,1,6,0,407
187,7,1,7,0,408
188,7,1,8,0,409
189,4,0,1,0,410
190,4,0,3,0,411
191,4,0,16,0,412
192,4,0,5,0,414
193,4,0,4,0,414
194,4,0,19,0,415
195,4,0,9,0,416
196,4,0,10,0,417
197,4,0,6,0,418
198,4,0,7,0,419
199,4,0,8,0,420
200,4,1,1,0,421
201,4,1,3,0,422
202,4,1,16,0,423
203,4,1,5,0,425
204,4,1,4,0,425
205,4,1,19,0,426
206,4,1,9,0,427
207,4,1,10,0,428
208,4,1,6,0,429
209,4,1,7,0,430
210,4,1,8,0,431
211,9,0,1,0,432
212,9,0,3,0,433
213,9,0,16,0,434
214,9,0,5,0,436
215,9,0,4,0,436
216,9,0,19,0,437
217,9,0,9,0,438
218,9,0,10,0,439
219,9,0,6,0,440
220,9,0,7,0,441
221,9,0,8,0,442
222,9,1,1,0,443
223,9,1,3,0,444
224,9,1,16,0,445
225,9,1,5,0,447
226,9,1,4,0,447
227,9,1,19,0,448
228,9,1,9,0,449
229,9,1,10,0,450
230,9,1,6,0,451
231,9,1,7,0,452
232,9,1,8,0,453
233,10,0,1,0,454
234,10,0,3,0,455
235,10,0,16,0,456
236,10,0,5,0,458
237,10,0,4,0,458
238,10,0,19,0,459
239,10,0,9,0,460
240,10,0,10,0,461
241,10,0,6,0,462
242,10,0,7,0,463
243,10,0,8,0,464
244,10,1,1,0,465
245,10,1,3,0,466
246,10,1,16,0,467
247,10,1,5,0,469
248,10,1,4,0,469
249,10,1,19,0,470
250,10,1,9,0,471
251,10,1,10,0,472
252,10,1,6,0,473
253,10,1,7,0,474
254,10,1,8,0,475
255,2,0,1,0,476
256,2,0,3,0,477
257,2,0,16,0,478
258,2,0,5,0,480
259,2,0,4,0,480
260,2,0,19,0,481
261,2,0,9,0,482
262,2,0,10,0,483
263,2,0,6,0,484
264,2,0,7,0,485
265,2,0,8,0,486
266,2,1,1,0,487
267,2,1,3,0,488
268,2,1,16,0,489
269,2,1,5,0,491
270,2,1,4,0,491
271,2,1,19,0,492
272,2,1,9,0,493
273,2,1,10,0,494
274,2,1,6,0,495
275,2,1,7,0,496
276,2,1,8,0,497
277,6,0,1,0,498
278,6,0,3,0,499
279,6,0,16,0,500
280,6,0,5,0,502
281,6,0,4,0,502
282,6,0,19,0,503
283,6,0,9,0,504
284,6,0,10,0,505
285,6,0,6,0,506
286,6,0,7,0,507
287,6,0,8,0,508
288,6,1,1,0,509
289,6,1,3,0,510
290,6,1,16,0,511
291,6,1,5,0,513
292,6,1,4,0,513
293,6,1,19,0,514
294,6,1,9,0,515
295,6,1,10,0,516
296,6,1,6,0,517
297,6,1,7,0,518
298,6,1,8,0,519
299,8,0,1,0,520
300,8,0,3,0,521
301,8,0,16,0,522
302,8,0,5,0,689
303,8,0,4,0,524
304,8,0,19,0,525
305,8,0,9,0,526
306,8,0,10,0,527
307,8,0,6,0,528
308,8,0,7,0,529
309,8,0,8,0,530
310,8,1,1,0,531
311,8,1,3,0,532
312,8,1,16,0,533
313,8,1,5,0,535
314,8,1,4,0,535
315,8,1,19,0,536
316,8,1,9,0,537
317,8,1,10,0,538
318,8,1,6,0,539
319,8,1,7,0,540
320,8,1,8,0,541
321,5,0,1,0,542
322,5,0,3,0,543
323,5,0,16,0,544
324,5,0,5,0,690
325,5,0,4,0,546
326,5,0,19,0,547
327,5,0,9,0,548
328,5,0,10,0,549
329,5,0,6,0,550
330,5,0,7,0,551
331,5,0,8,0,552
332,5,1,1,0,553
333,5,1,3,0,554
334,5,1,16,0,555
335,5,1,5,0,557
336,5,1,4,0,557
337,5,1,19,0,558
338,5,1,9,0,559
339,5,1,10,0,560
340,5,1,6,0,561
341,5,1,7,0,562
342,5,1,8,0,563
352,1,0,20,0,225
353,1,1,20,0,277
354,24,0,20,0,288
355,24,1,20,0,301
356,26,0,20,0,288
357,26,1,20,0,301
358,25,0,20,0,288
359,25,1,20,0,301
360,22,0,20,0,312
361,22,1,20,0,323
362,11,0,20,0,334
363,11,1,20,0,347
364,3,0,20,0,366
365,3,1,20,0,377
366,7,0,20,0,389
367,7,1,20,0,402
368,4,0,20,0,413
369,4,1,20,0,424
370,9,0,20,0,435
371,9,1,20,0,446
372,10,0,20,0,457
373,10,1,20,0,468
374,2,0,20,0,479
375,2,1,20,0,490
376,6,0,20,0,501
377,6,1,20,0,512
378,8,0,20,0,523
379,8,1,20,0,534
380,5,0,20,0,545
381,5,1,20,0,556
382,23,0,1,0,236
383,23,0,3,0,221
384,23,0,16,0,235
385,23,0,5,0,674
386,23,0,20,0,225
387,23,0,4,0,229
388,23,0,19,0,230
389,23,0,10,0,226
390,23,0,6,0,234
391,23,0,9,0,237
392,23,0,7,0,228
393,23,0,8,0,227
394,23,1,1,0,274
395,23,1,3,0,275
396,23,1,16,0,276
397,23,1,5,0,278
398,23,1,4,0,278
399,23,1,20,0,277
400,23,1,19,0,279
401,23,1,9,0,280
402,23,1,10,0,281
403,23,1,6,0,282
404,23,1,7,0,283
405,23,1,8,0,284
410,1,0,3,1,723
411,1,1,3,1,724
412,2,0,3,1,740
413,2,1,3,1,741
414,3,0,3,1,731
415,3,1,3,1,809
416,4,0,3,1,734
417,4,1,3,1,735
418,5,0,3,1,746
419,5,1,3,1,747
420,6,0,3,1,742
421,6,1,3,1,743
422,7,0,3,1,732
423,7,1,3,1,733
424,8,0,3,1,744
425,8,1,3,1,745
426,9,0,3,1,736
427,9,1,3,1,737
428,10,0,3,1,738
429,10,1,3,1,739
430,11,0,3,1,729
431,11,1,3,1,730
432,22,0,3,1,727
433,22,1,3,1,728
434,23,0,3,1,723
435,23,1,3,1,724
436,24,0,3,1,725
437,25,0,3,1,725
438,26,0,3,1,725
439,24,1,3,1,726
440,25,1,3,1,726
441,26,1,3,1,726
444,1,0,0,0,996
445,1,0,0,0,995
446,1,1,0,0,1022
447,10,0,0,0,1024
448,10,1,0,0,1023
449,11,0,0,0,1026
450,11,1,0,0,1025
451,3,0,0,0,1028
452,3,1,0,0,1027
453,7,0,0,0,1030
454,7,1,0,0,1029
455,9,0,0,0,1032
456,9,1,0,0,1031
457,4,0,0,0,1034
458,4,1,0,0,1033
459,2,0,0,0,1036
460,2,1,0,0,1035
461,24,0,0,0,1038
462,25,0,0,0,1038
463,26,0,0,0,1038
464,24,1,0,0,1037
465,25,1,0,0,1037
466,26,1,0,0,1037
469,8,0,0,0,1042
470,8,1,0,0,1041
471,5,0,0,0,1044
472,5,1,0,0,1043
473,22,0,0,0,1046
474,22,1,0,0,1045
475,23,0,0,0,996
476,23,1,0,0,1022
477,1,1,0,0,997
478,10,0,0,0,998
479,10,1,0,0,999
480,11,0,0,0,1001
481,11,1,0,0,1000
482,3,0,0,0,1003
483,3,1,0,0,1002
484,7,0,0,0,1005
485,7,1,0,0,1004
486,9,0,0,0,1007
487,9,1,0,0,1006
488,4,0,0,0,1009
489,4,1,0,0,1008
490,2,0,0,0,1011
491,2,1,0,0,1010
492,24,0,0,0,1013
493,25,0,0,0,1013
494,26,0,0,0,1013
495,24,1,0,0,1012
496,25,1,0,0,1012
497,26,1,0,0,1012
498,6,0,0,0,1015
499,6,1,0,0,1014
500,8,0,0,0,1017
501,8,1,0,0,1016
502,5,0,0,0,1019
503,5,1,0,0,1018
504,22,0,0,0,1021
505,22,1,0,0,1020
506,23,0,0,0,995
507,23,1,0,0,997
510,28,0,0,0,1015
511,28,1,0,0,1014
512,29,0,0,0,998
513,29,1,0,0,999
514,30,0,0,0,1001
515,30,1,0,0,1000
516,30,0,1,0,331
517,30,0,3,0,332
518,30,0,16,0,333
519,30,0,5,0,677
520,30,0,4,0,335
521,30,0,19,0,336
522,30,0,9,0,337
523,30,0,10,0,338
524,30,0,6,0,339
525,30,0,7,0,340
526,30,0,8,0,341
527,30,0,20,0,334
528,30,0,3,1,729
529,30,1,1,0,342
530,30,1,3,0,343
531,30,1,3,1,730
532,30,1,16,0,345
533,30,1,5,0,348
534,30,1,4,0,348
535,30,1,19,0,349
536,30,1,9,0,350
537,30,1,10,0,352
538,30,1,6,0,355
539,30,1,7,0,356
540,30,1,8,0,358
541,30,1,20,0,347
542,28,0,1,0,498
543,28,0,3,0,499
544,28,0,3,1,742
545,28,0,16,0,500
546,28,0,5,0,502
547,28,0,4,0,502
548,28,0,19,0,503
549,28,0,9,0,504
550,28,0,10,0,505
551,28,0,6,0,506
552,28,0,7,0,507
553,28,0,8,0,508
554,28,0,20,0,501
555,28,1,1,0,509
556,28,1,3,0,510
557,28,1,3,1,743
558,28,1,16,0,511
559,28,1,5,0,513
560,28,1,4,0,513
561,28,1,19,0,514
562,28,1,9,0,515
563,28,1,10,0,516
564,28,1,6,0,517
565,28,1,7,0,518
566,28,1,20,0,512
567,30,1,0,0,1025
568,30,0,0,0,1026
569,29,1,0,0,1023
570,29,0,0,0,1024
571,28,1,0,0,1039
572,28,0,0,0,1040
573,27,1,0,0,1112
574,27,0,0,0,1034
575,27,0,1,0,1090
576,27,0,3,0,411
577,27,0,3,1,734
578,27,0,16,0,412
579,27,0,5,0,1092
580,27,0,4,0,1092
581,27,0,19,0,415
582,27,0,9,0,416
583,27,0,10,0,417
584,27,0,6,0,418
585,27,0,7,0,419
586,27,0,8,0,1095
587,27,0,20,0,1091
588,27,1,1,0,1096
589,27,1,3,0,1097
590,27,1,3,1,1098
591,27,1,16,0,1099
592,27,1,5,0,1100
593,27,1,4,0,1100
594,27,1,19,0,1101
595,27,1,9,0,1102
596,27,1,10,0,1103
597,27,1,6,0,1104
598,27,1,7,0,1105
599,27,1,8,0,1106
600,27,1,20,0,1107
601,29,0,1,0,454
602,29,0,3,0,455
603,29,0,3,1,738
604,29,0,16,0,456
605,29,0,5,0,458
606,29,0,4,0,458
607,29,0,19,0,459
608,29,0,9,0,460
609,29,0,10,0,461
611,29,0,6,0,462
612,29,0,7,0,463
613,29,0,8,0,464
614,29,0,20,0,457
615,29,1,1,0,465
616,29,1,3,0,466
617,29,1,3,1,739
618,29,1,16,0,467
619,29,1,5,0,469
620,29,1,4,0,469
621,29,1,19,0,470
622,29,1,9,0,471
623,29,1,10,0,472
624,29,1,6,0,473
625,29,1,7,0,474
626,29,1,8,0,475
627,29,1,20,0,468
628,27,0,0,0,1009
629,27,1,0,0,1008
630,28,1,8,0,519
631,6,1,0,0,1039
632,6,0,0,0,1040
633,36,0,1,0,1359
634,36,0,3,0,1360
635,36,0,3,1,740
636,36,0,16,0,1361
637,36,0,5,0,1363
638,36,0,4,0,1363
639,36,0,19,0,1364
640,36,0,9,0,1365
641,36,0,10,0,1366
642,36,0,6,0,1367
643,36,0,7,0,1368
644,36,0,8,0,1369
645,36,0,20,0,1362
646,36,0,0,0,1036
647,36,0,0,0,1011
648,36,1,1,0,487
649,36,1,3,0,488
650,36,1,3,1,741
651,36,1,16,0,489
652,36,1,5,0,491
653,36,1,4,0,491
654,36,1,19,0,492
655,36,1,9,0,493
656,36,1,10,0,494
657,36,1,6,0,495
658,36,1,7,0,496
659,36,1,8,0,497
660,36,1,20,0,490
661,36,1,0,0,1010
662,36,1,0,0,1035
663,34,0,1,0,363
664,34,0,3,0,364
665,34,0,3,1,731
666,34,0,16,0,365
667,34,0,5,0,367
668,34,0,4,0,367
669,34,0,19,0,368
670,34,0,9,0,369
671,34,0,10,0,370
672,34,0,6,0,371
673,34,0,7,0,372
674,34,0,8,0,373
675,34,0,20,0,366
676,34,0,0,0,1028
677,34,0,0,0,1003
678,34,1,1,0,374
679,34,1,3,1,809
680,34,1,3,0,375
681,34,1,16,0,376
682,34,1,5,0,378
683,34,1,4,0,378
684,34,1,19,0,379
685,34,1,9,0,380
686,34,1,10,0,381
687,34,1,6,0,382
688,34,1,7,0,383
689,34,1,8,0,384
690,34,1,20,0,377
691,34,1,0,0,1027
692,34,1,0,0,1002
793,32,0,1,0,1383
794,32,0,16,0,1393
795,32,0,9,0,1396
796,32,0,0,0,1386
797,32,0,7,0,1399
798,32,0,4,0,1394
799,32,0,6,0,1398
800,32,0,8,0,1400
801,32,0,5,0,1394
802,32,0,0,0,1385
803,32,0,20,0,1401
804,32,0,19,0,1395
805,32,0,3,1,1402
806,32,0,3,0,1384
807,32,0,10,0,1397
808,32,1,1,0,1403
809,32,1,9,0,1409
810,32,1,8,0,1413
811,32,1,3,0,1404
812,32,1,4,0,1407
813,32,1,5,0,1407
814,32,1,10,0,1410
815,32,1,20,0,1414
816,32,1,0,0,1388
817,32,1,6,0,1411
818,32,1,7,0,1412
819,32,1,16,0,1406
820,32,1,0,0,1387
821,32,1,19,0,1408
822,32,1,3,1,1405
823,31,0,3,0,1416
824,31,0,10,0,1422
825,31,0,3,1,1417
826,31,0,8,0,1425
827,31,0,0,0,1390
828,31,0,4,0,1419
829,31,0,5,0,1419
830,31,0,1,0,1415
831,31,0,16,0,1418
832,31,0,19,0,1420
833,31,0,6,0,1423
834,31,0,7,0,1424
835,31,0,0,0,1389
836,31,0,20,0,1426
837,31,0,9,0,1421
838,31,1,16,0,1430
839,31,1,5,0,1431
840,31,1,19,0,1432
841,31,1,8,0,1437
842,31,1,0,0,1392
843,31,1,20,0,1438
844,31,1,3,1,1429
845,31,1,4,0,1431
846,31,1,9,0,1433
847,31,1,0,0,1391
848,31,1,3,0,1428
849,31,1,6,0,1435
850,31,1,1,0,1427
851,31,1,10,0,1434
852,31,1,7,0,1436
853,37,0,1,0,385
854,37,0,3,0,386
855,37,0,16,0,387
856,37,0,5,0,390
857,37,0,4,0,390
858,37,0,19,0,393
859,37,0,9,0,394
860,37,0,10,0,1533
861,37,0,6,0,396
862,37,0,7,0,397
863,37,0,8,0,398
864,37,0,20,0,389
865,37,0,3,1,732
866,37,0,0,0,1030
867,37,0,0,0,1005
868,37,1,20,0,402
869,37,1,3,0,400
870,37,1,9,0,405
871,37,1,10,0,1534
872,37,1,6,0,407
873,37,1,19,0,404
874,37,1,5,0,403
875,37,1,4,0,403
876,37,1,16,0,401
877,37,1,7,0,408
878,37,1,8,0,409
879,37,1,3,1,733
880,37,1,0,0,1029
881,37,1,1,0,399
882,37,1,0,0,1004
883,35,0,19,0,1468
884,35,0,0,0,1007
885,35,0,1,0,1463
886,35,0,3,1,1465
887,35,0,10,0,1470
888,35,0,20,0,435
889,35,0,7,0,1472
890,35,0,4,0,1467
891,35,0,0,0,1032
892,35,0,8,0,1473
893,35,0,6,0,1471
894,35,0,5,0,1467
895,35,0,3,0,1464
896,35,0,9,0,1469
897,35,0,16,0,1466
898,35,1,16,0,1477
899,35,1,20,0,1485
900,35,1,19,0,1479
901,35,1,0,0,1031
902,35,1,7,0,1483
903,35,1,8,0,1484
904,35,1,9,0,1480
905,35,1,3,1,1476
906,35,1,3,0,1475
907,35,1,0,0,1006
908,35,1,10,0,1481
909,35,1,4,0,1478
910,35,1,5,0,1478
911,35,1,1,0,1474
912,35,1,6,0,1482
913,10,1,16,1,1490
914,1,0,16,1,1503
915,1,1,16,1,1502
916,24,0,16,1,1516
917,25,0,16,1,1516
918,26,0,16,1,1516
919,24,1,16,1,1515
920,25,1,16,1,1515
921,26,1,16,1,1515
922,22,0,16,1,1528
923,22,1,16,1,1527
924,11,0,16,1,1493
925,11,1,16,1,1492
926,3,0,16,1,1495
927,3,1,16,1,1494
928,7,0,16,1,1497
929,7,1,16,1,1496
930,4,0,16,1,1512
931,4,1,16,1,1511
932,9,0,16,1,1499
933,9,1,16,1,1498
934,10,0,16,1,1491
935,2,0,16,1,1514
936,2,1,16,1,1513
937,6,0,16,1,1518
938,6,1,16,1,1517
939,8,0,16,1,1520
940,8,1,16,1,1519
941,5,0,16,1,1522
942,5,1,16,1,1521
943,23,0,16,1,1503
944,23,1,16,1,1502
945,30,0,16,1,1507
946,30,1,16,1,1492
947,28,0,16,1,1518
948,28,1,16,1,1517
949,27,0,16,1,1510
950,27,1,16,1,1509
951,29,0,16,1,1524
952,29,1,16,1,1523
953,36,0,16,1,1508
954,36,1,16,1,1513
955,34,0,16,1,1495
956,34,1,16,1,1494
957,32,0,16,1,1505
958,32,1,16,1,1504
959,31,0,16,1,1530
960,31,1,16,1,1529
961,37,0,16,1,1497
962,37,1,16,1,1496
963,35,0,16,1,1526
964,35,1,16,1,1525
965,52,0,20,0,1698
966,52,0,16,1,1706
967,52,0,6,0,1700
968,52,0,7,0,1701
969,52,0,1,0,1702
970,52,0,5,0,1709
971,52,0,3,1,1703
972,52,0,3,0,1704
973,52,0,8,0,1705
974,52,0,16,0,1706
975,52,0,19,0,1707
976,52,0,10,0,1708
977,52,0,4,0,1709
978,52,0,0,0,1710
979,52,0,9,0,1711
980,52,0,0,0,1712
981,70,0,0,0,1712
982,70,0,9,0,1711
983,70,0,0,0,1710
984,70,0,10,0,1708
985,70,0,19,0,1707
986,70,0,4,0,1709
987,70,0,16,0,1706
988,70,0,8,0,1705
989,70,0,3,0,1704
990,70,0,3,1,1703
991,70,0,5,0,1709
992,70,0,1,0,1702
993,70,0,7,0,1701
994,70,0,6,0,1700
995,70,0,16,1,1706
996,70,0,20,0,1698
997,75,0,16,1,1491
998,75,0,0,0,998
999,75,0,0,0,1024
1000,75,0,3,1,738
1001,75,0,20,0,457
1002,75,0,8,0,464
1003,75,0,7,0,463
1004,75,0,6,0,462
1005,75,0,10,0,461
1006,75,0,9,0,460
1007,75,0,19,0,1715
1008,75,0,4,0,458
1009,75,0,5,0,458
1010,75,0,16,0,1714
1011,75,0,3,0,455
1012,75,0,1,0,1713
1013,76,0,1,0,1713
1014,76,0,3,0,455
1015,76,0,16,0,1714
1016,76,0,5,0,458
1017,76,0,4,0,458
1018,76,0,19,0,1715
1019,76,0,9,0,460
1020,76,0,10,0,461
1021,76,0,6,0,462
1022,76,0,7,0,463
1023,76,0,8,0,464
1024,76,0,20,0,457
1025,76,0,3,1,738
1026,76,0,0,0,1024
1027,76,0,0,0,998
1028,76,0,16,1,1491
1029,76,1,16,1,1502
1030,76,1,0,0,997
1031,76,1,0,0,1022
1032,76,1,3,1,724
1033,76,1,20,0,277
1034,76,1,8,0,284
1035,76,1,7,0,283
1036,76,1,6,0,282
1037,76,1,10,0,281
1038,76,1,9,0,280
1039,76,1,19,0,279
1040,76,1,4,0,278
1041,76,1,5,0,278
1042,76,1,16,0,276
1043,76,1,3,0,275
1044,76,1,1,0,274
1045,75,1,1,0,274
1046,75,1,3,0,275
1047,75,1,16,0,276
1048,75,1,5,0,278
1049,75,1,4,0,278
1050,75,1,19,0,279
1051,75,1,9,0,280
1052,75,1,10,0,281
1053,75,1,6,0,282
1054,75,1,7,0,283
1055,75,1,8,0,284
1056,75,1,20,0,277
1057,75,1,3,1,724
1058,75,1,0,0,1022
1059,75,1,0,0,997
1060,75,1,16,1,1502
1061,52,1,0,0,1712
1062,52,1,9,0,1711
1063,52,1,0,0,1710
1064,52,1,4,0,1709
1065,52,1,10,0,1708
1066,52,1,19,0,1707
1067,52,1,16,0,1706
1068,52,1,8,0,1705
1069,52,1,3,0,1704
1070,52,1,3,1,1703
1071,52,1,5,0,1709
1072,52,1,1,0,1702
1073,52,1,7,0,1701
1074,52,1,6,0,1700
1075,52,1,16,1,1706
1076,52,1,20,0,1698
1077,70,1,20,0,1698
1078,70,1,16,1,1706
1079,70,1,6,0,1700
1080,70,1,7,0,1701
1081,70,1,1,0,1702
1082,70,1,5,0,1709
1083,70,1,3,1,1703
1084,70,1,3,0,1704
1085,70,1,8,0,1705
1086,70,1,16,0,1706
1087,70,1,4,0,1709
1088,70,1,19,0,1707
1089,70,1,10,0,1708
1090,70,1,0,0,1710
1091,70,1,9,0,1711
1092,70,1,0,0,1712
1096,10,1,9,1,1755
1097,10,0,9,1,1756
1098,34,1,9,1,1760
1099,34,0,9,1,1761
1100,52,1,9,1,1757
1101,52,0,9,1,1757
1102,70,0,9,1,1757
1103,70,1,9,1,1757
1104,11,0,9,1,1759
1105,11,1,9,1,1758
1106,75,1,9,1,1768
1107,75,0,9,1,1756
1108,76,1,9,1,1768
1109,76,0,9,1,1756
1110,3,1,9,1,1760
1111,3,0,9,1,1761
1112,23,1,9,1,1768
1113,23,0,9,1,1769
1114,7,0,9,1,1763
1115,7,1,9,1,1762
1116,9,0,9,1,1765
1117,9,1,9,1,1764
1118,28,0,9,1,1784
1119,28,1,9,1,1783
1120,1,1,9,1,1768
1121,1,0,9,1,1769
1122,32,1,9,1,1770
1123,32,0,9,1,1771
1124,30,0,9,1,1759
1125,30,1,9,1,1758
1126,36,1,9,1,1779
1127,36,0,9,1,1774
1128,37,0,9,1,1763
1129,37,1,9,1,1762
1130,4,1,9,1,1777
1131,4,0,9,1,1778
1132,27,1,9,1,1775
1133,27,0,9,1,1778
1134,2,1,9,1,1779
1135,2,0,9,1,1780
1136,25,1,9,1,1781
1137,25,0,9,1,1782
1138,26,0,9,1,1782
1139,26,1,9,1,1781
1140,24,1,9,1,1781
1141,24,0,9,1,1782
1142,6,0,9,1,1784
1143,6,1,9,1,1783
1144,8,1,9,1,1785
1145,8,0,9,1,1786
1146,5,0,9,1,1788
1147,5,1,9,1,1787
1148,29,0,9,1,1756
1149,29,1,9,1,1755
1150,35,1,9,1,1791
1151,35,0,9,1,1792
1152,22,1,9,1,1793
1153,22,0,9,1,1794
1154,31,0,9,1,1796
1155,31,1,9,1,1795
1156,85,0,0,0,1840
1157,85,0,7,0,1838
1158,85,0,3,1,1831
1159,85,0,0,0,1003
1160,85,0,10,0,1837
1161,85,0,8,0,1839
1162,85,0,16,1,1832
1163,85,0,16,0,365
1164,85,0,5,0,1833
1165,85,0,4,0,1833
1166,85,0,6,0,371
1167,85,0,20,0,366
1168,85,0,9,0,1835
1169,85,0,9,1,1836
1170,85,0,1,0,1829
1171,85,0,3,0,1830
1172,85,0,19,0,1834
1173,84,0,0,0,1840
1174,84,0,7,0,1838
1175,84,0,3,1,1831
1176,84,0,0,0,1003
1177,84,0,10,0,1837
1178,84,0,8,0,1839
1179,84,0,16,1,1832
1180,84,0,16,0,365
1181,84,0,5,0,1833
1182,84,0,4,0,1833
1183,84,0,6,0,371
1184,84,0,20,0,366
1185,84,0,9,0,1835
1186,84,0,9,1,1836
1187,84,0,1,0,1829
1188,84,0,3,0,1830
1189,84,0,19,0,1834
1190,85,1,20,0,377
1191,85,1,9,0,1825
1192,85,1,3,1,1822
1193,85,1,3,0,1821
1194,85,1,5,0,1823
1195,85,1,19,0,1824
1196,85,1,10,0,1826
1197,85,1,4,0,1823
1198,85,1,7,0,1828
1199,85,1,0,0,1002
1200,85,1,9,1,1760
1201,85,1,16,1,1827
1202,85,1,16,0,376
1203,85,1,6,0,382
1204,85,1,0,0,1027
1205,85,1,8,0,384
1206,85,1,1,0,1820
1207,84,1,20,0,377
1208,84,1,9,0,380
1209,84,1,3,1,1822
1210,84,1,3,0,1821
1211,84,1,5,0,1823
1212,84,1,19,0,1824
1213,84,1,10,0,1826
1214,84,1,4,0,1823
1215,84,1,7,0,1828
1216,84,1,0,0,1002
1217,84,1,9,1,1825
1218,84,1,16,1,1827
1219,84,1,16,0,376
1220,84,1,6,0,382
1221,84,1,0,0,1027
1222,84,1,8,0,384
1223,84,1,1,0,1820
