ID,ItemID,AzeriteTierUnlockSetID,AzeritePowerSetID
987,164811,144,871
988,164812,145,791
989,164813,145,863
990,164814,145,839
991,164815,145,815
992,164824,144,799
993,164825,144,847
994,164826,144,823
995,164831,143,831
996,164832,143,879
997,164833,143,807
998,164834,143,855
999,164843,145,796
1000,164846,144,804
1001,164848,143,812
1002,164851,145,820
1003,164854,144,828
1004,164856,143,836
1005,164859,145,844
1006,164862,144,852
1007,164864,143,860
1008,164867,144,876
1009,164868,145,868
1010,164872,143,884
1011,164875,144,872
1012,164876,145,792
1013,164877,145,864
1014,164878,145,840
1015,164879,145,816
1016,164888,144,800
1017,164889,144,848
1018,164890,144,824
1019,164895,143,832
1020,164896,143,880
1021,164897,143,808
1022,164898,143,856
1023,165061,145,795
1024,165064,144,803
1025,165066,143,811
1026,165069,145,819
1027,165072,144,827
1028,165074,143,835
1029,165077,145,843
1030,165080,144,851
1031,165082,143,859
1032,165085,144,875
1033,165086,145,867
1034,165090,143,883
1035,165093,144,871
1036,165094,145,791
1037,165095,145,863
1038,165096,145,839
1039,165097,145,815
1040,165106,144,799
1041,165107,144,847
1042,165108,144,823
1043,165113,143,831
1044,165114,143,879
1045,165115,143,807
1046,165116,143,855
1072,165435,177,723
1073,165437,179,727
1074,165440,178,755
1075,165443,177,759
1076,165445,179,763
1077,165448,178,767
1078,165451,177,771
1079,165453,179,775
1080,165456,178,779
1081,165459,177,783
1082,165460,178,719
1083,165462,179,787
1084,165467,177,724
1085,165469,179,728
1086,165472,178,756
1087,165475,177,760
1088,165477,179,764
1089,165480,178,768
1090,165483,177,772
1091,165485,179,776
1092,165488,178,780
1093,165491,177,784
1094,165492,178,720
1095,165494,179,788
1137,165885,254,306
1138,165886,254,349
1139,165887,254,350
1140,165888,254,351
1141,165890,257,306
1142,165891,257,349
1143,165892,257,350
1144,165893,257,351
1145,165895,258,306
1146,165896,258,349
1147,165897,258,350
1148,165898,258,351
1152,166239,10,679
1153,166400,159,680
1154,166401,159,681
1155,166402,159,682
1156,166403,159,683
1157,166404,159,684
1158,166406,159,685
1159,166407,160,685
1160,166408,160,683
1161,166409,160,684
1162,166410,160,682
1163,166411,160,680
1164,166412,160,681
1165,166551,179,790
1166,166552,179,778
1167,166553,179,766
1168,166554,179,730
1169,166555,179,789
1170,166556,179,777
1171,166557,179,765
1172,166558,179,729
1173,166561,177,786
1174,166562,177,774
1175,166563,177,762
1176,166564,177,726
1177,166565,177,785
1178,166566,177,773
1179,166571,177,761
1180,166572,177,725
1181,166573,178,722
1182,166574,178,782
1183,166575,178,770
1184,166576,178,758
1185,166577,178,721
1186,166578,178,781
1187,166579,178,769
1188,166580,178,757
1189,166590,144,805
1190,166591,144,829
1191,166592,144,853
1192,166593,144,877
1193,166594,144,873
1194,166595,144,801
1195,166596,144,849
1196,166597,144,825
1197,166598,144,806
1198,166599,144,830
1199,166600,144,854
1200,166601,144,878
1201,166602,144,874
1202,166603,144,802
1203,166604,144,850
1204,166605,144,826
1205,166606,144,337
1206,166607,144,325
1207,166608,144,313
1208,166609,144,253
1209,166610,144,307
1210,166611,144,343
1211,166612,144,319
1212,166613,144,331
1213,166614,145,797
1214,166615,145,821
1215,166616,145,845
1216,166617,145,869
1217,166618,145,793
1218,166619,145,865
1219,166620,145,841
1220,166621,145,817
1221,166622,145,798
1222,166623,145,822
1223,166624,145,846
1224,166625,145,870
1225,166626,145,794
1226,166627,145,866
1227,166628,145,842
1228,166629,145,818
1229,166630,145,341
1230,166631,145,329
1231,166632,145,317
1232,166633,145,257
1233,166634,145,347
1234,166635,145,311
1235,166636,145,323
1236,166637,145,335
1237,166638,143,813
1238,166639,143,837
1239,166640,143,861
1240,166641,143,885
1241,166642,143,833
1242,166643,143,881
1243,166644,143,809
1244,166645,143,857
1245,166646,143,814
1246,166647,143,838
1247,166648,143,862
1248,166649,143,886
1249,166650,143,834
1250,166651,143,882
1251,166652,143,810
1252,166653,143,858
1253,166654,143,339
1254,166655,143,327
1255,166656,143,315
1256,166657,143,255
1257,166658,143,333
1258,166659,143,309
1259,166660,143,345
1260,166661,143,321
1261,166683,178,887
1262,166684,178,888
1263,166687,177,889
1264,166688,177,890
1265,166691,179,891
1266,166692,179,892
1267,166695,177,893
1268,166696,177,894
1269,165834,227,895
1270,165500,229,896
1271,165922,228,897
1272,165818,229,898
1273,165507,228,899
1274,165498,227,900
1275,165497,228,901
1276,165822,229,902
1277,165505,227,903
1278,165519,229,904
1279,165777,228,905
1280,165516,228,906
1281,165515,227,907
1282,165526,229,908
1283,165833,227,909
1284,165523,228,910
1285,165830,227,911
1286,165819,229,912
1287,165824,228,913
1288,165921,228,914
1289,165540,227,915
1290,165535,229,916
1291,165820,229,917
1292,165532,227,918
1293,165537,228,919
1294,165543,229,920
1295,165923,228,921
1296,165831,227,922
1297,165550,227,923
1298,165548,229,924
1299,165555,228,925
1300,165821,229,926
1301,165562,228,927
1302,165832,227,928
1303,165825,228,929
1304,165557,227,930
1305,165823,229,931
1306,166979,255,306
1307,166980,256,306
1308,166981,255,349
1309,166982,256,349
1310,166983,255,350
1311,166984,256,350
1312,166985,255,351
1313,166986,256,351
1314,167234,145,795
1315,167237,144,803
1316,167239,143,811
1317,167242,145,819
1318,167245,144,827
1319,167247,143,835
1320,167250,145,843
1321,167253,144,851
1322,167255,143,859
1323,167258,144,875
1324,167259,145,867
1325,167263,143,883
1326,167266,144,871
1327,167267,145,791
1328,167268,145,863
1329,167269,145,839
1330,167270,145,815
1331,167279,144,799
1332,167280,144,847
1333,167281,144,823
1334,167286,143,831
1335,167287,143,879
1336,167288,143,807
1337,167289,143,855
1338,167298,145,796
1339,167301,144,804
1340,167303,143,812
1341,167306,145,820
1342,167309,144,828
1343,167311,143,836
1344,167314,145,844
1345,167317,144,852
1346,167319,143,860
1347,167322,144,876
1348,167323,145,868
1349,167327,143,884
1350,167330,144,872
1351,167331,145,792
1352,167332,145,864
1353,167333,145,840
1354,167334,145,816
1355,167343,144,800
1356,167344,144,848
1357,167345,144,824
1358,167350,143,832
1359,167351,143,880
1360,167352,143,808
1361,167353,143,856
1362,167385,144,805
1363,167386,144,829
1364,167387,144,853
1365,167388,144,877
1366,167389,144,873
1367,167390,144,801
1368,167391,144,849
1369,167392,144,825
1370,167393,144,806
1371,167394,144,830
1372,167395,144,854
1373,167396,144,878
1374,167397,144,874
1375,167398,144,802
1376,167399,144,850
1377,167400,144,826
1378,167401,144,803
1379,167402,144,827
1380,167403,144,851
1381,167404,144,875
1382,167405,144,871
1383,167406,144,799
1384,167407,144,847
1385,167408,144,823
1386,167409,145,797
1387,167410,145,821
1388,167411,145,845
1389,167412,145,869
1390,167413,145,793
1391,167414,145,865
1392,167415,145,841
1393,167416,145,817
1394,167417,145,798
1395,167418,145,822
1396,167419,145,846
1397,167420,145,870
1398,167421,145,794
1399,167422,145,866
1400,167423,145,842
1401,167424,145,818
1402,167425,145,795
1403,167426,145,819
1404,167427,145,843
1405,167428,145,867
1406,167429,145,791
1407,167430,145,863
1408,167431,145,839
1409,167432,145,815
1410,167433,143,813
1411,167434,143,837
1412,167435,143,861
1413,167436,143,885
1414,167437,143,833
1415,167438,143,881
1416,167439,143,809
1417,167440,143,857
1418,167441,143,814
1419,167442,143,838
1420,167443,143,862
1421,167444,143,886
1422,167445,143,834
1423,167446,143,882
1424,167447,143,810
1425,167448,143,858
1426,167449,143,811
1427,167450,143,835
1428,167451,143,859
1429,167452,143,883
1430,167453,143,831
1431,167454,143,879
1432,167455,143,807
1433,167456,143,855
1434,167457,145,795
1435,167460,144,803
1436,167462,143,811
1437,167465,145,819
1438,167468,144,827
1439,167470,143,835
1440,167473,145,843
1441,167476,144,851
1442,167478,143,859
1443,167481,144,875
1444,167482,145,867
1445,167486,143,883
1446,167489,144,871
1447,167490,145,791
1448,167491,145,863
1449,167492,145,839
1450,167493,145,815
1451,167502,144,799
1452,167503,144,847
1453,167504,144,823
1454,167509,143,831
1455,167510,143,879
1456,167511,143,807
1457,167512,143,855
1476,167754,262,957
1477,167756,260,961
1478,167759,261,965
1479,167762,262,969
1480,167764,260,973
1481,167767,261,977
1482,167770,262,980
1483,167772,260,984
1484,167775,261,988
1485,167778,262,992
1486,167779,261,954
1487,167781,260,995
1488,168335,227,952
1489,168336,229,955
1490,168337,227,953
1491,168338,228,959
1492,168339,229,956
1494,168341,227,951
1495,168342,228,962
1496,168343,227,963
1498,168345,229,966
1499,168346,228,971
1500,168347,229,967
1501,168348,228,970
1502,168349,229,968
1503,168350,227,964
1505,168352,227,975
1506,168353,229,978
1507,168354,228,982
1508,168355,227,974
1509,168356,229,920
1510,168357,229,979
1511,168358,227,976
1512,168359,228,981
1513,168360,229,989
1514,168361,227,985
1515,168362,228,993
1516,168363,227,987
1517,168364,228,994
1518,168365,229,990
1519,168366,229,991
1520,168367,227,986
1522,168689,240,306
1523,168690,265,306
1524,168691,268,306
1525,168692,240,349
1526,168693,265,349
1527,168694,268,349
1528,168695,240,350
1529,168696,265,350
1530,168697,268,350
1531,168698,240,351
1532,168699,265,351
1533,168700,268,351
1573,168868,228,996
1574,168979,18,945
1575,168981,18,946
1576,168984,16,941
1577,168987,16,942
1578,169003,17,937
1579,169004,17,938
1580,169005,17,939
1581,169006,17,940
1582,169072,18,947
1583,169073,18,948
1584,169074,16,943
1585,169075,16,944
1598,169588,228,983
1599,168351,228,972
1600,168340,228,960
1605,170515,186,815
1606,170516,186,795
1607,170517,186,843
1608,170518,186,819
1609,170519,187,807
1610,170520,185,799
1611,170521,187,831
1612,170522,185,823
1613,170523,187,855
1614,170524,185,847
1615,170525,186,839
1616,170526,187,879
1617,170527,185,871
1618,170528,186,863
1619,170529,187,811
1620,170530,185,803
1621,170531,187,835
1622,170532,185,827
1623,170533,187,859
1624,170534,185,851
1625,170535,187,883
1626,170536,185,875
1627,170537,186,867
1628,170514,186,791
1629,171003,258,349
1630,171004,257,349
1631,171005,254,349
1632,171006,258,306
1633,171007,257,306
1634,171008,254,306
1635,171009,258,351
1636,171010,257,351
1637,171011,254,351
1638,171012,258,350
1639,171013,257,350
1640,171014,254,350
1641,170759,15,384
1642,170762,15,12
1643,170764,15,385
1644,170809,15,11
1645,170857,15,11
1646,170865,15,11
1647,170905,15,11
1648,170811,15,378
1649,170859,15,378
1650,170867,15,378
1651,170907,15,378
1652,170812,15,379
1653,170860,15,379
1654,170868,15,379
1655,170908,15,379
1656,170931,15,380
1657,170815,15,380
1658,170830,15,380
1659,170871,15,380
1660,170929,15,14
1661,170778,15,14
1662,170786,15,14
1663,170794,15,14
1664,170818,15,14
1665,170825,15,14
1666,170874,15,14
1667,170775,15,380
1668,170783,15,380
1669,170791,15,380
1670,170927,15,381
1671,170780,15,381
1672,170788,15,381
1673,170796,15,381
1674,170820,15,381
1675,170827,15,381
1676,170876,15,381
1677,170799,15,382
1678,170802,15,10
1679,170882,15,10
1680,170890,15,10
1681,170898,15,10
1682,170879,15,382
1683,170887,15,382
1684,170895,15,382
1685,170804,15,383
1686,170884,15,383
1687,170892,15,383
1688,170900,15,383
1689,170767,15,384
1690,170831,15,384
1691,170839,15,384
1692,170847,15,384
1693,170911,15,384
1694,170919,15,384
1695,170770,15,12
1696,170834,15,12
1697,170842,15,12
1698,170850,15,12
1699,170914,15,12
1700,170922,15,12
1701,170772,15,385
1702,170836,15,385
1703,170844,15,385
1704,170852,15,385
1705,170916,15,385
1706,170924,15,385
1713,172523,145,795
1714,172526,144,803
1715,172528,143,811
1716,172531,145,819
1717,172534,144,827
1718,172536,143,835
1719,172539,145,843
1720,172542,144,851
1721,172544,143,859
1722,172547,144,875
1723,172548,145,867
1724,172552,143,883
1725,172555,144,871
1726,172556,145,791
1727,172557,145,863
1728,172558,145,839
1729,172559,145,815
1730,172568,144,799
1731,172569,144,847
1732,172570,144,823
1733,172575,143,831
1734,172576,143,879
1735,172577,143,807
1736,172578,143,855
1737,172587,145,796
1738,172590,144,804
1739,172592,143,812
1740,172595,145,820
1741,172598,144,828
1742,172600,143,836
1743,172603,145,844
1744,172606,144,852
1745,172608,143,860
1746,172611,144,876
1747,172612,145,868
1748,172616,143,884
1749,172619,144,872
1750,172620,145,792
1751,172621,145,864
1752,172622,145,840
1753,172623,145,816
1754,172632,144,800
1755,172633,144,848
1756,172634,144,824
1757,172639,143,832
1758,172640,143,880
1759,172641,143,808
1760,172642,143,856
1761,172674,144,805
1762,172675,144,829
1763,172676,144,853
1764,172677,144,877
1765,172678,144,873
1766,172679,144,801
1767,172680,144,849
1768,172681,144,825
1769,172682,144,806
1770,172683,144,830
1771,172684,144,854
1772,172685,144,878
1773,172686,144,874
1774,172687,144,802
1775,172688,144,850
1776,172689,144,826
1777,172690,144,803
1778,172691,144,827
1779,172692,144,851
1780,172693,144,875
1781,172694,144,871
1782,172695,144,799
1783,172696,144,847
1784,172697,144,823
1785,172698,145,797
1786,172699,145,821
1787,172700,145,845
1788,172701,145,869
1789,172702,145,793
1790,172703,145,865
1791,172704,145,841
1792,172705,145,817
1793,172706,145,798
1794,172707,145,822
1795,172708,145,846
1796,172709,145,870
1797,172710,145,794
1798,172711,145,866
1799,172712,145,842
1800,172713,145,818
1801,172714,145,795
1802,172715,145,819
1803,172716,145,843
1804,172717,145,867
1805,172718,145,791
1806,172719,145,863
1807,172720,145,839
1808,172721,145,815
1809,172722,143,813
1810,172723,143,837
1811,172724,143,861
1812,172725,143,885
1813,172726,143,833
1814,172727,143,881
1815,172728,143,809
1816,172729,143,857
1817,172730,143,814
1818,172731,143,838
1819,172732,143,862
1820,172733,143,886
1821,172734,143,834
1822,172735,143,882
1823,172736,143,810
1824,172737,143,858
1825,172738,143,811
1826,172739,143,835
1827,172740,143,859
1828,172741,143,883
1829,172742,143,831
1830,172743,143,879
1831,172744,143,807
1832,172745,143,855
1833,172780,145,795
1834,172783,144,803
1835,172785,143,811
1836,172788,145,819
1837,172791,144,827
1838,172793,143,835
1839,172796,145,843
1840,172799,144,851
1841,172801,143,859
1842,172804,144,875
1843,172805,145,867
1844,172809,143,883
1845,172812,144,871
1846,172813,145,791
1847,172814,145,863
1848,172815,145,839
1849,172816,145,815
1850,172825,144,799
1851,172826,144,847
1852,172827,144,823
1853,172832,143,831
1854,172833,143,879
1855,172834,143,807
1856,172835,143,855
1863,173433,262,1030
1864,173435,260,1033
1865,173438,261,1047
1866,173441,262,1043
1867,173443,260,1045
1868,173446,261,1041
1869,173449,262,1037
1870,173451,260,1039
1871,173454,261,1028
1872,173457,262,1024
1873,173458,261,1035
1874,173460,260,1026
1888,173835,260,1027
1889,173836,262,1025
1890,173837,261,1029
1891,173838,260,1040
1892,173839,262,1038
1893,173840,261,1042
1894,173841,260,1046
1895,173842,262,1044
1896,173843,261,1048
1897,173844,260,1034
1898,173845,262,1032
1899,173846,261,1036
1914,174115,227,1022
1915,174116,229,1019
1916,174117,228,1018
1917,174118,229,1020
1918,174119,227,1021
1919,174120,228,1017
1920,174131,227,1015
1921,174132,229,1013
1922,174133,228,1012
1923,174134,229,1023
1924,174135,228,1011
1925,174136,227,1016
1926,174147,227,1010
1927,174148,229,1007
1928,174149,228,1031
1929,174150,227,1009
1930,174151,229,1008
1931,174152,228,1005
1932,174163,229,1001
1933,174164,227,1003
1934,174165,228,999
1935,174166,228,1000
1936,174167,229,1002
1937,174168,227,1004
1938,174234,229,1052
1942,174243,229,1051
1944,174250,229,1050
1947,174258,229,1049
2108,177426,15,384
2109,177429,15,12
2110,177431,15,385
2111,177434,15,384
2112,177438,15,385
2113,177441,15,380
2114,177444,15,14
2115,177446,15,381
2116,177449,15,380
2117,177452,15,14
2118,177454,15,381
2119,177457,15,380
2120,177460,15,14
2121,177462,15,381
2122,177465,15,382
2123,177468,15,10
2124,177470,15,383
2125,177475,15,11
2126,177477,15,378
2127,177478,15,379
2128,177481,15,380
2129,177484,15,14
2130,177486,15,381
2131,177491,15,14
2132,177493,15,381
2133,177496,15,380
2134,177497,15,384
2135,177500,15,12
2136,177502,15,385
2137,177505,15,384
2138,177508,15,12
2139,177510,15,385
2140,177513,15,384
2141,177516,15,12
2142,177518,15,385
2143,177523,15,11
2144,177525,15,378
2145,177526,15,379
2146,177532,15,378
2147,177535,15,380
2148,177538,15,14
2149,177540,15,381
2150,177543,15,382
2151,177546,15,10
2152,177548,15,383
2153,177551,15,382
2154,177554,15,10
2155,177556,15,383
2156,177559,15,382
2157,177562,15,10
2158,177564,15,383
2159,177567,15,381
2160,177569,15,14
2161,177571,15,380
2162,177608,15,11
2163,177610,15,378
2164,177611,15,379
2165,177614,15,384
2166,177617,15,12
2167,177619,15,385
2168,177622,15,384
2169,177626,15,385
2229,200737,228,1000
