ID,Rot[0],Rot[1],Rot[2],Rot[3],TimeIndex,GameObjectsID
89,0,0,0.197163,0.980371,43100,194350
90,0,0,0.274938,0.961462,44167,194350
91,0,0,0.378524,0.925592,45500,194350
92,0,0,0.575868,0.817543,48100,194350
93,0,0,0.65419,0.75633,49200,194350
94,0,0,0.816885,0.576801,51700,194350
95,0,0,0.86846,0.495759,52733,194350
96,0,0,0.940862,0.338789,54700,194350
97,0,0,0.960021,0.279928,55467,194350
98,0,0,0.977256,0.212063,56433,194350
99,0,0,0.990907,0.134547,57600,194350
100,0,0,0.996507,0.083505,58467,194350
101,0,0,0.998678,0.051395,59100,194350
102,0,0,0.999698,0.02456,59800,194350
103,0,0,0.999971,0.007571,60367,194350
104,0,0,1,0.000644,60800,194350
105,0,0,1,-0.000834,102200,194350
106,0,0,0.999965,-0.008384,102600,194350
107,0,0,0.999396,-0.03476,103400,194350
108,0,0,0.998345,-0.057505,103933,194350
109,0,0,0.99595,-0.089906,104533,194350
110,0,0,0.990513,-0.13742,105267,194350
111,0,0,0.981308,-0.192442,106033,194350
112,0,0,0.96667,-0.256027,106833,194350
113,0,0,0.931759,-0.363077,108100,194350
114,0,0,-0.811566,0.584261,110800,194350
115,0,0,-0.748691,0.662919,111833,194350
116,0,0,-0.561076,0.827765,114233,194350
117,0,0,-0.486962,0.873423,115100,194350
118,0,0,-0.347399,0.937717,116733,194350
119,0,0,-0.286469,0.958089,117467,194350
120,0,0,-0.220605,0.975363,118333,194350
121,0,0,-0.146759,0.989172,119367,194350
122,0,0,-0.086348,0.996265,120333,194350
123,0,0,-0.051488,0.998674,120967,194350
124,0,0,-0.024373,0.999703,121600,194350
125,0,0,-0.007877,0.999969,122100,194350
126,0,0,-0.000747,1,122500,194350
127,0,0,4E-06,1,128367,194350
301,0,0,0,1,0,194369
302,0,0,0,1,33,194369
303,0,0,0,1,37733,194369
304,0,0,0.001038,0.999999,38967,194369
305,0,0,0.008239,0.999966,39367,194369
306,0,0,0.032957,0.999457,40167,194369
307,0,0,0.056806,0.998385,40767,194369
308,0,0,0.090315,0.995913,41433,194369
309,0,0,0.13452,0.990911,42167,194369
310,0,0,0.197159,0.980372,43100,194369
311,0,0,0.274934,0.961463,44167,194369
312,0,0,0.37852,0.925593,45500,194369
313,0,0,0.575864,0.817545,48100,194369
314,0,0,0.654187,0.756333,49200,194369
315,0,0,0.816882,0.576804,51700,194369
316,0,0,0.868458,0.495762,52733,194369
317,0,0,0.940861,0.338793,54700,194369
318,0,0,0.96002,0.279932,55467,194369
319,0,0,0.977255,0.212067,56433,194369
320,0,0,0.990907,0.134551,57600,194369
321,0,0,0.996507,0.083509,58467,194369
322,0,0,0.998678,0.051399,59100,194369
323,0,0,0.999698,0.024564,59800,194369
324,0,0,0.999971,0.007575,60367,194369
325,0,0,1,0.000648,60800,194369
326,0,0,1,-0.00083,102200,194369
327,0,0,0.999965,-0.00838,102600,194369
328,0,0,0.999396,-0.034756,103400,194369
329,0,0,0.998345,-0.057501,103933,194369
330,0,0,0.995951,-0.089901,104533,194369
331,0,0,0.990513,-0.137416,105267,194369
332,0,0,0.981309,-0.192438,106033,194369
333,0,0,0.966671,-0.256023,106833,194369
334,0,0,0.931761,-0.363073,108100,194369
335,0,0,-0.811569,0.584257,110800,194369
336,0,0,-0.748694,0.662916,111833,194369
337,0,0,-0.561079,0.827762,114233,194369
338,0,0,-0.486966,0.873421,115100,194369
339,0,0,-0.347403,0.937716,116733,194369
340,0,0,-0.286473,0.958088,117467,194369
341,0,0,-0.220609,0.975362,118333,194369
342,0,0,-0.146763,0.989172,119367,194369
343,0,0,-0.086352,0.996265,120333,194369
344,0,0,-0.051492,0.998673,120967,194369
345,0,0,-0.024377,0.999703,121600,194369
346,0,0,-0.007881,0.999969,122100,194369
347,0,0,-0.000751,1,122500,194369
348,0,0,0,1,128367,194369
393,0,0,0,1,0,194440
394,0,0,0.025144,0.999684,42933,194440
395,0,0,0.380247,0.924885,48033,194440
396,0,0,0.875203,0.483757,52533,194440
397,0,0,0.999098,0.042468,56200,194440
398,0,0,0.999998,-0.002058,105300,194440
399,0,0,0.991232,-0.132132,107100,194440
400,0,0,-0.341502,0.939881,114567,194440
401,0,0,-0.043263,0.999064,117367,194440
402,0,0,0,1,128333,194440
549,0,0,0,1,0,193460
550,0,0,0,1,33,193460
551,0,0,0,1,67,193460
558,0,0,0,1,1600,193459
559,0,0,0,1,1633,193459
560,0,0,0,1,1667,193459
567,0,0,0,1,0,194469
568,0,0,0,1,39467,194469
569,0,0,0.060287,0.998181,43767,194469
570,0,0,0.412416,0.910996,48367,194469
571,0,0,0.920281,0.391259,53167,194469
572,0,0,0.999383,0.035128,56300,194469
573,0,0,1,0,56533,194469
574,0,0,1,0,104800,194469
575,0,0,0.991694,-0.128621,107067,194469
576,0,0,-0.41663,0.909076,114000,194469
577,0,0,-0.035721,0.999362,117467,194469
578,0,0,0,1,119500,194469
579,0,0,0,1,122267,194469
580,0,0,0,1,128333,194469
681,0,0,0,1,0,194570
682,0,0,0,1,39467,194570
683,0,0,0.060287,0.998181,43767,194570
684,0,0,0.412416,0.910996,48367,194570
685,0,0,0.920281,0.391259,53167,194570
686,0,0,0.999383,0.035128,56300,194570
687,0,0,1,0,56533,194570
688,0,0,1,0,104800,194570
689,0,0,0.991694,-0.128621,107067,194570
690,0,0,-0.41663,0.909076,114000,194570
691,0,0,-0.035721,0.999362,117467,194570
692,0,0,0,1,119500,194570
693,0,0,0,1,122267,194570
694,0,0,0,1,128333,194570
1141,0,0,0,1,0,183490
1142,0,0,0,1,0,183407
1143,0,0,0,1,6633,183407
1144,0,0,0.003566,0.999994,6833,183407
1145,0,0,-0.005088,0.999987,7333,183407
1146,0,0,-0.000535,1,8167,183407
1147,0,0,0,1,43333,183407
2600,0,0,0,1,0,204242
2601,0,0,0,1,6700,204242
2680,0,0,0,-1,0,183169
2681,0,0,0,-1,25000,183169
2712,0,0,0,1,0,191278
2713,0,0,0,1,3000,191278
2717,0,0,0,1,0,216488
2718,0,0,-0.031411,0.999507,120,216488
2719,0,0,-0.062791,0.998027,240,216488
2720,0,0,-0.094108,0.995562,360,216488
2721,0,0,-0.125333,0.992115,480,216488
2722,0,0,-0.156434,0.987688,600,216488
2723,0,0,-0.187381,0.982287,720,216488
2724,0,0,-0.218143,0.975917,840,216488
2725,0,0,-0.24869,0.968583,960,216488
2726,0,0,-0.278991,0.960294,1080,216488
2727,0,0,-0.309017,0.951057,1200,216488
2728,0,0,-0.338738,0.940881,1320,216488
2729,0,0,-0.368125,0.929776,1440,216488
2730,0,0,-0.397148,0.917755,1560,216488
2731,0,0,-0.425779,0.904827,1680,216488
2732,0,0,-0.453991,0.891007,1800,216488
2733,0,0,-0.481754,0.876307,1920,216488
2734,0,0,-0.509041,0.860742,2040,216488
2735,0,0,-0.535827,0.844328,2160,216488
2736,0,0,-0.562083,0.827081,2280,216488
2737,0,0,-0.587785,0.809017,2400,216488
2738,0,0,-0.612907,0.790155,2520,216488
2739,0,0,-0.637424,0.770513,2640,216488
2740,0,0,-0.661312,0.750111,2760,216488
2741,0,0,-0.684547,0.728969,2880,216488
2742,0,0,-0.707107,0.707107,3000,216488
2743,0,0,-0.728969,0.684547,3120,216488
2744,0,0,-0.750111,0.661312,3240,216488
2745,0,0,-0.770513,0.637424,3360,216488
2746,0,0,-0.790155,0.612907,3480,216488
2747,0,0,-0.809017,0.587785,3600,216488
2748,0,0,-0.827081,0.562083,3720,216488
2749,0,0,-0.844328,0.535827,3840,216488
2750,0,0,-0.860742,0.509041,3960,216488
2751,0,0,-0.876307,0.481754,4080,216488
2752,0,0,-0.891007,0.45399,4200,216488
2753,0,0,-0.904827,0.425779,4320,216488
2754,0,0,-0.917755,0.397148,4440,216488
2755,0,0,-0.929777,0.368124,4560,216488
2756,0,0,-0.940881,0.338738,4680,216488
2757,0,0,-0.951057,0.309017,4800,216488
2758,0,0,-0.960294,0.278991,4920,216488
2759,0,0,-0.968583,0.24869,5040,216488
2760,0,0,-0.975917,0.218143,5160,216488
2761,0,0,-0.982287,0.187381,5280,216488
2762,0,0,-0.987688,0.156434,5400,216488
2763,0,0,-0.992115,0.125333,5520,216488
2764,0,0,-0.995562,0.094108,5640,216488
2765,0,0,-0.998027,0.06279,5760,216488
2766,0,0,-0.999507,0.031411,5880,216488
2767,0,0,1,0,6000,216488
2768,0,0,-0.999507,-0.031411,6120,216488
2769,0,0,-0.998027,-0.062791,6240,216488
2770,0,0,-0.995562,-0.094108,6360,216488
2771,0,0,-0.992115,-0.125333,6480,216488
2772,0,0,-0.987688,-0.156435,6600,216488
2773,0,0,-0.982287,-0.187381,6720,216488
2774,0,0,-0.975917,-0.218143,6840,216488
2775,0,0,-0.968583,-0.24869,6960,216488
2776,0,0,-0.960294,-0.278991,7080,216488
2777,0,0,-0.951057,-0.309017,7200,216488
2778,0,0,-0.940881,-0.338738,7320,216488
2779,0,0,-0.929776,-0.368125,7440,216488
2780,0,0,-0.917755,-0.397148,7560,216488
2781,0,0,-0.904827,-0.425779,7680,216488
2782,0,0,-0.891007,-0.453991,7800,216488
2783,0,0,-0.876307,-0.481754,7920,216488
2784,0,0,-0.860742,-0.509042,8040,216488
2785,0,0,-0.844328,-0.535827,8160,216488
2786,0,0,-0.82708,-0.562084,8280,216488
2787,0,0,-0.809017,-0.587785,8400,216488
2788,0,0,-0.790155,-0.612907,8520,216488
2789,0,0,-0.770513,-0.637424,8640,216488
2790,0,0,-0.750111,-0.661312,8760,216488
2791,0,0,-0.728969,-0.684547,8880,216488
2792,0,0,-0.707107,-0.707107,9000,216488
2793,0,0,-0.684547,-0.728969,9120,216488
2794,0,0,-0.661312,-0.750111,9240,216488
2795,0,0,-0.637424,-0.770513,9360,216488
2796,0,0,-0.612907,-0.790155,9480,216488
2797,0,0,-0.587785,-0.809017,9600,216488
2798,0,0,-0.562083,-0.827081,9720,216488
2799,0,0,-0.535827,-0.844328,9840,216488
2800,0,0,-0.509041,-0.860742,9960,216488
2801,0,0,-0.481754,-0.876307,10080,216488
2802,0,0,-0.45399,-0.891007,10200,216488
2803,0,0,-0.425779,-0.904827,10320,216488
2804,0,0,-0.397148,-0.917755,10440,216488
2805,0,0,-0.368124,-0.929777,10560,216488
2806,0,0,-0.338738,-0.940881,10680,216488
2807,0,0,-0.309017,-0.951057,10800,216488
2808,0,0,-0.278991,-0.960294,10920,216488
2809,0,0,-0.24869,-0.968583,11040,216488
2810,0,0,-0.218143,-0.975917,11160,216488
2811,0,0,-0.187381,-0.982287,11280,216488
2812,0,0,-0.156434,-0.987688,11400,216488
2813,0,0,-0.125333,-0.992115,11520,216488
2814,0,0,-0.094108,-0.995562,11640,216488
2815,0,0,-0.06279,-0.998027,11760,216488
2816,0,0,-0.031411,-0.999507,11880,216488
2817,0,0,0,-1,12000,216488
3020,0,0,0,1,0,216666
3021,0,0,-0.031411,0.999507,120,216666
3022,0,0,-0.062791,0.998027,240,216666
3023,0,0,-0.094108,0.995562,360,216666
3024,0,0,-0.125333,0.992115,480,216666
3025,0,0,-0.156434,0.987688,600,216666
3026,0,0,-0.187381,0.982287,720,216666
3027,0,0,-0.218143,0.975917,840,216666
3028,0,0,-0.24869,0.968583,960,216666
3029,0,0,-0.278991,0.960294,1080,216666
3030,0,0,-0.309017,0.951057,1200,216666
3031,0,0,-0.338738,0.940881,1320,216666
3032,0,0,-0.368125,0.929776,1440,216666
3033,0,0,-0.397148,0.917755,1560,216666
3034,0,0,-0.425779,0.904827,1680,216666
3035,0,0,-0.453991,0.891007,1800,216666
3036,0,0,-0.481754,0.876307,1920,216666
3037,0,0,-0.509041,0.860742,2040,216666
3038,0,0,-0.535827,0.844328,2160,216666
3039,0,0,-0.562083,0.827081,2280,216666
3040,0,0,-0.587785,0.809017,2400,216666
3041,0,0,-0.612907,0.790155,2520,216666
3042,0,0,-0.637424,0.770513,2640,216666
3043,0,0,-0.661312,0.750111,2760,216666
3044,0,0,-0.684547,0.728969,2880,216666
3045,0,0,-0.707107,0.707107,3000,216666
3046,0,0,-0.728969,0.684547,3120,216666
3047,0,0,-0.750111,0.661312,3240,216666
3048,0,0,-0.770513,0.637424,3360,216666
3049,0,0,-0.790155,0.612907,3480,216666
3050,0,0,-0.809017,0.587785,3600,216666
3051,0,0,-0.827081,0.562083,3720,216666
3052,0,0,-0.844328,0.535827,3840,216666
3053,0,0,-0.860742,0.509041,3960,216666
3054,0,0,-0.876307,0.481754,4080,216666
3055,0,0,-0.891007,0.45399,4200,216666
3056,0,0,-0.904827,0.425779,4320,216666
3057,0,0,-0.917755,0.397148,4440,216666
3058,0,0,-0.929777,0.368124,4560,216666
3059,0,0,-0.940881,0.338738,4680,216666
3060,0,0,-0.951057,0.309017,4800,216666
3061,0,0,-0.960294,0.278991,4920,216666
3062,0,0,-0.968583,0.24869,5040,216666
3063,0,0,-0.975917,0.218143,5160,216666
3064,0,0,-0.982287,0.187381,5280,216666
3065,0,0,-0.987688,0.156434,5400,216666
3066,0,0,-0.992115,0.125333,5520,216666
3067,0,0,-0.995562,0.094108,5640,216666
3068,0,0,-0.998027,0.06279,5760,216666
3069,0,0,-0.999507,0.031411,5880,216666
3070,0,0,1,0,6000,216666
3071,0,0,-0.999507,-0.031411,6120,216666
3072,0,0,-0.998027,-0.062791,6240,216666
3073,0,0,-0.995562,-0.094108,6360,216666
3074,0,0,-0.992115,-0.125333,6480,216666
3075,0,0,-0.987688,-0.156435,6600,216666
3076,0,0,-0.982287,-0.187381,6720,216666
3077,0,0,-0.975917,-0.218143,6840,216666
3078,0,0,-0.968583,-0.24869,6960,216666
3079,0,0,-0.960294,-0.278991,7080,216666
3080,0,0,-0.951057,-0.309017,7200,216666
3081,0,0,-0.940881,-0.338738,7320,216666
3082,0,0,-0.929776,-0.368125,7440,216666
3083,0,0,-0.917755,-0.397148,7560,216666
3084,0,0,-0.904827,-0.425779,7680,216666
3085,0,0,-0.891007,-0.453991,7800,216666
3086,0,0,-0.876307,-0.481754,7920,216666
3087,0,0,-0.860742,-0.509042,8040,216666
3088,0,0,-0.844328,-0.535827,8160,216666
3089,0,0,-0.82708,-0.562084,8280,216666
3090,0,0,-0.809017,-0.587785,8400,216666
3091,0,0,-0.790155,-0.612907,8520,216666
3092,0,0,-0.770513,-0.637424,8640,216666
3093,0,0,-0.750111,-0.661312,8760,216666
3094,0,0,-0.728969,-0.684547,8880,216666
3095,0,0,-0.707107,-0.707107,9000,216666
3096,0,0,-0.684547,-0.728969,9120,216666
3097,0,0,-0.661312,-0.750111,9240,216666
3098,0,0,-0.637424,-0.770513,9360,216666
3099,0,0,-0.612907,-0.790155,9480,216666
3100,0,0,-0.587785,-0.809017,9600,216666
3101,0,0,-0.562083,-0.827081,9720,216666
3102,0,0,-0.535827,-0.844328,9840,216666
3103,0,0,-0.509041,-0.860742,9960,216666
3104,0,0,-0.481754,-0.876307,10080,216666
3105,0,0,-0.45399,-0.891007,10200,216666
3106,0,0,-0.425779,-0.904827,10320,216666
3107,0,0,-0.397148,-0.917755,10440,216666
3108,0,0,-0.368124,-0.929777,10560,216666
3109,0,0,-0.338738,-0.940881,10680,216666
3110,0,0,-0.309017,-0.951057,10800,216666
3111,0,0,-0.278991,-0.960294,10920,216666
3112,0,0,-0.24869,-0.968583,11040,216666
3113,0,0,-0.218143,-0.975917,11160,216666
3114,0,0,-0.187381,-0.982287,11280,216666
3115,0,0,-0.156434,-0.987688,11400,216666
3116,0,0,-0.125333,-0.992115,11520,216666
3117,0,0,-0.094108,-0.995562,11640,216666
3118,0,0,-0.06279,-0.998027,11760,216666
3119,0,0,-0.031411,-0.999507,11880,216666
3120,0,0,0,-1,12000,216666
5426,0,0,0,1,0,232027
5427,0,0,0,1,1000,232027
5428,0,0,0,1,2000,232027
5429,0,0,0,1,3000,232027
5430,0,0,0,1,6333,232027
5431,0,0,0,1,7333,232027
5432,0,0,0,1,8333,232027
5433,0,0,0,1,9333,232027
5434,0,0,0,1,12667,232027
5543,0,0,0,1,0,232026
5544,0,0,0,1,67,232026
5545,0,0,0,1,133,232026
5546,0,0,0,1,333,232026
5547,0,0,0,1,533,232026
5548,0,0,0,1,1333,232026
5549,0,0,0,1,1467,232026
5550,0,0,0,1,1567,232026
5551,0,0,0,1,1667,232026
5552,0,0,0,1,1833,232026
5553,0,0,0,1,1967,232026
5554,0,0,0,1,2100,232026
5555,0,0,0,1,4767,232026
5556,0,0,0,1,4900,232026
5557,0,0,0,1,5000,232026
5558,0,0,0,1,5167,232026
5559,0,0,0,1,5300,232026
5560,0,0,0,1,5433,232026
5561,0,0,0,1,6233,232026
5562,0,0,0,1,6400,232026
5563,0,0,0,1,6500,232026
5564,0,0,0,1,6600,232026
5565,0,0,0,1,6700,232026
5566,0,0,0,1,10000,232026
5567,0,0,0,1,10100,232026
5568,0,0,0,1,10167,232026
5569,0,0,0,1,10367,232026
5570,0,0,0,1,10600,232026
5571,0,0,0,1,11000,232026
5572,0,0,0,1,15167,232026
5573,0,0,0,1,15300,232026
5574,0,0,0,1,16667,232026
5575,0,0,0,1,20000,232026
5576,0,0,0,1,0,231936
5577,0,0,0,1,1000,231936
5578,0,0,0,1,2000,231936
5579,0,0,0,1,3000,231936
5580,0,0,0,1,6333,231936
5581,0,0,0,1,7333,231936
5582,0,0,0,1,8333,231936
5583,0,0,0,1,9333,231936
5584,0,0,0,1,12667,231936
12921,0,0,0,1,0,231934
12922,0,0,0,1,67,231934
12923,0,0,0,1,133,231934
12924,0,0,0,1,333,231934
12925,0,0,0,1,533,231934
12926,0,0,0,1,1333,231934
12927,0,0,0,1,1467,231934
12928,0,0,0,1,1567,231934
12929,0,0,0,1,1667,231934
12930,0,0,0,1,1833,231934
12931,0,0,0,1,1967,231934
12932,0,0,0,1,2100,231934
12933,0,0,0,1,4767,231934
12934,0,0,0,1,4900,231934
12935,0,0,0,1,5000,231934
12936,0,0,0,1,5167,231934
12937,0,0,0,1,5300,231934
12938,0,0,0,1,5433,231934
12939,0,0,0,1,6233,231934
12940,0,0,0,1,6400,231934
12941,0,0,0,1,6500,231934
12942,0,0,0,1,6600,231934
12943,0,0,0,1,6700,231934
12944,0,0,0,1,10000,231934
12945,0,0,0,1,10100,231934
12946,0,0,0,1,10167,231934
12947,0,0,0,1,10367,231934
12948,0,0,0,1,10600,231934
12949,0,0,0,1,11000,231934
12950,0,0,0,1,15167,231934
12951,0,0,0,1,15300,231934
12952,0,0,0,1,16667,231934
12953,0,0,0,1,20000,231934
15408,0,0,0,1,0,194675
15409,0,0,0,1,39467,194675
15410,0,0,-0.060286503,0.9981811,43767,194675
15411,0,0,-0.41241592,0.91099566,48367,194675
15412,0,0,-0.9202805,0.39125916,53167,194675
15413,0,0,-0.99938285,0.03512764,56300,194675
15414,0,0,-1,0,56533,194675
15415,0,0,-1,0,104800,194675
15416,0,0,-0.99169374,-0.12862146,107067,194675
15417,0,0,0.41663045,0.909076,114000,194675
15418,0,0,0.035720766,0.9993618,117467,194675
15419,0,0,0,1,119500,194675
15420,0,0,0,1,128333,194675
17660,0,0,0,1,0,244924
17661,0,0,0,1,3300,244924
17662,0,0,0,1,3667,244924
17663,0,0,0,1,5033,244924
17664,0,0,0,1,8467,244924
17665,0,0,0,1,13333,244924
17666,0,0,0,1,16733,244924
17667,0,0,0,1,20667,244924
17668,0,0,0,1,23333,244924
17669,0,0,0,1,25833,244924
17670,0,0,0,1,26500,244924
17671,0,0,0,1,26667,244924
30313,0,0,0,1,0,245612
30314,0,-0.70710665,0,0.7071069,8333,245612
30315,0,1,0,0,16667,245612
30316,0,0.7071066,0,0.70710707,25000,245612
30317,0,0,0,1,33333,245612
30318,0,0,0,1,0,245613
30319,0.70698464,0,0,0.7072289,8333,245613
30320,1,0,0,0,16667,245613
30321,-0.70680773,0,0,0.70740575,25000,245613
30322,0,0,0,1,33333,245613
30323,0,0,0,1,0,245614
30324,0,0,0.7071068,0.7071068,8333,245614
30325,0,0,1,0,16667,245614
30326,0,0,-0.70710665,0.7071069,25000,245614
30327,0,0,0,1,33333,245614
30328,0,0,0,1,0,245616
30329,0,0,0,1,33333,245616
30330,0,0,0,1,0,245617
30331,0,0,0,1,33333,245617
30332,0,0,1,0,0,245610
30333,0,0,0.99953216,-0.030585598,333,245610
30334,0,0,0.99810076,-0.061602738,667,245610
30335,0,0,0.9956759,-0.09289509,1000,245610
30336,0,0,0.9921891,-0.12474293,1333,245610
30337,0,0,0.9877175,-0.15625021,1667,245610
30338,0,0,0.982292,-0.1873564,2000,245610
30339,0,0,0.9759419,-0.2180309,2333,245610
30340,0,0,0.9685839,-0.24868704,2667,245610
30341,0,0,0.9602603,-0.27910608,3000,245610
30342,0,0,0.95100975,-0.3091612,3333,245610
30343,0,0,0.9408394,-0.33885273,3667,245610
30344,0,0,0.9297598,-0.36816666,4000,245610
30345,0,0,0.9177723,-0.39710706,4333,245610
30346,0,0,0.90489274,-0.42563975,4667,245610
30347,0,0,0.8911381,-0.45373246,5000,245610
30348,0,0,0.8765111,-0.48138168,5333,245610
30349,0,0,-0.86090755,0.5087614,5667,245610
30350,0,0,-0.844527,0.53551316,6000,245610
30351,0,0,-0.8273655,0.56166404,6333,245610
30352,0,0,-0.8091856,0.58755314,6667,245610
30353,0,0,-0.790099,0.61297923,7000,245610
30354,0,0,-0.77005404,0.6379787,7333,245610
30355,0,0,-0.7497209,0.66175425,7667,245610
30356,0,0,-0.72881866,0.6847068,8000,245610
30357,0,0,-0.7075864,0.70662683,8333,245610
30358,0,0,-0.6856954,0.7278886,8667,245610
30359,0,0,-0.6627979,0.7487983,9000,245610
30360,0,0,-0.63905096,0.76916444,9333,245610
30361,0,0,-0.61407965,0.78924406,9667,245610
30362,0,0,-0.5886725,0.8083716,10000,245610
30363,0,0,-0.56280035,0.82659286,10333,245610
30364,0,0,-0.53667325,0.8437903,10667,245610
30365,0,0,-0.5097442,0.860326,11000,245610
30366,0,0,-0.48228523,0.87601423,11333,245610
30367,0,0,-0.45460087,0.8906953,11667,245610
30368,0,0,-0.4265202,0.904478,12000,245610
30369,0,0,-0.39802364,0.91737515,12333,245610
30370,0,0,-0.36913764,0.92937475,12667,245610
30371,0,0,-0.33990896,0.94045836,13000,245610
30372,0,0,-0.31031084,0.95063525,13333,245610
30373,0,0,-0.28040737,0.9598812,13667,245610
30374,0,0,-0.24988061,0.9682767,14000,245610
30375,0,0,-0.21910295,0.97570175,14333,245610
30376,0,0,-0.1884803,0.98207706,14667,245610
30377,0,0,-0.15729645,0.98755145,15000,245610
30378,0,0,-0.12595508,0.99203604,15333,245610
30379,0,0,-0.09410755,0.99556214,15667,245610
30380,0,0,-0.0629249,0.99801826,16000,245610
30381,0,0,-0.032061957,0.9994859,16333,245610
30382,0,0,-0.0015498713,0.9999988,16667,245610
30383,0,0,0.02896365,0.9995805,17000,245610
30384,0,0,0.059831005,0.9982085,17333,245610
30385,0,0,0.09100166,0.99585074,17666,245610
30386,0,0,0.12287986,0.99242157,18000,245610
30387,0,0,0.15423504,0.9880342,18333,245610
30388,0,0,0.18543564,0.9826564,18667,245610
30389,0,0,0.21607792,0.97637624,19000,245610
30390,0,0,0.24687846,0.9690465,19333,245610
30391,0,0,0.27741256,0.960751,19666,245610
30392,0,0,0.30734697,0.9515975,20000,245610
30393,0,0,0.33695847,0.9415195,20333,245610
30394,0,0,0.36624,0.9305204,20667,245610
30395,0,0,0.39516336,0.918611,21000,245610
30396,0,0,0.42369983,0.90580267,21333,245610
30397,0,0,0.4518229,0.8921078,21667,245610
30398,0,0,0.4795531,0.877513,22000,245610
30399,0,0,0.5070598,0.8619109,22333,245610
30400,0,0,0.53401834,0.8454729,22667,245610
30401,0,0,0.5601996,0.82835764,23000,245610
30402,0,0,0.5861271,0.8102192,23333,245610
30403,0,0,0.61157745,0.79118454,23667,245610
30404,0,0,0.63661146,0.77118474,24000,245610
30405,0,0,0.66042256,0.7508941,24333,245610
30406,0,0,0.68342394,0.7300217,24667,245610
30407,0,0,0.7053813,0.70882815,25000,245610
30408,0,0,0.726683,0.6869729,25333,245610
30409,0,0,0.74764425,0.6640995,25667,245610
30410,0,0,0.76803744,0.64040494,26000,245610
30411,0,0,0.7881728,0.615454,26333,245610
30412,0,0,0.807486,0.5898867,26667,245610
30413,0,0,0.8255403,0.5643432,27000,245610
30414,0,0,0.84278643,0.5382481,27333,245610
30415,0,0,0.85921156,0.51162046,27667,245610
30416,0,0,0.87406385,0.48581105,28000,245610
30417,0,0,0.88890886,0.45808408,28333,245610
