LoreTextID,CampaignID,ConditionID,Flags,Order,ParentID
950,226,110549,0,1,0
951,226,110516,0,2,0
952,226,110517,0,3,0
953,226,110518,0,4,0
954,221,86167,0,6,0
955,221,86183,0,7,0
956,221,86193,0,8,0
957,221,86206,0,9,0
958,221,86209,0,10,0
959,221,86220,0,11,0
960,221,86278,0,12,0
961,221,86281,0,13,0
962,221,86290,0,14,0
963,221,86292,0,15,0
965,221,86295,0,16,0
966,221,86297,0,17,0
967,221,86298,0,18,0
970,221,86305,0,21,0
973,221,86310,0,24,0
974,221,86324,0,25,0
976,221,86328,0,27,0
977,221,86330,0,29,0
979,221,86331,0,30,0
980,221,86334,0,31,0
981,221,86338,0,32,0
983,221,86356,0,33,0
986,221,110502,0,26,0
987,221,110504,0,28,0
988,221,110506,0,34,0
989,221,110507,0,35,0
990,214,110496,0,26,0
991,214,86231,0,5,0
992,221,86163,0,5,0
993,221,110508,0,36,0
994,214,110497,0,27,0
995,214,110494,0,22,0
996,212,49081,0,0,0
997,212,110499,0,1,0
998,212,110498,0,2,0
999,213,49081,0,0,0
1000,213,110500,0,1,0
1001,213,110501,0,2,0
1002,214,49081,0,0,0
1003,214,110539,0,1,0
1004,214,110512,0,2,0
1005,214,110513,0,3,0
1006,214,110514,0,4,0
1007,221,49081,0,0,0
1008,221,110549,0,1,0
1009,221,110516,0,2,0
1010,221,110517,0,3,0
1011,221,110518,0,4,0
1012,221,86299,0,19,0
1013,221,86300,0,20,0
1014,221,86306,0,22,0
1015,221,86307,0,23,0
1016,212,111462,0,3,0
1017,213,111465,0,3,0
1018,230,101971,0,0,0
1019,230,101974,0,1,0
1020,230,101976,0,2,0
1021,230,101983,0,3,0
1022,230,101984,0,4,0
1023,230,101985,0,5,0
1024,230,101986,0,6,0
1025,231,114414,0,0,0
1026,231,114415,0,1,0
1027,231,114416,0,2,0
1028,231,114417,0,3,0
1029,231,114418,0,4,0
1030,231,114419,0,5,0
1031,231,114420,0,6,0
1032,231,114421,0,7,0
1033,231,114422,0,8,0
1034,231,114423,0,9,0
1035,231,114424,0,10,0
1036,231,114425,0,11,0
1037,231,114433,0,12,0
1038,231,114434,0,13,0
1039,231,114435,0,14,0
1040,231,114436,0,15,0
1041,231,114437,0,16,0
1042,231,114438,0,17,0
1043,231,114581,0,18,0
1044,231,114582,0,19,0
1045,231,114583,0,20,0
1046,231,114584,0,21,0
1047,231,114585,0,22,0
1048,231,114586,0,23,0
1049,231,114587,0,24,0
1050,231,114588,0,25,0
1051,231,114589,0,26,0
1052,231,114590,0,27,0
1053,231,114591,0,28,0
1054,231,114592,0,29,0
1055,231,114593,0,30,0
1056,231,114594,0,31,0
1057,231,114595,0,32,0
1060,237,121270,0,0,0
1061,246,49081,0,0,0
1062,247,49081,0,0,0
1063,248,49081,0,0,0
1064,247,120008,0,1,0
1065,247,120019,0,7,0
1066,247,120020,0,10,0
1067,247,120021,0,15,0
1068,247,120022,0,18,0
1069,247,120023,0,22,0
1070,248,120070,0,1,0
1071,248,120071,0,8,0
1072,248,120072,0,11,0
1073,248,120073,0,15,0
1074,248,120074,0,18,0
1075,248,120075,0,22,0
1076,247,120133,0,2,0
1078,247,120135,0,3,0
1079,247,120136,0,4,0
1080,237,121271,0,1,0
1081,237,121272,0,2,0
1082,237,121273,0,3,0
1084,247,120140,0,5,0
1085,247,120141,0,6,0
1087,247,120156,0,8,0
1088,247,120157,0,9,0
1090,237,121274,0,4,0
1091,237,121275,0,5,0
1092,237,121277,0,6,0
1093,237,121278,0,7,0
1094,247,120161,0,11,0
1096,247,120162,0,12,0
1097,247,120163,0,13,0
1098,247,120164,0,14,0
1099,247,120193,0,16,0
1100,247,120197,0,17,0
1101,247,120198,0,19,0
1102,247,120205,0,20,0
1103,247,120207,0,21,0
1104,247,120208,0,23,0
1106,247,120210,0,24,0
1107,247,120211,0,25,0
1108,248,120359,0,2,0
1109,248,120360,0,3,0
1110,248,120361,0,4,0
1111,248,120356,0,5,0
1112,248,120357,0,6,0
1113,248,120358,0,7,0
1114,248,120362,0,9,0
1115,248,120363,0,10,0
1116,248,120364,0,19,0
1117,248,120365,0,20,0
1118,248,120366,0,21,0
1119,248,120346,0,23,0
1120,248,120347,0,24,0
1121,248,120348,0,25,0
1122,248,120349,0,16,0
1123,248,120350,0,17,0
1124,248,120351,0,12,0
1126,248,120353,0,13,0
1127,248,120355,0,14,0
1128,242,0,0,0,0
1129,240,120853,0,15,0
1130,238,124053,0,16,0
1131,238,124054,0,17,0
1132,238,124055,0,18,0
1133,240,121112,0,4,0
1134,240,121113,0,5,0
1135,240,121114,0,6,0
1136,240,121115,0,7,0
1137,240,121116,0,8,0
1138,240,121117,0,9,0
1139,240,121118,0,10,0
1142,240,121121,0,11,0
1143,240,121122,0,12,0
1144,240,121123,0,13,0
1145,240,121124,0,14,0
1146,240,123941,0,16,0
1147,240,123942,0,17,0
1148,240,121524,0,18,0
1149,240,121525,0,19,0
1150,240,121526,0,20,0
1151,240,121528,0,21,0
1152,240,121530,0,22,0
1153,240,121531,0,23,0
1154,240,121532,0,24,0
1155,240,121534,0,25,0
1156,240,121536,0,26,0
1157,240,121537,0,27,0
1158,240,121538,0,28,0
1160,240,121540,0,29,0
1161,240,121542,0,30,0
1162,240,34450,0,0,0
1163,256,102008,0,0,0
1164,256,102009,0,1,0
1165,256,102010,0,2,0
1166,256,102011,0,3,0
1167,256,102013,0,4,0
1168,256,102014,0,5,0
1169,256,102015,0,6,0
1170,256,102016,0,7,0
1171,256,102017,0,8,0
1172,256,102018,0,9,0
1173,258,101987,0,0,0
1174,258,103125,0,1,0
1175,258,103127,0,2,0
1176,258,103128,0,3,0
1177,258,103130,0,4,0
1178,258,103131,0,5,0
1179,258,103132,0,6,0
1180,258,103133,0,7,0
1181,258,103134,0,8,0
1182,258,103135,0,9,0
1183,258,103136,0,10,0
1184,258,103138,0,11,0
1185,258,103105,0,12,0
1186,258,103356,0,13,0
1187,258,103358,0,14,0
1188,258,103359,0,15,0
1189,258,103361,0,16,0
1190,258,105296,0,17,0
1191,258,103684,0,18,0
1192,258,103686,0,19,0
1193,258,103735,0,20,0
1194,258,104947,0,21,0
1195,258,104948,0,22,0
1196,258,104949,0,23,0
1197,258,108831,0,24,0
1198,258,108832,0,25,0
1199,258,108833,0,26,0
1200,236,122699,0,0,0
1201,236,122695,0,1,0
1202,236,122698,0,3,0
1203,236,122766,0,5,0
1204,236,122767,0,6,0
1205,236,122700,0,8,0
1206,236,122701,0,9,0
1207,236,122702,0,10,0
1208,236,122703,0,11,0
1209,236,122704,0,12,0
1210,236,122705,0,13,0
1211,236,122697,0,2,0
1212,236,122768,0,7,0
1213,248,123672,0,26,0
1214,248,123673,0,27,0
1215,248,123675,0,29,0
1216,248,123674,0,30,0
1217,248,123676,0,31,0
1218,248,123677,0,32,0
1219,248,123678,0,33,0
1220,248,123679,0,34,0
1221,247,123688,0,26,0
1222,247,123689,0,27,0
1223,247,123690,0,29,0
1224,247,123691,0,30,0
1225,247,123692,0,31,0
1226,247,123693,0,32,0
1227,247,123694,0,33,0
1228,247,123696,0,34,0
1229,248,123673,0,28,0
1231,247,123689,0,28,0
1232,239,123700,0,0,0
1233,239,123702,0,1,0
1234,239,123759,0,2,0
1235,238,123964,0,0,0
1236,238,123966,0,2,0
1237,238,123967,0,3,0
1238,238,123973,0,4,0
1239,238,123974,0,5,0
1240,238,123975,0,6,0
1241,238,123977,0,7,0
1242,238,123979,0,8,0
1243,238,123986,0,9,0
1244,238,123993,0,10,0
1245,238,124013,0,11,0
1246,238,124014,0,12,0
1247,238,124017,0,13,0
1248,238,124024,0,14,0
1249,238,124028,0,15,0
1250,238,124073,0,19,0
1251,238,124075,0,20,0
1252,238,124097,0,21,0
1253,238,124082,0,23,0
1254,235,0,0,0,0
1255,235,123887,0,1,0
1256,235,123888,0,2,0
1257,235,123889,0,3,0
1258,239,123957,0,3,0
1259,239,123927,0,4,0
1260,239,123928,0,5,0
1261,239,123929,0,6,0
1262,239,123937,0,7,0
1263,239,123938,0,8,0
1264,238,124084,0,1,0
1265,238,124081,0,22,0
1266,236,124423,0,4,0
1267,256,101994,0,10,0
1268,256,101993,0,11,0
1269,256,101995,0,12,0
1270,256,101996,0,13,0
1271,256,101997,0,14,0
1272,256,101998,0,15,0
1273,256,101999,0,16,0
1274,256,102000,0,17,0
1275,256,102001,0,18,0
1276,256,102002,0,19,0
1277,256,102003,0,20,0
1278,256,102004,0,21,0
1279,256,102005,0,22,0
1280,256,102006,0,23,0
1281,256,102007,0,24,0
1282,256,101936,0,25,0
1283,256,101942,0,26,0
1284,256,101943,0,27,0
1285,256,101944,0,28,0
1286,256,101435,0,29,0
1287,256,103354,0,30,0
1288,256,103355,0,31,0
1289,256,102743,0,32,0
1290,256,103360,0,33,0
1291,256,103364,0,34,0
1292,256,103369,0,35,0
1293,256,103370,0,36,0
1294,256,103371,0,37,0
1295,256,102747,0,38,0
1296,256,103372,0,39,0
1297,256,103374,0,40,0
1298,256,103375,0,41,0
1299,256,101971,0,42,0
1300,256,101974,0,43,0
1301,256,101976,0,44,0
1302,256,101983,0,45,0
1303,256,101984,0,46,0
1304,256,101985,0,47,0
1305,256,101986,0,48,0
1306,201,102008,0,0,0
1307,201,102009,0,1,0
1308,201,102010,0,2,0
1309,201,102011,0,3,0
1310,201,102013,0,4,0
1311,201,102014,0,5,0
1312,201,102015,0,6,0
1313,201,102016,0,7,0
1314,201,102017,0,8,0
1315,201,102018,0,9,0
1316,201,101994,0,10,0
1317,201,101993,0,11,0
1318,201,101995,0,12,0
1319,201,101996,0,13,0
1320,201,101997,0,14,0
1321,201,101998,0,15,0
1322,201,101999,0,16,0
1323,201,102000,0,17,0
1324,201,102001,0,18,0
1325,201,102002,0,19,0
1326,201,102003,0,20,0
1327,201,102004,0,21,0
1328,201,102005,0,22,0
1329,201,102006,0,23,0
1330,201,102007,0,24,0
1331,201,101936,0,25,0
1332,201,101942,0,26,0
1333,201,101943,0,27,0
1334,201,101944,0,28,0
1335,201,101435,0,29,0
1336,201,103354,0,30,0
1337,201,103355,0,31,0
1338,201,102743,0,32,0
1339,201,103360,0,33,0
1340,201,103364,0,34,0
1341,201,103369,0,35,0
1342,201,103370,0,36,0
1343,201,103371,0,37,0
1344,201,102747,0,38,0
1345,201,103372,0,39,0
1346,201,103374,0,40,0
1347,201,103375,0,41,0
1348,201,101971,0,42,0
1349,201,101974,0,43,0
1350,201,101976,0,44,0
1351,201,101983,0,45,0
1352,201,101984,0,46,0
1353,201,101985,0,47,0
1354,201,101986,0,48,0
1355,201,106333,0,53,0
1356,201,109442,0,54,0
1357,201,109443,0,55,0
1358,201,109444,0,56,0
1359,201,109445,0,57,0
1360,201,109446,0,58,0
1361,201,109466,0,59,0
1362,201,109467,0,60,0
1363,201,109468,0,61,0
1364,201,109425,0,62,0
1365,201,109426,0,63,0
1366,201,109427,0,64,0
1367,201,109428,0,65,0
1368,201,109429,0,66,0
1369,201,109458,0,67,0
1370,201,109459,0,68,0
1371,201,109460,0,69,0
1372,201,109461,0,70,0
1373,201,109422,0,71,0
1374,201,109469,0,72,0
1375,201,109470,0,73,0
1376,201,109483,0,74,0
1377,201,109464,0,75,0
1378,201,114414,0,76,0
1379,201,114415,0,77,0
1380,201,114416,0,78,0
1381,201,114417,0,79,0
1382,201,114418,0,80,0
1383,201,114419,0,81,0
1384,201,114420,0,82,0
1385,201,114421,0,83,0
1386,201,114422,0,84,0
1387,201,114423,0,85,0
1388,201,114424,0,86,0
1389,201,114425,0,87,0
1390,201,114433,0,88,0
1391,201,114434,0,89,0
1392,201,114435,0,90,0
1393,201,114436,0,91,0
1394,201,114437,0,92,0
1395,201,114438,0,93,0
1396,201,114581,0,94,0
1397,201,114582,0,95,0
1398,201,114583,0,96,0
1399,201,114584,0,97,0
1400,201,114585,0,98,0
1401,201,114586,0,99,0
1402,201,114587,0,100,0
1403,201,114588,0,101,0
1404,201,114589,0,102,0
1405,201,114590,0,103,0
1406,201,114591,0,104,0
1407,201,114592,0,105,0
1408,201,114593,0,106,0
1409,201,114594,0,107,0
1410,201,114595,0,108,0
1411,240,125264,0,32,0
1413,240,125267,0,33,0
1414,240,125268,0,34,0
1415,240,125917,0,1,0
1416,240,125918,0,2,0
1417,240,125921,0,3,0
