ID,Spells[0],Spells[1],Spells[2],Spells[3],Availability[0],Availability[1],Availability[2],Availability[3]
10517,0,4167,0,0,100,100,0,0
10518,0,4167,0,0,100,100,0,0
10519,0,4167,0,0,100,100,0,0
10520,0,4167,0,0,100,100,0,0
10521,0,4167,0,0,100,100,0,0
10522,0,4167,0,0,100,100,0,0
10523,0,4167,0,0,100,100,0,0
10524,17253,4167,0,0,100,100,0,0
10525,0,35346,0,0,100,100,0,0
10530,0,0,0,0,100,100,0,0
10540,24844,0,0,0,100,100,0,0
10543,0,35387,0,0,100,100,0,0
10544,0,0,0,0,100,100,0,0
10705,0,50541,0,0,100,100,0,0
10706,0,50541,0,0,100,100,0,0
10707,0,50541,0,0,100,100,0,0
10708,0,50541,0,0,100,100,0,0
10709,0,50541,0,0,100,100,0,0
10710,0,50541,0,0,100,100,0,0
10711,0,50541,0,0,100,100,0,0
10712,0,50541,0,0,100,100,0,0
10713,0,50541,0,0,100,100,0,0
10856,0,50541,0,0,100,100,0,0
11091,0,0,0,0,100,100,0,0
11092,0,24450,0,0,100,100,0,0
11093,0,24450,0,0,100,100,0,0
11094,0,24450,0,0,100,100,0,0
11553,16827,24450,0,0,100,100,0,0
11556,0,24450,0,0,100,100,0,0
11562,0,0,0,0,100,0,0,0
11563,0,50518,0,0,100,100,0,0
11564,0,50518,0,0,100,100,0,0
11565,0,50518,0,0,100,100,0,0
11566,0,50518,0,0,100,100,0,0
11567,0,50518,0,0,100,100,0,0
11568,0,50518,0,0,100,100,0,0
11569,0,50518,0,0,100,100,0,0
11570,0,50518,0,0,100,100,0,0
11571,0,0,0,0,100,100,0,0
11572,0,0,0,0,100,100,0,0
11573,35346,0,0,0,100,100,0,0
11574,35346,0,0,0,100,100,0,0
11575,0,0,0,0,100,0,0,0
11576,0,35346,0,0,100,100,0,0
11577,0,35346,0,0,100,100,0,0
11578,0,0,0,0,100,0,0,0
11579,0,0,0,0,100,100,0,0
11580,0,0,0,0,100,100,0,0
11581,0,0,0,0,100,100,0,0
11582,0,0,0,0,100,100,0,0
11583,0,0,0,0,100,0,0,0
11584,0,0,0,0,100,100,0,0
11585,0,0,0,0,100,100,0,0
11586,0,0,0,0,100,100,0,0
11587,35387,0,0,0,100,100,0,0
11588,0,0,0,0,100,100,0,0
11589,0,0,0,0,100,100,0,0
11590,0,0,0,0,100,100,0,0
11591,0,0,0,0,100,100,0,0
11592,0,0,0,0,100,100,0,0
11593,35290,0,0,0,100,0,0,0
11594,0,50518,0,0,100,100,0,0
11595,0,50518,0,0,100,100,0,0
11596,0,50518,0,0,100,100,0,0
11601,0,26064,0,0,100,100,0,0
11669,0,50285,0,0,100,100,0,0
12056,0,0,0,0,100,100,0,0
12153,0,50498,0,0,100,100,0,0
12668,0,0,0,0,100,100,0,0
12669,0,0,0,0,100,100,0,0
12814,0,50519,0,0,100,100,0,0
12815,0,50519,0,0,100,100,0,0
12816,0,50519,0,0,100,100,0,0
12817,17253,50519,0,0,100,100,0,0
12818,17253,50519,0,0,100,100,0,0
12820,17253,50519,0,0,100,100,0,0
12821,0,50519,0,0,100,100,0,0
12822,0,50519,0,0,100,100,0,0
12823,0,50519,0,0,100,100,0,0
12824,0,50519,0,0,100,100,0,0
12825,0,50519,0,0,100,100,0,0
12826,0,50519,0,0,100,100,0,0
12827,0,0,0,0,100,0,0,0
12828,0,50519,0,0,100,100,0,0
12829,16827,50256,0,0,100,100,0,0
12830,0,50256,0,0,100,100,0,0
12831,0,50256,0,0,100,100,0,0
12832,0,50256,0,0,100,100,0,0
12833,0,50256,0,0,100,100,0,0
12834,0,50256,0,0,100,100,0,0
12835,0,50256,0,0,100,100,0,0
12836,0,50256,0,0,100,100,0,0
12837,0,50256,0,0,100,100,0,0
12838,0,50256,0,0,100,100,0,0
12839,0,50256,0,0,100,100,0,0
12840,0,50256,0,0,100,100,0,0
12841,0,50256,0,0,100,100,0,0
12842,0,50256,0,0,100,100,0,0
12843,0,50256,0,0,100,100,0,0
12844,0,50256,0,0,100,100,0,0
12847,0,50256,0,0,100,100,0,0
12848,0,50256,0,0,100,100,0,0
12850,0,50256,0,0,100,100,0,0
12851,0,50256,0,0,100,100,0,0
12852,0,50256,0,0,100,100,0,0
12853,0,50256,0,0,100,100,0,0
12854,0,50256,0,0,100,100,0,0
12855,17253,24423,0,0,100,100,0,0
12856,17253,24423,0,0,100,100,0,0
12857,0,24423,0,0,100,100,0,0
12858,0,0,0,0,100,100,0,0
12859,0,0,0,0,100,100,0,0
12860,0,0,0,0,100,100,0,0
12861,0,0,0,0,100,100,0,0
12862,0,0,0,0,100,100,0,0
12863,0,0,0,0,100,100,0,0
12864,0,0,0,0,100,100,0,0
12865,0,0,0,0,100,100,0,0
12866,0,0,0,0,100,100,0,0
12867,0,0,0,0,100,100,0,0
12868,0,24423,0,0,100,100,0,0
12869,0,24423,0,0,100,100,0,0
12870,0,24423,0,0,100,100,0,0
12871,0,0,0,0,100,100,0,0
12872,0,0,0,0,100,100,0,0
12873,0,0,0,0,100,100,0,0
12874,0,0,0,0,100,100,0,0
12875,0,0,0,0,100,100,0,0
12876,0,24423,0,0,100,100,0,0
12877,0,24423,0,0,100,100,0,0
12879,16827,50285,0,0,100,100,0,0
12880,16827,50285,0,0,100,100,0,0
12881,16827,50285,0,0,100,100,0,0
12882,16827,50285,0,0,100,100,0,0
12883,0,50285,0,0,100,100,0,0
12884,16827,50285,0,0,100,100,0,0
12885,0,50285,0,0,100,100,0,0
12886,0,50479,0,0,100,100,0,0
12887,0,50479,0,0,100,100,0,0
12888,0,50479,0,0,100,100,0,0
12889,0,50479,0,0,100,100,0,0
12890,0,50479,0,0,100,100,0,0
12891,0,50479,0,0,100,100,0,0
12892,0,50479,0,0,100,100,0,0
12893,0,50479,0,0,100,100,0,0
12894,0,50479,0,0,100,100,0,0
12895,0,50271,0,0,100,100,0,0
12896,0,50271,0,0,100,100,0,0
12897,0,50271,0,0,100,100,0,0
12898,0,50271,0,0,100,100,0,0
12899,0,50271,0,0,100,100,0,0
12900,0,50271,0,0,100,100,0,0
12901,0,50271,0,0,100,100,0,0
12902,0,50271,0,0,100,100,0,0
12903,0,50271,0,0,100,100,0,0
12904,0,50271,0,0,100,100,0,0
12905,0,50271,0,0,100,100,0,0
12906,0,50271,0,0,100,100,0,0
12907,0,50271,0,0,100,100,0,0
12908,0,50271,0,0,100,100,0,0
12909,0,50271,0,0,100,100,0,0
12910,0,50271,0,0,100,100,0,0
12911,0,50271,0,0,100,100,0,0
12912,0,50271,0,0,100,100,0,0
12913,0,50271,0,0,100,100,0,0
12914,0,50433,0,0,100,100,0,0
12915,0,50433,0,0,100,100,0,0
12916,0,50433,0,0,100,100,0,0
12917,0,50433,0,0,100,100,0,0
12918,0,50433,0,0,100,100,0,0
12919,0,50433,0,0,100,100,0,0
12921,0,50433,0,0,100,100,0,0
12922,0,50433,0,0,100,100,0,0
12923,0,50433,0,0,100,100,0,0
12924,0,50433,0,0,100,100,0,0
12925,0,50433,0,0,100,100,0,0
12926,0,50433,0,0,100,100,0,0
12927,0,50433,0,0,100,100,0,0
12928,0,50433,0,0,100,100,0,0
12929,0,50433,0,0,100,100,0,0
12930,0,50433,0,0,100,100,0,0
12931,0,50433,0,0,100,100,0,0
12932,0,35346,0,0,100,100,0,0
12933,0,35346,0,0,100,100,0,0
12935,0,0,0,0,100,100,0,0
12936,0,0,0,0,100,100,0,0
12937,0,0,0,0,100,100,0,0
12938,0,0,0,0,100,100,0,0
12939,0,35387,0,0,100,100,0,0
12940,0,0,0,0,100,100,0,0
12941,0,0,0,0,100,100,0,0
12942,26064,0,0,0,100,100,0,0
12943,26064,0,0,0,100,100,0,0
12944,26064,0,0,0,100,100,0,0
12945,26064,0,0,0,100,100,0,0
12946,26064,0,0,0,100,100,0,0
12947,26064,0,0,0,100,100,0,0
12948,0,26064,0,0,100,100,0,0
12949,26064,0,0,0,100,100,0,0
12950,26064,0,0,0,100,100,0,0
12951,26064,0,0,0,100,100,0,0
12952,26064,0,0,0,100,100,0,0
12956,0,50274,0,0,100,100,0,0
12957,0,50274,0,0,100,100,0,0
12958,0,0,0,0,100,100,0,0
12959,0,0,0,0,100,100,0,0
12960,0,0,0,0,100,100,0,0
12961,0,0,0,0,100,100,0,0
12962,0,0,0,0,100,100,0,0
12963,0,0,0,0,100,100,0,0
12964,0,0,0,0,100,100,0,0
12965,0,0,0,0,100,100,0,0
12966,0,0,0,0,100,100,0,0
12968,0,24640,0,0,100,100,0,0
12969,0,0,0,0,100,100,0,0
12970,16827,24640,0,0,100,100,0,0
12993,0,0,0,0,100,0,0,0
13008,16827,50245,0,0,100,100,0,0
13009,16827,50245,0,0,100,100,0,0
13010,0,50245,0,0,100,100,0,0
13011,0,50245,0,0,100,100,0,0
13012,0,50245,0,0,100,100,0,0
13014,0,50245,0,0,100,100,0,0
13015,0,50245,0,0,100,100,0,0
13016,0,50245,0,0,100,100,0,0
13017,0,50245,0,0,100,100,0,0
13018,0,50245,0,0,100,100,0,0
13019,0,50245,0,0,100,100,0,0
13020,0,50245,0,0,100,100,0,0
13021,0,50245,0,0,100,100,0,0
13022,16827,50245,0,0,100,100,0,0
13024,0,50245,0,0,100,100,0,0
13025,0,50518,0,0,100,100,0,0
13026,0,50518,0,0,100,100,0,0
13027,0,50518,0,0,100,100,0,0
13028,0,50518,0,0,100,100,0,0
13029,0,0,0,0,100,100,0,0
13030,0,24604,0,0,100,100,0,0
13032,0,24604,0,0,100,100,0,0
13033,0,24604,0,0,100,100,0,0
13034,0,0,0,0,100,100,0,0
13035,0,0,0,0,100,100,0,0
13036,0,0,0,0,100,100,0,0
13037,0,0,0,0,100,100,0,0
13038,0,0,0,0,100,100,0,0
13039,0,0,0,0,100,100,0,0
13040,0,0,0,0,100,100,0,0
13041,0,24604,0,0,100,100,0,0
13042,0,0,0,0,100,100,0,0
13043,0,0,0,0,100,100,0,0
13044,0,0,0,0,100,100,0,0
13045,0,0,0,0,100,100,0,0
13046,0,0,0,0,100,100,0,0
13047,0,0,0,0,100,100,0,0
13048,17253,24604,0,0,100,100,0,0
13049,17253,24604,0,0,100,100,0,0
13050,0,24604,0,0,100,100,0,0
13051,0,24604,0,0,100,100,0,0
13052,0,24604,0,0,100,100,0,0
13053,0,24604,0,0,100,100,0,0
13055,0,0,0,0,100,100,0,0
13056,0,24604,0,0,100,100,0,0
13057,0,0,0,0,100,100,0,0
13058,17253,24604,0,0,100,100,0,0
13059,17253,24604,0,0,100,100,0,0
13060,17253,24604,0,0,100,100,0,0
13061,17253,24604,0,0,100,100,0,0
13062,0,0,0,0,100,100,0,0
13063,0,0,0,0,100,100,0,0
13064,0,0,0,0,100,100,0,0
13065,0,0,0,0,100,100,0,0
13067,0,50245,0,0,100,100,0,0
13069,0,50245,0,0,100,100,0,0
13070,0,50245,0,0,100,100,0,0
13071,0,50245,0,0,100,100,0,0
13072,0,50245,0,0,100,100,0,0
13076,0,50256,0,0,100,100,0,0
13078,0,50256,0,0,100,100,0,0
13079,0,50256,0,0,100,100,0,0
13085,0,50271,0,0,100,100,0,0
13087,0,50274,0,0,100,100,0,0
13092,0,50285,0,0,100,100,0,0
13099,0,50318,0,0,100,100,0,0
13100,0,50318,0,0,100,100,0,0
13101,0,50318,0,0,100,100,0,0
13102,0,50318,0,0,100,100,0,0
13103,49966,50318,0,0,100,100,0,0
13104,0,50318,0,0,100,100,0,0
13105,0,50318,0,0,100,100,0,0
13106,0,50318,0,0,100,100,0,0
13107,0,50318,0,0,100,100,0,0
13108,0,50318,0,0,100,100,0,0
13109,0,50318,0,0,100,100,0,0
13110,0,50318,0,0,100,100,0,0
13115,0,4167,0,0,100,100,0,0
13116,0,4167,0,0,100,100,0,0
13117,0,4167,0,0,100,100,0,0
13118,0,4167,0,0,100,100,0,0
13119,0,4167,0,0,100,100,0,0
13120,0,4167,0,0,100,100,0,0
13121,0,4167,0,0,100,100,0,0
13122,0,4167,0,0,100,100,0,0
13147,0,4167,0,0,100,100,0,0
13148,0,4167,0,0,100,100,0,0
13149,0,4167,0,0,100,100,0,0
13150,0,4167,0,0,100,100,0,0
13151,0,4167,0,0,100,100,0,0
13152,0,4167,0,0,100,100,0,0
13153,0,4167,0,0,100,100,0,0
13154,0,4167,0,0,100,100,0,0
13155,0,4167,0,0,100,100,0,0
13156,0,4167,0,0,100,100,0,0
13157,0,4167,0,0,100,100,0,0
13158,17253,4167,0,0,100,100,0,0
13159,17253,4167,0,0,100,100,0,0
13160,0,4167,0,0,100,100,0,0
13161,0,4167,0,0,100,100,0,0
13162,0,4167,0,0,100,100,0,0
13163,0,4167,0,0,100,100,0,0
13164,0,4167,0,0,100,100,0,0
13166,0,4167,0,0,100,100,0,0
13167,0,4167,0,0,100,100,0,0
13168,0,4167,0,0,100,100,0,0
13169,0,4167,0,0,100,100,0,0
13170,0,4167,0,0,100,100,0,0
13172,0,4167,0,0,100,100,0,0
13174,0,4167,0,0,100,100,0,0
13177,0,50498,0,0,100,100,0,0
13178,0,50498,0,0,100,100,0,0
13179,0,50498,0,0,100,100,0,0
13180,0,50498,0,0,100,100,0,0
13181,0,50498,0,0,100,100,0,0
13182,0,50498,0,0,100,100,0,0
13183,0,50498,0,0,100,100,0,0
13184,0,50498,0,0,100,100,0,0
13185,0,50498,0,0,100,100,0,0
13186,0,50498,0,0,100,100,0,0
13187,0,50498,0,0,100,100,0,0
13188,0,50498,0,0,100,100,0,0
13189,0,50498,0,0,100,100,0,0
13191,0,50498,0,0,100,100,0,0
13192,0,50498,0,0,100,100,0,0
13193,0,50498,0,0,100,100,0,0
13194,0,50498,0,0,100,100,0,0
13195,0,50498,0,0,100,100,0,0
13196,0,50498,0,0,100,100,0,0
13197,0,50498,0,0,100,100,0,0
13198,0,50498,0,0,100,100,0,0
13199,0,50498,0,0,100,100,0,0
13200,0,50498,0,0,100,100,0,0
13201,16827,50498,0,0,100,100,0,0
13202,0,50498,0,0,100,100,0,0
13203,0,50498,0,0,100,100,0,0
13204,0,50498,0,0,100,100,0,0
13205,0,50498,0,0,100,100,0,0
