ID,ParentSet,UiWidgetID
9881,1,916
9882,1,917
9883,1,918
9884,1,919
9885,1,920
9886,1,921
9887,1,922
9888,1,923
9889,1,924
9890,1,925
9891,2,926
9892,1,927
9893,1,928
9894,1,929
9895,1,930
9896,1,931
9897,1,932
9898,1,933
9899,1,934
9900,1,935
9901,1,936
9902,1,937
9903,1,938
9904,1,939
9905,1,940
9906,1,941
9907,1,942
9908,2,943
9909,1,944
9910,1,945
9911,1,946
9912,1,947
9913,1,948
9914,1,949
9915,1,950
9916,1,951
9917,1,952
9918,1,953
9919,1,954
9920,1,955
9921,1,956
9922,1,957
9923,1,958
9924,1,961
9925,1,962
9926,1,963
9927,1,964
9928,1,965
9929,1,966
9930,1,967
9931,1,968
9932,1,969
9933,1,970
9934,1,971
9935,1,972
9936,1,973
9937,1,974
9938,1,975
9939,1,976
9940,1,977
9941,1,978
9942,1,982
9943,129,983
9944,129,984
9945,1,988
9946,5,995
9947,5,996
9948,5,997
9949,6,999
9950,6,1000
9951,6,1001
9952,6,1002
9953,7,1003
9954,7,1004
9955,7,1005
9956,7,1006
9957,7,1007
9958,7,1008
9959,7,1009
9960,7,1010
9961,8,1011
9962,9,1012
9963,9,1013
9964,9,1015
9965,9,1016
9966,10,1017
9967,11,1018
9968,11,1019
9969,11,1020
9970,11,1021
9971,5,1022
9972,5,1023
9973,5,1024
9974,12,1025
9975,12,1026
9976,12,1027
9977,12,1028
9978,12,1029
9979,12,1030
9980,12,1031
9981,12,1032
9982,12,1033
9983,12,1034
9984,12,1035
9985,12,1036
9986,12,1037
9987,5,1039
9988,5,1040
9989,1,1041
9990,1,1042
9991,12,1043
9992,12,1044
9993,12,1045
9994,12,1046
9995,5,1047
9996,5,1125
9997,5,1126
9998,12,1127
9999,12,1128
10000,112,1129
10001,112,1130
10002,112,1131
10003,112,1132
10004,112,1133
10005,112,1134
10006,112,1135
10007,114,1136
10008,114,1137
10009,114,1138
10010,114,1139
10011,114,1140
10012,114,1141
10013,1,1142
10014,1,1143
10015,1,1144
10016,1,1145
10017,1,1146
10018,1,1147
10019,118,1148
10020,120,1149
10021,121,1150
10022,121,1151
10023,121,1152
10024,121,1153
10025,119,1154
10026,119,1156
10027,119,1157
10028,119,1158
10029,116,1159
10030,116,1160
10031,116,1162
10032,116,1163
10033,5,1164
10034,5,1165
10035,5,1166
10036,5,1167
10037,5,1168
10038,5,1169
10039,5,1170
10040,5,1171
10041,5,1172
10042,5,1173
10043,5,1174
10044,7,1175
10045,7,1176
10046,7,1177
10047,7,1178
10048,7,1179
10049,7,1180
10050,7,1181
10051,7,1182
10052,12,1183
10053,12,1184
10054,12,1185
10055,12,1186
10056,12,1187
10057,12,1188
10058,12,1189
10059,12,1190
10060,12,1191
10061,12,1192
10062,12,1193
10063,12,1194
10064,12,1195
10065,12,1196
10066,12,1197
10067,12,1198
10068,12,1199
10069,12,1200
10070,12,1201
10071,112,1202
10072,112,1203
10073,112,1204
10074,112,1205
10075,112,1206
10076,112,1207
10077,112,1208
10078,114,1209
10079,114,1210
10080,114,1211
10081,114,1212
10082,114,1213
10083,114,1214
10084,125,1216
10086,127,1218
10087,129,1224
10088,129,1225
10089,132,1232
10090,132,1233
10091,132,1234
10092,132,1235
10093,135,1242
10094,135,1243
10095,135,1244
10096,135,1245
10097,127,1246
10098,127,1247
10099,138,1254
10100,138,1255
10101,138,1256
10102,138,1257
10103,141,1264
10104,141,1265
10105,141,1266
10106,141,1267
10107,144,1274
10108,144,1275
10109,144,1276
10110,144,1277
10111,145,1278
10112,146,1279
10113,147,1280
10114,148,1281
10115,149,1282
10116,150,1283
10117,145,1284
10118,146,1285
10119,147,1286
10120,148,1287
10121,149,1288
10122,150,1289
10123,127,1290
10124,127,1291
10125,127,1292
10126,127,1293
10127,127,1294
10128,127,1295
10129,127,1296
10130,127,1297
10131,127,1298
10132,127,1299
10133,127,1300
10134,127,1301
10135,127,1302
10136,127,1303
10137,127,1304
10138,127,1305
10139,127,1306
10140,127,1307
10141,127,1308
10142,151,1309
10143,151,1310
10144,152,1311
10145,152,1312
10146,153,1313
10147,153,1314
10148,155,1315
10149,155,1316
10150,154,1317
10151,154,1318
10152,156,1319
10153,156,1320
10154,129,1325
10155,129,1326
10157,157,1329
10158,159,1330
10159,160,1331
10160,5,1335
10161,5,1336
10162,5,1337
10163,5,1338
10164,5,1339
10165,5,1340
10166,5,1341
10167,5,1342
10168,5,1343
10169,5,1344
10170,5,1345
10171,5,1346
10172,163,1348
10173,163,1349
10174,164,1350
10175,7,1351
10176,7,1352
10177,7,1353
10178,7,1354
10179,7,1355
10180,7,1356
10181,7,1357
10182,7,1358
10183,12,1362
10184,12,1363
10185,165,1364
10186,165,1365
10187,165,1366
10188,166,1367
10189,12,1368
10190,12,1369
10191,12,1370
10192,135,1371
10193,135,1372
10194,112,1373
10195,112,1374
10196,112,1375
10197,112,1376
10198,112,1377
10199,112,1378
10200,112,1380
10201,112,1381
10202,112,1382
10203,132,1383
10204,132,1384
10205,12,1388
10206,12,1389
10207,145,1390
10208,12,1391
10209,12,1392
10210,148,1393
10211,12,1394
10212,12,1395
10213,12,1396
10214,12,1397
10215,138,1398
10216,138,1399
10217,146,1400
10218,149,1401
10219,12,1402
10220,12,1403
10221,147,1404
10222,12,1405
10223,12,1406
10224,150,1407
10225,114,1408
10226,114,1409
10227,114,1410
10228,114,1411
10229,114,1412
10230,144,1413
10231,144,1414
10232,114,1415
10233,167,1416
10234,167,1417
10235,167,1418
10236,167,1419
10237,168,1420
10238,168,1421
10239,168,1422
10240,141,1423
10241,141,1424
10242,1,1425
10243,1,1428
10244,169,1430
10245,169,1431
10246,170,1432
10247,170,1433
10248,171,1434
10249,171,1435
10250,172,1436
10251,172,1437
10252,173,1438
10253,173,1439
10254,174,1440
10255,174,1441
10256,175,1442
10257,176,1443
10258,177,1444
10259,178,1445
10260,178,1446
10261,175,1447
10262,176,1448
10263,177,1449
10264,178,1450
10265,178,1451
10266,179,1452
10267,180,1453
10268,183,1454
10269,145,1455
10270,148,1456
10271,146,1457
10272,149,1458
10273,147,1459
10274,150,1460
10275,190,1461
10276,190,1462
10277,190,1463
10278,191,1464
10279,191,1465
10280,191,1466
10281,190,1467
10282,190,1468
10283,191,1469
10284,191,1470
10285,191,1471
10286,175,1472
10287,176,1473
10288,177,1474
10289,178,1475
10290,180,1476
10291,180,1477
10292,180,1478
10293,180,1479
10294,181,1480
10295,181,1481
10296,181,1482
10297,181,1483
10298,182,1484
10299,182,1485
10300,182,1486
10301,182,1487
10302,183,1488
10303,192,1489
10304,192,1490
10305,193,1491
10306,193,1492
10307,193,1493
10308,194,1494
10309,164,1495
10310,167,1496
10311,167,1497
10312,167,1498
10313,175,1499
10314,176,1500
10315,177,1501
10316,178,1503
10317,178,1504
10318,7,1505
10319,7,1506
10320,7,1507
10321,7,1508
10322,132,1509
10323,12,1510
10324,145,1511
10325,148,1512
10326,12,1513
10327,12,1514
10328,12,1515
10329,12,1516
10330,12,1517
10331,12,1518
10332,12,1519
10333,12,1520
10334,146,1521
10335,149,1522
10336,12,1523
10337,12,1524
10338,147,1525
10339,12,1526
10340,12,1527
10341,150,1528
10342,12,1529
10343,12,1530
10344,12,1531
10345,12,1532
10346,114,1533
10347,114,1534
10348,183,1535
10349,5,1536
10350,5,1537
10351,5,1540
10352,5,1541
10353,5,1543
10354,5,1544
10355,5,1545
10356,5,1546
10357,163,1547
10358,138,1548
10359,141,1549
10360,112,1550
10361,135,1551
10362,180,1552
10363,180,1553
10364,180,1554
10365,180,1555
10366,181,1556
10367,181,1557
10368,181,1558
10369,181,1559
10370,182,1560
10371,182,1561
10372,182,1562
10373,182,1563
10374,112,1564
10375,112,1565
10376,112,1566
10377,129,1567
10378,144,1568
10379,1,1570
10380,195,1571
10381,195,1572
10382,167,1574
10383,168,1575
10384,168,1576
10385,168,1577
10386,193,1578
10387,193,1579
10388,193,1580
10389,193,1581
10390,192,1582
10391,192,1583
10392,1,1584
10393,168,1588
10394,168,1589
10395,192,1590
10396,1,1591
10397,1,1592
10398,178,1593
10399,196,1594
10400,196,1595
10401,127,1596
10402,127,1597
10403,127,1598
10404,127,1599
10405,127,1600
10406,127,1601
10407,197,1602
10408,197,1603
10409,198,1604
10410,198,1605
10411,199,1606
10412,199,1607
10413,201,1608
10414,1,1609
10415,201,1610
10416,1,1611
10417,1,1612
10418,202,1613
10419,203,1615
10420,204,1616
10421,204,1617
10422,205,1621
10423,207,1622
10424,206,1623
10425,210,1624
10426,210,1625
10427,1,1626
10428,1,1627
10429,1,1628
10430,1,1629
10431,210,1630
10432,210,1631
10433,1,1632
10434,1,1640
10435,212,1641
10436,212,1642
10437,1,1644
10438,1,1645
10439,1,1646
10440,1,1647
10441,203,1648
10442,213,1649
10443,214,1650
10444,215,1651
10445,216,1652
10446,217,1653
10447,218,1654
10448,213,1655
10449,214,1656
10450,215,1657
10451,216,1658
10452,217,1659
10453,218,1660
10454,1,1670
10455,1,1671
10456,1,1672
10457,1,1683
10458,1,1684
10459,1,1685
10460,1,1686
10461,1,1687
10462,1,1688
10463,1,1689
10464,220,1690
10465,220,1691
10466,221,1692
10467,221,1693
10468,222,1694
10469,222,1695
10470,223,1696
10471,223,1697
10472,224,1698
10473,224,1699
10474,1,1700
10475,1,1705
10476,2,1707
10477,2,1708
10478,2,1709
10479,1,1710
10480,2,1711
10481,2,1712
10482,2,1713
10483,1,1714
10484,226,1715
10485,226,1716
10486,1,1717
10487,1,1718
10488,1,1719
10489,1,1726
10490,227,1727
10491,227,1728
10492,228,1729
10493,229,1730
10494,230,1731
10495,231,1732
10496,232,1733
10497,233,1734
10498,228,1735
10499,229,1736
10500,230,1737
10501,231,1738
10502,232,1739
10503,233,1740
10505,1,1760
10506,2,1900
10507,2,1901
10508,2,1902
10509,1,1903
10510,1,1904
10511,1,1905
10512,1,1906
10513,1,1907
10514,2,1908
10515,252,1909
10516,210,1915
10517,210,1916
10518,210,1917
10519,210,1918
10520,209,1919
10521,236,1920
10522,209,1921
10523,209,1922
10524,209,1923
10525,209,1924
10526,209,1925
10527,209,1926
10528,209,1927
10529,236,1928
10530,236,1929
10531,236,1930
10532,236,1931
10533,236,1932
10534,236,1933
10535,236,1934
10536,1,1936
10537,1,1937
10538,238,1940
10539,239,1941
10540,241,1949
10541,241,1952
10542,241,1953
10543,241,1954
10544,241,1955
10545,241,1956
10546,240,1961
10547,240,1962
10548,240,1963
10549,240,1964
10550,237,1966
10551,242,1967
10552,242,1968
10553,242,1969
10554,242,1970
10555,242,1971
10556,242,1972
10557,1,1973
10558,239,1978
10559,239,1979
10560,239,1980
10561,239,1981
10562,239,1982
10563,1,1984
10564,1,1997
10565,1,1998
10567,240,2000
10568,240,2001
10570,245,2004
10571,245,2006
10572,245,2007
10573,246,2008
10574,246,2009
10575,246,2010
10576,247,2011
10577,247,2012
10578,247,2013
10579,248,2014
10580,248,2015
10581,248,2016
10582,248,2022
10583,247,2023
10584,249,2024
10585,249,2025
10586,249,2029
10587,249,2030
10588,249,2031
10589,249,2032
10590,249,2033
10591,249,2034
10592,249,2035
10593,249,2036
10594,249,2037
10595,249,2038
10596,249,2039
10597,249,2040
10598,249,2041
10599,249,2042
10600,2,2043
10601,114,2054
10602,114,2055
10603,1,2060
10604,241,2061
10605,241,2062
10606,239,2063
10607,239,2064
10608,242,2065
10609,242,2066
10610,1,2067
10611,1,2069
10612,1,2070
10613,1,2071
10614,249,2072
10615,249,2073
10616,1,2074
10617,1,2076
10618,210,2080
10619,236,2081
10620,209,2082
10621,239,2083
10622,242,2084
10623,241,2085
10624,127,2087
10625,127,2088
10626,127,2089
10627,127,2090
10628,127,2091
10629,127,2092
10630,247,2093
10631,248,2094
10632,1,2098
10633,254,2099
10634,254,2100
10635,254,2101
10636,249,2102
10637,249,2103
10638,249,2104
10639,249,2105
10640,253,2120
10641,253,2121
10642,253,2122
10643,246,2124
10644,247,2125
10645,245,2126
10646,248,2127
10647,2,2128
10648,260,2130
10649,1,2135
10650,240,2136
10651,261,2137
10652,261,2138
10653,261,2139
10654,262,2143
10655,262,2144
10656,262,2145
10657,263,2146
10658,263,2147
10659,263,2148
10660,264,2152
10661,264,2153
10662,264,2154
10663,265,2158
10664,265,2159
10665,265,2160
10666,266,2165
10667,267,2166
10668,268,2167
10669,1,2168
10670,269,2169
10671,270,2170
10672,1,2212
10673,1,2213
10674,277,2214
10675,1,2216
10676,279,2219
10677,280,2220
10678,281,2221
10679,282,2222
10681,254,2224
10682,253,2227
10683,253,2228
10684,253,2229
10685,253,2230
10686,253,2231
10687,253,2232
10688,253,2233
10689,253,2234
10690,245,2235
10691,245,2236
10692,245,2237
10693,245,2238
10694,245,2239
10695,245,2240
10696,246,2241
10697,246,2242
10698,246,2243
10699,246,2244
10700,246,2245
10701,246,2246
10702,248,2247
10703,248,2248
10704,248,2249
10705,248,2250
10706,247,2251
10707,247,2252
10708,247,2253
10709,247,2254
10710,262,2255
10711,262,2256
10712,262,2257
10713,262,2258
10714,262,2259
10715,262,2260
10716,262,2261
10717,262,2262
10718,261,2264
10719,261,2265
10720,261,2266
10721,261,2267
10722,261,2269
10723,261,2270
10724,261,2271
10725,263,2273
10726,263,2274
10727,263,2275
10728,263,2277
10729,263,2278
10730,263,2279
10731,263,2280
10732,265,2281
10733,265,2282
10734,265,2283
10735,265,2284
10736,265,2285
10737,265,2286
10738,265,2287
10739,264,2288
10740,264,2289
10741,264,2290
10742,264,2291
10743,264,2292
10744,264,2293
10745,264,2294
10746,1,2296
10747,285,2299
10748,283,2302
10749,1,2304
10750,1,2305
10751,1,2306
10752,1,2307
10753,1,2308
10754,1,2309
10755,1,2311
10756,1,2312
10757,1,2313
10758,1,2314
10759,1,2315
10760,1,2316
10761,1,2317
10762,252,2318
10763,291,2319
10764,252,2321
10765,1,2322
10766,1,2323
10767,1,2324
10768,1,2325
10769,1,2326
10770,1,2327
10771,1,2328
10772,1,2330
10773,1,2331
10774,1,2332
10775,252,2333
10776,283,2334
10777,1,2339
10778,293,2340
10779,294,2342
10780,1,2359
10781,1,2360
10782,1,2361
10783,1,2362
10784,1,2363
10785,2,2364
10786,2,2366
10787,283,2371
10789,2,2380
10790,2,2382
10791,1,2387
10792,283,2388
10793,1,2389
10794,2,2390
10795,2,2391
10796,316,2394
10797,317,2395
10798,1,2396
10800,2,2399
10801,2,2400
10802,2,2401
10803,252,2403
10804,1,2404
10805,1,2405
10806,1,2406
10807,312,2407
10808,322,2408
10809,323,2409
10810,323,2410
10811,323,2411
10812,329,2412
10813,329,2413
10814,331,2414
10815,332,2415
10816,323,2416
10817,329,2417
10818,331,2418
10819,332,2419
10820,343,2420
10821,343,2421
10822,344,2422
10823,344,2423
10824,345,2424
10825,345,2425
10826,346,2426
10827,346,2427
10828,347,2428
10829,347,2429
10830,348,2430
10831,348,2431
10832,349,2432
10833,349,2433
10834,350,2434
10835,350,2435
10838,2,2438
10839,2,2439
10840,351,2440
10841,351,2441
10842,352,2442
10843,352,2443
10844,353,2444
10845,353,2445
10846,354,2446
10847,354,2447
10848,356,2448
10849,356,2449
10850,357,2450
10851,357,2451
10852,358,2452
10853,358,2453
10854,359,2454
10855,359,2455
10856,360,2456
10857,360,2457
10858,361,2458
10859,362,2459
10860,363,2460
10861,361,2461
10862,362,2462
10863,363,2463
10865,252,2465
10866,252,2466
10867,252,2467
10868,252,2468
10869,252,2469
10870,252,2470
10871,252,2471
10872,252,2472
10873,252,2473
10874,252,2474
10875,252,2475
10876,252,2476
10877,252,2477
10878,252,2478
10879,252,2479
10880,312,2480
10881,312,2481
10882,312,2482
10883,364,2483
10884,364,2484
10885,364,2485
10886,364,2486
10887,1,2487
10888,252,2488
10889,252,2489
10890,252,2490
10891,252,2491
10892,312,2492
10893,364,2493
10894,365,2494
10895,365,2495
10896,365,2496
10897,365,2497
10898,365,2498
10899,366,2499
10900,366,2500
10901,366,2501
10902,366,2502
10903,366,2503
10904,367,2504
10905,367,2505
10906,367,2506
10907,367,2507
10908,367,2508
10909,252,2509
10910,283,2513
10911,283,2514
10914,252,2518
10915,252,2519
10916,252,2520
10917,252,2521
10918,252,2522
10919,252,2523
10920,252,2524
10921,252,2525
10922,252,2526
10923,252,2527
10924,252,2528
10925,252,2529
10926,252,2530
10927,252,2535
10928,252,2536
10929,252,2537
10930,252,2538
10931,260,2539
10932,260,2541
10933,376,2546
10934,376,2547
10935,376,2548
10936,377,2549
10937,377,2550
10938,378,2551
10939,379,2552
10940,380,2553
10941,381,2554
10942,382,2555
10943,383,2556
10944,384,2557
10945,385,2558
10946,386,2559
10947,387,2560
10948,388,2561
10949,260,2562
10950,260,2563
10951,260,2564
10952,260,2565
10953,260,2566
10954,260,2567
10955,260,2568
10956,260,2569
10957,390,2571
10958,389,2572
10959,283,2573
10960,391,2574
10961,392,2577
10962,393,2579
10963,283,2580
10964,394,2581
10965,395,2582
10966,396,2584
10967,397,2586
10968,283,2587
10969,398,2588
10977,400,2611
10978,401,2617
10979,402,2618
10980,403,2619
10981,404,2620
10982,1,2621
10983,405,2622
10984,406,2623
10985,407,2624
10986,408,2625
10987,409,2626
10988,410,2627
10989,411,2628
10990,1,2631
10991,412,2633
10992,1,2634
10993,324,2635
10994,324,2636
10995,324,2637
10996,324,2638
10997,325,2639
10998,325,2640
10999,325,2641
11000,325,2642
11001,326,2643
11002,326,2644
11003,326,2645
11004,326,2646
11005,327,2647
11006,327,2648
11007,327,2649
11008,328,2650
11009,328,2651
11010,328,2652
11011,330,2653
11012,330,2654
11013,330,2655
11014,333,2656
11015,333,2657
11016,334,2658
11017,334,2659
11018,335,2660
11019,335,2661
11020,336,2662
11021,336,2663
11022,337,2664
11023,337,2665
11024,338,2666
11025,338,2667
11026,413,2668
11027,413,2669
11028,413,2670
11029,414,2671
11030,414,2672
11031,414,2673
11032,415,2674
11033,415,2675
11034,415,2676
11035,416,2677
11036,416,2678
11037,417,2679
11038,417,2680
11039,418,2681
11040,418,2682
11041,419,2683
11042,420,2684
11043,421,2685
11044,422,2686
11045,423,2687
11046,424,2688
11055,426,2689
11066,426,2691
11067,426,2692
11068,426,2693
11069,426,2694
11075,429,2700
11076,429,2695
11077,427,2702
11078,427,2701
11079,430,2704
11080,430,2703
11083,428,2706
11084,428,2705
11085,425,2708
11088,252,2712
11089,252,2713
11090,252,2714
11091,252,2715
11093,431,2717
11094,431,2718
11095,431,2719
11096,431,2720
11097,431,2716
11098,252,2721
11099,252,2722
11100,252,2723
11101,252,2724
11103,252,2726
11104,252,2727
11105,252,2728
11106,252,2729
11108,252,2731
11109,252,2732
11110,252,2733
11111,252,2734
11113,252,2736
11114,252,2737
11115,252,2738
11116,252,2739
11118,252,2741
11119,252,2742
11120,252,2743
11121,252,2744
11123,252,2746
11124,252,2747
11125,252,2748
11126,252,2749
11128,252,2751
11129,252,2752
11130,252,2753
11131,252,2754
11133,252,2756
11134,252,2757
11135,252,2758
11136,252,2759
11138,252,2761
11139,252,2762
11140,252,2763
11141,252,2764
11143,252,2766
11144,252,2767
11145,252,2768
11146,252,2769
11148,252,2771
11149,252,2772
11150,252,2773
11151,252,2774
11153,432,2776
11154,432,2777
11155,432,2778
11156,432,2779
11157,432,2780
11158,368,2781
11159,368,2782
11160,368,2783
11161,368,2784
11163,368,2785
11164,433,2786
11165,433,2787
11166,433,2788
11167,433,2789
11168,433,2790
11169,434,2791
11170,434,2792
11171,434,2793
11172,434,2794
11173,434,2795
11174,435,2796
11175,435,2797
11176,435,2798
11177,435,2799
11178,435,2800
11179,436,2801
11180,436,2802
11181,436,2803
11182,436,2804
11183,436,2805
11184,437,2806
11185,437,2807
11186,437,2808
11187,437,2809
11188,437,2810
11189,438,2811
11190,438,2812
11191,438,2813
11192,438,2814
11193,438,2815
11194,439,2816
11195,439,2817
11196,439,2818
11197,439,2819
11198,439,2820
11199,440,2821
11200,440,2822
11201,440,2823
11202,440,2824
11203,440,2825
11204,441,2826
11205,441,2827
11206,441,2828
11207,441,2829
11208,441,2830
11209,252,2775
11210,252,2770
11211,252,2765
11212,252,2760
11213,252,2755
11214,252,2750
11215,252,2745
11216,252,2740
11217,252,2735
11218,252,2730
11219,252,2725
11220,252,2711
11221,252,2464
11222,252,2831
11223,252,2832
11224,252,2833
11225,252,2834
11226,252,2835
11227,252,2836
11228,252,2837
11229,252,2838
11230,252,2839
11231,252,2840
11232,252,2841
11233,252,2842
11234,252,2843
11235,252,2844
11236,252,2845
11237,252,2846
11238,252,2847
11239,252,2848
11240,252,2849
11241,442,2850
11242,442,2851
11243,442,2852
11244,442,2853
11245,442,2854
11246,443,2855
11247,443,2856
11248,443,2857
11249,443,2858
11250,443,2859
11251,444,2860
11252,444,2861
11253,444,2862
11254,444,2863
11255,444,2864
11259,283,2868
11260,283,2869
11264,1,2873
11265,1,2874
11266,1,2875
11267,1,2876
11268,1,2877
11269,1,2878
11270,1,2879
11271,1,2880
11272,1,2881
11273,1,2882
11274,1,2883
11277,425,2707
11290,1,2885
11292,2,2690
11293,447,2886
11296,2,2436
11301,1,2887
11303,2,2437
11307,448,2888
11345,449,2893
11346,283,2894
11347,451,2701
11348,450,2701
11349,450,2702
11350,452,2704
11351,452,2703
11357,453,2706
11358,453,2705
11359,454,2708
11360,454,2707
11361,455,2700
11362,455,2695
11363,283,2897
11364,283,2898
11368,1,2402
11371,283,2900
11372,283,2901
11374,456,1217
11375,457,1328
11376,244,2902
11377,458,2002
11382,459,2904
11385,460,2905
11386,461,2906
11390,460,2907
11394,252,2905
11395,252,2907
11397,463,2909
11398,462,2908
11411,291,2911
11412,291,2912
11413,291,2913
11414,291,2914
11415,291,2915
11416,291,2916
11417,291,2917
11419,1,2918
11420,283,2919
11421,283,2920
11423,465,2921
11424,282,2223
11428,399,2924
11429,399,2925
11430,399,2926
11431,399,2927
11432,399,2928
11433,399,2929
11434,399,2930
11435,399,2931
11436,399,2932
