ID,SpellID,Field_12_0_0_64741_001,BroadcastTextID,Severity,Field_12_0_0_64741_004,Flags,IconFileDataID,DungeonEncounterID
473,473690,0,0,1,0,8,0,3019
474,1239352,0,291737,2,0,0,0,0
476,1283004,0,304416,1,0,0,0,0
477,322913,0,0,2,0,0,0,2401
478,322936,0,0,1,0,128,0,2401
479,322974,0,0,1,0,0,0,2401
480,322982,0,0,1,0,8,0,2401
481,1283063,0,300633,2,0,0,0,0
482,1241162,0,0,2,0,0,0,3182
483,1241163,0,0,2,0,0,0,3182
484,1219482,0,0,0,0,132,0,3108
485,1219536,0,0,1,0,0,0,3108
486,1220384,0,0,1,0,0,0,3108
487,1219700,0,0,2,0,0,0,3108
488,326389,0,0,1,0,0,0,2380
489,319733,0,0,1,0,0,0,2380
490,328206,0,0,1,0,0,0,2380
491,1227137,0,0,1,0,0,0,3108
492,1283069,0,0,1,0,0,0,3176
493,1283107,0,289408,2,0,0,0,0
494,1241292,0,0,2,0,0,0,3182
495,1241339,0,0,2,0,0,0,3182
496,319941,0,0,1,0,0,0,2380
497,1241313,0,293220,1,2,0,7636524,3182
498,1236289,0,290444,1,0,0,0,0
499,1237107,0,0,1,0,0,0,0
500,1241267,0,0,2,0,0,0,3182
501,1249240,0,0,2,0,0,0,0
502,323538,0,0,1,0,128,0,2403
503,323743,0,0,1,0,0,0,2403
504,1236512,0,0,1,0,0,0,2403
505,329340,0,0,1,0,0,0,2403
506,323650,0,0,1,0,0,0,2403
507,470039,0,0,2,0,0,0,3053
508,469478,0,0,0,0,128,0,3053
509,473112,0,0,2,0,0,0,3053
510,473070,0,0,1,0,0,0,3053
511,323142,0,0,1,0,0,0,2381
512,323230,0,0,1,0,0,0,2381
513,1225787,0,0,1,0,0,0,3072
514,1236962,0,0,1,0,0,0,2381
515,465456,0,0,2,0,0,0,3054
516,341245,0,0,2,0,0,0,2381
517,468276,0,0,1,0,0,0,3054
518,468812,0,0,1,0,0,0,3054
519,466197,0,0,0,0,128,0,3054
520,468846,0,0,2,0,0,0,3054
521,1245219,0,0,2,0,0,0,0
522,1245582,0,0,2,0,0,0,0
523,1245032,0,0,2,0,0,0,0
524,1244461,0,0,2,0,0,0,0
525,424414,0,0,1,0,132,0,2847
526,424419,0,0,1,0,0,0,2847
527,447429,0,0,1,0,0,0,2847
528,422969,0,0,1,0,0,0,2835
529,446645,0,0,1,0,0,0,2835
530,446655,0,0,1,0,0,0,2835
531,423062,0,0,1,0,0,0,2835
532,446359,0,0,1,0,0,0,2835
533,423536,0,0,1,0,128,0,2848
534,444608,0,0,1,0,256,0,2848
535,428169,0,0,1,0,0,0,2848
536,451604,0,0,1,0,8,0,2848
537,444546,0,0,2,0,8,0,2848
538,1253986,0,0,1,0,0,0,3059
539,438471,0,0,1,0,128,0,2926
540,438476,0,0,1,0,0,0,2926
541,438473,0,0,1,0,0,0,2926
542,433425,0,0,1,0,128,0,2906
543,433677,0,0,1,0,0,0,2906
544,1224793,0,292739,2,0,0,0,3109
545,433740,0,0,1,0,256,0,2906
546,1225162,0,0,1,0,0,0,3109
547,1225218,0,0,1,0,0,0,3109
548,1236703,0,287461,2,0,0,0,3109
549,1283246,0,0,1,0,0,0,2906
550,433766,0,257818,1,0,0,0,2906
551,435193,0,0,1,0,128,0,2906
552,432117,0,0,2,0,1,0,2901
553,432130,0,0,1,0,0,0,2901
554,461487,0,0,1,0,0,0,2901
555,1245844,0,0,0,0,0,0,3306
556,1283335,0,0,0,0,128,0,3058
557,1254112,0,0,0,0,0,0,3177
558,1222098,0,0,0,0,0,0,3285
559,474157,0,0,1,0,0,0,3103
560,1264453,0,0,1,0,0,0,2001
561,1282138,0,0,2,0,0,0,2001
562,1236348,0,0,1,0,0,0,2425
563,348350,0,0,2,0,1,0,2425
564,346006,0,0,1,0,0,0,2425
565,346204,0,0,1,0,0,0,2425
566,345990,0,211148,2,0,0,0,2425
567,349658,0,0,1,0,0,0,2441
568,349797,0,0,1,0,0,0,2441
569,349987,0,0,1,0,0,0,2441
570,349934,0,0,1,0,0,0,2441
571,349954,0,0,1,0,0,0,2441
572,350086,0,0,2,0,1,0,2441
573,350101,0,0,1,0,0,0,2441
574,346742,0,0,1,0,256,0,2424
575,346962,0,207242,1,0,0,0,2424
576,346286,0,0,1,0,0,0,2424
577,346947,0,207243,2,0,0,0,2424
578,359028,0,0,1,0,128,0,2440
579,350919,0,0,1,0,0,0,2440
580,350922,0,0,1,0,0,0,0
581,356479,0,0,1,0,0,0,0
582,1245580,0,0,2,0,1,0,2437
583,1248209,0,0,1,0,0,0,2437
584,1245752,0,207455,2,0,1,0,2437
585,1245669,0,212350,2,0,1,0,2437
586,346964,0,0,1,0,0,0,2426
587,347094,0,0,1,0,0,0,2426
588,346116,0,0,1,0,128,0,2426
589,347094,0,0,1,0,0,0,2426
590,346766,0,0,2,0,0,0,2426
591,350134,0,0,1,0,0,0,2419
592,347371,0,0,1,0,0,0,2419
593,1240102,0,0,1,0,0,0,2419
594,352345,0,0,1,0,0,0,2419
595,350796,0,0,1,0,0,0,2442
596,351124,0,0,1,0,0,0,2442
597,353632,0,0,2,0,0,0,2442
598,351064,0,0,1,0,0,0,2442
599,351057,0,0,1,0,0,0,2442
600,351096,0,0,1,0,0,0,2442
601,351646,0,0,1,0,0,0,2442
602,1237272,0,0,1,0,512,0,3131
603,1283787,0,309397,1,0,0,0,1700
608,1257299,0,0,2,0,0,0,0
609,1259187,0,0,1,0,0,0,0
610,1230304,0,300327,1,0,0,0,3101
613,1248184,0,280475,0,0,0,0,3101
615,1218465,0,284336,2,0,0,0,3102
616,1218466,0,280014,2,0,0,0,3102
617,445996,0,0,1,0,0,0,2837
618,453140,0,0,1,0,0,0,2837
619,426734,0,0,1,0,264,0,2837
620,425264,0,0,1,0,384,0,2837
621,453212,0,0,2,0,0,0,2837
622,426787,0,0,1,0,256,0,2838
623,426860,0,0,2,0,1,0,2838
624,427001,0,0,1,0,128,0,2838
625,452127,0,0,1,0,512,0,2838
626,448888,0,0,1,0,256,0,2839
627,434407,0,0,2,0,0,0,2839
628,448213,0,0,1,0,0,0,2839
629,434089,0,0,1,0,0,0,2839
630,434655,0,0,1,0,0,0,2839
631,451026,0,0,1,0,0,0,2837
632,1284525,0,0,2,0,0,0,3183
633,64238,0,0,2,0,0,0,3179
635,1223847,0,293482,1,0,0,0,3073
636,1284931,0,0,2,0,0,0,3183
637,1284251,0,310261,1,0,0,0,3445
638,1284434,0,0,1,0,0,0,3445
639,1284458,0,0,1,0,128,0,3445
640,1284487,0,0,1,0,128,0,3445
641,1284483,0,0,1,0,8,0,3445
642,1284485,0,0,1,0,0,0,3445
643,1284588,0,310264,2,0,1,0,3445
644,1284980,0,0,2,0,0,0,3183
649,1279420,0,0,1,0,0,0,3183
650,1249609,0,0,2,0,0,0,3183
652,1285425,0,0,1,0,0,0,3420
653,1305959,0,0,2,0,0,0,3420
654,1282937,0,0,1,0,128,0,0
655,1280104,0,0,1,0,0,0,0
658,1278156,0,310496,1,0,0,0,0
664,1277025,0,0,1,0,0,0,3420
665,1285732,0,0,2,0,0,0,3420
667,1285911,0,0,1,0,0,0,3429
668,26662,0,4428,2,4,1,0,3445
669,1287227,0,311543,1,0,0,0,3429
673,1288232,0,0,1,0,0,0,3445
675,1287426,0,0,1,0,0,0,3470
676,1285681,0,0,2,0,0,0,3470
677,1282487,0,0,1,0,384,0,3429
678,1283485,0,312784,1,0,256,0,3429
679,1282281,0,0,0,0,0,0,3429
680,1283832,0,0,0,0,0,0,3429
681,1287200,0,0,1,0,0,0,3429
682,1286918,0,312785,2,0,769,0,3429
683,1286308,0,0,0,0,0,0,3429
684,1310882,0,0,0,0,0,0,3429
685,1289900,0,0,1,0,512,0,3429
686,1286573,0,0,1,0,0,0,3429
687,1286441,0,0,1,0,512,0,3429
688,1256336,0,0,1,0,0,0,3213
689,1288049,0,0,2,0,0,0,2124
690,1311804,0,0,1,0,0,0,2124
691,1311805,0,0,1,0,0,0,2124
692,1289059,0,0,1,0,0,0,2124
693,1293497,0,0,0,0,0,0,3470
694,1289923,0,0,2,0,0,0,3470
695,1295397,0,313752,2,0,0,0,3470
696,1290679,0,0,1,0,0,0,3470
697,1309525,0,0,0,0,0,0,2126
698,1291618,0,0,1,0,0,0,2126
699,1298367,0,0,2,0,128,0,3492
700,1286860,0,0,2,0,512,0,3492
701,264172,0,313888,2,0,0,0,2125
702,1290029,0,0,2,0,0,0,2125
703,1289109,0,0,1,0,0,0,2125
704,1289205,0,0,1,0,0,0,2125
705,1290797,0,0,1,0,128,0,2125
706,1293048,0,0,1,0,256,0,2125
