ID,Fidget,Index,CreatureSoundDataID
32503,36672,0,4439
32504,36676,1,4439
32505,35243,1,4445
32506,35244,2,4445
32507,35245,3,4445
32508,36904,1,4448
32509,36970,3,4450
32510,37108,0,4452
32511,3369,0,4460
32512,230500,1,4467
32513,553,2,4474
32514,556,2,4477
32515,557,3,4477
32516,391,0,4478
32517,1018,2,4478
32518,37622,0,4485
32519,37598,1,4487
32520,37598,2,4487
32521,37599,0,4488
32522,13752,0,4491
32523,13753,1,4491
32524,3608,0,4493
32525,37734,0,4495
32526,37734,0,4496
32527,38253,0,4504
32528,39330,0,4506
32529,39330,1,4506
32530,26836,0,4509
32531,38351,0,4514
32532,38691,0,4528
32533,38691,1,4528
32534,38691,2,4528
32535,38691,3,4528
32536,38698,0,4529
32537,36295,3,4531
32538,39042,1,4538
32539,13752,0,4542
32540,13753,1,4542
32541,27118,0,4547
32542,28911,1,4548
32543,32725,0,4549
32544,39734,1,4550
32545,32725,0,4552
32546,27118,0,4555
32547,26836,0,4556
32548,26958,0,4557
32549,27118,0,4558
32550,13752,0,4561
32551,13753,1,4561
32552,36662,0,4564
32553,36667,1,4564
32554,36164,1,4565
32555,36904,1,4566
32556,36192,1,4567
32557,40063,1,4574
32558,40064,2,4574
32559,40065,3,4574
32560,49565,0,4576
32561,49566,1,4576
32564,40317,2,4580
32565,40349,3,4580
32566,40363,1,4582
32567,40519,0,4588
32568,40519,2,4588
32569,49090,0,4596
32570,41170,2,4612
32571,40363,1,4614
32572,417,0,4616
32573,18071,2,4616
32574,18072,3,4616
32575,41537,0,4619
32576,41581,0,4622
32577,41593,1,4623
32578,48447,0,4625
32579,48449,1,4625
32580,42212,0,4654
32581,42372,1,4670
32582,42462,1,4674
32583,42612,1,4680
32584,42612,2,4680
32585,42623,2,4681
32586,40519,0,4682
32587,40519,2,4682
32588,176329,0,4684
32589,42462,1,4686
32590,42702,1,4687
32591,48507,0,4688
32592,36295,3,4695
32593,26836,0,4702
32594,43189,0,4707
32595,43189,1,4707
32596,43372,2,4716
32597,48472,0,4732
32598,48433,1,4732
32599,43813,1,4733
32600,45122,2,4774
32601,45157,0,4777
32602,45158,2,4777
32603,47008,1,4846
32604,48158,1,4853
32605,49090,0,4855
32606,36295,3,4862
32607,38351,0,4874
32608,43372,2,4885
32609,48126,1,4887
32610,42702,1,4893
32611,48274,1,4894
32612,48351,2,4899
32613,48436,0,4901
32614,48433,1,4901
32615,48447,0,4902
32616,48450,1,4902
32617,48462,0,4903
32618,48459,1,4903
32619,48462,0,4906
32620,48459,1,4906
32621,48447,0,4907
32622,48450,1,4907
32623,48403,0,4908
32624,48406,1,4908
32625,48507,0,4909
32626,42744,0,4910
32628,42462,1,4916
32629,42702,1,4917
32630,48837,1,4924
32631,40363,1,4928
32632,40961,0,4932
32633,47319,0,4933
32634,3425,0,4934
32635,704,0,4935
32636,704,1,4935
32637,28911,1,4937
32638,21448,0,4939
32639,21449,1,4939
32640,22454,2,4939
32641,22583,3,4939
32642,391,0,4942
32643,1018,1,4942
32644,49727,2,4956
32645,49802,0,4958
32646,1121,2,4959
32647,49816,0,4960
32648,49817,1,4960
32649,49838,0,4962
32650,25360,1,4964
32651,42744,0,4965
32652,51131,0,4967
32653,51108,2,4967
32654,50030,3,4968
32655,242380,0,4969
32657,13576,2,4970
32658,51052,0,4984
32659,51200,0,4991
32660,32725,0,4993
32661,27049,1,4993
32662,47551,0,4994
32663,36295,3,4999
32664,49565,0,5001
32665,49566,1,5001
32666,51368,0,5005
32667,51440,0,5006
32668,51464,0,5008
32669,51131,0,5009
32670,51108,2,5009
32671,51502,0,5010
32672,51503,2,5010
32673,53237,0,5024
32674,43372,2,5025
32675,56845,0,5090
32676,230499,3,5092
32677,56729,1,5093
32678,57216,0,5137
32679,85119,0,5143
32680,68064,3,5148
32682,34166,1,5198
32683,34165,2,5198
32684,130177,3,5199
32685,32332,1,5213
32688,17472,2,5228
32689,70673,0,5232
32690,73057,0,5233
32691,49565,0,5238
32692,49566,1,5238
32693,71485,0,5251
32694,7096,2,5255
32695,71703,2,5258
32696,72440,0,5274
32697,72446,0,5275
32698,72466,0,5276
32699,72780,1,5296
32700,172422,2,5307
32701,172421,3,5307
32702,73019,0,5310
32703,51108,2,5310
32704,76827,1,5312
32705,120208,0,5313
32706,49565,0,5316
32707,49566,1,5316
32708,73562,0,5347
32709,74157,2,5380
32710,17472,2,5394
32711,74579,1,5408
32712,75362,2,5450
32713,75561,1,5468
32714,75628,1,5470
32715,230499,3,5473
32716,74471,0,5498
32717,74471,1,5498
32718,74471,2,5498
32719,74471,3,5498
32720,73057,0,5507
32721,76709,0,5517
32722,77308,0,5518
32723,76738,0,5520
32724,40065,3,5528
32725,40065,3,5529
32726,49565,0,5534
32727,49566,1,5534
32728,76954,2,5536
32729,76978,0,5538
32730,76998,0,5542
32731,77195,0,5545
32732,77313,0,5559
32733,77794,0,5563
32734,36246,0,5566
32735,36249,1,5566
32736,36248,2,5566
32737,36247,3,5566
32738,36249,1,5571
32739,36248,2,5571
32740,36247,3,5571
32741,79416,1,5593
32742,230499,3,5603
32743,79631,0,5604
32744,79700,0,5607
32747,79714,2,5608
32748,79716,3,5608
32750,79780,1,5611
32751,71485,0,5612
32752,39042,1,5613
32753,79908,0,5623
32754,79916,0,5625
32755,76738,0,5626
32756,80030,0,5628
32757,80032,1,5628
32758,51200,0,5629
32759,85088,0,5632
32760,80084,0,5633
32761,80104,0,5635
32762,80121,0,5636
32763,80138,0,5638
32764,85093,0,5642
32765,80173,1,5642
32766,80242,0,5648
32767,80242,1,5648
32768,80290,0,5650
32769,76325,0,5657
32770,81305,3,5657
32771,81991,0,5661
32772,83807,0,5686
32773,80290,0,5712
32774,51200,0,5713
32775,80173,0,5716
32776,80173,1,5716
32777,85088,0,5719
32778,80173,0,5720
32779,80173,1,5720
32780,85269,0,5723
32781,85269,2,5723
32782,51368,0,5724
32783,85471,1,5728
32784,40833,0,5729
32785,85534,0,5730
32786,86942,1,5730
32787,85521,2,5730
32788,87240,3,5730
32792,85769,0,5741
32793,85896,0,5744
32794,89416,0,5783
32795,89707,0,5809
32796,90004,2,5823
32797,90685,0,5836
32798,90858,0,5837
32799,90880,0,5838
32800,90999,0,5841
32801,90998,1,5841
32802,91016,0,5846
32803,115191,0,5847
32804,91132,0,5851
32805,93245,0,5852
32806,92924,0,5856
32807,93119,0,5859
32808,49566,1,5859
32809,102537,0,5861
32810,93276,0,5863
32811,93277,1,5863
32812,93349,2,5866
32813,93350,3,5866
32814,93349,2,5868
32815,93350,3,5868
32816,104251,0,5871
32817,77195,0,5875
32818,94514,0,5877
32819,94529,1,5877
32821,94579,1,5879
32822,118054,2,5879
32823,94993,0,5881
32824,94992,1,5881
32825,95016,0,5883
32826,95152,0,5887
32827,95153,1,5887
32828,103354,0,5914
32829,118086,3,5914
32830,95971,0,5921
32831,95970,1,5921
32832,95988,0,5923
32833,95985,1,5923
32834,98277,0,5931
32835,98325,3,5932
32836,99357,0,5933
32837,93356,1,5945
32838,104315,0,5946
32839,93356,1,5947
32842,101730,1,5964
32843,101768,0,5966
32845,103003,0,5976
32846,105740,1,5988
32847,105739,2,5988
32848,105738,3,5988
32849,103498,0,5989
32850,103354,0,5992
32851,103791,1,5992
32852,103869,2,5995
32853,98325,3,5995
32854,103939,0,5996
32855,103876,2,5996
32856,103923,0,5998
32857,105231,0,6004
32858,105231,0,6006
32859,105231,0,6007
32860,114778,0,6008
32861,105651,0,6009
32864,105739,2,6012
32865,105738,3,6012
32866,106627,2,6018
32867,106629,0,6019
32868,107483,0,6023
32869,107447,1,6023
32870,107484,2,6023
32873,108584,0,6044
32874,708,0,6046
32875,708,1,6046
32876,110064,1,6069
32877,103923,0,6070
32878,110115,0,6074
32879,110115,0,6075
32880,110486,0,6080
32881,110489,1,6080
32882,110488,2,6080
32883,110547,0,6084
32884,110548,1,6084
32885,111064,0,6096
32886,111065,1,6096
32887,111251,0,6101
32888,111252,1,6101
32891,113102,2,6123
32892,113127,3,6123
32893,113478,0,6140
32894,36147,0,6226
32895,36362,1,6226
32896,113503,0,6227
32897,230501,0,6243
32899,114019,1,6247
32900,114020,2,6247
32901,114487,0,6257
32902,114778,0,6260
32903,114996,0,6263
32904,115002,1,6263
32905,115130,0,6272
32906,115392,0,6289
32907,115353,1,6289
32908,115669,0,6299
32909,115670,1,6299
32910,115670,2,6299
32911,3369,0,6301
32912,116095,0,6313
32913,101768,0,6314
32914,116263,0,6319
32915,116334,1,6320
32916,35243,1,6322
32917,35244,2,6322
32918,116568,3,6322
32919,116750,0,6325
32920,73576,0,6326
32921,73575,1,6326
32922,73574,2,6326
32923,147276,3,6326
32924,105740,1,6332
32925,105739,2,6332
32926,105738,3,6332
32927,16004,1,6335
32928,16004,3,6335
32930,38351,0,6338
32931,26958,0,6339
32932,25153,0,6340
32933,114778,0,6346
32934,98325,3,6346
32935,42212,0,6349
32936,116263,0,6353
32937,120777,0,6360
32938,121116,2,6361
32939,121116,2,6362
32940,43372,2,6379
32942,123186,1,6380
32943,1392,3,6380
32945,123282,1,6381
32946,1392,3,6381
32947,1392,3,6382
32948,103256,0,6384
32949,103253,1,6384
32950,103252,2,6384
32951,103254,3,6384
32953,123294,1,6395
32954,1392,3,6395
32955,103256,0,6396
32956,123304,1,6396
32957,103252,2,6396
32958,123305,3,6396
32959,40363,1,6404
32960,124276,0,6408
32961,51440,0,6414
32962,51440,0,6415
32963,43372,2,6416
32964,167083,0,6418
32965,167085,2,6418
32966,167086,3,6418
32967,16004,1,6421
32968,16004,3,6421
32971,125456,2,6422
32972,125458,3,6422
32973,125904,0,6428
32974,125905,1,6428
32975,230501,0,6429
32976,92924,0,6436
32977,230499,3,6468
32978,128958,0,6478
32979,120366,0,6484
32980,129022,0,6485
32983,129047,2,6487
32984,572,3,6487
32985,129026,0,6488
32986,148695,0,6507
32987,148699,1,6507
32988,129494,0,6512
32989,129453,0,6513
32990,129451,1,6513
32991,129570,2,6513
32992,129567,3,6513
32993,129026,0,6514
32994,103354,0,6515
32995,129605,1,6515
32996,129608,2,6515
32997,118086,3,6515
32998,27669,1,6518
32999,130047,3,6522
33000,130241,0,6538
33001,130298,1,6538
33002,130301,0,6540
33003,130263,1,6540
33005,130303,1,6543
33006,130305,2,6543
33007,130277,0,6544
33008,130281,1,6544
33011,127932,2,6545
33012,127935,3,6545
33013,130177,3,6546
33014,130450,0,6547
33015,130993,0,6550
33016,130994,1,6550
33017,135778,0,6556
33018,131307,1,6556
33019,131304,0,6557
33020,131307,1,6557
33021,130177,3,6560
33022,134735,0,6579
33023,134441,1,6579
33024,134735,0,6580
33025,134455,0,6581
33026,134553,1,6581
33027,134622,0,6585
33028,134566,1,6585
33029,134861,0,6596
33030,134863,1,6596
33031,16004,1,6600
33032,16003,2,6600
33033,16004,3,6600
33035,136021,0,6630
33036,136024,0,6631
33037,136505,0,6648
33038,136504,1,6648
33039,116263,0,6653
33040,136987,0,6662
33041,136988,1,6662
33042,136989,2,6662
33043,136990,3,6662
33044,120208,0,6670
33045,137703,0,6671
33046,137704,1,6671
33048,139009,1,6672
33049,138505,2,6672
33050,139439,1,6679
33051,139440,2,6679
33052,139449,0,6681
33053,16004,1,6681
33054,139449,2,6681
33055,16004,3,6681
33056,139517,0,6682
33057,139519,1,6682
33058,139520,2,6682
33059,139518,3,6682
33060,139524,0,6683
33061,139523,1,6683
33062,139522,2,6683
33063,139581,3,6683
33066,113102,2,6684
33067,113127,3,6684
33068,139700,0,6685
33069,139701,1,6685
33070,139702,2,6685
33071,103003,0,6686
33072,140543,0,6691
33073,140550,0,6692
33074,140551,1,6692
33075,140552,2,6692
33076,140553,3,6692
33077,71485,0,6693
33079,142178,1,6698
33080,142278,2,6698
33081,140615,0,6701
33082,140618,1,6701
33083,140616,2,6701
33084,140617,3,6701
33085,148271,0,6721
33086,148270,1,6721
33087,148271,0,6726
33088,148270,1,6726
33089,173200,3,6728
33090,140629,0,6730
33091,140631,1,6730
33092,140628,2,6730
33093,140627,3,6730
33094,146246,0,6743
33095,146244,1,6743
33096,146243,2,6743
33097,146916,0,6748
33098,146908,2,6748
33099,94578,0,6755
33100,94579,1,6755
33101,118054,2,6755
33102,147854,0,6762
33103,147855,1,6762
33104,147856,2,6762
33105,147857,3,6762
33107,147946,1,6764
33108,147947,2,6764
33109,146964,0,6765
33110,148703,1,6765
33111,174563,0,6766
33112,174563,0,6767
33113,149259,0,6768
33114,153574,0,6771
33115,174559,0,6778
33118,162189,2,6787
33119,160039,3,6787
33122,162189,2,6788
33123,160039,3,6788
33124,154827,0,6796
33125,155010,0,6801
33128,230497,2,6802
33129,230835,3,6802
33130,174070,3,6805
33131,174070,3,6806
33133,160040,1,6808
33134,176415,2,6808
33135,155968,1,6816
33136,156206,1,6820
33137,71485,0,6824
33138,71485,0,6825
33139,156244,0,6826
33140,156306,0,6828
33141,156314,0,6829
33143,156795,0,6833
33144,156906,0,6835
33145,156889,1,6836
33146,174559,0,6840
33147,157408,0,6841
33148,157409,1,6841
33149,158025,0,6851
33150,158026,1,6851
33153,163684,2,6853
33154,163685,3,6853
33157,171762,2,6856
33158,171820,3,6856
33159,158493,0,6860
33160,158530,0,6863
33161,168997,0,6875
33162,171758,0,6880
33163,160182,0,6887
33164,159793,1,6887
33165,159794,2,6887
33166,159795,3,6887
33169,165230,2,6888
33170,165231,3,6888
33171,160034,1,6891
33172,168625,0,6910
33173,174912,0,6917
33174,176621,2,6917
33175,162159,0,6918
33176,176539,1,6918
33179,142178,2,6919
33180,142278,3,6919
33181,157062,0,6929
33182,162190,1,6929
33183,162189,2,6929
33184,160039,3,6929
33187,163684,2,6931
33188,163685,3,6931
33189,163717,0,6936
33190,164106,0,6940
33191,164108,1,6940
33192,164107,2,6940
33193,164109,3,6940
33194,174563,0,6949
33195,174563,0,6953
33196,176329,0,6961
33197,166077,0,6964
33200,163684,2,6969
33201,163685,3,6969
33204,163684,2,6970
33205,163685,3,6970
33206,157002,0,6972
33207,157005,1,6972
33208,163684,2,6972
33209,163685,3,6972
33210,157002,0,6973
33211,157005,1,6973
33212,163684,2,6973
33213,163685,3,6973
33214,175850,0,6975
33215,73576,0,6977
33216,73575,1,6977
33217,73574,2,6977
33218,147276,3,6977
33219,167031,0,6988
33220,167035,1,6988
33221,167033,2,6988
33222,167032,3,6988
33223,167046,0,6989
33224,167047,1,6989
33225,167049,2,6989
33226,167050,3,6989
33227,156306,0,6998
33229,167636,1,6999
33230,176415,2,6999
33233,163684,2,7000
33234,163685,3,7000
33235,175632,1,7003
33236,168062,0,7005
33237,168063,1,7005
33238,174563,0,7006
33239,175626,1,7006
33240,176603,0,7015
33241,176604,0,7016
33242,168365,1,7018
33243,176611,2,7018
33244,168376,1,7019
33245,176612,2,7019
33248,168471,2,7023
33249,168478,3,7023
33250,168566,0,7025
33251,181707,0,7033
33252,168883,0,7035
33253,168886,1,7035
33254,168887,2,7035
33255,168888,3,7035
33258,168471,2,7037
33259,168478,3,7037
33261,168923,2,7038
33262,168924,3,7038
33264,168942,2,7039
33265,168943,3,7039
33268,168471,2,7040
33269,168478,3,7040
33270,169003,0,7041
33273,163684,2,7044
33274,163685,3,7044
33277,163684,2,7045
33278,163685,3,7045
33279,175152,0,7070
33280,175152,0,7072
33281,175153,0,7076
33282,175153,0,7077
33283,170397,0,7087
33284,170398,1,7087
33285,170397,0,7090
33286,170398,1,7090
33287,170397,0,7091
33288,170398,1,7091
33289,171783,0,7093
33290,176268,1,7093
33291,169103,0,7096
33292,169101,1,7096
33293,169095,2,7096
33294,169104,3,7096
33296,171824,1,7097
33297,182756,2,7097
33298,171782,0,7098
33299,171823,1,7098
33300,171793,0,7099
33301,171821,1,7099
33302,165228,0,7100
33303,165227,0,7101
33304,172276,0,7104
33305,172277,1,7104
33306,172279,2,7104
33307,172280,3,7104
33310,172328,2,7108
33311,172329,3,7108
33312,172479,0,7110
33313,172480,1,7110
33314,172481,2,7110
33315,172482,3,7110
33316,173200,3,7116
33317,173200,3,7117
33318,174617,0,7127
33319,174618,1,7127
33320,174627,0,7128
33321,174628,1,7128
33324,175333,2,7131
33325,174872,3,7131
33326,175914,0,7138
33327,175902,1,7138
33328,154827,0,7140
33333,155010,0,7142
33334,176053,0,7143
33337,176477,2,7149
33338,176478,3,7149
33339,176507,1,7152
33341,176556,0,7154
33342,176557,1,7154
33345,168471,2,7156
33346,168478,3,7156
33347,177604,0,7171
33348,177605,1,7171
33350,167636,1,7174
33351,176415,2,7174
33352,177713,0,7175
33353,177714,1,7175
33356,168471,2,7176
33357,168478,3,7176
33360,168471,2,7177
33361,168478,3,7177
33362,177768,0,7178
33363,177769,1,7178
33364,177796,0,7179
33365,177794,1,7179
33366,177795,2,7179
33367,177836,3,7179
33368,177924,0,7182
33370,178714,1,7187
33371,178712,2,7187
33372,178881,0,7188
33373,178882,1,7188
33374,178889,2,7188
33375,178881,0,7189
33376,178882,1,7189
33377,178883,2,7189
33378,178889,3,7189
33381,181497,2,7192
33382,181498,3,7192
33383,184513,0,7194
33384,179033,0,7195
33385,179085,0,7196
33386,179313,0,7205
33387,179314,1,7205
33389,179379,0,7213
33390,179589,0,7219
33391,179590,1,7219
33392,184073,2,7219
33393,184074,3,7219
33394,179923,0,7220
33395,179921,1,7220
33396,179996,3,7220
33397,180242,0,7222
33398,180243,1,7222
33399,180244,2,7222
33400,180245,3,7222
33401,180410,0,7223
33404,180440,2,7224
33405,180857,3,7224
33408,168471,2,7225
33409,168478,3,7225
33412,181725,2,7227
33413,181727,3,7227
33414,183209,0,7228
33415,181809,1,7228
33416,181810,2,7228
33417,181811,3,7228
33419,180745,1,7231
33420,176621,2,7231
33422,180745,1,7232
33423,176621,2,7232
33425,180745,1,7233
33426,176621,2,7233
33428,180748,1,7234
33429,176621,2,7234
33430,181694,0,7237
33431,181695,1,7237
33432,181696,2,7237
33433,181697,3,7237
33436,181715,2,7238
33437,184824,3,7238
33438,181923,0,7239
33439,174617,0,7244
33440,174618,1,7244
33443,182567,2,7256
33444,182568,3,7256
33445,182577,0,7257
33446,182578,1,7257
33447,182596,2,7259
33450,182610,2,7260
33451,182611,3,7260
33452,184513,0,7265
33454,42212,0,7268
33455,182985,0,7271
33456,182986,1,7271
33457,183045,0,7276
33458,183046,1,7276
33459,183057,0,7277
33460,183058,1,7277
33461,183069,0,7278
33462,183070,1,7278
33463,183081,0,7279
33464,183082,1,7279
33465,183093,0,7280
33466,183094,1,7280
33467,183105,0,7281
33468,183106,1,7281
33469,183117,0,7282
33470,183118,1,7282
33471,183129,0,7283
33472,183130,1,7283
33473,183134,1,7284
33474,183135,3,7284
33475,182334,0,7285
33476,182336,1,7285
33477,183390,0,7287
33478,183406,0,7288
33483,183209,0,7295
33484,181809,1,7295
33485,181810,2,7295
33487,183658,1,7297
33488,183659,2,7297
33491,163684,2,7305
33492,163685,3,7305
33495,163684,2,7306
33496,163685,3,7306
33497,172479,0,7308
33498,172480,1,7308
33499,172481,2,7308
33500,172482,3,7308
33501,182334,0,7317
33502,182336,1,7317
33503,176556,0,7318
33504,176557,1,7318
33505,184544,2,7318
33506,184545,3,7318
33507,184546,0,7319
33508,184547,1,7319
33509,184549,2,7319
33510,184559,0,7320
33511,184560,1,7320
33512,184570,0,7321
33513,184571,1,7321
33514,184583,0,7322
33515,184585,1,7322
33516,184595,0,7323
33517,184596,1,7323
33518,184597,2,7323
33519,184598,3,7323
33521,184764,1,7326
33522,184761,2,7326
33525,184777,2,7327
33526,184821,3,7327
33527,184789,0,7328
33528,184790,1,7328
33529,184821,2,7328
33530,184820,3,7328
33533,184824,2,7329
33534,184823,3,7329
33536,184816,1,7330
33537,184813,2,7330
33538,184874,0,7331
33539,184875,1,7331
33540,184886,0,7332
33541,184887,1,7332
33542,171782,0,7333
33543,171823,1,7333
33544,185429,0,7341
33545,185430,1,7341
33546,185439,0,7342
33547,185440,1,7342
33548,185452,0,7343
33549,185453,1,7343
33552,185492,2,7345
33553,185493,3,7345
33554,185871,0,7346
33555,185494,1,7346
33556,185496,2,7346
33559,184815,0,7366
33560,184816,1,7366
