ID,Field_10_1_5_49595_001,CollectableSourceInfoID
1242,0,132
1243,0,132
1244,-1,132
1245,1,132
1246,0,132
1247,1,132
1248,1,132
1249,1,132
1250,0,132
1251,-1,132
1252,1,132
1253,0,132
1254,0,132
1255,0,132
1256,0,132
1257,1,132
1258,-1,132
1260,1,132
1261,0,132
1263,1,132
1264,0,132
1265,0,132
1266,0,132
1267,1,132
1268,0,132
1269,1,132
1270,1,132
1271,1,132
1272,-1,132
1273,-1,132
1274,1,132
1275,1,132
1276,1,132
1279,0,132
1280,0,133
1281,-1,133
1282,0,133
1283,0,133
1284,-1,133
1285,1,133
1286,0,133
1287,1,133
1288,1,133
1289,1,133
1290,0,133
1291,-1,133
1292,1,133
1293,0,133
1294,0,133
1295,0,133
1296,0,133
1297,1,133
1298,-1,133
1300,0,133
1302,1,133
1303,0,133
1304,0,133
1305,0,133
1306,1,133
1307,0,133
1308,1,133
1309,1,133
1310,1,133
1311,1,133
1312,1,133
1313,1,133
1314,1,133
1315,1,133
1316,1,133
1319,0,133
1320,0,133
1321,1,133
1322,1,133
1323,-1,133
1324,0,133
1325,0,134
1326,1,134
1327,-1,134
1328,-1,134
1329,-1,134
1332,-1,134
1333,0,134
1334,0,134
1335,1,134
1336,1,134
1338,1,134
1339,0,134
1340,1,134
1341,1,134
1342,-1,134
1343,0,134
1344,1,134
1345,1,134
1346,1,134
1347,0,134
1348,1,134
1349,1,134
1350,0,134
1351,-1,134
1352,0,134
1353,0,134
1354,1,134
1355,0,134
1356,0,134
1357,1,134
1358,1,134
1359,1,134
1360,1,134
1361,1,134
1362,0,134
1363,0,134
1364,0,134
1365,0,135
1366,0,135
1367,1,135
1368,0,135
1369,0,135
1370,1,135
1371,1,135
1372,1,135
1373,1,135
1374,1,135
1375,0,135
1376,0,135
1377,0,135
1378,0,135
1379,1,135
1380,-1,135
1381,-1,135
1382,-1,135
1385,-1,135
1386,0,135
1387,0,135
1388,1,135
1389,1,135
1391,1,135
1392,0,135
1393,-1,135
1394,1,135
1395,1,135
1396,-1,135
1397,0,135
1398,1,135
1399,1,135
1400,1,135
1401,0,135
1402,1,135
1403,1,135
1404,0,135
1405,0,136
1406,0,136
1407,1,136
1408,0,136
1409,1,136
1410,1,136
1411,1,136
1412,1,136
1413,1,136
1414,1,136
1415,1,136
1416,1,136
1417,1,136
1420,0,136
1421,0,136
1422,1,136
1423,1,136
1424,1,136
1425,0,136
1426,1,136
1427,-1,136
1428,1,136
1429,-1,136
1430,0,136
1431,1,136
1432,1,136
1433,1,136
1434,0,136
1435,1,136
1436,1,136
1437,0,136
1438,1,137
1439,0,137
1440,0,137
1441,1,137
1442,0,137
1443,1,137
1444,1,137
1445,1,137
1446,1,137
1447,1,137
1448,1,137
1449,1,137
1450,1,137
1451,1,137
1454,0,137
1455,0,137
1456,1,137
1457,1,137
1458,1,137
1459,0,137
1460,0,137
1461,1,137
1462,1,137
1463,-1,137
1464,-1,137
1465,0,137
1466,1,137
1467,1,137
1468,1,137
1469,0,137
1470,1,137
1471,0,138
1472,0,138
1473,1,138
1474,0,138
1475,1,138
1476,1,138
1477,1,138
1478,-1,138
1479,-1,138
1480,1,138
1481,1,138
1482,1,138
1485,0,138
1486,0,138
1487,1,138
1488,1,138
1489,1,138
1490,0,138
1491,1,138
1492,1,138
1493,-1,138
1494,0,138
1495,1,138
1496,1,138
1497,1,138
1498,0,138
1499,1,138
1500,1,138
1501,0,138
1502,-1,138
1503,0,139
1504,0,139
1505,1,139
1506,0,139
1507,1,139
1508,1,139
1509,1,139
1510,-1,139
1511,-1,139
1512,1,139
1513,1,139
1514,1,139
1517,0,139
1518,0,139
1519,1,139
1520,1,139
1521,1,139
1522,1,139
1523,0,139
1524,1,139
1525,1,139
1526,-1,139
1527,0,139
1528,1,139
1529,1,139
1530,1,139
1531,0,139
1532,1,139
1533,1,139
1534,0,139
1535,-1,139
1536,0,140
1537,0,140
1538,1,140
1539,0,140
1540,1,140
1541,1,140
1542,1,140
1543,1,140
1544,1,140
1545,1,140
1546,1,140
1547,1,140
1548,1,140
1551,0,140
1552,0,140
1553,1,140
1554,1,140
1555,-1,140
1556,0,140
1557,1,140
1558,0,140
1559,1,140
1560,1,140
1561,-1,140
1562,0,140
1563,1,140
1564,1,140
1565,1,140
1566,0,140
1567,1,140
1568,1,140
1569,0,140
1570,-1,140
1571,0,141
1572,0,141
1573,0,141
1574,1,141
1575,1,141
1576,0,141
1577,0,141
1578,0,141
1579,1,141
1580,1,141
1581,0,141
1582,0,141
1583,1,141
1584,1,141
1585,1,141
1586,0,141
1587,1,141
1588,0,141
1589,0,141
1590,0,141
1591,0,141
1592,0,141
1594,0,141
1597,0,141
1598,1,141
1599,0,142
1600,-1,142
1601,0,142
1602,0,142
1603,-1,142
1604,1,142
1605,0,142
1606,1,142
1607,1,142
1608,1,142
1609,0,142
1610,-1,142
1611,1,142
1612,0,142
1613,0,142
1614,0,142
1615,0,142
1616,1,142
1617,1,142
1618,-1,142
1620,0,142
1622,1,142
1623,0,142
1624,0,142
1625,0,142
1626,1,142
1627,0,142
1628,1,142
1629,1,142
1630,1,142
1631,-1,142
1632,-1,142
1633,1,142
1634,1,142
1635,1,142
1638,1,142
1639,0,142
1640,0,142
1641,0,143
1642,-1,143
1643,0,143
1644,0,143
1645,-1,143
1646,1,143
1647,0,143
1648,1,143
1649,1,143
1650,1,143
1651,0,143
1652,-1,143
1653,1,143
1654,0,143
1655,0,143
1656,0,143
1657,0,143
1658,1,143
1659,-1,143
1661,0,143
1663,1,143
1664,0,143
1665,0,143
1666,0,143
1667,1,143
1668,0,143
1669,1,143
1670,1,143
1671,1,143
1672,1,143
1673,1,143
1674,1,143
1675,1,143
1676,1,143
1677,1,143
1680,0,143
1681,0,143
1682,1,143
1683,1,143
1684,-1,143
1685,1,143
1686,0,143
1687,-1,143
1688,1,143
1689,1,143
1690,0,144
1691,-1,144
1692,0,144
1693,0,144
1694,-1,144
1695,1,144
1696,0,144
1697,1,144
1698,1,144
1699,1,144
1700,0,144
1701,-1,144
1702,1,144
1703,1,144
1704,0,144
1705,0,144
1706,0,144
1707,0,144
1708,1,144
1709,-1,144
1711,0,144
1713,1,144
1714,0,144
1715,0,144
1716,0,144
1717,1,144
1718,0,144
1719,0,144
1720,1,144
1721,1,144
1722,1,144
1723,1,144
1724,1,144
1726,0,144
1727,0,144
1728,0,144
1729,0,144
1730,1,144
1731,-1,144
1732,-1,144
1733,-1,144
1736,-1,144
1737,0,144
1738,0,144
1739,1,144
1740,0,145
1741,0,145
1742,0,145
1743,0,145
1744,0,145
1747,0,145
1748,0,145
1749,0,145
1750,1,146
1751,1,146
1752,1,146
1753,1,146
1754,1,146
1755,1,146
1756,1,146
1757,1,146
1759,1,146
1760,1,146
1761,1,146
1762,1,147
1763,0,147
1764,0,147
1765,0,147
1766,1,147
1767,0,147
1768,1,147
1769,0,147
1770,1,147
1771,1,147
1772,0,147
1773,0,147
1774,0,147
1775,0,147
1776,0,147
1777,0,147
1778,0,147
1782,0,147
1783,1,147
1786,1,147
1787,1,148
1788,1,149
1789,1,150
1790,1,151
1791,1,152
1792,1,153
1793,1,154
1794,1,155
1795,1,156
1796,1,157
1797,1,158
1798,1,159
1799,-1,160
1800,1,160
1801,1,160
1802,0,160
1803,0,160
1804,0,160
1805,0,160
1806,-1,161
1807,1,161
1808,1,161
1809,0,161
1810,0,161
1811,0,161
1812,0,161
1813,0,162
1814,0,162
1815,0,162
1816,1,162
1817,-1,162
1818,0,162
1819,-1,162
1820,1,162
1821,0,162
1822,1,162
1823,1,162
1824,0,162
1825,-1,162
1826,1,162
1827,-1,162
1828,1,162
1829,-1,162
1830,1,162
1831,0,162
1832,-1,162
1833,1,162
1834,-1,162
1835,-1,162
1836,-1,162
1837,1,162
1838,-1,162
1839,1,162
1840,1,162
1841,0,162
1842,1,162
1843,-1,162
1844,-1,162
1845,1,162
1846,0,162
1847,0,162
1850,0,162
1851,0,162
1852,0,162
1853,0,162
1854,0,162
1855,0,162
1856,1,162
1858,-1,162
1861,1,162
1863,1,162
1864,0,162
1865,1,162
1866,0,162
1867,-1,162
1868,1,162
1869,-1,162
1870,0,163
1871,0,163
1872,0,163
1873,0,163
1874,0,163
1877,0,163
1878,0,163
1879,0,163
1880,0,164
1881,0,164
1882,0,164
1883,0,164
1884,0,164
1887,0,164
1888,0,164
1889,0,164
1890,1,165
1891,0,165
1892,1,165
1893,1,165
1894,1,165
1895,1,165
1896,1,165
1898,1,165
1899,1,165
1900,1,165
1901,1,165
1902,1,165
1903,1,165
1904,1,165
1905,1,165
1907,1,165
1908,1,165
1909,1,166
1910,1,166
1912,1,166
1913,1,166
1914,0,166
1915,1,166
1916,1,166
1917,1,166
1918,1,166
1919,1,166
1921,1,166
1922,1,166
1923,1,166
1924,1,166
1925,1,166
1926,1,166
1927,1,166
1928,1,167
1929,0,167
1930,1,167
1931,1,167
1932,1,167
1933,1,167
1934,1,167
1936,0,167
1937,0,167
1938,0,167
1939,0,167
1940,1,167
1941,0,167
1942,1,167
1943,0,167
1944,1,167
1945,1,167
1946,0,167
1947,1,167
1948,0,167
1949,1,167
1950,0,167
1951,1,167
1952,0,167
1953,0,167
1954,0,167
1955,0,167
1956,1,167
1957,-1,167
1960,-1,167
1961,0,167
1962,0,167
1963,1,167
1967,1,168
1968,0,168
1969,1,168
1970,1,168
1971,1,168
1972,1,168
1973,1,168
1975,0,168
1976,0,168
1977,0,168
1978,0,168
1979,1,168
1980,0,168
1981,1,168
1982,0,168
1983,1,168
1984,0,168
1985,1,168
1986,0,168
1987,1,168
1988,0,168
1989,1,168
1990,0,168
1991,0,168
1992,0,168
1993,0,168
1994,1,168
1995,-1,168
1998,-1,168
1999,0,168
2000,0,168
2001,1,168
2004,1,168
2005,-1,168
2006,-1,168
2007,-1,168
2008,-1,168
2009,-1,168
2010,-1,168
2011,-1,168
2012,-1,168
2013,-1,168
2014,-1,168
2016,0,169
2017,0,169
2018,1,169
2019,1,169
2020,1,169
2021,1,169
2022,1,169
2025,1,169
2026,0,169
2027,1,169
2028,1,169
2029,0,169
2030,0,169
2031,1,169
2032,1,169
2033,0,169
2034,1,169
2035,0,169
2036,0,169
2037,1,169
2038,1,169
2039,1,169
2040,0,169
2041,1,169
2042,0,169
2043,0,169
2044,0,169
2045,0,169
2046,0,169
2047,0,169
2048,1,169
2049,-1,169
2052,0,169
2053,1,169
2055,1,169
2056,0,170
2057,0,170
2058,1,170
2059,1,170
2060,1,170
2061,1,170
2062,1,170
2065,1,170
2066,0,170
2067,1,170
2068,1,170
2069,0,170
2070,0,170
2071,1,170
2072,1,170
2073,0,170
2074,1,170
2075,0,170
2076,0,170
2077,1,170
2078,1,170
2079,1,170
2080,0,170
2081,1,170
2082,0,170
2083,0,170
2084,0,170
2085,0,170
2086,0,170
2087,0,170
2088,1,170
2089,-1,170
2092,0,170
2093,1,170
2095,1,170
2096,1,171
2097,0,171
2098,1,171
2099,1,171
2100,1,171
2102,-1,171
2103,-1,171
2104,0,171
2105,0,171
2106,1,171
2107,0,171
2108,1,171
2109,0,171
2110,0,171
2111,-1,171
2112,1,171
2113,1,171
2114,0,171
2115,0,171
2116,0,171
2117,0,171
2118,1,171
2120,0,171
2121,0,171
2122,1,171
2123,0,172
2124,1,172
2126,0,172
2127,0,172
2128,1,172
2129,1,172
2130,0,172
2131,1,172
2132,1,172
2133,1,172
2135,-1,172
2136,-1,172
2137,0,172
2138,0,172
2139,1,172
2140,0,172
2141,1,172
2142,0,172
2143,0,172
2144,-1,172
2145,1,172
2146,1,172
2147,0,172
2148,0,172
2149,0,172
2150,0,173
2151,1,173
2152,1,173
2153,0,173
2154,1,173
2156,-1,173
2157,0,173
2158,0,173
2159,1,173
2160,1,173
2161,0,173
2162,1,173
2163,1,173
2164,1,173
2165,0,173
2166,0,173
2167,0,173
2168,0,173
2169,0,173
2170,0,173
2171,1,173
2172,1,173
2175,0,173
2176,1,173
2178,0,174
2179,1,174
2180,1,174
2181,0,174
2182,1,174
2184,-1,174
2185,0,174
2186,0,174
2187,1,174
2188,1,174
2189,0,174
2190,1,174
2191,1,174
2192,1,174
2193,0,174
2194,0,174
2195,0,174
2196,0,174
2197,0,174
2198,0,174
2199,1,174
2200,1,174
2202,0,174
2203,1,174
2206,0,175
2207,0,175
2208,1,175
2209,0,175
2210,0,175
2211,1,175
2212,1,175
2213,1,175
2214,1,175
2215,1,175
2216,0,175
2217,0,175
2218,0,175
2219,0,175
2220,1,175
2221,-1,175
2222,-1,175
2223,-1,175
2226,-1,175
2227,0,175
2228,0,175
2229,1,175
2230,1,175
2232,-1,175
2233,0,175
2234,0,175
2235,1,175
2236,1,175
2237,1,175
2238,1,175
2239,0,175
2240,1,175
2241,1,175
2243,0,175
2245,1,175
2246,0,175
2247,0,176
2248,0,176
2249,1,176
2250,0,176
2251,1,176
2252,1,176
2253,1,176
2254,-1,176
2255,-1,176
2256,1,176
2257,1,176
2258,1,176
2259,0,176
2262,0,176
2263,0,176
2264,1,176
2265,1,176
2266,-1,176
2267,0,176
2268,0,176
2269,1,176
2270,1,176
2271,1,176
2272,1,176
2273,0,176
2274,1,176
2275,1,176
2277,0,176
2279,1,176
2280,1,177
2281,0,177
2282,0,177
2283,1,177
2284,0,177
2285,1,177
2286,1,177
2287,1,177
2288,1,177
2289,1,177
2290,1,177
2291,1,177
2292,1,177
2293,1,177
2296,0,177
2297,0,177
2298,0,177
2299,1,177
2300,1,177
2301,-1,177
2302,0,177
2303,0,177
2304,1,177
2305,1,177
2306,1,177
2307,1,177
2308,0,177
2309,1,177
2310,1,177
2312,0,177
2314,0,178
2315,0,178
2316,1,178
2317,0,178
2318,0,178
2319,1,178
2320,1,178
2321,1,178
2322,1,178
2323,1,178
2324,0,178
2325,0,178
2326,0,178
2327,0,178
2328,1,178
2329,-1,178
2330,-1,178
2331,-1,178
2334,-1,178
2335,0,178
2336,0,178
2337,1,178
2338,1,178
2340,-1,178
2341,0,178
2342,0,178
2343,1,178
2344,1,178
