ID,Field_9_0_1_33978_000_tier,Field_9_0_1_33978_001_animationdataID,Field_9_0_1_33978_002_animationdataID,Field_9_0_1_33978_003_milliseconds
378,3,-1,-1,0
379,3,-1,-1,0
380,2,-1,-1,0
381,3,-1,-1,0
382,3,-1,-1,0
383,3,-1,-1,0
384,3,-1,-1,0
385,0,-1,-1,0
386,2,-1,-1,0
387,1,-1,-1,0
388,2,-1,-1,0
389,2,-1,-1,0
390,3,-1,-1,0
391,3,-1,-1,0
392,3,-1,-1,0
393,3,-1,-1,0
394,-1,-1,-1,0
395,0,-1,-1,0
396,0,-1,-1,0
397,2,-1,-1,0
398,2,-1,-1,0
399,0,-1,-1,0
400,0,-1,-1,0
401,3,-1,-1,0
402,2,-1,-1,0
403,3,-1,-1,0
404,3,-1,-1,0
405,0,-1,-1,0
406,3,-1,-1,0
407,3,-1,-1,0
408,3,-1,-1,0
409,2,-1,-1,0
410,3,-1,-1,0
411,0,-1,-1,0
412,3,-1,-1,0
413,2,-1,-1,0
414,3,-1,-1,0
415,2,-1,-1,0
416,3,-1,-1,0
417,3,-1,-1,0
418,0,-1,-1,0
419,3,-1,-1,0
420,0,-1,-1,0
421,0,-1,-1,0
422,0,-1,-1,0
423,3,-1,-1,0
424,0,-1,-1,0
425,3,-1,-1,0
426,3,-1,-1,0
427,3,-1,-1,0
428,0,-1,-1,0
429,3,-1,-1,0
430,3,-1,-1,0
431,3,-1,-1,0
432,3,-1,-1,0
433,3,-1,-1,0
434,2,-1,-1,0
435,3,-1,-1,0
437,0,-1,-1,0
438,3,-1,-1,0
439,3,-1,-1,0
440,3,-1,-1,0
441,0,-1,-1,0
442,3,-1,-1,0
443,3,-1,-1,0
444,3,-1,-1,0
445,3,-1,-1,0
446,3,-1,-1,0
447,3,-1,-1,0
448,3,-1,-1,0
449,3,-1,-1,0
450,3,-1,-1,0
451,3,-1,-1,0
454,3,-1,-1,0
455,3,-1,-1,0
457,3,-1,-1,0
458,0,-1,-1,0
459,0,-1,-1,0
460,2,-1,-1,0
461,2,-1,-1,0
462,3,-1,-1,0
463,0,-1,-1,0
464,0,-1,-1,0
465,-1,-1,-1,0
466,3,-1,-1,0
467,3,-1,-1,0
468,3,-1,-1,0
469,3,-1,-1,0
472,3,-1,-1,0
473,3,-1,-1,0
474,3,-1,-1,0
475,3,-1,-1,0
476,0,-1,-1,0
477,3,-1,-1,0
478,3,-1,-1,0
479,3,-1,-1,1
480,0,-1,-1,0
483,3,-1,-1,1
484,3,1472,1486,1.37
485,3,37,1486,0
486,0,-1,-1,0
487,0,-1,-1,0
488,3,-1,-1,0
489,-1,-1,-1,0
490,0,-1,-1,0
491,3,-1,-1,0
492,0,-1,-1,0
493,0,-1,-1,0
494,0,-1,-1,0
495,2,-1,-1,0
496,-1,-1,-1,0
497,3,-1,-1,0
498,3,-1,-1,0
499,0,-1,-1,0
500,0,-1,-1,0
501,3,-1,-1,0
502,2,-1,-1,0
503,2,-1,-1,0
504,3,-1,-1,0
505,3,-1,-1,0
506,0,-1,-1,0
507,0,-1,-1,0
508,3,-1,-1,0
509,0,-1,-1,0
510,0,-1,-1,0
511,3,-1,-1,0
512,3,-1,-1,0
513,-1,-1,-1,0
514,2,-1,-1,0
515,-1,-1,-1,0
516,-1,-1,-1,0
517,0,-1,-1,0
518,3,-1,-1,0
519,3,-1,-1,0
520,0,-1,-1,0
521,2,-1,-1,0
522,1,-1,-1,0
523,0,-1,-1,0
524,3,-1,-1,0
525,3,-1,-1,0
526,3,-1,-1,0
527,-1,-1,-1,0
528,0,-1,-1,0
529,3,-1,-1,0
530,3,-1,-1,0
531,0,-1,-1,0
532,-1,-1,-1,0
533,3,-1,-1,0
534,3,-1,-1,0
535,-1,-1,-1,0
536,3,-1,-1,0
537,0,-1,-1,0
538,3,-1,-1,0
539,3,-1,-1,0
540,3,-1,-1,0
541,0,-1,-1,0
542,3,-1,-1,0
543,3,-1,-1,0
544,0,-1,-1,0
545,2,-1,-1,0
546,3,-1,-1,0
547,0,1476,1478,0
548,0,200,-1,0
549,3,37,1486,0
551,0,1472,1062,0
552,3,1063,1063,1
553,3,213,1474,2.73
554,3,1472,1486,1.33
555,0,1476,1478,0
556,3,37,1486,0
557,0,1178,1178,0
558,3,1472,1474,1
559,0,1476,1478,0
560,0,-1,-1,0
561,3,475,475,0
562,3,-1,-1,1
563,3,1472,1486,1
564,3,1472,1486,0.23
565,3,37,1486,0
566,3,-1,1486,1
567,3,-1,1486,2.5
568,3,1472,1487,2.5
569,3,-1,-1,0.5
570,3,-1,-1,0
571,3,-1,-1,0
572,3,-1,-1,4
573,3,1472,1474,1
574,3,1472,1474,1
575,3,135,135,0
576,0,463,39,0
577,3,564,548,0
578,3,213,1473,2
579,0,1476,1478,0
580,0,38,39,0
581,3,1472,1486,1.37
582,0,1476,1478,0
583,3,458,-1,0.6
584,0,463,464,0
585,3,-1,1486,1
586,3,-1,1486,1
587,0,463,464,0
588,3,-1,-1,1
589,0,-1,-1,0
590,3,564,-1,0
591,0,40,1478,0
592,3,37,1486,0
593,0,1476,1478,0
594,3,-1,-1,0
595,0,-1,-1,0
596,-1,-1,-1,0
597,3,-1,-1,1
599,0,1,6,0
600,3,37,-1,0
601,3,1472,1487,2.5
602,3,1472,1487,1
603,3,1472,1486,2
604,0,1476,1478,0
605,3,1472,1474,2
606,0,-1,-1,0
607,0,463,464,0
608,0,1472,-1,0
609,0,458,-1,0
610,3,458,-1,0
611,0,463,464,0
612,0,193,-1,0
613,3,-1,-1,0
614,0,213,214,0
615,3,-1,-1,2
616,0,463,465,0
617,3,1472,-1,0
618,0,-1,-1,0
619,0,874,39,0
620,3,458,-1,0
621,3,37,1528,0
622,0,39,-1,0
624,0,200,-1,0
625,3,458,-1,0
626,3,-1,135,0
627,3,1472,-1,0
628,3,1472,1486,1
629,3,1472,1474,1.5
630,3,458,-1,0.2
631,0,732,39,0
632,3,-1,1486,1
633,3,-1,-1,0
634,3,-1,-1,0
635,0,38,572,0
636,3,-1,-1,0
637,3,1030,1032,0.15
638,3,37,1528,0
639,3,-1,-1,1
640,3,1472,-1,0
641,0,200,464,0
642,3,458,-1,0
643,0,37,39,0
707,0,39,-1,0
708,3,732,39,0
709,3,1472,-1,0
710,0,463,464,0
711,3,37,1528,0
712,3,458,-1,0
713,0,463,464,0
714,3,458,193,0
715,0,463,464,0
716,3,-1,-1,0
717,3,458,465,0
718,0,213,-1,2
719,3,215,229,1
720,3,458,-1,0
721,0,463,464,1
722,3,564,548,0
723,3,-1,-1,0.47
724,0,-1,-1,0
725,3,37,1528,0
726,3,-1,-1,0
727,0,-1,-1,0
728,3,-1,458,0
729,0,38,39,1
730,3,1030,-1,1
731,0,463,465,0
732,3,442,-1,0
733,3,-1,-1,0
734,3,458,465,0.2
735,3,-1,-1,0
736,3,-1,-1,0
739,3,-1,-1,0
740,3,458,465,0.17
741,0,463,464,0.17
742,0,-1,464,1.5
743,3,-1,-1,0
744,3,458,465,0.2
745,0,-1,-1,0.5
746,3,1702,229,0
747,0,1704,39,0
748,3,1472,-1,0
749,3,1472,442,0
750,0,-1,-1,1
751,3,-1,-1,0
752,0,1704,39,0
753,3,-1,-1,0
754,3,-1,-1,0
755,3,-1,-1,1
756,3,458,465,0.2
757,3,-1,-1,0
758,3,215,-1,0.2
759,3,213,-1,0.2
760,3,215,-1,0.67
761,3,463,-1,0.9
890,0,463,0,0
891,3,213,-1,0
892,3,458,-1,0.2
893,3,-1,-1,0.5
894,0,463,39,0
1386,3,-1,-1,0
