ID,ClutterLevel,FallbackSpellVisualKitID,DelayMin,DelayMax,MinimumSpellVisualDensityFilterType,MinimumSpellVisualDensityFilterParam,ReducedSpellVisualDensityFilterType,ReducedSpellVisualDensityFilterParam,Flags[0],Flags[1]
67,0,0,0,0,0,0,0,0,1048576,0
68,0,0,0,0,0,0,0,0,1048576,0
69,0,0,0,0,0,0,0,0,1048576,0
70,0,0,0,0,0,0,0,0,1048576,0
71,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,3145728,0
73,0,0,0,0,0,0,0,0,1048576,0
74,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,3145728,0
76,0,0,0,0,0,0,0,0,1048576,0
77,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,1048576,0
79,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,1048576,0
81,0,0,0,0,0,0,0,0,1048576,0
82,0,0,0,0,0,0,0,0,1048576,0
83,0,0,0,0,0,0,0,0,1048576,0
84,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,1048576,0
86,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,1048576,0
88,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,1048576,0
93,0,0,0,0,0,0,0,0,1048576,0
94,0,0,0,0,0,0,0,0,1048576,0
95,0,0,0,0,0,0,0,0,1048576,0
96,0,0,0,0,0,0,0,0,1048576,0
97,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,1048576,0
99,0,0,0,0,0,0,0,0,2097152,0
100,0,0,0,0,0,0,0,0,1048576,0
101,0,0,0,0,0,0,0,0,1048576,0
102,0,0,0,0,0,0,0,0,1048576,0
103,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,1048576,0
105,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,1048576,0
109,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,1048576,0
111,0,0,0,0,0,0,0,0,1048576,0
112,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,1048576,0
115,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,1048576,0
117,0,0,0,0,0,0,0,0,1048576,0
118,0,0,0,0,0,0,0,0,1048576,0
119,0,0,0,0,0,0,0,0,1048576,0
120,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,1048576,0
122,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,1048576,0
124,0,0,0,0,0,0,0,0,3145728,0
125,0,0,0,0,0,0,0,0,1048576,0
126,0,0,0,0,0,0,0,0,1048576,0
127,0,0,0,0,0,0,0,0,1048576,0
128,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,1048576,0
131,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,1048576,0
134,0,0,0,0,0,0,0,0,1048576,0
135,0,0,0,0,0,0,0,0,1048576,0
136,0,0,0,0,0,0,0,0,1048576,0
137,0,0,0,0,0,0,0,0,1048576,0
138,0,0,0,0,0,0,0,0,1048576,0
139,0,0,0,0,0,0,0,0,1048576,0
140,0,0,0,0,0,0,0,0,1048576,0
141,0,0,0,0,0,0,0,0,1048576,0
142,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,1048576,0
145,0,0,0,0,0,0,0,0,1048576,0
146,0,0,0,0,0,0,0,0,1048576,0
147,0,0,0,0,0,0,0,0,1048576,0
148,0,0,0,0,0,0,0,0,1048576,0
149,0,0,0,0,0,0,0,0,1048576,0
150,0,0,0,0,0,0,0,0,1048576,0
151,0,0,0,0,0,0,0,0,1048576,0
152,0,0,0,0,0,0,0,0,1048576,0
153,0,0,0,0,0,0,0,0,1048576,0
154,0,0,0,0,0,0,0,0,3145728,0
155,0,0,0,0,0,0,0,0,1048576,0
156,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,1048576,0
159,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,1048576,0
161,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,1048576,0
164,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,1048576,0
166,0,0,0,0,0,0,0,0,1048576,0
167,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,1048576,0
169,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,1048576,0
171,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,1048576,0
174,0,0,0,0,0,0,0,0,1048576,0
175,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,1048576,0
182,0,0,0,0,0,0,0,0,1048576,0
183,0,0,0,0,0,0,0,0,1048576,0
184,0,0,0,0,0,0,0,0,1048576,0
185,0,0,0,0,0,0,0,0,1048576,0
186,0,0,0,0,0,0,0,0,1048576,0
187,0,0,0,0,0,0,0,0,1048576,0
188,0,0,0,0,0,0,0,0,1048576,0
189,0,0,0,0,0,0,0,0,1048576,0
190,0,0,0,0,0,0,0,0,1048576,0
191,0,0,0,0,0,0,0,0,1048576,0
192,0,0,0,0,0,0,0,0,1048576,0
193,0,0,0,0,0,0,0,0,1048576,0
194,0,0,0,0,0,0,0,0,1048576,0
195,0,0,0,0,0,0,0,0,1048576,0
196,0,0,0,0,0,0,0,0,1048576,0
197,0,0,0,0,0,0,0,0,1048576,0
198,0,0,0,0,0,0,0,0,1048576,0
199,0,0,0,0,0,0,0,0,1048576,0
200,0,0,0,0,0,0,0,0,1048576,0
201,0,0,0,0,0,0,0,0,1048576,0
202,0,0,0,0,0,0,0,0,1048576,0
203,0,0,0,0,0,0,0,0,1048576,0
204,0,0,0,0,0,0,0,0,1048576,0
205,0,0,0,0,0,0,0,0,1048576,0
206,0,0,0,0,0,0,0,0,1048576,0
207,0,0,0,0,0,0,0,0,1048576,0
208,0,0,0,0,0,0,0,0,1048576,0
209,0,0,0,0,0,0,0,0,1048576,0
211,0,0,0,0,0,0,0,0,1048576,0
212,0,0,0,0,0,0,0,0,1048576,0
213,0,0,0,0,0,0,0,0,1048576,0
214,0,0,0,0,0,0,0,0,1048576,0
215,0,0,0,0,0,0,0,0,1048576,0
216,0,0,0,0,0,0,0,0,1048576,0
217,0,0,0,0,0,0,0,0,1048576,0
218,0,0,0,0,0,0,0,0,1048576,0
219,0,0,0,0,0,0,0,0,1048576,0
220,0,0,0,0,0,0,0,0,1048576,0
221,0,0,0,0,0,0,0,0,1048576,0
222,0,0,0,0,0,0,0,0,1048576,0
223,0,0,0,0,0,0,0,0,1048576,0
224,0,0,0,0,0,0,0,0,1048576,0
225,0,0,0,0,0,0,0,0,1048576,0
226,0,0,0,0,0,0,0,0,1048576,0
227,0,0,0,0,0,0,0,0,1048576,0
228,0,0,0,0,0,0,0,0,1048576,0
229,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,1048576,0
231,0,0,0,0,0,0,0,0,1048576,0
232,0,0,0,0,0,0,0,0,1048576,0
233,0,0,0,0,0,0,0,0,1048576,0
234,0,0,0,0,0,0,0,0,1048576,0
235,0,0,0,0,0,0,0,0,1048576,0
237,0,0,0,0,0,0,0,0,1048576,0
238,0,0,0,0,0,0,0,0,1048576,0
239,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,1048576,0
242,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,1048576,0
244,0,0,0,0,0,0,0,0,1048576,0
245,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,1048576,0
247,0,0,0,0,0,0,0,0,1048576,0
248,0,0,0,0,0,0,0,0,1048576,0
249,0,0,0,0,0,0,0,0,1048576,0
250,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,1048576,0
252,0,0,0,0,0,0,0,0,1048576,0
253,0,0,0,0,0,0,0,0,1048576,0
254,0,0,0,0,0,0,0,0,1048576,0
255,0,0,0,0,0,0,0,0,1048576,0
256,0,0,0,0,0,0,0,0,1048576,0
257,0,0,0,0,0,0,0,0,1048576,0
258,0,0,0,0,0,0,0,0,1048576,0
259,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,1048576,0
262,0,0,0,0,0,0,0,0,1048576,0
263,0,0,0,0,0,0,0,0,1048576,0
264,0,0,0,0,0,0,0,0,1048576,0
265,0,0,0,0,0,0,0,0,1048576,0
266,0,0,0,0,0,0,0,0,1048576,0
267,0,0,0,0,0,0,0,0,1048576,0
268,0,0,0,0,0,0,0,0,1048576,0
269,0,0,0,0,0,0,0,0,1048576,0
270,0,0,0,0,0,0,0,0,3145728,0
271,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,1048576,0
274,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,1048576,0
277,0,0,0,0,0,0,0,0,1048576,0
278,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,1048576,0
282,0,0,0,0,0,0,0,0,1048576,0
283,0,0,0,0,0,0,0,0,1048576,0
284,0,0,0,0,0,0,0,0,1048576,0
285,0,0,0,0,0,0,0,0,1048576,0
286,0,0,0,0,0,0,0,0,1048576,0
287,0,0,0,0,0,0,0,0,1048576,0
288,0,0,0,0,0,0,0,0,1048576,0
289,0,0,0,0,0,0,0,0,1048576,0
290,0,0,0,0,0,0,0,0,1048576,0
291,0,0,0,0,0,0,0,0,1048576,0
292,0,0,0,0,0,0,0,0,1048576,0
293,0,0,0,0,0,0,0,0,1048576,0
294,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,1048576,0
296,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,1048576,0
298,0,0,0,0,0,0,0,0,1048576,0
299,0,0,0,0,0,0,0,0,1048576,0
300,0,0,0,0,0,0,0,0,1048576,0
301,0,0,0,0,0,0,0,0,1048576,0
302,0,0,0,0,0,0,0,0,1048576,0
303,0,0,0,0,0,0,0,0,1048576,0
304,0,0,0,0,0,0,0,0,1048576,0
305,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,1048576,0
307,0,0,0,0,0,0,0,0,1048576,0
308,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,1048576,0
310,0,0,0,0,0,0,0,0,1048576,0
311,0,0,0,0,0,0,0,0,1048576,0
312,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,1048576,0
314,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,1048576,0
316,0,0,0,0,0,0,0,0,1048576,0
317,0,0,0,0,0,0,0,0,1048576,0
318,0,0,0,0,0,0,0,0,1048576,0
319,0,0,0,0,0,0,0,0,1048576,0
320,0,0,0,0,0,0,0,0,1048576,0
321,0,0,0,0,0,0,0,0,1048576,0
322,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,1048576,0
324,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,1048576,0
326,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,1048576,0
328,0,0,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,1048576,0
330,0,0,0,0,0,0,0,0,1048576,0
331,0,0,0,0,0,0,0,0,1048576,0
332,0,0,0,0,0,0,0,0,1048576,0
333,0,0,0,0,0,0,0,0,1048576,0
334,0,0,0,0,0,0,0,0,1048576,0
335,0,0,0,0,0,0,0,0,1048576,0
336,0,0,0,0,0,0,0,0,1048576,0
337,0,0,0,0,0,0,0,0,1048576,0
338,0,0,0,0,0,0,0,0,1048576,0
339,0,0,0,0,0,0,0,0,1048576,0
340,0,0,0,0,0,0,0,0,1048576,0
341,0,0,0,0,0,0,0,0,1048576,0
342,0,0,0,0,0,0,0,0,1048576,0
343,0,0,0,0,0,0,0,0,1048576,0
344,0,0,0,0,0,0,0,0,1048576,0
345,0,0,0,0,0,0,0,0,1048576,0
346,0,0,0,0,0,0,0,0,1048576,0
347,0,0,0,0,0,0,0,0,1048576,0
348,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0,1048576,0
350,0,0,0,0,0,0,0,0,1048576,0
351,0,0,0,0,0,0,0,0,1048576,0
352,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,3145728,0
354,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,1048576,0
356,0,0,0,0,0,0,0,0,1048576,0
357,0,0,0,0,0,0,0,0,1048576,0
358,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0,1048576,0
360,0,0,0,0,0,0,0,0,1048576,0
361,0,0,0,0,0,0,0,0,1048576,0
362,0,0,0,0,0,0,0,0,1048576,0
363,0,0,0,0,0,0,0,0,1048576,0
364,0,0,0,0,0,0,0,0,1048576,0
365,0,0,0,0,0,0,0,0,1048576,0
366,0,0,0,0,0,0,0,0,1048576,0
367,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,1048576,0
369,0,0,0,0,0,0,0,0,1048576,0
370,0,0,0,0,0,0,0,0,1048576,0
371,0,0,0,0,0,0,0,0,1048576,0
372,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,1048576,0
380,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,1048576,0
382,0,0,0,0,0,0,0,0,1048576,0
383,0,0,0,0,0,0,0,0,1048576,0
384,0,0,0,0,0,0,0,0,1048576,0
385,0,0,0,0,0,0,0,0,1048576,0
386,0,0,0,0,0,0,0,0,1048576,0
387,0,0,0,0,0,0,0,0,1048576,0
388,0,0,0,0,0,0,0,0,1048576,0
389,0,0,0,0,0,0,0,0,1048576,0
390,0,0,0,0,0,0,0,0,1048576,0
391,0,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,1048576,0
393,0,0,0,0,0,0,0,0,1048576,0
394,0,0,0,0,0,0,0,0,1048576,0
395,0,0,0,0,0,0,0,0,1048576,0
396,0,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,1048576,0
399,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,1048576,0
401,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,1048576,0
403,0,0,0,0,0,0,0,0,1048576,0
404,0,0,0,0,0,0,0,0,1048576,0
405,0,0,0,0,0,0,0,0,1048576,0
406,0,0,0,0,0,0,0,0,1048576,0
407,0,0,0,0,0,0,0,0,1048576,0
408,0,0,0,0,0,0,0,0,1048576,0
409,0,0,0,0,0,0,0,0,1048576,0
410,0,0,0,0,0,0,0,0,1048576,0
411,0,0,0,0,0,0,0,0,1048576,0
412,0,0,0,0,0,0,0,0,1048576,0
413,0,0,0,0,0,0,0,0,1048576,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,1048576,0
416,0,0,0,0,0,0,0,0,1048576,0
417,0,0,0,0,0,0,0,0,1048576,0
418,0,0,0,0,0,0,0,0,1048576,0
419,0,0,0,0,0,0,0,0,1048576,0
420,0,0,0,0,0,0,0,0,1048576,0
421,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,1048576,0
423,0,0,0,0,0,0,0,0,1048576,0
424,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,1048576,0
426,0,0,0,0,0,0,0,0,1048576,0
427,0,0,0,0,0,0,0,0,1048576,0
428,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,1048576,0
430,0,0,0,0,0,0,0,0,1048576,0
431,0,0,0,0,0,0,0,0,1048576,0
432,0,0,0,0,0,0,0,0,1048576,0
433,0,0,0,0,0,0,0,0,1048576,0
434,0,0,0,0,0,0,0,0,1048576,0
435,0,0,0,0,0,0,0,0,1048576,0
436,0,0,0,0,0,0,0,0,1048576,0
437,0,0,0,0,0,0,0,0,1048576,0
438,0,0,0,0,0,0,0,0,1048576,0
439,0,0,0,0,0,0,0,0,1048576,0
440,0,0,0,0,0,0,0,0,1048576,0
441,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,1048576,0
443,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,1048576,0
447,0,0,0,0,0,0,0,0,1048576,0
448,0,0,0,0,0,0,0,0,1048576,0
449,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,1048576,0
451,0,0,0,0,0,0,0,0,1048576,0
452,0,0,0,0,0,0,0,0,1048576,0
453,0,0,0,0,0,0,0,0,1048576,0
454,0,0,0,0,0,0,0,0,1048576,0
455,0,0,0,0,0,0,0,0,1048576,0
456,0,0,0,0,0,0,0,0,3145728,0
457,0,0,0,0,0,0,0,0,3145728,0
458,0,0,0,0,0,0,0,0,1048576,0
459,0,0,0,0,0,0,0,0,1048576,0
460,0,0,0,0,0,0,0,0,1048576,0
461,0,0,0,0,0,0,0,0,1048576,0
462,0,0,0,0,0,0,0,0,1048576,0
463,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,1048576,0
465,0,0,0,0,0,0,0,0,1048576,0
466,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,1048576,0
468,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,1048576,0
471,0,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,3145728,0
473,0,0,0,0,0,0,0,0,1048576,0
474,0,0,0,0,0,0,0,0,1048576,0
475,0,0,0,0,0,0,0,0,1048576,0
476,0,0,0,0,0,0,0,0,1048576,0
477,0,0,0,0,0,0,0,0,1048576,0
478,0,0,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0,1048576,0
482,0,0,0,0,0,0,0,0,1048576,0
483,0,0,0,0,0,0,0,0,1048576,0
484,0,0,0,0,0,0,0,0,1048576,0
485,0,0,0,0,0,0,0,0,1048576,0
486,0,0,0,0,0,0,0,0,1048576,0
487,0,0,0,0,0,0,0,0,1048576,0
488,0,0,0,0,0,0,0,0,1048576,0
489,0,0,0,0,0,0,0,0,1048576,0
490,0,0,0,0,0,0,0,0,1048576,0
491,0,0,0,0,0,0,0,0,1048576,0
492,0,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0,0,1048576,0
494,0,0,0,0,0,0,0,0,1048576,0
495,0,0,0,0,0,0,0,0,1048576,0
496,0,0,0,0,0,0,0,0,1048576,0
497,0,0,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0,1048576,0
499,0,0,0,0,0,0,0,0,1048576,0
500,0,0,0,0,0,0,0,0,3145728,0
501,0,0,0,0,0,0,0,0,1048576,0
502,0,0,0,0,0,0,0,0,1048576,0
503,0,0,0,0,0,0,0,0,1048576,0
504,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,1048576,0
506,0,0,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0,1048576,0
508,0,0,0,0,0,0,0,0,1048576,0
509,0,0,0,0,0,0,0,0,1048576,0
510,0,0,0,0,0,0,0,0,1048576,0
511,0,0,0,0,0,0,0,0,1048576,0
512,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,1048576,0
514,0,0,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,1048576,0
517,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,1048576,0
521,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,1048576,0
524,0,0,0,0,0,0,0,0,1048576,0
525,0,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,1048576,0
527,0,0,0,0,0,0,0,0,1048576,0
528,0,0,0,0,0,0,0,0,1048576,0
529,0,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,1048576,0
531,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,1048576,0
534,0,0,0,0,0,0,0,0,1048576,0
535,0,0,0,0,0,0,0,0,1048576,0
536,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,1048576,0
539,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,1048576,0
542,0,0,0,0,0,0,0,0,1048576,0
543,0,0,0,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0,0,1048576,0
545,0,0,0,0,0,0,0,0,1048576,0
546,0,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0,0
551,0,0,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,1048576,0
556,0,0,0,0,0,0,0,0,1048576,0
557,0,0,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0,1048576,0
559,0,0,0,0,0,0,0,0,1048576,0
560,0,0,0,0,0,0,0,0,1048576,0
561,0,0,0,0,0,0,0,0,1048576,0
562,0,0,0,0,0,0,0,0,1048576,0
563,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,1048576,0
566,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,1048576,0
589,0,0,0,0,0,0,0,0,1048576,0
606,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,1048576,0
609,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,1048576,0
646,0,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,1048576,0
649,0,0,0,0,0,0,0,0,1048576,0
650,0,0,0,0,0,0,0,0,1048576,0
651,0,0,0,0,0,0,0,0,1048576,0
652,0,0,0,0,0,0,0,0,1048576,0
653,0,0,0,0,0,0,0,0,1048576,0
654,0,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,1048576,0
656,0,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0,0,1048576,0
659,0,0,0,0,0,0,0,0,1048576,0
660,0,0,0,0,0,0,0,0,1048576,0
661,0,0,0,0,0,0,0,0,1048576,0
662,0,0,0,0,0,0,0,0,1048576,0
663,0,0,0,0,0,0,0,0,1048576,0
664,0,0,0,0,0,0,0,0,1048576,0
665,0,0,0,0,0,0,0,0,1048576,0
