FileDataID,UsageType,MaterialResourcesID
118528,0,4664
118529,0,4665
118530,0,4666
118531,0,4667
118532,0,4668
118533,0,4669
118534,0,4670
118535,0,4671
118536,0,4672
118537,0,4673
118538,0,4674
118539,0,4675
118540,0,4676
118541,0,4684
118542,0,4695
118543,0,4677
118544,0,4678
118545,0,4679
118546,0,4680
118547,0,4681
118548,0,4682
118549,0,4683
118550,0,4685
118551,0,4686
118552,0,4687
118553,0,4688
118554,0,4689
118555,0,4690
118556,0,4691
118557,0,4692
118558,0,4693
118559,0,4694
118560,0,4696
118561,0,4697
118562,0,4698
118563,0,4699
118564,0,4700
118565,0,4701
118566,0,4702
118567,0,4703
118568,0,4704
118569,0,4705
118570,0,4706
118571,0,4707
118572,0,4708
118573,0,4709
118574,0,4710
118575,0,4711
118576,0,4712
118577,0,4713
118578,0,4714
118579,0,4715
118580,0,4716
118581,0,4717
118582,0,4718
118583,0,4719
118584,0,4720
118585,0,4721
118586,0,4722
118587,0,4723
118588,0,4724
118589,0,4725
118590,0,4726
118591,0,4727
118592,0,4728
118593,0,4729
118594,0,4730
118595,0,4731
118596,0,4732
118597,0,4733
118598,0,4734
118599,0,4735
118600,0,4736
118601,0,4737
118602,0,4738
118603,0,4739
118604,0,4740
118605,0,4741
118606,0,4742
118607,0,4743
118608,0,4744
118609,0,4745
118610,0,4746
118611,0,4747
118612,0,4748
118613,0,4749
118614,0,4750
118615,0,4751
118616,0,4752
118617,0,4753
118618,0,4754
118619,0,4755
118620,0,4756
118621,0,4757
118622,0,4758
118623,0,4759
118624,0,4760
118625,0,4761
118626,0,4762
118627,0,4763
118628,0,4764
118629,0,4765
118630,0,4766
118631,0,4767
118632,0,4768
118633,0,4769
118634,0,4770
118635,0,4771
118636,0,4772
118637,0,4773
118638,0,4774
118639,0,4775
118640,0,4776
118641,0,4777
118642,0,4778
118643,0,4779
118644,0,4780
118645,0,4781
118646,0,4782
118647,0,4783
118648,0,4784
118649,0,4785
118655,0,4222
118656,0,4223
118657,0,4224
118658,0,4225
118659,0,4226
118660,0,4227
118661,0,4228
118662,0,4229
118663,0,4230
118664,0,4231
118665,0,4232
118666,0,4233
118668,0,4234
118669,0,4235
118670,0,4236
118671,0,4237
118672,0,4238
118673,0,4239
118674,0,4240
118675,0,4241
118676,0,4242
118677,0,4243
118678,0,4244
118679,0,4245
118680,0,4246
118681,0,4247
118682,0,4248
118683,0,4249
118684,0,4250
118685,0,4251
118686,0,4252
118687,0,4253
118688,0,4254
118689,0,4255
118690,0,4256
118691,0,4257
118692,0,4258
118693,0,4259
118694,0,4260
118695,0,4261
118696,0,4262
118697,0,4263
118698,0,4264
118699,0,4265
118700,0,4266
118701,0,4267
118702,0,4268
118703,0,4269
118704,0,4270
118705,0,4271
118706,0,4272
118707,0,4273
118708,0,4274
118709,0,4275
118710,0,4276
118711,0,4277
118712,0,4278
118713,0,4279
118714,0,4280
118715,0,4281
118716,0,4282
118717,0,4283
118718,0,4284
118719,0,4285
118720,0,4286
118721,0,4287
118722,0,4288
118723,0,4289
118724,0,4290
118725,0,4291
118726,0,4292
118727,0,4293
118728,0,4294
118729,0,4295
118730,0,4296
118731,0,4297
118732,0,4298
118733,0,4299
118734,0,4300
118735,0,4301
118736,0,4302
118737,0,4303
118738,0,4304
118739,0,4305
118740,0,4306
118741,0,4307
118742,0,4308
118743,0,4309
118744,0,4310
118745,0,4311
118746,0,4312
118747,0,4313
118748,0,4314
118749,0,4315
118750,0,4316
118751,0,4317
118752,0,4318
118753,0,4319
118754,0,4320
118755,0,4966
118756,0,4967
118757,0,4968
118758,0,4972
118759,0,4978
118760,0,4969
118761,0,4970
118762,0,4971
118763,0,4973
118764,0,4974
118765,0,4975
118766,0,4976
118767,0,4977
118768,0,4979
118769,0,4980
118770,0,4981
118771,0,4982
118772,0,4983
118773,0,4984
118774,0,4985
118775,0,4986
118776,0,4987
118777,0,4988
118778,0,4989
118779,0,4990
118780,0,4991
118781,0,4992
118782,0,4993
118783,0,4994
118784,0,4995
118785,0,4996
118786,0,4997
118787,0,4998
118788,0,4999
118789,0,5000
118790,0,5001
118791,0,5002
118792,0,5003
118793,0,5004
118794,0,5005
118795,0,5006
118796,0,5007
118797,0,5008
118799,0,5009
118800,0,5010
118801,0,5011
118802,0,5012
118803,0,5013
118804,0,5014
118805,0,5015
118806,0,5016
118807,0,5017
118808,0,5018
118809,0,5019
118810,0,5020
118811,0,5021
118812,0,5022
118813,0,5023
118814,0,5024
118815,0,5025
118816,0,5026
118817,0,5027
118818,0,5028
118819,0,5029
118820,0,5030
118821,0,5031
118822,0,5032
118823,0,5033
118824,0,5034
118825,0,5035
118826,0,5036
118827,0,5037
118828,0,5038
118829,0,5039
118830,0,5040
118831,0,5041
118832,0,5042
118833,0,5043
118834,0,5044
118835,0,5045
118836,0,5046
118837,0,5047
118838,0,5048
118839,0,5049
118840,0,5050
118841,0,5051
118842,0,5052
118843,0,5053
118844,0,5054
118845,0,5055
118846,0,5056
118847,0,5057
118848,0,5058
118849,0,5059
118850,0,5060
118851,0,5061
118852,0,5062
118853,0,5071
118854,0,5073
118855,0,5063
118856,0,5064
118857,0,5065
118858,0,5066
118859,0,5067
118860,0,5068
118861,0,5069
118862,0,5070
118863,0,5072
118864,0,5074
118865,0,5075
118866,0,5076
118867,0,5077
118868,0,5078
118869,0,5079
118870,0,5080
118871,0,5081
118872,0,5082
118873,0,5083
118874,0,5084
118875,0,5085
118876,0,5086
118877,0,5087
118878,0,5088
118879,0,5089
118880,0,5090
118881,0,5091
118882,0,5092
118883,0,5093
118884,0,5094
118885,0,5095
118886,0,5096
118907,0,5117
118908,0,5118
118909,0,5119
118910,0,5120
118911,0,5121
118912,0,5122
118913,0,5123
118914,0,5124
118915,0,5125
118916,0,5126
118937,0,5147
118938,0,5148
118939,0,5149
118940,0,5150
118941,0,5151
118942,0,5152
118943,0,5153
118944,0,5154
118945,0,5155
118946,0,5156
118947,0,5157
118948,0,5158
118949,0,5159
118950,0,5160
118951,0,5161
118952,0,5162
118953,0,5163
118954,0,3690
118955,0,3698
118956,0,3679
118957,0,3680
118958,0,3681
118959,0,3682
118960,0,3683
118961,0,3684
118962,0,3685
118963,0,3686
118964,0,3687
118965,0,3688
118966,0,3689
118967,0,3691
118968,0,3692
118969,0,3693
118970,0,3694
118971,0,3695
118972,0,3696
118973,0,3697
118974,0,3699
118975,0,3700
118976,0,3701
118977,0,3702
118978,0,3703
118979,0,3704
118980,0,3705
118981,0,3706
118982,0,3707
118983,0,3708
118984,0,3709
118985,0,3710
118986,0,3711
118987,0,3712
118988,0,3713
118989,0,3714
118990,0,3715
118991,0,3716
118992,0,3717
118993,0,3718
118994,0,3719
118995,0,3720
118996,0,3721
118997,0,3722
118998,0,3723
118999,0,3724
119000,0,3725
119001,0,3726
119002,0,3727
119003,0,3728
119004,0,3729
119005,0,3730
119006,0,3731
119007,0,3732
119008,0,3733
119009,0,3734
119010,0,3735
119011,0,3736
119012,0,3737
119013,0,3738
119014,0,3739
119015,0,3740
119016,0,3741
119017,0,3742
119018,0,3743
119019,0,3744
119020,0,3745
119021,0,3746
119022,0,3747
119023,0,3748
119024,0,3749
119025,0,3750
119026,0,3751
119027,0,3752
119028,0,3753
119029,0,3754
119030,0,3755
119031,0,3756
119032,0,3757
119033,0,3758
119034,0,3759
119035,0,3760
119036,0,3761
119037,0,3762
119038,0,3763
119039,0,3764
119040,0,3765
119041,0,3766
119042,0,3767
119043,0,3768
119044,0,3769
119045,0,3770
119046,0,3771
119047,0,3772
119048,0,3773
119049,0,3774
119050,0,3775
119051,0,3776
119052,0,3777
119053,0,3778
119054,0,3779
119055,0,3780
119056,0,3781
119057,0,3782
119058,0,3783
119059,0,3784
119060,0,3785
119061,0,3786
119062,0,3787
119064,0,3788
119065,0,3789
119066,0,3790
119067,0,3791
119068,0,3795
119069,0,3982
119070,0,3888
119071,0,3889
119072,0,3890
119073,0,3891
119074,0,3892
119075,0,3893
119076,0,3894
119077,0,3895
119078,0,3896
119079,0,3897
119080,0,3898
119081,0,3899
119082,0,3900
119083,0,3901
119084,0,3902
119085,0,3903
119086,0,3904
119087,0,3905
119088,0,3906
119089,0,3907
119090,0,3908
119091,0,3909
119092,0,3910
119093,0,3911
119094,0,3912
119095,0,3913
119096,0,3914
119097,0,3915
119098,0,3916
119099,0,3917
119100,0,3918
119101,0,3919
119102,0,3920
119103,0,3921
119104,0,3922
119105,0,3923
119106,0,3924
119107,0,3925
119108,0,3926
119109,0,3927
119110,0,3928
119111,0,3929
119112,0,3930
119113,0,3931
119114,0,3932
119115,0,3933
119116,0,3934
119117,0,3935
119118,0,3936
119119,0,3937
119120,0,3938
119121,0,3939
119122,0,3940
119123,0,3941
119124,0,3942
119125,0,3943
119126,0,3944
119127,0,3945
119128,0,3946
119129,0,3947
119130,0,3948
119131,0,3949
119132,0,3950
119133,0,3951
119134,0,3952
119135,0,3953
119136,0,3954
119137,0,3955
119138,0,3956
119139,0,3957
119140,0,3958
119141,0,3959
119142,0,3960
119143,0,3961
119144,0,3962
119145,0,3963
119146,0,3964
119147,0,3965
119148,0,3966
119149,0,3967
119150,0,3968
119151,0,3969
119152,0,3970
119153,0,3971
119154,0,3972
119155,0,3973
119156,0,3974
119157,0,3975
119158,0,3976
119160,0,3977
119161,0,3978
119162,0,3979
119163,0,3980
119164,0,3981
119165,0,3983
119166,0,3984
119167,0,3985
119168,0,3400
119169,0,3986
119170,0,3987
119171,0,3988
119172,0,3989
119173,0,3990
119174,0,3991
119175,0,3992
119176,0,3993
119177,0,3994
119178,0,3995
119179,0,3996
119180,0,3997
119181,0,3998
119182,0,3999
119183,0,4000
119184,0,4001
119185,0,4002
119186,0,4003
119187,0,4004
119188,0,4005
119189,0,4006
119190,0,4007
119191,0,4008
119192,0,4009
119193,0,4010
119194,0,4011
119195,0,3321
119196,0,3322
119197,0,3323
119198,0,3324
119199,0,3325
119200,0,3326
119201,0,3327
119202,0,3328
119203,0,3329
119204,0,3330
119205,0,3331
119206,0,3332
119207,0,3333
119208,0,3334
119209,0,3335
119210,0,3336
119211,0,3337
119212,0,3338
119213,0,3339
119214,0,3340
119215,0,3341
119216,0,3342
119217,0,3343
119218,0,3344
119219,0,3345
119220,0,3346
119221,0,3347
119222,0,3348
119223,0,3349
119224,0,3350
119225,0,3351
119226,0,3352
119227,0,3353
119228,0,3354
119229,0,3355
119230,0,3356
119231,0,3357
119232,0,3358
119233,0,3359
119234,0,3360
119235,0,3361
119236,0,3362
119237,0,3363
119238,0,3364
119239,0,3365
119240,0,3366
119241,0,3367
119243,0,3369
119244,0,3370
119245,0,3371
119246,0,3372
119247,0,3373
119248,0,3374
119249,0,3375
119250,0,3376
119251,0,3377
119252,0,3378
119253,0,3379
119254,0,3380
119255,0,3381
119256,0,3382
119257,0,3383
119258,0,3384
119259,0,3385
119260,0,3386
119261,0,3387
119262,0,3388
119263,0,3389
119264,0,3390
119265,0,3391
119266,0,3392
119267,0,3393
119268,0,3394
119269,0,3395
119270,0,3396
119271,0,3397
119272,0,3398
119273,0,3399
119274,0,3414
119275,0,3422
119276,0,3401
119277,0,3402
119278,0,3403
119279,0,3404
119280,0,3405
119281,0,3406
119282,0,3407
119283,0,3408
119284,0,3409
119285,0,3410
119286,0,3411
119287,0,3412
119288,0,3413
119289,0,3415
119290,0,3416
119291,0,3417
119292,0,3418
119293,0,3419
119294,0,3420
119295,0,3421
119296,0,3423
119297,0,3424
119298,0,3425
119299,0,3426
119300,0,3427
119301,0,3428
119302,0,3429
119303,0,3430
119304,0,3431
119305,0,3432
119306,0,3433
119307,0,3434
119308,0,3435
119309,0,3436
119310,0,3437
119311,0,3438
119312,0,3439
119313,0,3440
119314,0,3441
119315,0,3442
119316,0,3443
119317,0,3444
119318,0,3445
119319,0,3446
119320,0,3447
119321,0,3448
119322,0,3449
119323,0,3450
119324,0,3451
119325,0,3452
119326,0,3453
119327,0,3454
119328,0,3455
119329,0,3456
119330,0,3457
119331,0,3458
119332,0,3459
119333,0,3460
119334,0,3461
119335,0,3462
119336,0,3463
119337,0,3464
119338,0,3465
119339,0,3466
119340,0,3467
119341,0,3468
119342,0,3469
119343,0,3470
119344,0,3471
119345,0,3472
119346,0,3473
119347,0,3474
119348,0,3475
119349,0,3476
119350,0,3477
119351,0,3478
119352,0,3479
119353,0,3480
119354,0,3481
119355,0,3482
119356,0,3483
119357,0,3484
119358,0,3485
119359,0,3486
119360,0,3487
119361,0,3488
119362,0,3489
119363,0,3490
119364,0,3491
119365,0,3492
119366,0,3493
119367,0,3494
119368,0,3495
119383,0,3499
119384,0,3500
119385,0,3501
119386,0,3502
119387,0,3503
119388,0,3504
119389,0,4104
119390,0,3505
119391,0,3506
119392,0,3507
119393,0,3508
119394,0,3509
119395,0,3510
119396,0,3511
119397,0,3512
119398,0,3513
119399,0,3514
119400,0,3515
119401,0,3516
119402,0,3517
119403,0,3518
119404,0,3519
119405,0,3520
119406,0,3521
119407,0,3522
119408,0,3523
119409,0,3524
119410,0,3525
119411,0,3526
119412,0,4012
119413,0,4013
119414,0,4014
119415,0,4015
119416,0,4016
119417,0,4017
119418,0,4018
119419,0,4019
119420,0,4020
119421,0,4021
119422,0,4022
119423,0,4023
119424,0,4024
119425,0,4025
119426,0,4026
119427,0,4027
119428,0,4028
119429,0,4029
119430,0,4030
119431,0,4031
119432,0,4032
119433,0,4033
119434,0,4034
119435,0,4035
119436,0,4036
119437,0,4037
119438,0,4038
119439,0,4039
119440,0,4040
119441,0,4041
119442,0,4042
119443,0,4043
119444,0,4044
119445,0,4045
119446,0,4046
119447,0,4047
119448,0,4048
119449,0,4049
119450,0,4050
119451,0,4051
119452,0,4052
119453,0,4053
119454,0,4054
119455,0,4055
119456,0,4056
119457,0,4057
119458,0,4058
119459,0,4059
119460,0,4060
119461,0,4061
119462,0,4062
119463,0,4063
119464,0,4064
119465,0,4065
119466,0,4066
119467,0,4067
119468,0,4068
119469,0,4069
119470,0,4070
119471,0,4071
119472,0,4072
119473,0,4073
119474,0,4074
119475,0,4075
119476,0,4076
119477,0,4077
119478,0,4078
119479,0,4079
119480,0,4080
119481,0,4081
119482,0,4082
119483,0,4083
119484,0,4084
119485,0,4085
119486,0,4086
119487,0,4087
119488,0,4088
119489,0,4089
119490,0,4090
119491,0,4091
119492,0,4092
119493,0,4093
119494,0,4094
119495,0,4095
119496,0,4096
119497,0,4097
119498,0,4098
119499,0,4099
119500,0,4100
119501,0,4101
119502,0,4102
119503,0,4103
119504,0,4111
119505,0,4116
119506,0,4105
119507,0,4106
119508,0,4107
119509,0,4108
119510,0,4109
119511,0,4110
119512,0,4112
119513,0,4113
119514,0,4114
119515,0,4115
119516,0,4117
119517,0,4118
119518,0,4119
119519,0,4120
119520,0,4121
119521,0,4122
119522,0,4123
119523,0,4124
119524,0,4125
119525,0,4126
119526,0,4127
119527,0,4128
119528,0,4129
119529,0,4130
119530,0,4131
119531,0,4132
119532,0,4133
119533,0,4134
119534,0,4135
119535,0,4136
119536,0,4137
119537,0,4138
119538,0,4139
119539,0,4140
119540,0,4141
119541,0,4142
119542,0,4143
119543,0,4144
119544,0,4145
119545,0,4146
119546,0,4147
119547,0,4148
119548,0,4149
119549,0,4150
119550,0,4151
119551,0,4152
119552,0,4153
119553,0,4154
119554,0,4155
119555,0,4156
119556,0,4157
119557,0,4158
119558,0,4159
119559,0,4160
119560,0,4161
119561,0,4162
119562,0,4163
119564,0,4164
119565,0,4165
119566,0,4166
119567,0,4167
119568,0,4168
119569,0,4169
119570,0,4170
119571,0,4171
119572,0,4172
119573,0,4173
119575,0,4175
119576,0,4176
119577,0,4177
119578,0,4178
119579,0,4179
119580,0,4180
119581,0,4181
119582,0,4182
119583,0,4183
119584,0,4184
119585,0,4185
119586,0,4186
119587,0,4187
119588,0,4188
119589,0,4189
119590,0,4190
119591,0,4191
119592,0,4192
119593,0,4193
119594,0,4194
119595,0,4195
119596,0,4196
119597,0,4197
119598,0,4198
119599,0,4199
119600,0,4200
119601,0,4201
119602,0,4202
119603,0,4203
119604,0,4204
119605,0,4205
119606,0,4206
119607,0,4207
119608,0,4208
119609,0,4209
119610,0,4404
119611,0,4210
119612,0,4211
119613,0,4212
119614,0,4213
119615,0,4214
119616,0,4215
119617,0,4216
119618,0,4217
119619,0,4218
119620,0,4219
119621,0,4220
119622,0,4221
119623,0,4321
119624,0,4322
119625,0,4323
119626,0,4324
119627,0,4325
119628,0,4326
119629,0,4327
119630,0,4328
119631,0,4329
119632,0,4330
119633,0,4331
119634,0,4332
119635,0,4333
119636,0,4334
119637,0,4335
119638,0,4336
119639,0,4337
119640,0,4338
119641,0,4339
119642,0,4340
119643,0,4341
119644,0,4342
119645,0,4343
119646,0,4344
119647,0,4345
119648,0,4346
119649,0,4347
119650,0,4348
119651,0,4349
119652,0,4350
119653,0,4351
119654,0,4352
119655,0,4353
119656,0,4354
119657,0,4355
119658,0,4356
119659,0,4357
119660,0,4358
119661,0,4359
119662,0,4360
119663,0,4361
119664,0,4362
119665,0,4363
119666,0,4364
119667,0,4365
119668,0,4366
119669,0,4367
119670,0,4368
119671,0,4369
119672,0,4370
119673,0,4371
119674,0,4372
119675,0,4373
119676,0,4374
119677,0,4375
119678,0,4376
119679,0,4377
119680,0,4378
119681,0,4379
119682,0,4380
119683,0,4381
119684,0,4382
119685,0,4383
119686,0,4384
119687,0,4385
119688,0,4386
119689,0,4387
119690,0,4388
119691,0,4389
119692,0,4390
119693,0,4391
119694,0,4392
119695,0,4393
119696,0,4394
119697,0,4395
119698,0,4396
119699,0,4397
119700,0,4398
119701,0,4399
119702,0,4400
119703,0,4401
119704,0,4402
119705,0,4403
119706,0,4500
119707,0,4405
119708,0,4406
119709,0,4407
119710,0,4408
119711,0,4409
119712,0,4410
119713,0,4411
119714,0,4412
119715,0,4413
119716,0,4414
119717,0,4415
119718,0,4416
119719,0,4417
119720,0,4418
119721,0,4419
119722,0,4420
119723,0,4421
119724,0,4422
119726,0,4424
119727,0,4425
119728,0,4426
119729,0,4427
119730,0,4428
119731,0,4429
119732,0,4430
119733,0,4431
119734,0,4432
119735,0,4433
119736,0,4434
119737,0,4435
119738,0,4436
119739,0,4437
119740,0,4438
119741,0,4439
119742,0,4440
119743,0,4441
119744,0,4442
119745,0,4443
119746,0,4444
119747,0,4445
119748,0,4446
119749,0,4447
119750,0,4448
119751,0,4449
119752,0,4450
119753,0,4451
119754,0,4452
119755,0,4453
119756,0,4454
119757,0,4455
119758,0,4456
119759,0,4457
119760,0,4458
119761,0,4459
119762,0,4460
119763,0,4461
119764,0,4462
119765,0,4463
119766,0,4464
119767,0,4465
119768,0,4466
119769,0,4467
119770,0,4468
119771,0,4469
119772,0,4470
119773,0,4471
119774,0,4472
119775,0,4473
119776,0,4474
119777,0,4475
119778,0,4476
119779,0,4477
119780,0,4478
119781,0,4479
119782,0,4480
119783,0,4481
119784,0,4482
119785,0,4483
119786,0,4484
119787,0,4485
119788,0,4486
119789,0,4487
119790,0,4488
119791,0,4489
119792,0,4490
119793,0,4491
119794,0,4492
119795,0,4493
119796,0,4494
119797,0,4495
119798,0,4496
119799,0,4497
119800,0,4498
119801,0,4499
119802,0,3796
119803,0,3792
119804,0,3793
119805,0,3794
119806,0,3797
119807,0,3798
119808,0,3799
119809,0,3800
119810,0,3801
119811,0,3802
119812,0,3803
119813,0,3804
119814,0,3805
119815,0,3806
119816,0,3807
119817,0,3808
119818,0,3809
119819,0,3810
119820,0,3811
119821,0,3812
119822,0,3813
119823,0,3814
119824,0,3815
119825,0,3816
119826,0,3817
119827,0,3818
119828,0,3819
119829,0,3820
119830,0,3821
119831,0,3822
119832,0,3823
119833,0,3824
119834,0,3825
119835,0,3826
119836,0,3827
119837,0,3828
119838,0,3829
119839,0,3830
119840,0,3831
119841,0,3832
119842,0,3833
119843,0,3834
119844,0,3835
119845,0,3836
119846,0,3837
119847,0,3838
119848,0,3839
119849,0,3840
119850,0,3841
119851,0,3842
119852,0,3843
119853,0,3844
119854,0,3845
119855,0,3846
119856,0,3847
119857,0,3848
119858,0,3849
119859,0,3850
119860,0,3851
119861,0,3852
119862,0,3853
119863,0,3854
119864,0,3855
119865,0,3856
119867,0,3858
119868,0,3859
119869,0,3860
119870,0,3861
119871,0,3862
119872,0,3863
119873,0,3864
119874,0,3865
119875,0,3866
119876,0,3867
119877,0,3868
119878,0,3869
119879,0,3870
119880,0,3871
119881,0,3872
119882,0,3873
119883,0,3874
119884,0,3875
119885,0,3876
119886,0,3877
119887,0,3878
119888,0,3879
119889,0,3880
119890,0,3881
119891,0,3882
119892,0,3883
119893,0,3884
119894,0,3885
119895,0,3886
119896,0,3887
119897,0,5833
119898,0,5834
119899,0,5835
119900,0,5836
