ID,DifficultyID,Category,DefenseType,DispelType,Mechanic,PreventionType,StartRecoveryCategory,ChargeCategory,SpellID
17735,0,0,1,0,0,1,133,0,65060
17736,0,0,1,1,0,1,0,0,65172
17737,0,0,1,1,7,1,0,0,65173
17738,0,0,1,0,0,1,0,0,65174
17739,0,0,0,0,0,0,133,0,65231
17740,0,0,2,0,0,2,133,0,65402
17741,0,0,2,0,15,2,133,0,65406
17742,0,0,2,0,0,2,133,0,65407
17744,0,0,0,0,0,0,133,0,65615
17746,0,38,0,5,0,0,0,0,65736
17748,0,0,0,0,0,0,133,0,65798
17749,0,0,0,0,0,0,133,0,65837
17750,0,0,0,3,0,0,0,0,65842
17752,0,1152,0,0,0,0,0,0,65884
17753,0,0,0,0,0,0,133,0,65912
17754,0,0,0,0,0,0,133,0,65928
17756,0,0,3,0,0,2,0,0,65939
17758,0,0,3,0,0,2,0,0,65943
17762,0,0,3,0,0,2,0,0,65968
17763,0,0,0,0,0,0,133,0,65984
17764,0,0,0,0,16,0,0,0,66031
17765,0,34,3,0,7,2,0,0,66032
17766,0,0,3,0,0,2,0,0,66117
17767,0,0,2,0,0,2,0,0,66266
17768,0,0,1,0,10,1,0,0,66275
17769,0,0,1,0,0,0,0,0,66277
17770,0,0,0,0,0,0,133,0,66298
17771,0,0,0,0,0,0,133,0,66299
17772,0,0,0,0,0,0,133,0,66300
17773,0,0,2,0,0,2,0,0,66966
17774,0,99,1,1,7,1,133,0,66967
17775,0,0,3,0,0,2,0,0,66968
17779,0,1201,3,0,0,2,133,0,67171
17780,0,0,1,0,0,2,133,0,67175
17781,0,0,3,0,0,2,133,0,67192
17782,0,0,3,0,0,2,133,0,67212
17783,0,1201,3,0,0,2,133,0,67219
17784,0,0,3,0,0,2,0,0,67301
17785,0,0,1,0,0,1,0,0,67403
17787,0,0,1,0,0,1,0,0,67523
17789,0,0,1,1,0,1,0,0,67707
17790,0,0,1,1,17,1,133,0,67794
17791,0,0,2,0,0,2,0,0,67825
17792,0,0,2,0,12,2,0,0,67827
17793,0,0,3,0,0,2,0,0,68173
17794,0,38,0,0,0,0,0,0,68177
17795,0,0,1,0,0,0,0,0,68178
17796,0,0,1,0,0,0,0,0,68182
17797,0,0,1,4,0,1,133,0,68207
17798,0,0,3,0,0,2,133,0,68208
17799,0,0,1,1,0,1,0,0,68209
17800,0,0,1,1,0,1,0,0,68246
17801,0,0,1,0,0,1,0,0,68249
17802,0,0,1,0,0,1,0,0,68250
17803,0,0,0,1,29,1,0,0,68252
17804,0,0,1,1,0,1,0,0,68263
17805,0,0,0,0,0,0,133,0,68388
17806,0,0,1,0,0,1,0,0,68538
17807,0,0,1,9,0,1,0,0,68541
17808,0,0,1,0,12,2,0,0,68545
17809,0,50,1,0,0,1,133,0,68548
17810,0,50,1,0,0,1,133,0,68549
17811,0,25,1,0,0,1,0,0,68578
17813,0,34,3,0,7,2,0,0,68658
17814,0,0,0,0,0,0,133,0,68659
17815,0,0,0,0,0,0,133,0,68660
17816,0,34,3,0,7,2,0,0,68664
17817,0,0,0,0,0,0,133,0,68668
17818,0,0,1,0,0,1,133,0,68669
17819,0,0,1,0,0,1,133,0,68670
17820,0,0,1,0,0,1,0,0,68671
17821,0,0,0,0,0,0,133,0,68672
17822,0,0,0,0,0,0,133,0,68676
17823,0,0,0,0,0,0,133,0,68680
17824,0,0,2,0,0,2,0,0,68683
17825,0,0,0,0,0,0,133,0,68726
17826,0,0,0,0,12,0,0,0,68749
17827,0,0,0,0,21,0,0,0,68930
17830,0,0,1,0,0,1,133,0,68990
17831,0,0,0,0,0,0,133,0,68992
17832,0,1252,0,0,0,4,133,0,69041
17833,0,0,0,0,0,4,133,0,69046
17834,0,1252,0,0,0,4,133,0,69070
17838,0,0,1,1,9,1,0,0,69179
17839,0,0,2,0,15,2,0,0,69203
17840,0,0,0,0,0,0,133,0,69213
17841,0,0,0,0,0,0,133,0,69214
17842,0,0,0,0,0,0,133,0,69215
17843,0,133,0,0,0,0,133,0,69228
17844,0,0,1,0,0,1,0,0,69269
17845,0,0,1,0,0,1,0,0,69270
17846,0,0,0,0,0,0,133,0,69280
17847,0,0,0,0,0,0,133,0,69282
17848,0,0,0,0,0,0,133,0,69284
17849,0,49,1,0,0,1,133,0,69304
17850,0,0,1,0,0,1,133,0,69305
17851,0,0,2,0,0,2,0,0,69358
17852,0,34,3,0,7,2,0,0,69360
17854,0,0,3,0,0,2,0,0,69362
17855,0,0,1,2,0,1,133,0,69367
17856,0,0,1,0,0,0,0,0,69368
17857,0,0,1,2,0,1,133,0,69370
17858,0,0,3,0,0,2,0,0,69373
17859,0,0,3,0,0,2,0,0,69374
17860,0,0,3,0,0,2,0,0,69375
17861,0,39,0,0,0,2,0,0,69376
17862,0,0,1,2,0,1,133,0,69433
17863,0,0,0,0,0,0,133,0,69434
17864,0,0,1,2,0,1,133,0,69435
17865,0,50,2,0,0,2,0,0,69461
17866,0,1152,3,0,0,2,133,0,69463
17867,0,0,1,0,0,0,0,0,69465
17868,0,0,3,0,0,2,133,0,69466
17869,0,1152,3,0,0,2,133,0,69481
17871,0,0,3,0,0,2,0,0,69591
17872,0,0,2,0,0,2,0,0,69592
17873,0,0,1,0,0,1,133,0,69607
17874,0,0,1,0,0,1,133,0,69608
17875,0,32,1,0,12,1,0,0,69613
17876,0,0,1,0,0,1,133,0,69626
17877,0,0,1,0,0,1,133,0,69630
17878,0,38,0,5,0,0,0,0,69744
17879,0,0,0,0,0,0,133,0,69747
17880,0,0,0,0,21,0,330,0,69820
17881,0,0,0,0,21,0,0,0,69826
17882,0,0,2,0,0,2,0,0,69851
17883,0,0,1,1,0,1,133,0,69867
17886,0,0,1,4,0,1,0,0,69964
17887,0,0,0,0,0,0,133,0,69992
17888,0,0,0,0,0,0,133,0,70051
17889,0,0,3,0,0,2,0,0,70092
17890,0,0,3,0,0,2,0,0,70095
17892,0,0,1,4,0,2,0,0,70133
17893,0,133,0,0,0,0,133,0,70151
17894,0,133,0,0,0,0,133,0,70152
17895,0,0,2,0,0,2,0,0,70166
17896,0,0,1,1,5,1,133,0,70171
17897,0,34,3,0,7,2,133,0,70218
17898,0,0,2,0,0,2,0,0,70316
17899,0,0,1,0,0,1,133,0,70340
17900,0,0,0,0,0,0,133,0,70350
17902,0,0,1,0,0,1,0,0,70356
17905,0,38,0,5,0,0,0,0,70456
17906,0,0,1,0,0,1,0,0,70478
17907,0,0,0,1,0,0,0,0,70483
17908,0,0,0,0,0,0,133,0,70607
17910,0,1152,0,2,0,0,133,0,70732
17911,0,1152,0,2,0,0,133,0,70735
17912,0,1152,0,2,0,0,133,0,70736
17913,0,0,3,0,0,2,133,0,70738
17914,0,1152,0,2,0,0,133,0,70741
17915,0,1152,0,2,0,0,133,0,70742
17916,0,0,0,1,13,1,0,0,70794
17917,0,2,3,0,0,2,133,0,70796
17918,0,32,1,0,12,1,0,0,71019
17919,0,0,0,0,0,2,0,0,71232
17927,0,0,1,0,0,1,0,0,71431
17929,0,0,3,0,0,2,0,0,71509
17930,0,0,0,0,0,0,133,0,71526
17931,0,0,0,0,0,0,133,0,71658
17932,0,0,0,0,0,0,133,0,71659
17933,0,0,0,0,0,0,133,0,71660
17936,0,0,1,4,0,1,0,0,71791
17937,0,0,0,4,0,0,0,0,71792
17938,0,0,0,0,0,0,133,0,71804
17939,0,0,1,0,0,1,133,0,71812
17940,0,0,0,0,0,0,133,0,71867
17943,0,0,1,0,0,1,0,0,71973
17944,0,0,0,0,0,0,133,0,71974
17945,0,0,0,1,0,1,133,0,71975
17946,0,0,1,0,0,1,0,0,71976
17947,0,0,1,0,0,0,133,0,71984
17948,0,0,1,0,0,1,133,0,71985
17949,0,0,1,0,0,1,133,0,72014
17950,0,0,1,1,0,1,133,0,72043
17951,0,2,3,0,0,2,133,0,72114
17952,0,0,0,0,0,0,133,0,72205
17953,0,0,0,0,0,0,133,0,72206
17954,0,0,1,0,0,1,133,0,72207
17955,0,0,0,0,0,0,133,0,72240
17956,0,0,1,2,0,1,0,0,72249
17957,0,0,0,0,0,0,133,0,72294
17958,0,0,0,2,0,0,133,0,72339
17959,0,0,0,0,0,0,133,0,72388
17960,0,0,1,4,0,1,0,0,72477
17961,0,133,0,0,0,0,133,0,72520
17962,0,0,3,0,0,0,0,0,72593
17963,0,0,3,0,0,0,0,0,72616
17964,0,0,0,0,0,0,133,0,72654
17965,0,0,0,0,0,0,133,0,72764
17966,0,0,0,0,0,0,133,0,72887
17967,0,0,1,1,0,1,133,0,72922
17968,0,0,1,1,0,1,133,0,72932
17969,0,133,0,0,0,0,133,0,72940
17970,0,0,1,0,0,1,133,0,72991
17971,0,0,2,0,0,2,0,0,72994
17972,0,0,0,0,16,2,0,0,72996
17973,0,0,0,0,0,0,133,0,73066
17974,0,0,1,0,0,1,0,0,73087
17975,0,0,1,0,0,1,0,0,73124
17976,0,0,0,0,14,2,133,0,73154
17977,0,0,1,1,5,1,133,0,73155
17978,0,0,1,0,0,1,133,0,73212
17979,0,0,1,0,0,1,0,0,73253
17980,0,0,1,0,0,1,133,0,73254
17981,0,19,1,0,0,1,0,0,73255
17982,0,0,0,2,0,0,133,0,73257
17983,0,0,1,0,0,1,133,0,73291
17984,0,0,0,0,0,0,133,0,73304
17985,0,0,0,0,0,0,133,0,73305
17986,0,0,1,0,6,1,0,0,73309
17987,0,38,0,5,0,0,0,0,73392
17988,0,0,1,0,0,0,133,0,73393
17989,0,0,1,0,0,1,0,0,73394
17990,0,0,0,0,0,0,133,0,73417
17991,0,0,1,2,0,1,0,0,73424
17992,0,0,0,0,0,0,133,0,73456
17993,0,0,0,0,0,0,133,0,73461
17994,0,0,0,0,0,0,133,0,73462
17995,0,0,0,0,0,0,133,0,73463
17996,0,0,0,0,0,0,133,0,73477
17997,0,0,0,0,0,0,133,0,73485
17998,0,0,0,0,0,0,133,0,73486
17999,0,0,0,0,0,0,133,0,73507
18000,0,0,1,0,11,1,0,0,73515
18001,0,0,1,1,0,1,0,0,73527
18002,0,18,1,1,0,1,0,0,73559
18003,0,0,1,3,0,1,0,0,73560
18004,0,0,1,0,0,0,133,0,73564
18005,0,0,0,0,0,0,133,0,73573
18006,0,0,0,0,21,0,330,0,73629
18007,0,0,0,0,21,0,0,0,73630
18008,0,0,1,1,0,1,0,0,73649
18009,0,0,1,1,12,1,0,0,73652
18011,0,0,2,0,0,2,0,0,73672
18012,0,0,1,0,0,1,133,0,73692
18013,0,0,0,1,0,2,0,0,73693
18014,0,0,1,1,0,1,0,0,73718
18015,0,0,1,0,0,1,0,0,73721
18016,0,1238,0,0,0,0,133,0,73841
18017,0,44,0,0,0,0,0,0,73851
18018,0,52,2,0,0,2,0,0,73855
18019,0,52,2,0,0,2,0,0,73858
18020,0,0,2,0,0,2,0,0,73859
18021,0,0,2,0,0,2,0,0,73860
18022,0,0,1,0,0,1,0,0,73861
18023,0,0,1,0,0,1,0,0,73862
18024,0,85,2,0,0,2,0,0,73863
18025,0,0,1,0,0,1,0,0,73867
18026,0,0,1,0,0,1,0,0,73871
18027,0,1152,1,0,0,3,0,0,73872
18028,0,0,1,0,0,1,0,0,73873
18029,0,0,1,0,0,1,133,0,73874
18030,0,23,1,0,0,0,133,0,73903
18031,0,0,1,4,2,1,133,0,73963
18032,0,0,1,3,0,1,133,0,73976
18035,0,1255,0,0,0,0,0,0,73982
18036,0,1255,0,0,0,0,0,0,73983
18037,0,0,0,0,0,0,133,0,73991
18038,0,0,0,0,0,0,133,0,73994
18039,0,1255,0,0,0,0,0,0,73995
18040,0,0,0,0,0,0,133,0,73997
18041,0,133,2,0,0,2,133,0,73998
18042,0,0,1,0,0,1,133,0,73999
18043,0,133,1,0,0,1,0,0,74000
18044,0,133,1,2,0,1,0,0,74003
18045,0,133,0,0,0,0,0,0,74004
18046,0,133,0,0,0,0,0,0,74005
18047,0,85,1,0,0,1,133,0,74019
18048,0,0,1,0,0,1,133,0,74020
18049,0,0,1,0,0,1,133,0,74021
18050,0,0,1,0,0,1,133,0,74022
18051,0,0,0,0,17,0,0,0,74040
18053,0,19,1,1,0,1,0,0,74101
18054,0,1152,1,1,0,1,133,0,74104
18055,0,0,2,0,0,2,0,0,74112
18056,0,0,1,4,0,1,133,0,74121
18057,0,0,1,0,0,1,133,0,74122
18059,0,0,1,1,0,1,0,0,74133
18060,0,1152,1,0,0,1,0,0,74134
18061,0,0,0,0,0,1,0,0,74136
18062,0,0,1,1,0,1,0,0,74137
18063,0,0,1,0,0,1,133,0,74152
18064,0,0,1,0,0,0,0,0,74196
18066,0,133,0,0,0,0,133,0,74309
18067,0,1152,1,0,0,1,0,0,74365
18068,0,1152,1,0,0,1,0,0,74371
18069,0,0,1,1,0,1,0,0,74372
18070,0,0,1,1,0,1,0,0,74373
18071,0,0,1,0,0,1,0,0,74374
18072,0,0,1,0,0,1,0,0,74402
18073,0,0,0,0,0,0,133,0,74425
18074,0,0,1,0,0,1,133,0,74498
18075,0,39,0,0,0,0,0,0,74504
18076,0,0,1,0,0,0,0,0,74538
18077,0,0,2,0,0,2,0,0,74542
18078,0,0,1,4,0,1,133,0,74544
18079,0,0,1,4,0,1,133,0,74547
18080,0,0,1,0,0,1,0,0,74551
18081,0,0,1,0,0,1,0,0,74552
18082,0,0,0,0,16,4,0,0,74553
18083,0,0,0,0,16,4,0,0,74554
18084,0,0,0,0,16,4,0,0,74555
18085,0,0,1,0,0,1,0,0,74561
18086,0,0,1,0,0,1,0,0,74575
18087,0,0,1,0,0,1,133,0,74588
18103,0,0,1,0,12,2,0,0,74606
18104,0,0,3,0,0,2,0,0,74613
18105,0,85,1,0,0,1,133,0,74622
18106,0,0,2,0,0,1,0,0,74634
18107,0,1152,0,0,0,0,0,0,74640
18108,0,1152,0,0,0,0,0,0,74668
18109,0,0,3,0,0,2,0,0,74716
18110,0,0,2,0,0,2,0,0,74720
18111,0,133,0,0,0,0,133,0,74721
18112,0,0,1,1,0,1,0,0,74724
18113,0,0,1,4,0,1,133,0,74725
18114,0,0,3,0,0,2,133,0,74726
18115,0,1255,0,0,0,0,0,0,74739
18116,0,1255,0,0,0,0,0,0,74740
18117,0,1255,0,0,0,0,0,0,74741
18118,0,0,1,0,0,1,0,0,74759
18119,0,0,2,0,0,2,133,0,74811
18120,0,0,1,0,0,1,0,0,74813
18121,0,0,1,0,0,1,0,0,74814
18122,0,0,1,0,0,1,0,0,74817
18123,0,0,1,1,0,1,0,0,74837
18125,0,0,0,0,15,2,0,0,74846
18126,0,0,3,0,0,2,0,0,74868
18127,0,0,1,0,0,1,0,0,74880
18128,0,1152,0,0,0,0,0,0,74888
18129,0,0,0,0,0,0,133,0,74896
18130,0,1258,0,0,0,0,0,0,74922
18131,0,1152,0,0,0,0,0,0,74930
18132,0,1255,0,0,0,0,1421,0,74934
18133,0,1255,0,0,0,0,1421,0,74935
18134,0,1255,0,0,0,0,1421,0,74937
18135,0,0,0,0,0,0,133,0,74940
18136,0,0,1,1,0,1,0,0,74944
18137,0,36,3,0,0,2,0,0,74972
18138,0,0,1,1,0,1,133,0,74973
18139,0,1258,0,0,0,0,0,0,74974
18141,0,65,2,0,0,2,0,0,74979
18142,0,0,2,0,0,2,0,0,74986
18144,0,0,2,0,0,2,0,0,75002
18145,0,0,2,0,0,0,0,0,75004
18146,0,0,2,0,0,2,0,0,75008
18147,0,0,1,1,0,1,133,0,75011
18148,0,0,1,0,0,1,133,0,75014
18149,0,0,1,2,0,1,133,0,75015
18150,0,932,1,0,0,1,133,0,75016
18151,0,0,1,2,0,1,0,0,75017
18152,0,0,1,0,0,1,133,0,75019
18153,0,0,1,2,0,1,133,0,75021
18154,0,0,3,0,0,2,0,0,75023
18155,0,0,0,0,0,0,133,0,75035
18156,0,0,0,0,0,0,133,0,75043
18157,0,0,1,0,0,1,0,0,75059
18158,0,0,1,1,0,1,133,0,75061
18159,0,0,1,1,7,1,0,0,75062
18160,0,0,1,0,0,1,133,0,75068
18161,0,1258,0,0,0,0,0,0,75070
18162,0,0,1,0,0,1,0,0,75073
18164,0,0,1,0,0,1,0,0,75096
18165,0,0,3,0,0,2,133,0,75103
18166,0,1258,0,0,0,0,133,0,75139
18167,0,0,1,0,7,2,0,0,75148
18168,0,0,1,3,0,1,0,0,75153
18169,0,1152,1,0,0,1,0,0,75158
18171,0,133,1,0,0,1,133,0,75184
18172,0,0,0,0,0,0,133,0,75189
18173,0,0,0,0,21,0,0,0,75207
18174,0,0,1,0,0,1,0,0,75227
18175,0,0,1,0,0,1,0,0,75233
18176,0,0,0,1,0,0,0,0,75238
18177,0,1152,2,0,0,2,133,0,75241
18178,0,0,2,0,0,2,133,0,75242
18179,0,0,1,0,0,1,0,0,75245
18180,0,0,2,0,0,2,0,0,75271
18181,0,1152,3,0,0,2,0,0,75272
18182,0,0,0,0,0,0,133,0,75282
18183,0,0,1,0,0,1,0,0,75317
18184,0,0,1,0,0,1,0,0,75321
18185,0,1159,1,0,0,3,0,0,75322
18186,0,0,1,0,0,1,0,0,75323
18187,0,35,0,0,0,0,0,0,75340
18188,0,0,0,0,0,0,133,0,75342
18189,0,0,0,0,0,2,0,0,75347
18190,0,55,0,0,0,0,0,0,75355
18191,0,0,2,0,0,2,0,0,75356
18192,0,65,2,0,12,2,0,0,75359
18193,0,0,2,0,0,2,0,0,75360
18194,0,0,2,0,0,2,0,0,75361
18195,0,0,1,3,0,1,0,0,75363
18196,0,0,3,0,0,2,0,0,75372
18197,0,0,3,0,0,2,0,0,75380
18198,0,0,2,0,15,2,0,0,75388
18199,0,0,0,0,12,0,0,0,75395
18200,0,0,0,0,0,0,133,0,75406
18201,0,0,0,0,0,0,133,0,75408
18202,0,1152,0,0,0,0,0,0,75428
18203,0,0,2,0,0,2,0,0,75436
18204,0,36,1,1,9,1,0,0,75438
18205,0,1173,3,0,0,2,133,0,75439
18206,0,133,2,0,0,2,133,0,75453
18210,0,0,1,2,0,1,133,0,75527
18211,0,0,1,1,0,1,133,0,75528
18212,0,0,0,0,7,0,0,0,75530
18213,0,0,3,0,0,2,0,0,75539
18214,0,133,1,0,0,2,133,0,75540
18215,0,0,1,0,0,0,0,0,75546
18216,0,0,1,0,0,0,0,0,75548
18217,0,0,0,2,0,0,133,0,75561
18218,0,0,2,0,0,2,133,0,75562
18219,0,0,1,0,0,1,0,0,75566
18221,0,0,2,0,0,2,0,0,75571
18222,0,82,1,0,0,1,0,0,75580
18223,0,0,1,1,0,0,0,0,75592
18224,0,0,1,1,0,1,0,0,75603
18225,0,0,2,0,0,2,133,0,75604
18226,0,1152,0,0,0,0,133,0,75609
18227,0,0,1,0,0,1,0,0,75623
18228,0,0,0,0,0,0,133,0,75635
18229,0,0,0,0,0,0,133,0,75637
18230,0,1152,0,0,0,0,0,0,75656
18231,0,0,0,0,0,0,133,0,75668
18232,0,971,2,0,0,2,133,0,75678
18233,0,0,1,0,6,1,133,0,75684
18234,0,0,0,0,6,0,0,0,75685
18235,0,0,0,0,6,0,0,0,75686
18236,0,0,1,0,0,1,0,0,75692
18237,0,0,0,0,0,0,133,0,75698
18238,0,0,1,0,0,1,0,0,75701
18239,0,0,1,0,0,1,0,0,75702
18240,0,0,0,0,0,0,133,0,75722
18241,0,0,1,0,0,1,0,0,75755
18242,0,0,1,1,0,1,0,0,75761
18243,0,0,1,0,0,1,0,0,75763
18244,0,0,1,0,0,1,0,0,75772
18245,0,0,2,0,0,2,0,0,75773
18246,0,0,1,1,0,1,0,0,75775
18247,0,0,0,0,0,0,133,0,75776
18248,0,1152,1,0,0,1,0,0,75789
18249,0,0,0,0,0,0,133,0,75794
18250,0,0,0,1,0,0,0,0,75809
18251,0,0,1,0,0,1,133,0,75813
18252,0,0,1,1,5,1,0,0,75823
18253,0,0,0,0,0,0,133,0,75833
18254,0,0,0,0,0,0,133,0,75849
18255,0,0,1,0,0,1,0,0,75851
18256,0,0,1,1,0,1,0,0,75861
18257,0,0,0,0,0,0,133,0,75862
18258,0,0,1,0,0,1,133,0,75923
