ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID,UiScenarioDisplayInfoID
550,Throne of the Tides,0,3,10,0,0
551,The Vortex Pinnacle,0,3,10,0,0
552,The Vortex Pinnacle,0,3,10,0,0
553,Grim Batol,0,3,10,0,0
554,Grim Batol,0,3,10,0,0
555,Lost City of the Tol'vir,0,3,10,0,0
556,Zul'Gurub,0,3,10,0,0
557,Lost City of the Tol'vir,0,3,10,0,0
558,Halls of Origination,0,3,10,0,0
565,Halls of Origination,0,3,10,0,0
566,The Forge of Souls,0,3,10,0,0
567,Well of Eternity,0,3,10,0,0
568,The Forge of Souls,0,3,10,0,0
569,Pit of Saron,0,3,10,0,0
570,Hour of Twilight,0,3,10,0,0
571,Pit of Saron,0,3,18,0,0
572,Halls of Reflection,0,3,10,0,0
573,Halls of Reflection,0,3,10,0,0
574,Zul'Aman,0,3,10,0,0
575,The Oculus,0,3,10,0,0
576,The Oculus,0,3,10,0,0
577,Utgarde Pinnacle,0,3,10,0,0
579,Utgarde Pinnacle,0,3,10,0,0
580,Halls of Lightning,0,3,10,0,0
581,Halls of Lightning,0,3,10,0,0
582,Halls of Stone,0,3,10,0,0
583,The Culling of Stratholme,0,3,10,0,0
584,Halls of Stone,0,3,10,0,0
585,The Culling of Stratholme,0,3,10,0,0
586,Gundrak,0,3,10,0,0
587,Gundrak,0,3,10,0,0
588,The Violet Hold,0,3,10,0,0
589,The Violet Hold,0,3,10,0,0
590,Drak'Tharon Keep,0,3,10,0,0
591,Drak'Tharon Keep,0,3,10,0,0
592,Ahn'kahet: The Old Kingdom,0,3,10,0,0
593,Ahn'kahet: The Old Kingdom,0,3,10,0,0
594,Azjol-Nerub,0,3,10,0,0
595,Azjol-Nerub,0,3,10,0,0
596,Utgarde Keep,0,3,10,0,0
597,Utgarde Keep,0,3,10,0,0
598,The Nexus,0,3,10,0,0
599,The Nexus,0,3,10,0,0
605,The Nexus,0,3,10,0,0
606,Shadow Labyrinth,0,3,10,0,0
607,Shattered Halls,0,3,10,0,0
608,Shattered Halls,0,3,10,0,0
609,Shadow Labyrinth,0,3,10,0,0
610,The Black Morass,0,3,10,0,0
611,The Black Morass,0,3,10,0,0
612,The Botanica,0,3,10,0,0
613,The Botanica,0,3,10,0,0
614,The Mechanar,0,3,10,0,0
615,The Mechanar,0,3,10,0,0
616,Magisters' Terrace,0,3,10,0,0
617,Magisters' Terrace,0,3,10,0,0
618,The Steamvault,0,3,10,0,0
619,The Steamvault,0,3,10,0,0
620,The Arcatraz,0,3,10,0,0
621,The Arcatraz,0,3,10,0,0
622,Sethekk Halls,0,3,10,0,0
623,Sethekk Halls,0,3,10,0,0
624,Old Hillsbrad Foothills,0,3,10,0,0
625,Old Hillsbrad Foothills,0,3,10,0,0
626,Auchenai Crypts,0,3,10,0,0
627,Auchenai Crypts,0,3,10,0,0
628,Mana-Tombs,0,3,10,0,0
629,Mana-Tombs,0,3,10,0,0
630,The Underbog,0,3,10,0,0
631,The Underbog,0,3,10,0,0
632,The Slave Pens,0,3,10,0,0
633,The Slave Pens,0,3,10,0,0
634,The Blood Furnace,0,3,10,0,0
635,The Blood Furnace,0,3,10,0,0
636,Stratholme - Main Gate,0,3,10,0,0
637,Stratholme - Service Entrance,0,3,10,0,0
638,Hellfire Ramparts,0,3,10,0,0
639,Hellfire Ramparts,0,3,10,0,0
640,The Temple of Atal'hakkar,0,3,10,0,0
641,Deadmines,0,3,10,0,0
643,Deadmines,0,3,10,0,0
644,Zul'Farrak,0,3,10,0,0
645,Scholomance,0,3,10,0,0
646,Scholomance,0,3,10,0,0
647,Razorfen Downs,0,3,10,0,0
648,Uldaman,0,3,10,0,0
649,Gnomeregan,0,3,10,0,0
650,Scarlet Halls,0,3,10,0,0
651,Scarlet Halls,0,3,10,0,0
652,Scarlet Monastery,0,3,10,0,0
653,Scarlet Monastery,0,3,10,0,0
654,Razorfen Kraul,0,3,10,0,0
661,The Wicked Grotto,0,3,10,0,0
662,Foulspore Caverns,0,3,10,0,0
663,Earth Song Falls,0,3,10,0,0
664,Maraudon,0,3,10,0,0
665,Warpwood Quarter,0,3,10,0,0
666,Capital Gardens,0,3,10,0,0
667,Gordok Commons,0,3,10,0,0
668,Dire Maul,0,3,10,0,0
669,Detention Block,0,3,10,0,0
670,Upper City,0,3,10,0,0
671,Blackrock Depths,0,3,10,0,0
673,Debug Invasion,0,0,0,0,0
674,The Stonecore,0,3,10,0,0
675,The Stonecore,0,3,10,0,0
676,Trial of the Champion,0,3,10,0,0
677,Trial of the Champion,0,3,10,0,0
678,Auchindoun,0,3,26,0,0
679,Auchindoun,0,3,26,0,0
680,Bloodmaul Slag Mines,0,3,26,0,0
681,Bloodmaul Slag Mines,0,3,26,0,0
682,Grimrail Depot,0,3,26,0,0
683,Grimrail Depot,0,3,26,0,0
684,Iron Docks,0,3,26,0,0
685,Iron Docks,0,3,26,0,0
686,Shadowmoon Burial Grounds,0,3,26,0,0
687,Shadowmoon Burial Grounds,0,3,26,0,0
688,Skyreach,0,3,26,0,0
689,Skyreach,0,3,26,0,0
696,Debug Invasion,0,0,0,0,0
704,The Iron Tide,0,0,0,0,0
705,Test Scenario,0,0,0,0,0
707,When the Forest Walks,0,0,0,0,0
708,The Everbloom,0,3,26,0,0
709,The Everbloom,0,3,26,0,0
715,Against the Void,0,0,0,0,0
723,The Iron Approach,7415,0,0,0,0
724,Gorian Assault,0,0,0,0,0
731,Upper Blackrock Spire,0,3,10,0,0
733,Amidst the Shadows,0,0,0,0,0
734,Lower Blackrock Spires,0,3,10,0,0
736,"Fight, Kill, Salute: Last Gladiator Standing",0,0,0,0,0
742,Thunder in Frostfire,0,0,0,0,0
744,Upper Blackrock Spire,0,3,26,0,0
745,Against the Void,0,0,0,0,0
775,The Legend of The Ashbringer,0,0,0,0,0
776,Edge of Reality,0,0,2,0,0
785,Jeremy's Test Scenario,0,0,2,0,0
786,The Battle for Broken Shore,0,4,0,0,0
795,Tides of Glory,0,0,0,0,0
806,Invasion: Tanaris,440,4,0,0,0
824,The Splintered Fleet,0,0,0,0,0
826,Greymane's Gambit,0,0,0,0,0
873,Legion Invasion: Azsuna,7693,0,0,0,0
874,Temple of Elune,0,0,0,0,0
876,Invasion: Wetlands,11,4,0,0,0
897,Invasion: Westfall,40,4,0,0,0
900,The Twinblades of the Deceiver,0,0,0,0,0
901,The Blades of the Fallen Prince,0,0,0,0,0
907,Invasion: Northern Barrens,17,4,0,0,0
908,Test Faction Criteria,0,0,0,0,0
909,Legacy of the Icebreaker,0,0,0,0,0
910,Neltharion's Lair,0,3,26,0,0
911,Fangs of the Felhound,7737,0,0,0,0
916,Invasion: Hillsbrad Foothills,267,4,0,0,0
918,Eye of Azshara,0,3,26,0,0
920,Eye of Azshara,0,3,26,0,0
929,Halls of Valor,0,3,26,0,0
932,Halls of Valor,0,3,26,0,0
933,Second Battle of the Broken Shore,0,0,0,0,0
940,The Fleshripper's Harvest,0,0,0,0,0
942,Neltharion's Lair,0,3,26,0,0
943,Serenity's End,0,0,0,0,0
944,Hunter of Heroes,0,0,0,0,0
950,Cleansing of the Deep,0,0,0,0,0
957,The Frost and the Flame,0,0,0,0,0
958,Invasion: Azshara,16,4,0,0,0
959,Invasion: Dun Morogh,1,4,0,0,0
961,The Aldrachi Warblades,0,0,0,0,0
962,Into the Mouth of the Nether,0,0,0,0,0
967,The Arcway,0,3,26,0,0
972,Legacy of the Windrunners,0,0,0,0,0
973,The Spear in the Shadow,0,0,0,0,0
975,Defense of the Fel Hammer,0,0,0,0,0
976,Master of Storms,0,0,0,0,0
977,Darkheart Thicket,0,3,26,0,0
978,Darkheart Thicket,0,3,18,0,0
983,The Thundering Heavens,0,0,0,0,0
988,The Dark Riders,0,0,0,0,0
989,Return to Karazhan,0,0,0,0,0
990,Ursoc's Lair,0,0,0,0,0
991,Blade in Twilight,0,0,0,0,0
992,Maw of Souls,0,3,26,0,0
995,Maw of Souls,0,3,26,0,0
997,TEST,7976,0,0,0,0
998,The Heart of the Dreadscar,0,0,0,0,0
1005,Vault of the Wardens,0,3,10,0,0
1007,Emperor's Promise,0,0,0,0,0
1012,The Dread Admiral,0,0,0,0,0
1014,The Dark Riders,0,0,0,0,0
1017,Broken Shore - Horde,0,0,0,0,0
1018,DNT - Broken Shore - Alliance,0,0,2,0,0
1023,Black Rook Hold,0,3,26,0,0
1025,Tides of Glory,0,0,0,0,0
1026,The Dark Riders,0,0,0,0,0
1027,The Violet Hold,0,3,26,0,0
1029,The Violet Hold,0,3,26,0,0
1034,The Forge of the Guardian,0,0,0,0,0
1037,The Sword of Kings,0,0,0,0,0
1038,Melee at the Maelstrom,0,0,0,0,0
1046,Halls of Valor,0,1,19,0,0
1050,Court of Stars,0,3,10,0,0
1051,Court of Stars,0,3,10,0,0
1061,Cleansing the Mother Tree,0,0,0,0,0
1065,The Nexus Vault,0,0,0,0,0
1066,The Dark Queen and the Sea,0,0,0,0,0
1068,Thunder of the Titans,0,0,0,0,0
1073,Combat Training,0,5,2,0,0
1078,The Fangs of the Devourer,0,0,0,0,0
1082,Claiming the Truthguard,0,0,0,0,0
1083,Combat Training,0,5,2,0,0
1084,Combat Training,0,5,2,0,0
1085,Return of the Light,0,0,0,0,0
1090,Combat Training,0,5,2,0,0
1091,Combat Training,0,5,2,0,0
1092,The Silver Hand,0,0,0,0,0
1093,Combat Training,0,5,2,0,0
1094,Combat Training,0,5,2,0,0
1095,Combat Training,0,5,2,0,0
1096,Combat Training,0,5,2,0,0
1097,Dark Whispers,0,0,0,0,0
1099,Never Hunt Alone,0,0,0,0,0
1101,The Nexus Vault,0,0,0,0,0
1108,The Fangs of Ashamane,0,0,0,0,0
1122,The Mage Hunter,0,0,0,0,0
1123,The Unseen Blade,0,0,0,0,0
1124,Confrontation at the Black Temple,0,0,0,0,0
1125,Finding Magni,0,0,0,0,0
1131,Confrontation at the Black Temple,0,0,0,0,0
1132,Combat Training,0,5,2,0,0
1133,Combat Training,0,5,2,0,0
1134,Rescue Koltira,0,0,0,0,0
1135,The Oculus,0,0,0,0,0
1136,Violet Hold,0,0,0,0,0
1137,The Serpent and the Demon,0,0,0,0,0
1138,Battle for the Exodar,0,0,2,0,0
1144,The Invasion of Niskara,0,0,0,0,0
1145,The Invasion of Niskara,0,0,0,0,0
1146,The Fate of Hodir,0,0,0,0,0
1148,Ulduar Warrior Scenario,0,0,0,0,0
1150,The Collapse,0,0,0,0,0
1155,An Eye for a Scepter,0,0,0,0,0
1157,The Fourth Horseman,0,0,0,0,0
1159,All In,0,0,0,0,0
1160,The Defense of Netherlight Temple,0,0,0,0,0
1166,Black Rook Hold,0,1,19,0,0
1168,The Defense of Netherlight Temple,0,0,0,0,0
1169,Eye of Azshara,0,1,19,0,0
1170,Destiny Unfulfilled,0,0,0,0,0
1172,Darkheart Thicket,0,1,19,0,0
1173,Vault of the Wardens,0,1,19,0,0
1174,Neltharion's Lair,0,1,19,0,0
1175,Maw of Souls,0,1,19,0,0
1177,The Arcway,0,1,19,0,0
1178,Court of Stars,0,1,19,0,0
1179,Ravencrest's Legacy,0,0,2,0,0
1181,Combat Training,0,5,2,0,0
1182,Combat Training,0,5,2,0,0
1189,The Battle for Broken Shore,0,4,0,0,0
1202,Assault of the Sanctum of Order,0,0,0,0,0
1203,Siege of Suramar,0,0,0,0,0
1204,The Archmage's Reckoning,0,0,0,0,0
1214,Combat Training,0,5,2,0,0
1219,BUG - Live Update Test,0,0,0,0,0
1220,Imminent Launch,0,0,0,0,0
1221,An Impossible Foe,0,0,0,0,0
1230,Dispersion of the Discs,0,0,0,0,0
1235,Wailing Critters,0,0,0,0,0
1236,Panic At The Brewery,0,0,0,0,0
1244,Battleship: Ruin,0,0,2,0,0
1251,The Violet Hold,0,3,26,0,0
1252,Court of Stars,0,3,10,0,0
1253,Darkheart Thicket,0,3,18,0,0
1254,Eye of Azshara,0,3,26,0,0
1255,Halls of Valor,0,3,26,0,0
1256,Maw of Souls,0,3,26,0,0
1257,Neltharion's Lair,0,3,26,0,0
1258,Vault of the Wardens,0,3,10,0,0
1259,Kruul's Intentions,0,0,2,0,0
1265,The God-Queen's Fury,0,0,0,0,0
1266,Feltotem's Fall,0,0,0,0,0
1271,Turn Back the Tides: Val'sharah,0,0,0,0,0
1273,Thwarting the Twins,0,0,0,0,0
1274,The Sunken Vault,0,0,2,0,0
1275,Stirring in the Shadows,0,0,0,0,0
1280,The Assault on Broken Shore,0,4,0,0,0
1281,End of the Risen Threat,0,0,0,0,0
1282,Turn Back the Tides: Stormheim,0,0,0,0,0
1283,Tournament of Valor,0,0,0,0,0
1288,Upper Return to Karazhan,0,3,26,0,0
1289,Lower Return to Karazhan,0,3,26,0,0
1290,Turn Back the Tides: Azsuna,0,0,0,0,0
1292,The Coldridge Cataclysm,0,0,0,0,0
1293,The Deadmines,0,0,0,0,0
1298,Calling the Wrathsteed,0,0,0,0,0
1299,Turn Back the Tides: Highmountain,0,0,0,0,0
1303,Felwing Ledge,0,0,0,0,0
1304,Azeroth's Warning,0,0,0,0,0
1305,Night of the Wilds,0,0,0,0,0
1306,Defense of Aviana,0,0,0,0,0
1307,Gathering of the Storms,0,0,0,0,0
1308,Upper Return to Karazhan,0,1,19,0,0
1309,Lower Return to Karazhan,0,1,19,0,0
1310,Akazamzarak's Hat,0,0,0,0,0
1312,You Can't Take the Sky from Me,0,0,0,0,0
1321,Cathedral of Eternal Night,0,3,26,0,0
1323,Cathedral of Eternal Night,0,1,11,0,0
1328,The Lost Glacier,0,0,0,0,0
1329,The Trial of Style,0,0,2,0,0
1335,Cathedral of Eternal Night,0,1,27,0,0
1336,Tomb of Sargeras,0,3,26,0,0
1337,Tomb of Sargeras,0,3,26,0,0
1338,Tomb of Sargeras,0,3,26,0,0
1339,Tomb of Sargeras,0,3,26,0,0
1340,The Arcatraz,0,0,0,0,0
1346,The Battle for Stromgarde,9439,6,2,5117,0
1351,The Deaths of Chromie,0,0,0,0,0
1352,Seat of the Triumvirate,0,3,26,0,0
1354,Seat of the Triumvirate,0,3,27,0,0
1360,The Deaths of Chromie,0,0,0,0,0
1361,The Deaths of Chromie,0,0,0,0,0
1371,The Siege of Lordaeron,0,0,2,5116,0
1376,City of Gold,0,3,18,0,0
1377,City of Gold,0,3,18,0,0
1378,City of Gold,0,3,18,0,0
1379,Invasion Point: Sporous,9025,4,0,0,0
1380,Gather Ingredients,0,0,0,0,0
1391,Invasion Point: Aurinor,9100,4,0,0,0
1394,Invasion Point: Sangua,9128,4,0,0,0
1402,Invasion Point: Rekindling,9126,4,0,0,0
1404,Invasion Point: Cen'gar,9126,4,0,0,0
1406,Invasion Point: Val,9127,4,0,0,0
1409,Invasion Point: Bonich,9180,4,0,0,0
1410,Telogrus Rift,0,0,0,0,0
1411,Invasion Point: Naigtal,9102,4,0,0,0
1412,Greater Invasion Point: Matron Folnuna,9295,4,0,0,0
1418,Greater Invasion Point: Sotanathor,9299,4,0,0,0
1419,Greater Invasion Point: Occularus,9298,4,0,0,0
1420,Greater Invasion Point: Inquisitor Meto,9297,4,0,0,0
1421,Greater Invasion Point: Pit Lord Vilemus,9296,4,0,0,0
1422,Greater Invasion Point: Mistress Alluradel,9300,4,0,0,0
1423,Suramar,0,0,0,0,0
1424,Freehold,0,3,18,0,0
1426,Erasis: Leeching Power,9128,4,0,0,0
1428,Seat of the Triumvirate,0,1,18,0,0
1434,Forge of Aeons,0,0,2,0,0
1435,"Antorus, the Burning Throne",0,3,26,0,0
1436,"Antorus, the Burning Throne",0,3,26,0,0
1437,"Antorus, the Burning Throne",0,3,26,0,0
1438,"Antorus, the Burning Throne",0,3,26,0,0
1443,Remember the Sunwell,0,0,2,0,0
1448,The MOTHERLODE!!,0,3,18,0,0
1449,The MOTHERLODE!!,0,3,18,0,0
1450,The MOTHERLODE!!,0,3,10,0,0
1451,Boralus Dungeon,0,3,18,0,0
1452,Boralus Dungeon,0,3,18,0,0
1453,Boralus Dungeon,0,3,18,0,0
1458,Boralus Dungeon,0,3,18,0,0
1459,Boralus Dungeon,0,3,18,0,0
1460,Boralus Dungeon,0,3,18,0,0
1461,Combat Baseline,0,0,0,0,0
1482,The Fall of Lordaeron,0,0,2,5117,0
1484,Combat Training,0,5,2,0,0
1489,Tol Dagor,0,3,26,0,0
1490,Tol Dagor,0,3,26,0,0
1491,Tol Dagor,0,3,26,0,0
1496,Waycrest Manor,0,3,26,0,0
1497,Waycrest Manor,0,3,26,0,0
1498,Waycrest Manor,0,3,26,0,0
1500,Strike Back!,0,0,0,0,0
1516,Underrot,0,3,18,0,0
1522,The Stormwind Extraction,0,0,0,0,0
1523,Shrine of the Storm,0,3,26,0,0
1524,For Zandalar!,0,0,0,0,0
1525,Temple of Sethraliss,0,3,18,0,0
1528,Atal'Dazar,0,1,19,0,0
1529,Tol Dagor,0,1,19,0,0
1534,Freehold,0,1,19,0,0
1548,Uldir,0,3,26,0,0
1549,Uldir,0,3,26,0,0
1550,Uldir,0,3,26,0,0
1551,"Thros, the Blighted Lands",0,0,0,0,0
1553,The MOTHERLODE!!,0,1,19,0,0
1554,Waycrest Manor,0,1,19,0,0
1560,Kings' Rest,0,1,18,0,0
1562,Temple of Sethraliss,0,1,18,0,0
1563,The Underrot,0,1,19,0,0
1564,Shrine of the Storm,0,1,19,0,0
1565,Kings' Rest,0,3,18,0,0
1568,The Battle for Stromgarde,9679,6,2,5116,0
1570,Uncharted Island,0,0,0,0,0
1571,Blackrock Depths,0,0,2,0,0
1573,Uncharted Island,0,0,0,0,0
1575,Tyranny of the Light,9786,0,2,0,0
1685,Siege of Boralus,0,1,19,0,0
1690,Gorgrond,0,0,0,0,0
1691,Firelands,0,0,2,0,0
1697,The Battle for Darkshore,10058,6,2,5116,0
1699,The Fall of the Sunwell,0,0,2,0,0
1700,Tyrande's Ascension,0,0,0,5116,0
1701,The Battle for Darkshore,10084,6,2,5117,0
1702,The Treasury Heist,0,0,2,0,0
1703,Gnomeregan,0,0,0,0,0
1704,Jailor of the Damned,0,0,0,5117,0
1705,Escape from Tol Dagor,0,0,2,5117,0
1710,Prototype [DNT],10348,0,2,0,0
1711,Spirit Hunt,0,0,0,5117,0
1712,"Torghast, Tower of the Damned",0,0,2,5281,0
1713,Battle of Dazar'alor,0,3,26,0,0
1714,Battle of Dazar'alor,0,3,26,0,0
1715,Battle of Dazar'alor,0,3,26,0,0
1716,Battle of Dazar'alor,0,3,26,0,0
1718,Battle of Dazar'alor,0,3,26,0,0
1719,Battle of Dazar'alor,0,3,26,0,0
1720,Defend the Rig,10428,0,2,0,0
1721,Tradewind & Crow: Dreamgrove Detectives,0,0,0,0,0
1722,The Misssing Apprentice,0,0,0,0,0
1724,Stratholme,0,0,0,0,0
1729,In the Shadow of Crimson Wings,0,0,0,0,0
1731,Vision of Stormwind,10488,0,2,5278,0
1732,A Gilnean's Dream,0,0,2,0,0
1733,Vision of Orgrimmar,10492,0,2,5278,0
1734,Stay of Execution,0,0,10,0,0
1735,Crucible of Storms,0,3,26,0,0
1736,Essence of Eternity,0,0,0,0,0
1737,Massive Hardened Razorshell,10052,0,0,0,0
1738,Stay of Execution,0,0,10,0,0
1739,Stay of Execution,0,0,10,0,0
1741,Primal Chitterspine Crusher,10052,0,0,0,0
1742,Snapdragon Dire Alpha,10052,0,0,0,0
1743,Gargantuan Deepcoil Slitherking,10052,0,0,0,0
1744,Towering Cavern Glimmershell,10052,0,0,0,0
1745,Elder Trench Glider,10052,0,0,0,0
1746,Invasive Reefwalker,10052,0,0,0,0
1747,Monstrous Great Eel,10052,0,0,0,0
1754,Summons from the Depths,10356,0,0,0,0
1755,Retaking the Forge,0,0,0,0,0
1756,Operation: Mechagon,0,3,18,0,0
1757,The Engine of Nalak'sha,0,0,0,0,0
1759,Plane of Torment,0,0,2,0,0
1760,The Grand Reception,0,3,18,0,0
1761,Depths of the Devoted,0,3,26,0,0
1762,The Circle of Stars,0,3,25,0,0
1763,The Radiant Blade,0,0,0,0,0
1764,Blackwing Descent,0,0,0,0,0
1765,Crapopolis,0,0,0,0,0
1766,Visions of N'Zoth,0,0,0,0,0
1767,The Master of Lies,0,0,0,0,0
1768,Mechagon Junkyard,0,1,19,0,0
1769,Operation: Mechagon - Workshop,0,1,19,0,0
1770,Operation: Mechagon - Junkyard,0,3,18,0,0
1771,Operation: Mechagon - Workshop,0,3,18,0,0
1773,Vision of Destiny,0,3,26,0,0
1774,Halls of Devotion,0,3,26,0,0
1775,Gift of Flesh,0,3,26,0,0
1776,The Waking Dream,0,3,26,0,0
1777,Blackrock Depths,0,0,0,0,0
1779,Darkmaul Citadel,0,0,18,0,0
1780,Piercing the Heart,0,0,0,0,0
1781,End of the Dream,0,0,0,0,0
1782,The Blade of the Primus,0,0,0,0,0
1783,Battle for Tirna Glayn,0,0,0,0,0
1784,The Path of Totality,0,0,0,0,0
1785,Recovering Tyrande Whisperwind,0,0,0,0,0
1786,Sanguine Depths,0,3,18,0,0
1788,Sanguine Depths,0,3,18,0,0
1789,Sanguine Depths,0,3,18,0,0
1790,The Greater Good,0,0,0,5361,0
1791,The Ember Court,0,0,2,5349,0
1792,Assault on the House of Rituals,0,0,0,0,0
1793,The Necrotic Wake,0,3,18,0,0
1794,Battle for The Grove of Awakening,0,0,2,0,0
1795,Spires of Ascension,0,3,18,0,0
1796,Spires of Ascension,0,1,19,0,0
1798,Halls of Atonement,0,3,18,0,0
1799,Halls of Atonement,0,3,18,0,0
1800,Halls of Atonement,0,3,18,0,0
1801,The Necrotic Wake,0,3,18,0,0
1802,The Necrotic Wake,0,3,18,0,0
1803,Path of Ascension,0,0,2,5361,0
1804,Plaguefall,0,3,18,0,0
1805,Plaguefall,0,3,18,0,0
1806,Plaguefall,0,3,18,0,0
1808,The Medallion of Dominion,0,0,0,0,0
1809,The Theater of Pain,0,3,18,0,0
1811,The Theater of Pain,0,3,18,0,0
1812,The Theater of Pain,0,3,18,0,0
1813,Mists of Tirna Scithe,0,1,19,0,0
1814,The Necrotic Wake,0,1,19,0,0
1815,De Other Side,0,1,19,0,0
1816,Halls of Atonement,0,1,19,0,0
1817,Plaguefall,0,1,19,0,0
1818,Sanguine Depths,0,1,19,0,0
1819,The Theater of Pain,0,1,19,0,0
1820,Ember Court Rehearsal,0,0,2,5349,0
1826,Path of Ascension,0,0,2,5361,0
1827,De Other Side,0,3,18,0,0
1828,De Other Side,0,3,18,0,0
1829,De Other Side,0,3,18,0,0
1830,Mists of Tirna Scithe,0,0,19,0,0
1832,Mists of Tirna Scithe,0,0,19,0,0
1833,Mists of Tirna Scithe,0,0,19,0,0
1836,"Torghast, Tower of the Damned",0,0,2,0,0
1837,Hunt: Soul Eaters,0,0,2,5281,0
1838,Hunt: Death Elementals,11525,0,2,5281,0
1839,Hunt: Shadehounds,11525,0,34,5281,0
1842,"Torghast, Tower of the Damned",0,0,2,5281,0
1845,Hunt: Soul Eaters,11525,0,2,5281,0
1846,The Leeching Vaults,0,3,26,0,0
1848,"Torghast, Tower of the Damned",0,0,2,5281,0
1849,"Torghast, Tower of the Damned",0,0,2,5281,0
1850,"Torghast, Tower of the Damned",0,0,2,5281,0
1851,"Torghast, Tower of the Damned",0,0,2,5281,0
1852,"Torghast, Tower of the Damned",0,0,2,5281,0
1853,"Torghast, Tower of the Damned",0,0,2,5281,0
1854,Reliquary of Opulence,0,3,26,0,0
1855,Blood from Stone,0,3,26,0,0
1856,An Audience with Arrogance,0,3,26,0,0
1857,"Torghast, Tower of the Damned",0,0,2,5281,0
