ID,SpellID,MinScalingLevel,MaxScalingLevel,ScalesFromItemLevel
1970,10256,0,13,0
1971,10257,0,17,0
1972,1129,0,13,0
1973,1131,0,17,0
1974,22731,0,17,0
1975,24800,0,17,0
1976,28616,0,25,0
1977,29008,0,13,0
1978,46683,0,13,0
1979,46898,0,13,0
1980,57649,0,1,0
1981,92735,0,10,0
1991,112833,0,0,0
2067,24869,0,30,0
2068,66041,0,32,0
2069,110645,0,32,0
2313,114722,0,0,0
2361,27030,0,21,0
2362,27031,0,21,0
2363,45543,0,27,0
2364,51827,0,27,0
2365,45544,0,27,0
2366,51803,0,27,0
2367,74553,0,30,0
2368,74554,0,30,0
2369,74555,0,30,0
2371,125282,0,32,0
2380,25695,0,20,0
2381,26474,0,13,0
2382,26472,0,11,0
2383,11387,0,15,0
2385,15700,0,20,0
2386,18124,0,20,0
2387,18234,0,20,0
2388,18832,0,21,0
2389,19199,0,21,0
2391,21955,0,14,0
2392,22729,0,21,0
2393,24360,0,23,0
2394,25702,0,5,0
2395,25888,0,13,0
2396,27094,0,26,0
2397,64056,0,17,0
2398,28495,0,25,0
2409,126236,0,0,0
2411,126260,0,0,0
2412,126266,0,0,0
2413,126270,0,0,0
2419,126467,0,0,0
2422,126476,0,0,0
2424,126478,0,0,0
2426,126483,0,0,0
2427,126484,0,0,0
2429,126489,0,0,0
2430,126513,0,0,0
2432,126533,0,0,0
2433,126554,0,0,0
2434,126577,0,0,0
2435,126582,0,0,0
2436,126588,0,0,0
2437,126597,0,0,0
2438,126599,0,0,0
2439,126605,0,0,0
2440,126606,0,0,0
2441,126640,0,0,0
2442,126646,0,0,0
2443,126649,0,0,0
2444,126657,0,0,0
2445,126659,0,0,0
2447,126679,0,0,0
2448,126683,0,0,0
2449,126690,0,0,0
2450,126697,0,0,0
2451,126700,0,0,0
2452,126705,0,0,0
2453,126707,0,0,0
2471,127549,0,0,0
2472,127569,0,0,0
2473,127570,0,0,0
2474,127572,0,0,0
2475,127575,0,0,0
2476,127577,0,0,0
2490,127770,0,32,0
2492,127788,0,0,37
2494,2639,0,1,0
2495,26030,0,20,0
2497,26260,0,21,0
2498,127793,0,0,0
2503,127829,0,0,0
2506,127915,0,0,0
2507,127923,0,0,0
2508,127928,0,0,0
2510,127967,0,0,0
2511,128165,0,0,0
2512,128180,0,0,0
2513,128191,0,0,0
2515,127858,0,0,0
2517,128365,0,0,0
2529,128854,0,0,38
2531,128897,0,0,0
2568,129812,0,0,0
2575,129892,0,0,0
2576,129893,0,0,0
2577,129894,0,0,0
2579,96219,0,0,0
2581,124199,0,32,0
2598,130283,0,0,0
2600,130649,0,32,0
2601,130650,0,32,0
2613,128386,0,0,0
2614,126293,0,32,0
2634,131634,0,0,0
2656,132019,0,0,0
2709,129116,0,0,0
2795,132586,0,0,0
2907,133024,0,32,0
2919,133630,0,0,0
2929,105574,0,0,0
2940,134986,0,32,0
2941,134987,0,32,0
2942,134989,0,32,0
2943,134998,0,32,0
2945,135233,0,0,0
2955,136081,0,0,0
2956,136082,0,0,0
2957,136083,0,0,0
2958,136084,0,0,0
2959,136085,0,0,0
2960,136086,0,0,0
2961,136087,0,0,0
2962,136088,0,0,0
2963,136089,0,0,0
2964,136090,0,0,0
2965,136091,0,0,0
2966,136092,0,0,0
2970,128986,0,0,0
2971,128987,0,0,0
2972,128984,0,0,0
2973,128985,0,0,0
2974,128988,0,0,0
3003,137597,0,35,0
3011,138699,0,0,0
3012,138702,0,0,0
3013,138703,0,0,0
3015,138724,0,0,0
3016,138728,0,0,0
3017,138737,0,0,0
3018,138756,0,0,0
3019,138759,0,0,0
3020,138760,0,0,0
3022,138786,0,0,0
3023,138788,0,0,0
3026,138856,0,0,0
3027,138864,0,0,0
3028,138870,0,0,0
3029,138895,0,0,0
3030,138898,0,0,0
3031,138925,0,0,0
3033,138938,0,0,0
3034,138960,0,0,0
3035,138958,0,0,0
3036,138967,0,0,0
3037,138973,0,0,0
3038,138979,0,0,0
3039,139133,0,0,0
3040,139170,0,0,0
3041,139189,0,0,0
3042,139195,0,0,0
3053,139497,0,0,39
3057,139891,0,0,0
3068,140380,0,0,0
3100,141004,0,35,0
3141,104509,0,35,0
3142,104423,0,35,0
3143,104510,0,35,0
3144,104993,0,35,0
3145,116616,0,35,0
3146,142530,0,35,0
3147,120032,0,35,0
3148,118335,0,35,0
3149,118334,0,35,0
3150,116631,0,35,0
3151,116660,0,35,0
3152,142535,0,35,0
3159,109092,0,35,0
3160,109085,0,35,0
3161,136004,0,35,0
3162,136002,0,35,0
3163,136003,0,35,0
3164,132346,0,35,0
3165,132348,0,35,0
3166,132349,0,35,0
3194,142978,0,0,0
3195,104335,0,35,0
3200,124212,0,35,0
3201,124214,0,35,0
3202,104275,0,35,0
3203,124210,0,35,0
3204,124211,0,35,0
3205,124215,0,35,0
3206,124213,0,35,0
3207,125070,0,35,0
3208,104273,0,35,0
3209,125104,0,35,0
3210,125102,0,35,0
3211,104264,0,35,0
3212,104278,0,35,0
3213,104281,0,35,0
3214,104267,0,35,0
3215,124218,0,35,0
3216,124220,0,35,0
3217,124216,0,35,0
3218,124217,0,35,0
3219,124221,0,35,0
3220,124219,0,35,0
3221,125071,0,35,0
3222,104274,0,35,0
3223,125108,0,35,0
3224,125106,0,35,0
3225,104276,0,35,0
3226,104279,0,35,0
3227,104282,0,35,0
3228,104271,0,35,0
3229,125115,0,35,0
3230,125113,0,35,0
3231,104277,0,35,0
3232,104280,0,35,0
3233,104283,0,35,0
3234,105226,0,35,0
3235,104272,0,35,0
3236,133593,0,35,0
3237,133594,0,35,0
3238,133596,0,35,0
3239,133595,0,35,0
3240,104935,0,32,0
3241,104270,0,32,0
3242,105231,0,32,0
3243,105230,0,32,0
3244,104934,0,48,0
3245,118358,0,32,0
3246,104269,0,48,0
3247,104235,0,32,0
3248,105233,0,32,0
3249,105232,0,32,0
3250,104262,0,32,0
3264,140274,0,0,0
3265,138469,0,0,0
3266,136764,0,0,0
3271,18805,0,0,0
3272,25750,0,0,0
3273,25747,0,0,0
3274,25746,0,0,0
3275,23991,0,0,0
3276,21970,0,0,0
3277,26551,0,0,0
3278,13003,0,0,0
3279,95880,0,0,0
3280,95879,0,0,0
3281,95881,0,0,0
3282,26576,0,0,0
3283,95882,0,0,0
3284,12257,0,0,0
3285,14053,0,0,0
3287,22855,0,0,0
3288,21593,0,0,0
3289,21599,0,0,0
3290,78830,0,0,0
3291,95227,0,0,0
3292,13466,0,0,0
3293,13184,0,0,0
3294,12733,0,0,0
3295,10342,0,0,0
3296,93749,0,0,0
3297,42803,0,0,0
3298,42804,0,0,0
3299,42802,0,0,0
3300,10368,0,0,0
3301,24354,0,0,0
3302,24352,0,0,0
3303,50708,0,0,0
3304,24389,0,0,0
3305,24427,0,0,0
3306,24865,0,0,0
3307,26599,0,0,0
3308,17669,0,0,0
3309,93740,0,0,0
3310,95224,0,0,0
3311,93229,0,0,0
3312,95216,0,0,0
3313,26600,0,0,0
3314,23064,0,0,0
3315,23506,0,0,0
3316,12766,0,0,0
3317,15604,0,0,0
3318,5707,0,0,0
3319,17712,0,0,0
3320,21596,0,0,0
3321,27655,0,0,0
3322,27675,0,0,0
3323,26610,0,0,0
3324,21956,0,0,0
3325,19638,0,0,0
3326,17330,0,0,0
3327,17275,0,0,0
3328,28204,0,0,0
3329,24198,0,0,0
3330,23930,0,0,0
3331,17283,0,0,0
3332,18946,0,0,0
3333,24544,0,0,0
3334,24546,0,0,0
3335,24543,0,0,0
3336,24499,0,0,0
3337,24542,0,0,0
3338,24531,0,0,0
3339,24498,0,0,0
3340,25891,0,0,0
3342,23687,0,0,0
3343,23682,0,0,0
3344,23271,0,0,0
3345,24610,0,0,0
3346,24268,0,0,0
3347,24659,0,0,0
3348,24662,0,0,0
3349,24575,0,0,0
3350,52424,0,0,0
3351,52419,0,0,0
3352,24998,0,0,0
3353,26168,0,0,0
3354,23266,0,0,0
3355,26789,0,0,0
3357,26464,0,0,0
3358,23722,0,0,0
3359,23720,0,0,0
3360,23723,0,0,0
3361,23782,0,0,0
3362,23726,0,0,0
3363,23733,0,0,0
3364,23734,0,0,0
3365,23780,0,0,0
3366,23781,0,0,0
3367,26481,0,0,0
3368,29604,0,0,0
3369,29506,0,0,0
3370,28778,0,0,0
3371,28760,0,0,0
3372,28866,0,0,0
3373,33667,0,0,0
3374,33662,0,0,0
3375,33668,0,0,0
3376,33828,0,0,0
3377,32140,0,0,0
3378,29113,0,0,0
3379,29112,0,0,0
3380,28780,0,0,0
3381,28779,0,0,0
3382,28777,0,0,0
3383,84212,0,0,0
3384,33523,0,0,0
3385,33513,0,0,0
3386,33504,0,0,0
3387,31771,0,0,0
3388,32600,0,0,0
3389,32355,0,0,0
3390,33758,0,0,0
3392,33743,0,0,0
3393,39200,0,0,0
3394,39201,0,0,0
3395,33015,0,0,0
3396,33013,0,0,0
3397,39511,0,0,0
3398,40997,0,0,0
3399,40998,0,0,0
3400,40999,0,0,0
3401,41002,0,0,0
3402,41005,0,0,0
3403,41009,0,0,0
3404,41011,0,0,0
3405,39445,0,0,0
3406,39443,0,0,0
3407,39439,0,0,0
3408,39441,0,0,0
3409,144073,0,0,0
3410,144074,0,0,0
3411,32362,0,0,0
3412,32367,0,0,0
3413,41263,0,0,0
3415,41261,0,0,0
3416,35733,0,0,0
3417,36372,0,0,0
3418,51953,0,0,0
3419,51952,0,0,0
3420,51954,0,0,0
3421,51955,0,0,0
3422,84213,0,0,0
3423,35166,0,0,0
3424,35165,0,0,0
3425,35163,0,0,0
3426,36347,0,0,0
3427,33479,0,0,0
3428,33649,0,0,0
3429,36432,0,0,0
3430,54492,0,0,0
3432,51853,0,0,0
3433,54063,0,0,0
3434,54071,0,0,0
3435,54086,0,0,0
3436,40729,0,0,0
3437,40724,0,0,0
3438,40723,0,0,0
3439,40538,0,0,0
3440,35337,0,0,0
3441,34321,0,0,0
3443,33807,0,0,0
3444,34000,0,0,0
3445,33370,0,0,0
3446,34106,0,0,0
3448,33400,0,0,0
3449,39228,0,0,0
3451,33090,0,0,0
3452,31047,0,0,0
3453,31045,0,0,0
3454,31040,0,0,0
3455,31039,0,0,0
3456,45058,0,0,0
3457,45053,0,0,0
3458,45062,0,0,0
3459,45064,0,0,0
3460,45055,0,0,0
3461,37661,0,0,0
3462,35095,0,0,0
3463,38333,0,0,0
3464,34587,0,0,0
3465,34519,0,0,0
3466,46785,0,0,0
3467,46784,0,0,0
3468,46783,0,0,0
3469,46780,0,0,0
3470,34775,0,0,0
3471,34747,0,0,0
3472,51847,0,0,0
3473,37445,0,0,0
3474,58157,0,0,0
3475,37198,0,0,0
3476,37508,0,0,0
3477,37174,0,0,0
3478,38324,0,0,0
3479,38325,0,0,0
3480,38348,0,0,0
3481,42084,0,0,0
3482,37243,0,0,0
3483,40402,0,0,0
3484,37344,0,0,0
3485,37341,0,0,0
3486,37342,0,0,0
3487,37340,0,0,0
3488,37343,0,0,0
3489,43710,0,0,0
3490,43712,0,0,0
3491,43713,0,0,0
3492,43716,0,0,0
3493,44055,0,0,0
3494,47806,0,0,0
3495,47807,0,0,0
3496,47816,0,0,0
3497,50261,0,0,0
3498,50263,0,0,0
3499,47215,0,0,0
3500,47217,0,0,0
3501,48846,0,0,0
3502,48847,0,0,0
3503,48848,0,0,0
3504,48855,0,0,0
3505,54739,0,0,0
3506,48865,0,0,0
3507,48868,0,0,0
3508,54697,0,0,0
3509,40459,0,0,0
3510,40452,0,0,0
3511,40445,0,0,0
3512,40446,0,0,0
3513,40487,0,0,0
3514,40483,0,0,0
3515,40471,0,0,0
3516,40472,0,0,0
3517,40440,0,0,0
3518,40441,0,0,0
3519,40465,0,0,0
3520,40466,0,0,0
3521,40480,0,0,0
3522,40464,0,0,0
3523,40477,0,0,0
3524,60986,0,0,0
3525,51985,0,0,0
3526,54839,0,0,0
3527,54843,0,29,0
3528,144108,0,0,0
3529,51978,0,0,0
3530,51987,0,0,0
3531,51348,0,0,0
3532,51353,0,0,0
3535,37656,0,0,0
3536,40396,0,0,0
3537,45041,0,0,0
3538,45049,0,33,0
3539,45052,0,0,0
3540,45044,0,0,0
3541,48875,0,0,0
3542,61778,0,0,0
3543,144129,0,0,0
3544,62088,0,0,0
3545,144130,0,0,0
3547,55748,0,0,0
3551,55019,0,0,0
3552,55018,0,0,0
3553,59657,0,0,0
3554,59658,0,0,0
3555,61426,0,0,0
3556,61427,0,0,0
3557,61428,0,0,0
3558,61671,0,0,0
3559,134945,0,0,0
3560,61620,0,0,0
3561,134953,0,0,0
3562,61617,0,0,0
3563,61619,0,0,0
3564,134944,0,0,0
3565,60214,0,0,0
3566,134954,0,0,0
3567,60307,0,0,0
3568,60471,0,0,0
3569,49623,0,0,0
3570,60492,0,0,0
3571,128896,0,0,0
3572,60439,0,0,0
3573,60180,0,0,0
3574,122688,0,0,0
3575,60527,0,0,0
3576,122691,0,0,0
3577,122692,0,0,0
3578,60525,0,0,0
3579,122693,0,0,0
3580,122694,0,0,0
3581,60064,0,0,0
3582,122695,0,0,0
3583,60054,0,0,0
3584,122687,0,0,0
3585,122689,0,0,0
3586,60065,0,0,0
3587,122309,0,0,0
3588,60062,0,0,0
3589,122310,0,0,0
3590,122311,0,0,0
3591,122312,0,0,0
3592,122313,0,0,0
3593,122314,0,0,0
3594,122315,0,0,0
3595,122316,0,0,0
3596,122317,0,0,0
3597,122318,0,0,0
3598,60229,0,0,0
3599,109719,0,0,0
3600,107960,0,0,0
3601,109717,0,0,0
3602,60233,0,0,0
3603,60234,0,0,0
3604,60235,0,0,0
3605,57350,0,0,0
3606,60242,0,0,0
3607,60196,0,0,0
3608,60203,0,0,0
3609,58904,0,0,0
3610,59821,0,0,0
3613,67669,0,0,0
3614,67671,0,0,0
3615,67666,0,0,0
3616,67631,0,0,0
3617,68443,0,0,0
3618,107970,0,0,0
3619,109793,0,0,0
3620,109795,0,0,0
3621,107962,0,0,0
3622,109811,0,0,0
3623,109813,0,0,0
3624,109748,0,0,0
3625,107966,0,0,0
3626,109750,0,0,0
3627,109780,0,0,0
3628,68269,0,0,0
3629,107968,0,0,0
3630,109782,0,0,0
3631,120180,0,0,0
3632,120171,0,0,0
3633,120172,0,0,0
3634,120173,0,0,0
3635,120174,0,0,0
3636,120175,0,0,0
3637,120176,0,0,0
3638,120177,0,0,0
3639,120178,0,0,0
3640,120179,0,0,0
3641,109804,0,0,0
3642,109711,0,0,0
3643,109800,0,0,0
3644,109724,0,0,0
3645,109825,0,0,0
3646,109754,0,0,0
3647,109715,0,0,0
3648,109792,0,0,0
3649,109747,0,0,0
3650,109779,0,0,0
3651,109776,0,0,0
3652,109789,0,0,0
3653,109744,0,0,0
3654,122266,0,0,0
3655,60305,0,0,0
3656,122267,0,0,0
3657,122268,0,0,0
3659,122269,0,0,0
3660,122270,0,0,0
3661,60483,0,0,0
3662,60302,0,0,0
3663,128519,0,0,0
3664,118611,0,0,0
3665,118871,0,0,0
3666,118873,0,0,0
3667,118874,0,0,0
3668,118875,0,0,0
3669,118615,0,0,0
3670,128521,0,0,0
3671,118614,0,0,0
3672,60520,0,0,0
3673,118613,0,0,0
3674,118872,0,0,0
3675,60479,0,0,0
3676,60299,0,0,0
3677,60518,0,0,0
3678,60521,0,0,0
3679,60215,0,0,0
3680,60480,0,0,0
3681,55039,0,0,0
3682,55044,0,0,0
3683,56184,0,0,0
3684,56186,0,0,0
3685,59757,0,0,0
3686,63250,0,0,0
3687,107997,0,0,0
3688,60494,0,0,0
3689,60437,0,0,0
3690,60286,0,0,0
3691,60530,0,0,0
3692,60443,0,0,0
3693,60258,0,0,0
3694,60488,0,0,0
3695,60538,0,0,0
3696,60314,0,0,0
3697,60486,0,0,0
3698,55915,0,0,0
3700,64524,0,0,0
3701,64525,0,0,0
3702,64527,0,0,0
3703,65008,0,0,0
3704,65006,0,0,0
3705,65011,0,0,0
3706,65004,0,0,0
3707,65012,0,0,0
3708,65014,0,0,0
3709,109752,0,0,0
3710,107948,0,0,0
3711,107988,0,0,0
3712,108005,0,0,0
3713,107951,0,0,0
3714,107982,0,0,0
3715,107947,0,0,0
3716,107949,0,0,0
3717,107986,0,0,0
3718,97142,0,0,0
3719,107994,0,0,0
3720,108000,0,0,0
3721,120258,0,0,0
3722,120256,0,0,0
3723,120257,0,0,0
3724,120254,0,0,0
3725,120255,0,0,0
3726,97177,0,0,0
3727,60319,0,0,0
3728,97179,0,0,0
3729,60526,0,0,0
3730,97136,0,0,0
3731,97176,0,0,0
3732,64712,0,0,0
3733,64763,0,0,0
3734,97131,0,0,0
3735,64800,0,0,0
3736,97146,0,0,0
3737,64707,0,0,0
3738,97129,0,0,0
3739,64741,0,0,0
3740,97145,0,0,0
3741,64765,0,0,0
3742,97125,0,0,0
3743,64790,0,0,0
3744,105137,0,0,0
3745,105132,0,0,0
3746,65003,0,0,0
3747,65019,0,0,0
3748,65024,0,0,0
3749,105134,0,0,0
3750,65000,0,0,0
3751,105133,0,0,0
3752,105144,0,0,0
3753,105135,0,0,0
3755,105139,0,0,0
3757,109791,0,0,0
3758,109742,0,0,0
3759,109798,0,0,0
3760,109778,0,0,0
3761,109787,0,0,0
3762,109714,0,0,0
3763,109746,0,0,0
3764,109802,0,0,0
3765,67737,0,0,0
3766,109774,0,0,0
3767,109709,0,0,0
3768,67735,0,0,0
3769,96980,0,0,0
3770,67727,0,0,0
3771,109721,0,0,0
3772,109822,0,0,0
3773,117646,0,0,0
3774,102742,0,0,0
3775,117644,0,0,0
3776,117645,0,0,0
3777,117649,0,0,0
3778,117643,0,0,0
3779,117648,0,0,0
3780,102741,0,0,0
3781,102747,0,0,0
3782,102744,0,0,0
3783,102746,0,0,0
3784,102740,0,0,0
3785,117651,0,0,0
3786,117650,0,0,0
3787,117647,0,0,0
3788,117642,0,0,0
3789,109907,0,0,0
3790,109908,0,0,0
3791,102662,0,0,0
3792,102664,0,0,0
3793,109888,0,0,0
3794,102667,0,0,0
3795,102659,0,0,0
3796,110008,0,0,0
3797,102660,0,0,0
3798,109993,0,0,0
3799,96911,0,0,0
3800,96962,0,0,0
3801,102748,0,0,0
3802,96945,0,0,0
3803,96966,0,0,0
3804,97010,0,0,0
3805,96988,0,0,0
3806,97007,0,0,0
3807,97008,0,0,0
3808,97009,0,0,0
3809,102441,0,0,0
3810,102439,0,0,0
3811,102438,0,0,0
3812,102432,0,0,0
3813,102437,0,0,0
3814,102434,0,0,0
3815,102435,0,0,0
3816,92342,0,0,0
3817,92332,0,0,0
3818,92351,0,0,0
3819,92318,0,0,0
3820,71566,0,0,0
3821,92345,0,0,0
3822,71568,0,0,0
3823,92349,0,0,0
3824,92320,0,0,0
3825,92357,0,0,0
3826,92355,0,0,0
3827,92329,0,0,0
3828,92331,0,0,0
3829,92325,0,0,0
3830,92328,0,0,0
3831,71564,0,0,0
3832,118750,0,0,0
3833,71569,0,0,0
3834,118751,0,0,0
3835,118752,0,0,0
3837,118753,0,0,0
3838,118754,0,0,0
3839,67723,0,0,0
3840,99739,0,0,0
3841,99748,0,0,0
3842,99737,0,0,0
3843,99741,0,0,0
3844,99740,0,0,0
3845,99742,0,0,0
3846,99746,0,0,0
3847,64739,0,0,0
3848,101492,0,0,0
3849,64713,0,0,0
3850,64772,0,0,0
3851,101515,0,0,0
3852,101518,0,0,0
3853,100322,0,0,0
3854,99938,0,0,0
3855,67684,0,0,0
3856,67683,0,0,0
3858,67741,0,0,0
3859,67746,0,0,0
3860,101287,0,0,0
3861,101289,0,0,0
3862,67739,0,0,0
3863,101291,0,0,0
3864,101293,0,0,0
3865,109994,0,0,0
3866,67743,0,0,0
3868,67694,0,0,0
3870,67695,0,0,0
3871,67714,0,0,0
3872,67708,0,0,0
3873,67703,0,0,0
3875,67699,0,0,0
3876,67696,0,0,0
3877,67596,0,0,0
3878,71565,0,0,0
3879,71570,0,0,0
3880,71575,0,0,0
3881,71401,0,0,0
3882,67753,0,0,0
3883,67773,0,0,0
3884,67772,0,0,0
3885,67750,0,0,0
3886,67760,0,0,0
3887,71541,0,0,0
3888,71577,0,0,0
3889,71572,0,0,0
3890,71574,0,0,0
3891,71633,0,0,0
3892,71600,0,0,0
3893,71607,0,0,0
3894,71396,0,0,0
3895,71586,0,0,0
3896,71579,0,0,0
3897,71584,0,0,0
3898,71610,0,0,0
3899,71605,0,0,0
3900,71635,0,0,0
3901,71484,0,0,0
3902,71485,0,0,0
3903,71486,0,0,0
3904,71491,0,0,0
3905,71492,0,0,0
3906,75458,0,0,0
3907,75477,0,0,0
3908,75466,0,0,0
3909,91816,0,0,0
3910,91007,0,0,0
3911,92235,0,0,0
3912,75493,0,0,0
3913,91320,0,0,0
3914,91322,0,0,0
3915,92124,0,0,0
3916,91836,0,0,0
3917,92123,0,0,0
3918,91047,0,0,0
3919,91192,0,0,0
3920,91828,0,0,0
3921,13004,0,0,0
3922,13010,0,0,0
3923,92222,0,0,0
3924,92104,0,0,0
3925,13744,0,0,0
3926,91019,0,0,0
3927,91155,0,0,0
3928,91810,0,0,0
3929,26581,0,0,0
3930,92233,0,0,0
3931,92126,0,0,0
3932,92213,0,0,0
3933,91024,0,0,0
3934,91821,0,0,0
3935,15646,0,0,0
3936,91027,0,0,0
3937,91041,0,0,0
3938,91184,0,0,0
3939,15595,0,0,0
3940,92108,0,0,0
3941,26609,0,0,0
3942,89087,0,0,0
3943,20587,0,0,0
3944,89091,0,0,0
3945,89182,0,0,0
3946,26166,0,0,0
3947,89181,0,0,0
3948,23724,0,0,0
3949,31794,0,0,0
3950,32599,0,0,0
3951,25892,0,0,0
3952,99711,0,0,0
3953,99717,0,0,0
3954,99714,0,0,0
3955,99712,0,0,0
3956,35352,0,0,0
3957,99719,0,0,0
3958,99713,0,0,0
3959,99721,0,0,0
3960,84969,0,0,0
3961,33486,0,0,0
3962,84968,0,0,0
3963,84966,0,0,0
3964,85022,0,0,0
3965,85027,0,0,0
3966,85032,0,0,0
3967,84960,0,0,0
3968,37878,0,0,0
3969,37879,0,0,0
3970,37880,0,0,0
3971,37881,0,0,0
3973,90887,0,0,0
3974,37706,0,0,0
3975,92091,0,0,0
3976,37721,0,0,0
3977,37722,0,0,0
3978,37723,0,0,0
3979,90898,0,0,0
3980,91352,0,0,0
3981,92184,0,0,0
3982,92185,0,0,0
3983,38351,0,0,0
3984,91139,0,0,0
3985,92099,0,0,0
3986,92205,0,0,0
3987,91374,0,0,0
3988,90985,0,0,0
3989,91308,0,0,0
3990,38329,0,0,0
3991,90992,0,0,0
3992,91149,0,0,0
3993,38328,0,0,0
3994,92094,0,0,0
3995,91368,0,0,0
3996,91364,0,0,0
3997,92089,0,0,0
3999,92200,0,0,0
4000,92187,0,0,0
4001,91143,0,0,0
4002,92174,0,0,0
4003,91340,0,0,0
4005,73549,0,0,0
4006,73551,0,0,0
4007,73552,0,0,0
4008,73522,0,0,0
4009,60512,0,0,0
4010,73550,0,0,0
4011,60513,0,0,0
4012,92226,0,0,0
4013,60514,0,0,0
4014,92220,0,0,0
4015,60515,0,0,0
4016,92223,0,0,0
4017,92225,0,0,0
4018,92218,0,0,0
4019,65010,0,0,0
4020,92224,0,0,0
4021,92216,0,0,0
4022,91341,0,0,0
4023,92098,0,0,0
4024,92208,0,0,0
4025,91376,0,0,0
4026,90953,0,0,0
4027,91296,0,0,0
4028,90989,0,0,0
4029,91147,0,0,0
4030,92096,0,0,0
4031,91370,0,0,0
4032,91363,0,0,0
4033,92085,0,0,0
4034,90996,0,0,0
4035,91336,0,0,0
4036,92199,0,0,0
4037,92043,0,0,0
4038,92071,0,0,0
4039,90842,0,0,0
4040,90927,0,0,0
4041,92162,0,0,0
4042,91355,0,0,0
4043,91075,0,29,0
4044,90854,0,0,0
4045,92188,0,0,0
4046,90847,0,0,0
4047,92052,0,0,0
4048,92166,0,0,0
4049,92045,0,0,0
4050,95875,0,0,0
4051,91338,0,0,0
4052,92069,0,0,0
4053,90896,0,0,0
4054,91351,0,0,0
4055,92179,0,0,0
4056,71643,0,0,0
4057,91138,0,0,0
4058,92186,0,0,0
4059,71639,0,0,0
4060,91141,0,0,0
4061,71556,0,0,0
4062,71558,0,0,0
4063,71559,0,0,0
4064,90885,0,0,0
4065,144201,0,0,0
4066,144203,0,0,0
4067,144205,0,0,0
4068,91135,0,0,0
4069,91345,0,0,0
4070,92172,0,0,0
4071,90889,0,0,0
4072,90895,0,0,0
4073,95874,0,0,0
4074,95870,0,0,0
4075,95872,0,0,0
4076,95877,0,0,0
4077,92055,0,0,0
4078,91344,0,0,0
4079,127890,0,0,0
4080,126211,0,0,0
4082,109858,0,0,0
4083,109868,0,0,0
4084,109870,0,0,0
4085,109872,0,0,0
4086,107785,0,0,0
4087,107787,0,0,0
4088,107789,0,0,0
4089,109867,0,0,0
4090,109869,0,0,0
4091,109871,0,0,0
4092,109863,0,0,0
4093,109854,0,0,0
4094,109849,0,0,0
4095,71560,0,0,0
4096,71561,0,0,0
4097,71638,0,0,0
4098,71636,0,0,0
4099,71641,0,0,0
4100,71646,0,0,0
4101,75473,0,0,0
4102,75494,0,0,0
4103,75456,0,0,0
4104,75480,0,0,0
4105,126205,0,0,0
4106,107835,0,0,0
4107,107821,0,0,0
4108,108016,0,0,0
4109,107831,0,0,0
4110,109856,0,0,0
4111,109860,0,0,0
4112,109851,0,0,0
4113,109847,0,0,0
4114,95678,0,0,0
4115,89804,0,0,0
4116,71839,0,0,0
4117,71870,0,0,0
