ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID
97106,0,0,-1,-1,-1,0,402265,0,0
97107,0,0,-1,-1,-1,0,402265,0,0
97108,0,0,-1,-1,-1,0,1248387,0,0
97109,0,0,-1,0,-1,11,7291,0,0
97110,0,0,-1,0,-1,11,433,0,0
97111,0,1,0,-1,-1,0,18815,0,0
97112,1,1,0,-1,-1,0,18816,0,0
97113,0,0,-1,-1,-1,4,431,0,0
97114,0,2,0,-1,-1,0,18208,0,0
97115,0,0,-1,-1,-1,0,402265,0,0
97116,0,0,-1,-1,-1,0,402265,0,0
97117,0,0,-1,-1,-1,0,402265,0,0
97118,0,0,-1,-1,-1,0,476,0,0
97119,0,0,-1,-1,-1,11,434,0,0
97120,0,0,-1,-1,120000,1153,7396,0,0
97121,0,0,-1,0,-1,11,434,0,0
97122,0,0,-1,0,-1,11,435,0,0
97123,0,0,-1,-1,-1,11,435,0,0
97124,0,0,-10,-1,-1,0,0,0,0
97125,0,0,-1,-1,-1,4,432,0,0
97126,0,0,0,-1,-1,0,468,0,0
97127,0,0,0,-1,-1,0,472,0,0
97128,0,0,0,-1,-1,0,471,0,0
97129,0,0,-1,0,60000,24,2120,0,0
97130,0,0,-1,-1,-1,0,0,0,0
97131,0,0,-1,1000,-1,0,8118,0,0
97132,0,0,-1,-1,-1,0,402265,0,0
97133,0,0,-1,1000,-1,0,8096,0,0
97134,0,0,-1,0,-1,11,433,0,0
97135,0,0,-1,-1,-1,0,402265,0,0
97136,0,0,-1,-1,-1,0,402265,0,0
97137,0,0,-1,-1,-1,0,402265,0,0
97138,0,0,-1,-1,-1,0,402265,0,0
97139,0,0,-1,-1,-1,0,402265,0,0
97140,0,0,-1,-1,-1,0,650,0,0
97141,0,0,-1,1000,-1,0,2006,0,0
97142,0,0,-1,-1,-1,0,402265,0,0
97143,0,0,-1,-1,-1,0,402265,0,0
97144,0,0,-1,-1,-1,0,402265,0,0
97145,0,0,-1,0,0,0,561,0,0
97146,0,0,-1,0,0,0,402265,0,0
97147,0,0,-1,0,0,0,402265,0,0
97148,0,0,-1,-1,120000,4,438,0,0
97149,0,2,0,-1,-1,0,13524,0,0
97150,0,2,0,-1,-1,0,18138,0,0
97151,0,0,0,900000,0,0,18820,0,0
97152,0,2,0,-1,-1,0,13752,0,0
97153,0,0,-1,0,0,0,402265,0,0
97154,0,0,0,30000,-1,0,47,0,0
97156,1,1,0,-1,-1,0,18799,0,0
97160,0,0,0,-1,-1,0,458,0,0
97163,0,0,-1,0,120000,1153,1138,0,0
97164,0,0,-1,60000,30000,29,1139,0,0
97165,0,2,0,-1,-1,0,16401,0,0
97166,0,2,0,-1,-1,0,13528,0,0
97167,0,0,-1,0,120000,4,441,0,0
97168,0,0,-1,0,0,0,3731,0,0
97169,0,0,-1,0,0,0,533,0,0
97170,0,0,-1,0,0,0,534,0,0
97171,0,0,-1,0,0,0,3077,0,0
97172,0,0,-1,0,0,0,402265,0,0
97173,0,0,-1,0,0,0,537,0,0
97174,0,0,-1,-1,-1,0,402265,0,0
97175,0,0,-1,-1,-1,0,402265,0,0
97176,0,0,-1,0,1000,59,1135,0,0
97177,0,0,-1,-1,-1,0,402265,0,0
97178,0,0,-1,0,-1,11,0,0,0
97179,0,0,-1,-1,-1,0,766,0,0
97180,0,0,-1,-1,-1,0,402265,0,0
97181,0,0,-1,-1,-1,0,402265,0,0
97182,0,0,-1,0,0,0,402265,0,0
97183,0,0,-1,0,0,0,402265,0,0
97184,0,0,-1,0,3000,330,55884,0,0
97185,0,0,-1,0,3000,330,55884,0,0
97186,0,0,-1,0,3000,330,55884,0,0
97187,0,0,-1,0,120000,1153,8070,0,0
97188,0,0,0,60000,-1,0,403,0,0
97189,0,0,-5,-1,-1,0,2352,0,0
97190,0,0,-1,0,60000,24,133,0,0
97191,0,0,-1,0,300000,28,65,0,0
97192,0,0,-3,1800000,-1,0,365,0,0
97193,0,0,0,300000,0,0,8736,0,0
97194,0,0,-1,-1,-1,0,3366,0,0
97195,0,0,-1,0,0,0,3218,0,0
97196,0,0,-1,-1,-1,0,402265,0,0
97197,0,0,-1,-1,-1,0,402265,0,0
97198,0,0,-1,-1,-1,0,402265,0,0
97199,0,0,-1,-1,-1,0,402265,0,0
97200,0,0,-1,-1,-1,0,402265,0,0
97201,0,0,-1,-1,-1,0,402265,0,0
97202,0,2,0,-1,-1,0,18090,0,0
97203,0,0,-1,0,-1,11,433,0,0
97204,0,0,-1,0,0,59,430,0,0
97205,0,0,-1,0,0,150,746,0,0
97206,0,0,-1,1000,0,0,2352,0,0
97207,0,0,-1,0,0,0,758,0,0
97209,0,0,0,30000,0,0,4960,0,0
97211,0,0,0,30000,30000,24,133,0,0
97212,0,0,-1,-1,-1,0,402265,0,0
97213,0,0,-1,-1,-1,0,402265,0,0
97214,0,0,-1,-1,-1,0,402265,0,0
97215,0,0,0,-1,-1,0,133,0,0
97216,0,2,0,-1,-1,0,89,0,0
97217,0,0,-1,-1,-1,0,402265,0,0
97218,0,0,-1,0,1000,59,430,0,0
97219,0,0,-1,-1,-1,0,3086,0,0
97220,0,0,-1,-1,-1,0,402265,0,0
97221,0,0,-1,0,60000,24,13424,0,0
97222,0,0,-1,-1,-1,0,402265,0,0
97223,0,0,-1,-1,-1,0,402265,0,0
97224,0,0,0,60000,30000,22,805,0,0
97225,0,0,-1,-1,-1,0,402265,0,0
97226,0,2,0,-1,-1,0,1292158,0,0
97227,0,0,-10,0,60000,24,5917,0,0
97228,0,0,-1,-1,-1,0,402265,0,0
97229,0,0,-1,-1,-1,0,402265,0,0
97230,0,0,-1,-1,-1,0,402265,0,0
97231,0,2,0,-1,-1,0,1292158,0,0
97233,0,0,-1,0,-1,11,1127,0,0
97234,0,0,-1,-1,-1,0,402265,0,0
97235,0,0,0,300000,0,0,12257,0,0
97236,0,0,-3,60000,20000,29,370,0,0
97237,0,0,-5,-1,1000,59,5257,0,0
97238,0,0,-10,30000,30000,29,835,0,0
97239,0,1,0,-1,-1,0,19409,0,0
97243,0,0,-1,1000,-1,0,8116,0,0
97244,0,0,-1,1000,-1,0,8094,0,0
97245,0,0,-1,-1,-1,0,402265,0,0
97249,0,0,-1,-1,-1,0,402265,0,0
97250,0,0,-1,-1,-1,11,434,0,0
97251,0,0,-1,0,-1,11,1127,0,0
97252,0,0,-1,0,1000,59,1133,0,0
97254,0,0,-1,-1,-1,0,402265,0,0
97255,0,0,-1,-1,-1,0,402265,0,0
97256,0,2,0,-1,-1,0,18211,0,0
97257,0,0,-5,120000,0,0,706,0,0
97258,0,0,-1,0,0,0,3088,0,0
97259,0,0,-3,1800000,-1,0,955,0,0
97260,0,0,-1,0,0,0,3087,0,0
97261,0,2,0,-1,-1,0,1300753,0,0
97262,0,0,-1,-1,-1,0,402265,0,0
97263,0,0,-1,-1,-1,0,9437,0,0
97264,0,0,0,60000,-1,0,1152,0,0
97265,0,0,-1,0,3000,79,2374,0,0
97266,0,0,0,60000,-1,0,707,0,0
97267,0,0,0,1800000,0,0,18826,0,0
97268,0,0,-1,0,120000,4,806,0,0
97269,0,0,-1,-1,-1,0,402265,0,0
97270,0,0,-1,0,1000,59,431,0,0
97271,0,0,-1,1000,-1,0,8099,0,0
97272,0,0,-1,1000,-1,0,8112,0,0
97273,0,0,-1,-1,-1,0,29475,0,0
97274,0,0,-1,0,-1,11,833,0,0
97275,0,0,-5,0,60000,24,143,0,0
97276,0,0,-10,30000,30000,28,834,0,0
97277,0,0,-1,-1,-1,0,29483,0,0
97278,0,0,-1,-1,-1,0,402265,0,0
97279,0,1,0,-1,-1,0,18097,0,0
97280,0,0,-1,0,1000,59,432,0,0
97281,0,0,-1,0,120000,4,2024,0,0
97282,0,0,-1,1000,-1,0,8100,0,0
97283,0,0,-1,1000,-1,0,8113,0,0
97284,0,0,0,300000,120000,1153,1317424,0,0
97286,0,0,-1,-1,-1,0,402265,0,0
97288,0,0,-5,0,300000,28,1152,0,0
97289,0,0,0,60000,-1,0,1139,0,0
97290,0,0,-1,-1,-1,0,402265,0,0
97291,0,0,-1,-1,-1,0,3213,0,0
97292,0,0,-1,-1,-1,0,402265,0,0
97293,0,0,-1,-1,-1,0,402265,0,0
97294,0,2,0,-1,-1,0,16409,0,0
97295,0,0,-1,-1,-1,0,402265,0,0
97296,0,0,-1,0,120000,4,2379,0,0
97297,0,0,-1,-1,-1,0,2006,0,0
97298,0,0,-10,30000,-1,0,89,0,0
97299,0,0,-1,0,0,0,402265,0,0
97300,0,0,-1,1000,-1,0,2827,0,0
97301,0,0,-1,-1,-1,0,1248378,0,0
97302,0,0,-1,-1,-1,0,1248380,0,0
97303,0,0,-1,-1,-1,0,1248379,0,0
97304,0,0,-1,-1,-1,0,1248383,0,0
97306,0,0,-1,-1,-1,0,3366,0,0
97307,0,0,-1,0,-1,11,435,0,0
97308,0,0,-1,0,-1,11,1248382,0,0
97309,0,0,-1,-1,-1,0,402265,0,0
97312,0,0,-1,1000,-1,0,3112,0,0
97314,0,0,-1,0,-1,11,1127,0,0
97315,0,0,-1,0,1000,59,1133,0,0
97316,0,0,-1,-1,-1,0,402265,0,0
97317,0,0,-1,-1,60000,24,700,0,0
97318,0,0,0,-1,-1,0,8913,0,0
97319,0,0,-1,-1,-1,0,3366,0,0
97320,0,0,-1,-1,-1,0,402265,0,0
97321,0,0,-1,0,120000,4,3592,0,0
97322,0,0,-1,-1,-1,0,402265,0,0
97323,0,0,-1,0,120000,4,708,0,0
97324,0,0,-1,1000,-1,0,2828,0,0
97325,0,0,-1,1000,-1,0,2829,0,0
97326,0,0,-1,0,-1,0,2824,0,0
97327,0,0,-1,-1,-1,0,1248386,0,0
97328,0,0,-1,-1,-1,0,402265,0,0
97329,0,0,-1,-1,-1,0,402265,0,0
97330,0,2,0,-1,-1,0,13440,0,0
97331,0,0,-1,-1,-1,0,402265,0,0
97332,0,0,-1,-1,-1,0,402265,0,0
97333,0,0,-1,-1,-1,0,402265,0,0
97334,0,0,-1,-1,-1,0,402265,0,0
97335,0,0,-1,0,0,0,987,0,0
97336,0,0,-1,0,0,0,967,0,0
97337,0,2,0,-1,-1,0,18199,0,0
97338,0,0,-1,-1,-1,0,402265,0,0
97339,0,0,-1,-1,-1,0,402265,0,0
97340,0,0,-1,-1,-1,0,402265,0,0
97341,0,0,-1,-1,-1,0,402265,0,0
97342,0,2,0,-1,-1,0,9796,0,0
97343,1,2,0,-1,-1,0,13441,0,0
97344,2,2,0,-1,-1,0,13438,0,0
97345,0,1,0,-1,-1,0,14825,0,0
97346,0,0,-1,0,3000,79,3164,0,0
97347,0,1,0,-1,-1,0,29417,0,0
97348,0,0,-1,0,3000,79,3166,0,0
97349,0,0,-1,0,120000,4,2380,0,0
97350,0,0,-1,0,120000,4,438,0,0
97351,0,0,-10,1800000,-1,0,1459,0,0
97352,0,0,-1,-1,-1,0,402265,0,0
97353,0,0,-1,0,0,0,402265,0,0
97354,0,0,-1,-1,-1,0,402265,0,0
97355,0,0,-1,0,0,79,402265,0,0
97356,0,2,0,-1,-1,0,1312438,0,0
97357,0,0,-1,0,120000,1153,4071,0,0
97358,0,0,-1,1000,-1,0,4056,0,0
97359,0,0,-1,-1,-1,0,11008,0,0
97360,0,0,-1,-1,-1,0,402265,0,0
97361,0,0,-1,-1,-1,0,0,0,0
97363,0,0,-1,-1,-1,0,402265,0,0
97364,0,0,-1,-1,-1,0,3694,0,0
97365,0,0,0,900000,900000,2584,835,0,0
97366,0,0,-1,-1,-1,0,402265,0,0
97367,0,0,-1,0,0,0,902,0,0
97368,0,1,0,-1,-1,0,21142,0,0
97369,0,0,-1,600000,120000,4,3680,0,0
97370,0,0,-1,-1,-1,0,402265,0,0
97371,0,0,-1,-1,-1,0,402265,0,0
97372,0,0,-1,0,0,0,402265,0,0
97373,0,0,-1,-1,-1,0,402265,0,0
97374,0,0,-1,0,-1,0,2823,0,0
97375,0,0,-1,-1,-1,0,402265,0,0
97376,0,0,-1,1000,0,0,2352,0,0
97377,0,0,-1,-1,-1,0,936,0,0
97378,0,0,-1,0,3000,79,2381,0,0
97379,0,0,-1,-1,-1,0,1248382,0,0
97380,0,0,-1,0,0,0,876,0,0
97381,0,0,-1,-1,-1,0,402265,0,0
97382,0,0,-1,-1,-1,0,2352,0,0
97383,0,0,-1,-1,-1,0,2352,0,0
97384,0,0,-1,-1,-1,0,402265,0,0
97385,0,0,0,1800000,-1,0,554,0,0
97386,0,0,-1,0,1000,59,432,0,0
97387,0,0,-1,-1,-1,0,402265,0,0
97388,0,0,-1,-1,-1,0,402265,0,0
97389,0,0,-1,-1,-1,0,402265,0,0
97390,0,0,-1,-1,3000,0,55884,0,0
97391,0,1,0,-1,-1,0,29415,0,0
97392,0,2,0,-1,-1,0,29639,0,0
97393,0,1,0,-1,-1,0,29418,0,0
97394,0,0,-1,-1,-1,0,402265,0,0
97395,0,0,-1,-1,-1,0,0,0,0
97396,0,0,-1,-1,-1,0,402265,0,0
97397,0,0,-1,1000,-1,0,2830,0,0
97398,0,0,-1,1000,-1,0,8119,0,0
97399,0,0,-1,1000,-1,0,8097,0,0
97401,0,0,-1,-1,-1,0,11007,0,0
97402,0,0,-1,-1,-1,0,1248384,0,0
97404,0,2,0,-1,-1,0,18091,0,0
97405,0,1,0,-1,-1,0,5102,0,0
97406,0,0,-1,-1,-1,0,433,0,0
97407,0,0,-1,0,-1,0,11007,0,0
97408,0,0,-1,1000,-1,0,2826,0,0
97410,0,0,-1,0,0,0,924,0,0
97411,0,0,-1,-1,-1,0,402265,0,0
97412,0,1,0,-1,-1,0,14824,0,0
97414,0,2,0,-1,-1,0,14119,0,0
97415,0,0,-1,0,0,0,402265,0,0
97418,0,0,-1,-1,-1,0,402265,0,0
97419,0,0,-1,0,0,0,402265,0,0
97420,0,0,-1,0,1000,59,431,0,0
97421,0,0,0,60000,-1,0,109,0,0
97422,0,2,0,-1,-1,0,18217,0,0
97423,0,2,0,-1,-1,0,17153,0,0
97424,0,0,-1,0,0,0,402265,0,0
97425,0,0,-1,-1,-1,0,402265,0,0
97426,0,0,-1,-1,-1,0,402265,0,0
97427,0,0,-1,0,0,0,492,0,0
97428,0,0,-1,-1,-1,0,402265,0,0
97430,0,0,-1,-1,-1,0,11007,0,0
97431,0,0,-1,-1,-1,0,402265,0,0
97432,0,0,-1,-1,-1,0,402265,0,0
97433,0,1,0,-1,-1,0,1316319,0,0
97434,0,2,0,-1,-1,0,29638,0,0
97435,0,2,0,-1,-1,0,1292155,0,0
97437,0,0,0,360000,10000,44,14530,0,0
97438,0,0,-1,-1,-1,0,402265,0,0
97439,0,0,-1,-1,-1,0,402265,0,0
97440,0,0,-1,-1,-1,0,402265,0,0
97441,0,0,-1,-1,-1,0,402265,0,0
97442,0,0,-1,0,0,0,3746,0,0
97443,0,0,-1,0,0,0,402265,0,0
97444,0,0,0,600000,0,0,13744,0,0
97445,0,0,0,1800000,-1,0,0,0,0
97446,0,0,-1,-1,-1,0,655,0,0
97447,0,0,-1,-1,-1,0,1248380,0,0
97448,0,0,-1,-1,-1,0,402265,0,0
97449,0,0,-1,-1,-1,0,402265,0,0
97450,0,0,-1,-1,120000,4,29236,0,0
97451,0,0,-1,-1,-1,0,402265,0,0
97453,0,0,-1,-1,-1,0,402265,0,0
97454,0,0,-1,-1,-1,0,402265,0,0
97455,0,2,0,-1,-1,0,18138,0,0
97456,0,0,-1,-1,-1,0,402265,0,0
97457,0,0,-1,-1,-1,0,402265,0,0
97458,0,0,-1,-1,-1,0,402265,0,0
97459,0,0,-1,-1,-1,0,402265,0,0
97460,0,0,-1,-1,-1,0,402265,0,0
97461,0,0,-1,-1,-1,0,402265,0,0
97462,0,0,-1,-1,-1,0,402265,0,0
97463,0,0,-1,-1,-1,0,402265,0,0
97466,0,0,0,60000,-1,0,437,0,0
97467,0,0,-1,0,0,59,1135,0,0
97468,0,0,-1,0,-1,0,3408,0,0
97469,0,0,-1,0,3000,79,2378,0,0
97470,0,0,-1,1000,-1,0,8115,0,0
97471,0,0,-1,0,-1,0,11202,0,0
97472,0,0,-1,-1,-1,0,11008,0,0
97473,0,0,-1,-1,-1,0,11009,0,0
97474,0,0,-1,-1,-1,0,402265,0,0
97475,0,0,-1,1000,-1,0,8091,0,0
97476,0,2,0,-1,-1,0,18107,0,0
97477,0,0,-1,-1,-1,0,402265,0,0
97478,0,0,-1,-1,-1,0,402265,0,0
97479,0,0,-1,-1,3000,330,55884,0,0
97480,0,0,-1,-1,-1,0,11009,0,0
97482,0,0,-1,-1,-1,0,1248386,0,0
97483,0,0,-1,-1,-1,0,1248389,0,0
97484,0,2,0,-1,-1,0,16409,0,0
97485,0,0,-1,0,60000,24,1090,0,0
97486,0,1,0,-1,-1,0,14828,0,0
97487,0,0,-1,-1,-1,0,631,0,0
97488,0,0,-1,-1,-1,0,402265,0,0
97489,0,2,0,-1,-1,0,18803,0,0
97491,0,0,-5,120000,-1,0,9489,0,0
97492,0,0,0,0,3000,330,471,0,0
97493,0,2,0,-1,-1,0,16415,0,0
97494,0,0,-1,-1,-1,0,402265,0,0
97495,0,0,-1,-1,-1,0,402265,0,0
97496,0,0,-1,-1,-1,0,1248384,0,0
97497,0,0,-1,0,120000,4,4042,0,0
97498,0,0,-1,-1,-1,0,402265,0,0
97499,0,0,-1,-1,-1,0,402265,0,0
97500,0,0,-1,-1,-1,0,402265,0,0
97501,0,0,-1,1000,0,0,3594,0,0
97502,0,0,-1,-1,-1,0,402265,0,0
97503,0,0,-1,-1,-1,0,402265,0,0
97504,0,0,-1,-1,-1,0,402265,0,0
97505,0,0,-1,-1,-1,0,402265,0,0
97506,0,0,-1,0,60000,24,4068,0,0
97507,0,0,-1,-1,-1,0,6361,0,0
97508,0,0,-1,-1,-1,0,402265,0,0
97509,0,0,-1,-1,-1,0,402265,0,0
97510,0,0,0,2000,-1,0,4954,0,0
97511,0,0,-1,10000,-1,0,4130,0,0
97512,0,0,-1,0,0,0,55884,0,0
97513,0,0,-1,0,0,0,567,0,0
97514,0,0,-1,0,0,0,402265,0,0
97515,0,0,-1,0,0,0,402265,0,0
97516,0,0,-1,600000,60000,24,4078,0,0
97517,0,0,-1,0,120000,1153,4072,0,0
97518,0,0,-1,-1,-1,0,402265,0,0
97519,0,0,-1,-1,-1,0,402265,0,0
97520,0,0,-1,-1,-1,0,402265,0,0
97521,0,0,-1,-1,-1,0,661,0,0
97522,0,0,-1,-1,-1,0,402265,0,0
97523,0,0,-1,-1,-1,0,402265,0,0
97524,0,0,-1,-1,-1,0,402265,0,0
97525,0,0,0,-1,-1,0,1538,0,0
97526,0,0,-1,-1,-1,0,402265,0,0
97527,0,0,-1,-1,-1,0,402265,0,0
97528,0,0,-1,-1,-1,0,3069,0,0
97529,0,0,-1,10000,-1,0,5316,0,0
97530,0,0,-1,-1,-1,0,402265,0,0
97531,0,0,-1,-1,-1,0,402265,0,0
97532,0,0,-1,-1,-1,0,402265,0,0
97533,0,0,-1,-1,-1,0,402265,0,0
97534,0,0,0,0,0,0,4506,0,0
97535,0,0,-1,-1,-1,0,3670,0,0
97536,0,0,-3,1000,0,0,4318,0,0
97537,0,0,-1,-1,-1,0,0,0,0
97538,0,0,-1,-1,-1,0,402265,0,0
97539,0,0,-1,600000,60000,24,6084,0,0
97542,0,0,-1,0,-1,11,433,0,0
97543,0,0,0,-1,-1,0,469,0,0
97544,0,0,-1,0,-1,11,434,0,0
97546,0,0,-1,-1,-1,0,3974,0,0
97547,0,0,-1,1000,-1,0,3975,0,0
97548,0,0,-1,-1,-1,0,402265,0,0
97549,0,0,-1,-1,-1,0,894,0,0
97550,0,0,-1,0,1000,59,430,0,0
97551,0,0,-1,-1,-1,0,1248384,0,0
97554,0,2,0,-1,-1,0,18078,0,0
97555,0,0,-1,0,0,0,658,0,0
97556,0,0,-1,0,0,0,402265,0,0
97557,0,0,0,300000,15000,1141,9174,0,0
97558,0,0,-1,1000,-1,0,2833,0,0
97559,0,0,-1,0,3000,79,2367,0,0
97560,0,0,-1,0,120000,4,437,0,0
97561,0,0,-1,0,120000,4,2370,0,0
97562,0,0,-1,-1,-1,0,1248387,0,0
97563,0,0,-1,-1,-1,0,402265,0,0
97564,0,0,-1,-1,-1,0,614,0,0
97565,0,0,-1,-1,-1,0,1248392,0,0
97566,0,0,-1,1000,-1,0,8101,0,0
97567,0,0,-1,-1,-1,0,402265,0,0
97568,0,0,-1,-1,-1,0,402265,0,0
97569,0,0,-1,-1,-1,0,402265,0,0
97570,0,0,-1,0,0,0,3727,0,0
97571,0,0,-1,0,0,0,575,0,0
97572,0,0,-1,-1,-1,0,402265,0,0
97574,0,0,-1,-1,-1,0,1249508,0,0
97575,0,0,-1,-1,-1,0,1249511,0,0
97576,0,0,-1,-1,-1,0,11009,0,0
97578,0,0,-1,-1,-1,0,4975,0,0
97579,0,0,-1,-1,-1,0,402265,0,0
97580,0,0,-1,-1,-1,0,402265,0,0
97581,0,0,-1,-1,-1,0,402265,0,0
97582,0,0,-1,-1,-1,0,402265,0,0
97583,0,0,-1,-1,-1,0,402265,0,0
97584,0,0,-1,300000,-1,0,2791,0,0
97586,0,0,-1,0,60000,24,4062,0,0
97587,0,0,-1,0,1000,59,11009,0,0
97588,0,0,-1,0,-1,11,1129,0,0
97589,0,0,-1,0,-1,11,1129,0,0
97590,0,0,-1,0,-1,11,1127,0,0
97591,0,0,-1,-1,-1,0,402265,0,0
97592,0,0,-1,-1,-1,0,402265,0,0
97593,0,0,-1,-1,-1,0,402265,0,0
97594,0,0,-1,-1,-1,0,3549,0,0
97595,0,0,-1,-1,-1,0,1249506,0,0
97596,0,0,-1,-1,-1,0,402265,0,0
97597,0,0,-1,-1,-1,0,402265,0,0
97598,0,0,-1,-1,-1,0,402265,0,0
97599,0,0,-1,-1,-1,0,402265,0,0
97600,0,0,-1,10000,-1,0,4131,0,0
97601,0,2,0,-1,-1,0,13496,0,0
97602,0,0,-1,-1,-1,0,402265,0,0
97603,0,0,-1,-1,-1,0,402265,0,0
97604,0,1,0,-1,-1,0,9133,0,0
97605,0,0,-1,-1,-1,0,402265,0,0
97606,0,0,-1,-1,-1,0,402265,0,0
97609,0,0,-1,-1,-1,0,402265,0,0
97610,0,0,-1,0,60000,24,4065,0,0
97611,0,0,-1,0,120000,4,1244863,0,0
97612,0,0,-1,-1,-1,0,402265,0,0
97613,0,0,-1,-1,-1,0,1037,0,0
97614,0,0,-1,-1,-1,0,402265,0,0
97615,0,0,-1,-1,-1,0,402265,0,0
97616,0,0,-1,1000,-1,0,3113,0,0
97617,0,0,-1,1000,-1,0,3114,0,0
97618,0,0,-1,-1,-1,0,402265,0,0
97619,0,0,-1,-1,-1,0,402265,0,0
97620,0,0,-10,300000,120000,1153,18805,0,0
97621,0,0,-5,5000,-1,0,65,0,0
97622,0,0,-1,-1,-1,0,402265,0,0
97623,0,0,-1,0,-1,11,1127,0,0
97624,0,0,-1,-1,-1,0,402265,0,0
97625,0,0,-1,0,60000,24,4054,0,0
97626,0,0,-1,-1,-1,0,402265,0,0
97627,0,0,-1,-1,-1,0,402265,0,0
97628,0,0,-1,-1,-1,0,402265,0,0
97629,0,0,-1,-1,-1,0,402265,0,0
97630,0,0,-1,-1,-1,0,1248377,0,0
97631,0,0,-1,0,-1,11,1248387,0,0
97633,0,0,0,3600000,3600000,2465,4079,0,0
97634,0,0,-1,1000,-1,0,4075,0,0
97635,0,0,-1,-1,-1,0,402265,0,0
97636,0,0,-1,-1,-1,0,402265,0,0
97637,0,2,0,-1,-1,0,3742,0,0
97638,0,0,-1,-1,-1,0,402265,0,0
97639,0,0,-1,-1,-1,0,402265,0,0
97640,0,0,-1,-1,-1,0,402265,0,0
97641,0,0,-1,-1,-1,0,402265,0,0
97642,0,0,-1,-1,-1,0,402265,0,0
97643,0,0,-1,-1,-1,0,402265,0,0
97646,0,0,-1,-1,-1,0,0,0,0
97647,0,0,-1,-1,-1,0,898,0,0
97648,0,0,-1,-1,-1,0,402265,0,0
97649,0,0,-1,-1,-1,0,481,0,0
97650,0,0,-1,-1,-1,0,402265,0,0
97651,0,0,-1,0,-1,11,434,0,0
97652,0,0,-1,0,-1,11,435,0,0
97653,0,0,-1,0,-1,11,1127,0,0
97654,0,0,0,600000,60000,24,9515,0,0
97655,0,0,-1,-1,-1,0,402265,0,0
97656,0,0,-1,1000,0,0,3595,0,0
97657,0,0,-1,-1,-1,0,402265,0,0
97658,0,0,-1,-1,-1,0,1248391,0,0
97659,0,0,-1,-1,-1,0,1248386,0,0
97660,0,0,-1,-1,-1,0,402265,0,0
97661,0,0,-1,-1,-1,0,950,0,0
97662,0,0,-1,-1,-1,0,402265,0,0
97663,1,0,-1,0,120000,1153,10052,0,0
