ID,Field_1_60_1_69876_000,Field_1_60_1_69876_001,Field_1_60_1_69876_002,Field_1_60_1_69876_003,Field_1_60_1_69876_004,Field_1_60_1_69876_005,Field_1_60_1_69876_006,Field_1_60_1_69876_007,Field_1_60_1_69876_008,Field_1_60_1_69876_009,Field_1_60_1_69876_010,Field_1_60_1_69876_011,Field_1_60_1_69876_012,Field_1_60_1_69876_013,Field_1_60_1_69876_014,Field_1_60_1_69876_015,Field_1_60_1_69876_016,Field_1_60_1_69876_017,Field_1_60_1_69876_018,Field_1_60_1_69876_019,Field_1_60_1_69876_020,Field_1_60_1_69876_021,Field_1_60_1_69876_022,Field_1_60_1_69876_023,Field_1_60_1_69876_024,Field_1_60_1_69876_025,Field_1_60_1_69876_026,Field_1_60_1_69876_027[0],Field_1_60_1_69876_027[1],Field_1_60_1_69876_028[0],Field_1_60_1_69876_028[1]
613,69632,15836676,10844750,0,0,5000,0.5,1,0.2,0,0,0,0,0,1,0.7,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
615,69634,11616000,16757522,6048587,0,5000,0.5,1,0.2,0,-2000,0,0,0,0,0.3,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
616,69635,0,0,0,0,5000,0.5,1,0.2,0,-2000,0,0,0,0,0.3,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
617,69636,0,0,0,0,5000,0.5,1,0.2,0,-2000,0,0,0,0,0.3,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
618,69639,16759854,6005198,0,0,5000,0.5,1,0.2,0,-2000,0,0,0,1,0.3,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
620,69641,16711680,16743680,0,0,5000,0.5,1,0.5,0,0,0,0,0,6,0.5,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
621,69785,0,0,0,0,1500,0.5,1,1.5,0,0,0,0,0,0,0.61,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
622,69785,15852493,4387,11330,0,35,1.2,2,1,0,-50,0,0,0,0,0.93,0,0,0,0,0,0,9,1,0,1,1,0,0,0,0
623,69785,11616000,16757522,6048587,0,5000,0.5,1,0.2,0,-2000,0,0,0,0,0.3,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
629,69790,1999103,529191,0,0,1500,0.5,1,1,0,0,0,0,0,0.5,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
630,69790,15459027,466231,398888,0,0,0.6,2,1.2,0,0,0,0,0,2,0.95,0,0,0,0,0,0,9,1,0,1,1,0,0,0,0
631,69790,139332,3363,0,0,5000,0.01,1,0.5,0,0,0,0,0,6,0.5,0,0,0,0,0,0,8,2,0,1,1,0,0,0,0
632,69791,16773064,6670335,0,0,5000,0.5,1,0.1,0,0,0,0,0,10,0.86,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
634,69791,0,2976402,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
636,69828,16777215,16711680,0,0,0,1,1,2,0,0,0,0,0,1,0.7,1,0,0,0,0,1,12,0,0,1,1,4,20,4,20
637,69829,16777215,65280,0,0,0,0.05,1,1,0,0,0,0,0,1,0.7,1,0,0,1,0,0,12,0,0,1,1,6,10.5,13.5,20.5
638,69831,16733701,16758885,0,0,5000,0.05,1,0.09,0,0,0,0,0,10,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
639,69831,16273152,3030611,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
640,69830,16736017,14527862,0,0,5000,0.1,1,0.09,0,0,0,0,0,10,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
641,69830,15288832,3887211,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
642,69832,16736517,16730418,0,0,5000,0.02,1,0.08,0,0,0,0,0,10,0.5,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
643,69832,14895104,989751,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
644,69833,16736000,16011328,0,0,5000,0.2,1,0.2,0,0,0,0,0,2,0.1,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
645,69833,7742720,988711,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
646,69834,27531,10588,0,0,5000,0.02,1,0.3,0,0,0,0,0,0.2,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
647,69834,6004430,3875,0,0,1000,0.2,3,0.5,0,0,0,0,0,0.03,0.8,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
648,69835,16774359,18316,0,0,5000,0.03,1,0.2,0,0,0,0,0,1,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
649,69835,0,3354,0,0,1000,0.2,3,0.5,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
650,69791,16759854,3256817,2794464,0,50,0.025,4,0.4,0,0,0,0,0,4,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
651,69830,16736017,3256817,2794464,0,50,0.025,4,0.4,0,0,0,0,0,6,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
652,69831,16733701,8214487,8214487,0,50,0.02,4,0.6,0,0,0,0,0,6,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
653,69832,16736517,8214487,8214487,0,50,0.02,4,0.6,0,0,0,0,0,6,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
654,69833,16736000,8214487,8214487,0,50,0.02,4,0.6,0,0,0,0,0,2,0.2,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
655,69834,8805,1462381,1462381,0,50,0.02,3,0.8,0,0,0,0,0,2,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
656,69835,0,2079,330267,0,0,0,1,0,0,0,0,0,0,1,0.7,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
670,69859,3574227,1591426,0,0,1500,0.15,1,0.4,0,0,0,0,0,1,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
671,69859,6004430,2773381,0,0,800,0.1,1,0.3,0,0,0,0,0,1,0.7,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
672,69859,3574227,6980,859703,0,10,0.5,0.8,1,0,0,0,0,0,1,0.9,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
673,69858,16729088,16011328,0,0,1500,0.15,1,0.3,0,0,0,0,0,6,0.7,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
674,69858,16729088,7547941,0,0,800,0.1,1,0.5,0,0,0,0,0,3,0.4,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
675,69858,16736000,4273000,4273000,0,20,0.2,0.8,1,0,0,0,0,0,1,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
676,69857,16762984,16730418,0,0,1500,0.15,1,0.2,0,0,0,0,0,4,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
677,69857,16762191,988711,0,0,800,0.1,1,0.3,0,0,0,0,0,2,0.4,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
678,69857,16736517,8086452,7231398,0,20,0.15,0.8,1,0,0,0,0,0,2,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
679,69856,16753413,16758885,0,0,1000,0.1,1,0.15,0,0,0,0,0,3,0.85,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
680,69856,16273152,988711,0,0,800,0.1,1,0.4,0,0,0,0,0,2,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
681,69856,16733701,8942523,7561885,0,30,0.125,0.8,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
682,69855,16753413,45567,0,0,2000,0.15,1,0.15,0,0,0,0,0,3,0.85,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
683,69855,16753413,5534103,0,0,800,0.1,1,0.4,0,0,0,0,0,3,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
684,69855,16736017,1150413,947904,0,30,0.125,0.8,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
685,69854,16773064,6675199,0,0,2000,0.15,1,0.2,0,0,0,0,0,10,0.91,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
686,69854,16773064,2976402,0,0,800,0.1,1,0.3,0,0,0,0,0,1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
687,69854,16756736,2347740,2347740,0,30,0.125,0.8,1.25,0,0,0,0,0,4,0.6,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
691,69852,16752128,3970000,0,0,1000,0.1,1,0.15,0,0,0,0,0,4,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
692,69852,16765184,1325138,0,0,800,0.1,1,0.3,0,0,0,0,0,2,0.6,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
693,69852,16752128,1863069,1729937,0,20,0.125,0.8,1,0,0,0,0,0,3,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
694,69851,16752128,3113921,0,0,1500,0.15,1,0.15,0,0,0,0,0,4,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
695,69851,16765184,1325138,0,0,800,0.1,1,0.3,0,0,0,0,0,2,0.3,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
696,69851,16752128,1464194,1462904,0,20,0.125,0.8,1,0,0,0,0,0,3,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
697,69850,16773841,19053,0,0,1500,0.2,1,0.1,0,0,0,0,0,1,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
698,69850,8218418,1126472,0,0,800,0.1,1,0.3,0,0,0,0,0,3,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
699,69850,8218418,1201520,1266279,0,0,0.125,0.8,1,0,0,0,0,0,1,0.88,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
700,69849,25282,1050,0,0,1500,0.5,1,0.4,0,0,0,0,0,0.3,0.2,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
701,69849,4425215,1911668,0,0,700,0.1,1,2,0,50,1,50,0,5,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
702,69849,6856191,859703,859703,0,10,0.5,0.5,1.5,0,0,0,0,0,1,0.92,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
703,69860,16773064,45567,0,0,2000,0.15,1,0.2,0,0,0,0,0,20,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
704,69860,16773064,6552319,0,0,800,0.1,1,0.3,0,0,0,0,0,1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
705,69860,16756736,2347740,2347740,0,30,0.125,0.8,1.5,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
706,69861,16756263,6675199,0,0,1500,0.1,1,0.1,0,0,0,0,0,1,0.6,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
707,69861,16756263,1919850,0,0,800,0.1,1,0.3,0,0,0,0,0,2,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
708,69861,16752896,1472944,1929632,0,20,0.125,0.8,1,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
709,69873,27531,10588,0,0,5000,0.7,1,0.3,0,0,0,0,0,0.2,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
710,69873,6004430,3875,0,0,1000,0.2,3,0.5,0,0,0,0,0,0.03,0.8,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
711,69873,8805,8514,8514,0,0,0.3,1,0.5,0,0,0,0,0,2,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
712,69872,16736000,16011328,0,0,5000,0.7,1,0.2,0,0,0,0,0,2,0.1,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
713,69872,7742720,988711,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
714,69872,16736000,20840,732003,0,100,0.3,0.9,0.5,0,0,0,0,0,2,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
715,69871,16747269,1088705,0,0,5000,0.7,1,0.08,0,0,0,0,0,2,0.7,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
716,69871,14895104,989751,0,0,1000,0.4,3,1,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
