ID,Pos[0],Pos[1],Pos[2],Rot[0],Rot[1],Rot[2]
21720,3610.6086,1636.0781,742.481,0,0,54.32843
21721,3624.7744,1649.8594,742.6657,0,0,33.805817
21722,3637.611,1657.9098,742.6657,0,0,0
21749,3600.7031,1564.4479,757.963,0,0,87.71884
21750,3601.928,1575.1077,756.70233,0,0,87.32971
21751,3603.2205,1586.217,750.2382,0,0,86.55829
21752,3603.3604,1603.3264,742.973,0,0,84.84558
21753,3606.744,1628.3872,742.6657,0,0,81.151825
21754,3613.178,1649.9115,742.6657,0,0,54.32843
21755,3620.9211,1667.9462,742.973,0,0,33.805817
21756,3630.395,1685.2466,742.973,0,0,0
21757,3598.2405,1564.7726,757.963,0,0,87.71884
21758,3599.1807,1575.349,756.7157,0,0,87.32971
21759,3599.5842,1590.5764,747.9313,0,0,86.55829
21760,3601.928,1607.7483,742.973,0,0,84.84558
21761,3603.7883,1633.5243,742.6657,0,0,81.151825
21762,3599.9722,1654.1337,742.6657,0,0,54.32843
21763,3600.6624,1673.4966,744.0362,0,0,33.805817
21764,3596.2317,1692.2778,742.973,0,0,0
21765,3595.7483,1565.1459,757.963,0,0,87.71884
21766,3595.7517,1575.6927,756.7078,0,0,87.32971
21767,3597.4983,1591.901,747.28467,0,0,86.55829
21768,3601.4626,1605.4358,742.973,0,0,84.84558
21769,3601.132,1630.191,742.6657,0,0,81.151825
21770,3594.6528,1653.0764,742.481,0,0,54.32843
21771,3586.0217,1668.9774,742.6657,0,0,33.805817
21772,3573.8098,1682.9774,742.6657,0,0,0
21773,3593.0417,1567.1736,757.96295,0,0,87.71884
21774,3599.0166,1578.6146,754.8457,0,0,87.32971
21775,3598.823,1591.9514,747.1823,0,0,86.55829
21776,3599.3958,1604.3854,742.973,0,0,84.84558
21777,3602.04,1629.6685,742.6657,0,0,81.151825
21778,3588.0825,1648.8055,742.481,0,0,54.32843
21779,3574.2666,1663.0695,742.6657,0,0,33.805817
21780,3573.8098,1682.9774,742.6657,0,0,0
21781,3597.3828,1566.9913,757.96295,0,0,87.71884
21782,3601.4827,1579.9497,753.94086,0,0,87.32971
21783,3602.0652,1593.5399,746.0886,0,0,86.55829
21784,3602.2935,1617.1285,742.6657,0,0,84.84558
21785,3601.1128,1639.3507,742.6657,0,0,81.151825
21786,3587.8455,1655.8629,742.6657,0,0,54.32843
21787,3574.448,1671.7743,742.6657,0,0,33.805817
21788,3573.8098,1682.9774,742.6657,0,0,0
21972,3444.23,-278.36285,284.752,0,0,19.417236
21973,3450.2986,-203.03473,277.195,0,0,300.24057
21974,3400.6406,-216.94444,269.414,0,0,277.4342
21975,3369.6016,-405.6389,233.99934,0,0,0
21976,3432.4011,-366.49478,262.63882,0,0,0
21977,3455.6277,-351.217,274.11295,0,0,0
21978,3470.2405,-340.39584,282.89444,0,0,0
21979,3451.27,-244.11285,290.74088,0,0,0
21980,3440.7266,-251.24654,283.48694,0,0,358.15002
21981,3432.4531,-261.0955,275.51904,0,0,0
21982,3426.1746,-268.70312,266.73016,0,0,356.78564
21983,3377.408,-269.26215,276.681,0,0,10.500183
21984,3890.3845,-764.5469,232.34557,0,0,152.27118
21985,3739.2058,-788.94446,236.11385,0,0,135.07324
21986,3650.4219,-773.23785,227.37354,0,0,340.55835
21987,3547.2717,-697.9219,244.71251,0,0,10.208679
21988,3505.4202,-660.1042,232.6123,0,0,139.61368
21989,3573.2024,-682.09204,98.96059,0,0,146.65686
22046,3494.2805,-239.78645,276.681,0,0,30.01239
22081,3379.2205,-325.79688,257.81998,0,0,206.9159
22082,3310,-357,244,0,0,206.93353
22085,3341.184,-320.56424,264.90625,0,0,221.12561
22086,3271.16,-351.083,256,0,0,0
22097,3256.69,-334.212,257.936,0,0,43.1385
22098,3286.8665,-310.7934,291.32034,0,0,0
22099,3298.4,-360.25,245.416,0,0,37.00778
22100,3311.1875,-352.34723,288.68753,0,0,0
22101,3254.6372,-354.85764,252.30078,0,0,213.75775
22102,3216.7266,-378.47916,254.02242,0,0,217.7771
22103,3181.2544,-410.75,249.69084,0,0,0
22106,3254.6372,-354.85764,270.38876,0,0,213.75775
22107,3216.7266,-378.47916,272.11044,0,0,217.7771
22108,3181.2544,-410.75,267.77866,0,0,0
22236,1744.0173,-4363.644,174.9222,0,0,0
22250,1847.1719,-4412.2847,136.45688,0,0,308.15262
22251,1855.849,-4429.9272,142.7263,0,0,294.22668
22252,1858.9062,-4440.71,143.77979,0,0,244.10327
22253,1852.533,-4450.3228,143.613,0,0,212.44699
22254,1834.7552,-4456.0645,144.88704,0,0,168.81433
22255,1809.9879,-4441.9097,148.30296,0,0,126.15366
22261,1795.9028,-4402.889,150.8255,356.7983,3.3151388,159.4444
22263,2290.3838,4966.5347,73.866486,0,0,319.60477
22264,2305.6892,4968.0254,76.82871,0,0,333.59747
22265,2318.2222,4970.567,77.01053,0,0,356.31604
22266,2329.2292,4974.1294,77.17371,8.411175,1.2913009,13.449463
22267,2340.6355,4983.757,77.03518,0,0,34.169678
22268,2351.1338,5003.6963,74.82478,0,0,0
22272,1795.2743,-4424.363,165.65425,0,0,326.16034
22273,1804.9791,-4373.4985,176.5411,0,0,325.41483
22274,1843.7882,-4358.6094,182.7715,0,0,309.4358
22275,1881.0173,-4374.443,187.96016,0,0,307.38348
22276,1898.7656,-4386.384,186.4652,0,0,305.2362
22278,1844.151,-4437.6475,143.23273,0,0,307.099
22279,1867.8212,-4469.2847,153.48949,0,0,303.68936
22280,1892.3317,-4509.9204,164.4121,0,0,296.70245
22281,1903.7031,-4535.896,165.47917,0,0,292.42285
22410,2292.4426,4954.737,71.17643,0,0,319.60477
22411,2305.2551,4966.8525,73.44887,0,0,333.59747
22412,2317.5364,4979.007,78.18127,0,0,356.31604
22413,2326.5435,4989.1665,81.35663,8.411175,1.2913009,208.6709
22414,2336.3003,4997.529,79.93664,0,0,34.169678
22415,2346.783,5008.511,73.31242,0,0,0
22416,2287.9236,4952.5244,72.26983,0,0,319.60477
22417,2294.2153,4972.038,72.37524,0,0,333.59747
22418,2299.9792,4990.617,71.87824,0,0,356.31604
22419,2306.7969,5004.032,71.24571,8.411175,1.2913009,208.6709
22420,2325.9307,5012.6084,69.12762,0,0,34.169678
22421,2344.1685,5014.047,70.02419,0,0,0
22864,-35.730957,-3.3076172,-0.0041980743,0,0,241.99207
22865,-35.777832,-22.124023,-0.00031280518,0,0,280.461
22866,0.4506836,-19.867188,-0.00011253357,0,0,20.621735
22867,60.1875,-3.3125,1.9784565,0,0,131.89288
22868,12.835449,26.310547,-0.009237289,0,0,125.8707
22870,-35.87744,-5.989258,0.00024986267,0,0,59.53656
22871,-17.095703,25.942383,0.00025749207,0,0,46.286266
22872,4.9277344,36.69043,-0.0002861023,0,0,2.3196385
22873,37.364746,28.148438,-0.035564423,0,0,320.7779
22874,46.18701,3.0136719,0.00025749207,0,0,266.75284
22875,34.6958,-18.894531,0.00024986267,0,0,211.50832
22876,7.020996,-20.995117,0.00018882751,0,0,187.8271
22877,-15.729004,-25.826172,-0.0006313324,0,0,188.28564
22878,-25.328125,-25.706055,0.00023651123,0,0,179.28308
22900,3634.4583,-654.17017,9.102183,0,0,281.15482
22901,3636.1963,-662.9844,8.3765,0,0,279.2342
22902,3636.7961,-668.55035,-2.486474,0,0,276.04086
22903,3637.192,-672.3924,-16.008097,0,0,275.88104
22904,3660.79,-641.2465,4.5441155,0,0,315.41437
22905,3665.9158,-646.29865,4.019746,0,0,316.26205
22906,3672.126,-652.09375,-7.2418485,0,0,320.6707
22907,3674.6223,-653.4323,-21.95646,0,0,322.59467
22908,3666.6633,-636.3594,5.4871497,0,0,343.87653
22909,3671.9783,-637.8958,3.8455243,0,0,344.97763
22910,3676.8716,-639.09894,-1.5392066,0,0,352.16373
22911,3681.389,-639.191,-16.478882,0,0,358.83252
22912,3656.3281,-646.80206,5.1526475,0,0,299.6286
22913,3659.0208,-651.53644,4.13446,0,0,295.7854
22914,3662.3342,-659.2344,-6.8393197,0,0,287.9163
22915,3664.257,-667.73267,-30.368483,0,0,282.74927
23007,3258.454,-360.39932,270.38876,0,0,213.75775
23008,3220.5425,-384.02084,272.11044,0,0,217.7771
23009,3185.0703,-416.29166,267.77866,0,0,0
23010,3165.7734,-425.3212,244.71886,0,0,216.65747
23011,3148.1667,-437.34027,245.9406,0,0,213.86707
23012,3124.7092,-452.1059,238.63113,0,0,0
23941,-389.96353,1915.5452,134.56252,0,0,180.85788
23942,-372.59027,1914.9896,133.86111,0,0,92.80405
23943,-384.4271,1943.1685,128.56532,0,0,59.336548
23944,-394.7934,1944.3854,129.51056,0,0,71.00888
23945,-378.56424,1937.1233,129.19687,0,0,44.326813
23946,-357.5625,1862.125,145.09201,0,0,0
23947,-439.60764,1835.2986,144.133,0,0,4.2627563
23948,-435.47916,1833.8889,144.12576,0,0,4.2627563
23949,-475.79166,1811.5312,150.25694,0,0,57.51773
23950,-445.73438,1830.1233,144.52296,0,0,0
23951,-488.99826,1912.9688,130.0625,0,0,0
23952,-486.28473,1916.5885,129.39497,0,0,0
23953,-484.717,1912.5139,130.35555,0,0,0
23954,-482.10245,1915.7084,129.85948,0,0,0
23955,-490.04166,1917.0312,129.1295,0,0,0
23956,-466.91666,1821.8195,149.14832,0,0,48.740387
23957,-464.64062,1818.6927,149.1284,0,0,0
23958,-452.3854,1828.2587,145.3123,0,0,42.1864
23959,-470.68402,1816.6598,150.06258,0,0,56.465027
23960,-425.30728,1853.9045,141.95284,0,0,65.018616
23961,-343.77258,2422.3838,166.72176,0,0,199.3514
23966,-414.87326,1904.2048,130.77176,0,0,308.8707
23967,-399.54688,1893.5,132.9453,0,0,19.041656
23968,-411.97916,1901.5452,130.77785,0,0,204.73108
23969,-420.91495,1923.7812,131.6622,0,0,220.41699
23970,-414.18057,1899.1111,130.80342,0,0,62.833557
23971,-422.38715,1921.467,132.51817,0,0,123.79028
23972,-424.1059,1923.731,132.5175,0,0,323.14758
23973,-395.69446,1894.1736,134.08788,0,0,192.98038
23974,-453.6111,1825.0173,145.96701,0,0,44.977295
23975,-455.97916,1828.2205,145.97798,0,0,37.921997
23976,-457.06598,1823.3091,146.86194,0,0,43.018738
23977,-468.4184,1813.5435,150.01802,0,0,53.988586
23978,-470.69098,1814.026,150.17336,0,0,56.92737
23979,-472.9566,1815.9827,150.27536,0,0,37.308014
23980,-425.36633,1847.2048,143.18414,0,0,75.39047
23981,-427.8646,1848.599,143.18073,0,0,64.84891
23982,-459.0486,1825.8854,146.83714,0,0,37.851135
23983,-473.56076,1818.974,150.24734,0,0,36.382843
23984,-428.62848,1842.8854,143.78658,0,0,74.1268
23985,-430.77258,1849.9341,143.17099,0,0,53.58023
23986,-431.37674,1843.9185,143.81061,0,0,62.709503
23987,-433.94965,1845.1979,143.94376,0,0,53.7088
23988,-477.25174,1807.3351,150.11111,0,0,58.730347
23989,-479.99133,1809.2344,150.07812,0,0,58.562805
23990,-479.62152,1804.25,149.9427,0,0,55.902527
23991,-482.1354,1806.0591,149.94966,0,0,56.18622
23992,-481.92535,1800.5625,149.7118,0,0,58.539368
23993,-484.36285,1802.4305,149.73611,0,0,62.558105
23994,-483.61807,1796.9844,149.491,0,0,56.142273
23995,-486.78125,1798.3177,149.44444,0,0,56.30011
23997,-355.71875,2417.7847,181.9139,0,0,199.35138
23998,-252.42882,2272.4011,190.92513,0,0,199.35138
23999,-290.28473,2327.2239,190.92513,0,0,199.35138
24003,-389.658,1916.566,134.55383,0,0,91.50244
24004,-389.58682,1918.3212,134.19629,0,0,87.67804
24006,-378.81772,1910.1771,133.59422,0,0,177.00902
24007,-385.49478,1910.526,133.63194,0,0,152.22516
24008,-380.61978,1918.3716,136.61548,0,0,199.35138
24009,-390.59723,1918.4653,136.50764,0,0,199.35138
24010,-387.18057,1914.5817,134.48532,0,0,111.31158
24011,-366.76215,1897.0973,136.2383,0,0,199.35138
24012,-405.6389,1936.9062,135.07613,0,0,199.35138
24013,-411.0955,1908.4479,130.64291,0,0,65.45781
24014,-405.842,1919.9531,130.17,0,0,57.07473
24015,-397.408,1929.5851,128.90483,0,0,34.520466
24016,-392.64584,1929.0295,128.63737,0,0,343.9086
24017,-392.28647,1928.1077,128.78023,0,0,291.29736
24018,-396.05902,1902.5087,131.97668,0,0,139.73415
24019,-403.8559,1909.1129,130.65527,0,0,96.690735
24020,-398.96527,1927.283,129.39113,0,0,67.474236
24021,-395.72745,1928.7118,128.8972,0,0,358.17526
24022,-394.17188,1927.1302,128.91249,0,0,350.04218
24023,-407.10245,1909.4236,130.57233,0,0,62.8842
24024,-405.37326,1912.8004,130.33678,0,0,67.68515
24025,-404.86285,1914.8802,130.28714,0,0,52.335133
24026,-403.17014,1915.6545,130.47176,0,0,38.21103
24027,-415.96008,1923.4062,130.59628,0,0,356.16916
24028,-407.9479,1922.8698,130.14752,0,0,354.54446
24029,-402.6354,1922.1337,130.01424,0,0,352.11148
24030,-412.04514,1905.1094,130.74127,0,0,60.940163
24031,-406.56076,1914.9791,130.29085,0,0,60.940163
24032,-415.4566,1921.0851,130.86612,0,0,6.0631275
24033,-411.38715,1921.5173,130.14882,0,0,352.9257
24034,-405.73438,1919.8785,130.17165,0,0,343.8326
24035,-417.30383,1922.5938,131.02196,0,0,354.94864
24036,-406.717,1921.658,130.14853,0,0,354.94864
24037,-397.37326,1903.6129,131.51186,0,0,139.734
24038,-405.45486,1910.4584,130.51503,0,0,115.27905
24039,-403.7396,1917.0938,130.23842,0,0,70.55386
24040,-403.0521,1917.2639,130.26509,0,0,13.902118
24041,-385.75,1937.2466,128.56532,0,0,264.61087
24042,-386.38022,1930.566,128.56532,0,0,264.61087
24043,-380.4375,1933.7656,129.0793,0,0,240.64609
24044,-381.75174,1931.4288,129.19254,0,0,240.64609
24045,-394.78473,1939.0625,128.64743,0,0,290.7805
24046,-392.68576,1933.5312,128.56616,0,0,290.7805
24047,-386.08853,1903.7899,143.32018,351.11508,1.7882622,184.11588
24048,-392.2396,1903.3473,142.50885,0,0,174.82828
24049,-402.08682,1905.2379,141.71342,0,0,161.29002
24050,-411.84723,1909.9879,140.79692,0,0,131.31067
24051,-413.23264,1917.9202,140.44188,0,0,70.666885
24052,-406.50174,1925.224,139.00438,0,0,27.151106
24053,-383.47745,1939.7361,128.56532,0,0,69.09874
24054,-377.02777,1956.625,128.56532,0,0,69.48755
24055,-368.2257,1980.5017,127.53114,0,0,69.76377
24056,-376.77603,1941.6146,129.02219,0,0,72.18738
24057,-371.5955,1957.7379,128.56532,0,0,73.501305
24058,-365.30902,1980.3298,127.46951,0,0,74.45015
24059,-387.592,1941.5798,128.56532,0,0,66.27515
24060,-380.20486,1960.8473,128.56532,0,0,68.56619
24061,-372.1111,1981.0139,127.84251,0,0,68.13225
24062,-374.67535,1916.7552,133.74359,0,0,357.0437
24063,-362.36978,1916.1198,133.89627,0,0,358.64447
24064,-348.33508,1916.132,134.97577,0,0,357.06873
24065,-337.3837,1914.8403,134.21745,0,0,7.9121075
24066,-331.5955,1918.4584,138.07278,0,0,17.595177
24067,-321.10245,1920.0035,140.78593,0,0,8.376958
24068,-410.10764,1936.1736,131.05571,0,0,143.12794
24069,-424.47223,1946.9479,131.24886,0,0,143.25095
24070,-438.04514,1957.0348,130.4942,0,0,147.415
24071,-445.63196,1960.4723,127.74894,0,0,153.43152
24072,-461.12152,1968.5747,122.73093,0,0,159.72198
24073,-405.8455,1937.5226,130.7139,0,0,0
24074,-420.8212,1946.4844,131.24373,0,0,149.10277
24075,-434.3264,1955.3351,131.14394,0,0,146.76093
24076,-445.4236,1962.5452,127.79514,0,0,146.98744
24077,-453.50174,1967.1198,123.9537,0,0,138.04178
24078,-458.77432,1974.5486,123.68851,0,0,130.00085
24082,-394.1875,1927.6875,136.74387,0,0,354.0265
24083,-400.87674,1914.3438,131.85117,0,0,69.50818
24084,-399.30557,1918.4392,131.85117,0,0,69.21811
24085,-398.22745,1921.3247,131.85117,0,0,65.01761
24086,-406.6059,1916.6528,131.85117,0,0,69.50845
24087,-405.03647,1920.7466,131.85117,0,0,69.23809
24088,-403.96008,1923.632,131.85117,0,0,65.01761
24089,-320.08334,1924.125,139.57779,0,0,246.39603
24090,-318.93228,1925.1354,139.34834,0,0,249.92859
24091,-310.6389,1912.7552,142.66963,0,0,147.48038
24092,-317.05902,1918.2743,141.6411,0,0,166.31647
24093,-458.99478,1977.9305,124.2553,0,0,276.23776
24094,-473.46182,1979.6615,121.05491,0,0,330.31805
24096,-465.03473,1969.731,121.78062,0,0,338.29944
24097,-349.59375,1867.6702,142.3147,0,0,62.52542
24098,-346.72745,1873.1823,143.08978,0,0,62.855312
24099,-341.8889,1882.6979,141.94513,0,0,59.144527
24100,-337.58334,1888.4879,141.0048,0,0,46.487095
24101,-328.7309,1896.5573,143.30501,0,0,45.180958
24102,-321.42535,1904.7483,142.35974,0,0,77.48071
24105,-345.9514,1874.3942,146.07173,0,0,59.225315
24459,-422.5104,1860.2327,140.2841,0,0,72.90022
24460,-413.01215,1891.1077,130.96701,0,0,73.95361
24461,-404.78473,1921.8611,130.12965,0,0,63.623627
24462,-388.0816,1941.382,128.56598,0,0,45.636574
24463,-360.66495,1966.9723,130.58855,0,0,37.571583
24464,-352.43924,1968.8021,136.69966,0,0,30.402449
24465,-346.52777,1975.2673,137.52296,0,0,57.917786
24468,-419.30557,1859.7396,140.21637,0,0,73.272316
24469,-410.03473,1890.5868,131.01389,0,0,74.86069
24470,-402.625,1921.3923,130.12848,0,0,63.859848
24471,-385.49478,1940.5903,128.56598,0,0,45.217434
24472,-359.78125,1964.5625,131.05208,0,0,36.669033
24473,-351.32465,1966.0312,136.94618,0,0,30.788054
24474,-340.6962,1975.9341,137.1184,0,0,44.546814
24475,-422.08508,1860.5052,140.18547,0,0,73.27906
24476,-412.84897,1891.25,130.94427,0,0,74.02942
24477,-404.59027,1921.6354,130.13194,0,0,63.70188
24478,-387.89062,1941.7535,128.56598,0,0,45.864983
24479,-360.58682,1966.9879,130.61111,0,0,37.36182
24480,-352.3455,1968.8923,136.73958,0,0,27.584314
24481,-342.71527,1976.3247,137.20285,0,0,26.406006
24482,-419.2934,1859.4791,140.27321,0,0,73.16935
24483,-409.89062,1890.5625,131.01389,0,0,74.87988
24484,-402.61807,1921.1945,130.15698,0,0,64.018936
24485,-385.1962,1941.2361,128.56598,0,0,45.115593
24486,-359.67014,1964.316,131.06944,0,0,36.21658
24487,-351.1441,1966.1736,137.03299,0,0,39.0579
24488,-344.24652,1976.8317,137.03706,0,0,57.202545
24489,-424.97397,1861.618,140.06648,0,0,72.479294
24490,-415.3507,1892.1007,130.82466,0,0,73.75714
24491,-407.3854,1921.9896,130.14796,0,0,63.757816
24492,-390.49478,1942.5209,128.56598,0,0,45.519924
24493,-361.31598,1968.9028,130.15149,0,0,37.276512
24494,-353.58508,1970.6146,135.99147,0,0,31.784864
24495,-347.96875,1977.1736,136.53804,0,0,44.65033
24496,-422.11633,1860.7709,140.12248,0,0,73.0046
24497,-412.69446,1891.5973,130.88426,0,0,74.47272
24498,-405.06598,1922.1389,130.12906,0,0,63.663372
24499,-387.81424,1941.8577,128.56598,0,0,44.787315
24500,-360.23438,1966.6389,130.7552,0,0,37.270786
24501,-352.35245,1968.8438,136.73958,0,0,44.763676
24502,-349.6736,1977.1129,136.2357,0,0,48.646057
24503,-424.967,1861.7535,140.03018,0,0,72.29302
24504,-415.13715,1892.5416,130.82118,0,0,73.710815
24505,-407.22916,1922.4548,130.14708,0,0,64.26877
24506,-390.95312,1942.7223,128.61111,0,0,45.153122
24507,-360.8889,1969.0435,130.27005,0,0,36.90878
24508,-353.4045,1970.9236,136.06271,0,0,39.322407
24509,-351.2795,1976.9149,136.00198,0,0,51.39148
24510,-427.6545,1843.5938,143.76237,0,0,64.505035
24511,-418.81424,1862.132,139.60757,0,0,65.248116
24512,-412.90103,1875.5938,135.05684,0,0,71.597786
24513,-410.62848,1886.7361,131.86893,0,0,76.89229
24514,-408.02777,1896.5226,130.77966,0,0,64.88306
24515,-403.625,1901.6754,130.77606,0,0,49.488194
24516,-432.1389,1845.6528,143.80998,0,0,67.80176
24517,-422.9271,1863.7604,139.35509,0,0,65.276405
24518,-417.6684,1877.0798,134.8072,0,0,72.272606
24519,-415.22397,1887.8577,131.52827,0,0,68.894196
24520,-409.6545,1897.842,130.78514,0,0,56.49646
24521,-405.1771,1903.0348,130.77606,0,0,49.23064
24522,-439.5,1835.276,144.13405,0,0,51.404594
24523,-428.78995,1848.6945,143.21109,0,0,57.503803
24524,-421.81946,1863.033,139.50328,0,0,68.35639
24525,-414.06598,1885.8004,132.11096,0,0,77.72586
24526,-414.25348,1897.8091,130.80652,0,0,108.28558
24527,-421.85938,1909.3854,131.59486,0,0,129.27501
24528,-436.37848,1924.8646,133.86368,0,0,131.78412
24529,-449.92883,1940.7969,134.14388,0,0,130.38112
24530,-446.27084,1831.6615,144.44695,0,0,37.82788
24531,-433.5104,1841.5695,143.927,0,0,48.81719
24532,-424.5486,1856.4896,141.3163,0,0,63.522633
24533,-415.6337,1877.4601,134.59637,0,0,71.09772
24534,-412.09723,1892.8524,130.84937,0,0,76.7497
24535,-408.38715,1908.2344,130.62442,0,0,75.64054
24536,-404.22916,1923.5868,130.0236,0,0,68.82828
24537,-398.87326,1932.7986,128.67055,0,0,64.32384
24538,-392.8212,1947.316,129.55676,0,0,67.74897
24539,-388.90277,1957.1685,130.57686,0,0,72.5061
24540,-384.10938,1974.9567,130.57259,0,0,74.91871
24541,-444.4479,1830.3438,144.47607,0,0,37.09136
24542,-431.1111,1840.4271,143.8576,0,0,49.198338
24543,-422.0729,1856.2639,141.16148,0,0,63.54137
24544,-413.2361,1876.3438,134.85593,0,0,71.79408
24545,-410.1875,1892.401,130.81302,0,0,77.42543
24546,-406.2066,1907.8577,130.66808,0,0,74.71808
24547,-402.05557,1922.1632,130.03262,0,0,67.84089
24548,-396.467,1931.7726,128.65193,0,0,64.23538
24549,-390.17014,1946.7882,129.02998,0,0,68.288246
24550,-386.6389,1956.4548,129.85823,0,0,71.17053
24551,-381.18924,1973.125,129.73749,0,0,71.89691
24552,-447.54688,1833.4791,144.39403,0,0,39.80172
24553,-435.80557,1843.2622,144.10847,0,0,48.308052
24554,-426.59027,1857.007,141.37744,0,0,62.94623
24555,-417.87674,1878.368,134.36275,0,0,71.0488
24556,-414.12326,1893.3142,130.82272,0,0,76.45546
24557,-410.56772,1908.7084,130.61972,0,0,74.76086
24558,-405.783,1923.9288,130.07729,0,0,69.38174
24559,-401.20486,1933.5938,128.8993,0,0,64.9894
24560,-394.50522,1948.1024,130.08998,0,0,67.31321
