ID,EnumID,Field_12_1_5_69594_001
1178,179,2
1179,180,2
1180,181,2
1181,182,2
1182,183,2
1183,184,2
1184,185,2
1185,186,2
1186,187,2
1187,188,2
1191,189,2
1192,190,2
1193,191,2
1194,192,2
1195,193,2
1196,194,2
1197,195,2
1198,196,2
1199,197,2
1200,198,2
1201,199,2
1202,200,2
1203,201,2
1204,202,2
1205,203,2
1206,204,2
1207,205,2
1208,206,2
1209,207,2
1210,208,2
1211,209,2
1212,210,2
1213,211,2
1214,212,2
1215,213,2
1216,214,2
1217,215,2
1218,216,2
1219,217,2
1220,218,2
1221,219,2
1222,220,2
1223,221,2
1224,222,2
1225,223,2
1226,224,2
1227,225,2
1228,226,2
1229,227,2
1230,228,2
1231,229,2
1232,230,2
1233,231,2
1234,232,2
1235,233,2
1236,234,2
1238,235,2
1239,236,2
1240,237,2
1241,238,2
1242,239,2
1243,240,2
1244,241,2
1245,242,2
1246,243,2
1247,244,2
1248,245,2
1249,246,2
1250,247,2
1251,248,2
1254,249,2
1255,250,2
1256,251,2
1257,252,2
1258,253,2
1259,254,2
1260,255,2
1261,256,2
1262,257,2
1263,258,2
1264,259,2
1265,260,3
1266,261,2
1267,262,2
1268,263,2
1269,264,2
1272,265,2
1273,266,2
1274,267,2
1275,268,2
1276,269,2
1277,270,2
1278,271,2
1279,272,2
1280,273,2
1281,274,2
1282,275,2
1283,276,2
1284,277,2
1285,278,2
1286,279,2
1287,280,2
1288,281,2
1289,282,2
1290,283,2
1291,284,2
1292,285,2
1293,286,2
1294,287,2
1295,288,2
1296,289,2
1297,290,2
1298,291,2
1299,292,2
1300,293,2
1301,294,2
1302,295,2
1303,296,2
1304,297,2
1305,298,2
1306,299,2
1307,300,2
1308,301,2
1309,302,2
1310,303,2
1311,304,2
1312,305,2
1313,306,2
1314,307,2
1315,308,2
1316,309,2
1317,310,2
1318,311,2
1319,312,2
1320,313,2
1321,314,2
1322,315,2
1323,316,2
1324,317,2
1325,318,2
1326,319,2
1327,320,2
1328,321,2
1329,322,2
1330,323,2
1331,324,2
1332,325,2
1333,326,2
1334,327,2
1335,328,2
1336,329,2
1337,330,2
1338,331,3
1339,332,2
1340,333,2
1341,334,2
1342,335,2
1345,336,2
1346,337,2
1347,338,2
1348,339,2
1349,340,2
1350,341,2
1351,342,2
1352,343,2
1353,344,2
1354,345,2
1355,346,2
1356,347,2
1357,348,2
1358,349,2
1359,350,2
1360,351,2
1361,352,2
1362,353,2
1363,354,2
1364,355,2
1365,356,2
1366,357,2
1367,358,2
1368,359,2
1369,360,2
1370,361,2
1371,362,2
1372,363,2
1373,364,2
1374,365,2
1375,366,2
1376,367,2
1377,368,2
1378,369,2
1379,370,2
1380,371,2
1381,372,2
1383,373,2
1384,374,2
1385,375,2
1386,376,2
1387,377,2
1388,378,2
1389,379,2
1390,380,2
1391,381,2
1392,382,2
1393,383,2
1394,384,2
1395,385,2
1397,386,2
1399,387,2
1400,388,2
1401,389,2
1402,390,2
1403,391,2
1404,392,2
1405,393,2
1406,394,2
1407,395,2
1408,396,2
1409,397,2
1410,398,2
1411,399,2
1412,400,2
1413,401,2
1416,402,2
1417,403,2
1418,404,2
1419,405,2
1420,406,2
1421,407,2
1422,408,2
1423,409,2
1424,410,2
1425,411,2
1426,412,2
1427,413,2
1428,414,2
1429,415,2
1430,416,2
1431,417,2
1432,418,2
1433,419,2
1434,420,2
1435,421,2
1436,422,2
1438,423,2
1439,424,2
1440,425,2
1441,426,2
1442,427,2
1443,428,2
1444,429,2
1445,430,2
1446,431,2
1447,432,2
1448,433,2
1450,434,2
1451,435,2
1452,436,2
1453,437,2
1454,438,2
1455,439,2
1456,440,2
1457,441,2
1458,442,2
1459,443,2
1460,444,2
1461,445,2
1462,446,2
1463,447,2
1464,448,2
1465,449,2
1466,450,2
1467,451,2
1469,452,2
1470,453,2
1471,454,2
1472,455,2
1473,456,2
1474,457,2
1476,458,2
1478,459,2
1479,460,2
1480,461,2
1485,462,2
1486,463,2
1487,464,2
1488,465,2
1489,466,2
1490,467,2
1491,468,2
1492,469,2
1493,470,2
1494,471,2
1495,472,2
1496,473,2
1497,474,2
1498,475,2
1499,476,2
1500,477,2
1501,478,2
1502,479,2
1503,480,2
1505,481,2
1507,482,2
1508,483,2
1509,484,2
1510,485,2
1511,486,2
1512,487,2
1513,488,2
1514,489,2
1515,490,2
1516,491,2
1518,492,2
1521,493,2
1645,494,2
1647,495,2
1648,496,2
1650,497,2
1651,498,2
1652,499,2
1654,500,2
1656,501,2
1657,502,2
1659,503,2
1663,504,2
1664,505,2
1665,506,2
1671,507,2
1676,508,2
1677,509,2
1678,510,2
1679,511,2
1683,513,2
1684,514,2
1685,515,2
1686,516,2
1687,512,2
1688,517,2
1689,518,2
1690,519,2
1691,520,2
1692,521,2
1693,522,2
1694,523,2
1695,524,2
1696,525,2
1699,526,2
1700,527,2
1701,528,2
1702,529,2
1703,530,2
1704,531,2
1705,532,2
1706,533,2
1707,534,2
1708,535,2
1709,536,2
1711,537,2
1712,538,2
1714,540,2
1715,539,2
1716,541,2
1717,542,2
1718,543,2
1719,544,2
1720,545,2
1723,546,2
1724,547,2
1725,548,2
2232,549,2
2233,550,2
2234,551,2
2235,552,2
2236,553,2
2237,554,2
2238,555,2
2239,556,2
2240,557,2
2241,558,2
2242,559,2
2243,560,2
2244,561,2
2245,562,2
2246,563,2
2247,564,2
2248,565,2
2249,566,2
2250,567,2
2251,568,2
2252,569,2
2253,570,2
2254,571,2
2255,572,2
2256,573,2
2257,574,2
2258,575,2
2259,576,2
2260,577,2
2261,578,2
2262,579,2
2263,580,2
2266,583,2
2267,584,2
2268,585,2
2269,586,2
2270,587,2
2271,588,2
2272,589,2
2273,590,2
2274,591,2
2275,592,2
2276,593,2
2277,594,2
2278,595,2
2279,596,2
2280,597,2
2281,598,2
2282,599,2
2283,600,2
2284,601,2
2285,602,2
2286,603,2
2287,604,2
2288,606,2
2289,607,2
2290,608,2
2291,609,2
2292,610,2
2293,611,2
2294,612,2
2295,613,2
2296,614,2
2297,615,2
2298,616,2
2299,617,2
2300,618,2
2301,619,2
2302,620,2
2303,621,2
2304,622,2
2305,623,2
2306,624,2
2307,625,2
2308,626,2
2309,627,2
2310,628,2
2311,629,2
2312,630,2
2313,631,2
2314,632,2
2315,633,2
2316,605,2
2317,634,2
2320,635,2
2321,636,2
2322,637,2
2323,638,2
2324,639,2
2337,640,2
2338,641,2
2339,642,2
2340,643,2
2360,650,2
2372,656,2
2373,657,2
2374,658,0
2375,665,2
2378,668,2
