ID,DifficultyID,ContentTuningID
4736,1,2914
4737,1,2915
4738,1,2916
4739,205,2917
4740,205,2918
4741,205,2919
4742,205,2920
4743,205,2921
4744,205,2922
4745,24,2926
4746,1,2927
4747,2,2928
4748,23,2929
4749,33,2930
4750,17,2932
4751,14,2933
4752,15,2934
4753,1,2937
4754,1,2938
4755,1,2939
4756,1,2940
4757,220,2942
4758,24,2945
4759,24,2946
4760,24,2947
4761,24,2948
4762,24,2949
4763,1,2951
4764,2,2952
4765,23,2953
4766,33,2954
4767,205,2955
4768,205,2956
4769,205,2958
4770,1,2973
4771,1,2974
4772,1,2975
4773,1,2976
4774,1,2977
4775,14,2979
4776,15,2980
4777,16,2981
4778,17,2982
4779,220,2983
4780,208,3013
4781,208,3014
4782,1,3032
4783,1,3033
4784,1,3034
4785,1,3035
4786,1,3036
4787,1,3037
4788,1,3038
4789,1,3039
4790,1,3040
4791,208,3128
4792,208,3129
4793,15,3325
4794,19,3344
4795,232,3361
4796,24,3594
4797,24,3595
4798,232,4271
4799,220,3227
4800,14,3228
4801,15,3229
4802,16,3230
4803,17,3231
4804,1,3411
4805,1,3413
4806,14,3415
4807,1,3418
4808,1,3420
4809,1,3422
4810,15,3424
4811,17,3428
4812,14,3430
4813,16,3432
4814,23,3434
4815,2,3436
4816,16,3438
4817,14,3440
4818,14,3442
4819,15,3444
4820,15,3446
4821,14,3448
4822,17,3450
4823,16,3457
4824,1,3459
4825,17,3461
4826,16,3463
4827,16,3465
4828,17,3467
4829,15,3469
4830,15,3471
4831,17,3473
4832,1,3493
4833,2,3495
4834,2,3497
4835,23,3499
4836,23,3501
4837,23,3503
4838,1,3505
4839,23,3507
4840,23,3509
4841,2,3511
4842,23,3514
4843,2,3516
4844,23,3519
4845,23,3521
4846,23,3523
4847,23,3525
4848,23,3527
4849,2,3529
4850,23,3531
4851,2,3534
4852,2,3536
4853,1,3538
4854,2,3540
4855,2,3542
4856,2,3544
4857,2,3546
4858,1,3548
4859,2,3550
4860,2,3552
4861,1,3554
4862,1,3556
4863,1,3558
4864,1,3560
7401,23,4576
7501,23,5011
7528,208,5096
7529,208,5097
7863,8,5754
