ID,Hand,Duration,FadeOutTime,EdgeLifeSpan,InitialDelay,SmoothSampleAngle,OverrideAttachTop,OverrideAttachBot,Flags,WeaponTrailID
134,0,0.2,0.15,0.33,0.5,60,0,0,0,409
135,0,0.4,0.1,0.2,0.2,60,0,0,0,413
136,0,0.35,0.15,0.3,0.33,60,0,0,0,417
137,0,0.3,0.18,0.2,0.1,60,0,0,0,326
138,0,0.3,0.18,0.2,0.4,60,0,0,0,330
139,0,0.13,0.15,0.3,0.11,60,0,0,0,349
140,0,0.16,0.15,0.2,0.22,60,0,0,0,353
141,0,0.2,0.15,0.15,0.15,60,0,0,0,357
142,0,0.22,0.2,0.13,0.12,60,0,0,0,361
143,0,0.2,0.15,0.2,0.15,60,0,0,0,373
144,0,0.3,0.2,0.2,0.15,60,0,0,0,377
145,0,0.2,0.15,0.15,0.1,60,0,0,0,389
146,0,0.32,0.15,0.18,0.3,60,0,0,0,393
147,0,0.2,0.15,0.2,0.12,60,0,0,0,381
148,0,0.2,0.15,0.2,0.12,60,0,0,0,385
149,0,0.2,0.15,0.17,0.1,60,0,0,0,317
150,2,0.2,0.15,0.2,0.09,60,0,0,0,321
151,2,0.15,0.15,0.2,0.4,60,0,0,0,333
152,2,0.2,0.15,0.2,0.15,60,0,0,0,337
153,2,0.15,0.15,0.15,0.2,60,0,0,0,341
154,2,0.2,0.15,0.15,0.2,60,0,0,0,345
155,2,0.2,0.15,0.2,0.25,60,0,0,0,364
156,2,0.2,0.15,0.2,0.25,60,0,0,0,368
157,0,0.15,0.15,0.15,0.15,60,0,0,0,396
158,2,0.15,0.1,0.2,0.45,60,0,0,0,400
159,0,0.15,0.15,0.15,0.15,60,0,0,0,404
160,2,0.15,0.15,0.15,0.25,60,0,0,0,408
161,2,0.2,0.15,0.15,0.7,60,0,0,0,412
162,0,0.1,0.1,0.15,0.6,60,0,0,0,416
163,2,0.15,0.1,0.15,0.15,60,0,0,0,325
164,2,0.15,0.15,0.15,0.12,60,0,0,0,329
165,2,0.15,0.15,0.15,0.28,60,0,0,0,348
166,2,0.15,0.15,0.15,0.3,60,0,0,0,352
167,2,0.15,0.15,0.15,0.05,60,0,0,0,356
168,2,0.1,0.2,0.15,0.15,60,0,0,0,360
169,2,0.15,0.15,0.15,0.1,60,0,0,0,372
170,2,0.2,0.15,0.15,0.23,60,0,0,0,376
171,2,0.3,0.15,0.15,0.12,60,0,0,0,388
172,2,0.15,0.15,0.2,0.15,60,0,0,0,392
173,2,0.2,0.15,0.15,0.4,60,0,0,0,380
174,2,0.2,0.15,0.15,0.4,60,0,0,0,384
175,0,0.15,0.1,0.15,0.25,60,0,0,0,320
176,0,0.15,0.1,0.15,0.2,60,0,0,0,324
177,2,0.2,0.15,0.15,0.45,60,0,0,0,336
178,2,0.2,0.15,0.15,0.3,60,0,0,0,340
179,2,0.2,0.15,0.15,0.7,60,0,0,0,344
180,0,0.2,0.15,0.15,0.25,60,0,0,0,347
181,0,0.2,0.15,0.15,0.25,60,0,0,0,367
182,0,0.2,0.15,0.15,0.25,60,0,0,0,371
183,2,0.15,0.15,0.15,0.45,60,0,0,0,399
184,2,0.15,0.15,0.15,0.5,60,0,0,0,403
185,0,0.15,0.15,0.15,0.25,60,0,0,0,407
186,2,0.2,0.15,0.15,0.9,60,0,0,0,411
187,2,0.2,0.15,0.15,0.6,60,0,0,0,415
188,0,0.3,0.15,0.15,0.1,60,0,0,0,419
189,0,0.3,0.15,0.15,0.4,60,0,0,0,328
190,0,0.2,0.15,0.15,0.4,60,0,0,0,332
191,2,0.3,0.15,0.15,0.4,60,0,0,0,351
192,2,0.2,0.15,0.15,0.25,60,0,0,0,355
193,0,0.2,0.15,0.15,0.5,60,0,0,0,359
194,1,0.2,0.15,0.15,0.35,60,0,0,0,363
195,2,0.2,0.15,0.15,0.6,60,0,0,0,375
196,2,0.15,0.15,0.15,0.6,60,0,0,0,391
197,0,0.2,0.15,0.15,0.6,60,0,0,0,395
198,1,0.15,0.15,0.15,0.65,60,0,0,0,407
199,1,0.15,0.15,0.15,0.28,60,0,0,0,383
200,1,0.15,0.15,0.15,0.28,60,0,0,0,387
201,1,0.1,0.15,0.15,0.5,60,0,0,0,416
203,2,0.2,0.1,0.13,0.3,60,0,0,0,422
204,2,0.6,0.15,0.22,0.1,60,0,0,0,434
205,2,0.2,0.2,0.12,0.28,60,0,0,0,442
206,0,0.22,0.2,0.13,0.12,60,0,0,0,424
207,0,0.2,0.25,0.3,0.5,60,0,0,0,448
208,0,0.15,0.1,0.2,0.01,60,0,0,0,449
209,1,0.18,0.1,0.15,0.25,60,0,0,0,449
218,0,0.6,0.25,0.13,0,60,0,0,0,453
219,0,0.2,0.15,0.15,0.7,60,0,0,0,454
220,0,0.15,0.15,0.15,0.03,60,0,0,0,451
221,0,0.01,0.1,0.1,0.1,60,0,0,0,456
222,0,0.3,0.2,0.3,0,60,0,0,0,462
223,0,0.2,0.2,0.15,0.15,60,0,0,0,420
225,0,0.6,0.25,0.13,0,60,0,0,0,473
228,1,0.3,0.2,0.2,0.3,60,0,0,0,462
229,1,0.25,0.15,0.2,0.38,60,0,0,0,466
230,0,0.18,0.15,0.2,0,60,0,0,0,466
231,0,0.2,0.2,0.15,0.2,60,0,0,0,465
232,0,0.15,0.15,0.1,0.15,60,0,0,0,460
233,2,0.3,0.2,0.2,0,60,0,0,3,474
234,2,0.25,0.03,0.13,0,60,0,0,1,476
235,2,0.25,0.031,0.13,0.3,60,0,0,1,476
236,2,0.25,0.031,0.13,0.6,60,0,0,1,476
237,1,0.15,0.15,0.15,0.36,60,0,0,0,451
239,0,0.2,0.25,0.13,0.1,60,0,0,0,482
240,0,0.75,0.25,0.13,0,60,0,0,0,483
241,0,0.2,0.25,0.13,0.1,60,0,0,0,484
242,0,0.25,0.25,0.13,0.35,60,0,0,0,485
243,0,0.2,0.25,0.13,0.4,60,0,0,0,486
244,1,0.15,0.15,0.15,0.06,60,0,0,0,421
245,0,0.2,0.25,0.13,0.4,60,0,0,0,487
246,0,1,0.25,0.13,0,60,0,0,0,490
247,0,0.8,0.25,0.13,0,60,0,0,0,491
248,0,0.6,0.25,0.13,0,60,0,0,0,492
249,1,0.2,0.25,0.13,0.3,60,0,0,0,493
250,0,0.11,0.25,0.13,0,60,0,0,0,494
251,2,0.3,0.2,0.2,0.1,60,0,0,0,495
252,0,0.25,0.17,0.11,0,60,0,0,0,439
253,0,0.45,0.15,0.15,1.2,60,0,0,0,496
254,0,0.2,0.15,0.2,2,60,0,0,0,497
255,0,0.5,0.35,0.15,3,60,0,0,0,498
256,2,9.39,0.25,0.13,0.1,60,0,0,0,499
257,0,0.7,0.25,0.13,0.1,60,0,0,0,500
258,0,0.15,0.15,0.15,0,60,0,0,0,458
259,2,0.2,0.2,0.12,0.28,60,0,0,0,489
262,1,0.2,0.2,0.2,0,60,0,0,0,459
263,2,0.3,0.2,0.3,0,60,0,0,0,461
264,2,0.3,0.2,0.15,0,60,0,0,0,463
265,2,0.6,0.8,0.5,1.5,60,0,0,0,507
266,2,0.2,1,1,0,60,0,0,0,508
267,0,0.25,0.25,0.13,0.4,60,0,0,0,509
268,1,0.35,0.25,0.13,1.1,60,0,0,0,509
269,0,0.5,0.5,0.3,1.3,60,0,0,0,510
270,0,0.15,0.25,0.13,0.15,60,0,0,0,511
271,0,0.15,0.25,0.13,0.55,60,0,0,0,511
272,1,0.25,0.25,0.13,0.3,60,0,0,0,512
273,0,0.25,0.25,0.13,0.55,60,0,0,0,512
274,0,0.25,0.45,0.25,0.45,60,0,0,0,513
276,0,0.3,0.15,0.2,0,60,9,5,3,514
277,0,0.25,0.25,0.13,0.3,60,0,0,0,515
278,0,0.5,0.17,0.11,0,60,0,0,0,516
279,0,0.4,0.25,0.13,0.65,60,0,0,0,517
280,0,0.35,0.25,0.13,1.12,60,0,0,0,519
281,0,0.3,0.22,0.13,0,60,0,0,0,520
282,2,0.15,0.15,0.13,0.3,60,0,0,0,521
283,0,0.75,0.25,0.13,0,60,0,0,0,522
284,2,0.4,0.25,0.13,0.4,60,0,0,0,523
285,1,0.25,0.15,0.15,0,60,0,0,0,524
286,1,0.2,0.15,0.15,0.36,60,0,0,0,524
287,0,0.18,0.15,0.15,0.37,60,0,0,0,524
288,1,0.35,0.22,0.13,1,60,0,0,0,525
289,0,0.25,0.25,0.13,0.3,60,0,0,0,526
290,2,0.4,0.8,0.5,0,60,0,0,0,527
291,1,0.2,0.15,0.15,0.2,60,0,0,0,423
292,0,0.5,0.35,0.15,2,60,0,0,0,497
293,0,0.2,0.15,0.2,3,60,0,0,0,498
295,0,0.45,0.22,0.13,0.9,60,0,0,0,529
296,1,0.3,0.25,0.13,0.1,60,0,0,0,530
297,2,5,0,1,0,60,0,0,0,531
299,0,3,1,1,0.2,60,0,0,0,533
300,2,0.2,0.15,0.2,0,60,0,0,0,534
302,1,3.92,0.25,0.5,3.83,60,0,0,3,535
304,2,0.2,0.15,0.2,0.3,60,0,0,0,536
305,2,3.69,0.67,3.69,0,60,10,11,1,537
306,1,0.3,0.15,0.2,0,60,5,9,3,514
307,1,0.5,0.2,0.2,0.2,60,0,0,0,539
308,0,0.5,0.2,0.2,0.2,60,0,0,0,538
310,0,0.3,0.25,0.13,0,60,0,0,0,541
312,0,4.72,0.25,0.5,4.47,60,0,0,0,535
313,2,5.47,0.25,0.5,5.32,60,0,0,0,535
314,1,5.96,0.25,0.5,5.84,60,0,0,0,535
315,0,6.56,0.25,0.5,6.46,60,0,0,0,535
316,0,0.35,0.25,0.25,0.4,60,0,0,0,542
317,0,0.15,0.1,0.2,0.01,60,0,0,0,543
318,1,0.18,0.1,0.15,0.25,60,0,0,0,543
320,0,0.5,0.2,0.2,0.2,60,0,0,0,546
323,2,0.7,0.17,0.11,0.2,60,0,0,0,548
324,1,0.25,0.2,0.15,0.1,60,0,0,0,550
325,1,0.18,0.15,0.2,0,60,0,0,0,551
326,0,0.25,0.15,0.2,0.38,60,0,0,0,551
327,0,0.3,0.15,0.25,0,60,0,0,0,555
328,1,0.2,0.25,0.13,0.1,60,0,0,0,556
329,2,1,1,1,0,60,0,0,0,457
331,0,0.2,0.25,0.13,0.3,60,0,0,0,558
332,0,0.25,0.2,0.35,0,60,0,0,0,559
333,0,0.2,0.25,0.13,0.5,60,0,0,0,560
334,0,0.2,0.25,0.13,1,60,0,0,0,560
335,0,0.2,0.25,0.13,1.5,60,0,0,0,560
336,0,0.2,0.25,0.13,2,60,0,0,0,560
337,0,0.2,0.25,0.13,2.5,60,0,0,0,560
338,0,0.22,0.2,0.13,0.12,60,0,0,0,561
339,0,0.3,0.15,0.35,1.1,60,0,0,0,562
340,0,0.35,0.25,0.13,0.45,60,0,0,0,563
341,0,0.3,0.25,0.13,0.7,60,0,0,0,564
343,2,0.6,0.2,0.3,0,60,0,0,0,566
344,1,0.15,0.25,0.13,0.3,60,0,0,0,567
345,0,0.3,0.15,0.25,0,60,0,0,0,569
346,0,0.45,0.15,0.15,1.2,60,0,0,0,570
347,1,0.25,0.45,0.25,0.25,60,0,0,0,571
348,0,0.1,0.15,0.25,0.7,60,0,0,0,572
349,0,0.15,0.15,0.25,0.26,60,0,0,0,573
350,0,0.2,0.15,0.25,0.84,60,0,0,0,573
351,0,0.15,0.15,0.25,1.85,60,0,0,0,573
352,0,0.2,0.15,0.25,2.45,60,0,0,0,573
354,0,0.3,0.2,0.2,0,60,0,0,0,574
355,2,0.4,0.05,0.2,0,60,0,0,0,575
356,2,0.2,0.15,0.2,0,60,3,4,1,576
357,2,0.15,0.4,0.4,0,60,0,0,0,577
358,2,0.2,0.2,0.2,0.1,60,0,4,1,578
360,0,0.15,0.1,1,2.31,60,0,0,0,583
361,0,0.35,0.25,0.13,1.68,60,0,0,0,584
362,0,0.5,0.5,0.5,0,60,0,4,0,585
363,2,0.75,0.1,0.2,0,60,0,0,0,586
364,0,0.25,0.75,0.25,0.3,60,0,0,0,587
366,2,5.8,0.2,3,0,60,0,0,0,589
367,2,4.5,0.5,3,0,60,0,0,0,590
368,0,0.2,0.25,0.13,0.25,60,0,0,0,591
369,0,0.15,0.15,0.25,0,60,0,0,0,592
370,1,0.15,0.15,0.25,0.4,60,0,0,0,592
371,0,0.2,0.15,0.25,1.3,60,0,0,0,592
372,0,0.15,0.25,0.13,0.5,60,0,0,0,593
373,0,0.6,0.25,0.13,0,60,0,0,0,594
374,0,0.12,0.18,0.2,0.525,60,0,0,0,595
375,2,0.2,0.15,0.1,0.1,60,0,0,1,596
376,2,0.35,0.25,0.25,0.15,60,0,0,0,597
377,2,0.6,0.17,0.11,0.2,60,0,0,0,598
378,2,0.4,0.35,0.15,0.15,60,0,0,0,600
379,2,0.2,0.25,0.15,0.4,60,0,0,0,602
380,2,0.25,0.17,0.11,0,60,0,0,0,603
381,0,0.2,0.45,0.25,1.1,60,0,0,0,604
382,0,0.15,0.15,0.25,0,60,0,0,0,605
383,1,0.15,0.15,0.25,0.4,60,0,0,0,605
384,2,4,0.15,0.25,0.5,60,0,0,0,605
385,2,5,0.75,0.25,0.3,60,0,0,0,606
386,2,2,0.1,0.2,0,60,0,0,0,607
387,2,0.3,0.25,0.15,0.37,60,0,0,0,608
388,0,1.5,0.75,0.25,0.05,60,0,0,0,609
389,2,0.4,0.4,0.2,0.45,60,0,0,0,610
390,0,0.25,0.45,0.25,1,60,0,0,0,611
391,0,0.2,0.45,0.25,0.45,60,0,0,0,612
392,0,0.25,0.25,0.13,0.2,60,0,0,0,613
393,1,0.25,0.25,0.13,0.35,60,0,0,0,613
394,0,0.2,0.15,0.3,0,60,0,0,0,614
395,2,0.15,0.45,0.25,0,60,0,0,0,616
396,2,0.55,0.1,0.2,0,60,0,0,0,617
397,0,0.18,0.1,0.15,0.22,60,0,0,0,619
398,1,0.18,0.1,0.15,0.02,60,0,0,0,619
399,2,0.2,0.1,0.15,0.55,60,0,0,0,619
400,1,0.18,0.1,0.15,0.02,60,0,0,0,620
401,0,0.18,0.1,0.15,0.22,60,0,0,0,620
402,2,0.2,0.1,0.15,0.55,60,0,0,0,620
403,1,0.1,0.1,0.15,0.02,60,0,0,0,450
404,0,0.1,0.1,0.15,0.24,60,0,0,0,450
405,2,0.11,0.1,0.15,0.6,60,0,0,0,450
406,0,0.5,0.1,0.2,0,60,0,0,0,621
407,0,0.2,0.25,0.13,0.4,60,0,0,0,622
408,0,0.2,0.25,0.13,1.6,60,0,0,0,623
409,0,0.2,0.25,0.11,0.87,60,0,0,0,624
410,0,0.2,0.1,0.1,0.3,60,0,0,0,626
411,0,0.15,0.15,0.15,0.15,60,0,0,0,502
413,2,1,0.5,0.5,0,60,0,4,0,628
414,0,0.15,0.25,0.13,0.65,60,0,0,0,629
415,0,0.6,0.15,0.22,0.1,60,0,0,0,630
417,0,1.5,0.25,0.13,0,60,0,0,0,631
418,0,0.3,0.25,0.2,0,60,0,0,1,632
420,1,0.3,0.25,0.2,0.3,60,0,0,1,632
421,0,0.15,0.15,0.1,0.6,60,0,0,1,632
422,1,0.15,0.15,0.1,0.75,60,0,0,1,632
450,0,0.2,0.15,0.17,0.1,60,0,0,0,659
451,2,0.2,0.15,0.2,0.09,60,0,0,0,660
452,2,0.15,0.1,0.15,0.15,60,0,0,0,661
453,2,0.15,0.15,0.15,0.12,60,0,0,0,662
454,2,0.15,0.15,0.2,0.4,60,0,0,0,663
455,2,0.2,0.15,0.2,0.15,60,0,0,0,664
456,2,0.15,0.15,0.15,0.2,60,0,0,0,665
457,2,0.2,0.15,0.15,0.2,60,0,0,0,666
458,2,0.15,0.15,0.15,0.28,60,0,0,0,667
459,2,0.15,0.15,0.15,0.3,60,0,0,0,668
460,2,0.15,0.15,0.15,0.05,60,0,0,0,669
461,2,0.1,0.2,0.15,0.15,60,0,0,0,670
462,2,0.2,0.15,0.2,0.25,60,0,0,0,671
463,2,0.2,0.15,0.2,0.25,60,0,0,0,672
464,2,0.15,0.15,0.15,0.1,60,0,0,0,673
465,2,0.2,0.15,0.15,0.23,60,0,0,0,674
466,2,0.2,0.15,0.15,0.4,60,0,0,0,675
467,2,0.2,0.15,0.15,0.4,60,0,0,0,676
468,2,0.3,0.15,0.15,0.12,60,0,0,0,677
469,2,0.15,0.15,0.2,0.15,60,0,0,0,678
470,0,0.15,0.15,0.15,0.15,60,0,0,0,679
471,2,0.15,0.1,0.2,0.45,60,0,0,0,680
472,2,0.18,0.15,0.15,0.35,60,0,0,0,681
473,2,0.15,0.15,0.15,0.25,60,0,0,0,682
474,2,0.2,0.15,0.15,0.7,60,0,0,0,683
475,0,0.1,0.1,0.15,0.6,60,0,0,0,684
476,1,0.1,0.15,0.15,0.5,60,0,0,0,684
477,0,0.3,0.15,0.35,1.1,60,0,0,0,685
478,0,0.5,0.15,0.35,0.3,60,0,0,0,686
479,0,0.3,0.15,0.2,0.6,60,0,0,0,687
480,0,0.1,0.15,0.2,0.7,60,0,0,0,688
481,0,0.2,0.25,0.13,0.85,60,0,0,0,689
482,0,0.15,0.15,0.25,0,60,0,0,0,690
483,1,0.15,0.15,0.25,0.4,60,0,0,0,690
484,0,0.2,0.15,0.25,1.3,60,0,0,0,690
485,2,0.25,0.1,0.5,0.11,60,0,4,1,691
486,2,0.2,0.2,0.2,0.75,60,0,0,1,691
487,2,0.1,0.2,0.3,0.6,60,0,0,1,692
488,2,0.1,0.2,0.2,0.85,60,0,0,1,692
489,2,0.3,0.2,0.3,0,60,0,0,1,693
490,0,0.18,0.15,0.2,0,60,0,0,1,694
491,1,0.25,0.15,0.2,0.38,60,0,0,1,694
492,0,0.3,0.15,0.2,0,60,9,8,3,695
493,1,0.3,0.15,0.2,0,60,5,8,3,695
494,0,0.3,0.2,0.2,0,60,0,0,1,696
506,0,0.25,0.25,0.13,0.15,60,0,0,0,703
507,0,0.55,0.25,0.13,0,60,0,0,0,704
508,0,0.18,0.15,0.2,0.5,60,0,0,1,705
509,2,0.2,0.2,0.2,0.8,60,0,0,1,706
510,0,0.5,0.25,0.3,0,60,0,0,0,707
511,0,0.35,0.25,0.13,0.8,60,5,9,0,708
512,0,0.25,0.25,0.13,0.85,60,0,0,0,709
513,0,0.2,0.15,0.3,2.7,60,0,0,0,710
514,0,0.25,0.25,0.13,0,60,0,0,0,711
515,0,1,0.25,0.13,0,60,0,0,0,712
516,0,0.6,0.17,0.11,0.2,60,0,0,0,713
517,0,0.35,0.2,0.35,0.4,60,0,0,0,714
518,0,0.25,0.2,0.35,0.35,60,0,0,0,715
519,0,0.3,0.25,0.13,0.35,60,0,0,0,716
520,0,0.35,0.25,0.13,0.5,60,0,0,0,717
521,2,0.65,0.25,0.13,0,60,0,0,0,718
523,0,0.65,0.25,0.13,0,60,0,0,0,719
524,0,0.6,0.17,0.11,0.2,60,0,0,0,720
526,0,0.3,0.1,0.5,3.3,60,0,0,0,722
527,0,0.65,0.25,0.13,0.65,60,0,0,0,723
528,0,0.3,0.3,0.3,0.1,60,3,4,1,724
529,2,0.7,0.1,0.3,1,60,0,0,0,726
530,0,0.2,0.25,0.3,0.5,60,0,0,0,727
531,2,0.2,0.3,1,0.2,60,0,0,0,728
532,2,0.2,0.2,0.2,1.3,60,7,9,0,730
534,2,0.55,0.1,0.2,0,60,0,0,0,732
535,0,0.1,0.5,0.5,0.17,60,6,9,1,733
536,0,0.1,0.5,0.5,0.05,60,6,9,1,734
537,0,8,0.1,0.2,0.1,60,0,0,0,735
538,0,0.1,0.5,0.5,0.17,60,6,9,1,736
539,0,2,0.5,0.5,0,60,0,0,0,737
540,0,0.8,0.5,0.8,0.37,60,0,0,0,738
541,0,0.6,0.15,0.2,0.4,60,0,0,0,739
542,2,0.55,0.1,0.2,0,60,0,0,0,740
543,0,1,0.2,0.35,0.25,60,0,0,0,741
544,0,0.5,0.25,0.25,0,60,0,0,1,742
545,0,0.35,0.5,0.5,1.8,60,0,4,0,743
546,0,3.5,0.5,1.5,1,60,0,0,0,744
547,0,0.5,0.25,0.25,0,60,0,0,1,746
551,1,0.65,0.25,0.13,0,60,0,0,0,748
552,0,0.65,0.25,0.3,0,60,0,0,0,749
553,0,5,0.1,0.2,0.1,60,0,0,0,750
554,0,0.8,0.1,0.2,0.1,60,0,0,0,751
555,0,5,0.1,0.2,0.1,60,0,0,0,752
556,0,0.65,0.25,0.13,0,60,0,0,0,753
557,0,3,0.5,5,0.1,60,0,0,0,755
558,2,14,0.5,10,0,60,0,0,0,756
559,0,0.85,0.15,50,0,60,0,0,0,757
561,1,0.75,0.5,1.5,1.45,60,0,0,0,759
562,0,0.5,0.5,0.5,0,60,0,0,0,760
563,0,0.23,0.25,0.13,0.35,60,0,0,0,762
564,0,0.13,0.25,0.13,0.4,60,0,0,0,763
565,1,0.2,0.25,0.13,0.25,60,0,0,0,764
566,0,0.5,0.17,0.11,1,60,0,0,0,765
567,0,0.15,0.15,0.2,0.25,60,0,0,1,766
568,0,1,0.1,0.2,0.1,60,0,0,0,767
569,2,3.1,0.1,0.2,0.1,60,0,0,0,768
570,0,0.2,0.2,0.2,0.4,60,0,0,0,769
571,1,0.5,0.25,0.25,0,60,0,0,1,770
572,2,0.5,0.25,0.25,0,60,0,0,1,771
573,0,0.6,0.17,0.11,1.5,60,0,0,0,772
574,2,0.6,0.17,0.11,1.9,60,0,0,0,773
575,0,0.15,0.25,0.13,0.53,60,0,0,0,774
576,0,0.3,0.17,0.11,1.4,60,0,0,0,775
577,0,0.7,0.25,0.13,0.1,60,0,0,0,776
578,2,0.2,0.17,0.11,1.4,60,0,0,0,777
579,2,0.33,0.25,0.13,0.5,60,0,0,0,778
580,2,0.6,0.2,0.3,0,60,0,0,0,779
583,0,0.4,0.25,0.13,2.1,60,0,0,1,782
584,2,0.5,0.25,0.5,0,60,0,0,1,783
585,0,0.55,0.1,0.2,0,60,5,9,3,784
586,1,0.55,0.1,0.2,0,60,9,5,3,784
587,2,0.17,0.25,0.13,0.27,60,0,0,0,785
588,0,0.5,0.25,0.2,0,60,0,0,0,786
589,1,0.4,0.45,0.25,0.9,60,3,4,1,787
590,2,0.2,0.2,0.12,0.28,60,0,0,0,789
594,2,0.2,0.1,0.1,0.15,60,0,0,0,792
595,0,10,0.1,0.2,0,60,1,0,0,793
596,0,0.2,0.4,1.5,0.2,60,0,0,0,794
602,2,1,2,2,0,60,0,0,1,800
603,0,0.35,0,0.15,0.1,60,0,0,0,801
604,0,0.12,0,0.1,0.48,60,0,0,0,802
605,0,0.17,0,0.7,1.68,60,0,0,0,803
606,0,0.17,0,0.1,0.1,60,0,0,0,804
607,1,0.11,0,0.1,0.37,60,0,0,0,805
608,2,0.2,0,0.2,0.2,60,0,0,0,806
609,0,0.5,0,0.5,0,60,0,0,0,807
610,0,0.15,0,0.8,0.35,60,0,0,0,808
611,0,0.25,0,0.8,0,60,0,0,0,809
612,0,0.7,0.1,0.25,0.08,60,0,0,0,810
613,0,0.3,0,0.8,0.4,60,0,0,0,811
614,0,0.12,0,0.1,0.18,60,0,0,0,812
615,1,0.3,0.1,0.2,0,60,0,0,0,813
616,0,0.3,0.1,0.2,0,60,0,0,0,814
617,0,0.2,0,0.2,0.5,60,0,0,0,815
618,0,0.18,0,0.2,0.45,60,0,0,0,816
619,0,0.2,0,0.4,0.15,60,0,0,0,817
620,2,5,29,20,0,60,3,4,1,818
621,0,0.11,0,0.2,0.09,60,0,0,0,819
622,1,0.09,0,0.2,0.39,60,0,0,0,819
623,0,0.13,0,0.3,0.05,60,0,0,0,820
624,1,0.16,0,0.3,0.44,60,0,0,0,820
625,2,0.12,0,0.3,1.44,60,0,0,0,820
626,0,0.15,0,0.3,0.25,60,0,0,0,821
627,0,0.55,0,0.4,0.08,60,0,0,0,822
628,1,0.15,0,0.2,0.55,60,0,0,0,823
629,0,0.3,0,0.2,0.13,60,0,0,0,824
630,1,0.3,0,0.2,0.13,60,0,0,0,825
631,0,0.35,0.25,0.13,0.75,60,0,0,0,826
632,2,0.13,0.25,0.13,0.27,60,0,0,0,827
633,0,0.18,0,0.1,0.3,60,0,0,0,828
634,2,0.22,0,0.4,1.25,60,0,0,0,829
635,0,0.2,0,0.2,0.5,60,0,0,0,830
636,0,0.12,0.25,0.13,1.7,60,0,0,0,831
637,1,0.2,0,0.2,0.5,60,0,0,0,832
638,0,0.11,0,0.2,0.09,60,0,0,0,833
639,1,0.1,0,0.2,0.47,60,0,0,0,833
640,0,0.15,0,0.2,0.77,60,0,0,0,833
641,2,0.16,0,0.2,1.42,60,0,0,0,833
642,2,0.1,0,0.4,0.5,60,0,0,0,834
643,0,0.1,0.75,0.75,0.15,60,3,4,1,835
