ID,FileDataID,OrderIndex,Type,LiquidTypeID
37532,219896,4,-1,9
37533,219897,5,-1,9
37534,219898,6,-1,9
37535,219899,7,-1,9
37536,219900,8,-1,9
37537,219886,9,-1,9
37538,219887,10,-1,9
37539,219888,11,-1,9
37540,219889,12,-1,9
37541,219890,13,-1,9
37542,219891,14,-1,9
37543,219892,15,-1,9
37544,0,16,1,9
37545,463849,17,-1,9
37546,317230,18,-1,9
37547,219855,0,-1,6
37548,219866,1,-1,6
37549,219877,2,-1,6
37550,219879,3,-1,6
37551,219880,4,-1,6
37552,219881,5,-1,6
37553,219882,6,-1,6
37554,219883,7,-1,6
37555,219884,8,-1,6
37556,219856,9,-1,6
37557,219857,10,-1,6
37558,219858,11,-1,6
37559,219859,12,-1,6
37560,219860,13,-1,6
37561,219861,14,-1,6
37562,219862,15,-1,6
37563,219863,16,-1,6
37564,219864,17,-1,6
37565,219865,18,-1,6
37566,219867,19,-1,6
37567,219868,20,-1,6
37568,219869,21,-1,6
37569,219870,22,-1,6
37570,219871,23,-1,6
37571,219872,24,-1,6
37572,219873,25,-1,6
37573,219874,26,-1,6
37574,219875,27,-1,6
37575,219876,28,-1,6
37576,219878,29,-1,6
37577,0,30,0,6
37578,463849,31,-1,6
37579,317230,32,-1,6
37580,219855,0,-1,10
37581,219866,1,-1,10
37582,219877,2,-1,10
37583,219879,3,-1,10
37584,219880,4,-1,10
37585,219881,5,-1,10
37586,219882,6,-1,10
37587,219883,7,-1,10
37588,219884,8,-1,10
37589,219856,9,-1,10
37590,219857,10,-1,10
37591,219858,11,-1,10
37592,219859,12,-1,10
37593,219860,13,-1,10
37594,219861,14,-1,10
37595,219862,15,-1,10
37596,219863,16,-1,10
37597,219864,17,-1,10
37598,219865,18,-1,10
37599,219867,19,-1,10
37600,219868,20,-1,10
37601,219869,21,-1,10
37602,219870,22,-1,10
37603,219871,23,-1,10
37604,219872,24,-1,10
37605,219873,25,-1,10
37606,219874,26,-1,10
37607,219875,27,-1,10
37608,219876,28,-1,10
37609,219878,29,-1,10
37610,0,30,0,10
37611,463849,31,-1,10
37612,317230,32,-1,10
37613,219795,0,-1,7
37614,219806,1,-1,7
37615,219817,2,-1,7
37616,219819,3,-1,7
37617,219820,4,-1,7
37618,219821,5,-1,7
37619,219822,6,-1,7
37620,219823,7,-1,7
37621,219824,8,-1,7
37622,219796,9,-1,7
37623,219797,10,-1,7
37624,219798,11,-1,7
37625,219799,12,-1,7
37626,219800,13,-1,7
37627,219801,14,-1,7
37628,219802,15,-1,7
37629,219803,16,-1,7
37630,219804,17,-1,7
37631,219805,18,-1,7
37632,219807,19,-1,7
37633,219808,20,-1,7
37634,219809,21,-1,7
37635,219810,22,-1,7
37636,219811,23,-1,7
37637,219812,24,-1,7
37638,219813,25,-1,7
37639,219814,26,-1,7
37640,219815,27,-1,7
37641,219816,28,-1,7
37642,219818,29,-1,7
37643,219795,0,-1,11
37644,219806,1,-1,11
37645,219817,2,-1,11
37646,219819,3,-1,11
37647,219820,4,-1,11
37648,219821,5,-1,11
37649,219822,6,-1,11
37650,219823,7,-1,11
37651,219824,8,-1,11
37652,219796,9,-1,11
37653,219797,10,-1,11
37654,219798,11,-1,11
37655,219799,12,-1,11
37656,219800,13,-1,11
37657,219801,14,-1,11
37658,219802,15,-1,11
37659,219803,16,-1,11
37660,219804,17,-1,11
37661,219805,18,-1,11
37662,219807,19,-1,11
37663,219808,20,-1,11
37664,219809,21,-1,11
37665,219810,22,-1,11
37666,219811,23,-1,11
37667,219812,24,-1,11
37668,219813,25,-1,11
37669,219814,26,-1,11
37670,219815,27,-1,11
37671,219816,28,-1,11
37672,219818,29,-1,11
37673,219991,0,-1,8
37674,220002,1,-1,8
37675,220013,2,-1,8
37676,220015,3,-1,8
37677,220016,4,-1,8
37678,220017,5,-1,8
37679,220018,6,-1,8
37680,220019,7,-1,8
37681,220020,8,-1,8
37682,219992,9,-1,8
37683,219993,10,-1,8
37684,219994,11,-1,8
37685,219995,12,-1,8
37686,219996,13,-1,8
37687,219997,14,-1,8
37688,219998,15,-1,8
37689,219999,16,-1,8
37690,220000,17,-1,8
37691,220001,18,-1,8
37692,220003,19,-1,8
37693,220004,20,-1,8
37694,220005,21,-1,8
37695,220006,22,-1,8
37696,220007,23,-1,8
37697,220008,24,-1,8
37698,220009,25,-1,8
37699,220010,26,-1,8
37700,220011,27,-1,8
37701,220012,28,-1,8
37702,220014,29,-1,8
37703,219991,0,-1,12
37704,220002,1,-1,12
37705,220013,2,-1,12
37706,220015,3,-1,12
37707,220016,4,-1,12
37708,220017,5,-1,12
37709,220018,6,-1,12
37710,220019,7,-1,12
37711,220020,8,-1,12
37712,219992,9,-1,12
37713,219993,10,-1,12
37714,219994,11,-1,12
37715,219995,12,-1,12
37716,219996,13,-1,12
37717,219997,14,-1,12
37718,219998,15,-1,12
37719,219999,16,-1,12
37720,220000,17,-1,12
37721,220001,18,-1,12
37722,220003,19,-1,12
37723,220004,20,-1,12
37724,220005,21,-1,12
37725,220006,22,-1,12
37726,220007,23,-1,12
37727,220008,24,-1,12
37728,220009,25,-1,12
37729,220010,26,-1,12
37730,220011,27,-1,12
37731,220012,28,-1,12
37732,220014,29,-1,12
37733,219855,0,-1,14
37734,219866,1,-1,14
37735,219877,2,-1,14
37736,219879,3,-1,14
37737,219880,4,-1,14
37738,219881,5,-1,14
37739,219882,6,-1,14
37740,219883,7,-1,14
37741,219884,8,-1,14
37742,219856,9,-1,14
37743,219857,10,-1,14
37744,219858,11,-1,14
37745,219859,12,-1,14
37746,219860,13,-1,14
37747,219861,14,-1,14
37748,219862,15,-1,14
37749,219863,16,-1,14
37750,219864,17,-1,14
37751,219865,18,-1,14
37752,219867,19,-1,14
37753,219868,20,-1,14
37754,219869,21,-1,14
37755,219870,22,-1,14
37756,219871,23,-1,14
37757,219872,24,-1,14
37758,219873,25,-1,14
37759,219874,26,-1,14
37760,219875,27,-1,14
37761,219876,28,-1,14
37762,219878,29,-1,14
37763,0,30,0,14
37764,463849,31,-1,14
37765,317230,32,-1,14
37766,219825,0,-1,15
37767,219836,1,-1,15
37768,219847,2,-1,15
37769,219849,3,-1,15
37770,219850,4,-1,15
37771,219851,5,-1,15
37772,219852,6,-1,15
37773,219853,7,-1,15
37774,219854,8,-1,15
37775,219826,9,-1,15
37776,219827,10,-1,15
37777,219828,11,-1,15
37778,219829,12,-1,15
37779,219830,13,-1,15
37780,219831,14,-1,15
37781,219832,15,-1,15
37782,219833,16,-1,15
37783,219834,17,-1,15
37784,219835,18,-1,15
37785,219837,19,-1,15
37786,219838,20,-1,15
37787,219839,21,-1,15
37788,219840,22,-1,15
37789,219841,23,-1,15
37790,219842,24,-1,15
37791,219843,25,-1,15
37792,219844,26,-1,15
37793,219845,27,-1,15
37794,219846,28,-1,15
37795,219848,29,-1,15
37889,374988,0,-1,20
37890,374986,1,-1,20
37891,374987,2,-1,20
37892,374988,3,-1,20
37919,219795,0,-1,19
37920,219806,1,-1,19
37921,219817,2,-1,19
37922,219819,3,-1,19
37923,219820,4,-1,19
37924,219821,5,-1,19
37925,219822,6,-1,19
37926,219823,7,-1,19
37927,219824,8,-1,19
37928,219796,9,-1,19
37929,219797,10,-1,19
37930,219798,11,-1,19
37931,219799,12,-1,19
37932,219800,13,-1,19
37933,219801,14,-1,19
37934,219802,15,-1,19
37935,219803,16,-1,19
37936,219804,17,-1,19
37937,219805,18,-1,19
37938,219807,19,-1,19
37939,219808,20,-1,19
37940,219809,21,-1,19
37941,219810,22,-1,19
37942,219811,23,-1,19
37943,219812,24,-1,19
37944,219813,25,-1,19
37945,219814,26,-1,19
37946,219815,27,-1,19
37947,219816,28,-1,19
37948,219818,29,-1,19
37949,219901,0,-1,17
37950,219912,1,-1,17
37951,219923,2,-1,17
37952,219925,3,-1,17
37953,219926,4,-1,17
37954,219927,5,-1,17
37955,219928,6,-1,17
37956,219929,7,-1,17
37957,219930,8,-1,17
37958,219902,9,-1,17
37959,219903,10,-1,17
37960,219904,11,-1,17
37961,219905,12,-1,17
37962,219906,13,-1,17
37963,219907,14,-1,17
37964,219908,15,-1,17
37965,219909,16,-1,17
37966,219910,17,-1,17
37967,219911,18,-1,17
37968,219913,19,-1,17
37969,219914,20,-1,17
37970,219915,21,-1,17
37971,219916,22,-1,17
37972,219917,23,-1,17
37973,219918,24,-1,17
37974,219919,25,-1,17
37975,219920,26,-1,17
37976,219921,27,-1,17
37977,219922,28,-1,17
37978,219924,29,-1,17
37979,0,30,2,17
37980,463849,31,-1,17
37981,317230,32,-1,17
47905,340156,30,-1,3
47906,340157,31,-1,3
47907,340158,32,-1,3
47908,374986,30,-1,4
47909,374987,31,-1,4
47910,374988,32,-1,4
47911,340156,30,-1,7
47912,340157,31,-1,7
47913,340158,32,-1,7
47914,374986,30,-1,8
47915,374987,31,-1,8
47916,374988,32,-1,8
47917,340156,30,-1,11
47918,340157,31,-1,11
47919,340158,32,-1,11
47920,374986,30,-1,12
47921,374987,31,-1,12
47922,374988,32,-1,12
47923,408951,30,-1,15
47924,408952,31,-1,15
47925,408953,32,-1,15
47926,340156,30,-1,19
47927,340157,31,-1,19
47928,340158,32,-1,19
47932,374986,30,-1,21
47933,374987,31,-1,21
47934,374988,32,-1,21
50602,3887331,0,-1,1174
50603,3887329,1,-1,1174
50604,3887333,2,-1,1174
50605,3887332,3,-1,1174
50606,3887330,4,-1,1174
50607,1886758,5,-1,1174
50608,1887960,6,-1,1174
50609,1887971,7,-1,1174
50610,1887973,8,-1,1174
50611,1887974,9,-1,1174
50612,1887975,10,-1,1174
50613,1887976,11,-1,1174
50614,1887977,12,-1,1174
50615,1887978,13,-1,1174
50616,1887950,14,-1,1174
50617,1887951,15,-1,1174
50618,1887952,16,-1,1174
50619,1887953,17,-1,1174
50620,1887954,18,-1,1174
50621,1887955,19,-1,1174
50622,1887956,20,-1,1174
50623,1887957,21,-1,1174
50624,1887958,22,-1,1174
50625,1887959,23,-1,1174
50626,1887961,24,-1,1174
50627,1887962,25,-1,1174
50628,1887963,26,-1,1174
50629,1887964,27,-1,1174
50630,1887965,28,-1,1174
50631,1887966,29,-1,1174
50632,1887967,30,-1,1174
50633,1887968,31,-1,1174
50634,1887969,32,-1,1174
50635,1887970,33,-1,1174
50636,1887972,34,-1,1174
50707,3920543,0,-1,1177
50708,3888632,1,-1,1177
50709,3887333,2,-1,1177
50710,3920233,3,-1,1177
50711,3920224,4,-1,1177
50712,1886758,5,-1,1177
50713,1887960,6,-1,1177
50714,1887971,7,-1,1177
50715,1887973,8,-1,1177
50716,1887974,9,-1,1177
50717,1887975,10,-1,1177
50718,1887976,11,-1,1177
50719,1887977,12,-1,1177
50720,1887978,13,-1,1177
50721,1887950,14,-1,1177
50722,1887951,15,-1,1177
50723,1887952,16,-1,1177
50724,1887953,17,-1,1177
50725,1887954,18,-1,1177
50726,1887955,19,-1,1177
50727,1887956,20,-1,1177
50728,1887957,21,-1,1177
50729,1887958,22,-1,1177
50730,1887959,23,-1,1177
50731,1887961,24,-1,1177
50732,1887962,25,-1,1177
50733,1887963,26,-1,1177
50734,1887964,27,-1,1177
50735,1887965,28,-1,1177
50736,1887966,29,-1,1177
50737,1887967,30,-1,1177
50738,1887968,31,-1,1177
50739,1887969,32,-1,1177
50740,1887970,33,-1,1177
50741,1887972,34,-1,1177
54693,7475833,0,-1,1240
54694,7475835,1,-1,1240
54695,7475834,2,-1,1240
54696,7475836,3,-1,1240
54902,6927300,0,-1,1235
54903,7296317,1,-1,1235
54904,6927301,2,-1,1235
54905,6927300,3,-1,1235
54906,7296317,4,-1,1235
54907,6927301,5,-1,1235
54908,6927300,6,-1,1235
54909,7296317,7,-1,1235
54910,6927301,8,-1,1235
54911,6927303,9,-1,1235
54912,6927302,10,-1,1235
54914,6927300,0,-1,1237
54915,7296317,1,-1,1237
54916,6927301,2,-1,1237
54917,6927300,3,-1,1237
54918,7296317,4,-1,1237
54919,6927301,5,-1,1237
54920,6927300,6,-1,1237
54921,7296317,7,-1,1237
54922,6927301,8,-1,1237
54923,6927303,9,-1,1237
54924,6927302,10,-1,1237
54925,7660147,4,-1,1240
54926,7475833,0,-1,1250
54927,7475835,1,-1,1250
54928,7475834,2,-1,1250
54929,7660147,3,-1,1250
54930,7475836,4,-1,1250
54931,7475833,0,-1,1251
54932,7475835,1,-1,1251
54933,7475834,2,-1,1251
54934,7475836,3,-1,1251
54935,7660147,4,-1,1251
55423,3920543,0,-1,1267
55424,3888632,1,-1,1267
55425,3887333,2,-1,1267
55426,3920233,3,-1,1267
55427,3920224,4,-1,1267
55428,1886758,5,-1,1267
55429,1887960,6,-1,1267
55430,1887971,7,-1,1267
55431,1887973,8,-1,1267
55432,1887974,9,-1,1267
55433,1887975,10,-1,1267
55434,1887976,11,-1,1267
55435,1887977,12,-1,1267
55436,1887978,13,-1,1267
55437,1887950,14,-1,1267
55438,1887951,15,-1,1267
55439,1887952,16,-1,1267
55440,1887953,17,-1,1267
55441,1887954,18,-1,1267
55442,1887955,19,-1,1267
55443,1887956,20,-1,1267
55444,1887957,21,-1,1267
55445,1887958,22,-1,1267
55446,1887959,23,-1,1267
55447,1887961,24,-1,1267
55448,1887962,25,-1,1267
55449,1887963,26,-1,1267
55450,1887964,27,-1,1267
55451,1887965,28,-1,1267
55452,1887966,29,-1,1267
55453,1887967,30,-1,1267
55454,1887968,31,-1,1267
55455,1887969,32,-1,1267
55456,1887970,33,-1,1267
55457,1887972,34,-1,1267
55487,1119319,0,-1,1268
55488,1119321,1,-1,1268
55489,1119323,2,-1,1268
55490,8167031,3,-1,1268
55491,1119320,4,-1,1268
55492,1119431,5,-1,1268
55493,1119442,6,-1,1268
55494,1119453,7,-1,1268
55495,1119455,8,-1,1268
55496,1119456,9,-1,1268
55497,1119457,10,-1,1268
55498,1119458,11,-1,1268
55499,1119459,12,-1,1268
55500,1119460,13,-1,1268
55501,1119432,14,-1,1268
55502,1119433,15,-1,1268
55503,1119434,16,-1,1268
55504,1119435,17,-1,1268
55505,1119436,18,-1,1268
55506,1119437,19,-1,1268
55507,1119438,20,-1,1268
55508,1119439,21,-1,1268
55509,1119440,22,-1,1268
55510,1119441,23,-1,1268
55511,1119443,24,-1,1268
55512,1119444,25,-1,1268
55513,1119445,26,-1,1268
55514,1119446,27,-1,1268
55515,1119447,28,-1,1268
55516,1119448,29,-1,1268
55517,1119449,30,-1,1268
55518,1119450,31,-1,1268
55519,1119451,32,-1,1268
55520,1119452,33,-1,1268
55521,1119454,34,-1,1268
55522,1119319,0,-1,1269
55523,1119321,1,-1,1269
55524,1119323,2,-1,1269
55525,8167031,3,-1,1269
55526,1119320,4,-1,1269
55527,1119431,5,-1,1269
55528,1119442,6,-1,1269
55529,1119453,7,-1,1269
55530,1119455,8,-1,1269
55531,1119456,9,-1,1269
55532,1119457,10,-1,1269
55533,1119458,11,-1,1269
55534,1119459,12,-1,1269
55535,1119460,13,-1,1269
55536,1119432,14,-1,1269
55537,1119433,15,-1,1269
55538,1119434,16,-1,1269
55539,1119435,17,-1,1269
55540,1119436,18,-1,1269
55541,1119437,19,-1,1269
55542,1119438,20,-1,1269
55543,1119439,21,-1,1269
55544,1119440,22,-1,1269
55545,1119441,23,-1,1269
55546,1119443,24,-1,1269
55547,1119444,25,-1,1269
55548,1119445,26,-1,1269
55549,1119446,27,-1,1269
55550,1119447,28,-1,1269
55551,1119448,29,-1,1269
55552,1119449,30,-1,1269
55553,1119450,31,-1,1269
55554,1119451,32,-1,1269
55555,1119452,33,-1,1269
55556,1119454,34,-1,1269
55897,7480794,5,-1,1240
55898,7480794,5,-1,1250
55899,7480794,5,-1,1251
56185,7475833,0,-1,1279
56186,7475835,1,-1,1279
56187,7475834,2,-1,1279
56188,7475836,3,-1,1279
56189,7660147,4,-1,1279
56190,7480794,5,-1,1279
56321,1662756,0,-1,1284
56322,1842614,1,-1,1284
56323,1119323,2,-1,1284
56324,1866788,3,-1,1284
56325,1662757,4,-1,1284
56326,7765934,5,-1,1284
56456,219855,0,-1,1287
56457,219866,1,-1,1287
56458,219877,2,-1,1287
56459,219879,3,-1,1287
56460,219880,4,-1,1287
56461,219881,5,-1,1287
56462,219882,6,-1,1287
56463,219883,7,-1,1287
56464,219884,8,-1,1287
56465,219856,9,-1,1287
56466,219857,10,-1,1287
56467,219858,11,-1,1287
56468,219859,12,-1,1287
56469,219860,13,-1,1287
56470,219861,14,-1,1287
56471,219862,15,-1,1287
56472,219863,16,-1,1287
56473,219864,17,-1,1287
56474,219865,18,-1,1287
56475,219867,19,-1,1287
56476,219868,20,-1,1287
56477,219869,21,-1,1287
56478,219870,22,-1,1287
56479,219871,23,-1,1287
56480,219872,24,-1,1287
56481,219873,25,-1,1287
56482,219874,26,-1,1287
56483,219875,27,-1,1287
56484,219876,28,-1,1287
56485,219878,29,-1,1287
56487,463849,31,-1,1287
56488,317230,32,-1,1287
56489,7475833,0,-1,1288
56490,7475835,1,-1,1288
56491,7475834,2,-1,1288
56492,7475836,3,-1,1288
56493,7660147,4,-1,1288
56494,7480794,5,-1,1288
56495,0,30,0,1287
56496,7765945,6,-1,1284
56497,7765956,7,-1,1284
56498,7765958,8,-1,1284
56499,7765959,9,-1,1284
56500,7765960,10,-1,1284
56501,7765961,11,-1,1284
56502,7765962,12,-1,1284
56503,7765963,13,-1,1284
56504,7765935,14,-1,1284
56505,7765936,15,-1,1284
56506,7765937,16,-1,1284
56507,7765938,17,-1,1284
56508,7765939,18,-1,1284
56509,7765940,19,-1,1284
56510,7765941,20,-1,1284
56511,7765942,21,-1,1284
56512,7765943,22,-1,1284
56513,7765944,23,-1,1284
56514,7765946,24,-1,1284
56515,7765947,25,-1,1284
56516,7765948,26,-1,1284
56517,7765949,27,-1,1284
56518,7765950,28,-1,1284
56519,7765951,29,-1,1284
56520,7765952,30,-1,1284
56521,7765953,31,-1,1284
56522,7765954,32,-1,1284
56523,7765955,33,-1,1284
56524,7765957,34,-1,1284
56530,7475833,0,-1,1290
56531,7475835,1,-1,1290
56532,7475834,2,-1,1290
56533,7475836,3,-1,1290
56534,7660147,4,-1,1290
56535,7480794,5,-1,1290
56711,3920543,0,-1,1295
56712,3888632,1,-1,1295
56713,3887333,2,-1,1295
56714,3920233,3,-1,1295
56715,3920224,4,-1,1295
56716,1886758,5,-1,1295
56717,1887960,6,-1,1295
56718,1887971,7,-1,1295
56719,1887973,8,-1,1295
56720,1887974,9,-1,1295
56721,1887975,10,-1,1295
56722,1887976,11,-1,1295
56723,1887977,12,-1,1295
56724,1887978,13,-1,1295
56725,1887950,14,-1,1295
56726,1887951,15,-1,1295
56727,1887952,16,-1,1295
56728,1887953,17,-1,1295
56729,1887954,18,-1,1295
56730,1887955,19,-1,1295
56731,1887956,20,-1,1295
56732,1887957,21,-1,1295
56733,1887958,22,-1,1295
56734,1887959,23,-1,1295
56735,1887961,24,-1,1295
56736,1887962,25,-1,1295
56737,1887963,26,-1,1295
56738,1887964,27,-1,1295
56739,1887965,28,-1,1295
56740,1887966,29,-1,1295
56741,1887967,30,-1,1295
56742,1887968,31,-1,1295
56743,1887969,32,-1,1295
56744,1887970,33,-1,1295
56745,1887972,34,-1,1295
56786,7475833,0,-1,1296
56787,7475835,1,-1,1296
56788,7475834,2,-1,1296
56789,7660147,3,-1,1296
56790,7475836,4,-1,1296
56791,7480794,5,-1,1296
56792,8141225,0,-1,1297
56793,8141225,1,-1,1297
56794,8141225,2,-1,1297
56795,8140736,3,-1,1297
56796,8140735,4,-1,1297
57118,7660147,0,-1,1306
57119,7660147,1,-1,1306
57120,7660147,2,-1,1306
57121,7475836,3,-1,1306
57122,7660147,4,-1,1306
57123,7480794,5,-1,1306
57124,7475833,0,-1,1307
57125,7475835,1,-1,1307
57126,7475834,2,-1,1307
57127,7475836,3,-1,1307
57128,7660147,4,-1,1307
57129,7480794,5,-1,1307
57137,0,30,1,1
57399,8166351,0,-1,1313
57400,8166351,1,-1,1313
57401,8166351,2,-1,1313
57402,8166350,3,-1,1313
57403,8166349,4,-1,1313
57714,7475833,0,-1,1319
57715,7475835,1,-1,1319
57716,7475834,2,-1,1319
57717,7475836,3,-1,1319
57718,7660147,4,-1,1319
57719,7480794,5,-1,1319
57720,7475833,0,-1,1320
57721,7475835,1,-1,1320
57722,7475834,2,-1,1320
57723,7475836,3,-1,1320
57724,7660147,4,-1,1320
57725,7480794,5,-1,1320
57826,7660147,0,-1,1323
57827,7660147,1,-1,1323
57828,7660147,2,-1,1323
57829,7475836,3,-1,1323
57830,7660147,4,-1,1323
57831,7480794,5,-1,1323
57832,7475833,0,-1,1324
57833,7475835,1,-1,1324
57834,7475834,2,-1,1324
57835,7475836,3,-1,1324
57836,7660147,4,-1,1324
57837,7480794,5,-1,1324
57838,7475833,0,-1,1325
57839,7475835,1,-1,1325
57840,7475834,2,-1,1325
57841,7475836,3,-1,1325
57842,7660147,4,-1,1325
57843,7480794,5,-1,1325
58510,7475833,0,-1,1337
58511,7475835,1,-1,1337
58512,7475834,2,-1,1337
58513,7475836,3,-1,1337
58514,7660147,4,-1,1337
58515,7480794,5,-1,1337
58516,7475833,0,-1,1338
58517,7475835,1,-1,1338
58518,7475834,2,-1,1338
58519,7475836,3,-1,1338
58520,7660147,4,-1,1338
58521,7480794,5,-1,1338
58522,7475833,0,-1,1339
58523,7475835,1,-1,1339
58524,7475834,2,-1,1339
58525,7475836,3,-1,1339
58526,7660147,4,-1,1339
58527,7480794,5,-1,1339
58528,8343879,0,-1,1340
58529,8343879,1,-1,1340
58530,8343879,2,-1,1340
58531,8343879,3,-1,1340
58532,8343879,4,-1,1340
58533,8343879,5,-1,1340
58535,8140737,5,-1,1313
58536,8140737,5,-1,1297
58537,7475833,0,-1,1341
58538,7475835,1,-1,1341
58539,7475834,2,-1,1341
58540,7475836,3,-1,1341
58541,7660147,4,-1,1341
58542,7480794,5,-1,1341
58621,7475833,0,-1,1343
