ID,ExpansionID,CreatureHealth,PlayerHealth,CreatureAutoAttackDps,CreatureArmor,PlayerMana,PlayerPrimaryStat,PlayerSecondaryStat,ArmorConstant,CreatureSpellDamage,ContentSetID,Lvl
73,-2,23274.932,41156.7,914.59326,353,56465,389.83627,453.53552,823,41156.7,0,73
134,0,3688.5173,6948.2983,130.6808,150,2400,150.44928,182.0377,339,6957.446,0,26
135,0,3688.5173,6948.2983,130.6808,150,2400,150.44928,182.0377,339,6957.446,0,27
136,0,3688.5173,6948.2983,130.6808,150,2400,150.44928,182.0377,339,6957.446,0,28
155,1,4529.8423,8459.818,167.35524,160,3460,168.60362,194.58247,361,8450.324,0,31
156,1,4529.8423,8459.818,167.35524,160,3460,168.60362,194.58247,361,8450.324,0,32
157,1,4529.8423,8459.818,167.35524,160,3460,168.60362,194.58247,361,8450.324,0,33
191,2,4529.8423,8459.818,167.35524,160,3460,168.60362,194.58247,361,8450.324,0,31
192,2,4529.8423,8459.818,172.22528,166,3460,168.60362,194.58247,361,8696.229,0,32
193,2,4529.8423,8459.818,177.23705,172,3460,168.60362,194.58247,361,8949.289,0,33
200,3,5220.9087,9080.793,196.3874,172,4995,180.68513,208.2467,388,9376.844,0,36
201,3,5401.0303,9080.793,202.10228,178,4995,180.68513,208.2467,388,9649.71,0,37
202,3,5587.3657,9080.793,207.98346,184,4995,180.68513,208.2467,388,9930.517,0,38
219,4,5220.9087,9080.793,196.3874,172,4995,180.68513,208.2467,388,9376.844,0,36
220,4,5220.9087,9080.793,196.3874,172,4995,180.68513,208.2467,388,9376.844,0,37
221,4,5220.9087,9080.793,196.3874,172,4995,180.68513,208.2467,388,9376.844,0,38
233,5,6042.3535,9827.707,230.9094,186,7205,195.22952,224.70874,420,10390.923,0,41
234,5,6042.3535,9827.707,230.9094,186,7205,195.22952,224.70874,420,10390.923,0,42
235,5,6042.3535,9827.707,230.9094,186,7205,195.22952,224.70874,420,10390.923,0,43
249,6,6993.8174,12064.046,274.05667,203,10395,212.6818,244.46873,458,12332.551,0,46
250,6,6993.8174,12064.046,274.05667,203,10395,212.6818,244.46873,458,12332.551,0,47
251,6,6993.8174,12064.046,274.05667,203,10395,212.6818,244.46873,458,12332.551,0,48
263,7,7798.2295,13271.967,301.50626,216,15000,233.59901,268.15283,504,13567.782,0,51
264,7,7798.2295,13271.967,301.50626,216,15000,233.59901,268.15283,504,13567.782,0,52
265,7,7798.2295,13271.967,301.50626,216,15000,233.59901,268.15283,504,13567.782,0,53
390,8,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
391,8,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
392,8,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
393,8,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
394,9,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
395,9,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
396,9,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
397,9,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
459,-2,24182.928,41554.74,923.43866,356,58800,394.20758,459.18466,832,41554.74,0,74
460,-2,25072.887,44417.918,987.0649,360,61235,398.26654,464.19992,840,44417.918,0,75
461,-2,25940.285,44833.94,996.3098,363,63770,401.99472,468.5453,848,44833.94,0,76
462,-2,26821.725,47768.207,1061.5157,367,66410,405.75778,472.93137,856,47768.207,0,77
463,-2,27717.393,48216.1,1071.4689,370,69155,409.5561,477.35846,864,48216.1,0,78
464,-2,28627.48,51229.934,1138.443,374,72015,413.38995,481.82703,872,51229.934,0,79
465,-2,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
466,-2,38844.055,72635.164,1614.1147,416,84595,502.73242,627.5184,971,72635.164,0,81
467,-2,46245.63,87887.805,1953.0624,448,95415,572.78046,726.34503,1045,87887.805,0,82
468,-2,54580.656,105338.84,2340.8633,484,107625,652.5887,825.1717,1129,105338.84,0,83
469,-2,63960.652,126556.25,2812.361,525,121395,743.5169,923.99835,1226,126556.25,0,84
470,-2,84239.65,171634.88,3814.1084,819,136930,917.88776,1121.6517,1912,171634.88,0,85
471,-2,97037.22,189189,4204.2,933,154450,1045.7814,1214.5532,2178,189189,0,86
472,-2,111872.26,206584.3,4590.762,1132,174210,1191.495,1318.3173,2642,206584.3,0,87
473,-2,114897.6,210416.55,4675.9233,1132,196500,1252.8414,1318.3173,2642,210416.55,0,88
474,-2,132629.23,228502.22,5077.827,1290,221640,1427.4058,1434.2986,3010,228502.22,0,89
475,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,90
476,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,91
477,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,92
478,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,93
479,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,94
480,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,95
481,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,96
482,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,97
483,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,98
484,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,99
485,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,100
486,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,101
487,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,102
488,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,103
489,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,104
490,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,105
491,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,106
492,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,107
493,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,108
494,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,109
495,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,110
496,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,111
497,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,112
498,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,113
499,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,114
500,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,115
501,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,116
502,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,117
503,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,118
504,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,119
505,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,120
506,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,121
507,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,122
508,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,123
509,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,124
510,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,125
511,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,126
512,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,127
513,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,128
514,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,129
515,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,130
516,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,131
517,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,132
518,-2,141482.02,248126.38,5513.9194,1470,250000,1626.2928,1564.0223,3430,248126.38,0,133
519,1,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
520,1,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
521,1,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
522,1,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
523,2,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
524,2,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
525,2,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
526,2,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
527,3,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
528,3,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
529,3,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
530,3,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
531,4,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
532,4,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
533,4,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
534,4,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
535,5,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
536,5,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
537,5,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
538,5,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
539,6,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
540,6,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
541,6,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
542,6,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
543,7,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,80
544,7,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
545,7,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
546,7,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
547,0,17621,32070.6,712.681,1071,50000,1177.61,1190.02,2500,32070.6,0,63
548,0,17621,32070.6,712.681,1071,50000,1177.61,1190.02,2500,32070.6,0,62
549,0,17621,32070.6,712.681,1071,50000,1177.61,1190.02,2500,32070.6,0,61
550,0,17621,32070.6,712.681,1071,50000,1177.61,1190.02,2500,32070.6,0,60
551,1,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
552,1,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
553,1,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
554,2,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
555,2,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
556,2,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
557,3,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
558,3,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
559,3,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
560,4,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
561,4,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
562,4,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
563,5,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
564,5,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
565,5,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
566,6,111094,204797,4551.04,5043,250000,5568.3,6119.83,11766,204797,0,73
567,6,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
568,6,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
569,6,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
570,7,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
571,7,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
572,7,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
573,8,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,71
574,8,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,72
575,8,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,73
576,10,17248.973,30550.508,678.90015,340,50000,375.0464,433.1729,793,30550.508,0,70
578,10,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,81
579,10,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,82
580,10,29552.178,51710.81,1149.129,377,75000,417.2597,486.3374,880,51710.81,0,83
