InternalName,ID,Amount,TraitCurrencyID
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,307,1,388
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,308,1,389
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,309,1,390
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,310,1,391
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,311,1,392
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,312,1,393
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,313,1,394
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,314,1,395
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,315,1,3
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,316,1,1
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,317,1,396
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,318,1,397
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,319,1,398
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,320,1,399
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,321,1,400
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,322,1,401
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,323,1,402
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,324,1,403
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,325,1,404
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,326,1,405
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,327,1,406
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,328,1,407
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,329,1,408
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,330,1,3
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,331,1,1
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,332,1,409
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,333,1,410
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,334,1,411
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,335,1,412
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,336,1,413
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,337,1,414
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,338,1,415
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,339,1,416
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,340,1,417
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,341,1,418
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,342,1,419
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,343,1,420
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,344,1,421
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,345,1,3
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,346,1,1
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,347,1,422
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,348,1,423
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,349,1,424
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,350,1,425
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,351,1,426
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,352,1,427
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,353,1,428
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,354,1,429
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,355,1,430
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,356,1,431
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,357,1,432
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,358,1,433
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,359,1,434
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,360,1,3
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,361,1,1
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,362,1,435
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,363,1,436
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,364,1,437
10.0 Professions - Blacksmithing - Armorsmithing - Fine Armor - Child Unlock Cost,365,1,438
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,366,1,439
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,367,1,440
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,368,1,441
10.0 Professions - Blacksmithing - Armorsmithing - Sculpted Armor - Child Unlock Cost,369,1,442
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,370,1,443
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,371,1,444
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,372,1,445
10.0 Professions - Blacksmithing - Armorsmithing - Large Plate Armor - Child Unlock Cost,373,1,446
10.0 Professions - Blacksmithing - Armorsmithing - Armorsmithing - Child Unlock Cost,374,1,447
10.0 Professions - Blacksmithing - Armorsmithing- Tab Unlock Cost,375,1,3
10.0 Professions - Blacksmithing - Armorsmithing - Path Spend Cost,376,1,1
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Gauntlets - Child Unlock Cos,512,1,565
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Vambraces - Child Unlock Cos,513,1,566
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Belts - Child Unlock Cost,514,1,567
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Fine Armor - Child Unlock Co,515,1,568
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Sabatons - Child Unlock Cost,516,1,569
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Pauldrons - Child Unlock Cos,517,1,570
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Helms - Child Unlock Cost,518,1,571
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Sculpted Armor - Child Unloc,519,1,572
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Greaves - Child Unlock Cost,520,1,573
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Shields - Child Unlock Cost,521,1,574
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Breastplates - Child Unlock ,522,1,575
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Large Plate Armor - Child Un,523,1,576
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Armorsmithing - Child Unlock,524,1,577
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22)- Tab Unlock Cost,525,1,3
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/24/22) - Path Spend Cost,526,1,1
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Gauntlets - Child Unlock Cos,629,1,668
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Vambraces - Child Unlock Cos,630,1,669
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Belts - Child Unlock Cost,631,1,670
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Fine Armor - Child Unlock Co,632,1,671
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sabatons - Child Unlock Cost,633,1,672
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Pauldrons - Child Unlock Cos,634,1,673
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Helms - Child Unlock Cost,635,1,674
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sculpted Armor - Child Unloc,636,1,675
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Greaves - Child Unlock Cost,637,1,676
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Shields - Child Unlock Cost,638,1,677
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Breastplates - Child Unlock ,639,1,678
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Large Plate Armor - Child Un,640,1,679
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Armorsmithing - Child Unlock,641,1,680
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22)- Tab Unlock Cost,642,1,3
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Path Spend Cost,643,1,1
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Gauntlets - Child Unlock Cos,644,1,681
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Vambraces - Child Unlock Cos,645,1,682
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Belts - Child Unlock Cost,646,1,683
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Fine Armor - Child Unlock Co,647,1,684
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sabatons - Child Unlock Cost,648,1,685
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Pauldrons - Child Unlock Cos,649,1,686
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Helms - Child Unlock Cost,650,1,687
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Sculpted Armor - Child Unloc,651,1,688
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Greaves - Child Unlock Cost,652,1,689
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Shields - Child Unlock Cost,653,1,690
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Breastplates - Child Unlock ,654,1,691
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Large Plate Armor - Child Un,655,1,692
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Armorsmithing - Child Unlock,656,1,693
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22)- Tab Unlock Cost,657,1,3
10.0 Professions - Blacksmithing - Armorsmithing (Imported 06/27/22) - Path Spend Cost,658,1,1
"10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Axes, Picks & Polearms - Ch",659,1,694
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Maces & Hammers - Child Unl,660,1,695
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Hafted - Child Unlock Cost,661,1,696
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Long Blades - Child Unlock ,662,1,697
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Short Blades - Child Unlock,663,1,698
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Blades - Child Unlock Cost,664,1,699
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Weaponsmithing - Child Unlo,665,1,700
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22)- Tab Unlock Cost,666,1,3
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 06/27/22) - Path Spend Cost,667,1,1
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Smelting - Child Unlock,668,1,701
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Stonework - Child Unloc,669,1,702
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Adventuring Gear - Chil,670,1,703
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Toolsmithing - Child Un,671,1,704
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Specialty Smithing - Ch,672,1,705
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22)- Tab Unlock Cost,673,1,3
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 06/27/22) - Path Spend Cost,674,1,1
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Poignant Plans - Child Unloc,675,1,706
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Spartan Smithing - Child Unl,676,1,707
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Anvil Mastery - Child Unlock,677,1,708
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22)- Tab Unlock Cost,678,1,3
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Path Spend Cost,679,1,1
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Poignant Plans - Child Unloc,684,1,712
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Spartan Smithing - Child Unl,685,1,713
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Anvil Mastery - Child Unlock,686,1,714
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 06/27/22) - Path Spend Cost,687,1,1
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Batch Production - Child Unlock Co,692,1,719
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Phial Experimentation - Child Unlo,693,1,720
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Phial Lore - Child Unlock Cost,694,1,721
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Air Formulated Phials - Child Unlo,695,1,722
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Frost Formulated Phials - Child Un,696,1,723
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Phial Mastery - Child Unlock Cost,697,1,724
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22)- Tab Unlock Cost,698,1,13
10.0 Professions - Alchemy - Phial Mastery (Imported 06/28/22) - Path Spend Cost,699,1,2
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Batch Production - Child Unlock C,700,1,725
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Potion Experimentation - Child Un,701,1,726
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Potion Lore - Child Unlock Cost,702,1,727
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Air Formulated Potions - Child Un,703,1,728
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Frost Formulated Potions - Child ,704,1,729
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Potion Mastery - Child Unlock Cos,705,1,730
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22)- Tab Unlock Cost,706,1,13
10.0 Professions - Alchemy - Potion Mastery (Imported 06/28/22) - Path Spend Cost,707,1,2
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Inspiring Ambience - Child Unl,712,1,735
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Resourceful Routines - Child U,713,1,736
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Decayology - Child Unlock Cost,714,1,737
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Chemical Synthesis - Child Unl,715,1,738
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Transmutation - Child Unlock C,716,1,739
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Alchemical Theory - Child Unlo,717,1,740
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22)- Tab Unlock Cost,718,1,13
10.0 Professions - Alchemy - Alchemical Theory (Imported 06/28/22) - Path Spend Cost,719,1,2
10.0 Professions - Alchemy - Potion Mastery - Batch Production - Child Unlock Cost,787,1,795
10.0 Professions - Alchemy - Potion Mastery - Potion Experimentation - Child Unlock Cost,788,1,796
10.0 Professions - Alchemy - Potion Mastery - Potion Lore - Child Unlock Cost,789,1,797
10.0 Professions - Alchemy - Potion Mastery - Air Formulated Potions - Child Unlock Cost,790,1,798
10.0 Professions - Alchemy - Potion Mastery - Frost Formulated Potions - Child Unlock Cost,791,1,799
10.0 Professions - Alchemy - Potion Mastery - Potion Mastery - Child Unlock Cost,792,1,800
10.0 Professions - Alchemy - Potion Mastery- Tab Unlock Cost,793,1,13
10.0 Professions - Alchemy - Potion Mastery - Path Spend Cost,794,1,2
10.0 Professions - Alchemy - Phial Mastery - Batch Production - Child Unlock Cost,795,1,801
10.0 Professions - Alchemy - Phial Mastery - Phial Experimentation - Child Unlock Cost,796,1,802
10.0 Professions - Alchemy - Phial Mastery - Phial Lore - Child Unlock Cost,797,1,803
10.0 Professions - Alchemy - Phial Mastery - Air Formulated Phials - Child Unlock Cost,798,1,804
10.0 Professions - Alchemy - Phial Mastery - Frost Formulated Phials - Child Unlock Cost,799,1,805
10.0 Professions - Alchemy - Phial Mastery - Phial Mastery - Child Unlock Cost,800,1,806
10.0 Professions - Alchemy - Phial Mastery- Tab Unlock Cost,801,1,13
10.0 Professions - Alchemy - Phial Mastery - Path Spend Cost,802,1,2
10.0 Professions - Alchemy - Phial Mastery - Batch Production - Child Unlock Cost,803,1,807
10.0 Professions - Alchemy - Phial Mastery - Phial Experimentation - Child Unlock Cost,804,1,808
10.0 Professions - Alchemy - Phial Mastery - Phial Lore - Child Unlock Cost,805,1,809
10.0 Professions - Alchemy - Phial Mastery - Air Formulated Phials - Child Unlock Cost,806,1,810
10.0 Professions - Alchemy - Phial Mastery - Frost Formulated Phials - Child Unlock Cost,807,1,811
10.0 Professions - Alchemy - Phial Mastery - Phial Mastery - Child Unlock Cost,808,1,812
