ID,SpellID,Slot,ModifiedCraftingReagentSlotID,Field_9_0_1_35679_003,ReagentCount,ReagentReCraftCount
559,126852,0,49,0,1,0
560,126854,0,49,0,1,0
561,126850,0,49,0,1,0
562,140846,0,49,40,1,0
563,140841,0,49,40,1,0
564,137782,0,49,40,1,0
565,137793,0,49,40,1,0
566,122616,0,50,0,1,0
567,122624,0,50,0,1,0
568,140844,0,50,40,1,0
569,137773,0,50,40,1,0
570,137784,0,50,40,1,0
571,137795,0,50,40,1,0
572,137767,0,50,40,1,0
573,137769,0,50,40,1,0
574,137771,0,50,40,1,0
575,153647,0,50,0,1,0
576,122622,0,50,0,1,0
577,122630,0,50,0,1,0
578,137778,0,50,40,1,0
579,137779,0,50,40,1,0
580,137789,0,50,40,1,0
581,137790,0,50,40,1,0
582,137766,0,50,40,1,0
583,137768,0,50,40,1,0
584,137770,0,50,40,1,0
585,122620,0,50,0,1,0
586,122628,0,50,0,1,0
587,140843,0,50,40,1,0
588,137774,0,50,40,1,0
589,137785,0,50,40,1,0
590,137796,0,50,40,1,0
592,36122,0,31,0,1,0
593,54550,0,31,40,1,0
594,54917,0,31,40,1,0
595,55834,0,31,40,1,0
596,76258,0,31,40,1,0
597,122607,0,31,0,1,0
598,76180,0,31,40,1,0
599,76182,0,31,40,1,0
600,29551,0,31,40,1,0
601,76179,0,31,40,1,0
602,76181,0,31,40,1,0
603,76259,0,31,0,1,0
604,76261,0,31,0,1,0
605,76260,0,31,0,1,0
606,52572,0,47,40,1,0
607,52568,0,47,40,1,0
608,55835,0,47,40,1,0
609,76291,0,47,40,1,0
610,52569,0,47,40,1,0
611,52570,0,47,40,1,0
612,52567,0,47,40,1,0
613,76263,0,47,40,1,0
614,76281,0,47,40,1,0
615,52571,0,47,40,1,0
616,76437,0,47,40,1,0
617,76474,0,47,40,1,0
618,54918,0,47,40,1,0
619,76262,0,47,40,1,0
620,55200,0,47,40,1,0
621,55201,0,47,40,1,0
622,29547,0,47,40,1,0
623,54941,0,47,40,1,0
624,54944,0,47,40,1,0
625,76280,0,47,40,1,0
626,76264,0,47,40,1,0
627,76285,0,47,40,1,0
628,29545,0,47,40,1,0
629,55203,0,47,40,1,0
630,76433,0,47,40,1,0
631,76434,0,47,40,1,0
632,76436,0,47,40,1,0
633,29548,0,48,40,1,0
634,54557,0,48,40,1,0
635,54945,0,48,40,1,0
636,54978,0,48,40,1,0
637,55013,0,48,40,1,0
638,76265,0,48,40,1,0
639,76283,0,48,40,1,0
640,76266,0,48,40,1,0
641,76435,0,48,40,1,0
642,55174,0,48,40,1,0
643,55204,0,48,40,1,0
644,29556,0,48,40,1,0
645,29553,0,48,40,1,0
646,29558,0,48,40,1,0
647,54551,0,48,40,1,0
648,54946,0,48,40,1,0
649,76267,0,48,0,1,0
650,76286,0,48,40,1,0
651,29550,0,48,40,1,0
652,54554,0,48,40,1,0
653,54947,0,48,40,1,0
654,55055,0,48,40,1,0
655,55177,0,48,40,1,0
656,76287,0,48,40,1,0
657,76293,0,48,40,1,0
658,76269,0,48,0,1,0
659,76270,0,48,0,1,0
660,76288,0,48,0,1,0
661,76289,0,48,0,1,0
662,29566,0,49,40,1,0
663,54948,0,49,40,1,0
664,54949,0,49,40,1,0
665,54979,0,49,40,1,0
666,122599,0,49,0,1,0
667,99657,0,49,0,1,0
668,54552,0,49,40,1,0
669,54553,0,49,40,1,0
670,76444,0,49,0,1,0
671,76454,0,49,0,1,0
672,76443,0,49,0,1,0
673,55056,0,49,40,1,0
674,76452,0,49,0,1,0
675,76453,0,49,0,1,0
676,94718,0,49,0,1,0
677,94732,0,49,0,1,0
678,99655,0,49,0,1,0
679,54980,0,49,40,1,0
680,55179,0,49,40,1,0
681,54555,0,49,40,1,0
682,54556,0,49,40,1,0
683,55057,0,49,40,1,0
684,59440,0,49,40,1,0
685,76446,0,49,0,1,0
686,137772,0,49,40,1,0
687,55181,0,49,40,1,0
689,59436,0,49,40,1,0
690,59438,0,49,40,1,0
691,29568,0,50,40,1,0
692,29569,0,50,40,1,0
693,29603,0,50,40,1,0
694,55014,0,50,40,1,0
695,55182,0,50,40,1,0
696,56280,0,50,40,1,0
697,59442,0,50,40,1,0
698,54981,0,50,40,1,0
699,55017,0,50,40,1,0
700,76445,0,50,0,1,0
701,76451,0,50,0,1,0
702,99652,0,50,0,1,0
703,29606,0,50,0,1,0
704,76448,0,50,0,1,0
705,76455,0,50,0,1,0
706,55015,0,50,0,1,0
707,55058,0,50,0,1,0
708,55183,0,50,0,1,0
709,55184,0,50,0,1,0
710,55185,0,50,0,1,0
711,55186,0,50,0,1,0
712,55187,0,50,0,1,0
713,55302,0,50,0,1,0
714,55303,0,50,0,1,0
715,55304,0,50,0,1,0
716,55310,0,50,0,1,0
717,55308,0,50,0,1,0
718,55309,0,50,0,1,0
719,55312,0,50,0,1,0
720,55306,0,50,0,1,0
721,55307,0,50,0,1,0
722,55311,0,50,0,1,0
723,55305,0,50,0,1,0
724,55298,0,50,0,1,0
725,55300,0,50,0,1,0
726,55301,0,50,0,1,0
727,56549,0,50,0,1,0
728,56553,0,50,0,1,0
729,56555,0,50,0,1,0
730,56554,0,50,0,1,0
731,56550,0,50,0,1,0
732,56556,0,50,0,1,0
733,56551,0,50,0,1,0
734,56552,0,50,0,1,0
735,59441,0,50,0,1,0
736,76447,0,50,0,1,0
737,76449,0,50,0,1,0
738,76450,0,50,0,1,0
739,99653,0,50,0,1,0
740,99654,0,50,0,1,0
741,99656,0,50,0,1,0
742,99658,0,50,0,1,0
743,99660,0,50,0,1,0
745,11643,0,31,0,1,0
751,3321,0,31,40,1,0
753,8368,0,31,0,1,0
754,10003,0,31,0,1,0
755,42662,0,31,0,1,0
756,3323,0,31,0,1,0
757,3324,0,31,0,1,0
758,3293,0,31,40,1,0
759,3325,0,31,0,1,0
760,36389,0,31,0,1,0
761,36125,0,31,40,1,0
762,36126,0,31,0,1,0
764,7817,0,31,0,1,0
765,3294,0,31,0,1,0
766,2666,0,31,0,1,0
767,2667,0,31,0,1,0
768,7408,0,31,0,1,0
769,2664,0,31,0,1,0
770,3292,0,31,0,1,0
771,3491,0,47,0,1,0
772,8366,0,47,0,1,0
774,2668,0,47,40,1,0
775,2740,0,47,0,1,0
776,3328,0,47,0,1,0
777,2741,0,47,0,1,0
778,2670,0,47,0,1,0
779,2671,0,47,40,1,0
780,6517,0,47,0,1,0
781,2742,0,47,0,1,0
782,2672,0,47,0,1,0
783,3330,0,47,0,1,0
784,3295,0,47,0,1,0
785,3296,0,47,0,1,0
787,29552,0,47,40,1,0
788,2673,0,47,0,1,0
789,3331,0,47,0,1,0
790,9985,0,47,0,1,0
791,3333,0,47,0,1,0
792,9986,0,47,0,1,0
793,6518,0,47,0,1,0
794,8367,0,47,0,1,0
795,2675,0,47,0,1,0
796,3334,0,47,0,1,0
797,29549,0,47,40,1,0
798,3336,0,48,0,1,0
799,3297,0,48,0,1,0
800,3506,0,48,0,1,0
801,3494,0,48,0,1,0
803,3504,0,48,0,1,0
804,3492,0,48,0,1,0
806,9811,0,48,0,1,0
807,46140,0,48,0,1,0
808,3501,0,48,0,1,0
810,3502,0,48,0,1,0
811,3507,0,48,0,1,0
812,3495,0,48,0,1,0
813,3505,0,48,0,1,0
814,3493,0,48,0,1,0
815,9813,0,48,0,1,0
816,3508,0,48,0,1,0
817,3496,0,48,0,1,0
818,9814,0,48,0,1,0
820,3513,0,48,0,1,0
821,3498,0,48,0,1,0
822,7223,0,48,0,1,0
823,9818,0,48,0,1,0
824,29557,0,48,40,1,0
825,3503,0,48,0,1,0
827,15972,0,48,0,1,0
828,3511,0,49,0,1,0
829,3515,0,49,0,1,0
830,3497,0,49,0,1,0
831,3500,0,49,0,1,0
832,10007,0,49,0,1,0
833,9916,0,49,0,1,0
834,9928,0,49,0,1,0
835,9952,0,49,0,1,0
836,9974,0,49,0,1,0
837,9935,0,49,0,1,0
838,36130,0,49,0,1,0
839,36131,0,49,40,1,0
840,9937,0,49,0,1,0
841,9993,0,49,0,1,0
842,9820,0,49,0,1,0
843,9926,0,49,0,1,0
844,9931,0,49,0,1,0
845,9933,0,49,0,1,0
846,9942,0,49,0,1,0
847,9945,0,49,0,1,0
848,9950,0,49,0,1,0
849,9980,0,49,0,1,0
850,9995,0,49,0,1,0
851,36133,0,49,40,1,0
852,36134,0,49,40,1,0
853,36135,0,49,40,1,0
854,36136,0,49,40,1,0
855,9957,0,49,0,1,0
856,9959,0,49,0,1,0
857,10005,0,49,0,1,0
858,9961,0,49,0,1,0
859,9966,0,49,0,1,0
860,9968,0,49,0,1,0
861,10013,0,49,0,1,0
862,36128,0,49,0,1,0
863,36129,0,49,0,1,0
864,9970,0,49,0,1,0
865,9997,0,49,0,1,0
866,9972,0,49,0,1,0
867,9979,0,49,0,1,0
868,9954,0,49,0,1,0
869,10001,0,49,0,1,0
870,10015,0,49,0,1,0
871,9987,0,50,0,1,0
872,15973,0,50,0,1,0
873,16642,0,50,0,1,0
874,29565,0,50,40,1,0
875,29571,0,50,40,1,0
876,10009,0,50,0,1,0
877,16643,0,50,0,1,0
878,10011,0,50,40,1,0
879,16648,0,50,0,1,0
881,16658,0,50,0,1,0
883,36124,0,50,0,1,0
884,29616,0,50,0,1,0
886,16647,0,50,0,1,0
887,16742,0,50,0,1,0
888,16960,0,50,0,1,0
889,16965,0,50,40,1,0
890,280671,0,48,0,1,0
891,253162,0,47,40,1,0
910,2389,0,31,0,1,0
911,3840,0,31,40,1,0
912,3914,0,31,40,1,0
913,7623,0,31,40,1,0
914,7624,0,31,40,1,0
916,2397,0,31,0,1,0
917,3841,0,31,0,1,0
918,7629,0,31,0,1,0
919,7630,0,31,0,1,0
920,2386,0,31,0,1,0
921,2395,0,31,0,1,0
922,3842,0,31,0,1,0
923,7633,0,31,0,1,0
924,12046,0,31,0,1,0
925,28208,0,31,0,1,0
926,55908,0,31,40,1,0
927,55904,0,31,40,1,0
929,75249,0,31,40,1,0
930,125529,0,31,40,1,0
931,168837,0,31,40,1,0
932,185925,0,31,40,1,0
933,185941,0,31,40,1,0
934,185945,0,31,40,1,0
935,257097,0,31,40,1,0
937,3845,0,31,0,1,0
938,28207,0,31,0,1,0
939,75256,0,31,40,1,0
940,125527,0,31,40,1,0
941,257096,0,31,40,1,0
942,2399,0,31,0,1,0
943,3843,0,31,0,1,0
944,28209,0,31,0,1,0
945,75252,0,31,40,1,0
946,125524,0,31,40,1,0
947,168839,0,31,40,1,0
948,257107,0,31,40,1,0
949,7636,0,31,0,1,0
950,55902,0,31,40,1,0
951,55906,0,31,40,1,0
952,75254,0,31,40,1,0
953,125530,0,31,40,1,0
954,168842,0,31,40,1,0
955,257104,0,31,40,1,0
956,2401,0,31,0,1,0
957,6521,0,31,0,1,0
958,12047,0,31,0,1,0
959,75248,0,31,40,1,0
960,125526,0,31,40,1,0
961,168838,0,31,40,1,0
962,168841,0,31,40,1,0
963,257103,0,31,40,1,0
964,3847,0,47,0,1,0
965,7639,0,47,0,1,0
966,55903,0,47,40,1,0
967,55907,0,47,40,1,0
968,75251,0,47,40,1,0
969,125528,0,47,40,1,0
970,168840,0,47,40,1,0
971,257102,0,47,40,1,0
972,2403,0,47,0,1,0
973,3844,0,47,0,1,0
974,28205,0,47,0,1,0
975,56031,0,47,40,1,0
976,75253,0,47,40,1,0
977,257099,0,47,40,1,0
978,3848,0,47,0,1,0
979,3850,0,47,0,1,0
980,75257,0,47,40,1,0
981,125523,0,47,40,1,0
982,168844,0,47,40,1,0
983,257095,0,47,40,1,0
984,7643,0,47,0,1,0
985,56030,0,47,40,1,0
986,134585,0,47,0,1,0
987,168843,0,47,40,1,0
988,185918,0,47,40,1,0
989,185934,0,47,40,1,0
990,185942,0,47,40,1,0
991,257101,0,47,40,1,0
992,3849,0,47,0,1,0
993,3855,0,47,0,1,0
994,63742,0,47,0,1,0
995,125525,0,47,40,1,0
996,168854,0,47,40,1,0
997,3851,0,47,0,1,0
998,3868,0,47,0,1,0
999,26764,0,47,40,1,0
1000,55911,0,47,40,1,0
1001,75266,0,47,40,1,0
1002,168845,0,47,40,1,0
1003,168846,0,47,40,1,0
1004,168847,0,47,40,1,0
1005,185919,0,47,40,1,0
1006,185935,0,47,40,1,0
1007,185943,0,47,40,1,0
1008,3852,0,47,0,1,0
1009,75259,0,47,40,1,0
1010,125535,0,47,0,1,0
1011,125543,0,47,0,1,0
1012,168853,0,47,40,1,0
1013,269599,0,47,0,1,0
1014,269600,0,47,0,1,0
1015,269601,0,47,0,1,0
1016,6690,0,47,0,1,0
1017,26765,0,47,40,1,0
1018,75260,0,47,40,1,0
1019,125534,0,47,0,1,0
1020,125542,0,47,0,1,0
1021,257114,0,47,0,1,0
1022,257115,0,47,0,1,0
1023,257116,0,47,0,1,0
1024,269596,0,47,0,1,0
1025,269597,0,47,0,1,0
1026,269598,0,47,0,1,0
1027,3856,0,47,0,1,0
1028,8778,0,47,0,1,0
1029,8758,0,47,0,1,0
1030,55913,0,47,40,1,0
1031,75262,0,47,40,1,0
1032,75267,0,47,40,1,0
1033,168852,0,47,40,1,0
1034,3854,0,47,0,1,0
1035,8780,0,47,0,1,0
1036,8760,0,47,0,1,0
1037,26772,0,47,40,1,0
1038,55910,0,47,40,1,0
1039,56014,0,47,40,1,0
1040,56015,0,47,40,1,0
1041,75258,0,47,40,1,0
1042,125533,0,47,0,1,0
1043,125541,0,47,0,1,0
1044,269605,0,47,0,1,0
1045,269606,0,47,0,1,0
1046,269607,0,47,0,1,0
1047,3859,0,48,0,1,0
1048,6692,0,48,0,1,0
1049,8782,0,48,0,1,0
1050,26771,0,48,40,1,0
1051,55924,0,48,40,1,0
1052,125536,0,48,40,1,0
1053,125544,0,48,40,1,0
1054,26770,0,48,40,1,0
1055,55914,0,48,40,1,0
1056,55921,0,48,40,1,0
1057,125531,0,48,0,1,0
1058,125539,0,48,0,1,0
1059,185921,0,48,40,1,0
1060,185937,0,48,40,1,0
1061,208353,0,48,40,1,0
1062,269611,0,48,0,1,0
1063,269612,0,48,0,1,0
1064,269613,0,48,0,1,0
1065,8762,0,48,0,1,0
1066,26773,0,48,0,1,0
1067,55920,0,48,40,1,0
1068,75261,0,48,40,1,0
1069,125538,0,48,0,1,0
1070,125546,0,48,0,1,0
1071,186097,0,48,40,1,0
1072,186100,0,48,40,1,0
1073,186091,0,48,40,1,0
1074,186094,0,48,40,1,0
1075,269602,0,48,0,1,0
1076,269603,0,48,0,1,0
1077,269604,0,48,0,1,0
1078,3857,0,48,0,1,0
1079,8784,0,48,0,1,0
1080,55901,0,48,40,1,0
1081,55923,0,48,40,1,0
1082,125537,0,48,0,1,0
1083,125545,0,48,0,1,0
1084,269608,0,48,0,1,0
1085,269609,0,48,0,1,0
1086,269610,0,48,0,1,0
1087,3858,0,48,0,1,0
1088,8764,0,48,0,1,0
1089,55922,0,48,40,1,0
1090,75263,0,48,40,1,0
1091,125532,0,48,0,1,0
1092,125540,0,48,0,1,0
1093,3860,0,48,0,1,0
1094,8766,0,48,0,1,0
1095,8786,0,48,0,1,0
1096,8772,0,48,0,1,0
1097,8791,0,48,0,1,0
1099,26775,0,48,0,1,0
1100,31434,0,48,0,1,0
1101,36672,0,48,0,1,0
1102,37882,0,48,0,1,0
1103,55919,0,48,40,1,0
1104,3863,0,48,0,1,0
1105,8789,0,48,0,1,0
1106,8774,0,48,0,1,0
1107,26774,0,48,0,1,0
1108,282175,0,48,0,1,0
1109,282176,0,48,0,1,0
1110,282177,0,48,0,1,0
1111,3861,0,48,0,1,0
1112,36669,0,48,0,1,0
1113,55943,0,48,0,1,0
1114,99448,0,48,0,1,0
1115,99449,0,48,0,1,0
1116,185924,0,48,40,1,0
1117,185940,0,48,40,1,0
1118,208352,0,48,40,1,0
1119,8770,0,48,0,1,0
1120,8793,0,48,0,1,0
1121,8795,0,48,0,1,0
1122,55925,0,48,0,1,0
1123,125548,0,48,0,1,0
1124,125550,0,48,0,1,0
1125,125559,0,48,0,1,0
1126,125561,0,48,0,1,0
1127,185922,0,48,40,1,0
1128,185938,0,48,40,1,0
1129,208351,0,48,40,1,0
1130,282204,0,48,0,1,0
1131,282275,0,48,0,1,0
1132,282276,0,48,0,1,0
1133,8797,0,48,0,1,0
1134,8799,0,48,0,1,0
1135,59586,0,48,0,1,0
1136,99459,0,48,0,1,0
1137,99460,0,48,0,1,0
1138,125547,0,48,0,1,0
1139,125549,0,48,0,1,0
1140,125558,0,48,0,1,0
1141,125560,0,48,0,1,0
1142,3862,0,49,0,1,0
1143,3864,0,49,0,1,0
1144,26776,0,49,0,1,0
1145,26782,0,49,0,1,0
1146,31435,0,49,0,1,0
1147,31437,0,49,0,1,0
1148,55941,0,49,0,1,0
1149,282191,0,49,0,1,0
1150,282192,0,49,0,1,0
1151,282193,0,49,0,1,0
1152,8802,0,49,0,1,0
1153,12048,0,49,0,1,0
1154,12049,0,49,0,1,0
1155,185920,0,49,40,1,0
1156,185936,0,49,40,1,0
1157,185944,0,49,40,1,0
1158,282194,0,49,0,1,0
1159,282195,0,49,0,1,0
1160,282196,0,49,0,1,0
1161,8804,0,49,0,1,0
1162,12050,0,49,0,1,0
1163,12052,0,49,0,1,0
1164,59589,0,49,0,1,0
1165,75299,0,49,0,1,0
1166,282164,0,49,0,1,0
1167,282165,0,49,0,1,0
1168,282166,0,49,0,1,0
1169,12053,0,49,0,1,0
1170,12055,0,49,0,1,0
1171,12056,0,49,0,1,0
1172,12059,0,49,0,1,0
1173,12060,0,49,0,1,0
1174,31438,0,49,0,1,0
1175,31440,0,49,0,1,0
1176,31441,0,49,0,1,0
1177,37873,0,49,0,1,0
1178,59585,0,49,0,1,0
1179,282168,0,49,0,1,0
1180,282169,0,49,0,1,0
1181,282170,0,49,0,1,0
1182,12062,0,49,0,1,0
1183,12063,0,49,0,1,0
1184,59584,0,49,0,1,0
1185,12066,0,49,0,1,0
1186,12067,0,49,0,1,0
1187,12068,0,49,0,1,0
1188,12070,0,49,0,1,0
1189,12071,0,49,0,1,0
1190,12069,0,49,0,1,0
1191,59582,0,49,0,1,0
1192,59583,0,49,0,1,0
1193,138597,0,49,40,1,0
1194,138598,0,49,40,1,0
1195,138599,0,49,40,1,0
1196,138600,0,49,40,1,0
1197,12072,0,49,0,1,0
1198,12073,0,49,0,1,0
1199,12074,0,49,0,1,0
1200,59588,0,49,0,1,0
1201,137907,0,49,40,1,0
1202,137908,0,49,40,1,0
1203,137918,0,49,40,1,0
1204,137919,0,49,40,1,0
1205,137920,0,49,40,1,0
1206,137936,0,49,40,1,0
1207,137937,0,49,40,1,0
1208,12076,0,49,0,1,0
1209,12078,0,49,0,1,0
1210,137909,0,49,40,1,0
1211,137910,0,49,40,1,0
1212,137911,0,49,40,1,0
1213,185923,0,49,40,1,0
1214,185939,0,49,40,1,0
1215,208350,0,49,40,1,0
1216,294832,0,49,0,1,0
1217,294833,0,49,0,1,0
1218,294834,0,49,0,1,0
1219,12081,0,49,0,1,0
1220,12082,0,49,0,1,0
1221,12083,0,49,0,1,0
1222,12084,0,49,0,1,0
1223,59587,0,49,0,1,0
1224,75301,0,49,0,1,0
1225,137925,0,49,40,1,0
1226,137930,0,49,40,1,0
1227,137935,0,49,40,1,0
1228,137942,0,49,40,1,0
1229,294841,0,49,0,1,0
1230,294842,0,49,0,1,0
1231,294843,0,49,0,1,0
1232,12086,0,49,0,1,0
1233,12087,0,49,0,1,0
1234,12088,0,49,0,1,0
1235,75298,0,49,0,1,0
1236,137915,0,49,40,1,0
1237,137916,0,49,40,1,0
1238,137917,0,49,40,1,0
1239,294835,0,49,0,1,0
1240,294836,0,49,0,1,0
1241,294837,0,49,0,1,0
1242,12090,0,50,0,1,0
1243,12092,0,50,0,1,0
1244,137921,0,50,40,1,0
1245,137924,0,50,40,1,0
1246,137926,0,50,40,1,0
1247,137929,0,50,40,1,0
1248,137931,0,50,40,1,0
1249,137934,0,50,40,1,0
1250,137938,0,50,40,1,0
1251,137941,0,50,40,1,0
1252,294829,0,50,0,1,0
1253,294830,0,50,0,1,0
1254,294831,0,50,0,1,0
1255,18402,0,50,0,1,0
1256,18404,0,50,0,1,0
1257,18403,0,50,0,1,0
1258,75300,0,50,0,1,0
1259,137912,0,50,40,1,0
1260,137913,0,50,40,1,0
1261,137914,0,50,40,1,0
1262,294844,0,50,0,1,0
