ID,DataTagID,HouseDecorID
1115,67,1282
1116,151,1282
1117,154,1282
1118,201,1282
1119,110,1244
1120,142,1244
1121,159,1244
1122,66,1244
1123,154,1244
1124,71,1244
1125,183,1244
1126,88,1286
1127,160,1286
1128,67,1286
1129,105,1286
1130,151,1286
1131,203,1286
1132,154,1286
1133,88,1290
1134,160,1290
1135,191,1290
1136,67,1290
1137,105,1290
1138,151,1290
1139,154,1290
1140,88,1291
1141,160,1291
1142,69,1291
1143,105,1291
1144,151,1291
1145,154,1291
1146,210,1291
1147,88,1292
1148,160,1292
1149,69,1292
1150,105,1292
1151,151,1292
1152,154,1292
1153,210,1292
1154,88,1294
1155,160,1294
1156,191,1294
1158,105,1294
1159,151,1294
1160,154,1294
1161,88,1295
1162,160,1295
1163,189,1295
1165,105,1295
1166,151,1295
1167,154,1295
1168,88,1296
1169,160,1296
1170,67,1296
1171,105,1296
1172,151,1296
1173,203,1296
1174,154,1296
1175,88,1297
1176,160,1297
1177,188,1297
1178,69,1297
1179,105,1297
1180,151,1297
1181,154,1297
1191,88,1307
1192,160,1307
1193,67,1307
1194,105,1307
1195,151,1307
1196,154,1307
1197,183,1307
1198,88,1308
1199,160,1308
1200,67,1308
1201,105,1308
1202,151,1308
1203,154,1308
1204,183,1308
1210,160,1318
1211,184,1318
1212,67,1318
1213,104,1318
1214,90,1318
1215,141,1318
1216,183,1318
1217,160,1319
1218,218,1319
1219,67,1319
1220,104,1319
1221,90,1319
1222,141,1319
1223,160,1320
1224,216,1320
1225,104,1320
1226,66,1320
1227,90,1320
1228,141,1320
1229,160,1326
1230,184,1326
1231,67,1326
1232,104,1326
1233,90,1326
1234,141,1326
1235,183,1326
1236,110,1329
1237,159,1329
1238,72,1329
1240,141,1329
1241,176,1329
1242,178,1329
1247,110,1350
1248,159,1350
1249,67,1350
1250,72,1350
1251,180,1350
1252,141,1350
1253,160,1354
1255,104,1354
1256,180,1354
1257,199,1354
1258,90,1354
1259,141,1354
1280,160,1410
1281,104,1410
1282,66,1410
1283,90,1410
1284,141,1410
1285,183,1410
1286,160,1415
1287,67,1415
1288,104,1415
1289,90,1415
1290,141,1415
1291,186,1415
1295,200,1168
1296,95,1168
1297,160,1168
1298,148,1168
1300,201,1168
1301,93,1168
1302,106,1168
1303,200,1180
1304,95,1180
1305,160,1180
1306,148,1180
1308,201,1180
1309,93,1180
1310,106,1180
1311,200,865
1312,160,865
1313,67,865
1314,96,865
1315,155,865
1316,201,865
1317,106,865
1318,200,944
1319,160,944
1320,67,944
1321,96,944
1322,155,944
1323,201,944
1324,106,944
1325,84,1173
1326,160,1173
1327,83,1173
1328,108,1173
1330,66,1173
1331,145,1173
1332,142,1122
1333,154,1122
1334,110,1434
1335,142,1434
1336,159,1434
1337,67,1434
1339,64,1434
1340,154,1434
1341,71,1434
1342,110,1435
1343,142,1435
1344,159,1435
1347,64,1435
1348,154,1435
1349,71,1435
1350,160,948
1352,67,948
1353,96,948
1354,155,948
1355,106,948
1356,160,949
1359,96,949
1360,155,949
1361,106,949
1362,95,1417
1363,160,1417
1364,67,1417
1365,148,1417
1366,199,1417
1367,93,1417
1368,106,1417
1369,70,1436
1370,110,1436
1371,160,1436
1373,141,1436
1374,176,1436
1375,70,1437
1376,110,1437
1378,67,1437
1379,216,1437
1380,141,1437
1381,70,1438
1382,110,1438
1383,160,1438
1384,68,1438
1385,205,1438
1386,141,1438
1387,63,1439
1388,70,1439
1389,110,1439
1391,69,1439
1392,141,1439
1393,208,1439
1394,188,1440
1396,105,1440
1398,159,925
1399,89,925
1400,104,925
1401,66,925
1402,145,925
1403,183,925
1404,159,926
1405,89,926
1406,104,926
1407,66,926
1408,145,926
1409,183,926
1410,160,1443
1411,181,1443
1412,67,1443
1413,104,1443
1414,90,1443
1415,141,1443
1416,159,1445
1417,200,1445
1418,68,1445
1419,82,1445
1420,102,1445
1421,154,1445
1422,201,1445
1423,109,1258
1424,150,1258
1425,160,1258
1426,67,1258
1427,91,1258
1428,180,1258
1429,109,1267
1430,150,1267
1431,160,1267
1432,181,1267
1433,67,1267
1434,91,1267
1435,70,1451
1436,110,1451
1437,160,1451
1439,64,1451
1440,141,1451
1441,70,1452
1442,110,1452
1443,160,1452
1444,68,1452
1445,64,1452
1446,141,1452
1447,70,1453
1448,110,1453
1449,160,1453
1450,67,1453
1451,64,1453
1452,141,1453
1453,110,1454
1454,142,1454
1455,159,1454
1456,68,1454
1457,64,1454
1458,154,1454
1459,71,1454
1460,110,1455
1461,142,1455
1462,159,1455
1463,68,1455
1464,64,1455
1465,154,1455
1466,71,1455
1467,110,1456
1468,142,1456
1469,159,1456
1470,68,1456
1471,64,1456
1472,154,1456
1473,71,1456
1474,110,1457
1475,142,1457
1476,159,1457
1477,67,1457
1478,154,1457
1479,176,1457
1480,71,1457
1481,159,1481
1483,82,1481
1484,102,1481
1485,154,1481
1486,235,1481
1487,110,1486
1488,159,1486
1489,72,1486
1490,180,1486
1491,66,1486
1492,141,1486
1493,110,1489
1494,84,1489
1495,180,1489
1501,99,1674
1519,85,1692
1520,159,1692
1521,184,1692
1523,105,1692
1524,151,1692
1525,183,1692
1526,85,1693
1527,159,1693
1528,184,1693
1529,105,1693
1530,151,1693
1531,66,1693
1532,183,1693
1533,85,675
1534,159,675
1536,67,675
1537,105,675
1538,151,675
1539,85,1695
1540,159,1695
1541,105,1695
1542,151,1695
1543,199,1695
1544,66,1695
1545,85,1694
1546,159,1694
1547,181,1694
1548,67,1694
1549,105,1694
1550,151,1694
1551,159,1696
1552,81,1696
1553,67,1696
1554,204,1696
1555,106,1696
1556,152,1696
1557,95,1697
1558,160,1697
1559,148,1697
1560,66,1697
1561,93,1697
1562,106,1697
1563,193,1697
1564,70,1698
1565,110,1698
1567,160,1698
1568,66,1698
1569,141,1698
1570,70,1699
1571,110,1699
1573,160,1699
1574,66,1699
1575,141,1699
1576,70,1700
1577,110,1700
1578,160,1700
1579,67,1700
1580,204,1700
1581,141,1700
1582,110,1701
1583,142,1701
1584,159,1701
1585,66,1701
1586,154,1701
1587,71,1701
1588,110,1702
1589,142,1702
1590,159,1702
1591,66,1702
1592,154,1702
1593,71,1702
1594,110,1283
1595,84,1283
1596,160,1283
1597,188,1283
1598,191,1283
1599,67,1283
1600,145,1283
1601,110,1284
1602,84,1284
1603,160,1284
1604,188,1284
1605,191,1284
1606,67,1284
1607,145,1284
1608,88,1703
1609,160,1703
1610,68,1703
1611,105,1703
1612,151,1703
1613,203,1703
1614,154,1703
1615,159,1704
1616,81,1704
1617,69,1704
1618,106,1704
1619,152,1704
1626,70,1724
1627,110,1724
1629,160,1724
1630,66,1724
1631,141,1724
1632,70,1723
1633,110,1723
1634,160,1723
1635,177,1723
1636,66,1723
1637,141,1723
1638,160,1725
1640,67,1725
1641,104,1725
1642,90,1725
1643,141,1725
1644,110,1139
1645,84,1139
1646,160,1139
1647,83,1139
1648,67,1139
1649,148,1139
1650,177,1139
1651,176,1139
1652,145,1139
1653,110,1225
1654,84,1225
1655,160,1225
1656,83,1225
1657,68,1225
1658,145,1225
1659,210,1225
1660,110,1349
1661,84,1349
1662,145,1349
1663,110,1726
1664,187,1726
1665,452,1726
1666,166,1726
1667,151,1726
1668,168,1726
1670,110,1727
1671,187,1727
1672,452,1727
1673,166,1727
1674,151,1727
1675,168,1727
1676,183,1727
1677,84,1728
1678,68,1728
1679,145,1728
1680,110,1730
1681,179,1730
1682,70,1736
1683,110,1736
1684,160,1736
1685,179,1736
1686,66,1736
1687,141,1736
1688,70,1737
1689,110,1737
1691,160,1737
1692,66,1737
1693,141,1737
1694,110,1738
1695,142,1738
1696,159,1738
1697,67,1738
1698,154,1738
1699,178,1738
1700,71,1738
1701,110,1739
1702,142,1739
1703,159,1739
1704,67,1739
1705,154,1739
1706,71,1739
1707,183,1739
1708,188,1740
1710,105,1740
1712,85,1741
1713,188,1741
1714,105,1741
1715,151,1741
1716,110,1742
1717,142,1742
1718,159,1742
1719,181,1742
1720,67,1742
1721,154,1742
1722,71,1742
1723,63,1743
1724,110,1743
1725,70,1744
1726,110,1744
1727,160,1744
1728,68,1744
1729,141,1744
1730,186,1744
1731,110,1745
1732,142,1745
1733,159,1745
1734,187,1745
1735,67,1745
1736,154,1745
1737,71,1745
1738,160,1746
1739,87,1746
1740,67,1746
1741,105,1746
1742,204,1746
1743,145,1746
1745,160,1747
1746,87,1747
1747,67,1747
1748,105,1747
1749,204,1747
1750,145,1747
1752,109,1748
1753,67,1748
1754,78,1748
1755,204,1748
1756,141,1748
1759,109,1749
1760,68,1749
1761,78,1749
1762,141,1749
1764,109,1750
1765,67,1750
1766,78,1750
1767,204,1750
1768,141,1750
1769,63,1751
1770,110,1751
1771,159,1201
1772,160,1201
1773,68,1201
1774,148,1201
1775,98,1201
1776,180,1201
1777,103,1201
1778,160,1791
1780,128,1791
1781,104,1791
1782,90,1791
1783,141,1791
1785,160,1792
1787,67,1792
1788,104,1792
1789,90,1792
1790,141,1792
1792,159,1793
1793,68,1793
1794,82,1793
1795,203,1793
1796,102,1793
1797,154,1793
1798,159,1794
1799,82,1794
1801,102,1794
1802,154,1794
1803,234,1794
1804,159,1795
1805,82,1795
1807,102,1795
1809,234,1795
1810,159,1796
1811,206,1796
1812,68,1796
1813,82,1796
1814,102,1796
1815,154,1796
1816,209,1796
1817,159,1801
1819,105,1801
1820,82,1801
1821,66,1801
1822,102,1801
1823,154,1801
1825,225,1725
1826,159,1802
1827,82,1802
1829,102,1802
1830,154,1802
1831,210,1802
1832,159,1826
1833,188,1826
1834,82,1826
1835,66,1826
1836,102,1826
1837,154,1826
1838,159,1827
1840,82,1827
1841,102,1827
1842,154,1827
1843,210,1827
1844,159,1828
1845,67,1828
1846,216,1828
1847,82,1828
1848,102,1828
1849,154,1828
1850,159,1829
1851,68,1829
1852,82,1829
1853,102,1829
1854,154,1829
1855,210,1829
1856,159,1830
1857,67,1830
1858,180,1830
1859,102,1830
1860,154,1830
1861,159,1831
1862,184,1831
1863,82,1831
1865,102,1831
1866,154,1831
1867,183,1831
1868,159,1832
1869,177,1832
1870,82,1832
1871,66,1832
1872,102,1832
1873,154,1832
1874,176,1832
1875,159,1833
1877,82,1833
1878,102,1833
1879,154,1833
1880,209,1833
1881,85,1834
1882,159,1834
1883,108,1834
1884,67,1834
1885,177,1834
1886,151,1834
1887,176,1834
1888,85,1835
1889,159,1835
1890,108,1835
1891,191,1835
1892,151,1835
1893,66,1835
1894,85,1836
1895,159,1836
1897,105,1836
1898,151,1836
1899,66,1836
1901,85,1861
1902,159,1861
1904,105,1861
1905,151,1861
1906,63,1862
1907,110,1862
1908,142,1862
1909,159,1862
1911,154,1862
1912,71,1862
1913,210,1862
1914,63,1863
1915,110,1863
1916,142,1863
1917,159,1863
1918,68,1863
1919,154,1863
1920,71,1863
1921,110,1864
1922,203,1864
1923,110,1865
1924,203,1865
1925,110,1866
1926,203,1866
1927,110,1867
1928,203,1867
1929,110,1878
1930,142,1878
1931,159,1878
1933,180,1878
1934,154,1878
1935,71,1878
1936,182,1878
1937,70,1879
1938,110,1879
1939,160,1879
1940,181,1879
1941,67,1879
1942,141,1879
1943,159,1880
1944,81,1880
1945,188,1880
1947,225,1880
1948,106,1880
1949,152,1880
1950,85,1881
1951,159,1881
1953,105,1881
1954,151,1881
1955,186,1881
1956,85,1882
1957,159,1882
1958,67,1882
1959,105,1882
1960,151,1882
1961,209,1882
1962,85,1883
1963,159,1883
1964,105,1883
1965,151,1883
1966,66,1883
1967,209,1883
1968,85,1884
1969,159,1884
1970,105,1884
1971,177,1884
1972,151,1884
1973,66,1884
1974,176,1884
1975,85,1885
1976,159,1885
1977,105,1885
1978,151,1885
1979,180,1885
1980,66,1885
1981,85,1886
1982,159,1886
1983,184,1886
1984,105,1886
1985,151,1886
1987,183,1886
1988,85,1887
1989,159,1887
1990,67,1887
1991,105,1887
1992,151,1887
1993,183,1887
1994,85,1888
1995,159,1888
1996,108,1888
1997,151,1888
1998,66,1888
1999,183,1888
2000,85,1889
2001,159,1889
2003,67,1889
2004,105,1889
2005,151,1889
2040,109,1893
2041,203,1893
2042,79,1893
2043,234,1893
2044,110,1895
2045,84,1895
2046,145,1895
2047,159,1900
2049,81,1900
2050,67,1900
2051,204,1900
2052,106,1900
2053,152,1900
2054,110,1901
2055,214,1901
2056,84,1901
2057,145,1901
2058,110,1902
2059,84,1902
2060,216,1902
2061,110,1903
2062,84,1903
2063,216,1903
2064,110,1905
2065,187,1905
2066,452,1905
2067,68,1905
2068,151,1905
2069,168,1905
2070,110,1906
2071,84,1906
2073,110,1907
2074,214,1907
2075,84,1907
2076,110,1908
2077,214,1908
2078,84,1908
2092,110,1926
2093,84,1926
2094,216,1926
2095,110,1927
2096,84,1927
2097,216,1927
2098,110,1928
2099,84,1928
2100,216,1928
2101,110,1929
2102,84,1929
2103,216,1929
2104,70,1977
2105,110,1977
2106,160,1977
2107,67,1977
2108,177,1977
2109,141,1977
2110,70,1978
2111,110,1978
2112,160,1978
2113,66,1978
2114,141,1978
2115,183,1978
2116,70,1979
2117,110,1979
2118,160,1979
2119,68,1979
2120,141,1979
2121,201,1979
2122,95,1200
2123,160,1200
2124,148,1200
2126,93,1200
2127,106,1200
2128,85,1987
2129,159,1987
2130,108,1987
2131,67,1987
2132,151,1987
2133,180,1987
2134,85,1988
2135,159,1988
2136,108,1988
2137,177,1988
2138,151,1988
2139,66,1988
2140,176,1988
2141,85,1989
2142,159,1989
2143,108,1989
2144,69,1989
2145,151,1989
2146,210,1989
2147,85,1990
2148,159,1990
2149,108,1990
2151,151,1990
2152,210,1990
2153,110,1991
2154,142,1991
2155,159,1991
2156,177,1991
2157,66,1991
2158,154,1991
2159,71,1991
2160,110,1992
2161,142,1992
2162,159,1992
2164,180,1992
2165,154,1992
2166,71,1992
2167,110,1993
2168,142,1993
2169,159,1993
2170,179,1993
2171,66,1993
2172,154,1993
2173,71,1993
2174,183,1993
2175,110,1995
2176,142,1995
2177,159,1995
2178,67,1995
2180,154,1995
2181,71,1995
2182,110,1994
2183,142,1994
2184,159,1994
2185,66,1994
2186,154,1994
2187,71,1994
2188,183,1994
2189,65,1996
2190,110,1996
2191,142,1996
2192,159,1996
2193,154,1996
2194,71,1996
2195,110,1997
2196,142,1997
2197,159,1997
2199,180,1997
2200,154,1997
2201,71,1997
2202,65,1998
2203,99,1998
2204,159,1998
2205,74,1998
2206,141,1998
2207,190,1998
2208,110,1999
2209,142,1999
2210,159,1999
2211,66,1999
2212,154,1999
2213,71,1999
2214,183,1999
2215,85,2000
2216,159,2000
2217,105,2000
2219,151,2000
2220,66,2000
2222,99,2001
2223,159,2001
2224,217,2001
2225,74,2001
2226,141,2001
2227,77,2001
2231,99,2018
2232,159,2018
2233,67,2018
2234,177,2018
2235,74,2018
2236,141,2018
2237,176,2018
2238,65,2019
2239,159,2019
2240,188,2019
2241,82,2019
2242,102,2019
2243,154,2019
2260,194,749
2261,104,749
2263,193,749
2264,85,2086
2265,159,2086
2267,67,2086
2268,105,2086
2269,151,2086
2270,110,80
2272,72,80
2273,188,80
2274,69,80
2276,70,2087
2277,110,2087
2278,160,2087
2279,67,2087
2280,141,2087
2281,176,2087
2282,70,2088
2283,110,2088
2284,160,2088
2285,66,2088
2286,141,2088
2287,183,2088
2288,63,2089
2289,110,2089
2290,142,2089
2291,159,2089
2293,180,2089
2294,154,2089
2295,70,2090
2296,110,2090
2297,160,2090
2298,67,2090
2299,141,2090
2300,176,2090
2301,104,750
2303,190,750
2304,105,752
2305,192,752
2306,66,752
2307,67,753
2308,105,753
2309,192,753
2310,68,754
2311,105,754
2312,192,754
2313,194,755
2314,66,755
2315,106,755
2316,84,715
2317,160,715
2318,184,715
2319,108,715
2320,66,715
2321,145,715
2322,183,715
2323,108,757
2324,192,757
2325,66,757
2326,108,758
2327,67,758
2328,192,758
2330,109,760
2331,190,760
2333,109,761
2334,190,761
2336,109,762
2337,190,762
2338,81,2091
2339,216,2091
2340,106,2091
2341,70,2092
2342,110,2092
2343,160,2092
2344,67,2092
2345,141,2092
2346,178,2092
2347,70,2094
2348,110,2094
2349,160,2094
2350,66,2094
2351,141,2094
2352,201,2094
2353,70,2093
2354,110,2093
2355,160,2093
2356,184,2093
2357,68,2093
2358,141,2093
2359,70,2095
2360,110,2095
2361,160,2095
2362,66,2095
2363,141,2095
2364,183,2095
2365,160,1352
2366,177,1352
2367,104,1352
2368,66,1352
2369,90,1352
2370,141,1352
2371,176,1352
2372,160,1413
2373,177,1413
2374,104,1413
2375,66,1413
2376,90,1413
2377,141,1413
2378,176,1413
2379,160,1414
2380,177,1414
2381,104,1414
2382,66,1414
2383,90,1414
2384,141,1414
2385,176,1414
2386,85,674
2387,159,674
2388,105,674
2389,177,674
2390,95,1192
2391,160,1192
2392,148,1192
2393,177,1192
2395,176,1192
2396,93,1192
2397,106,1192
2398,160,863
2399,177,863
2400,66,863
2401,96,863
2402,155,863
2403,176,863
2404,106,863
2405,160,864
2406,67,864
2407,177,864
2408,96,864
2409,155,864
2410,176,864
2411,106,864
2412,84,714
2413,160,714
2414,83,714
2415,108,714
2416,177,714
2417,66,714
2418,176,714
2419,145,714
2420,65,763
2421,109,763
2422,190,763
2423,65,764
2424,109,764
2425,196,764
2427,194,765
2428,109,765
2429,109,1275
2430,150,1275
2431,160,1275
2433,91,1275
2434,177,1275
2435,66,1275
2436,176,1275
2437,109,826
2438,150,826
2439,160,826
2440,67,826
2441,91,826
2442,177,826
2443,176,826
2444,109,829
2445,150,829
2446,160,829
2447,67,829
2448,91,829
2449,176,829
2450,178,829
2451,177,1436
2452,177,1122
2453,177,1457
2454,65,767
2455,109,767
2456,190,767
2458,215,1880
2459,70,2098
2460,110,2098
2461,160,2098
2462,66,2098
2463,141,2098
2464,183,2098
2465,159,859
2466,177,859
2467,82,859
2469,102,859
2470,154,859
2471,176,859
2472,89,929
2473,68,929
2474,104,929
2475,145,929
2476,186,929
2477,85,677
2478,159,677
2479,200,677
2480,68,677
2481,105,677
2482,151,677
2483,201,677
2484,85,678
2485,159,678
2486,200,678
2487,67,678
2488,105,678
2489,151,678
2490,201,678
2491,95,1217
2492,160,1217
2493,67,1217
2494,148,1217
2495,180,1217
2496,93,1217
2497,106,1217
2498,160,862
2499,68,862
2500,180,862
2501,96,862
2502,155,862
2503,106,862
2504,160,932
2505,68,932
2506,180,932
2507,96,932
2508,155,932
2509,106,932
2510,160,935
2511,68,935
2512,180,935
2513,96,935
2514,155,935
2515,106,935
2516,84,1176
2517,160,1176
2518,83,1176
2519,108,1176
2520,67,1176
2521,180,1176
2522,145,1176
2523,200,717
2524,84,717
2525,160,717
2526,83,717
2527,108,717
2530,201,717
2531,145,717
2532,200,718
2533,84,718
2534,160,718
2535,83,718
2536,108,718
2537,67,718
2538,201,718
2539,145,718
2540,206,2099
2541,71,2099
2542,206,2100
2543,71,2100
2544,206,2101
2545,71,2101
2546,206,2102
2547,71,2102
2548,206,2103
2549,71,2103
2550,84,2104
2551,206,2104
2552,72,2104
2553,84,2105
2554,206,2105
2555,72,2105
2556,84,2106
2557,206,2106
2558,72,2106
2559,84,2107
2560,206,2107
2561,72,2107
2562,84,2108
2563,206,2108
2564,72,2108
2565,85,2109
2566,206,2109
2567,72,2109
2568,85,2110
2569,206,2110
2570,72,2110
2571,85,2111
2572,72,2111
2574,85,2112
2575,72,2112
2577,85,2113
2578,206,2113
2579,72,2113
2580,70,2114
2581,206,2114
2582,70,2115
2583,206,2115
2584,70,2116
2585,206,2116
2586,70,2117
2587,206,2117
2588,70,2118
2589,206,2118
2590,110,726
2601,95,1170
2602,160,1170
2604,148,1170
2606,93,1170
2607,106,1170
2608,95,1197
2609,160,1197
2610,184,1197
2612,148,1197
2613,93,1197
2614,106,1197
2615,183,1197
2616,84,720
2617,160,720
2618,188,720
2619,83,720
2620,108,720
2621,66,720
2622,145,720
2623,109,1272
2624,150,1272
2625,160,1272
2626,91,1272
2628,225,1272
2629,183,1272
2630,95,1199
2631,160,1199
2633,67,1199
2634,148,1199
2635,93,1199
2636,106,1199
2637,95,1310
2638,160,1310
2639,191,1310
2640,67,1310
2641,148,1310
2642,93,1310
2643,106,1310
2644,95,1311
2645,160,1311
2646,191,1311
2647,67,1311
2648,148,1311
2649,93,1311
2650,106,1311
2676,65,2218
2677,110,2218
2678,187,2218
2679,452,2218
2680,151,2218
2681,168,2218
2682,110,2219
2683,187,2219
2684,452,2219
2685,151,2219
2686,66,2219
2687,110,2220
2688,187,2220
2689,452,2220
2690,151,2220
2691,168,2220
2692,66,2220
2693,110,2221
2694,187,2221
2695,452,2221
2696,151,2221
2697,168,2221
2698,66,2221
2699,65,2222
2700,110,2222
2701,187,2222
2702,452,2222
2703,168,2222
2704,65,2223
2705,110,2223
2706,187,2223
2707,452,2223
2708,65,2224
2709,110,2224
2710,187,2224
2711,452,2224
2712,151,2224
2713,168,2224
2714,110,2225
2715,187,2225
2716,452,2225
2717,151,2225
2718,168,2225
2719,66,2225
2720,99,2226
2721,159,2226
2722,67,2226
2723,203,2226
2724,74,2226
2725,141,2226
2726,77,2226
2727,99,2228
2728,159,2228
2729,184,2228
2731,74,2228
2732,141,2228
2733,183,2228
2734,99,2227
2735,159,2227
2736,67,2227
2737,130,2227
2738,74,2227
2739,141,2227
2740,77,2227
2741,99,2229
2742,159,2229
2743,184,2229
2745,74,2229
2746,141,2229
2747,183,2229
2748,110,2231
2749,84,2231
2750,145,2231
2751,149,2231
2752,110,2232
2753,187,2232
2754,452,2232
2755,166,2232
2756,151,2232
2757,66,2232
2758,65,2233
2759,110,2233
2760,187,2233
2761,452,2233
2762,169,2233
2763,151,2233
2764,65,2234
2765,110,2234
2766,187,2234
2767,452,2234
2768,151,2234
2769,168,2234
2770,65,2235
2771,110,2235
2772,187,2235
2773,452,2235
2774,166,2235
2775,151,2235
2778,99,2237
2779,159,2237
2780,184,2237
2781,68,2237
2782,74,2237
2783,141,2237
2784,183,2237
2785,99,2238
2786,159,2238
2787,177,2238
2788,66,2238
2789,74,2238
2790,141,2238
2791,176,2238
2792,99,2239
2793,159,2239
2794,216,2239
2795,66,2239
2796,74,2239
2797,141,2239
2798,99,2240
2799,159,2240
2801,180,2240
2802,74,2240
2803,141,2240
2804,99,2241
2805,159,2241
2806,67,2241
2807,180,2241
2808,74,2241
2809,141,2241
2810,99,2242
2811,159,2242
2812,180,2242
2813,66,2242
2814,74,2242
2815,141,2242
2816,99,2243
2817,159,2243
2819,180,2243
2820,74,2243
2821,141,2243
2822,75,2244
2823,159,2244
2824,68,2244
2825,236,2244
2826,74,2244
2827,102,2244
2828,141,2244
2829,75,2245
2830,159,2245
2832,236,2245
2833,74,2245
2834,102,2245
2835,141,2245
2836,74,2246
2837,77,2246
2838,99,2246
2839,216,2246
2840,66,2246
2841,159,2246
2842,141,2246
2843,188,2254
2844,191,2254
2845,110,2254
2846,67,2254
2847,159,2254
2848,141,2254
2849,72,2254
2860,452,2295
2861,110,2295
2862,187,2295
2863,66,2295
2864,151,2295
2865,169,2296
2866,452,2296
2867,110,2296
2868,187,2296
2869,66,2296
2870,151,2296
2871,169,2297
2872,452,2297
2873,110,2297
2874,187,2297
2875,66,2297
2876,151,2297
2877,168,2298
2878,452,2298
2879,110,2298
2880,187,2298
2881,65,2298
2882,151,2298
2883,169,2299
2884,84,2299
2885,110,2299
2886,169,2300
2887,84,2300
2888,110,2300
