ID,Word,LanguageID
603,Adare,8
604,Golad,8
605,Buras,8
606,Nagas,8
607,Revos,8
608,Refir,8
609,Kamil,8
610,Rethul,8
611,Rakkan,8
612,Rakkas,8
613,Tichar,8
614,Mannor,8
615,Archim,8
616,Azgala,8
617,Karkun,8
618,Revola,8
619,Mishun,8
620,Arakal,8
621,Kazile,8
622,Thorje,8
623,Belaros,8
624,Tiriosh,8
625,Faramos,8
626,Danashj,8
627,Amanare,8
628,Kieldaz,8
629,Karaman,8
630,Gulamir,8
631,Toralar,8
632,Rethule,8
633,Zennshi,8
634,Maladath,8
635,Kirasath,8
636,Romathis,8
637,Amanare,8
638,Theramas,8
639,Azrathud,8
640,Mordanas,8
641,Amanalar,8
642,Ashjraka,8
643,Azgalada,8
644,Rukadare,8
645,Sorankar,8
646,Enkilzar,8
647,Naztheros,8
648,Zilthuras,8
649,Kanrethad,8
650,Matheredor,8
651,Ticharamir,8
652,Melarorah,8
653,Arakalada,8
654,Soranaman,8
655,Nagasraka,8
656,Belankar,8
657,Pathrebosh,8
658,Benthadoom,8
659,Amanemodas,8
660,Teamanare,8
661,Enkilgular,8
662,Burasadare,8
663,Melarnagas,8
664,Zennrakkan,8
665,Ashjrethul,8
666,Zekulrakkas,8
667,Archimtiros,8
668,Mannorgulan,8
669,Mishunadare,8
670,Zennshinagas,8
671,Ashjrakamas,8
672,Kamilgolad,8
673,A,9
674,E,9
675,I,9
676,O,9
677,U,9
678,Y,9
679,G,9
680,X,9
681,IL,9
682,No,9
683,Az,9
684,Te,9
685,Ur,9
686,Za,9
687,Ze,9
688,Re,9
689,Ul,9
690,Me,9
691,Xi,9
692,Tor,9
693,Gul,9
694,Lok,9
695,Asj,9
696,Kar,9
697,Lek,9
698,Daz,9
699,Maz,9
700,Ril,9
701,Ruk,9
702,Laz,9
703,Shi,9
704,Zar,9
705,Ashj,9
706,Alar,9
707,Orah,9
708,Amir,9
709,Aman,9
710,Ante,9
711,Kiel,9
712,Maez,9
713,Maev,9
714,Veni,9
715,Raka,9
716,Zila,9
717,Zenn,9
718,Parn,9
719,Rikk,9
720,Melar,9
721,Rakir,9
722,Tiros,9
723,Modas,9
724,Belan,9
725,Zekul,9
726,Soran,9
727,Gular,9
728,Enkil,9
729,Adare,9
730,Golad,9
731,Buras,9
732,Nagas,9
733,Revos,9
734,Refir,9
735,Kamil,9
736,Rethul,9
737,Rakkan,9
738,Rakkas,9
739,Tichar,9
740,Mannor,9
741,Archim,9
742,Azgala,9
743,Karkun,9
744,Revola,9
745,Mishun,9
746,Arakal,9
747,Kazile,9
748,Thorje,9
749,Belaros,9
750,Tiriosh,9
751,Faramos,9
752,Danashj,9
753,Amanare,9
754,Faralos,9
755,Kieldaz,9
756,Karaman,9
757,Gulamir,9
758,Toralar,9
759,Rethule,9
760,Zennshi,9
761,Maladath,9
762,Kirasath,9
763,Romathis,9
764,Amanare,9
765,Theramas,9
766,Azrathud,9
767,Mordanas,9
768,Amanalar,9
769,Ashjraka,9
770,Azgalada,9
771,Rukadare,9
772,Sorankar,9
773,Enkilzar,9
774,Naztheros,9
775,Zilthuras,9
776,Kanrethad,9
777,Matheredor,9
778,Ticharamir,9
779,Melarorah,9
780,Arakalada,9
781,Soranaman,9
782,Nagasraka,9
783,Belankar,9
784,Pathrebosh,9
785,Benthadoom,9
786,Amanemodas,9
787,Teamanare,9
788,Enkilgular,9
789,Burasadare,9
790,Melarnagas,9
791,Zennrakkan,9
792,Kamilgolad,9
793,Ashjrakamas,9
794,Zennshinagas,9
795,Mishunadare,9
796,Mannorgulan,9
797,Archimtiros,9
798,Zekulrakkas,9
799,Ashjrethul,9
800,A,10
801,N,10
802,I,10
803,O,10
804,E,10
805,D,10
806,Da,10
807,Lo,10
808,An,10
809,Ni,10
810,Al,10
811,Do,10
812,Ri,10
813,Su,10
814,No,10
815,Ano,10
816,Dur,10
817,Tal,10
818,Nei,10
819,Ash,10
820,Dor,10
821,Anu,10
822,Fal,10
823,Tur,10
824,Ala,10
825,Nor,10
826,Osa,10
827,Alah,10
828,Andu,10
829,Dath,10
830,Mush,10
831,Shar,10
832,Thus,10
833,Fulo,10
834,Aman,10
835,Diel,10
836,Dieb,10
837,Rini,10
838,Anar,10
839,Talah,10
840,Adore,10
841,Ishnu,10
842,Bandu,10
843,Balah,10
844,Fandu,10
845,Thera,10
846,Turus,10
847,Shari,10
848,Shano,10
849,Terro,10
850,Eburi,10
851,Dorini,10
852,Shando,10
853,Ethala,10
854,Fallah,10
855,Belore,10
856,Do'rah,10
857,Neph'o,10
858,Asto're,10
859,Man'ar,10
860,Ishura,10
861,U'phol,10
862,T'as'e,10
863,Anoduna,10
864,Alah'ni,10
865,Dor'Ano,10
866,Al'shar,10
867,Mush'al,10
868,Aman'ni,10
869,Shan're,10
870,Mandalas,10
871,Eraburis,10
872,Dorithur,10
873,Dal'dieb,10
874,Thoribas,10
875,D'ana'no,10
876,Il'amare,10
877,Neph'anis,10
878,Dune'adah,10
879,Banthalos,10
880,Fala'andu,10
881,Dath'anar,10
882,Shari'fal,10
883,Thori'dal,10
884,Thero'shan,10
885,Isera'duna,10
886,Ash'therod,10
887,Dorados'no,10
888,Shar'adore,10
889,U'phol'belore,10
890,Fandu'talah,10
891,Dor'ana'badu,10
892,Thoribas'no'thera,10
893,Turus'il'amare,10
894,Shari'adune,10
895,T'ase'mushal,10
896,Shindu'fallah'na,10
897,Ando'meth'derador,10
898,Anu'dorannador,10
899,Anu'dorinni'talah,10
900,Esh'thero'mannash,10
901,Asto're'dunadah,10
902,A,11
903,E,11
904,I,11
905,O,11
906,U,11
907,Y,11
908,G,11
909,X,11
910,Il,11
911,No,11
912,Az,11
913,Te,11
914,Ur,11
915,Za,11
916,Ze,11
917,Re,11
918,Ul,11
919,Me,11
920,Xi,11
921,Tor,11
922,Gul,11
923,Lok,11
924,Asj,11
925,Kar,11
926,Lek,11
927,Daz,11
928,Maz,11
929,Ril,11
930,Ruk,11
931,Laz,11
932,Shi,11
933,Zar,11
934,Ashj,11
935,Alar,11
936,Orah,11
937,Amir,11
938,Aman,11
939,Ante,11
940,Kiel,11
941,Maez,11
942,Maev,11
943,Veni,11
944,Raka,11
945,Zila,11
946,Zenn,11
947,Parn,11
948,Rikk,11
949,Melar,11
950,Rakir,11
951,Tiros,11
952,Modas,11
953,Belan,11
954,Zekul,11
955,Soran,11
956,Gular,11
957,Enkil,11
958,Adare,11
959,Golad,11
960,Buras,11
961,Nagas,11
962,Revos,11
963,Refir,11
964,Kamil,11
965,Rethul,11
966,Rakkan,11
967,Rakkas,11
968,Tichar,11
969,Mannor,11
970,Archim,11
971,Azgala,11
972,Karkun,11
973,Revola,11
974,Mishun,11
975,Arakal,11
976,Kazile,11
977,Thorje,11
978,Belaros,11
979,Tiriosh,11
980,Faramos,11
981,Danashj,11
982,Amanare,11
983,Faralos,11
984,Kieldaz,11
985,Karaman,11
986,Gulamir,11
987,Toralar,11
988,Rethule,11
989,Zennshi,11
990,Maladath,11
991,Kirasath,11
992,Romathis,11
993,Amanare,11
994,Theramas,11
995,Azrathud,11
996,Mordanas,11
997,Amanalar,11
998,Ashjraka,11
999,Azgalada,11
1000,Rukadare,11
1001,Sorankar,11
1002,Enkilzar,11
1003,Naztheros,11
1004,Zilthuras,11
1005,Kanrethad,11
1006,Matheredor,11
1007,Ticharamir,11
1008,Melarorah,11
1009,Arakalada,11
1010,Soranaman,11
1011,Nagasraka,11
1012,Belankar,11
1013,Pathrebosh,11
1014,Benthadoom,11
1015,Amanemodas,11
1016,Teamanare,11
1017,Enkilgular,11
1018,Burasadare,11
1019,Melarnagas,11
1020,Zennrakkan,11
1021,Ashjrethul,11
1022,Zekulrakkas,11
1023,Archimtiros,11
1024,Mannorgulan,11
1025,Mishunadare,11
1026,Zennshinagas,11
1027,Ashjrakamas,11
1028,Kamilgolad,11
1029,A,12
1030,O,12
1031,K,12
1032,T,12
1033,G,12
1034,U,12
1035,Ko,12
1036,Ta,12
1037,Gi,12
1038,Ka,12
1039,Tu,12
1040,Os,12
1041,Ma,12
1042,Ra,12
1043,Fel,12
1044,Rok,12
1045,Kir,12
1046,Dor,12
1047,Von,12
1048,Nuk,12
1049,Tor,12
1050,Kan,12
1051,Tas,12
1052,Gun,12
1053,Dra,12
1054,Sto,12
1055,Brom,12
1056,Kras,12
1057,Toro,12
1058,Drae,12
1059,Krin,12
1060,Zoln,12
1061,Fmer,12
1062,Guto,12
1063,Reth,12
1064,Shin,12
1065,Tols,12
1066,Mahn,12
1067,Bromo,12
1068,Krast,12
1069,Torin,12
1070,Draek,12
1071,Kranu,12
1072,Zoern,12
1073,Fmerk,12
1074,Gatin,12
1075,Roath,12
1076,Shone,12
1077,Talsa,12
1078,Fraht,12
1079,Ben'nig,12
1080,Korsul,12
1081,Ter'ran,12
1082,For'kin,12
1083,Suz'ahn,12
1084,Dratir,12
1085,Fel'tes,12
1086,Toka'an,12
1087,Drinor,12
1088,Tadrom,12
1089,Kel'shae,12
1090,Dak'kaun,12
1091,Tchor'ah,12
1092,Zela'von,12
1093,Telsrah,12
1094,Kis'tean,12
1095,Dorvrem,12
1096,Koaresh,12
1097,Fiilrok,12
1098,Ven'tiro,12
1099,Gi'frazsh,12
1100,Chokgan,12
1101,Fanroke,12
1102,Taegoson,12
1103,Kilagrin,12
1104,Roc'grare,12
1105,Gi'azol'em,12
1106,Nuk'tra'te,12
1107,Quin'mahk,12
1108,Ties'alla,12
1109,Shodru'ga,12
1110,Os'retiak,12
1111,Desh'noka,12
1112,Rohh'krah,12
1113,Krast'ven,12
1114,Aasrugel,12
1115,Mok'tavaler,12
1116,Tae'gel'kir,12
1117,Draemierr,12
1118,Dor'dra'tor,12
1119,Zoln'nakaz,12
1120,Mastrosum,12
1121,Gatin'roth,12
1122,Ahn'torunt,12
1123,Thukad'aaz,12
1124,Gesh'throm,12
1125,Aer'rohgmar,12
1126,Brud'remek,12
1127,Torrath'unt,12
1128,Ignan'kitch,12
1129,Caus'tearic,12
1130,Moth'keretch,12
1131,Borg'helmak,12
1132,Golgo'nishver,12
1133,Huut'vactah,12
1134,Jolpat'krim,12
1135,Tzench'drah,12
1136,Vendo're'mik,12
1137,Kraus'ghosa,12
1138,Dalgo'nizha,12
1139,Thloy'martok,12
1140,Danal'korang,12
1141,Kawee'fe'more,12
1142,Tagha'senchal,12
1143,Sunep'kosach,12
1144,Peng'yaas'ahn,12
1145,Nash'lokan'ar,12
1146,Derr'moran'ki,12
1147,Moor'tosav'ak,12
1148,Kis'an'tadrom,12
1149,Korsukgrare,12
1150,Bach'usiv'hal,12
1151,A,13
1152,E,13
1153,I,13
1154,O,13
1155,D,13
1156,C,13
1157,G,13
1158,T,13
1159,F,13
1160,We,13
1161,Lo,13
1162,Ke,13
1163,So,13
1164,Ok,13
1165,Um,13
1166,Ti,13
1167,Am,13
1168,Ga,13
1169,Va,13
1170,Mor,13
1171,Fez,13
1172,Zah,13
1173,Dun,13
1174,Mos,13
1175,Nid,13
1176,Rod,13
1177,Her,13
1178,Bur,13
1179,Gar,13
1180,Mik,13
1181,Giz,13
1182,Gal,13
1183,Gear,13
1184,Cost,13
1185,Kahs,13
1186,Riff,13
1187,Buma,13
1188,Hine,13
1189,Helm,13
1190,Rand,13
1191,Gosh,13
1192,Rune,13
1193,Huge,13
1194,Dani,13
1195,Lock,13
1196,Grum,13
1197,Mitta,13
1198,Angor,13
1199,Thros,13
1200,Nagin,13
1201,Haven,13
1202,Havis,13
1203,Goten,13
1204,Modor,13
1205,Modan,13
1206,Algos,13
1207,Dagem,13
1208,Tiras,13
1209,Weird,13
1210,Frend,13
1211,Gizber,13
1212,Protos,13
1213,Haldir,13
1214,Shermt,13
1215,Rugosh,13
1216,Helmok,13
1217,Drugan,13
1218,Dumssi,13
1219,Ferdosr,13
1220,Bergrim,13
1221,Mergud,13
1222,Revosh,13
1223,Danieb,13
1224,Waldor,13
1225,Geardum,13
1226,Haidren,13
1227,Thorneb,13
1228,Godling,13
1229,Costirm,13
1230,Botlikin,13
1231,Ganrokh,13
1232,Sturome,13
1233,Noxtyec,13
1234,Havagun,13
1235,Bolthelm,13
1236,Kaelsag,6
1237,Scrutin,13
1238,Gefrunon,13
1239,Misfaran,13
1240,Kahzregi,13
1241,Thulmane,13
1242,Godunmug,13
1243,Azregorn,13
1244,Kahsgear,13
1245,Aldanoth,13
1246,Dimligar,13
1247,Elodergim,13
1248,Nandiger,13
1249,Landivar,13
1250,Methrine,13
1251,Vustrangin,13
1252,Naggirath,13
1253,Falhadrink,13
1254,Throsigear,13
1255,Sihnvulden,13
1256,Nockhavis,13
1257,Dyrstagist,13
1258,Elodmodor,13
1259,Alegaskron,13
1260,Grumgizr,13
1261,Danavandar,13
1262,Mikthros,13
1263,Mundgizber,13
1264,Angordame,13
1265,Ferdosmodan,13
1266,Mosgodunan,13
1267,Ahzodaugum,13
1268,Algosgoten,13
1269,Haldjinagin,13
1270,Frendgalva,13
1271,Gizbarlodun,13
1272,Thrunon'gol,13
1273,Lockrevoshi,13
1274,Naginbumat,13
1275,Helmokheram,13
1276,Robuswaldir,13
1277,Kahzhaldren,13
1278,Thumanerand,13
1279,Skalfgizgar,13
1280,A,14
1281,O,14
1282,H,14
1283,J,14
1284,U,14
1285,E,14
1286,M,14
1287,N,14
1288,S,14
1289,Fi,14
1290,Im,14
1291,Yu,14
1292,Wi,14
1293,Ju,14
1294,Di,14
1295,Fu,14
1296,Ir,14
1297,So,14
1298,Is,14
1299,Noh,14
1300,Mek,14
1301,Weh,14
1302,Wha,14
1303,Deh,14
1304,Han,14
1305,Dim,14
1306,Fus,14
1307,Sca,14
1308,Tor,14
1309,Yudo,14
1310,Cyaa,14
1311,Worl,14
1312,Riva,14
1313,Iyaz,14
1314,Ting,14
1315,T'ief,14
1316,Duti,14
1317,Skam,14
1318,Wi'mek,14
1319,Fidong,14
1321,Wassa,14
1322,Difus,14
1323,Caang,14
1324,Deh'yo,14
1325,Nehjo,14
1326,Ackee,14
1327,Atuad,14
1328,Iman,14
1329,Saakes,14
1330,Icense,14
1331,Lok'dim,14
1332,Smadda,14
1333,Honnah,14
1334,Italaf,14
1336,Bwoyar,14
1337,Reespek,14
1338,Stoosh,14
1339,Tanponi,14
1340,Craaweh,14
1341,Whutless,14
1342,Uptfeel,14
1343,Rivasuf,14
1344,Chakari,14
1345,Yahsoda,14
1346,Ziondeh,14
1347,Flimeff,14
1348,Yuutee,14
1349,Ginnalka,14
1350,Zutopong,14
1351,Godehsi,14
1352,Wehnehjo,14
1353,Oondasta,14
1354,Yeyewata,14
1355,Or'manley,14
1356,Machette,14
1357,Fus'obeah,14
1358,Nyamanpo,14
1371,A,33
1372,E,33
1373,I,33
1374,O,33
1375,U,33
1376,Y,33
1377,Lo,33
1378,Ne,33
1379,Ve,33
1380,Ru,33
1381,An,33
1382,Ti,33
1383,Me,33
1384,Lu,33
1385,Re,33
1386,Se,33
1387,Va,33
1388,Ko,33
1389,Vil,33
1390,Bor,33
1391,Ras,33
1392,Gol,33
1393,Nud,33
1394,Far,33
1395,Wos,33
1396,Mod,33
1397,Ver,33
1398,Ash,33
1399,Lon,33
1400,Bur,33
1401,Hir,33
1402,Nuff,33
1403,Thor,33
1404,Ruff,33
1405,Odes,33
1406,Noth,33
1407,Ador,33
1408,Dana,33
1409,Vrum,33
1410,Veld,33
1411,Vohl,33
1412,Lars,33
1413,Goth,33
1414,Agol,33
1415,Uden,33
1416,Wirsh,33
1417,Novas,33
1418,Regen,33
1419,Gloin,33
1420,Tiras,33
1421,Barad,33
1422,Garde,33
1423,Majis,33
1424,Ergin,33
1425,Nagan,33
1426,Algos,33
1427,Eynes,33
1428,Borne,33
1429,Melka,33
1430,Ruftos,33
1431,Aesire,33
1432,Rothas,33
1433,Nevren,33
1434,Rogesh,33
1435,Skilde,33
1436,Vandar,33
1437,Valesh,33
1438,Engoth,33
1439,Aziris,33
1440,Mandos,33
1441,Goibon,33
1442,Danieb,33
1443,Daegil,33
1444,Waldir,33
1445,Ealdor,33
1446,Novaedi,33
1447,Lithtos,33
1448,Ewiddan,33
1449,Forthis,33
1450,Faergas,33
1451,Sturume,33
1452,Vassild,33
1453,Nostyec,33
1454,Andovis,33
1455,Koshvel,33
1456,Nandige,33
1457,Kaelsig,33
1458,Thorniss,33
1459,Ruftvess,33
1460,Aldonoth,33
1461,Endirvis,33
1462,Landowar,33
1463,Hamerung,33
1464,Cynegold,33
1465,Methrine,33
1466,Lordaere,33
1467,Gloinador,33
1468,Veldbarad,33
1469,Gothalgos,33
1470,Udenmajis,33
1471,Danagarde,33
