ID,MapID,PlayerConditionID
1097,2444,0
1098,2444,0
1099,2444,0
1100,2444,0
1101,2444,0
1102,1658,0
1103,1658,0
1104,1658,0
1105,1658,0
1106,1658,0
1107,1658,0
1108,1658,0
1109,1658,0
1110,1658,0
1111,1658,0
1112,1658,0
1113,1658,0
1114,1658,0
1116,1658,0
1117,1658,0
1118,1658,0
1119,1658,0
1123,2444,0
1125,2444,0
1126,2444,0
1127,2444,0
1128,2444,0
1129,2444,0
1130,2444,0
1131,2444,0
1132,2444,0
1133,2444,0
1134,2444,0
1135,2444,0
1136,2444,0
1137,2444,0
1138,2444,0
1139,2444,0
1140,2444,0
1141,2444,0
1142,2444,0
1143,2444,0
1148,2444,0
1152,2444,0
1153,2444,0
1156,2444,0
1158,2444,0
1159,2444,0
1162,2444,0
1163,2444,0
1164,2444,0
1165,2444,0
1166,2444,0
1167,2444,0
1168,2444,0
1169,2444,0
1171,2444,0
1172,2444,0
1174,2444,0
1176,2444,0
1177,2444,0
1178,2444,0
1179,2444,0
1180,2444,0
1181,2444,0
1182,2444,0
1183,2444,0
1186,2444,0
1187,2444,0
1188,2444,0
1189,2444,0
1194,2512,0
1201,2454,0
1204,2579,0
1226,2510,0
1239,2454,0
1240,2454,0
1251,2579,0
1253,2634,0
1254,2593,0
1255,2595,0
1256,2635,0
1271,2454,0
1272,2454,0
1273,2454,0
1274,2454,0
1275,2601,0
1281,2548,0
1284,2548,0
1285,2548,0
1287,2548,0
1288,2548,0
1289,2548,0
1290,2548,0
1291,2548,0
1292,2548,0
1293,2548,0
1294,2548,0
1295,2548,0
1296,2548,0
1297,2548,0
1298,2548,0
1299,2548,0
1301,2548,0
1303,2548,0
1304,2548,0
1305,2548,0
1306,2548,0
1311,2601,0
1318,2601,0
1329,2552,0
1330,2552,0
1331,2552,0
1333,2552,0
1334,2552,0
1335,2552,0
1336,2552,0
1337,2552,0
1338,2552,0
1339,2552,0
1340,2552,0
1342,2552,0
1344,2601,0
1345,2601,0
1346,2601,0
1348,2601,0
1350,2601,0
1351,2601,0
1352,2601,0
1353,2601,0
1354,2601,0
1355,2601,0
1356,2601,0
1357,2601,0
1358,2601,0
1359,2601,0
1360,2601,0
1363,2601,0
1366,2601,0
1367,2601,0
1368,2601,0
1369,2601,0
1370,2601,0
1371,2601,0
1372,2601,0
1373,2601,0
1374,2601,0
1375,2601,0
1376,2601,0
1377,2601,0
1378,2601,0
1379,2601,0
1381,2601,0
1382,2601,0
1383,2601,0
1384,2656,0
1387,2601,0
1388,2656,0
1390,2656,0
1391,2656,0
1392,2656,0
1393,2601,0
1394,2601,0
1395,2601,0
1396,2601,0
1397,2601,0
1398,2601,0
1399,2601,0
1400,2601,0
1401,2601,0
1402,2601,0
1403,2601,0
1404,2601,0
1405,2601,0
1407,2601,0
1408,2601,0
1409,2601,0
1410,2601,0
1411,2601,0
1413,2444,0
1414,2444,0
1415,2444,0
1416,2444,0
1419,2444,0
1421,2444,0
1422,2444,0
1423,2601,0
