ID,Name_lang,Description_lang,CompletionPlayerConditionID,Flags,QuestID,PlayerConditionID,Field_10_2_7_54171_005
63,The Shadowmoon,,0,8,0,0,0
64,The Blackrock,,0,8,0,0,0
65,Escape From Tanaan,,0,8,0,0,0
68,The Iron Approach,,0,8,0,0,0
69,The Iron Approach,,0,8,0,0,0
70,Garrison Campaign,,0,8,0,0,0
71,Garrison Campaign,,0,8,0,0,0
82,In Pursuit of the Tidestone,,0,8,0,0,0
84,The Bleeding Hollow,,0,8,0,0,0
85,The Bleeding Hollow,,0,8,0,0,0
86,The Silver Hand,,0,8,0,0,0
87,The Ashbringer,,0,8,0,0,0
89,Riverbend,,0,8,0,0,0
90,The Key to Defeating the Legion,,0,8,0,0,0
93,Skyhorn Tribe,,0,8,0,0,0
94,Legion Blacksmithing,,0,8,0,0,0
95,Legion Mining,,0,8,0,0,0
96,Legion Tailoring,,0,8,0,0,0
97,Legion Alchemy,,0,8,0,0,0
99,Garrison Campaign,,0,8,0,0,0
100,Garrison Campaign,,0,8,0,0,0
101,Garrison Campaign,,0,8,0,0,0
102,Garrison Campaign,,0,8,0,0,0
103,Garrison Campaign,,0,8,0,0,0
104,Garrison Campaign,,0,8,0,0,0
105,Garrison Campaign,,0,8,0,0,0
106,Garrison Campaign,,0,8,0,0,0
107,Garrison Campaign,,0,8,0,0,0
108,Garrison Campaign,,0,8,0,0,0
109,Garrison Campaign,,0,8,0,0,0
110,Garrison Campaign,,0,8,0,0,0
111,Garrison Campaign,,0,8,0,0,0
112,Garrison Campaign,,0,8,0,0,0
113,Garrison Campaign,,0,8,0,0,0
114,Garrison Campaign,,0,8,0,0,0
115,Garrison Campaign,,0,8,0,0,0
116,Garrison Campaign,,0,8,0,0,0
117,Garrison Campaign,,0,8,0,0,0
118,Garrison Campaign,,0,8,0,0,0
119,Garrison Campaign,,0,8,0,0,0
120,Garrison Campaign,,0,8,0,0,0
121,Gorefiend,,0,8,0,0,0
122,Gorefiend,,0,8,0,0,0
123,The Search for Iskar,,0,8,0,0,0
124,Gul'dan Finale,,0,8,0,0,0
125,The Search for Iskar,,0,8,0,0,0
126,Gul'dan Finale,,0,8,0,0,0
127,The Forsaken Fleet,,0,8,0,0,0
128,Wreck of the Skyfire,,0,8,0,0,0
129,The Trial of Might,,0,8,0,0,0
130,Greymane's Gambit,,0,8,0,0,0
131,Greymane's Gambit,,0,8,0,0,0
132,The Trial of Will,,0,8,0,0,0
133,The Trial of Will,,0,8,0,0,0
134,The Trial of Valor,,0,8,0,0,0
135,To Helheim and Back,,0,8,0,0,0
136,The Secret of the Shieldmaidens,,0,8,0,0,0
137,The Secret of the Shieldmaidens,,0,8,0,0,0
138,The Champion of Stormheim,,0,8,0,0,0
139,Docks Intro and Shipyard Tutorial - Horde,,0,8,0,0,0
140,Docks Intro and Shipyard Tutorial - Alliance,,0,8,0,0,0
141,Tanaan Invasion - Horde,,0,8,0,0,0
142,Tanaan Invasion - Alliance,,0,8,0,0,0
143,Snowblind Mesa,,0,8,0,0,0
144,Rivermane Tribe,,0,8,0,0,0
145,The Bloodtotem Tribe,,0,8,0,0,0
146,Huln's War,,0,8,0,0,0
148,Secrets of Highmountain,,0,8,0,0,0
149,The Uncrowned,,0,8,0,0,0
150,Vault of the Wardens,,0,8,0,0,0
152,Nightfall,,0,8,0,0,0
153,Kel'danath's Legacy,,0,8,0,0,0
154,The Telemancer,,0,8,0,0,0
155,Feeding Shal'Aran,,0,8,0,0,0
156,Masquerade,,0,8,0,0,0
158,An Ancient Gift,,0,8,0,0,0
159,The Twinblades of the Deceiver,,0,8,0,0,0
160,The Aldrachi Warblades,,0,8,0,0,0
161,The Illidari,,0,8,0,0,0
162,The Dreadblades,,0,8,0,0,0
163,The Fangs of the Devourer,,0,8,0,0,0
164,"G'Hanir, the Mother Tree",,0,8,0,0,0
165,Titanstrike,,0,8,0,0,0
166,"Aluneth, Greatstaff of the Magna",,0,8,0,0,0
167,The Claws of Ursoc,,0,8,0,0,0
168,The Blades of the Fallen Prince,,0,8,0,0,0
169,The Maw of the Damned,,0,8,0,0,0
170,The Ebon Blade,,0,8,0,0,0
171,The Dreamgrove,,0,8,0,0,0
172,The Broken Temple,,0,8,0,0,0
173,Legacy of the Windrunners,,0,8,0,0,0
174,The Unseen Path,,0,8,0,0,0
175,Legion Enchanting,,0,8,0,0,0
176,Legion Engineering,,0,8,0,0,0
177,Legion Inscription,,0,8,0,0,0
178,Legion Jewelcrafting,,0,8,0,0,0
179,Legion Leatherworking,,0,8,0,0,0
180,Legion Herbalism,,0,8,0,0,0
181,Legion Skinning,,0,8,0,0,0
182,Legion Archaeology,,0,8,0,0,0
183,The Kingslayers,,0,8,0,0,0
184,Nature's Call,,0,8,0,0,0
185,Archdruid of the Vale,,0,8,0,0,0
186,Archdruid of the Claw,,0,8,0,0,0
187,Archdruid of Lore,,0,8,0,0,0
188,Into the Nightmare,,0,8,0,0,0
189,All Nightmare Long,,0,8,0,0,0
190,All Nightmare Long,,0,8,0,0,0
191,Bradensbrook,,0,8,0,0,0
192,Black Rook Hold,,0,8,0,0,0
193,The Fangs of Ashamane,,0,8,0,0,0
194,"Fu Zan, The Wanderer's Companion",,0,8,0,0,0
195,The Fists of the Heavens,,0,8,0,0,0
196,The Broken Temple,,0,8,0,0,0
197,Destiny of the Illidari,,0,8,0,0,0
198,Champion of the Alliance,,0,8,0,0,0
199,Champion of the Horde,,0,8,0,0,0
200,The Waning Crescent,,0,8,0,0,0
201,Blood and Wine,,0,8,0,0,0
202,Statecraft,,0,8,0,0,0
203,Growing Pains,,0,8,0,0,0
204,A Change of Seasons,,0,8,0,0,0
205,Balance of Power,,0,40,0,0,0
206,Origins,,0,8,0,0,0
207,Council of the Black Harvest,,0,8,0,0,0
208,"Ulthalesh, the Deadwind Harvester",,0,8,0,0,0
209,Apocalypse,,0,8,0,0,0
210,The Scythe of Elune,,0,8,0,0,0
211,Artifact Research,,0,8,0,0,0
212,Saga of the Shadowblade,,0,8,0,0,0
213,Becoming Valarjar,,0,8,0,0,0
214,Becoming Valarjar,,0,8,0,0,0
215,Hunter of Heroes,,0,8,0,0,0
216,The Sword of Kings,,0,8,0,0,0
217,Legacy of the Icebreaker,,0,8,0,0,0
218,Light and the Void,,0,8,0,0,0
219,Blade in Twilight,,0,8,0,0,0
220,Talonclaw,,0,8,0,0,0
221,Truthguard,,0,8,0,0,0
222,The Silver Hand,,0,8,0,0,0
223,Ebonchill,,0,8,0,0,0
224,Scepter of Sargeras,,0,8,0,0,0
225,Defending Azurewing Repose,,0,8,0,0,0
226,Against the Giants,,0,8,0,0,0
227,Mak'rana and the Fate of the Queen's Reprisal,,0,8,0,0,0
228,Watchers in the Wild,,0,8,0,0,0
229,Rebuilding the Council,,0,8,0,0,0
230,Fulfilling the Prophecy,,0,8,0,0,0
231,The Elemental Lords,,0,8,0,0,0
232,The Four Horsemen,,0,8,0,0,0
234,Journey of the Grandmaster,,0,8,0,0,0
235,The Eternal Dream,,0,8,0,0,0
236,Path of the Light,,0,8,0,0,0
237,Rise of the Tirisgarde,,0,8,0,0,0
238,Chronicles of Skyhold,,0,8,0,0,0
239,Light's Wrath,,0,8,0,0,0
240,Legion Launch Events - Week 1,,0,8,0,0,0
241,Legion Launch Events - Week 2,,0,8,0,0,0
242,Legion Launch Events - Week 3,,0,8,0,0,0
243,T'uure,,0,8,0,0,0
244,Felo'melorn,,0,8,0,0,0
245,Skull of the Man'ari,,0,8,0,0,0
246,Staff of the Mists,,0,8,0,0,0
247,Weapon of Legend,,0,8,0,0,0
248,The Tirisgarde Reborn,,0,8,0,0,0
249,Legion Mining,,0,8,0,0,0
250,Legion Mining,,0,8,0,0,0
251,Legion Skinning,,0,8,0,0,0
252,Legion Skinning,,0,8,0,0,0
253,Legion Herbalism,,0,8,0,0,0
254,Legion Herbalism,,0,8,0,0,0
255,Legion Herbalism,,0,8,0,0,0
256,Legion Herbalism,,0,8,0,0,0
257,Legion Herbalism,,0,8,0,0,0
258,Legion Launch Events - Week 2,,0,8,0,0,0
259,Legion Launch Events - Week 1,,0,8,0,0,0
260,Legion Launch Events - Week 1,,0,8,0,0,0
261,Legion Launch Events - Week 1,,0,8,0,0,0
262,Legion Launch Events - Week 1,,0,8,0,0,0
263,Legion Launch Events - Week 1,,0,8,0,0,0
264,A Ring Unbroken,,0,8,0,0,0
265,Call of the Doomhammer,,0,8,0,0,0
266,The Voice of Thunder,,0,8,0,0,0
267,Azshara's Power,,0,8,0,0,0
268,Your Fullest Potential,,0,8,0,0,0
269,Legacy of the Windrunners,,0,8,0,0,0
270,Legacy of the Windrunners,,0,8,0,0,0
271,Path of the Hunter,,0,8,0,0,0
272,The Weapons of Old,,0,8,0,0,0
273,The Ebon Blade,,0,8,0,0,0
274,The Tome of Blighted Implements,,0,8,0,0,0
275,7.0 World Quests,,0,8,0,0,0
276,Legion Tailoring,,0,8,0,0,0
277,Broken Shore Offensive,,0,8,0,0,0
278,The Council's Challenge,,0,8,0,0,0
279,Elisande's Retort,,0,8,0,0,0
280,Deemed Worthy,,0,8,0,0,0
282,An Elven Problem,,0,8,0,0,0
283,Crafting War,,0,8,0,0,0
284,March on Suramar,,0,8,0,0,0
285,Lockdown,,0,8,0,0,0
286,Missing Persons,,0,8,0,0,0
287,Waxing Crescent,,0,8,0,0,0
288,As Strong As Our Will,,0,8,0,0,0
289,Battle Pet Tamers,,0,8,0,0,0
290,Battle Pet Tamers,,0,8,0,0,0
291,Suspicious Munitions,,0,8,0,0,0
292,Breaking the Nighthold,,0,8,0,0,0
293,The Highlord's Return,,0,8,0,0,0
294,Return to Karazhan,,0,8,0,0,0
295,Titanic Innovation,,0,8,0,0,0
296,The Fel Worm Menace,,0,8,0,0,0
297,Class Mount: Mage,,0,8,0,0,0
300,Battle Pet Tamers,,0,8,0,0,0
302,Class Mount: Paladin,,0,8,0,0,0
303,Class Mount: Warrior,,0,8,0,0,0
304,The Black Rook Threat,,0,8,0,0,0
305,Legion Assault - Stormheim,,0,8,0,0,0
306,Legion Assault - Azsuna,,0,8,0,0,0
307,Legion Assault - Highmountain,,0,8,0,0,0
308,Legion Assault - Val'sharah,,0,8,0,0,0
309,Legionfall Campaign,,0,8,0,0,0
310,God-Queen Challenge,,0,8,0,0,0
311,Imp Mother Challenge,,0,8,0,0,0
312,Twins Challenge,,0,8,0,0,0
313,Xylem Challenge,,0,8,0,0,0
314,Champion: Akazamzarak,,0,8,0,0,0
315,Class Mount: Warlock,,0,8,0,0,0
316,Class Mount: Monk,,0,8,0,0,0
318,Welcome to Zandalar,A partnership with the island kingdom of Zandalar would grant us access to their legendary navy... and a military edge over the Alliance.,0,8,0,0,0
319,Excavations,,0,8,0,0,0
320,"Nazmir, the Dark Jungle",,0,8,0,0,0
321,Legion Archaeology,,0,8,0,0,0
322,Legion Archaeology,,0,8,0,0,0
323,Legion Archaeology,,0,8,0,0,0
324,Legion Archaeology,,0,8,0,0,0
325,Legion Archaeology,,0,8,0,0,0
326,Legion Archaeology,,0,8,0,0,0
327,Legion Archaeology,,0,8,0,0,0
328,Legion Archaeology,,0,8,0,0,0
329,Legion Archaeology,,0,8,0,0,0
330,Legion Archaeology,,0,8,0,0,0
331,Legion Archaeology,,0,8,0,0,0
332,Legion Archaeology,,0,8,0,0,0
333,Legion Archaeology,,0,8,0,0,0
334,Of Prophecies and Prophets,,0,8,0,0,0
335,A Pact with Death,,0,8,0,0,0
336,The Hunt for Illidan Stormrage,,0,8,0,0,0
338,The Zanchuli Council,,0,8,0,0,0
339,Tidying Tel'anor,,0,8,0,0,0
340,Breaking the Lightbreaker,,0,8,0,0,0
341,Jandvik's Jarl,,0,8,0,0,0
342,Moon Guard Stronghold,,0,8,0,0,0
343,Eminent Grow-main,,0,8,0,0,0
344,Deliverance Point,,0,8,0,0,0
345,Assault on Argus,,0,8,0,0,0
346,To Argus!,,0,8,0,0,0
347,The King's Path,,0,8,0,0,0
348,The Light Mother,,0,8,0,0,0
349,Among the People,,0,8,0,0,0
350,Azeroth's Warning,,0,8,0,0,0
351,Class Mount: Death Knight,,0,8,0,0,0
352,The Deaths of Chromie,,0,8,0,0,0
353,Nath'raxas Assault,,0,8,0,0,0
354,An Explosive Delivery,,0,8,0,0,0
355,The Legion Jailbreak,,0,8,0,0,0
357,Legion Alchemy,,0,8,0,0,0
358,Legion Blacksmithing,,0,8,0,0,0
359,Legion Engineering,,0,8,0,0,0
360,Legion Blacksmithing,,0,8,0,0,0
361,Legion Jewelcrafting,,0,8,0,0,0
362,Legion Leatherworking,,0,8,0,0,0
363,Legion Tailoring,,0,8,0,0,0
364,Legion Blacksmithing,,0,8,0,0,0
365,Petrified Forest,,0,8,0,0,0
366,The Crown of the Triumvirate,,0,8,0,0,0
367,Across the Universe,,0,8,0,0,0
368,Shadow of Eredath,,0,8,0,0,0
369,Invasion Rifts,,0,8,0,0,0
370,Lightforged Beacon: City Center,,0,8,0,0,0
371,The Heart of Argus,,0,8,0,0,0
372,The Netherlight Crucible,,0,8,0,0,0
373,Warport Rastari,,0,8,0,0,0
374,The Loa of Bats,,0,8,0,0,0
375,"Go East, Old Tortollan",,0,8,0,0,0
376,Durotar Test,,0,8,0,0,0
377,Allies of the Horde: Highmountain,,0,8,0,0,0
381,Fallhaven,,0,8,0,0,0
382,Hangman's Point,,0,8,0,0,0
383,Fletcher's Hollow,,0,8,0,0,0
384,Alpine Rise,,0,8,0,0,0
386,Searing Gorge,,0,8,0,0,0
390,Arathi Highlands,,0,8,0,0,0
396,Badlands,,0,8,0,0,0
398,Blasted Lands,,0,8,0,0,0
402,Burning Steppes,,0,8,0,0,0
403,The Cape of Stranglethorn,,0,8,0,0,0
406,Eastern Plaguelands,,0,8,0,0,0
409,Hillsbrad Foothills,,0,8,0,0,0
414,Northern Stranglethorn,,0,8,0,0,0
418,Western Plaguelands,,0,8,0,0,0
421,Westfall,,0,8,0,0,0
425,Duskwood,,0,8,0,0,0
426,Swamp of Sorrows,,0,8,0,0,0
432,Silverpine Forest,,0,8,0,0,0
433,Redridge Mountains,,0,8,0,0,0
434,The Hinterlands,,0,8,0,0,0
440,Moments of Reflection,,0,8,0,0,0
441,Loch Modan,,0,8,0,0,0
442,A House in Peril,,0,8,0,0,0
443,Wetlands,,0,8,0,0,0
444,Ghostlands,,0,8,0,0,0
447,The Great Gnomeregan Run,,0,8,0,0,0
448,Hellfire Peninsula,,0,8,0,0,0
463,Zangarmarsh,,0,8,0,0,0
473,Terokkar Forest,,0,8,0,0,0
474,Blade's Edge Mountains,,0,8,0,0,0
486,Nagrand,,0,8,0,0,0
488,Netherstorm,,0,8,0,0,0
493,Shadowmoon Valley,,0,8,0,0,0
500,Azshara,,0,8,0,0,0
504,Bloodmyst Isle,,0,8,0,0,0
506,Silithus,,0,8,0,0,0
507,Felwood,,0,8,0,0,0
508,Winterspring,,0,8,0,0,0
509,Northern Barrens,,0,8,0,0,0
510,Darkshore,,0,8,0,0,0
511,Tanaris,,0,8,0,0,0
512,Un'Goro Crater,,0,8,0,0,0
514,"Ashenvale, Alliance",,0,8,0,0,0
515,"Ashenvale, Everyone",,0,8,0,0,0
516,"Ashenvale, Horde",,0,8,0,0,0
517,"Stonetalon Mountains, Alliance",,0,8,0,0,0
518,"Stonetalon Mountains, Horde",,0,8,0,0,0
519,Southern Barrens,,0,8,0,0,0
520,Desolace,,0,8,0,0,0
521,Thousand Needles,,0,8,0,0,0
522,The Lord of Frogs,,0,8,0,0,0
523,Titanic Revelations,,0,8,0,0,0
524,Bleeding the Blood Trolls,,0,8,0,0,0
525,Feralas,,0,8,0,0,0
526,Dustwallow Marsh,,0,8,0,0,0
527,March of the Loa,,0,8,0,0,0
528,Howling Fjord,,0,8,0,0,0
529,Dragonblight,,0,8,0,0,0
530,Borean Tundra,,0,8,0,0,0
531,Allies of the Horde: Nightborne,,0,8,0,0,0
532,Allies of the Alliance: Void Elf,,0,8,0,0,0
533,Allies of the Alliance: Lightforged Draenei,,0,8,0,0,0
534,Sholazar Basin,,0,8,0,0,0
535,The Storm Peaks,,0,8,0,0,0
536,Zul'Drak,,0,8,0,0,0
537,Grizzly Hills,,0,8,0,0,0
538,Icecrown,,0,8,0,0,0
539,"Vashj'ir, Kelp'thar Forest & Shimmering Expanse",,0,8,0,0,0
541,"Vashj'ir, Abyssal Depths",,0,8,0,0,0
542,Mount Hyjal,,0,8,0,0,0
543,"Deepholm, War & Gunships",,0,8,0,0,0
544,"Deepholm, The Stone Throne",,0,8,0,0,0
545,Uldum,,0,8,0,0,0
546,Twilight Highlands,,0,8,0,0,0
547,"The Jade Forest, Paw'don Village",,0,8,0,0,0
548,"The Jade Forest, The Waterspeaking Ceremony",,0,8,0,0,0
549,"The Jade Forest, The White Pawn & Pearlfin Village",,0,8,0,0,0
550,"The Jade Forest, The Remains of Hellscream's Fist",,0,8,0,0,0
551,"The Jade Forest, First Contact",,0,8,0,0,0
552,"The Jade Forest, Strange Bedfellows & Grookin Hill",,0,8,0,0,0
553,"The Jade Forest, Dawn's Blossom & Tian Monastery & Nectarbreeze Village",,0,8,0,0,0
554,"The Jade Forest, Greenstone Quarry & Terrace of Ten Thunders & The Jade Serpent",,0,8,0,0,0
555,"Valley of the Four Winds, Thunderfoot Fields",,0,8,0,0,0
556,"Valley of the Four Winds, Mudmug's Place",,0,8,0,0,0
557,"Valley of the Four Winds, Chen's Masterpiece",,0,8,0,0,0
558,"Valley of the Four Winds, Stormstout Brewery & The Hidden Master & Nesingwary's Safari",,0,8,0,0,0
559,Krasarang Wilds,,0,8,0,0,0
560,Kun-Lai Summit,,0,8,0,0,0
561,Townlong Steppes,,0,8,0,0,0
562,Dread Wastes,,0,8,0,0,0
563,Durotar,,0,8,0,0,0
564,Mulgore,,0,8,0,0,0
565,Tirisfal Glades,,0,8,0,0,0
566,Elwynn Forest,,0,8,0,0,0
567,Dun Morogh,,0,8,0,0,0
568,Teldrassil,,0,8,0,0,0
569,Eversong Woods,,0,8,0,0,0
570,Azuremyst Isle,,0,8,0,0,0
571,The Lost Isles,,0,8,0,0,0
572,Gilneas,,0,8,0,0,0
573,The Wandering Isle,,0,8,0,0,0
574,Allies of the Horde,,0,8,0,0,0
575,Allies of the Alliance,,0,8,0,0,0
576,Silithus: The Wound,,0,8,0,0,0
577,The Forgotten Cove,,0,8,0,0,0
578,Allies of the Alliance,,0,8,0,0,0
579,Allies of the Alliance,,0,8,0,0,0
580,Allies of the Horde,,0,8,0,0,0
581,Allies of the Horde,,0,8,0,0,0
582,Reclaiming Brennadam,,0,8,0,0,0
583,Storming the Kraul,,0,8,0,0,0
584,The Warchief's Command,,0,8,0,0,0
585,The Ashvane Trading Company,,0,8,0,0,0
586,Castaways and Cutouts,,0,8,0,0,0
587,Freehold,,0,8,0,0,0
588,Defenders of Daelin's Gate,,0,8,0,0,0
589,A Nation Divided,A partnership with the island nation of Kul Tiras would grant us access to their legendary navy... and a military edge over the Horde.,0,8,0,0,0
590,Enemies Within,,0,8,0,0,0
591,The Norwington Estate,,0,8,0,0,0
592,The Shadow Over Anglepoint,,0,8,0,0,0
593,Firebreaker Expedition,,0,8,0,0,0
594,Port of Zandalar,,0,8,0,0,0
595,Web of Lies,,0,8,0,0,0
596,The Spirits of Zo'bal,,0,8,0,0,0
597,Arom's Stand,,0,8,0,0,0
598,Corlain,,0,8,0,0,0
599,Upper Corlain,,0,8,0,0,0
600,Gol Osigr,,0,8,0,0,0
602,Crimson Forest,,0,8,0,0,0
603,Heart of Darkness,"Help Brann Bronzebeard lead an expedition into the dark forests of Nazmir, in search of the lost Captain Conrad. Beware the blood trolls.",0,8,52013,0,0
604,Drustvar Foothold,Trade Prince Gallywix has received reports of a large Azerite deposit in Drustvar. You are his escort.,0,8,51987,0,0
605,Unlikely Allies,,0,8,0,0,0
606,Dangers in the Desert,,0,8,0,0,0
607,The Warguard's Fate,,0,8,0,0,0
608,A City of Secrets,,0,8,0,0,0
609,The Three Keepers,,0,8,0,0,0
610,Storming the Spire,,0,8,0,0,0
611,Atul'Aman,,0,8,0,0,0
612,The Stormwind Extraction,"If they can storm into the Undercity, then we can assault Stormwind. It's time to go get our soldiers back.",0,8,0,0,0
613,The Sands of Vol'dun,"The desert of Vol'dun has a promising harbor for our fleet. First, however, we must deal with the indigenous snake people known as the sethrak.",0,8,52008,0,0
614,Storming In,"Rexxar has already established an outpost in Stormsong Valley, but his forces have been surrounded.",0,8,51753,0,0
615,Mission from the King,You can't win this war all by yourself. Gather allies who can support you in the battle against the Horde.,0,8,0,0,0
616,Uniting Kul Tiras,"Before we can really take the fight to the Horde, we need to fortify our partnership with the Kul Tirans.",0,8,51918,0,0
617,Uniting Zandalar,"Before we can really take the fight to the Alliance, we first need to fortify our partnership with the people of Zandalar.",0,8,51916,0,0
618,Mission from the Warchief,You can't win this war all by yourself. Gather followers who can support you in the battle against the Alliance.,0,8,0,0,0
619,Island Expedition,"We've found huge amounts of Azerite at sea! Captain Flynn Fairwind can take you there on his ship, the Middenwake.",0,8,51904,0,0
620,Island Expedition,"We've found huge amounts of Azerite at sea! Captain Rez'okun can take you there on his ship, the Breath of Pa'ku.",0,8,51888,0,0
621,Mole Machinations,"The Dark Iron dwarves have set up camp in Zuldazar, near the Zandalari capital. They've discovered Azerite, and need your assistance securing the area.",0,8,52003,0,0
622,A Pirate's Life for We,Shadow Hunter Ty'jin has made contact with a mutinous pirate crew in Tiragarde Sound. This could be our foothold into the heart of Kul Tiras.,0,8,51975,0,0
623,The Kul Tiras Campaign,"Our partnership with the Zandalari is progressing well. The Alliance, however, are cultivating their own partnership with Kul Tiras and their formidable army. This can't be allowed to happen.",0,8,0,0,0
624,The Zandalar Campaign,"Our partnership with Kul Tiras is progressing well. The Horde, however, are cultivating their own partnership with the Zandalari and their formidable army. This can't be allowed to happen.",0,8,0,0,0
625,The First Assault,Join Nathanos Blightcaller and Lilian Voss as they press into the heart of Tiragarde Sound.,0,8,51601,0,0
626,The Marshal's Grave,The graveyards of Drustvar are filled with the corpses of fallen Kul Tiran war heroes. We could use these corpses... strategically.,0,8,51789,0,0
627,Death of a Tidesage,The tidesages of Stormsong Valley have extraordinary power over the sea... power that we need.,0,8,52122,0,0
628,Blood on the Sand,"Our first Horde VIP target is Arlethal Sunwatcher, a high-ranking member of the Reliquary. Taking him out will show the Horde that no one is safe from the Alliance, even across an ocean.",0,8,52146,0,0
629,The Strike on Boralus,We now have the perfect bait to draw the Kul Tiran military away from their capital city of Boralus. This will buy us time to obtain our ultimate goal: the Abyssal Scepter.,0,8,53003,0,0
630,The Altar of Rot,,0,8,0,0,0
631,Test Quest Line,,95789,8,52262,0,403592
632,Chasing Darkness,"Our second Horde VIP target is Ranger Captain Areiel, one of Warchief Sylvanas' most trusted dark rangers.",0,8,52219,0,0
633,A Golden Opportunity,"We're splitting up. Shandris will track down Blood Prince Dreven, while you and Magister Umbric deal with our third Horde VIP target: Trade Prince Gallywix.",0,8,52261,0,0
634,Ferry Pass,,0,8,0,0,0
635,The Battle for Lordaeron,"The Horde's occupation of the Undercity must be ended! Today, we retake Lordaeron. For the Alliance!",0,8,0,0,0
636,The Battle for Lordaeron,The Alliance is advancing upon the Undercity! We will halt their incursion and crush their army. For the Horde!,0,8,0,0,0
637,The Warchief's Command,,0,8,0,0,0
638,Blood in the Water,"We've intercepted a Horde missive, and learned that Blood Lord Dreven is currently aboard a Horde ship on the Great Sea. We've lost too many good men to Dreven. It's time to make him pay.",0,8,52496,0,0
734,The Fallen Chieftain,,0,8,0,0,0
735,Justice For The Fallen,,0,8,0,0,0
736,At the Bottom of the Sea,"The body of a famous, long-dead Kul Tiran sea captain lies at the bottom of the Great Sea. Let's go check in on him.",0,8,52978,0,0
737,The Strike on Zuldazar,We have the Horde on their heels. They're disarmed and disoriented after our targeted assassinations across Zandalar. Now's the time to strike the heart of the Zandalari Empire itself.,0,8,52790,0,0
738,Goldfield's War,,0,8,0,0,0
739,A Collapsing Crisis,,0,8,0,0,0
740,Deadwash Line,,0,8,0,0,0
741,Test Questline,,0,9,0,0,0
742,Kul Tiras,,0,8,0,0,0
743,The Heart of Azeroth,"Magni bears a gift, but with it, terrible news: Azeroth is dying.",0,8,51211,0,0
744,Cycle of Hatred,,0,8,0,0,0
745,The Pride of Kul Tiras,,0,8,0,0,0
746,The Battle for Stromgarde,The Horde threaten the fortress of Stromgarde. Prepare for war in Lordaeron!,0,8,53198,0,0
747,The Battle for Stromgarde,"Alliance homefront forces are spread thin, and the fortress of Stromgarde is ripe for the taking. Prepare for war in Lordaeron!",0,8,53212,0,0
748,8.0 Professions - Gathering - Herbalism - Kul Tiras - Akunda's Bite - SCS,,0,8,0,0,0
749,8.0 Professions - Gathering - Herbalism - Zandalar - Akunda's Bite - SCS,,0,8,0,0,0
750,8.0 Professions - Gathering - Herbalism - Kul Tiras - Anchor Weed  - SCS,,0,8,0,0,0
751,8.0 Professions - Gathering - Herbalism - Zandalar - Anchor Weed  - SCS,,0,8,0,0,0
752,8.0 Professions - Gathering - Herbalism - Kul Tiras - Riverbud - SCS,,0,8,0,0,0
753,8.0 Professions - Gathering - Herbalism - Kul Tiras - Sea Stalk - SCS,,0,8,0,0,0
754,8.0 Professions - Gathering - Herbalism - Kul Tiras - Siren's Pollen - SCS,,0,8,0,0,0
755,8.0 Professions - Gathering - Herbalism - Kul Tiras - Star Moss - SCS,,0,8,0,0,0
