ID,ContainerID,DummyItemID,TreasureID,SpellID,OnCompleteSpellID,Duration,MaxShipments,GarrFollowerID,Flags
333,149,0,66010,219888,219889,5,1,677,0
334,150,0,66011,219903,219905,1800,3,920,1
335,173,146745,67300,237362,0,432000,2,0,2
339,177,139460,67507,220380,0,5,1,0,0
340,178,139888,67900,222296,0,600,1,0,1
341,179,139892,67904,222391,0,600,1,0,1
342,180,140038,67905,222436,0,600,1,0,1
343,181,146745,67300,237358,0,432000,2,0,2
344,182,146745,67300,237360,0,432000,2,0,2
345,183,146745,67300,237361,0,432000,2,0,2
346,184,146745,67300,237329,0,432000,2,0,2
347,185,146745,67300,237363,0,432000,2,0,2
348,186,146745,67300,237364,0,432000,2,0,2
349,187,146745,67300,237365,0,432000,2,0,2
350,188,146745,67300,237366,0,432000,2,0,2
351,189,146745,67300,237367,0,432000,2,0,2
352,190,146745,67300,237368,0,432000,2,0,2
353,191,146745,67300,237369,0,432000,2,0,2
354,192,140155,67981,222574,0,600,1,0,1
355,193,140156,67982,222577,0,14400,1,0,1
356,194,140157,67983,222579,0,600,1,0,1
357,195,140158,67984,222580,0,600,1,0,1
358,196,0,66002,222606,222608,43200,1,749,1
360,197,139308,67122,225975,0,43200,4,0,1
361,198,139308,67122,225968,0,43200,4,0,1
362,199,139308,67122,225977,0,43200,4,0,0
363,200,139308,67122,225970,0,43200,4,0,1
364,201,139308,67122,225966,0,43200,4,0,1
365,202,139308,67122,225979,0,43200,4,0,1
366,203,139308,67122,225978,0,43200,4,0,1
367,204,139308,67122,225971,0,43200,4,0,0
368,205,139308,67122,225969,0,43200,4,0,0
369,206,139308,67122,225972,0,43200,4,0,1
370,207,139308,67122,225974,0,43200,4,0,1
371,208,139308,67122,225967,0,43200,4,0,1
372,209,139460,67507,225988,0,5,1,0,1
373,210,139460,67507,225981,0,5,1,0,1
374,211,139460,67507,225989,0,5,1,0,1
375,212,139460,67507,225984,0,5,1,0,1
376,213,139460,67507,225983,0,5,1,0,1
377,214,139460,67507,225991,0,5,1,0,0
378,215,139460,67507,225990,0,5,1,0,0
379,216,139460,67507,225985,0,5,1,0,1
380,217,139460,67507,225982,0,5,1,0,1
381,218,139460,67507,225986,0,5,1,0,1
382,219,139460,67507,225987,0,5,1,0,1
383,220,139460,67507,225980,0,5,1,0,0
401,122,141700,70000,227867,0,14400,0,0,0
402,223,0,0,236443,236444,1800,2,1007,1
404,184,146745,67300,237255,0,5,1,0,2
405,181,146745,67300,237256,0,5,1,0,2
406,182,146745,67300,237257,0,5,1,0,2
407,183,146745,67300,237258,0,5,1,0,2
408,173,146745,67300,237259,0,5,1,0,2
409,185,146745,67300,237262,0,5,1,0,2
410,186,146745,67300,237263,0,5,1,0,2
411,187,146745,67300,237264,0,5,1,0,2
412,188,146745,67300,237265,0,5,1,0,2
413,189,146745,67300,237266,0,5,1,0,2
414,190,146745,67300,237267,0,5,1,0,2
415,191,146745,67300,237268,0,5,1,0,2
421,224,0,0,239228,239229,1800,2,1013,1
423,225,0,0,239273,239274,1800,2,1009,1
425,226,0,0,239312,239313,1800,2,1027,1
427,227,0,0,239318,239319,1800,2,1016,1
429,228,0,0,239321,239322,1800,2,1023,1
432,229,0,0,239324,239325,1800,2,1052,1
434,230,0,0,239365,239366,1800,2,1045,1
436,231,0,0,239367,239368,1800,2,1042,1
438,232,0,0,239370,239371,1800,2,1048,1
440,233,0,0,239373,239374,1800,2,1032,1
442,234,0,0,239376,239377,1800,2,1035,1
454,238,0,0,269391,269390,1800,6,1075,1
458,239,0,0,269639,269390,1800,6,1075,1
575,238,0,0,281419,269390,0,6,1075,1
579,239,0,0,281432,269390,0,6,1075,1
