ID,SoundKitID,ParentSoundKitID
1379,123903,123902
1380,123904,123673
1382,123906,123909
1383,123907,123909
1384,123908,123909
1387,123914,123913
1388,123926,123925
1390,123932,123930
1404,123958,123957
1405,124234,123947
1406,124235,123947
1407,124234,123948
1408,124235,123948
1409,124236,123948
1410,124234,124237
1411,124235,124237
1412,124234,124238
1413,124235,124238
1414,124236,124238
1415,124248,124004
1416,124250,123938
1419,124532,124531
1420,124546,124547
1422,124558,124557
1423,124574,67774
1426,124578,124576
1427,124580,124576
1428,124577,124576
1429,124613,124582
1430,124615,124614
1431,124620,123176
1432,124620,123182
1433,124622,124623
1434,124624,123182
1435,124625,124616
1436,124627,124626
1438,124631,124630
1439,124636,124634
1441,124682,124681
1442,124688,124687
1445,124699,124698
1448,125116,125115
1451,124704,125117
1452,125137,125136
1453,125142,123704
1454,125144,125143
1455,125178,125179
1456,125246,125245
1457,125247,125245
1458,125277,125276
1459,125278,124261
1460,125267,125282
1461,125286,125282
1462,125292,122589
1465,125148,125147
1466,125299,123656
1467,125300,123656
1468,125268,125266
1469,125269,125266
1470,125302,125266
1471,125303,125259
1473,125311,125310
1475,125322,125320
1477,125318,125320
1481,125327,125309
1482,125330,125309
1484,125333,125310
1485,125335,125310
1486,125342,124325
1487,125344,124325
1492,125354,125309
1494,125363,125361
1497,125365,125364
1498,125366,125364
1503,125421,125415
1504,125424,125423
1505,125428,125429
1506,125433,125432
1509,125435,125436
1510,125464,125423
1511,125465,125466
1514,125473,125472
1515,125474,125472
1516,125475,125472
1518,125480,125466
1519,125488,125487
1520,125513,125472
1521,125515,125514
1522,125516,125472
1525,125519,125517
1526,125417,125416
1527,125418,125416
1528,125521,125517
1533,125523,125522
1534,125524,125522
1536,125528,125526
1537,125530,125529
1541,125531,125529
1542,125532,125529
1545,125525,125522
1547,125537,125536
1548,125538,125536
1550,125540,125539
1551,125546,125545
1552,125548,125545
1553,125550,125549
1556,125555,125554
1557,125556,125554
1558,125560,125559
1559,125565,125564
1562,125567,125570
1563,125569,125570
1565,125574,125557
1568,125598,125595
1570,125612,125557
1571,125616,125557
1572,125617,125558
1573,125630,125554
1574,125637,125636
1575,125641,125640
1577,125644,125640
1586,125653,125652
1587,125654,125652
1588,124636,125657
1590,125685,125686
1592,125701,125700
1594,125702,125640
1613,125703,125646
1614,125704,125646
1624,125706,125646
1625,125707,125646
1626,125710,125640
1629,125712,125711
1630,125713,125711
1631,125651,125711
1632,125647,125714
1633,125648,125714
1634,125649,125714
1635,125721,125720
1639,125731,125640
1640,125732,125640
1641,125733,125640
1644,125734,125736
1645,125737,125736
1646,125738,125736
1647,125739,125736
1648,125745,125722
1649,125777,125776
1654,125780,125776
1655,125781,125776
1656,125782,125776
1657,125783,125776
1658,125784,125776
1660,125788,125787
1661,125789,125785
1666,125803,125802
1667,125809,125808
1668,125814,125813
1669,125815,125813
1670,125820,125723
1671,125827,125824
1672,125828,125825
1674,125830,125831
1675,125832,125831
1678,125835,125834
1679,125836,125834
1680,125838,125834
1681,125839,125834
1683,123192,125855
1684,123192,125856
1685,125858,123564
1686,124451,124450
1687,125888,125887
1688,125911,125906
1689,125912,125906
1690,125918,125913
1691,125919,125892
1692,125919,125893
1693,125922,125921
1694,125923,125921
1695,125924,124476
1696,125979,125978
1698,125982,125981
1701,126130,126129
1702,126159,112800
1703,126160,112800
1705,126271,126270
1707,126325,126326
1708,126327,125905
1709,125151,125150
1710,126419,123333
1711,123517,123519
1713,126629,126628
1714,126651,126183
1717,126803,126802
1718,126804,126802
1719,126805,126802
1721,125754,126806
1722,126808,126807
1723,127179,127178
1725,127182,127183
1727,127188,127187
1728,127189,127190
1729,127192,127193
1734,127450,127439
1735,127478,127459
1743,127819,127818
1746,127822,127821
1748,127990,127985
1749,127993,127985
1750,127997,127987
1751,128004,128005
1754,128024,128025
1755,128026,128022
1756,128027,128022
1757,74220,128032
1758,128040,128039
1759,128042,128041
1761,128765,128787
1764,128829,128828
1766,128831,128832
1767,127477,127452
1768,128998,128914
1769,129015,128907
1770,129015,128908
1771,127476,128919
1772,127476,128918
1773,127476,129022
1774,128998,128913
1775,127476,129026
1776,129015,128916
1778,129015,128905
1779,129015,128906
1780,127476,128917
1781,128998,128915
1782,127477,129034
1783,127477,129035
1784,129015,128909
1785,129015,128910
1786,127477,116095
1787,127477,116096
1788,129015,128903
1789,129015,128904
1791,129164,129163
1792,123933,129165
1795,129230,129228
1796,129231,129228
1802,124636,129398
1803,125820,129400
1818,129606,129605
1819,129649,129640
1821,129752,129754
1822,129755,129754
1823,129758,129757
1824,129760,129757
1825,129764,129765
1826,129772,129771
1827,129785,129765
1830,129790,129788
1831,129791,129788
1835,129908,129875
1836,129909,129876
1837,129912,129900
1838,129913,129900
1839,129918,129917
1841,129928,129900
1842,129929,129900
1843,129932,129900
1845,129948,129935
1846,129950,129488
1847,129951,122933
1848,129960,123836
1849,123848,123849
1850,129963,123849
1851,129964,123850
1852,129966,129163
1853,129967,129163
1859,129990,129991
1863,130008,130007
1888,130247,130246
1889,130248,130246
1890,130253,130246
1891,130257,130251
1892,130259,130254
1893,130258,130252
1894,130261,130250
1895,130261,130249
1896,130260,130244
1897,130278,130277
1898,130278,130281
1899,130280,130281
1900,130282,130281
1901,130280,130277
1902,130299,130298
1903,130304,130303
1906,130314,130037
1909,120308,130354
1935,130449,130450
1936,130451,130038
1937,130314,130039
1938,130451,130040
1939,130451,130041
1940,130451,130043
1941,130451,130047
1942,106762,130452
1943,130463,130455
1944,130463,130457
1945,130464,130456
1946,130464,130458
1947,130464,130459
1948,130463,130460
1949,130464,130461
1950,130451,130462
1951,130477,130476
1953,130556,130467
1954,130557,130468
1955,130558,130469
1959,130559,130563
1964,130567,130569
1965,130818,130816
1966,130817,130819
1967,130818,130819
1969,130818,130821
1970,130822,130821
1971,130842,130823
1972,130896,130897
1973,130898,130897
1974,130908,130907
1975,130914,130913
1981,130960,130959
1982,130971,130965
1983,130973,130965
1986,130987,130986
1987,130988,130986
1988,130996,130997
1989,130999,130998
1990,131001,131002
1991,131005,131004
1992,131007,131006
1994,131010,131009
1996,131013,131012
1998,131016,131015
2000,131018,131017
2001,130566,130568
2003,131088,131089
2004,131101,131100
2005,131103,131102
2006,131116,131115
2007,131117,131115
2011,131121,131119
2013,131123,131119
2014,131125,131124
2017,131127,131126
2018,131128,131126
2019,131141,131139
2020,131142,131139
2021,130110,130108
2022,130347,130108
2023,130110,131146
2024,130347,131146
2025,130346,130478
2027,130347,130478
2034,131192,131191
2035,130566,131193
2039,131197,131198
2041,131200,131199
2043,131202,131201
2044,131195,131196
2045,130561,130560
2054,131308,131299
2055,131309,131299
2056,131311,131300
2057,131312,131301
2058,131313,131302
2059,131314,131302
2060,131317,131304
2061,131318,131304
2062,131319,131305
2063,131320,131305
2064,131352,131351
2065,131353,131351
2067,131355,131307
2068,131315,131354
2071,118261,131796
2074,118261,131807
2078,131868,131867
2085,132082,132081
2089,132097,132096
2090,132098,132096
2093,132357,132358
2095,132438,132429
2096,132437,132436
2099,132565,132562
2103,132583,132569
2105,132707,132708
2321,133228,133226
2324,133279,133278
2325,133280,133278
2326,133281,133275
2327,133282,133283
2328,133290,133289
2330,133293,133294
2331,133296,133295
2332,133297,133298
2336,133302,133289
2341,133306,133305
2342,133307,133305
2343,133302,133291
2344,133292,133291
2345,133302,133294
2346,133302,133295
2347,133302,133298
2350,133377,133360
2351,133390,133389
2352,133392,133313
2353,133397,133396
2356,133300,133299
2364,133546,133545
2365,133547,133545
2366,133548,133545
2371,133822,133821
2373,133827,133825
2374,133829,133828
2375,133856,133379
2380,133904,133903
2381,133905,133903
2396,134114,134111
2397,134113,134110
2398,134112,134109
2399,134116,134108
2400,134116,134107
2401,134115,134106
2404,134163,134162
2414,106525,134215
2422,134442,134441
2423,134444,134443
2424,134445,134446
2425,134448,134447
2426,134450,134449
2427,134454,134455
2428,134552,134456
2434,134554,134553
2435,134556,134555
2436,134557,134558
2437,134560,134559
2438,134562,134561
2441,134568,134567
2442,134586,134580
2443,134589,134590
2444,134613,134593
2445,134615,134612
2446,134613,134610
2448,134615,134617
2450,134626,134625
2452,134630,134629
2453,134628,134627
2454,134631,134627
2455,134632,134447
2456,134634,134559
2457,134633,134621
2458,134635,134627
2459,134711,134710
2460,134730,134455
2463,134732,134731
2465,134733,134731
2469,134736,134735
2470,134737,134735
2475,134739,134738
2476,134740,134738
2478,134821,134456
2479,134839,134838
2480,134840,134838
2482,134870,134869
2488,134920,134919
2491,134939,134938
2492,134941,134938
2494,135006,135005
2495,135008,135007
2496,135010,135007
2498,135024,135023
2499,135070,135069
2502,135144,135143
2532,135535,135525
2533,135536,135524
2535,135538,135525
2536,135538,135524
2537,135540,135539
2540,135674,131087
2541,135679,135678
2543,135701,135700
2544,135776,135778
2545,135777,135778
2546,135806,135805
2547,135847,135846
2548,130314,135893
2549,130451,135894
2550,130314,135895
2552,135903,135902
2553,135904,135902
2555,135918,135917
2558,135925,135926
2559,135927,135926
2560,135940,135939
2564,136019,136018
2565,136017,136015
2566,136016,136015
2567,136082,136081
2568,136082,136079
2569,136124,136127
2570,136125,136127
2571,136135,136133
2572,136138,136137
2573,136139,136137
2575,136153,136152
2577,136163,132736
2578,136164,132578
2589,136306,136305
2590,136313,131153
2591,136341,136342
2592,136350,135370
2593,136372,134522
2594,136372,134523
2595,136372,134524
2596,136372,134525
2597,136372,134526
2598,136372,134527
2599,136372,134529
2600,136372,134530
2601,136444,136443
2602,136451,135245
2603,136454,136452
2604,136456,136455
2605,136457,136455
2606,136463,136458
2607,136464,136452
2609,136465,136452
2610,136467,136466
2611,136468,136466
2612,136469,136452
2614,136492,136491
2616,136519,136518
2619,136619,136441
2620,136623,136624
2623,136635,136634
2624,136636,136634
2628,136687,136682
2629,136689,136683
2637,136731,136730
2639,133282,136772
2640,136819,136818
2641,136855,136857
2642,136856,136857
2643,136881,136880
2644,136951,136950
2645,136958,130139
2646,136978,136977
2647,136995,136994
2648,136997,136994
2649,137002,136999
2651,137007,137004
2652,137017,136984
2653,137028,137029
2654,137030,137027
2655,137095,137089
2657,137128,137127
2658,137129,137127
2659,137130,137127
2660,137148,137132
2668,137213,137204
2670,137234,137233
2671,137237,137233
2674,137299,137298
2675,118261,137377
2676,118261,137378
2677,118261,137379
2678,137381,137382
2680,118261,137389
2681,137390,132050
2682,137390,135370
2684,137405,91073
2685,137430,137428
2686,137515,137507
2687,137537,137536
2689,137570,132579
2690,137571,132737
2691,137581,137580
2693,137595,137594
2696,137625,137624
2697,137632,137631
2698,137638,137637
2700,137642,137640
2701,137644,137643
2702,137653,137652
2704,137656,137655
2705,137710,137708
2706,137713,137712
2707,137730,130295
2708,137731,130295
2709,137789,137783
2710,137793,137779
2711,137795,137783
2714,137797,137601
2716,137798,137796
2717,137800,137796
2718,137801,137602
2719,137799,137600
2720,137804,137796
2723,137807,137806
2724,137809,137806
2732,137850,137849
2735,137865,137864
2736,137598,137403
2737,137868,137867
2738,137875,137870
2740,137909,137908
2743,137910,137858
2747,137917,137914
2748,137934,137933
2750,137937,137936
2751,137949,137947
2752,137950,137947
2753,137955,137947
2754,137964,137963
2755,137965,137963
2756,137974,137972
2757,137974,137975
2758,137974,137978
2759,137974,137979
2760,137598,137985
2761,137991,131806
2762,137991,131805
2764,137995,131805
2765,137995,131806
2768,138024,131805
2772,138108,138107
2774,138110,138107
2776,129923,138116
2777,138151,129901
2778,138153,138152
2780,138158,138157
2794,138215,131809
2795,138216,137388
2796,138217,137388
2797,138220,131813
2798,138221,131813
2799,138215,138246
2802,138401,138392
2804,138502,138413
2805,138414,138413
2806,138419,138421
2807,138639,138640
2808,138641,138638
2811,138644,138646
2812,138645,138646
2813,138648,138647
2814,138675,138674
2815,138676,138674
2822,138711,138703
2823,138712,138703
2824,138714,138713
2834,138720,138718
2835,138721,138718
2837,138723,138722
2841,138724,138722
2842,138728,138727
2843,138729,138726
2844,138730,138725
2846,138737,138736
2847,138739,138738
2848,138741,138740
2852,138747,138740
2854,138755,138754
2858,138742,138744
2859,138743,138744
2860,138745,138744
2865,138761,138759
2866,138762,138759
2867,138767,138766
2873,138778,138766
2874,138779,138766
2875,138781,138766
2878,138788,138766
2879,138789,138766
2880,138760,138759
2881,138790,138744
2884,138796,138797
2885,138798,138797
2886,138800,138799
2887,138802,138801
2888,138803,138801
2889,138805,138801
2890,138807,138801
2891,138804,138799
2892,138810,138809
2893,138811,138500
2895,138815,138814
2898,138822,138821
2899,138823,138821
2900,138829,138801
2901,138830,138801
2902,138832,138831
2903,138883,138792
2905,138945,138940
2906,138948,138915
2907,138949,138940
2908,138950,138940
2909,138961,138951
2910,138984,138983
2912,138989,138987
2919,138707,138716
2920,138717,138716
2921,138709,138706
2922,138710,138706
2923,139005,138706
2924,138715,138716
2931,139024,139022
2932,139023,139022
2933,139058,139057
2934,139060,139059
2938,139203,139204
2941,132583,139382
2942,139385,13263
2944,133888,139400
2947,139429,139430
2949,29480,139440
2950,139521,139520
2951,139561,139520
3063,139699,139698
3064,139700,139704
3065,139708,139707
3067,139709,139707
3121,139972,139970
3122,137515,139973
3140,140367,71857
3142,140391,140390
3143,140412,140411
3144,140413,140411
3155,140421,140416
3156,140426,140416
3157,140422,140417
3158,140427,140417
3159,140423,140418
3160,140428,140418
3161,140424,140419
3162,140429,140419
3163,140425,140420
3164,140430,140420
3169,140433,140431
3170,140435,140431
3171,140434,140432
3172,140436,140432
3175,140438,140437
3176,140439,140437
3179,140441,140440
3180,140442,140440
3187,140460,139829
3190,140464,139832
3191,140531,140406
3192,140532,140410
3193,140535,140534
3194,140536,140534
3195,140537,140534
3196,140538,140534
3197,140539,140541
3198,140540,140541
3199,140542,140534
3200,140560,140558
3203,140638,140637
3204,140662,140663
3205,140664,140663
3206,140667,140666
3207,140715,140661
3208,140716,140661
3209,140717,140661
3210,140718,140661
3211,140726,140725
3212,140727,140725
3213,140729,140728
3214,140730,140728
3215,140731,140728
3216,140732,140728
3217,140733,140728
3218,140734,140728
3219,141369,141368
3220,141371,141370
3221,141372,141370
3222,141373,141374
3223,141375,141374
3224,141380,141368
3225,141386,141385
3226,141388,141387
3227,141400,141399
3229,141404,141399
3230,141424,141399
3231,141491,141490
3232,141492,141490
3247,141520,141519
3254,141532,141523
3261,141541,141540
3262,141542,141540
3263,141545,141544
3264,141546,141544
3266,141552,141551
3268,141556,141555
3269,139688,139689
3272,141698,141677
3273,141727,141677
3274,141894,141881
3275,125246,141927
3276,125247,141927
3277,125277,141928
3278,125365,141930
3279,125366,141930
3280,125417,141931
3281,125418,141931
3282,125530,141932
3283,125531,141932
3284,125532,141932
3285,125523,141933
3286,125524,141933
3287,125525,141933
3288,125540,141934
3289,125546,141936
3290,125548,141936
3294,125653,141947
3295,125654,141947
3296,125712,141948
3297,125713,141948
3298,125651,141948
3301,125830,141950
3302,125832,141950
3303,141951,141945
3304,141952,141945
3305,141953,141945
3306,142042,141907
3307,142046,142045
3308,142048,142047
3309,142057,142047
3310,142058,142047
3317,142061,141949
3318,142062,141949
3319,142063,142060
3320,142064,142060
3321,142065,142060
3322,142066,142059
3323,142067,142059
3324,142068,142059
3325,125365,142071
3326,125366,142071
3327,142076,142070
3330,142077,141949
3331,142079,142078
3332,142082,142078
3333,142083,142081
3335,142084,142086
3336,142087,142086
3343,142091,142090
3344,142092,142090
3347,142098,142095
3348,142100,142099
3349,142103,142101
3350,142107,142106
3351,142110,142109
3361,142116,142115
3362,142117,142115
3363,142118,142115
3367,142120,142119
3368,142121,142119
3369,142122,142119
3372,142124,142123
3373,142125,142123
3374,142126,142119
3376,142128,142127
3378,142129,142130
3379,142132,142131
3382,142136,142134
3383,142137,142134
3384,142139,142138
3385,142140,142138
3388,142148,142147
3389,142149,142147
3391,142161,142160
3392,142076,141494
3396,142133,142165
3399,142167,142166
3400,142168,142166
3401,142180,142176
3402,142182,142176
3403,128998,142186
3405,142193,142191
3406,142195,142194
3408,142197,142194
3409,142196,142194
3410,142201,142194
3411,142259,142203
3414,142276,142194
3420,142297,142298
3423,142293,142298
3424,142331,140619
3426,142332,140619
3427,142339,142338
3428,142340,142338
3429,143328,143327
3432,143336,143335
3433,143476,143474
3434,143492,143489
3435,143683,143682
3436,143686,143687
3437,143722,143721
3438,143760,143758
3440,143768,143767
3442,144154,144153
3443,144155,144153
3444,144344,144343
3445,144345,144343
3446,144467,144466
3447,144468,144470
3448,144469,144471
3449,144474,144471
3450,144475,144471
3451,144476,144471
3452,144479,144472
3453,144489,144485
3454,144488,144485
3455,144487,144485
3456,144486,144485
3457,144492,144491
3458,144502,144500
3459,144501,144498
3460,144622,144621
3466,144652,144650
3467,144654,144653
3468,144655,144653
3469,144663,144662
3470,144665,144662
3472,144671,144672
3473,144682,144650
3474,144685,144650
3475,144687,144686
3476,144772,144771
3477,144775,144774
3478,144781,144686
3479,144786,144785
3481,144844,144686
3483,144854,144853
3485,144890,144889
3486,144894,144893
3487,144895,144893
3490,144897,144893
3491,144942,144941
3492,144869,144944
3493,144942,137577
3494,144868,144944
3495,143419,143418
3496,143419,145084
3497,145134,145133
3500,145162,145161
3501,145164,145163
3502,145165,145163
3505,145536,145535
3506,145570,145538
3510,145728,145726
3511,145589,145587
3512,145588,145587
3514,145893,145892
3515,145898,145897
3516,145903,145902
3517,145905,145904
3518,145907,145906
3519,145915,145914
3520,145974,145973
3521,145976,145975
3522,145978,145977
3523,145979,145977
3524,145988,145987
3525,146003,146002
3527,146050,146049
3528,146052,146051
3529,146081,146080
3530,146082,146080
3531,146083,146080
3532,146084,145914
3535,146089,144787
3536,146089,144789
3537,146091,146090
3540,146092,146090
3541,146094,146093
3542,146095,146093
3543,146097,146096
3544,146098,146096
3545,146182,143424
3546,146183,143420
3547,146183,143421
3548,146184,143422
3549,146184,143423
3550,146214,146213
3551,146218,146217
3552,146222,146221
3553,146223,146221
3554,146260,146259
3555,146276,146275
3556,146349,146340
3559,146351,146350
3562,146378,146375
3565,146378,146381
3566,146394,146375
3567,146396,146381
3568,146415,146414
3570,146435,146317
3571,146436,146316
3572,146442,146364
3573,146470,146469
3574,146488,144669
3575,146495,146494
3576,146496,146494
3577,146497,146494
3580,146510,144911
3583,146522,146519
3584,146523,146519
3587,146527,146524
3588,146528,146524
3591,146530,146529
3593,146550,146549
3594,146551,146547
3595,146557,130228
3596,146574,146573
