ID,SceneScriptPackageID,SceneScriptID,ChildSceneScriptPackageID,OrderIndex
519,44,381,0,11
520,44,382,0,12
521,44,383,0,13
528,69,386,0,2
529,69,387,0,3
530,69,388,0,4
782,147,0,156,1
783,147,538,0,2
784,147,539,0,3
785,147,540,0,4
792,148,543,0,4
793,148,544,0,5
794,148,548,0,6
795,148,542,0,3
796,148,550,0,7
804,154,0,156,1
825,154,1048,0,2
826,5,47,0,7
827,154,556,0,3
828,154,588,0,4
829,154,581,0,5
830,154,583,0,6
831,154,1047,0,7
832,156,41,0,1
833,156,154,0,2
834,156,9338,0,3
835,154,1049,0,8
836,154,584,0,9
837,154,585,0,10
838,154,586,0,11
841,157,784,0,1
842,157,35,0,2
843,157,623,0,3
845,157,1165,0,4
846,157,641,0,5
850,157,651,0,6
851,154,587,0,12
852,154,589,0,13
853,154,590,0,14
854,154,603,0,15
855,154,604,0,16
856,154,606,0,17
857,154,605,0,18
858,154,607,0,19
859,5,10435,0,8
861,9,8,0,2
864,157,642,0,7
867,157,698,0,8
869,157,602,0,9
870,157,1062,0,10
871,157,967,0,11
872,157,1652,0,12
873,157,738,0,13
874,157,1311,0,14
876,157,592,0,15
878,157,593,0,16
879,157,697,0,17
881,157,773,0,18
882,157,1190,0,19
883,157,704,0,20
884,157,640,0,21
885,157,919,0,22
886,157,874,0,23
888,159,1008,0,1
889,157,705,0,24
891,159,1006,0,2
892,157,639,0,25
893,157,630,0,26
894,157,809,0,27
895,159,1053,0,3
896,159,1007,0,4
897,157,808,0,28
898,157,620,0,29
899,5,20222,0,9
900,5,9,0,10
901,5,61,0,11
902,5,62,0,12
903,5,9486,0,13
904,157,596,0,30
905,157,1164,0,31
906,159,645,0,5
907,159,1035,0,6
914,159,648,0,7
915,159,652,0,8
916,163,912,0,1
917,164,912,0,1
919,157,654,0,32
920,157,655,0,33
923,157,782,0,34
924,157,703,0,35
925,157,974,0,36
926,157,621,0,37
927,166,709,0,1
928,157,1377,0,38
929,166,912,0,2
952,168,737,0,1
1024,157,875,0,39
1025,173,613,0,1
1026,173,557,0,2
1027,173,558,0,3
1028,173,775,0,4
1029,173,560,0,5
1030,173,574,0,6
1031,173,568,0,7
1032,173,1285,0,8
1033,173,600,0,9
1034,173,598,0,10
1035,173,562,0,11
1036,173,563,0,12
1037,173,564,0,13
1038,173,565,0,14
1039,173,566,0,15
1040,173,567,0,16
1041,173,571,0,17
1042,173,572,0,18
1043,173,573,0,19
1044,173,576,0,20
1046,173,595,0,21
1047,173,570,0,22
1048,173,577,0,23
1049,173,0,157,24
1050,173,578,0,25
1051,173,579,0,26
1062,174,0,156,1
1063,174,1368,0,2
1064,174,283,0,3
1069,176,283,0,3
1079,177,0,156,1
1089,178,283,0,2
1099,179,283,0,2
1109,180,283,0,2
1119,181,283,0,2
1137,157,783,0,40
1138,157,786,0,41
1139,157,597,0,42
1140,157,936,0,43
1141,157,943,0,44
1142,182,787,0,3
1143,182,788,0,6
1144,182,789,0,7
1145,182,790,0,4
1146,182,791,0,8
1147,182,792,0,5
1148,182,793,0,9
1149,182,283,0,2
1150,182,794,0,10
1160,179,801,0,3
1161,179,802,0,6
1162,179,794,0,10
1163,179,803,0,9
1164,179,804,0,7
1165,179,805,0,4
1166,179,806,0,5
1167,179,807,0,8
1168,157,785,0,45
1169,157,624,0,46
1170,23,810,0,15
1171,23,0,156,1
1172,168,811,0,2
1173,179,0,156,1
1174,182,0,156,1
1175,176,0,156,1
1176,176,813,0,7
1177,176,794,0,32
1178,168,814,0,3
1179,176,816,0,4
1180,176,817,0,8
1181,176,818,0,9
1182,168,819,0,4
1183,176,820,0,5
1184,176,821,0,33
1185,176,822,0,10
1186,176,823,0,11
1187,176,824,0,13
1188,176,825,0,14
1189,176,826,0,15
1190,176,827,0,16
1191,176,828,0,17
1192,176,829,0,18
1193,164,738,0,2
1194,164,694,0,3
1195,176,831,0,12
1196,176,832,0,19
1197,176,833,0,20
1198,176,834,0,21
1199,176,835,0,22
1200,176,836,0,23
1201,176,837,0,24
1202,176,838,0,26
1203,176,839,0,25
1204,176,840,0,27
1205,176,841,0,28
1206,176,842,0,29
1207,176,843,0,30
1208,176,844,0,6
1209,176,845,0,31
1210,181,0,156,1
1211,181,846,0,6
1212,181,794,0,25
1213,181,847,0,3
1214,181,848,0,21
1215,181,849,0,8
1216,181,850,0,9
1217,181,851,0,10
1218,181,852,0,11
1219,181,853,0,12
1220,181,854,0,7
1221,181,855,0,5
1222,181,856,0,20
1223,181,857,0,4
1224,181,858,0,17
1225,181,859,0,13
1226,181,860,0,14
1227,181,861,0,15
1228,181,862,0,16
1229,181,863,0,18
1230,181,864,0,19
1231,164,1189,0,4
1233,184,9477,0,1
1234,185,867,0,1
1235,178,0,156,1
1236,178,868,0,9
1237,178,794,0,28
1238,178,869,0,3
1239,178,870,0,10
1240,178,871,0,11
1241,178,872,0,12
1242,178,873,0,13
1243,157,702,0,47
1244,157,913,0,48
1245,157,915,0,49
1246,178,877,0,14
1247,178,878,0,4
1248,178,879,0,15
1249,157,914,0,50
1250,178,882,0,17
1251,178,883,0,16
1252,178,884,0,5
1253,178,885,0,19
1254,178,886,0,6
1255,178,887,0,7
1256,178,888,0,20
1257,178,889,0,21
1258,178,890,0,22
1259,178,891,0,25
1260,178,892,0,23
1261,178,893,0,26
1262,178,894,0,8
1263,178,895,0,27
1264,186,0,156,1
1265,186,896,0,2
1266,186,910,0,3
1267,186,903,0,4
1268,186,897,0,5
1269,186,899,0,6
1270,186,898,0,7
1271,186,900,0,8
1272,186,1628,0,9
1273,186,901,0,10
1274,186,904,0,11
1275,186,905,0,12
1276,186,906,0,13
1277,186,907,0,14
1280,186,908,0,15
1281,166,1036,0,3
1282,166,707,0,4
1283,157,999,0,51
1284,157,1061,0,52
1285,157,10223,0,53
1286,25,916,0,4
1287,166,918,0,5
1288,157,628,0,54
1289,180,0,156,1
1290,180,920,0,3
1291,180,921,0,4
1292,180,922,0,10
1293,180,794,0,15
1294,180,923,0,6
1295,180,924,0,11
1296,180,925,0,12
1297,180,926,0,13
1298,180,927,0,14
1299,180,929,0,5
1300,180,930,0,7
1301,180,931,0,8
1302,180,932,0,9
1303,174,780,0,4
1304,174,942,0,5
1305,174,779,0,6
1306,157,625,0,55
1307,174,966,0,7
1308,174,934,0,8
1309,174,937,0,9
1310,174,938,0,10
1311,174,939,0,11
1312,174,940,0,12
1313,157,627,0,56
1314,174,941,0,13
1315,174,947,0,14
1316,174,944,0,15
1317,174,950,0,16
1318,63,319,0,11
1319,63,320,0,12
1321,188,9484,0,1
1322,174,945,0,17
1323,174,953,0,18
1324,63,0,156,1
1325,174,951,0,19
1326,174,946,0,20
1327,174,954,0,21
1328,174,952,0,22
1329,174,949,0,23
1330,163,961,0,2
1331,174,956,0,24
1332,174,957,0,25
1333,174,958,0,26
1334,174,959,0,27
1335,163,1347,0,3
1336,174,963,0,28
1337,174,962,0,29
1338,174,964,0,30
1339,174,965,0,31
1340,174,935,0,32
1343,163,693,0,4
1344,148,0,156,1
1345,43,0,156,1
1346,44,0,156,1
1347,147,541,0,5
1348,25,0,156,1
1349,27,0,156,1
1350,41,1648,0,6
1351,26,0,156,1
1352,60,0,156,4
1353,59,256,0,6
1354,55,0,156,3
1355,64,0,156,3
1356,69,0,156,1
1357,68,0,156,1
1358,54,306,0,51
1359,67,0,156,1
1360,177,283,0,2
1361,157,626,0,57
1362,157,682,0,58
1363,177,1368,0,3
1364,177,976,0,4
1365,177,990,0,5
1366,189,961,0,1
1367,177,975,0,6
1368,177,996,0,7
1369,189,977,0,2
1370,177,978,0,8
1371,177,980,0,9
1372,177,981,0,10
1373,188,912,0,2
1374,177,982,0,11
1375,177,984,0,12
1376,177,985,0,13
1377,177,986,0,14
1378,190,988,0,2
1379,190,989,0,3
1380,190,0,156,1
1381,177,987,0,15
1382,190,991,0,4
1383,177,979,0,16
1384,177,997,0,17
1385,177,993,0,18
1386,190,995,0,5
1387,177,994,0,19
1388,177,992,0,20
1389,177,998,0,21
1390,157,633,0,59
1391,177,1000,0,22
1392,67,1001,0,10
1393,67,794,0,43
1394,67,1003,0,4
1395,67,1004,0,11
1396,67,1005,0,12
1397,159,692,0,9
1398,159,653,0,10
1399,159,1499,0,11
1400,163,955,0,5
1401,67,1011,0,30
1402,67,1012,0,31
1404,190,1013,0,6
1405,190,1014,0,8
1406,190,1015,0,11
1407,190,1016,0,12
1408,190,1017,0,7
1409,163,970,0,6
1410,190,1019,0,10
1411,190,1020,0,13
1412,190,1021,0,14
1413,190,1022,0,15
1414,166,911,0,6
1415,166,1024,0,7
1416,166,1023,0,8
1417,166,1026,0,9
1418,166,1027,0,10
1419,166,1028,0,11
1420,166,1029,0,12
1421,166,1030,0,13
1422,191,0,156,1
1423,191,1031,0,2
1424,188,1032,0,3
1425,192,0,156,1
1427,192,1034,0,4
1432,159,684,0,12
1433,166,1201,0,14
1436,195,0,156,1
1439,195,1040,0,2
1440,195,1041,0,3
1441,5,10437,0,14
1442,195,1044,0,4
1443,195,1046,0,5
1444,154,608,0,20
1445,154,609,0,21
1446,154,610,0,22
1447,196,0,156,1
1448,196,1031,0,2
1449,197,1050,0,1
1450,192,1051,0,2
1451,27,1052,0,16
1452,159,12283,0,13
1453,198,1054,0,1
1463,198,1055,0,2
1464,184,866,0,2
1466,157,1085,0,60
1467,157,1086,0,61
1468,168,1059,0,5
1469,157,881,0,62
1470,157,1087,0,63
1471,159,1355,0,14
1472,200,0,156,1
1478,200,1064,0,2
1479,200,1065,0,3
1480,200,1066,0,4
1482,201,0,156,1
1486,201,1072,0,2
1488,202,0,156,1
1489,202,1074,0,2
1490,202,1075,0,3
1491,202,1076,0,4
1492,201,1077,0,7
1493,202,1080,0,5
1494,201,1081,0,5
1495,201,1083,0,4
1496,201,1084,0,6
1497,157,1196,0,64
1498,157,1197,0,65
1499,157,637,0,66
1500,202,1088,0,6
1501,27,1089,0,18
1502,202,1090,0,7
1503,201,1091,0,3
1504,27,1092,0,17
1505,154,1094,0,23
1518,27,1098,0,19
1519,27,1099,0,20
1520,27,1100,0,21
1521,27,1101,0,22
1522,27,1102,0,23
1523,27,1103,0,24
1524,27,1104,0,25
1525,27,1105,0,26
1526,27,1106,0,27
1527,27,1107,0,28
1528,27,1108,0,29
1529,27,1109,0,30
1530,27,1110,0,31
1531,27,1111,0,32
1532,27,1112,0,33
1533,27,1113,0,34
1534,27,1114,0,35
1535,27,1115,0,36
1536,27,1116,0,37
1537,27,1117,0,38
1538,27,1118,0,39
1539,27,1119,0,40
1540,27,1120,0,41
1541,27,1121,0,42
1542,27,1122,0,43
1543,27,1123,0,44
1544,27,1124,0,45
1545,205,0,156,1
1546,205,1127,0,2
1547,205,1128,0,3
1548,205,1129,0,10
1549,206,0,156,1
1550,206,1131,0,2
1551,206,1130,0,3
1552,206,1132,0,4
1554,201,1134,0,8
1555,207,0,156,1
1556,207,1135,0,2
1557,207,1136,0,3
1558,207,1137,0,4
1559,207,1138,0,5
1560,207,1139,0,6
1561,207,1140,0,7
1562,207,1141,0,8
1568,192,1147,0,3
1569,192,1148,0,5
1570,192,1149,0,6
1571,192,1150,0,7
1572,192,1151,0,8
1573,192,1152,0,9
1574,192,1153,0,10
1575,192,1154,0,11
1576,192,1155,0,12
1577,206,1156,0,5
1578,206,1157,0,6
1579,206,1158,0,7
1580,206,1159,0,8
1581,206,1160,0,9
1582,206,1161,0,10
1583,206,1162,0,11
1584,206,1163,0,12
1585,157,635,0,67
1586,157,638,0,68
1587,164,830,0,5
1588,205,1170,0,11
1589,205,1171,0,12
1590,205,1172,0,13
1591,205,1173,0,7
1592,205,1174,0,4
1593,205,1175,0,8
1594,205,1176,0,9
1595,205,1177,0,14
1596,205,1178,0,15
1597,205,1179,0,16
1598,205,1180,0,17
1599,205,1181,0,18
1600,205,1182,0,6
1601,205,1183,0,5
1602,207,1184,0,9
1603,207,1185,0,10
1604,207,1186,0,11
1605,207,1187,0,12
1606,207,1188,0,13
1607,164,865,0,6
1608,157,646,0,69
1610,189,1191,0,3
1611,208,0,156,1
1612,208,1193,0,2
1613,209,1194,0,1
1614,157,1480,0,70
1615,157,683,0,71
1616,164,1168,0,7
1617,210,0,156,1
1618,210,1200,0,3
1619,166,1025,0,15
1620,210,1202,0,2
1621,210,1203,0,4
1622,163,1009,0,7
1624,211,0,156,1
1625,211,1206,0,2
1626,212,1208,0,3
1627,212,0,156,1
1628,212,1209,0,2
1629,212,1210,0,7
1630,212,1211,0,8
1631,212,1212,0,9
1632,212,1213,0,10
1633,212,1214,0,11
1634,212,1215,0,12
1635,212,1216,0,13
1636,212,1217,0,4
1637,211,1218,0,3
1638,212,1219,0,14
1639,212,1220,0,21
1640,166,1221,0,16
1641,212,1222,0,22
1642,168,1223,0,6
1643,211,1224,0,10
1644,211,1226,0,9
1645,211,1227,0,11
1646,211,1228,0,12
1647,211,1229,0,13
1648,211,1230,0,14
1649,211,1231,0,15
1650,211,1232,0,16
1651,211,1233,0,17
1652,211,1234,0,18
1653,211,1235,0,20
1654,211,1236,0,19
1655,212,1237,0,23
1656,211,1238,0,5
1657,212,1240,0,6
1659,164,1198,0,8
1660,164,1241,0,9
1661,212,1243,0,15
1662,212,1244,0,16
1663,211,1245,0,6
1664,212,1246,0,17
1665,211,1248,0,8
1666,211,1249,0,7
1668,211,1250,0,4
1669,213,0,156,1
1670,213,1256,0,2
1671,213,1251,0,3
1672,213,1252,0,4
1673,213,9481,0,5
1674,213,1255,0,6
1675,213,1253,0,7
1676,213,1254,0,8
1677,214,0,156,1
1678,213,1257,0,9
1679,213,1258,0,10
1680,213,1259,0,11
1681,213,1260,0,12
1682,213,1261,0,13
1683,213,1262,0,14
1684,213,1263,0,15
1685,213,1264,0,16
1686,213,1265,0,17
1687,213,1266,0,18
1688,213,1267,0,19
1689,213,1268,0,20
1690,213,1269,0,21
1691,213,1270,0,22
1692,213,1271,0,23
1693,213,1272,0,24
1694,163,1204,0,8
1695,213,1273,0,25
1696,213,1275,0,26
1697,213,1276,0,27
1698,212,1278,0,20
1699,212,1279,0,19
1700,215,1281,0,2
1701,215,0,156,1
1702,216,1282,0,1
1703,217,1283,0,1
1704,212,1284,0,18
1705,173,580,0,27
1706,208,1286,0,3
1707,214,1287,0,2
1708,214,1288,0,3
1709,214,1329,0,4
1710,214,1289,0,5
1711,214,1290,0,6
1712,214,1291,0,7
1713,214,1294,0,8
1714,41,1305,0,7
1715,208,1296,0,4
1716,41,124,0,8
1717,41,125,0,9
1719,41,1343,0,10
1720,41,123,0,11
1721,41,1295,0,12
1722,41,1300,0,13
1723,41,1298,0,14
1724,41,1301,0,15
1725,41,1302,0,16
1729,157,876,0,72
1730,166,1313,0,17
1731,189,1314,0,4
1732,166,1315,0,18
1733,168,1316,0,7
1734,209,1318,0,2
1735,218,0,156,1
1736,218,1319,0,2
1737,214,1292,0,9
1738,214,1320,0,10
1739,214,1321,0,11
1740,214,1322,0,12
1741,214,1323,0,13
1742,214,1324,0,14
1743,214,1325,0,15
1744,214,1326,0,16
1745,214,1327,0,17
1746,214,1328,0,18
1747,214,1330,0,19
1748,214,1331,0,20
1749,214,1332,0,21
1750,214,1333,0,22
1751,214,1334,0,23
1752,214,1335,0,24
1753,214,1336,0,25
1754,214,1337,0,26
1755,214,1338,0,27
1756,214,1339,0,28
1757,214,1340,0,29
1759,41,1303,0,17
1760,41,1304,0,18
1761,41,1307,0,19
1762,41,1344,0,20
1765,209,1346,0,3
1766,163,1274,0,9
1767,163,1348,0,10
1769,163,1350,0,11
1770,159,686,0,15
1771,209,1354,0,4
1772,159,691,0,16
1773,219,0,156,1
1774,219,1356,0,2
1775,41,1345,0,21
1776,41,1357,0,22
1777,219,1359,0,3
1778,219,1360,0,4
1779,163,1362,0,12
1780,67,1363,0,2
1781,67,1364,0,36
1782,67,1365,0,37
1783,67,1366,0,38
1784,67,1367,0,39
1785,174,794,0,33
1786,176,1368,0,2
1787,177,794,0,23
1788,178,1369,0,24
1795,221,0,156,1
1796,221,1372,0,3
1798,222,0,156,1
1799,222,1374,0,2
1800,223,0,156,1
1802,223,1375,0,2
1803,224,0,156,1
1804,224,1376,0,2
1805,225,912,0,1
1806,225,9477,0,2
1807,225,10233,0,3
1808,225,1315,0,4
1809,225,1037,0,5
1810,157,9482,0,73
1811,221,1378,0,2
1813,227,0,156,1
1855,227,1381,0,2
1856,227,1382,0,3
1857,227,1383,0,4
1858,227,1384,0,5
1859,227,1385,0,6
1860,227,1386,0,7
1861,227,1387,0,8
1862,227,1388,0,9
1863,227,1389,0,10
1864,227,1390,0,11
1865,227,1391,0,12
1866,227,1392,0,13
1867,227,1393,0,14
1868,227,1394,0,15
1869,227,1395,0,16
1870,227,1396,0,17
1871,227,1397,0,18
1872,227,1398,0,19
1873,227,1399,0,20
1874,227,1400,0,21
1875,227,1401,0,22
1876,227,1402,0,23
1877,227,1403,0,24
1878,227,1404,0,25
1879,227,1405,0,26
1880,227,1406,0,27
1881,227,1407,0,28
1882,227,1408,0,29
1883,227,1409,0,30
1884,227,1410,0,31
1885,227,1411,0,32
1886,227,1412,0,33
1887,227,1413,0,34
1888,227,1414,0,35
1889,227,1415,0,36
1890,227,1416,0,37
1891,227,1417,0,38
1892,227,1418,0,39
1893,227,1419,0,40
1894,227,1420,0,41
1895,227,1421,0,42
1897,228,0,156,1
1898,228,1381,0,2
1899,228,1382,0,3
1900,228,1383,0,4
1901,228,1385,0,5
1902,228,1412,0,6
1903,228,1413,0,7
1904,228,1414,0,8
1905,229,0,156,1
1906,229,1424,0,2
1907,229,1423,0,3
1908,229,1425,0,4
1921,229,1430,0,5
1922,229,1431,0,6
1923,229,1432,0,7
1925,229,1437,0,8
1926,229,1438,0,9
1927,229,1439,0,10
1929,228,1418,0,9
1931,228,1386,0,10
1932,228,1387,0,11
1933,228,1388,0,12
1934,228,1389,0,13
1935,228,1390,0,14
1936,228,1391,0,15
1937,228,1392,0,16
1938,228,1393,0,17
1939,228,1394,0,18
1940,228,1395,0,19
1941,228,1396,0,20
1942,228,1397,0,21
1943,228,1398,0,22
1944,228,1399,0,23
1945,228,1400,0,24
1946,228,1401,0,25
1947,228,1402,0,26
1948,228,1403,0,27
1949,228,1404,0,28
1950,228,1405,0,29
1951,228,1406,0,30
1952,228,1407,0,31
1953,228,1408,0,32
1954,228,1409,0,33
1955,228,1410,0,34
1956,228,1411,0,35
1957,228,1412,0,36
1958,228,1413,0,37
1959,228,1414,0,38
1960,228,1415,0,39
1961,228,1416,0,40
1962,228,1417,0,41
1963,228,1419,0,42
1972,228,1459,0,43
1973,228,1460,0,44
1974,228,1461,0,45
1975,234,0,156,1
1977,234,1463,0,2
1979,234,1286,0,3
1980,234,1462,0,4
1981,228,1467,0,46
1982,228,1468,0,47
1983,228,1469,0,48
1984,228,1470,0,49
1985,228,1471,0,50
1988,235,0,156,1
1989,228,1476,0,51
1990,235,1475,0,2
1998,164,1478,0,10
1999,236,1479,0,1
2001,157,649,0,74
2002,237,0,156,1
2003,237,1481,0,2
2004,237,1483,0,3
2005,237,1482,0,4
2006,235,1689,0,3
2007,238,1486,0,1
2008,239,0,156,1
2009,239,1487,0,2
2010,225,1350,0,6
2017,241,0,156,1
2018,241,1493,0,2
2025,241,1494,0,3
2026,241,1495,0,4
2027,241,1501,0,5
2028,225,1362,0,7
2030,159,1063,0,17
2031,241,1511,0,6
2032,241,1500,0,7
2033,163,1502,0,13
2034,225,1488,0,8
2036,184,1056,0,3
2037,166,1506,0,19
2038,168,1507,0,8
2039,154,1509,0,24
2041,241,1496,0,8
2042,241,1512,0,9
2043,241,1513,0,10
2045,244,0,156,1
2046,244,1518,0,2
2047,245,1519,0,2
2048,245,0,156,1
2049,246,0,156,1
2100,247,1521,0,1
2101,225,1497,0,9
2102,246,1523,0,2
2103,246,1525,0,3
2105,248,0,156,1
2106,248,1523,0,2
2108,148,1527,0,2
2109,241,1528,0,11
2110,241,1529,0,12
2111,241,1530,0,13
2112,241,1531,0,14
2113,241,1532,0,15
2114,241,1533,0,16
2115,249,1534,0,1
2118,251,1538,0,2
2119,251,0,156,1
2120,252,1539,0,2
2121,252,1540,0,3
2122,251,1541,0,12
2123,251,1542,0,13
2124,251,1543,0,14
2125,251,1544,0,5
2126,251,1545,0,15
2127,251,1546,0,16
2128,251,1547,0,17
2129,251,1548,0,18
2130,251,1549,0,8
2131,251,1550,0,9
2132,251,1551,0,11
2133,163,1552,0,14
2134,252,1553,0,5
2135,252,1554,0,6
2136,252,1555,0,8
2137,252,0,156,1
2138,251,1556,0,3
2139,252,1557,0,7
2141,188,983,0,4
2142,252,1560,0,9
2143,252,1561,0,10
2144,188,1559,0,5
2145,188,1562,0,6
2146,252,1564,0,4
2147,188,1563,0,7
2148,252,1566,0,11
2149,252,1567,0,12
2150,188,1565,0,8
2151,253,1569,0,2
2152,251,1570,0,4
2153,248,1571,0,8
2154,248,1525,0,5
2155,248,1572,0,9
2156,254,0,156,1
2157,254,1573,0,2
2158,254,1578,0,3
2159,254,1574,0,4
2160,254,1575,0,5
2161,254,1579,0,6
2162,254,1576,0,7
2163,254,1577,0,8
2164,248,1580,0,13
2165,248,1581,0,10
2166,248,1582,0,11
2167,248,1583,0,12
2168,248,1584,0,14
2169,248,1585,0,15
2170,248,1586,0,16
2171,248,1587,0,17
2172,248,1588,0,22
2173,248,1590,0,18
2174,248,1591,0,20
2175,251,1592,0,6
2176,251,1593,0,7
2177,248,1594,0,21
2178,248,1595,0,19
2179,255,0,156,1
2180,255,1596,0,2
2181,248,1597,0,23
2182,248,1598,0,24
2183,248,1599,0,25
2184,248,1600,0,26
2185,248,1601,0,27
2186,248,1602,0,28
2187,248,1603,0,29
2188,248,1604,0,30
2189,248,1605,0,31
2190,256,0,156,1
2191,256,1606,0,2
2192,248,1607,0,32
2193,248,1608,0,33
2194,248,1609,0,34
2195,248,1610,0,35
2196,248,1611,0,36
2197,254,1612,0,9
2198,254,1613,0,10
2199,248,1614,0,37
2200,254,1615,0,11
2201,248,1616,0,38
2202,254,1617,0,12
2203,254,1618,0,13
2204,251,1619,0,10
2205,190,1621,0,16
2206,241,1629,0,17
2207,241,1622,0,18
2208,241,1623,0,19
2209,190,1625,0,17
2210,190,1626,0,18
2211,190,1627,0,19
2212,186,902,0,16
2213,241,1624,0,20
2214,241,1630,0,21
2215,241,1631,0,22
2216,241,1632,0,23
2217,241,1633,0,24
2218,241,1634,0,25
2220,181,1637,0,22
2221,181,1638,0,23
2222,181,1639,0,24
2223,248,1643,0,4
2224,248,1644,0,6
2225,184,1504,0,4
2226,248,1646,0,7
2227,41,1358,0,23
2228,248,1650,0,3
2229,157,650,0,75
2238,209,1655,0,5
2239,259,1659,0,1
2240,260,0,156,1
2242,260,1660,0,3
2243,43,1661,0,2
2244,260,1662,0,2
2246,166,1666,0,20
2247,221,1667,0,4
2248,222,1667,0,3
2249,223,1667,0,3
2250,224,1667,0,3
2251,225,1502,0,10
2252,168,1673,0,9
2253,212,1675,0,5
2254,209,1676,0,6
2277,263,0,156,1
2278,263,1678,0,2
2279,263,1679,0,3
2281,263,1682,0,4
2282,263,1683,0,5
2283,263,1684,0,6
2284,263,1685,0,7
2285,263,1686,0,8
2286,263,1687,0,9
2287,190,1688,0,9
2288,235,1690,0,4
2289,235,1691,0,5
2290,235,1692,0,6
2291,235,1485,0,7
2292,67,1694,0,40
2293,67,1695,0,41
2294,67,1696,0,42
2295,263,1697,0,10
2296,264,0,156,1
2297,264,1698,0,2
2298,263,1699,0,11
2308,157,973,0,76
2309,157,708,0,77
2310,157,1706,0,78
2311,157,1707,0,79
