ID,Enchant_ID,Type
1471,3714,12
1472,3702,12
1473,3701,12
1474,3699,12
1475,3712,12
1476,3698,12
1477,3713,12
1478,3709,12
1479,3705,10
1480,3716,12
1481,3703,12
1482,3708,12
1483,3710,12
1484,3715,12
1485,3706,10
1486,3707,12
1487,3704,12
1488,3696,10
1489,3683,6
1490,3686,6
1491,3677,6
1492,3692,6
1493,3680,6
1494,3682,10
1495,3685,6
1496,3695,6
1497,3687,10
1498,3681,6
1499,3688,6
1500,3689,10
1501,3690,6
1502,3679,10
1503,3693,6
1504,3697,6
1505,3684,6
1506,3694,6
1507,3678,6
1508,3691,10
1510,3732,2
1511,3733,2
1512,3734,2
1513,3735,8
1514,3736,8
1515,3737,2
1516,3738,4
1517,3739,4
1518,3740,4
1519,3741,2
1520,3745,4
1521,3746,2
1522,3747,8
1523,3742,8
1524,3743,4
1525,3744,4
1529,3749,14
1530,3750,14
1549,3792,4
1550,3798,1
1551,3799,1
1552,3801,1
1553,3800,1
1554,3802,1
1555,3803,1
1556,3804,1
1557,3805,1
1569,3861,2
1589,3862,2
1590,3863,8
1591,3864,8
1592,3865,2
1593,3866,2
1609,3867,8
1629,3879,14
1649,3884,4
1650,3889,2
1651,3890,2
1652,3891,2
1653,3892,2
1654,3893,2
1655,3894,8
1656,3895,8
1657,3896,8
1658,3897,8
1659,3898,4
1660,3936,4
1661,3899,4
1662,3900,4
1663,3901,4
1664,3902,10
1665,3904,10
1666,3903,10
1667,3905,10
1668,3906,10
1669,3907,10
1670,3908,10
1671,3909,10
1672,3910,10
1673,3911,10
1674,3912,10
1675,3913,6
1676,3914,6
1677,3915,6
1678,3916,6
1679,3917,6
1680,3918,6
1681,3919,6
1682,3920,6
1683,3921,6
1684,3922,6
1685,3923,6
1686,3924,6
1687,3925,6
1688,3926,12
1689,3927,12
1690,3928,12
1691,3929,12
1692,3930,12
1693,3931,12
1694,3932,12
1695,3933,12
1696,3885,12
1697,3886,12
1698,3888,12
1699,3887,12
1700,3958,12
1701,3959,12
1702,3960,12
1703,3961,12
1704,3962,12
1705,3963,12
1706,3964,12
1707,3965,12
1708,3966,6
1709,3967,6
1710,3968,6
1711,3969,6
1712,3970,6
1713,3971,6
1714,3972,6
1715,3973,6
1716,3974,6
1717,3975,6
1718,3976,6
1719,3977,6
1720,3978,6
1721,3979,10
1722,3980,10
1723,3981,10
1724,3982,10
1725,3937,10
1726,3938,10
1727,3939,10
1728,3940,10
1729,3941,10
1730,3942,10
1731,3943,10
1732,3944,4
1733,3945,4
1734,3946,4
1735,3947,4
1736,3948,4
1737,3949,8
1738,3950,8
1739,3951,8
1740,3952,8
1741,3953,2
1742,3954,2
1743,3955,2
1744,3956,2
1745,3957,2
1746,3983,10
1747,4008,6
1748,4009,6
1749,3994,2
1750,3995,2
1751,4010,6
1752,4011,6
1753,3984,10
1754,4012,6
1755,3996,2
1756,3985,10
1757,4013,6
1758,4014,6
1759,3997,2
1760,3986,10
1761,4021,12
1762,3999,4
1763,3987,10
1764,3988,10
1765,4015,6
1766,4022,12
1767,4016,6
1768,4023,12
1769,4000,4
1770,4024,12
1771,4025,12
1772,4017,6
1773,3998,2
1774,4026,12
1775,4001,4
1776,4027,12
1777,3989,10
1778,4004,8
1779,3990,10
1780,4028,12
1781,3991,10
1782,4018,6
1783,4019,6
1784,4002,4
1785,4005,8
1786,3992,10
1787,4006,8
1788,4029,12
1789,4007,8
1790,4003,4
1791,3993,10
1792,4020,6
1793,4030,12
1794,4031,2
1795,0,2
1796,4032,2
1797,4033,2
1798,4034,2
1799,4037,2
1800,4041,8
1801,4042,8
1802,4043,8
1803,4039,8
1804,4044,4
1805,4040,4
1806,4036,4
1807,4038,4
1808,4035,4
1809,4045,1
1810,4046,1
1811,4047,1
1812,4048,1
1813,4049,1
1814,4050,1
1815,4051,1
1816,4052,1
1817,4053,1
1818,4054,1
1819,4055,1
1820,4056,1
1821,4057,1
1823,4119,2
1824,4166,32
1825,4167,32
1826,4168,32
1827,4169,32
1828,4170,32
1829,4171,32
1830,4172,32
1831,4173,32
1832,0,16
1833,0,32
1837,4212,2
1838,4213,2
1846,4236,6
1847,4237,6
1848,4238,6
1854,4239,32
1855,4244,12
1856,4251,1
1857,4252,1
1858,4253,1
1859,4265,2
1860,4266,2
1869,4273,8
1870,4274,8
1871,4275,8
1872,4276,8
1873,4277,12
1874,4278,12
1875,4279,12
1876,4280,12
1877,4281,12
1878,4282,12
1879,4283,12
1880,4284,12
1881,4285,12
1882,4286,12
1883,4287,12
1884,4288,12
1885,4289,12
1886,4290,12
1887,4291,12
1888,4292,12
1889,4293,12
1890,4294,12
1891,4295,6
1892,4296,6
1893,4297,6
1894,4298,6
1895,4299,6
1896,4300,6
1897,4301,6
1898,4302,6
1899,4303,6
1900,4304,6
1901,4305,6
1902,4306,6
1903,4307,6
1904,4308,6
1905,4309,6
1906,4310,6
1907,4311,6
1908,4312,6
1909,4313,6
1910,4314,6
1911,4315,6
1912,4316,6
1913,4317,10
1914,4318,10
1915,4319,10
1916,4320,10
1917,4321,10
1918,4322,10
1919,4323,10
1920,4324,10
1921,4325,10
1922,4326,10
1923,4327,10
1924,4328,10
1925,4334,4
1926,4335,4
1927,4336,4
1928,4337,4
1929,4338,4
1930,4329,2
1931,4330,2
1932,4331,2
1933,4332,2
1934,4333,2
2020,4453,8
2021,4454,8
2022,4455,8
2023,4456,8
2024,4457,12
2025,4458,12
2026,4459,12
2027,4460,12
2028,4461,12
2029,4462,12
2030,4463,12
2031,4464,12
2032,4465,12
2033,4466,12
2034,4467,12
2035,4468,12
2036,4469,12
2037,4470,12
2038,4471,12
2039,4472,12
2040,4473,12
2041,4474,12
2042,4475,6
2043,4476,6
2044,4477,6
2045,4478,6
2046,4479,6
2047,4480,6
2048,4481,6
2049,4482,6
2050,4483,6
2051,4484,6
2052,4485,6
2053,4486,6
2054,4487,6
2055,4488,6
2056,4489,6
2057,4490,6
2058,4491,6
2059,4492,6
2060,4493,6
2061,4494,6
2062,4495,6
2063,4496,6
2064,4497,10
2065,4498,10
2066,4499,10
2067,4500,10
2068,4501,10
2069,4502,10
2070,4503,10
2071,4504,10
2072,4505,10
2073,4506,10
2074,4507,10
2075,4508,10
2076,4509,2
2077,4511,2
2078,4512,2
2079,4513,2
2080,4514,2
2081,4515,4
2082,4516,4
2083,4517,4
2084,4518,4
2085,4519,4
2086,4520,8
2087,4521,8
2088,4522,8
2089,4523,8
2090,4524,12
2091,4525,12
2092,4526,12
2093,4527,12
2094,4528,12
2095,4529,12
2096,4530,12
2097,4531,12
2098,4532,12
2099,4533,12
2100,4535,12
2101,4536,12
2102,4537,12
2103,4538,12
2104,4539,12
2105,4540,12
2106,4541,12
2107,4542,12
2108,4543,6
2109,4544,6
2110,4545,6
2111,4546,6
2112,4547,6
2113,4548,6
2114,4549,6
2115,4550,6
2116,4551,6
2117,4552,6
2118,4553,6
2119,4554,6
2120,4555,6
2121,4556,6
2122,4557,6
2123,4558,6
2124,4559,6
2125,4560,6
2126,4561,6
2127,4562,6
2128,4563,6
2129,4564,6
2130,4565,10
2131,4566,10
2132,4567,10
2133,4568,10
2134,4569,10
2135,4570,10
2136,4571,10
2137,4572,10
2138,4573,10
2139,4574,10
2140,4575,10
2141,4576,10
2142,4577,2
2143,4578,2
2144,4579,2
2145,4580,2
2146,4581,2
2147,4582,4
2148,4583,4
2149,4584,4
2150,4585,4
2151,4586,4
2152,4587,8
2153,4588,8
2154,4589,8
2155,4590,8
2156,4591,12
2157,4592,12
2158,4593,12
2159,4594,12
2160,4595,12
2161,4596,12
2162,4597,12
2163,4598,12
2164,4599,12
2165,4600,12
2166,4601,12
2167,4602,12
2168,4603,12
2169,4604,12
2170,4605,12
2171,4606,12
2172,4607,12
2173,4608,12
2174,4609,6
2175,4610,6
2176,4611,6
2177,4612,6
2178,4613,6
2179,4614,6
2180,4615,6
2181,4616,6
2182,4617,6
2183,4618,6
2184,4619,6
2185,4620,6
2186,4621,6
2187,4622,6
2188,4623,6
2189,4624,6
2190,4625,6
2191,4626,6
2192,4627,6
2193,4628,6
2194,4629,6
2195,4630,6
2196,4631,10
2197,4632,10
2198,4633,10
2199,4634,10
2200,4635,10
2201,4636,10
2202,4637,10
2203,4638,10
2204,4640,10
2205,4641,10
2206,4642,10
2207,4643,2
2208,4644,2
2209,4645,2
2210,4646,2
2211,4647,4
2212,4648,4
2213,4649,4
2214,4650,4
2215,4651,4
2216,4652,10
2217,4653,2
2218,4654,8
2219,4655,1
2220,4656,1
2221,4658,1
2222,4657,1
2223,4659,1
2224,4660,1
2225,4661,1
2226,4662,1
2227,4664,1
2228,4665,1
2229,4666,1
2230,4667,1
2231,4668,1
2232,4669,1
2235,4672,12
2236,4673,12
2237,4674,6
2238,4675,10
2239,4676,4
2241,4678,6
2242,4679,12
2243,4680,6
2244,4681,12
2245,4682,8
2246,4683,6
2247,4684,12
2248,4685,12
2249,4686,6
2250,4677,12
2265,4906,32
2266,4904,32
2267,4902,32
2268,4901,32
2269,4899,32
2270,4903,32
2271,4905,32
2272,4900,32
2301,4810,2
2302,4816,4
2303,4814,4
2304,4817,8
2305,4819,4
2306,4818,4
2307,4815,2
2308,4820,8
2309,4821,8
2310,4811,2
2311,4812,2
2312,4813,2
2318,4932,12
2319,4933,12
2320,4934,12
2321,4936,12
2322,4937,12
2323,4938,12
2324,4939,12
2325,4940,12
2326,4941,12
2327,4942,12
2328,4943,12
2329,4944,12
2330,4945,12
2331,4946,12
2332,4947,12
2333,4948,12
2334,4949,12
2335,4950,12
2336,4951,6
2337,4952,6
2338,4953,6
2339,4954,6
2340,4955,6
2341,4956,6
2342,4957,6
2343,4958,6
2344,4959,6
2345,4960,6
2346,4961,6
2347,4962,6
2348,4963,6
2349,4964,6
2350,4965,6
2351,4966,6
2352,4967,6
2353,4968,6
2354,4969,6
2355,4970,6
2356,4971,6
2357,4972,6
2358,4921,10
2359,4922,10
2360,4923,10
2361,4924,10
2362,4925,10
2364,4926,10
2365,4927,10
2366,4928,10
2367,4929,10
2368,4930,10
2369,4931,10
2375,4973,10
2392,4984,10
2393,4985,10
2394,4986,10
2395,4987,10
2396,4988,10
2397,4989,10
2398,4990,10
2399,4991,10
2400,4996,16
2401,4997,16
2402,4998,16
2406,5011,16
2407,5013,16
2408,5012,16
2409,5016,6
2410,5017,6
2411,5018,6
2412,5019,10
2413,5020,10
2414,5021,10
2417,5024,12
2418,5025,12
2419,5026,12
2420,5027,12
2422,5030,1
2423,5031,1
2424,5032,1
2425,5033,1
2426,5034,1
2467,5147,2
2504,5333,16
2522,5339,14
2523,5340,14
2524,5342,14
2525,5343,14
2526,5344,14
2527,5345,14
2528,5346,14
2530,5347,14
2531,5348,14
2532,5349,14
2533,5350,14
2534,5351,14
2536,5419,14
2537,5420,14
2538,5421,14
2539,5413,14
2540,5414,14
2541,5415,14
2542,5416,14
2543,5417,14
2544,5418,14
2545,5452,64
2546,5454,128
2547,5455,256
2548,5456,512
2550,5457,14
2552,5459,14
2553,5460,14
2554,5462,14
2555,5461,14
2556,5463,14
2557,5464,14
2558,5466,14
2559,5465,14
2560,5467,14
2561,5468,14
2562,5469,14
2581,5488,65536
2583,5489,4096
2603,5511,8192
2604,5512,8192
2608,5515,1024
2609,5516,128
2611,5518,4096
2612,5519,2048
2613,5521,64
2614,5522,16384
2615,5523,256
2616,5524,8192
2617,5525,32768
2619,5526,1024
2620,5527,128
2622,5529,4096
2623,5530,2048
2624,5532,64
2625,5533,16384
2626,5534,256
2627,5535,8192
2628,5536,32768
2629,5542,65536
2630,5538,1024
2631,5537,128
2632,5539,512
2633,5540,4096
2634,5541,2048
2635,5543,64
2636,5544,16384
2637,5545,256
2638,5546,8192
2639,5547,32768
2640,5553,65536
2641,5548,1024
2642,5549,128
2643,5550,512
2644,5551,4096
2645,5552,2048
2646,5554,64
2647,5555,16384
2648,5556,256
2649,5557,8192
2650,5558,32768
2651,0,65536
2652,0,1024
2653,0,128
2654,0,512
2655,0,4096
2656,0,2048
2657,0,64
2658,0,16384
2659,0,256
2660,0,8192
2661,0,32768
2662,0,65536
2663,0,1024
2664,0,128
2665,0,512
2666,0,4096
2667,0,2048
2668,0,64
2669,0,16384
2670,0,256
2671,0,8192
2672,0,32768
2673,0,65536
2674,0,1024
2675,0,128
2676,0,512
2677,0,4096
2678,0,2048
2679,0,64
2680,0,16384
2681,0,256
2682,0,8192
2683,0,32768
2684,0,65536
2685,0,1024
2686,0,128
2687,0,512
2688,0,4096
2689,0,2048
2690,0,64
2691,0,16384
2692,0,256
2693,0,8192
2694,0,32768
2704,5574,8192
2715,5584,8192
2792,5673,8192
2793,5675,32768
2805,5724,65536
2806,5719,1024
2807,5720,128
2808,5721,512
2809,5722,4096
2814,5728,8192
2815,5729,32768
2816,5666,65536
2817,5656,1024
2818,5658,128
2825,5674,8192
2826,5676,32768
2839,5695,1024
2840,5696,128
2841,5697,512
2842,5698,4096
2843,5699,2048
2847,5703,8192
2848,5704,32768
2850,5705,1024
2858,5713,8192
2859,5714,32768
2869,5739,8192
2880,5750,8192
2891,5762,8192
2916,5789,32768
2917,5791,8192
2918,5790,256
2919,5788,65536
2920,5787,4096
2921,5786,128
2922,5792,64
2923,5792,64
2924,5793,512
2925,5793,512
2926,5794,0
2927,5794,1024
2928,0,2
2929,0,65536
2930,5797,1024
2931,5797,1024
2932,5798,128
2933,5798,128
2934,5799,512
2935,5799,512
2936,5800,2048
2937,5800,2048
2938,5801,4096
2939,5801,4096
2940,5802,65536
2941,5802,65536
2942,5803,64
2943,5803,64
2944,5804,16384
2945,5804,16384
2946,5805,256
2947,5805,256
2948,5806,8192
2949,5806,8192
2950,5807,32768
2951,5807,32768
2952,5808,12
2953,5809,2048
2954,5809,2048
2955,5810,1024
2956,5811,2048
2957,5812,4096
2958,5813,64
2959,5814,16384
2960,5815,256
2984,5822,128
2985,5823,64
2986,5824,65536
2987,5825,4096
2988,5826,512
2989,5827,32768
2990,5828,256
2992,5830,1024
2993,5831,2048
2994,5832,16384
2995,0,65536
2996,0,1024
2997,0,256
2998,0,512
2999,0,64
3001,0,65536
3002,0,512
3007,5847,1024
3008,5848,1024
3009,5849,1024
3010,5850,1024
3011,5851,1024
3012,5852,1024
3013,5853,1024
3014,5854,1024
3015,5855,1024
3016,5847,128
3017,5848,128
3018,5849,128
3019,5850,128
3020,5851,128
3021,5852,128
3022,5853,128
3023,5854,128
3024,5855,128
3025,5847,512
3026,5848,512
3027,5849,512
3028,5850,512
3029,5851,512
3030,5852,512
3031,5853,512
3032,5854,512
3033,5855,512
3034,5847,4096
3035,5848,4096
3036,5849,4096
3037,5850,4096
3038,5851,4096
3039,5852,4096
3040,5853,4096
3041,5854,4096
3042,5855,4096
3043,5847,2048
3044,5848,2048
3045,5849,2048
3046,5850,2048
3047,5851,2048
3048,5852,2048
3049,5853,2048
3050,5854,2048
3051,5855,2048
3052,5847,65536
3053,5848,65536
3054,5849,65536
3055,5850,65536
3056,5851,65536
3057,5852,65536
3058,5853,65536
3059,5854,65536
3060,5855,65536
3061,5847,64
3062,5848,64
3063,5849,64
3064,5850,64
3065,5851,64
3066,5852,64
3067,5853,64
3068,5854,64
3069,5855,64
3070,5847,16384
3071,5848,16384
3072,5849,16384
3073,5850,16384
3074,5851,16384
3075,5852,16384
3076,5853,16384
3077,5854,16384
3078,5855,16384
3079,5847,256
3080,5848,256
3081,5849,256
3082,5850,256
3083,5851,256
3084,5852,256
3085,5853,256
3086,5854,256
3087,5855,256
3088,5847,32768
3089,5848,32768
3090,5849,32768
3091,5850,32768
3092,5851,32768
3093,5852,32768
3094,5853,32768
3095,5854,32768
3096,5855,32768
3099,0,65536
3100,0,1024
3101,0,128
3102,0,512
3103,0,4096
3104,0,2048
3105,0,64
3106,0,16384
3107,0,256
3108,0,8192
3109,0,32768
3119,0,8192
3129,0,4096
3130,0,256
3195,5916,16384
3196,5916,32768
3198,5922,2048
3200,5921,65536
3217,5916,1024
3219,5920,32768
3222,5920,65536
3223,5920,4096
3224,5920,128
3225,5920,64
3226,5920,512
3227,5920,1024
3228,5920,16384
3229,5915,32768
3232,5915,65536
3233,5915,4096
3234,5915,128
3236,5915,512
3237,5915,1024
3239,5917,32768
3240,5917,2048
3241,5917,256
3243,5917,4096
3244,5917,128
3248,5917,16384
3249,5919,32768
3250,5919,2048
3251,5919,256
3252,5919,65536
3254,5919,128
3255,5919,64
3258,5919,16384
3259,5914,32768
3261,5914,256
3262,5914,65536
3263,5914,4096
3266,5914,512
3268,5914,16384
3269,0,65536
3270,0,1024
3271,0,128
3272,0,512
3273,0,4096
3274,0,2048
3275,0,64
3276,0,16384
3277,0,256
3278,0,32768
3279,5917,1024
3284,5921,512
3285,5919,4096
3287,5918,2048
3288,5920,2048
3290,5922,65536
3291,5916,64
3292,5921,64
3294,5922,16384
3295,5918,256
3296,5921,256
3297,5918,32768
3302,5919,1024
3303,5914,1024
3305,5915,64
3347,5915,256
3354,0,65536
3355,0,1024
3356,0,128
3357,0,512
3358,0,4096
3359,0,2048
3360,0,64
3361,0,16384
3362,0,256
3363,0,32768
3371,5916,128
3372,5918,64
3373,5920,256
3374,5917,512
3375,5918,1024
3376,5914,2048
3377,5916,4096
3378,5915,16384
3380,5916,65536
3387,5914,64
3394,5892,65536
3395,5893,65536
3396,5892,65536
3403,5917,65536
3405,5914,128
3406,5919,512
3408,5915,2048
3409,5917,64
3437,5892,2048
3438,5902,2048
3439,5901,2048
3440,5903,2048
3441,5904,2048
3442,5905,2048
3443,5906,2048
3444,5907,2048
3445,5908,2048
3446,5909,2048
3447,5910,2048
3468,5921,32768
3469,5922,128
3472,5912,64
3473,5923,1024
3474,5923,128
3475,5923,512
3476,5913,4096
3477,5913,2048
3478,5913,65536
3479,5913,64
3480,5913,16384
3481,5913,256
3482,5923,32768
3485,5921,1024
3486,5922,1024
3487,5913,1024
3490,5918,128
3492,5921,128
3494,5913,128
3495,5918,512
3496,5916,512
3497,5922,512
3498,5913,512
3499,5916,2048
3500,5921,2048
3501,5923,2048
3502,5918,4096
3503,5921,4096
3504,5922,4096
3505,5923,4096
3506,5916,256
3507,5918,65536
3508,5923,65536
3509,5922,64
3510,5923,64
3511,5918,16384
3512,5921,16384
3513,5923,16384
3514,5922,256
3515,5923,256
3516,5922,32768
3517,5913,32768
3519,5914,128
3520,5917,512
3521,5918,4096
3522,5915,2048
3538,5853,1024
3539,5849,1024
3540,5850,1024
3541,5847,128
3542,5851,128
3543,5852,128
3544,5851,512
3545,5853,512
3546,5854,512
3547,5848,4096
3548,5851,4096
3549,5852,4096
3550,5848,2048
3551,5850,2048
3552,5853,2048
3553,5849,65536
3554,5853,65536
3555,5855,65536
3556,5849,64
3557,5852,64
3558,5854,64
3559,5848,16384
3560,5851,16384
3561,5855,16384
3562,5853,1024
3563,5849,1024
3564,5850,1024
3565,5847,128
3566,5851,128
3567,5852,128
3568,5851,512
3569,5853,512
3570,5854,512
3571,5848,4096
3572,5851,4096
3573,5852,4096
3574,5848,2048
3575,5850,2048
3576,5853,2048
3577,5849,65536
3578,5853,65536
3579,5855,65536
3580,5849,64
3581,5852,64
3582,5854,64
3583,5848,16384
3584,5851,16384
3585,5855,16384
3586,5853,1024
3587,5849,1024
3588,5850,1024
3589,5847,128
3590,5851,128
3591,5852,128
3592,5851,512
3593,5853,512
3594,5854,512
3595,5848,4096
3596,5851,4096
3597,5852,4096
3598,5848,2048
3599,5850,2048
3600,5853,2048
3601,5849,65536
3602,5853,65536
3603,5855,65536
3604,5849,64
3605,5852,64
3606,5854,64
3607,5848,16384
