ID,Attributes[0],Attributes[1],Attributes[2],Attributes[3],Attributes[4],Attributes[5],Attributes[6],Attributes[7],Attributes[8],Attributes[9],Attributes[10],Attributes[11],Attributes[12],Attributes[13],Attributes[14],Attributes[15],Attributes[16],DifficultyID,CastingTimeIndex,DurationIndex,PvPDurationIndex,RangeIndex,SchoolMask,Speed,LaunchDelay,MinDuration,SpellIconFileDataID,ActiveIconFileDataID,ContentTuningID,ShowFutureSpellPlayerConditionID,SpellVisualScript,ActiveSpellVisualScript,SpellID
314091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,5,2,15,0,0,136235,0,0,0,0,0,142
314092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,446
314093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,447
314094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,448
314095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,7,0,1,1,0,0,0,136235,0,0,0,0,0,450
314096,268500992,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,7,0,0,1,8,0,0,0,136010,0,0,0,0,0,556
314100,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,560
314101,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,561
314102,65536,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,28,0,3,8,0,0,0,132179,0,0,0,0,0,136
314103,1073807360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,50,18,0,4,16,0,0,0,135834,0,0,0,0,0,512
314104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,3,0,3,8,0,0,0,0,0,0,0,0,0,513
314105,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,13,32,0,0,0,136235,0,0,0,0,0,514
314106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,26,0,13,1,0,0,0,136235,0,0,0,0,0,518
314107,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,519
314111,327680,32768,2097152,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,32,0,1,2,0,0,0,135954,0,0,0,0,0,498
314112,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,6,2,0,0,0,135985,0,0,0,0,0,67
314114,65536,139268,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,6,22,0,13,32,0,0,0,136155,136155,0,0,0,0,126
314115,0,65536,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,3,0,1,32,0,0,0,134131,0,0,0,0,0,128
314116,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,9,0,1,64,0,0,0,135992,0,0,0,0,0,130
314117,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,6,0,4,32,0,0,0,136153,0,0,0,0,0,132
314118,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,520
314124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,2,0,0,3,32,0,0,0,136235,0,0,0,0,0,68
314125,151322640,268435456,256,1048576,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132341,132341,0,0,0,0,71
314126,65536,0,64,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,3,8,0,0,0,135996,0,0,0,0,0,228
314127,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,4,8,0,0,0,136091,0,0,0,0,0,246
314129,269582608,0,0,0,0,0,0,256,4096,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132266,136116,0,0,0,0,581
314130,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,16,0,0,4,2,0,0,0,135924,0,0,0,0,0,585
314131,327680,1024,524288,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,32,0,0,0,135994,0,0,0,0,0,586
314132,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,64,0,0,0,133952,0,0,0,0,0,587
314133,1073807360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,16,8,0,4,16,0,0,0,135834,0,0,0,0,0,113
314134,65536,131073,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,7,21,0,1,32,0,0,0,136218,0,0,0,0,0,688
314135,262160,0,0,0,0,0,0,0,4096,0,0,0,0,128,0,8192,0,0,1,9,0,1,1,0,0,0,132121,0,0,0,0,0,99
314136,150994944,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136168,0,0,0,0,0,7
314137,65536,268435520,4325376,0,0,0,0,0,0,0,4,0,0,1,0,8192,0,0,1,31,0,4,16,0,0,0,135857,0,0,0,0,0,10
314138,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,2,0,1,8,0,0,0,136106,0,0,0,0,0,11
314139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,1,0,0,0,136235,0,0,0,0,0,12
314140,536870912,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,6,1,0,0,0,136235,0,0,0,0,0,260
314141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,15,0,3,16,0,0,0,136235,0,0,0,0,0,261
314142,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,262
314143,65536,0,524288,0,0,0,0,0,4096,0,0,0,0,0,0,8192,0,0,1,6,0,4,8,0,0,0,136104,0,0,0,0,0,467
314144,269582608,0,0,0,0,0,0,512,4096,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132261,136116,0,0,0,0,468
314147,65536,0,0,0,0,0,0,0,4096,0,0,0,0,128,0,8192,0,0,16,28,0,4,16,28,0,0,135846,0,0,0,0,0,116
314148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,8,0,0,1,8,0,0,0,136235,0,0,0,0,0,3
314149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,4
314150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,9,0,1,1,0,0,0,136235,0,0,0,0,0,13
314151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,34
314152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,35
314154,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132091,0,0,0,0,0,45
314155,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,1,0,0,0,136235,0,0,0,0,0,47
314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,16,0,0,0,135928,0,0,0,0,0,49
314157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,8,0,0,0,136235,0,0,0,0,0,50
314159,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,537
314161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,2,0,4,8,0,0,0,136012,0,0,0,0,0,553
314163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,3,0,3,8,0,0,0,136095,0,0,0,0,0,555
314164,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132109,0,0,0,0,0,19
314165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,1,0,0,0,136235,0,0,0,0,0,22
314166,65536,0,0,0,1048576,0,0,0,512,0,0,0,0,128,0,8192,0,0,16,35,0,35,4,24,0,0,135812,0,0,0,0,0,133
314167,65536,0,0,0,1048576,0,0,0,512,0,0,0,0,128,0,8192,0,0,5,32,0,35,4,24,0,0,135812,0,0,0,0,0,143
314168,65536,0,0,0,1048576,0,0,0,512,0,0,0,0,128,0,8192,0,0,19,32,0,35,4,24,0,0,135812,0,0,0,0,0,145
314169,402653440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,85,0,1,1,0,0,0,134062,0,0,0,0,0,433
314171,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,6,0,4,8,0,0,0,135863,0,0,0,0,0,546
314172,65536,0,0,0,0,0,33554432,0,16777216,0,0,0,0,0,0,8192,16,0,20,0,0,5,8,0,0,0,136052,0,0,0,0,0,547
314173,65536,0,0,0,0,0,33554432,0,0,0,0,0,0,0,0,8192,0,0,19,0,0,4,8,20,0,0,136048,0,0,0,0,0,548
314176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,24
314177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,28,0,2,1,0,0,0,135860,0,0,0,0,0,25
314178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,26
314179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,6,3,0,3,1,0,0,0,136235,0,0,0,0,0,27
314180,327696,262656,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,27,0,2,1,0,0,0,132309,0,0,0,0,0,101
314181,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,0,0,0,1,1,0,0,0,136235,0,0,0,0,0,108
314182,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,7,0,0,12,64,0,0,0,134239,0,0,0,0,0,491
314184,269582608,0,0,0,0,0,0,256,4096,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132224,136116,0,0,0,0,578
314185,269582608,0,0,0,0,0,0,256,4096,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132224,136116,0,0,0,0,579
314186,269582608,0,0,0,0,0,0,256,4096,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132224,136116,0,0,0,0,580
314189,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,612
314191,65536,0,0,0,0,0,0,0,16777216,0,0,0,0,0,0,8256,16,0,20,0,0,5,2,0,0,0,135920,0,0,0,0,0,635
314193,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,493
314196,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,133479,0,0,0,0,0,199
314197,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,135129,0,0,0,0,0,200
314198,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132223,0,0,0,0,0,201
314199,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132223,0,0,0,0,0,202
314200,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136235,135954,0,0,0,0,464
314201,327680,32768,2097152,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,2,0,0,0,135896,0,0,0,0,0,642
314205,150994944,131072,67108868,268435456,0,393224,0,0,32,0,0,0,0,0,0,8192,0,0,1,0,0,6,2,0,0,0,136235,0,0,0,0,0,5
314206,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,18,0,4,32,0,0,0,136135,0,0,0,0,0,89
314208,151322624,0,16,256,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,2,0,0,0,135893,136116,0,0,0,0,465
314210,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,624
314211,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,625
314212,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,626
314213,327680,0,524288,0,0,0,8388608,0,512,0,0,0,0,128,0,8192,0,0,1,85,0,4,32,0,0,0,136207,0,0,0,0,0,589
314214,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,613
314215,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,614
314216,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,615
314217,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,616
314218,328720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,2,1,0,0,0,132090,0,0,0,0,0,96
314219,327696,201327104,1048576,1024,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,2,1,0,0,0,132090,0,0,0,0,0,53
314221,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,42,0,1,1,0,0,0,134871,0,0,0,0,0,2374
314222,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132115,0,0,0,0,0,499
314223,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,627
314224,65536,0,0,0,0,0,8388608,0,512,0,0,0,0,128,0,8192,0,0,1,3,0,4,32,0,0,0,136122,0,0,0,0,0,603
314226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,4,0,0,1,1,0,0,0,136235,0,0,0,0,0,110
314227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,1,0,0,0,136235,0,0,0,0,0,111
314228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,4,1,0,1,1,0,0,0,136235,0,0,0,0,0,112
314230,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,618
314231,327680,268435968,256,0,0,0,1024,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,2,2,0,0,0,626003,0,0,0,0,0,678
314232,327680,268435968,256,0,0,0,1024,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,2,2,0,0,0,626003,0,0,0,0,0,679
314235,65536,16388,0,0,0,0,0,0,512,0,0,0,0,128,0,8192,0,0,1,28,0,3,32,0,0,0,136169,0,0,0,0,0,689
314237,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,4,2,0,0,0,135924,0,0,0,0,0,591
314238,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132392,0,0,0,0,0,196
314239,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132395,0,0,0,0,0,197
314240,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,133476,0,0,0,0,0,198
314241,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,263
314242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,4,9,0,4,8,0,0,0,136175,0,0,0,0,0,509
314243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,443
314244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,444
314245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,445
314246,1073807360,0,0,0,0,0,8388608,0,4608,0,0,0,0,128,0,8192,0,0,16,29,0,4,8,0,0,0,136100,0,0,0,0,0,339
314248,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,1,0,0,0,136235,0,0,0,0,0,721
314251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,16,25,0,1,2,0,0,0,135980,0,0,0,0,0,724
314252,65536,0,524288,0,0,0,0,0,16777216,0,0,0,0,0,0,8192,16,0,14,0,0,5,2,0,0,0,135943,0,0,0,0,0,596
314253,65536,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,9,0,4,8,0,0,0,136067,0,0,0,0,0,550
314254,329728,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,18,0,4,2,0,0,0,136066,0,0,0,0,0,552
314255,327680,0,524288,0,0,0,8388608,0,512,0,0,0,0,128,0,8192,0,0,1,85,0,4,32,0,0,0,136207,0,0,0,0,0,594
314257,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135463,0,0,0,0,0,6089
314258,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135464,0,0,0,0,0,6094
314259,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132154,0,0,0,0,0,203
314260,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132279,0,0,0,0,0,204
314261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136101,0,0,0,0,0,31817
314262,269582608,0,0,0,0,0,0,512,4096,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132261,136116,0,0,0,0,458
314263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,15
314264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,8,0,4,32,0,0,0,136183,0,0,0,0,0,16
314265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,18
314266,327698,0,32,32768,16777216,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,114,1,40,0,0,132369,136116,0,0,0,0,75
314268,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136235,0,0,0,0,0,77
314269,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,437
314270,327696,134480384,0,1024,8,0,0,0,4096,0,0,0,0,128,0,8192,0,0,1,187,0,2,1,0,0,0,132298,0,0,0,0,0,408
314271,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,3,0,1,32,0,0,0,136235,0,0,0,0,0,409
314272,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,3,0,1,32,0,0,0,136235,0,0,0,0,0,410
314273,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,3,0,1,32,0,0,0,136235,0,0,0,0,0,411
314274,65536,0,0,0,0,0,33554432,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,4,8,0,0,0,136015,0,0,0,0,0,421
314275,65536,0,0,0,0,0,0,0,16777216,0,0,0,0,0,0,8192,16,0,20,0,0,5,2,0,0,0,135920,0,0,0,0,0,639
314278,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,522
314279,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,4,8,0,0,0,136067,0,0,0,0,0,526
314280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,4,9,0,4,8,0,0,0,136175,0,0,0,0,0,457
314282,327700,134217728,0,1024,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,2,1,0,0,0,132282,0,0,0,0,0,78
314283,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,0,0,0,1,1,0,0,0,136047,0,0,0,0,0,81
314284,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,84
314285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,5,0,3,1,0,0,0,135863,0,0,0,0,0,87
314286,805634064,1024,0,0,0,0,0,262144,0,0,0,0,0,0,0,8192,0,0,1,0,0,95,1,0,0,0,132337,0,0,0,0,0,100
314287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,1,0,0,0,136235,0,0,0,0,0,33
