ID,LabelID,QuestID
215,2751,73071
216,2751,56764
217,2751,56748
218,2751,56716
219,2751,56715
220,2751,56714
221,2751,56372
222,2751,56341
223,2751,56322
224,2751,29397
225,2751,29396
226,2751,29394
227,2751,29393
228,2751,13932
229,2751,13931
230,2751,12492
231,2751,12491
232,2751,12421
233,2751,12420
234,2751,12306
235,2751,12278
236,2751,12194
237,2751,12193
238,2751,12192
239,2751,12191
240,2751,12062
241,2751,12022
242,2751,12020
243,2751,11487
244,2751,11486
245,2751,11454
246,2751,11431
247,2751,11419
248,2751,11413
249,2751,11412
250,2751,11409
251,2751,11408
252,2751,11407
253,2751,11400
254,2751,11321
255,2751,11318
256,2751,11294
257,2751,11293
258,2751,11122
259,2751,11120
260,2751,11118
261,2751,11117
262,2741,77203
263,2968,78616
264,3026,70750
265,3026,72068
266,3026,72373
267,3026,72374
268,3026,72375
269,3026,75259
270,3026,75860
271,3026,75859
272,3026,75861
273,3026,77254
274,3026,77976
275,3026,78446
276,3026,78447
277,3027,78329
278,3027,78328
279,3027,78332
280,3027,78337
281,3027,78729
282,3027,78369
283,3027,78379
284,3027,78565
285,3027,78591
286,3027,78594
287,3027,78724
288,3027,78726
289,3027,78727
290,3027,78674
291,3027,78679
292,3027,78993
293,2968,78931
294,2968,78820
295,3027,78992
296,3027,78991
297,3027,78990
298,3027,78989
299,3027,78988
300,3027,78987
301,3027,78986
302,3027,78985
303,3027,78984
304,3027,78983
305,3027,78982
306,3027,78981
307,3027,78980
308,3027,78979
309,3027,78978
310,3079,75729
311,3079,76448
312,3079,76564
313,3079,77166
314,3079,78616
315,3079,78820
316,3079,78931
317,3079,77176
318,3079,75867
319,3079,77231
320,3079,76576
321,3079,76557
322,2762,78215
323,3250,78274
324,3250,79135
325,3250,73192
326,3250,79558
327,3250,13479
328,3250,13480
329,3278,31216
330,3278,31109
331,3278,31487
332,3278,31494
333,3278,31496
334,3278,31502
335,3278,31503
336,3278,31504
337,3278,31599
338,3278,31808
339,3278,31603
340,3278,31267
341,3278,31268
342,3278,31024
343,3278,31270
344,3278,31269
345,3278,31271
346,3278,31272
347,3278,31111
348,3278,31505
349,3278,31506
350,3278,31507
351,3278,31508
352,3278,31509
353,3278,31510
354,3278,31598
355,3278,31231
356,3278,31235
357,3278,31238
358,3278,31232
359,3278,31233
360,3278,31234
361,3278,31237
362,3278,31677
363,3279,31110
364,3279,31039
365,3279,31105
366,3279,31106
367,3279,31040
368,3279,31041
369,3279,31042
370,3279,31043
371,3279,31044
372,3279,31045
373,3279,31046
374,3279,31047
375,3279,31048
376,3279,31049
377,3279,31061
378,3279,31062
379,3279,31113
380,3279,31114
381,3279,31118
382,3279,31117
383,3279,31120
384,3279,31116
385,3279,31119
386,3279,31203
387,3279,31204
388,3279,31196
389,3279,31197
390,3279,31198
391,3279,31199
392,3279,31200
393,3279,31201
394,3280,30306
395,3280,30264
396,3280,30243
397,3280,30244
398,3280,30249
399,3280,30266
400,3280,30246
401,3280,30251
402,3280,30444
403,3280,30245
404,3280,30248
405,3280,30240
406,3280,30242
407,3280,30261
408,3281,30716
409,3281,30717
410,3281,30718
411,3281,30725
412,3281,30726
413,3281,30727
414,3281,30728
415,3281,30729
416,3281,30730
417,3281,30731
418,3281,30732
419,3281,30733
420,3281,30734
421,3281,30735
422,3281,30736
423,3281,30737
424,3281,30738
425,3281,30739
426,3281,30740
427,3281,30006
428,3281,30063
429,3281,30064
430,3281,30065
431,3281,30066
432,3281,30067
433,3281,30068
434,3281,31492
435,3281,31517
436,3281,30879
437,3281,30880
438,3281,30881
439,3281,30882
440,3281,30883
441,3281,30885
442,3281,30902
443,3281,30907
444,3281,30956
445,3281,30957
446,3281,30958
447,3281,30959
448,3281,30952
449,3281,30953
450,3281,30954
451,3281,30955
452,3282,32452
453,3282,32451
454,3282,32174
455,3282,32164
456,3282,32165
457,3282,32166
458,3282,32142
459,3282,32143
460,3282,32144
461,3282,32145
462,3282,32146
463,3282,32170
464,3282,32171
465,3282,32172
466,3282,32148
467,3282,32149
468,3282,32150
469,3282,32151
470,3282,32152
471,3282,32153
472,3282,32154
473,3282,32156
474,3282,32157
475,3282,32158
476,3282,32433
477,3282,32159
478,3282,32446
479,3282,32155
480,3282,32184
481,3282,32185
482,3282,32186
483,3282,32122
484,3282,32116
485,3282,32346
486,3282,32347
487,3282,32115
488,3282,32119
489,3282,32121
490,3283,32450
491,3283,32173
492,3283,32161
493,3283,32162
494,3283,32163
495,3283,32123
496,3283,32235
497,3283,32126
498,3283,32127
499,3283,32128
500,3283,32167
501,3283,32168
502,3283,32169
503,3283,32130
504,3283,32131
505,3283,32132
506,3283,32133
507,3283,32134
508,3283,32135
509,3283,32140
510,3283,32136
511,3283,32138
512,3283,32137
513,3283,32139
514,3283,32141
515,3283,32197
516,3283,32199
517,3283,32214
518,3283,32221
519,3283,32223
520,3283,32222
521,3283,32237
522,3283,32236
523,3283,32238
524,3283,32181
525,3283,32182
526,3283,32183
527,3283,32348
528,3283,32343
529,3283,32118
530,3283,32449
531,3283,32120
532,3283,32345
533,3283,32344
534,3283,32342
535,3284,31194
536,3284,30155
537,3284,30158
538,3284,30157
539,3284,30156
540,3284,30159
541,3284,31701
542,3284,31702
543,3284,31703
544,3284,30154
545,3284,31698
546,3284,31699
547,3284,31700
548,3284,31705
549,3284,31704
550,3284,30150
551,3284,30151
552,3284,31711
553,3284,31706
554,3284,31707
555,3284,31708
556,3284,31709
557,3284,31710
558,3284,31715
559,3284,31712
560,3284,31713
561,3284,31714
562,3284,30152
563,3284,31716
564,3284,31717
565,3284,31718
566,3284,31719
567,3284,31720
568,3284,31721
569,3284,30146
570,3284,30147
571,3284,30148
572,3284,30149
573,3284,31784
574,3284,33250
575,3285,32628
576,3285,32634
577,3285,32631
578,3285,32635
579,3285,32485
580,3285,32636
581,3285,32637
582,3285,32301
583,3285,32632
584,3285,32633
585,3285,32638
586,3285,32639
587,3285,32627
588,3285,32260
589,3285,32261
590,3285,32701
591,3285,32703
592,3285,32704
593,3285,32700
594,3285,32525
595,3285,32526
596,3285,32527
597,3285,32528
598,3285,32529
599,3285,32530
600,3285,32531
601,3285,32532
602,3285,32533
603,3285,32537
604,3285,32547
605,3285,32535
606,3285,32606
607,3285,32536
608,3285,32545
609,3285,32546
610,3285,32548
611,3285,32539
612,3285,32541
613,3285,32543
614,3285,32542
615,3285,32538
616,3285,32544
617,3285,32540
618,3285,32576
619,3285,32577
620,3285,32571
621,3285,32570
622,3285,32572
623,3285,32573
624,3285,32574
625,3285,32575
626,3285,32731
627,3285,32732
628,3285,32733
629,3285,32578
630,3285,32579
631,3285,32580
632,3285,32581
633,3285,32567
634,3285,32568
635,3285,32550
636,3285,32552
637,3285,32553
638,3285,32551
639,3285,32554
640,3285,32560
641,3285,32559
642,3285,32558
643,3285,32557
644,3285,32556
645,3285,32555
646,3285,32582
647,3285,32583
648,3285,32584
649,3285,32585
650,3285,32586
651,3285,32588
652,3285,32587
653,3285,32724
654,3285,32607
655,3285,32608
656,3286,32268
657,3286,32269
658,3286,32304
659,3286,32300
660,3286,32288
661,3286,32262
662,3286,32305
663,3286,32213
664,3286,32303
665,3286,32264
666,3286,32266
667,3286,32302
668,3286,32265
669,3286,32259
670,3286,32258
671,3286,32695
672,3286,32697
673,3286,32698
674,3286,32694
675,3286,32218
676,3286,32220
677,3286,32201
678,3286,32226
679,3286,32225
680,3286,32495
681,3286,32517
682,3286,32224
683,3286,32219
684,3286,32255
685,3286,32489
686,3286,32204
687,3286,32605
688,3286,32254
689,3286,32274
690,3286,32299
691,3286,32491
692,3286,32217
693,3286,32227
694,3286,32200
695,3286,32275
696,3286,32215
697,3286,32216
698,3286,32252
699,3286,32561
700,3286,32562
701,3286,32506
702,3286,32205
703,3286,32285
704,3286,32287
705,3286,32228
706,3286,32230
707,3286,32728
708,3286,32730
709,3286,32729
710,3286,32293
711,3286,32520
712,3286,32521
713,3286,32522
714,3286,32523
715,3286,32524
716,3286,32207
717,3286,32283
718,3286,32297
719,3286,32282
720,3286,32298
721,3286,32206
722,3286,32232
723,3286,32494
724,3286,32233
725,3286,32234
726,3286,32493
727,3286,32294
728,3286,32564
729,3286,32563
730,3286,32565
731,3286,32208
732,3286,32209
733,3286,32292
734,3286,32722
735,3286,32676
736,3286,32677
737,3287,30584
738,3287,30585
739,3287,30586
740,3287,30588
741,3287,30598
742,3287,30613
743,3287,30658
744,3287,30678
745,3287,30698
746,3287,30753
747,3287,30701
748,3287,30754
749,3287,30700
750,3287,30763
751,3302,80395
752,3302,80394
753,3302,80208
754,3302,80323
755,3302,80412
756,3302,80409
757,3302,80457
758,3342,80385
759,3342,80388
760,3342,80386
761,3459,82080
762,3459,82087
763,3459,82105
764,3459,82109
765,3549,82531
766,3969,82387
767,3549,82414
768,3549,81691
777,3555,81491
778,3555,81492
779,3555,81477
780,3555,81490
781,3555,81476
782,3555,81489
783,3555,81475
784,3555,81488
785,3555,81487
786,3555,81471
787,3555,80573
788,3555,81470
789,3555,81504
790,3555,81483
791,3555,81503
792,3555,81472
793,3555,81499
794,3555,81473
795,3555,81494
796,3555,81478
797,3555,81493
798,3555,81495
799,3555,81496
800,3555,81479
801,3555,81506
802,3555,81481
803,3555,81505
804,3555,81482
805,3555,81502
806,3555,81501
807,3555,81484
808,3555,81500
809,3555,81555
810,3555,81480
811,3555,81497
812,3555,81497
813,3718,82960
814,3718,82959
815,3718,82967
816,3718,82968
817,3718,83282
818,3718,83278
819,3718,82963
820,3718,82966
821,3718,82961
822,3718,82964
823,3866,82916
824,3866,82958
825,3866,82962
826,3866,82965
827,3866,82970
828,3866,82992
829,3866,82993
830,3866,83097
831,3866,83098
832,3866,83100
833,3866,83102
834,3866,83103
835,3866,83104
836,3866,83105
837,3866,83106
838,2751,84305
839,2751,84306
840,2751,84307
841,2751,84308
842,2751,84311
843,2751,84313
844,2751,84314
845,2751,84315
846,2751,84316
859,3549,81647
860,3549,81649
861,3549,81650
862,3549,82355
863,3549,83229
864,3549,82787
865,3549,82852
866,4018,83824
867,4018,83825
868,4018,84435
869,4018,84469
870,4018,84506
871,4018,84583
872,4018,84595
873,4018,84912
874,4018,84923
875,4018,84924
876,4018,84932
877,4018,84933
878,4018,84985
879,4061,84595
880,4061,84435
881,4061,83825
882,4061,83931
883,4061,84909
884,4061,84625
885,4061,84773
886,4061,84767
887,4061,84624
888,4061,84426
889,4061,84470
890,4061,83794
891,4061,84933
892,4061,84924
893,4061,84912
894,4061,84469
895,4061,84882
896,4061,85195
897,4061,85060
898,4061,85025
899,4061,84588
900,4061,85043
901,4061,84756
902,4061,84336
903,4061,84296
904,4061,84278
905,4061,84237
906,4063,83274
907,4063,82672
908,4063,84616
909,4063,82783
910,4063,84393
911,4063,84735
912,4063,60215
913,4063,84254
914,4063,84489
915,4063,43461
916,4063,43323
917,4063,83832
918,4063,47254
919,4063,57300
920,4063,83825
921,4063,84684
922,4063,84781
923,4063,84236
924,4063,84237
925,4063,84278
926,4063,84296
927,4063,84334
928,4063,84336
929,4063,84755
930,4063,85042
931,4063,84756
932,4063,85043
933,4063,84563
934,4063,85024
935,4063,84588
936,4063,85025
937,4063,85047
938,4063,85060
939,4063,85208
940,4063,85195
941,4063,84882
942,4063,84469
943,4063,84506
944,4063,84985
945,4063,84912
946,4063,84924
947,4063,84923
948,4063,84932
949,4063,84933
950,4063,84143
951,4063,84144
952,4063,84419
953,4063,84363
954,4063,84521
955,4063,84868
956,4063,83794
957,4063,84470
958,4063,84426
959,4063,84624
960,4063,84767
961,4063,84773
962,4063,84625
963,4063,84909
964,4063,83931
965,4063,84435
966,4063,84583
967,4063,84595
968,4063,85475
969,4061,85476
970,4063,85476
971,4061,85477
972,4063,85477
974,4063,85502
975,4061,85503
976,4063,85503
977,4061,85523
978,4063,85523
979,4018,85477
980,4018,84882
981,4061,85574
982,4063,85574
1007,2751,84310
1010,4063,85947
