ID,FileDataID,UiTextureAtlasSetID,AtlasWidth,AtlasHeight,UiCanvasID
254,981401,0,256,256,1
255,981418,0,256,256,1
256,981428,0,256,256,1
257,981445,0,128,128,1
258,981447,0,128,128,1
259,981471,0,128,128,1
268,982840,0,2048,512,1
269,982841,0,256,256,1
270,983017,0,256,256,1
271,983018,0,256,256,1
272,983019,0,256,256,1
273,983020,0,128,128,1
274,983021,0,128,128,1
275,983022,0,128,128,1
276,983024,0,512,256,1
277,983055,0,256,256,1
278,983056,0,256,256,1
279,983057,0,256,256,1
280,983058,0,128,128,1
281,983070,0,128,128,1
282,983071,0,128,128,1
283,983072,0,256,256,1
284,983073,0,128,128,1
285,983077,0,256,256,1
286,983078,0,256,256,1
287,983079,0,256,256,1
288,983080,0,128,128,1
289,983081,0,128,128,1
290,983082,0,128,128,1
291,983163,0,256,256,1
292,983164,0,256,256,1
293,983165,0,256,256,1
294,983166,0,128,128,1
295,983167,0,128,128,1
296,983168,0,128,128,1
297,983169,0,256,256,1
298,983170,0,128,128,1
299,983174,0,256,256,1
300,983175,0,256,256,1
301,983176,0,256,256,1
302,983177,0,128,128,1
303,983178,0,128,128,1
304,983179,0,128,128,1
307,984489,0,512,128,1
308,984952,0,512,512,1
309,1030382,0,64,32,1
310,986189,0,128,128,1
314,999232,0,64,32,1
319,1019184,0,512,128,1
320,1019181,0,512,1024,1
321,1019182,0,512,1024,1
322,1019183,0,512,1024,1
323,1000173,0,512,512,1
324,1000176,0,256,256,1
330,1001820,0,1024,512,1
331,1001822,0,1024,512,1
332,1005293,0,1024,512,1
333,1003737,0,512,256,1
334,1005292,0,512,512,1
335,1005297,0,1024,1024,1
336,1006680,0,256,256,1
337,1006681,0,256,256,1
338,1006682,0,256,256,1
339,1006683,0,128,128,1
340,1006684,0,128,128,1
341,1006685,0,128,128,1
342,1006826,0,256,256,1
343,1006827,0,256,256,1
344,1006828,0,256,256,1
345,1006829,0,128,128,1
346,1006830,0,128,128,1
347,1006831,0,128,128,1
348,1006892,0,256,256,1
349,1006893,0,256,256,1
350,1006894,0,256,256,1
351,1006895,0,128,128,1
352,1006896,0,128,128,1
353,1006897,0,128,128,1
354,1006898,0,256,256,1
355,1006899,0,256,256,1
356,1006900,0,256,256,1
357,1006901,0,128,128,1
358,1006902,0,128,128,1
359,1006903,0,128,128,1
360,1008379,0,256,256,1
361,1008380,0,256,256,1
362,1008390,0,256,256,1
363,1008401,0,128,128,1
364,1008438,0,128,128,1
365,1008441,0,128,128,1
366,1008507,0,256,256,1
367,1008510,0,256,256,1
368,1008533,0,256,256,1
369,1008540,0,128,128,1
370,1008541,0,128,128,1
371,1008542,0,128,128,1
372,1008903,0,256,256,1
373,1008904,0,256,256,1
374,1008905,0,256,256,1
375,1008906,0,128,128,1
376,1008907,0,128,128,1
377,1008908,0,128,128,1
378,1009085,0,256,256,1
379,1009088,0,256,256,1
380,1009089,0,256,256,1
381,1009090,0,128,128,1
382,1009091,0,128,128,1
383,1009100,0,128,128,1
391,1014504,0,256,256,1
392,1014508,0,256,256,1
393,1014511,0,256,256,1
394,1015633,0,256,256,1
395,1015634,0,128,128,1
396,1015750,0,1024,1024,1
397,1015751,0,1024,1024,1
398,1015756,0,1024,1024,1
399,1015758,0,1024,1024,1
400,1015775,0,1024,1024,1
401,1015791,0,1024,1024,1
402,1015889,0,1024,1024,1
403,1016194,0,1024,1024,1
404,1016661,0,256,256,1
405,1016662,0,128,128,1
406,1016663,0,256,256,1
407,1016664,0,256,256,1
408,1016665,0,128,128,1
409,1016666,0,128,128,1
410,1016667,0,256,256,1
411,1016668,0,256,256,1
412,1016669,0,256,256,1
413,1016670,0,128,128,1
414,1016671,0,128,128,1
415,1016672,0,128,128,1
416,1016997,0,256,256,1
417,1016998,0,256,256,1
418,1016999,0,256,256,1
419,1017000,0,128,128,1
420,1017001,0,128,128,1
421,1017003,0,128,128,1
423,1017437,0,256,256,1
424,1017438,0,256,256,1
425,1017439,0,256,256,1
426,1017440,0,128,128,1
427,1017441,0,128,128,1
429,1017443,0,128,128,1
430,1017452,0,256,256,1
431,1017453,0,256,256,1
432,1017454,0,256,256,1
433,1017455,0,128,128,1
434,1017456,0,128,128,1
435,1017457,0,128,128,1
437,1018853,0,256,256,1
438,1018856,0,256,256,1
439,1018857,0,256,256,1
440,1018858,0,128,128,1
441,1018859,0,128,128,1
442,1018860,0,128,128,1
443,1019055,0,256,256,1
444,1019056,0,256,256,1
445,1019057,0,256,256,1
446,1019058,0,128,128,1
447,1019059,0,128,128,1
448,1019060,0,128,128,1
449,1019124,0,256,256,1
450,1019125,0,256,256,1
451,1019126,0,256,256,1
452,1019127,0,128,128,1
453,1019128,0,128,128,1
454,1019129,0,128,128,1
455,1019132,0,256,256,1
456,1019133,0,256,256,1
457,1019134,0,256,256,1
458,1019135,0,128,128,1
459,1019136,0,128,128,1
460,1019137,0,128,128,1
461,1019144,0,256,256,1
462,1019145,0,256,256,1
463,1019146,0,256,256,1
464,1019147,0,128,128,1
465,1019148,0,128,128,1
466,1019149,0,128,128,1
467,1019150,0,256,256,1
468,1019151,0,128,128,1
469,1019152,0,256,256,1
470,1019153,0,256,256,1
471,1019154,0,256,256,1
472,1019279,0,256,256,1
473,1019315,0,256,256,1
474,1019316,0,256,256,1
475,1019317,0,128,128,1
476,1019319,0,128,128,1
477,1019322,0,128,128,1
478,1019357,0,256,256,1
479,1019358,0,256,256,1
480,1019359,0,256,256,1
481,1019360,0,128,128,1
482,1019361,0,128,128,1
483,1019362,0,128,128,1
484,1019367,0,256,256,1
485,1019368,0,128,128,1
486,1019371,0,256,256,1
487,1019372,0,128,128,1
488,1019399,0,256,256,1
489,1019400,0,256,256,1
490,1019401,0,256,256,1
491,1019402,0,128,128,1
492,1019403,0,128,128,1
493,1019405,0,128,128,1
496,1019789,0,256,256,1
497,1019790,0,256,256,1
498,1019791,0,256,256,1
499,1019792,0,128,128,1
500,1019793,0,128,128,1
501,1019794,0,128,128,1
502,1019795,0,256,256,1
503,1019796,0,256,256,1
504,1019797,0,256,256,1
505,1019798,0,128,128,1
506,1019799,0,128,128,1
507,1019800,0,128,128,1
508,1019824,0,256,256,1
509,1019825,0,256,256,1
510,1019826,0,256,256,1
511,1019830,0,128,128,1
512,1019831,0,128,128,1
513,1019832,0,128,128,1
514,1019833,0,256,256,1
515,1019834,0,256,256,1
516,1019835,0,256,256,1
517,1019836,0,128,128,1
518,1019837,0,128,128,1
519,1019838,0,128,128,1
520,1019849,0,256,256,1
521,1019850,0,256,256,1
522,1019851,0,256,256,1
523,1019852,0,128,128,1
525,1019854,0,128,128,1
526,1019857,0,128,128,1
529,1019949,0,256,256,1
530,1019950,0,256,256,1
531,1019951,0,256,256,1
532,1019952,0,128,128,1
533,1019953,0,128,128,1
534,1019954,0,128,128,1
536,1020050,0,256,256,1
538,1020052,0,128,128,1
539,1020056,0,256,256,1
540,1020057,0,256,256,1
541,1020058,0,256,256,1
542,1020061,0,128,128,1
543,1020062,0,128,128,1
544,1020063,0,128,128,1
545,1020065,0,256,256,1
546,1020066,0,128,128,1
554,1029033,0,512,256,1
555,1029035,0,512,512,1
557,1030215,0,1024,512,1
558,1030295,0,1024,512,1
560,1035016,0,512,256,1
561,1035017,0,512,256,1
562,1036046,0,256,256,1
565,1047875,0,512,128,1
566,1048254,0,1024,1024,1
568,1059159,0,1024,1024,1
569,1061072,0,1024,512,1
570,1061073,0,512,512,1
573,1064224,0,512,256,1
575,1065418,0,2048,1024,1
579,1068154,0,64,32,1
580,1076034,0,1024,512,1
586,1089820,0,512,256,1
587,1092194,0,256,256,1
590,1090721,0,1024,512,1
593,1093410,0,256,128,1
594,1093802,0,512,512,1
595,1094008,0,64,32,1
596,1094009,0,64,32,1
599,1098846,0,128,64,1
600,1100257,0,512,1024,1
601,1102559,0,256,256,1
604,1111217,0,1024,1024,1
607,1114519,0,1024,1024,1
609,1115847,0,512,512,1
610,1116940,0,512,512,1
612,1118659,0,1024,1024,1
614,1118639,0,1024,256,1
615,1118640,0,256,256,1
616,1118641,0,1024,1024,1
618,1118660,0,1024,1024,1
620,1118722,0,256,256,1
621,1118723,0,128,128,1
622,1118732,0,512,512,1
623,1118740,0,256,256,1
624,1118741,0,128,128,1
625,1118742,0,256,256,1
626,1118745,0,256,256,1
627,1118746,0,128,128,1
628,1118747,0,256,256,1
629,1118749,0,256,256,1
630,1118750,0,128,128,1
631,1118751,0,256,256,1
632,1118764,0,256,256,1
633,1118765,0,128,128,1
634,1118766,0,256,256,1
635,1118783,0,256,256,1
636,1118816,0,256,256,1
637,1118818,0,128,128,1
638,1118820,0,256,256,1
639,1119115,0,256,256,1
640,1119116,0,128,128,1
641,1119117,0,256,256,1
642,1119118,0,256,256,1
643,1119119,0,128,128,1
644,1119120,0,256,256,1
647,1121272,0,1024,1024,1
649,1127036,0,1024,1024,1
650,1127060,0,1024,1024,1
654,1130222,0,512,256,1
655,1130861,0,256,256,1
656,1130863,0,128,128,1
657,1130864,0,128,128,1
658,1130865,0,256,256,1
659,1131292,0,1024,1024,1
660,1131293,0,1024,1024,1
661,1131314,0,1024,1024,1
662,1133995,0,1024,1024,1
663,1113812,0,512,512,1
664,1137478,0,256,256,1
665,1137479,0,128,128,1
666,1137480,0,256,256,1
667,1137481,0,128,128,1
668,1137482,0,256,256,1
669,1137483,0,256,256,1
670,1137510,0,256,256,1
671,1137512,0,128,128,1
672,1137513,0,256,256,1
673,1137514,0,256,256,1
674,1137515,0,256,256,1
675,1137516,0,256,256,1
676,1137606,0,512,1024,1
677,1137838,0,1024,1024,1
678,1137853,0,1024,1024,1
679,1137867,0,1024,1024,1
680,1137880,0,1024,1024,1
687,1146909,0,1024,1024,1
688,1237423,0,256,256,1
689,1237424,0,32,256,1
690,1237599,0,128,32,1
691,1239906,0,256,256,1
692,1239907,0,256,256,1
693,1243535,0,512,512,1
694,1243609,0,1024,1024,1
695,1660611,0,1024,1024,1
696,1249993,0,1024,1024,1
697,1250768,0,256,64,1
698,1250929,0,1024,512,1
699,1251477,0,128,16,1
700,1251478,0,128,16,1
701,1267361,0,1024,1024,1
702,1251711,0,512,512,1
703,1251991,0,1024,1024,1
704,1252029,0,256,128,1
705,1252243,0,256,256,1
706,1252268,0,512,256,1
708,1253496,0,2048,2048,1
709,1253950,0,1024,1024,1
710,1254001,0,1024,1024,1
711,1254010,0,1024,1024,1
712,1254011,0,1024,1024,1
713,1254012,0,1024,1024,1
714,1259407,0,512,256,1
715,1260227,0,256,128,1
716,1260270,0,128,64,1
717,1260826,0,512,1024,1
718,1261160,0,512,256,1
719,1261542,0,128,128,1
720,1264908,0,512,1024,1
721,1269412,0,512,512,1
722,1270719,0,1024,1024,1
723,1270720,0,512,512,1
724,1270728,0,1024,1024,1
725,1273208,0,256,64,1
726,1273402,0,128,32,1
727,1273403,0,256,32,1
728,1273404,0,128,128,1
729,1279522,0,1024,1024,1
730,1279523,0,1024,1024,1
731,1300837,0,256,128,1
732,1310401,0,32,64,1
733,1318750,0,1024,1024,1
734,1319046,0,1024,512,1
735,1333023,0,512,256,1
736,1336637,0,1024,1024,1
737,1337560,0,1024,1024,1
741,1337433,0,32,32,1
742,1337565,0,512,128,1
743,1339312,0,512,512,0
745,1360653,0,256,256,1
746,1360692,0,512,512,1
747,1360697,0,512,512,1
748,1360698,0,512,512,1
749,1360699,0,512,512,1
750,1360700,0,512,512,1
751,1360701,0,512,512,1
752,1360710,0,512,512,1
753,1360711,0,512,512,1
754,1360713,0,512,512,1
755,1360719,0,512,512,1
756,1360720,0,512,512,1
757,1360721,0,512,512,1
758,1360815,0,512,512,1
759,1363154,0,512,256,1
761,1368285,0,512,512,1
762,1368684,0,128,64,1
764,1372870,0,512,512,1
768,1377275,0,32,32,1
770,1381649,0,512,512,1
771,1381650,0,512,512,1
772,1381662,0,512,512,1
773,1381663,0,512,512,1
774,1381664,0,512,512,1
775,1381665,0,512,512,1
776,1381673,0,512,512,1
777,1381675,0,512,512,1
778,1381678,0,512,512,1
779,1381679,0,512,512,1
780,1381680,0,512,512,1
781,1381681,0,512,512,1
782,1381682,0,512,512,0
783,1384099,0,256,256,1
785,1388154,0,1024,512,1
786,1388155,0,1024,512,1
787,1388156,0,1024,512,1
788,1388157,0,1024,512,1
789,1388158,0,1024,512,1
790,1388159,0,1024,512,1
791,1388160,0,1024,512,1
792,1388161,0,1024,512,1
793,1388162,0,1024,512,1
794,1388163,0,1024,512,1
795,1388164,0,1024,512,1
796,1388166,0,1024,512,1
797,1389451,0,256,256,1
798,1389452,0,256,256,1
799,1389453,0,256,256,1
800,1389454,0,256,256,1
801,1389455,0,256,256,1
802,1389456,0,256,256,1
803,1389457,0,256,256,1
804,1389470,0,256,256,1
805,1389471,0,256,256,1
806,1389472,0,256,256,1
807,1389473,0,256,256,1
808,1389474,0,256,256,1
809,1390838,0,128,64,1
810,1390841,0,128,64,1
811,1390842,0,128,64,1
812,1390843,0,128,64,1
813,1390845,0,128,64,1
814,1390846,0,128,64,1
815,1390847,0,128,64,1
816,1390848,0,128,64,1
817,1390849,0,128,64,1
818,1390850,0,128,64,1
819,1390851,0,128,64,1
820,1390852,0,128,64,1
821,1444665,0,2048,1024,1
822,1393061,0,256,128,1
823,1394864,0,512,512,1
824,1394925,0,1024,512,1
825,1395037,0,1024,1024,1
826,1395048,0,1024,512,1
827,1395049,0,1024,512,1
828,1395051,0,1024,512,1
829,1395058,0,1024,512,1
830,1395059,0,1024,512,1
831,1395060,0,1024,512,1
832,1395268,0,1024,1024,1
833,1399006,0,1024,1024,1
834,1399691,0,256,32,1
835,1399693,0,32,256,1
836,1399697,0,512,256,1
837,1399780,0,256,128,1
838,1400895,0,1024,1024,1
839,1400896,0,1024,512,1
840,1401662,0,1024,1024,1
841,1405824,0,512,256,1
842,1405825,0,512,256,1
843,1412268,0,1024,1024,1
844,1412307,0,512,512,1
845,1416467,0,512,128,1
846,1450460,0,1024,1024,1
847,1450462,0,256,256,1
848,1450463,0,256,256,1
849,1450464,0,512,512,1
850,1450465,0,32,512,1
851,1450466,0,256,512,1
852,1451401,0,256,256,1
853,1455734,0,128,512,1
854,1455735,0,64,32,1
855,1486743,0,512,1024,1
856,1486744,0,512,1024,1
857,1486745,0,512,1024,1
858,1489023,0,64,64,1
859,1495388,0,1024,512,1
860,1496043,0,256,256,1
861,1498431,0,256,256,1
864,1498831,0,1024,128,1
867,1523129,0,64,32,1
869,1524890,0,512,64,1
870,1536706,0,512,256,1
871,1536801,0,512,2048,1
872,1537274,0,512,64,1
873,1538570,0,256,256,1
874,1538571,0,128,256,1
875,1541550,0,512,1024,1
876,1566820,0,512,256,1
877,1569530,0,512,512,1
878,1575358,0,64,64,1
879,1579862,0,1024,1024,1
880,1579863,0,256,64,1
881,1585761,0,32,32,1
882,1593052,0,1024,1024,1
883,1596434,0,512,1024,1
884,1603845,0,512,128,1
885,1603846,0,512,128,1
886,1604223,0,512,512,1
892,1629918,0,128,64,1
893,1630812,0,128,128,1
894,1634385,0,128,128,1
895,1634969,0,256,64,1
896,1660626,0,1024,1024,1
897,1662186,0,2048,1024,0
898,1667824,0,256,128,1
900,1671295,0,512,512,1
901,1671341,0,256,1024,1
902,1671634,0,512,1024,1
905,1686753,0,512,256,1
906,1692887,0,1024,1024,1
907,1692903,0,128,64,1
908,1696321,0,512,512,1
909,1696335,0,512,512,1
910,1696336,0,512,512,1
911,1696337,0,512,512,1
912,1696338,0,512,512,1
913,1696339,0,512,512,1
914,1696340,0,512,512,1
915,1696341,0,512,512,1
916,1696342,0,512,512,1
917,1696343,0,512,512,1
918,1696344,0,512,512,1
919,1696347,0,512,512,1
920,1699066,0,1024,512,1
921,1699827,0,1024,1024,1
922,1699828,0,2048,1024,1
923,1699829,0,512,256,0
924,1706035,0,256,128,1
925,1710518,0,512,512,1
926,1710841,0,1024,512,1
927,1716290,0,512,1024,1
928,1717838,0,512,512,1
929,1717764,0,512,512,1
930,1717839,0,1024,512,0
933,1717840,0,1024,512,1
938,1677861,0,512,256,1
939,1721024,0,512,512,1
940,1721259,0,1024,256,1
941,1721752,0,512,1024,1
942,1721812,0,2048,1024,0
943,1721941,0,1024,512,1
944,1721942,0,1024,512,1
945,1721943,0,1024,512,1
946,1722520,0,512,512,1
947,1723114,0,256,1024,1
948,1723831,0,128,128,1
949,1723832,0,64,256,1
950,1723833,0,256,128,1
954,1724799,0,512,256,1
955,1724800,0,64,512,1
956,1724801,0,512,128,1
958,1726295,0,1024,1024,1
964,1729779,0,256,256,1
965,1729973,0,256,128,1
966,1730123,0,256,128,1
967,1730124,0,256,128,1
968,1730125,0,256,128,1
969,1730126,0,256,128,1
970,1734278,0,256,32,1
971,1738753,0,1024,512,0
973,1786095,0,512,256,1
975,1823881,0,1024,1024,1
976,1823937,0,1024,512,1
984,1847088,0,512,1024,1
985,1847091,0,256,256,1
986,1847959,0,1024,512,0
987,1847961,0,1024,1024,0
988,1850060,0,256,1024,1
989,1854762,0,512,256,1
990,1859177,0,512,256,1
991,1918539,0,512,512,1
992,1918532,0,512,512,1
993,1918537,0,512,512,1
994,1918535,0,512,512,1
1007,1949857,0,2048,2048,1
1008,1949861,0,512,512,1
1009,1940745,0,2048,1024,1
1010,1949859,0,2048,2048,1
1011,1953314,0,2048,1024,1
1012,1958313,0,1024,1024,1
1015,1969120,0,256,256,1
1016,1970143,0,1024,2048,1
1017,1981967,0,1024,512,0
1018,1982561,0,512,256,1
1024,1987789,0,1024,1024,1
1025,1987792,0,1024,1024,1
1046,2002950,0,128,128,1
1047,2006838,0,64,32,1
1051,2015282,0,128,128,1
1052,2015284,0,128,128,1
1073,2053904,0,2048,512,1
1074,2055027,0,512,512,1
1075,2055041,0,512,512,1
1076,2055293,0,1024,1024,1
1096,2060018,0,256,256,0
1097,2060728,0,1024,512,0
1229,2101171,0,1024,1024,1
1230,2103955,0,256,256,1
1234,2123218,0,1024,1024,1
1235,2127652,0,2048,1024,1
1236,2128641,0,512,512,1
1237,2130707,0,512,1024,1
1238,2130730,0,512,256,1
1239,2130975,0,2048,2048,1
1240,2132421,0,1024,1024,1
1241,2132427,0,1024,1024,1
1242,2132910,0,128,128,1
1243,2132922,0,128,128,1
1244,2134158,0,2048,1024,1
1245,2134184,0,64,32,1
1246,2139053,0,1024,1024,1
1247,2139056,0,64,256,1
1252,2139059,0,256,256,1
1253,2139076,0,256,256,1
1254,2141209,0,1024,1024,1
1255,2142239,0,1024,1024,1
1256,2142253,0,256,256,1
1257,2142318,0,64,256,1
1258,2142322,0,256,256,1
1259,2142370,0,64,256,1
1260,2145024,0,1024,1024,1
1261,2145050,0,1024,1024,1
1262,2145052,0,128,128,1
1263,2145058,0,1024,1024,1
1264,2145060,0,1024,1024,1
1265,2145067,0,1024,1024,1
1266,2145069,0,1024,1024,1
1267,2145071,0,1024,1024,1
1269,2147844,0,1024,1024,1
1270,2147885,0,128,128,1
1271,2147915,0,512,512,1
1272,2147920,0,32,256,1
1273,2147922,0,512,512,1
1274,2147926,0,32,256,1
1275,2147991,0,128,512,1
1276,2148071,0,64,512,1
1277,2149101,0,128,512,1
1278,2160663,0,1024,512,1
1279,2160666,0,1024,512,1
1280,2167070,0,1024,512,1
1281,2167077,0,1024,512,1
1282,2167084,0,1024,512,1
1283,2167087,0,1024,512,1
1284,2167090,0,1024,512,1
1285,2167093,0,1024,512,1
1286,2167098,0,1024,512,1
1287,2167101,0,1024,512,1
1288,2167104,0,1024,512,1
1289,2167109,0,1024,512,1
1290,2167112,0,1024,512,1
1291,2167115,0,1024,512,1
1292,2167118,0,1024,512,1
1293,2167121,0,1024,512,1
1294,2167123,0,1024,512,1
1295,2167341,0,2048,1024,1
1296,2167717,0,512,1024,1
1297,2167720,0,512,1024,1
1298,2167723,0,512,1024,1
1299,2175002,0,256,256,1
1300,2175005,0,256,256,1
1301,2175177,0,1024,1024,1
1302,2175180,0,1024,1024,1
1303,2175183,0,1024,1024,1
1304,2175186,0,2048,1024,1
1305,2175264,0,1024,512,1
1306,2176586,0,512,1024,1
1307,2176589,0,64,256,1
1308,2176592,0,64,256,1
1309,2176619,0,128,256,1
1310,2180811,0,1024,1024,1
1311,2198122,0,128,256,1
1312,2198125,0,256,64,1
1313,2202478,0,128,32,1
1314,2202656,0,1024,512,1
1380,2325372,0,128,256,1
1381,2325375,0,128,64,1
1385,2394219,0,1024,1024,1
1386,2394222,0,1024,1024,1
1389,2399105,0,1024,512,1
1390,2406979,0,512,512,1
1391,2406898,0,512,16,1
1394,2406984,0,512,32,1
1395,2406987,0,64,256,1
1397,2442270,0,1024,1024,1
1398,2442273,0,2048,2048,1
1399,2442276,0,2048,2048,1
1400,2442279,0,2048,2048,1
1401,2442314,0,2048,2048,1
1402,2442325,0,2048,2048,1
1403,2443037,0,128,128,1
1406,2443038,0,64,64,1
1410,2451029,0,2048,2048,1
1411,2451068,0,2048,2048,1
1412,2460936,0,1024,1024,1
1413,2463872,0,256,128,0
1414,2466557,0,1024,512,1
1417,2470300,0,1024,1024,1
1418,2470304,0,1024,1024,0
1419,2470702,0,128,64,1
1420,2481469,0,512,1024,1
1421,2481472,0,512,1024,1
1422,2490916,0,512,1024,1
1423,2490922,0,512,1024,1
1428,2565625,0,1024,512,0
1429,2565635,0,32,32,0
1430,2576961,0,1024,1024,0
1431,2576964,0,1024,1024,0
1432,2578740,0,1024,512,0
1433,2615803,0,1024,512,0
1434,2615801,0,1024,512,0
1443,2736143,0,512,512,0
1446,2751166,0,512,512,0
1448,2829779,0,256,256,1
1450,2901927,0,512,1024,1
1451,2903992,0,2048,1024,1
1452,2907423,0,2048,2048,1
1453,2918637,0,512,512,1
1454,2921656,0,1024,1024,1
1455,2921659,0,256,256,1
1456,2921662,0,64,256,1
1457,2957979,0,2048,2048,1
1458,2922100,0,64,64,0
1459,2923258,0,32,32,1
1460,2923780,0,1024,512,1
1461,2923990,0,512,512,1
1462,2958680,0,512,256,1
1463,2962127,0,128,128,0
1464,2966265,0,256,256,1
1465,2966269,0,64,256,1
1466,2975691,0,32,32,1
1467,2981946,0,1024,512,0
1468,2994896,0,128,128,1
1469,2994347,0,512,512,1
1470,3007438,0,512,2048,1
1472,3007441,0,2048,1024,1
1473,3007444,0,512,1024,1
1474,3007466,0,2048,2048,1
1475,3007469,0,2048,2048,1
1476,3007474,0,2048,2048,1
1477,3007477,0,128,512,1
1478,3009120,0,32,16,1
1479,3012246,0,1024,512,1
1480,3012249,0,1024,512,1
1481,3014091,0,512,1024,1
1482,3014096,0,512,1024,1
1483,3025298,0,1024,1024,1
1484,3025300,0,256,256,1
1485,3025304,0,64,256,1
1486,3026061,0,512,512,1
1487,3032440,0,32,32,1
1488,3032443,0,256,128,1
1489,3032792,0,1024,512,0
1490,3033975,0,1024,1024,0
1491,3033978,0,1024,1024,0
1492,3034340,0,0,0,1
1495,3046538,0,1024,1024,1
1499,3054898,0,2048,1024,1
1500,3055481,0,128,32,1
1501,3055484,0,64,32,1
1502,3056750,0,256,1024,1
1503,3056755,0,512,128,2
1505,3058483,0,256,512,2
1506,3061439,0,64,64,1
1507,3064322,0,512,128,1
1508,3070196,0,1024,512,1
1509,3070199,0,1024,512,0
1510,3073147,0,2048,1024,0
1511,3073281,0,2048,1024,1
1512,3074451,0,128,128,1
1513,3074454,0,256,256,1
1514,3074457,0,64,256,1
1516,3152423,0,512,1024,1
1521,3151383,0,16,16,1
1522,3151826,0,128,128,1
1523,3166662,0,512,512,1
1524,3174636,0,512,512,1
1525,3176469,0,256,128,1
1526,3176475,0,128,128,1
1527,3176481,0,128,128,1
1528,3185348,0,2048,2048,1
1533,3194385,0,512,256,1
1534,3209332,0,512,512,1
1535,3209335,0,512,512,1
1537,3257935,0,512,1024,1
1538,3257939,0,512,1024,1
1539,3259978,0,2048,1024,1
1541,3281887,0,256,128,0
1542,3288061,0,1024,512,0
1545,3307666,0,256,256,1
1546,3308452,0,64,64,1
1549,3431637,0,2048,1024,1
1550,3447177,0,1024,512,1
1552,3448505,0,2048,1024,1
1554,3458578,0,512,512,1
1555,3459645,0,256,128,1
1556,3463232,0,256,16,1
1557,3463360,0,1024,2048,1
1558,3463363,0,128,256,1
1559,3463366,0,256,256,1
1560,3463369,0,256,256,1
1561,3463384,0,256,128,1
1562,3487405,0,512,256,1
1563,3487944,0,2048,1024,1
1564,3488277,0,512,256,1
1565,3489247,0,2048,2048,1
1566,3491683,0,1024,1024,1
1567,3500068,0,128,64,1
1569,3502458,0,2048,1024,1
1570,3502464,0,2048,1024,1
1571,3502527,0,2048,1024,1
1572,3507671,0,256,1024,1
1573,3507722,0,256,256,1
1574,3507725,0,64,256,1
1575,3509168,0,128,64,1
1576,3515910,0,2048,2048,1
1577,3515913,0,2048,1024,1
1578,3517890,0,2048,2048,1
1579,3524954,0,128,16,1
1580,3524957,0,16,128,1
1582,3528314,0,64,64,1
1583,3532258,0,1024,512,1
1584,3532453,0,1024,1024,1
1589,3533320,0,512,2048,1
1592,3533392,0,1024,1024,1
1593,3533399,0,1024,1024,1
1594,3533406,0,2048,1024,1
1595,3533409,0,2048,1024,1
1596,3533413,0,2048,2048,1
